	CzrA	MetR	SahR_SamR	NagC	FUR	KdgR	NsrR	RbkR	NrtR	ArgR	MntR	ThiR	Zur	IscR	BirA	Phr	ModE	AraR	NadQ	XylR	SiaR	GulR	PhnF	AgaR	Irr	HutC	PhrR	Rex	NnrR	LiuR	NtrC	GntR	NifA	CueR	FadP	MerR	AcnR	FruR	HrcA	CsoR	FabR	PurR	PaaR	FixJ	NmlR	PdxR	RbsR	SdaR	MetJ	NorR	PhsR	PrpR	QorR	GlcC	PhnR	FadR	BioQ	ZntR	LiuQ	LexA	SoxR	NikR	PdhR	HypR	NagQ	HexR	HisR	PsrA	CcpA	TyrR	LldR	NrdR	CadR-PbrR	TrpR	NarP	NiaR	GguR	DasR	FnrN_FixK	HcpR	AmtR	RutR	TtrR	VanR	ExuR_UxuR	NagR	CblR	LtbR
PaaR	-0.44671629322061374	-0.3692290427561441	-0.4592800408982656	-0.47605830496639606	-0.44642701280564595	-0.4774947318545119	-0.44385840222446665	-0.43134951807379146	-0.4236087731767229	-0.45561914737091486	-0.4626865671641791	-0.46893602164615517	-0.41368844998067306	-0.4141522961632938	-0.3918826918041372	-0.41677078267808826	-0.365418521427948	-0.34818638636391974	-0.456806194590955	-0.4675943590319081	-0.2101298021172334	-0.17421912991433808	-0.38605718275788975	-0.33244554171498397	-0.32649534283469867	-0.08406837990498635	-0.2596466290103368	-0.37181261611740796	0.38193743064127983	0.3549944513023853	0.34698437636379503	0.2767989625805808	0.3578673050786169	0.33869000860359855	0.36910435292210625	0.3911495155799948	0.2398309205850447	0.1982693051035549	0.22997543610269455	0.33526353196423897	0.12630830808364193	0.2818464070624322	1.0	0.2645993092183194	0.2846993104652178	0.2386338981782815	0.27514806917791995	-0.04070624321999027	0.00988790383919999	0.05262659135400691	0.1094452549283657	0.31333807154702675	0.2299155849823564	0.07908078654347311	0.25698824174865026	0.0936595219391763	0.0882679335153805	0.23183082083317746	0.06976396214416639	0.28989638274791457	0.016441601516228383	-0.004496315415404182	-0.021538921931694908	-0.10372947293607153	-0.04450180176810185	-0.020247135251062982	0.027668674172994675	-0.05713038815945336	-0.22183568373670495	-0.14583972368732778	-0.221476577014676	-0.25465404805546205	-0.00221199765583112	-0.14501677078267808	0.04891582189304106	-0.11334056534370753	-0.1840297260564346	0.1457299966333745	0.0739535405678375	0.1340590281674335	0.1614858040623948	0.07376899961346152	0.19070312597413933	-0.15429868202845423	-0.12575468522051397	-0.1568872429830796	-0.024815770770209106	0.028696118405466403
FixJ	-0.48196361550642774	-0.392561004501303	-0.4497337872043292	-0.5071409867953466	-0.5011309367947231	-0.4803177096971284	-0.5433160014464021	-0.539310963977107	-0.5228369431040287	-0.49133530343271115	-0.4898839137645108	-0.440781057120413	-0.4465267646728762	-0.4276437362061871	-0.4419880547138992	-0.4830259728924301	-0.5306724522749661	-0.36534370752752526	-0.4801231935560294	-0.4535293457524408	-0.22994551054252546	-0.3390790408857966	-0.34137832142545416	-0.3913141061609247	-0.4546615294455043	-0.1747877155575506	-0.3554084215513909	-0.2955573012132321	0.4054389705607302	0.37648599109714587	0.31614608660955873	0.37105450192645795	0.46960934674995947	0.26671903639696254	0.3282260377311438	0.3787254205164653	0.3851743787329019	0.28075412411626083	0.23218992755520643	0.24087831519096248	0.2361351139041634	0.29468447237496725	0.2645993092183194	1.0	0.4127657452087931	0.2510829312086186	0.34478484769136775	0.08482150650257485	0.25032481701766857	-0.10132046534246063	0.19658848614072494	0.06146460679060836	0.08113567500841656	0.19238394493696928	0.12662751405877878	0.35375752814873	0.2681355129116323	0.30854499432661253	0.06687115799448871	0.1854462025711044	0.0024514021371837553	0.07405329243506777	-0.047843489320315714	-0.04747440741156374	-0.2385441214977743	-0.08679659347373408	-0.21005000062344917	-0.09116572525841968	-0.28318806967667925	-0.23581590792902654	-0.07188368932280952	-0.087893864013267	-0.1661591790421327	-0.26799087270414845	-0.24693325353183954	-0.24492824100051122	-0.09059215202184566	0.11542537936882007	0.13999925186099577	0.11761992044788588	-0.011434057781269094	0.10882679335153805	-0.07838252347286126	-0.019134901931445528	-0.09007344231224829	0.032746044215015147	0.011558747615306925	-0.11783438696243095
NmlR	-0.48703599795508673	-0.4083118243369618	-0.5156697714435342	-0.4649509345503061	-0.44905547450716343	-0.422521477823913	-0.5182832703649671	-0.48121547650220076	-0.47266175388720555	-0.46846718787017294	-0.42720482799037396	-0.43685083355154053	-0.4170451003129715	-0.41020212222097535	-0.38941882068354966	-0.3903714510155987	-0.47804835471763985	-0.3513584957418422	-0.435524133717378	-0.43636204940211226	-0.3351188917567551	-0.3972194167009564	-0.4401526203568623	-0.5252409631042781	-0.3564657913440317	-0.2282646915796955	-0.25410042519233406	-0.2599758101721967	0.5048816070025811	0.4294043566628013	0.4260925946707565	0.2624446688861457	0.4476838863327473	0.30371700395266776	0.3467100587289118	0.4102220725944214	0.30940784797815435	0.2452923353159017	0.3006895347822292	0.40408234516639857	0.3299667078143119	0.3222359381039664	0.2846993104652178	0.4127657452087931	1.0	0.23781593286699335	0.2553473235327124	0.21433434332098905	0.09680170575692963	-0.10527063928477912	0.14224366887367673	0.0797541116472774	0.07309068691629571	0.15838850858489506	0.0722178580780309	0.21875335103928978	0.22299779298993752	0.29290888913826857	0.10479183032207384	0.3022057631641292	0.2857866058180277	0.039484282846419534	-0.06877641865858676	0.02086559682789062	-0.08089128293370242	-0.06334991708126037	-0.016740857117919176	-0.005254429606354194	-0.3075474756543099	-0.1391413858028155	-0.061624209778176786	-0.21501265601815484	0.010261973341313483	-0.15231361987057196	-0.15243830970460978	-0.07244229977929899	-0.2849337273532089	0.01766854948316064	0.016486489856482	0.05922517737128892	0.007763189067195352	0.014132345789847754	0.012227085125749697	-0.08726542724971634	-0.2711081185550942	-0.17089240514220874	-0.07815309417823164	-0.1843140188780409
PdxR	-0.5075599446377137	-0.49591391413858027	-0.4613498921432936	-0.4998740632676218	-0.4231549021808252	-0.4484669384905049	-0.4972356263793813	-0.4376937368296363	-0.42042170101871595	-0.4379381289043504	-0.497310440279804	-0.5212109876681754	-0.4974600680806494	-0.3482013491440043	-0.3992344044190077	-0.4878589508597364	-0.4213892941308495	-0.3865210289405105	-0.24910285664409781	-0.41106996346587865	-0.4491153256275016	-0.29470941034177484	-0.404426489108343	-0.4684921258369805	-0.4073292684447437	-0.2741954388458709	-0.31909375428621306	-0.22495791718101224	0.4463472113118617	0.4077133131335802	0.46798339131410616	0.4022319480292772	0.3613486452449532	0.4741131435554059	0.3475679247870921	0.30009601117220913	0.1991770470953503	0.22889312834324618	0.25179615705931496	0.3491789174428609	0.19912717116173517	0.3663661641666355	0.2386338981782815	0.2510829312086186	0.23781593286699335	1.0	0.38985274130600134	-0.051663985835234856	-0.01695033603910273	0.035618897991246776	0.1894861531939301	0.27559695258045613	0.22341176323894313	0.19041883315253308	0.36284492325340717	0.21719722191049765	0.11509619820696018	0.25369144253668996	0.28027032756019404	0.3797977530891906	0.22054389705607302	-0.03673113131086422	-0.08889138268556965	0.08658711455255053	-0.013055025623760895	-0.027509071185426254	0.05675133106397835	0.1908826793351538	-0.11640793526103817	-0.0720283295302934	-0.07136497961321213	-0.12454768762702777	-0.20013466502076085	-0.09132034065262659	-0.01534433097669547	-0.11589920073816382	-0.4269354979488522	0.1032706143468123	0.03707527525280864	0.17584009775682988	0.055763787578398734	0.016291973715382983	0.04170376189229292	0.012162246412050026	-0.05228743500542401	-0.08679160588037257	0.03997306699584783	-0.06865671641791045
RbsR	-0.6043641441913241	-0.4940186286612053	-0.5002182072095662	-0.5066522026459183	-0.477145600319206	-0.43699048616566294	-0.5640893277971047	-0.4688312821855634	-0.5248070424818264	-0.4774199179540892	-0.4866569408596117	-0.4569209092382698	-0.4618835646329755	-0.492412623598798	-0.462073093180713	-0.5448920809486403	-0.4616740857117919	-0.4725320764598062	-0.38089003603536203	-0.41824212271973465	-0.43064127981645656	-0.3954637838377037	-0.45979875060786296	-0.3525854437087744	-0.5160937168792629	-0.3094976246586616	-0.33550792403895313	-0.37663063130462976	0.6337859574308906	0.43541440666342474	0.46443721243407027	0.3774236586491103	0.42742428209828054	0.42411252010623574	0.37039115200937667	0.353368495866532	0.36880509732041544	0.32577214179727926	0.35567775159291265	0.3059614209653487	0.26001571091908876	0.5102133443060387	0.27514806917791995	0.34478484769136775	0.2553473235327124	0.38985274130600134	1.0	0.0015087469918577537	0.13068741505505055	-0.0006159677801468846	0.29664958415940346	0.14446813551291163	0.12140550380927442	0.23239940647638999	0.0879686779136897	0.3069788900110974	0.219406725769648	0.23018990261723962	0.21572588186885122	0.16652327335752315	0.057569296375266525	-0.022975348819810722	0.13544059152857268	-0.09981919974064514	-0.0075537101460117955	-0.1912218356837367	-0.06969912343046672	0.014770757740121447	-0.20029426800832928	-0.136687489868951	-0.09300614720881807	-0.14895198194491202	-0.15988977418671055	-0.17564558161573088	-0.23280340153867254	-0.22869362460878565	-0.31658000723201035	0.26622526465417273	0.13629346999339143	0.1791219341887056	0.034895696953827354	0.0009152233818376788	-0.08199354106659684	-0.11921595032357012	-0.10311101135924389	-0.2194865272634322	-0.07976408683400042	0.02144914525118767
SdaR	-0.07689622065113032	-0.10139527924288333	-0.1373259018192247	-0.11875210414094939	-0.1017992743051659	-0.14188456215164777	-0.11966982131946782	-0.13276724148680158	-0.11533560268831282	-0.07812316861806257	-0.1260290028553972	-0.05192832828339505	-0.12824848190127058	-0.07083130712353022	-0.12628337011683438	-0.09082656890983679	-0.15014900435167522	-0.16677764061896033	-0.07301587301587302	-0.05882616990236786	-0.08132520355615407	-0.06198331650020574	-0.19215451564233968	-0.1371862492051023	-0.17854337335877005	-0.10310602376588236	-0.08466190351500642	-0.08640756119153606	0.04682602027456702	0.1290415092457512	0.12786942480579558	0.1215850571702889	-0.004396563548173918	-0.08720058853601666	0.0758737640120201	0.07098592251773712	0.08383895061035673	0.013199665831244779	0.2413022606266911	0.11261237671292659	0.180029676180501	0.13953540567837505	-0.04070624321999027	0.08482150650257485	0.21433434332098905	-0.051663985835234856	0.0015087469918577537	1.0	0.07895110911607377	0.08181897529894387	0.04755420890534795	-0.011005124752178954	-0.04669135525380616	0.08004339206224516	-0.04688088380154366	0.13391438795994962	0.19554109153480717	0.05781368844998067	0.05036721156124141	0.15660295016147333	0.08158954600431427	-0.08219803239441888	0.03654659035648824	0.06481128193618374	0.038531652514370504	0.014985224254666517	-0.06180376313919126	0.0719585032232322	0.0808513821868103	0.05663661641666355	-0.06398334143817254	-0.16074265265152932	-0.012396663300041147	0.0020523946682626964	-0.024551428322048905	-0.019389269192882704	-0.07816805695831619	-0.1982194291699398	-0.06103068616815671	-0.040661354879736655	-0.115210912854275	-0.19298744373371238	0.08485641965610544	-0.09209840521702266	0.03790820334418135	-0.06642726218531403	-0.03951420840658861	0.005932742303519994
MetJ	-0.2641653885958678	-0.3012182196785496	-0.2680956121647402	-0.3076572027082632	-0.2567338744872131	-0.31242035436850835	-0.26408059950872204	-0.2594321624957917	-0.32086933752291175	-0.2549034277235377	-0.27800596017406703	-0.2155962044414519	-0.2848240002992556	-0.25544707539994266	-0.20641404506290603	-0.28842005511290664	-0.20791032307135998	-0.16900709485155677	-0.14904175862541927	-0.15030860733924364	-0.2227234753550543	-0.2226436738612701	-0.3370490903876607	-0.26554695195700695	-0.3488846494345316	-0.19432411875459793	-0.20403995062282573	-0.05086597089739273	0.21194029850746268	0.3118368059452113	0.2442000523697303	0.2793027344480605	0.12330577688001097	0.07677651841045399	0.19429918078779038	0.15676754074240326	0.17660818713450294	0.08535517899225677	0.19339642638935647	0.05322510255738849	0.2803052407137246	0.0695395204428983	0.00988790383919999	0.25032481701766857	0.09680170575692963	-0.01695033603910273	0.13068741505505055	0.07895110911607377	1.0	0.20535667527026522	0.16017406700831682	0.06382872604396564	0.09621815733363259	0.13676230376937368	-0.06168406089851494	0.2969638025411788	0.20246387112058753	-0.07412810633549047	-0.04934974251549271	0.09344006783126972	-0.07868177907455205	0.012611129814586217	0.09756979513460268	0.058102968864948444	-0.008810583673113132	-0.04578361326201075	0.011977705457674036	-0.1191311612364244	-0.09401862866120525	0.11056247584134465	0.02718487761692789	0.04481103255651567	-0.12272222845671392	0.007823040187533511	-0.20608486390104616	0.02071098143368371	-0.14203917754585468	0.06838239878302722	-0.13372984700557364	-0.06749460716467787	0.04303046172645544	-0.022287060935921893	-0.17184004788089627	-0.039903240688786645	-0.18249853489445006	-0.14409905360415964	-0.035848327285876384	-0.017479020935423136
NorR	-0.09326550206361675	-0.33513385453683964	-0.28289878926171147	-0.27507824287085875	-0.16361051883439942	-0.21438421925460419	-0.14112644796069776	-0.12212371725333233	-0.20339655107919052	-0.21208493871494657	-0.21313233332086434	-0.2319106223269617	-0.27482387560942156	-0.13412386688113317	-0.16213917879275302	-0.2059851120338159	-0.05837728649983167	-0.10373446052943304	-0.09267696604695819	-0.10936046584121996	-0.023942941931944288	-0.18819436651329818	-0.21189541016720906	-0.13666753949550492	-0.07328021546403322	-0.1088816568785147	-0.10656741355877256	-0.154967019538897	0.0812603648424544	0.18901731941794786	0.11262235189964963	0.21335677502213243	0.057554333595181986	0.08479656853576728	0.1365478372548286	0.14125612538809712	0.09924063891070961	0.11654260028179902	0.09098617189740521	-0.06604820508983902	0.08466190351500642	0.10320577563311263	0.05262659135400691	-0.10132046534246063	-0.10527063928477912	0.035618897991246776	-0.0006159677801468846	0.08181897529894387	0.20535667527026522	1.0	0.02442175089464956	0.16945099066073144	-0.004611030062718987	-0.05368894874000923	-3.241935684983603e-05	0.1865783862641679	0.007723288320303246	-0.04660656616666043	-0.0368707839249866	-0.05956433371987182	-0.11183929974189204	-0.05160912230825821	0.050003117245850943	0.09986408808089876	0.09838277285252933	0.040910734547812314	0.023803289317821916	-0.04381850147757453	-0.07181386301574832	0.1384231723587576	-0.026127507824287084	0.06449706355440842	-0.13098168306337984	-0.12067232758513198	0.005159665332485443	-0.032845796082245415	0.03441688799112208	0.12253269990897642	-0.021683562139178793	0.13485205551191412	0.051913365503310514	-0.05980872579458597	-0.01517475280240402	0.11101135924388085	0.03474108155962045	-0.009508846743724984	-0.050182670606865425	0.10933054028105088
PhsR	-0.30868464694073494	-0.36529881918727164	-0.3454781231686181	-0.342066609309343	-0.39570817591241786	-0.3694584720507737	-0.3416725894337835	-0.2686941233681218	-0.30226062669110587	-0.2719061334929363	-0.2897716929138767	-0.3320365590593399	-0.3858427162433447	-0.23821494033591442	-0.16667788875173006	-0.32208631030312096	-0.1701592289180663	-0.19320191024825745	-0.16684247933266	-0.3844362149153979	-0.21897779274055787	-0.16221898028653725	-0.3405553685208045	-0.2960859861095525	-0.34241574084464893	0.01431189915086223	-0.09926058928415567	-0.15767029514083716	0.38518934151298645	0.3216922904275614	0.2731031558996995	0.2688537263556902	0.23064377361313732	0.23613012631080188	0.1920547637751094	0.20469831294654547	0.28528784648187633	0.0802478833900672	0.14203917754585468	0.28741754884724247	0.29856482001022455	0.1928428035262285	0.1094452549283657	0.19658848614072494	0.14224366887367673	0.1894861531939301	0.29664958415940346	0.04755420890534795	0.16017406700831682	0.02442175089464956	1.0	0.20886794099677053	-0.003139690021072582	0.053289941271088166	0.09735532862005761	0.07136497961321213	0.08011820596266786	-0.04105038716193469	-0.0722178580780309	0.2489831544034215	-0.041613985211785685	-0.08427785882616991	-0.010995149565455928	0.08512574969762715	0.18498734398184516	0.022232197408945248	0.03471614359281288	-0.0022868115562538188	-0.23098791755508175	-0.008960211473958528	0.1085474881232933	-0.01798276786493597	-0.04072619359343633	0.09411339293507401	-0.11836307185875136	0.00492524844449432	-0.260863601790546	0.016371775209167196	-0.08458708961458372	-0.14721629945510542	-0.03503036197458821	0.06556939612713375	0.09431289666953453	0.041613985211785685	-0.0434294691953765	-0.12541552887193108	-0.06853202658387261	-0.0285814037581516
PrpR	-0.30419082532201147	-0.5094602177084502	-0.4553647801094777	-0.4490355241337174	-0.4400778064564396	-0.5166024514021372	-0.38315440342148904	-0.3794336587738002	-0.4229354480729186	-0.43160388533522864	-0.4219878053342311	-0.41665108043741195	-0.4115836855821145	-0.3074676741605257	-0.26912804399057344	-0.3138418184765396	-0.2922106260676567	-0.3563111759498248	-0.3611242035436851	-0.473015873015873	-0.3545405803064876	-0.2673125600069826	-0.3359268818813202	-0.3784261649147745	-0.36113916632376963	-0.13444307285627002	-0.2350079178044614	-0.24859412212122345	0.3319318195987481	0.4152445791094652	0.3928203593561017	0.3139166323769623	0.3296824149927056	0.250319829424307	0.34761780072070725	0.2623947929525306	0.17010436539108967	0.20524196062295041	0.29946258681529697	0.2714123617501465	0.30256486988615816	0.12869237771044525	0.31333807154702675	0.06146460679060836	0.0797541116472774	0.27559695258045613	0.14446813551291163	-0.011005124752178954	0.06382872604396564	0.16945099066073144	0.20886794099677053	1.0	0.23997057319916706	0.2153717627401838	0.3591341537924413	0.16739111460242648	0.1358246362174092	0.07885634484220501	-0.01671591915111161	0.1878202970111847	0.15434357036870783	0.01400266836244841	0.004840459357348595	0.13877729148742504	0.16984002294292946	0.10980436165039464	0.18887267921046397	0.12506639733662514	-0.16087233007892868	-0.05286100824199803	-0.053409643511764485	-0.12688686891357748	-0.03472113118617439	0.12966495841594033	0.02505517525156174	0.20408483896307933	-0.2465342460629185	-0.058536889487400094	0.026621279567076897	-0.1798052344792329	-0.005553685208044988	-0.06180875073255278	0.06529507849225052	0.04539956857317423	-0.056506938989264205	-0.19324679858851107	-0.05856182745420766	-0.03843688824050175
QorR	-0.1842840933178718	-0.2510829312086186	-0.2326687365179117	-0.29761218967817554	-0.25095325378121924	-0.2704946445716281	-0.20422947917056322	-0.21519719697253084	-0.1996957568049477	-0.24449432037805957	-0.22545667651716356	-0.2313869250240028	-0.14410404119752115	-0.15325128742253644	-0.21128193618374294	-0.19684285340216212	-0.1550817341862118	-0.1699248120300752	-0.21629945510542525	-0.28397610942779833	-0.3240115213406651	-0.18464818763326227	-0.20378059576802704	-0.377867554458285	-0.3718924176111922	-0.1322485317772042	-0.14942081572089427	-0.1886232995423883	0.24835471763987083	0.19048865945959426	0.33344804798064814	0.33715881744161397	0.16094714397935136	0.1557550592900161	0.15909674684222996	0.0977293981221711	0.11107619795758052	0.1453260015710919	0.3137021658624172	0.162323719747129	0.14937093978727914	0.2196311674709161	0.2299155849823564	0.08113567500841656	0.07309068691629571	0.22341176323894313	0.12140550380927442	-0.04669135525380616	0.09621815733363259	-0.004611030062718987	-0.003139690021072582	0.23997057319916706	1.0	0.21701766854948315	0.23230464220252123	0.04814274492200651	0.036391974962281325	0.16278257833638823	-0.013503909026297086	0.0774199179540892	0.09208344243693811	0.03254654048055462	-0.13472736567787627	-0.041214977742864624	-0.055843589072182946	-0.07675656803700795	0.07159939650120326	0.025972892430080177	-0.07252708886644472	-0.08280153119116199	-0.0664571877454831	-0.10375441090287908	0.02023217247097844	0.04097557326151199	0.17844860908490132	0.04765894836593972	-0.25707801842915745	-0.01312485193082208	0.09176423646180126	0.05167396102195788	0.10585418770807616	-0.14698687016047582	-0.03791817853090437	-0.013643561640419457	-0.0817940373321363	-0.2292472474719136	-0.030616341849649	0.058232646292347784
GlcC	-0.2832179952368483	-0.2990735545330989	-0.23184079601990049	-0.3078567064427237	-0.2911183431214853	-0.31038541627701094	-0.3103205775633113	-0.32895422636192473	-0.3650743774860036	-0.3457125400566092	-0.3485454930859487	-0.26418533896931384	-0.27489868950984425	-0.18484270377436127	-0.293642065362411	-0.3340315964039452	-0.21416476514669758	-0.24311275701692042	-0.19143630219828178	-0.2830633798426414	-0.2663599296749336	-0.23388570929812091	-0.1660145388346488	-0.26219528921807006	-0.32972231573959776	-0.22658886021022706	-0.39023678599483785	-0.27534757291238043	0.277616927891869	0.15784984850185163	0.31015598698238134	0.2367785134477986	0.23170613099913964	0.281193032332074	0.28539258594246814	0.2837217421663612	0.11856257559321189	0.2263793812890435	0.2607438995498697	0.1632613872990935	0.16150575443584084	0.10650257484507288	0.07908078654347311	0.19238394493696928	0.15838850858489506	0.19041883315253308	0.23239940647638999	0.08004339206224516	0.13676230376937368	-0.05368894874000923	0.053289941271088166	0.2153717627401838	0.21701766854948315	1.0	0.29242010498884025	0.34993204404044936	0.18449855983241686	0.04833726106310553	-0.01572837566553199	0.07380391276699211	0.20345141460616717	-0.05233731093903914	-0.012685943715008915	-0.1947630269704111	-0.08750981932443049	-0.09704111023828227	-0.06334991708126037	-0.028656217658574297	-0.08016309430292148	-0.12610880434918142	0.06319530168705345	-0.15853314879237895	-0.12964002044913278	-0.1252359755109166	-0.039708724547687625	0.09390391401389045	-0.20706243219990275	0.041294779236648836	0.10385915036347086	0.003079838900734423	0.09177919924188581	0.06748961957131636	0.01727452960760109	-0.013568747739996757	0.06252696417661067	-0.05913041309742017	-0.07171411114851806	-0.06792852778712952
PhnR	-0.3361413483958653	-0.2982007256948341	-0.2913727103829225	-0.3180663100537413	-0.31747278644372123	-0.34151298644621503	-0.3391887679397499	-0.3154528111323084	-0.31050511851768725	-0.35458546864674123	-0.3669796381501016	-0.3437923166124266	-0.3126398084764149	-0.18270801381563362	-0.4013690943777354	-0.27787628274666765	-0.20669833788451228	-0.24757665307547475	-0.27148717565056923	-0.25924762154141573	-0.2745345951944538	-0.20645394580979812	-0.10614845571640544	-0.2629733537824661	-0.18158580530929314	-0.1082033441813489	-0.22130699884038454	-0.2829536527886881	0.2312372972231574	0.20438409456477014	0.2917966558186511	0.2569283906283121	0.2524295814162271	0.37122408010074937	0.315682240426938	0.35067519545131487	0.18493248045486851	0.1296549832292173	0.1628524046434494	0.15189466202820484	0.1326924275863789	0.014291948777416177	0.25698824174865026	0.12662751405877878	0.0722178580780309	0.36284492325340717	0.0879686779136897	-0.04688088380154366	-0.06168406089851494	-3.241935684983603e-05	0.09735532862005761	0.3591341537924413	0.23230464220252123	0.29242010498884025	1.0	0.010506365416027631	0.28137757328644997	0.1593411389169441	0.027908078654347312	0.118038878290253	0.04328482898789262	-0.20698761829948004	-0.3186648212571229	-0.17169540767341238	-0.01415728375665532	-0.005768151722590057	0.10791406376638113	-0.10389406351700146	-0.10977443609022557	-0.21234928116310678	-0.27213556278756595	-0.16090225563909774	-0.033499170812603646	-0.02721480317709697	-0.02534944325989102	-0.05013279467325029	0.020486539732415616	0.18045362161622963	0.10283669372436065	-0.0546964425990349	0.13791942542924476	0.21993541066596842	0.1085025997830397	0.014436588984900061	0.050726318283270365	-0.015404182097033628	-0.10876195463783837	-0.04639708724547688
FadR	-0.38636142595294204	-0.42384319006471405	-0.3668798862828714	-0.5042830957991995	-0.40375815159790024	-0.4754198930161224	-0.4638586516041347	-0.4845471888676916	-0.5757702714497687	-0.49971446028005334	-0.49465704061147897	-0.46651205127245976	-0.5036197458821182	-0.40964849935784736	-0.483764136709934	-0.5408920310727067	-0.441180064589334	-0.22069352485691843	-0.2686941233681218	-0.30044514270751504	-0.2749086646965673	-0.3308046234990461	-0.4110649758725171	-0.25581116971533313	-0.36445092831581444	-0.28072918614945325	-0.367682888814075	-0.3411987680644397	0.329248494370254	0.285916283245427	0.4252297410192147	0.4724123742191299	0.26589608349231286	0.3559171560742653	0.40011720844399556	0.24957169042008004	0.3258020673574483	0.41689048491876457	0.34295440092769236	-0.015563785084602053	0.06307061185301563	0.027020287035997955	0.0936595219391763	0.35375752814873	0.21875335103928978	0.21719722191049765	0.3069788900110974	0.13391438795994962	0.2969638025411788	0.1865783862641679	0.07136497961321213	0.16739111460242648	0.04814274492200651	0.34993204404044936	0.010506365416027631	1.0	0.27782640681305254	0.10506614795695707	-0.04979363832466739	-0.08802852903402786	-0.05916532625095076	-0.06050698886519782	0.10406364169129291	-0.05463160388533523	-0.2579259093006147	-0.32712377959824934	-0.2427736006683375	-0.19101734435591466	-0.17745109041259866	-0.08072170475941097	-0.14900684547188867	-0.11737552837317174	-0.11573461015723388	-0.26076384992331575	-0.16545094078479783	0.007254454544321002	-0.17937630145014277	0.3557326151198893	0.2987742989314081	0.19613960273818876	-0.00906993852791182	-0.029364455915909176	-0.031878202970111846	0.10573448546739984	0.01297023653661517	-0.1552263743936957	0.08967443484332722	0.09034277235377
BioQ	-0.46970411102382825	-0.3107046222521478	-0.39238145114028855	-0.4301524956670283	-0.43296549832292175	-0.42771356251324827	-0.48174416139852116	-0.44706542475591965	-0.5362236436863302	-0.45854686467412314	-0.45760919712215864	-0.3916532625095076	-0.43708026284617013	-0.3628947991870223	-0.5144827242234941	-0.4751954513148543	-0.45003304280602	-0.4105961420965349	-0.3142508011321837	-0.32146784872629336	-0.21791044776119403	-0.21577575780246636	-0.1726131248519308	-0.2070474694198182	-0.2611279442387062	-0.34605169640519207	-0.3510592401401514	-0.38387760445890845	0.31408122295789226	0.19324679858851107	0.19979550867217796	0.3310091148268682	0.3594084714273245	0.3096821656130376	0.4868963453409644	0.5479594508659709	0.3252634072744049	0.390481178069552	0.1153655282484819	0.11311113604907792	0.10781431189915086	0.1346575393708151	0.0882679335153805	0.2681355129116323	0.22299779298993752	0.11509619820696018	0.219406725769648	0.19554109153480717	0.20246387112058753	0.007723288320303246	0.08011820596266786	0.1358246362174092	0.036391974962281325	0.18449855983241686	0.28137757328644997	0.27782640681305254	1.0	0.3033928103841694	-0.021703512512624847	-0.0981034676242846	-0.075270265215277	-0.3060162844923253	-0.11805882866369904	-0.14446314791955012	-0.24733724859412212	-0.3209940273569496	-0.3299218194740583	-0.2844449432037806	-0.17787004825496577	-0.2098006209553735	-0.2375615656055562	-0.23229965460915972	-0.07346974401177073	-0.26352198905223256	-0.2158605468896121	-0.1988029775932368	0.0510804374119378	0.25465903564882353	0.11974463521989052	0.06374393695681992	0.12023341936931882	0.24772129328295864	0.03911021334430604	0.1232808389132034	0.14839835908178406	0.11637302210750758	-0.031798401476327634	0.06655693961271338
ZntR	-0.31235052806144714	-0.24210526315789474	-0.31449519320689784	-0.3196773027095101	-0.2786842728712328	-0.26609059963341186	-0.3231137545355927	-0.280639409468946	-0.32238556590481177	-0.3267696604695819	-0.30767216548834775	-0.3242259878552102	-0.29638025411788177	-0.22305764411027568	-0.32215613661018216	-0.30171697901470096	-0.3521664858664073	-0.41870098130899386	-0.3157570543273607	-0.2703948927043978	-0.08992381451140288	-0.1865185351438297	-0.16920161099265577	-0.1661591790421327	-0.20872330078928664	-0.24469881170588162	-0.28057457075524633	-0.30699884038454345	0.1992867741493036	0.1938552849786157	0.18690756742602777	0.2843501789299118	0.26060424693574735	0.2246486863925984	0.291931320839412	0.3454082968615569	0.13299168318806967	0.18740133916881757	0.1520742153892193	0.30790159478297735	0.06358433396925149	0.21765109290639534	0.23183082083317746	0.30854499432661253	0.29290888913826857	0.25369144253668996	0.23018990261723962	0.05781368844998067	-0.07412810633549047	-0.04660656616666043	-0.04105038716193469	0.07885634484220501	0.16278257833638823	0.04833726106310553	0.1593411389169441	0.10506614795695707	0.3033928103841694	1.0	0.2012069975934862	0.06006808064938465	-0.020451626578885024	-0.07049713836830883	-0.0816344343445679	-0.06363420990286663	-0.16515168518310702	-0.1388371426077632	-0.12191423833214877	-0.08890634546565418	-0.14790458733899425	-0.16506689609596129	-0.14255289966209056	-0.10816344343445679	-0.060791281686804075	-0.19887779149365953	-0.21656379755358546	-0.2602950161473335	0.008955223880597015	0.13908153468247733	0.052970735295951324	0.07540493023603785	-0.05215775757802466	0.11572962256387237	0.06171897405204554	0.023573860023192308	0.048900859112956524	0.11868726542724972	-0.0323869374929862	0.06344468135512911
