	NiaR	PsrA	CcpA	HisR	HexR	TrpR	TyrR	KdgR	MetR	IscR	NsrR	Phr	RbkR	SahR_SamR	Zur	MntR	ArgR	NrtR	FUR	NagC	ThiR	BirA	CzrA	PhrR	AgaR	GulR	XylR	Rex	NadQ	AraR	ModE	SiaR	Irr	HutC	PhnF	LiuR	RbsR	BioQ	FadR	GntR	NtrC	CueR	FruR	NnrR	AcnR	FadP	FixJ	NmlR	PaaR	DasR	MerR	NifA	PdxR	FnrN_FixK	LtbR	GlcC	CsoR	ZntR	FabR	HrcA	MetJ	PurR	NikR	QorR	TtrR	HcpR	PhnR	AmtR	CadR-PbrR	NorR	VanR	PhsR	RutR	GguR	NagQ	NarP	NrdR	LldR	NagR	PrpR	CblR	HypR	LiuQ	SoxR	PdhR	SdaR	ExuR_UxuR	LexA
XylR	0.2718955504916568	0.46326568693419884	0.42093626838411996	0.3617791247999729	0.2167191590661065	0.15112722008922766	0.21515852327665663	0.6019247841403215	0.5904575037743637	0.5787640443084857	0.5655778027831339	0.5876981187553364	0.5469971897246835	0.6613307247343809	0.5991201633013101	0.6303554970002997	0.6470927503943998	0.6260694030568106	0.6768126841239235	0.6217154553833453	0.6317464984648093	0.624802800097257	0.5884671276950654	0.3268570717722829	0.44328276345624285	0.4316232308553528	1.0	0.4078178805887442	0.4354569665990014	0.42642111155718654	0.4495818513890224	0.26289362231483	0.34680606838525085	0.32283108379370207	0.39381739430367935	-0.28347592040757474	-0.37226252608127747	-0.41753227293031986	-0.3525057817032417	-0.43865740086287325	-0.43415643677445986	-0.5384928555676812	-0.5251030528524012	-0.5933412872983472	-0.4163561416107345	-0.6204940882437758	-0.3907526674997597	-0.43874787250284136	-0.43057149804072353	-0.39570598978801363	-0.6216702195633612	-0.5556598492516299	-0.294513460483684	-0.2710473788669558	-0.2308666617661195	-0.46092473325002403	-0.32375841810337513	-0.21110991738808377	-0.1121452522179688	-0.31519753917139287	-0.1408586889528473	-0.1954243968086129	-0.028990506132280845	-0.1392641262984094	-0.17743184940995527	-0.17731875985999515	-0.1327727861306976	-0.04511707595659623	-0.01851841380597226	-0.08632690796206977	-0.14249848742726928	-0.3150844496214327	-0.2825372771429056	-0.04715268785587868	0.034644983630287646	0.1839458074876591	0.16078506765582326	-0.07052829783263878	0.10893350899910094	-0.07355909777157042	0.19082165212523536	0.21144918603796417	-0.017817258596219417	0.10296238076120576	0.0727109261468694	0.1756111076555971	0.06817603519346795	0.08448354829771955
Rex	0.35768528309141595	0.499160310091546	0.5401439629970992	0.34164918490706864	0.4704016375366834	0.4106225014277556	0.3075979214140717	0.517514744050076	0.47423537328033205	0.5014560279557367	0.6124986570615942	0.64553211460495	0.5997195379160989	0.6075905705933243	0.6019813289153015	0.681370192987317	0.641460890806385	0.6792441094480665	0.6176894674047645	0.6367337476180513	0.6254587194870258	0.6435982833006316	0.524130482722744	0.4331160129148266	0.43880441727782143	0.37859554087904507	0.4078178805887442	1.0	0.5143934724711763	0.4457594246003698	0.47408835686538386	0.21624418295627393	0.29438906197872783	0.3131619272721104	0.34175096550203277	-0.3058450333896896	-0.5009584339359121	-0.5428241853311545	-0.355242548812277	-0.43058280699571955	-0.37398148724067154	-0.4082136940136047	-0.5270708110217075	-0.5069521800837994	-0.5131834142866029	-0.565690892333094	-0.5346591198240327	-0.48247960147242597	-0.4113802014124885	-0.5016143533256809	-0.6467534817445194	-0.5489310210290018	-0.17794075238477589	-0.3613267666001323	-0.23839842579346454	-0.32771655235197994	-0.2619323611401688	-0.27328655195616647	-0.220462423169787	-0.2535524254881228	-0.3036058603004789	-0.27465493551068415	0.13133654884620385	-0.09690078088334247	-0.05943421298154944	-0.27568405041532135	-0.2014294519114961	-0.08559182588732889	-0.08648523333201395	-0.16360099744983064	-0.18243040751819328	-0.12161084754963218	-0.13733029499409108	-0.11271069996776947	0.2958139903082256	0.3998224494065626	0.2624525730699855	0.18050788516887098	0.12016330131014244	0.12641715342293797	0.06145851592583587	0.027407252432838945	0.020305228695342407	0.1315288010811361	0.18680697310165054	0.05043228480472262	0.2141407173270154	-0.024172891303979056
NadQ	0.2303803767012909	0.31391962725684336	0.3558079965620777	0.24688014204047476	0.38025795726345907	0.3025880543508377	0.21955770677010591	0.5373280332030919	0.5384589287026932	0.5983963901815653	0.6283425030110092	0.641438272896393	0.5680770818372528	0.5520409836529055	0.5889760306698859	0.5552188000067854	0.586488060570763	0.591497927633997	0.5829596666120067	0.5892813724547783	0.5550491656818451	0.6086762302729416	0.5470311165896715	0.38732605413596755	0.5014560279557367	0.40287586725548624	0.4354569665990014	0.5143934724711763	1.0	0.461750286964733	0.4811338358279003	0.32900577322152547	0.33398171341977145	0.3451888878208209	0.4113236566375084	-0.38740521682093965	-0.5107180620974718	-0.42041605645430336	-0.4799124686883309	-0.42790258466166436	-0.4701076047067871	-0.4746538046151845	-0.41782630576021623	-0.4644418182537843	-0.5046677711746046	-0.47098970319647615	-0.5270255752017234	-0.4312274174304923	-0.4248830936777287	-0.35473364583745637	-0.5259059886571181	-0.5298188870857389	-0.20347637276577457	-0.3485024116346529	-0.056833153332466316	-0.3198907554947385	-0.32832723592176466	-0.3101424362881748	-0.20941357413868172	-0.29753295146761966	-0.323588783778435	-0.3153897914063251	-0.04112501484300343	-0.1624022482202532	-0.18351606719781058	-0.1629790049250499	-0.3142136600867397	-0.08863393478125654	0.06386732333998676	-0.12033293563508264	-0.006395214050245687	-0.04032207903828647	-0.14306393517706997	0.026253739023245556	0.17763541059988353	0.2068916771745707	0.40993265517299876	0.16668834216374237	0.14796071269034386	-0.04728839531583084	0.13480839802998004	0.08483412590259597	-0.047186614720866715	0.03514257765011224	0.10588009115017727	0.07748330515518713	0.17692294643513465	0.03354801499567432
AraR	0.4495931603440184	0.297035357447795	0.23855675116340874	0.20555722048504108	0.3734047305358748	0.3847928482168605	0.2644881849692679	0.521608585758633	0.5487726956590576	0.5930020186484668	0.6315203193648891	0.598102357351669	0.550706526963376	0.6298805208904671	0.6310227253450645	0.6030556796399229	0.5859791575959423	0.6182775330645571	0.6207089583887001	0.5891230470848341	0.5863636620658068	0.6246784015923008	0.6243278239874245	0.4167406460805989	0.417656671435276	0.3725791768211658	0.42642111155718654	0.4457594246003698	0.461750286964733	1.0	0.4844586685967283	0.34879644446454927	0.4117533969273569	0.6249271986022131	0.46161457950478085	-0.5375655212580082	-0.5864315157957829	-0.495032541518001	-0.4231641325183346	-0.37874255729399325	-0.4944897116781924	-0.5576615342859244	-0.4981990489168848	-0.5587471939655416	-0.5356995436836659	-0.5557729388015901	-0.358544763671113	-0.3233852225885067	-0.40304550158042646	-0.3756212857150935	-0.5970393155820436	-0.5083884173682931	-0.21624418295627393	-0.27425912208582365	-0.29532770524339697	-0.3588387965010093	-0.36252551582970977	-0.4145467088113723	-0.17725090613001906	-0.3079598079739442	-0.3093395004834578	-0.386873695936127	-0.054073768313439	-0.19539046994362486	-0.07569649026581698	-0.137262441264115	-0.20353291754075464	-0.04766159083069929	0.06044070997619465	-0.09485386002906401	-0.008770094599408541	-0.08124918716885966	-0.10184279421660042	0.05503502948810015	0.1980820012326761	0.20645062792972615	0.16183680047045254	0.1535699543683666	0.13501195921990827	0.0836127587630265	0.10572176578023308	0.20727618164443515	-0.0423463819825729	0.044495083431815484	0.06742964416373105	0.09848403458278437	0.020554025705254705	0.018721974995900503
ModE	0.32085201666939966	0.3437752684463192	0.33339364775997876	0.41557582371600954	0.4021068583157573	0.4081571492386246	0.32607675387755797	0.5350662422038891	0.5295022363458505	0.559945943195119	0.6808273631475084	0.6265669970766351	0.5778254010438165	0.6269401925915036	0.6212744061385008	0.576524871219275	0.6146925943308209	0.5916901798689292	0.5599911790151031	0.5702597101514835	0.5732678921804231	0.5110912576123403	0.6810874691124167	0.4072411238839475	0.45089369016855996	0.45152699164833676	0.4495818513890224	0.47408835686538386	0.4811338358279003	0.4844586685967283	1.0	0.3921323600092733	0.3740493409706476	0.4707974509615439	0.46508642868855704	-0.49869664293670946	-0.5338901108843037	-0.5271952095266637	-0.4866299879559629	-0.5046677711746046	-0.45067882002363574	-0.560669716314864	-0.5529117731875987	-0.4644644361637763	-0.6046050064743768	-0.5550604746368412	-0.4832486104121549	-0.4744050076052722	-0.400150409101447	-0.371052467896704	-0.5629767431340507	-0.5496434851937507	-0.34713402808013527	-0.2043245443904756	-0.14378770829681484	-0.31203103177250907	-0.36424447698910384	-0.3147451809715523	-0.2186303724604328	-0.34371872367133915	-0.2610728805604718	-0.3703173858219631	-0.03274507919095736	-0.1711327614771757	-0.04511707595659623	-0.22459019174333195	-0.09014933475072236	0.0326093717310052	0.08836251986135221	-0.02827804196753199	-0.10280405539126157	-0.07400014701641495	-0.1234542072139824	0.11881753566561681	0.37035131268695115	0.3270719419172071	0.3642897128090879	0.18945326857071773	0.15438419912807957	0.13563395174468904	0.0825270990834092	0.15367173496333073	-0.0961656988086016	0.01276215571300134	0.1271861623626669	0.048509762455400306	0.10114163900684757	-0.18339166869285445
SiaR	0.11720035510118687	0.16833944959316036	0.08003912898428621	0.0400167372533941	0.2682879938479285	0.2090516875788093	0.20675596971461851	0.46801544803252454	0.49627652656756255	0.51421252919124	0.45178709761324504	0.4861210849811423	0.3633963053644028	0.4512216498634444	0.490859537124472	0.46794759430254845	0.44804383350956456	0.4801951925632312	0.4677779599776083	0.47858932095379725	0.41577938490593774	0.37931931399878993	0.35804716965128836	0.2528625792333659	0.38395598554715554	0.4162995968357544	0.26289362231483	0.21624418295627393	0.32900577322152547	0.34879644446454927	0.3921323600092733	1.0	0.277866678729552	0.32634816879746226	0.36275169492963005	-0.4429321858513664	-0.39730055244245155	-0.2940045575088634	-0.4736473076205393	-0.4904411057896195	-0.5515094627680929	-0.3919174898643491	-0.32197160321400503	-0.44432318731587606	-0.39022114661494706	-0.3280558210018603	-0.2636400133445669	-0.2551469881425607	-0.20545543989007695	-0.26226032083505324	-0.1856195328270691	-0.3666306664932627	-0.2965716902929585	-0.3297860911162504	-0.27532216385544894	-0.2475812972502276	-0.19163589688494834	-0.1958428281434654	-0.25288519714335794	-0.32749037325205965	-0.17306659278149403	-0.3033231364255786	-0.15545854985270086	-0.35721030698158335	0.03412477170047102	-0.14835652611520433	-0.17111014356718368	-0.053700572798570545	0.1633974362599024	0.007288621494930761	0.12582908776314525	-0.1149724909669722	-0.13483101593997207	0.15478001255294005	0.05535168022798853	0.10754250753459127	0.27292466539629406	0.24256012123199755	-0.021368270464967684	-0.09446935555919955	0.05855211449186038	0.24547783162096906	0.10735025529965904	0.03972270442349775	0.04590870280631718	-0.053440466833662235	-0.011925293043296334	-0.08260626176838129
Irr	0.23264216770049365	0.09746622863314315	0.17514744050076053	0.12990031156171014	0.3225257420088097	0.12018591922013447	0.050601919129662824	0.4250527280026689	0.4837122775669914	0.5184307694047532	0.5010715234858722	0.4865168984060028	0.47128373602637247	0.4710349390164602	0.47567161056482576	0.42108328479906815	0.4308768398256159	0.45586963036680594	0.44098704559205204	0.4677779599776083	0.40651735076420265	0.4058275045094458	0.44679984846000304	0.3172218421156793	0.4033734612753109	0.4156097505809976	0.34680606838525085	0.29438906197872783	0.33398171341977145	0.4117533969273569	0.3740493409706476	0.277866678729552	1.0	0.3188277137251132	0.4665565928380388	-0.5292421303809421	-0.526629761776863	-0.31369344815692307	-0.37519154542524497	-0.40502456870472886	-0.5311646527302645	-0.40087418222119187	-0.3854940034266134	-0.48906141328010583	-0.23356950201016674	-0.41616388937580223	-0.31353512278697887	-0.4065625865841867	-0.3934328898338149	-0.2658678774787816	-0.3845327422519522	-0.3874617615959197	-0.32227694499889736	-0.27525431012547286	-0.31570644214621346	-0.25418572696789954	-0.2528173434133819	-0.2111551532080678	-0.3163058167610022	-0.3400998580726148	-0.16295638701505788	-0.38233880498272554	-0.28309141593771026	-0.25999852983585053	-0.08245924535343312	-0.06615173224918151	0.022476548054577015	0.020961148085111195	0.03813945072405584	0.08779707211155154	0.00536609914560845	-0.08952734222594161	-0.06906944263815303	0.26919271024760955	0.20046819073683497	0.0940961600443311	0.20872372788392488	0.07856896483480444	0.25737485227677537	0.043895708817026764	0.07459952163120367	0.21541862924156494	-0.19714335796800697	-0.11110482835833554	0.1113988611882319	-0.003782845446166547	-0.07155741273727602	-0.2044150160304437
HutC	0.35411165331267563	0.1330442010506019	0.04003935516338613	0.04803478634556774	0.3996641240366184	0.5736297787402955	0.1643247705695755	0.29810970817241633	0.3922906853792175	0.5048147875895528	0.5785491741635614	0.46378589886401544	0.39745887781239575	0.502428598085394	0.4831807566821788	0.4310351651955601	0.4676422525176561	0.45393579906248765	0.44569157087039374	0.44765932903970007	0.4399126948674308	0.39044732571486734	0.5899146739345551	0.347767329559912	0.3332013955250465	0.32672136431233073	0.32283108379370207	0.3131619272721104	0.3451888878208209	0.6249271986022131	0.4707974509615439	0.32634816879746226	0.3188277137251132	1.0	0.5094288412279263	-0.49921685486652606	-0.613991439121068	-0.3999242300015267	-0.363543321779351	-0.34365086994136307	-0.4329011427699023	-0.42781211302169625	-0.44605345743026614	-0.46825293608744084	-0.5136583903964355	-0.40520551198466503	-0.2317826871207966	-0.2142198800119875	-0.21307767555739013	-0.38031450203843914	-0.3604333591554472	-0.381026966203188	-0.3150505227564447	-0.264556038699244	-0.23250646024054147	-0.2031597220258862	-0.24061498097268322	-0.2518900091037088	-0.19794629377272394	-0.19812723705266014	-0.12985507574172608	-0.4712271912513924	-0.076544661890518	-0.19569581172851722	-0.02301937789438567	-0.2563231194621461	-0.18074537322378725	-0.021798010754816202	0.13899271137850508	-0.13010387275163837	-0.0232116301293179	-0.0078201423797434	-0.044087961051958995	0.21518114118664866	0.31585345856116165	0.13550955323973288	0.3481857608947645	0.16600980486398154	0.33274903732520594	0.07533460370594455	-0.025812689778401027	0.04533194610152049	-0.22348191415372262	-0.1383481009437323	-0.12954973395683372	0.015928663111885146	0.006915425980062313	0.00202995742178444
PhnF	0.25801946271154813	0.16063805124087507	0.17649320614528616	0.07523282311098042	0.2643072416893317	0.1324448264358132	0.016075679526833322	0.43541173077901735	0.5279868363763847	0.6236153598226756	0.6460297086247745	0.6190465420042861	0.5621851162843298	0.6412007848414767	0.6083708884880492	0.5438419912807957	0.528292178161277	0.5681788624322169	0.5353828929437775	0.5804716965128838	0.5944948007079406	0.46717858536281953	0.5483316464142131	0.2596366432759781	0.37738548269447164	0.34255390130674973	0.39381739430367935	0.34175096550203277	0.4113236566375084	0.46161457950478085	0.46508642868855704	0.36275169492963005	0.4665565928380388	0.5094288412279263	1.0	-0.613086722721387	-0.5560669716314864	-0.38786888397577624	-0.5431069092060549	-0.48057969703309567	-0.5772034085190358	-0.5796574517531707	-0.4993977981464623	-0.5311307258652764	-0.5136018456214554	-0.5056629592142539	-0.31019898106315485	-0.31308276458713835	-0.3008125484164636	-0.32536428971280906	-0.33840351482321274	-0.3555252726871773	-0.36751276498295177	-0.23349033932519467	-0.26618452821866995	-0.13954685017330973	-0.26077884773057547	-0.13507981294988436	-0.3703286947769591	-0.32442564644814	-0.23349033932519467	-0.41037370441784327	-0.04045778649823863	-0.08741256764168708	-0.15705311250713877	-0.18988300886056625	-0.07024557395773844	0.017591079496299143	0.054639216063239675	-0.16019700199603057	-0.04644022369112982	-0.20494653691525636	-0.19024489542043868	0.2514376509038682	0.22091478136962753	0.178856777739453	0.3094186631684299	0.2222153111941691	0.35951733380077017	0.05881222045676869	0.19045976556536293	0.024206818168967095	-0.06116448309593952	0.0369407014944784	-0.11320829398759408	-0.07108243662744344	0.041826170052756274	-0.03297125829087763
LiuR	-0.38733736309096356	-0.19114961182011977	-0.12923308321694535	-0.1816840164884564	-0.21420857105699148	-0.18698791638158677	-0.07905524989963303	-0.5734714533703513	-0.6218172359783094	-0.6718932887006576	-0.691423853978773	-0.6046163154293728	-0.5795330532482146	-0.6251646866571294	-0.616422864445211	-0.5836608218217596	-0.5647070132484407	-0.6162871569852588	-0.6078506765582327	-0.6207089583887001	-0.5901860888544594	-0.4638311346839995	-0.5168362067503153	-0.39648630768273857	-0.48747815958066393	-0.436768805378539	-0.28347592040757474	-0.3058450333896896	-0.38740521682093965	-0.5375655212580082	-0.49869664293670946	-0.4429321858513664	-0.5292421303809421	-0.49921685486652606	-0.613086722721387	1.0	0.5791937845983341	0.40448173886492017	0.5924931156736462	0.6153145868556016	0.5856398889460619	0.536525097398375	0.5151398635009132	0.4812921611978445	0.5563270775963947	0.4278347309316883	0.3596530412607223	0.32039965846955915	0.20963975323860198	0.33564412980418545	0.3102442168831389	0.3929579137239823	0.37344996635585886	0.22465804547330803	0.3465911982403266	0.17523791214072865	0.193841143109171	0.33279427314519	0.4012473777360603	0.35985660245065054	0.2998399782868064	0.39520839576818906	0.2774708653046915	0.1579012841318398	-0.0269548942329984	0.0004467037223425369	0.08156583790874804	0.05487670411815596	-0.04760504605571922	0.23980073621297024	0.08746911241666713	0.1696399794177019	0.1433466590519703	-0.2564022821471182	-0.18705577011156285	-0.13148356526115204	-0.3683043918326727	-0.35926853679085785	-0.2765548399500144	-0.14511085603134843	-0.1704768420874069	-0.24913062408468145	0.034497967215339466	0.11767533121101945	-0.012784773622993368	0.0711276724474275	-0.06947656501800951	0.1467506545057704
RbsR	-0.37285059174107016	-0.32116866740928807	-0.2581664791264963	-0.14784762314038372	-0.3977416016872961	-0.40951422383814623	-0.2556445821623853	-0.4679136674375604	-0.47658763591950287	-0.6486420772288537	-0.6867758734754115	-0.6518538204477216	-0.534907916833945	-0.5625583117991982	-0.6103951914323357	-0.5719560534008855	-0.5517695687330012	-0.614726521195809	-0.5668896415626714	-0.57897891445341	-0.5809240547127242	-0.5725441190606781	-0.6512544458329328	-0.39512923308321696	-0.357741827866396	-0.47679119710943113	-0.37226252608127747	-0.5009584339359121	-0.5107180620974718	-0.5864315157957829	-0.5338901108843037	-0.39730055244245155	-0.526629761776863	-0.613991439121068	-0.5560669716314864	0.5791937845983341	1.0	0.37964727369367435	0.5028696473302384	0.4304018637157833	0.5550491656818451	0.5262339483520025	0.5167118082453591	0.5929794007384748	0.5362536824784706	0.4559940288717621	0.3353727148842811	0.3781205647692125	0.3873825989109476	0.4870371103358194	0.4664887391080627	0.45902482881069373	0.3694692141972621	0.2943438261587438	0.2723479086914974	0.2627579148548778	0.3601167084155589	0.34936189221434993	0.2521727329786091	0.33112054780578	0.25720521795183515	0.5154678231957976	0.1211358714397996	0.11733606256113904	-0.0021656648817366033	0.28621268751661005	0.0909409616004433	0.012140163188220593	-0.08308123787821386	0.042142820792644656	-0.0037715364911705333	0.0956002510588009	0.10644553889997795	-0.11124053581828772	-0.2305273931162391	-0.34530197737078105	-0.3440919191862076	-0.2276096827272676	-0.3214740091941804	-0.13083895482637928	-0.13068062945643508	-0.1478250052303917	0.18661472086671832	0.09472946152410787	-0.007560036414835087	-0.10323379568111009	-0.10323379568111009	0.10064404498702298
BioQ	-0.35803586069629234	-0.38567494670654956	-0.34946367280931406	-0.39022114661494706	-0.503322005530079	-0.2892661053655337	-0.16087553929579138	-0.6362700804632148	-0.5487387687940696	-0.559957252150115	-0.5996743020961148	-0.6054644870540737	-0.5644469072835324	-0.6363605521031829	-0.6377741714776846	-0.643100689280807	-0.614805683880781	-0.6492188339336503	-0.63225540143963	-0.6240903359325082	-0.612306404826662	-0.5846333919514167	-0.6045823885643847	-0.4443797320908561	-0.5036952010449475	-0.39739102408241966	-0.41753227293031986	-0.5428241853311545	-0.42041605645430336	-0.495032541518001	-0.5271952095266637	-0.2940045575088634	-0.31369344815692307	-0.3999242300015267	-0.38786888397577624	0.40448173886492017	0.37964727369367435	1.0	0.4641251675138959	0.49602772955765023	0.49379986542343557	0.46282463768935433	0.5452443017003014	0.5311985795952525	0.4721319076510735	0.6326625238194865	0.4590587556756818	0.31480172574653237	0.38720165563101144	0.36794250527280026	0.5576049895109443	0.40885830444837745	0.12777422802245958	0.222147457464193	0.31403271680680345	0.3435377803914029	0.26429593273433566	0.2822997890879893	0.22185342463429666	0.3309169866158518	0.34705486539516317	0.24019654963783071	-0.12347682512397441	0.22715732452742704	-0.023121158489349793	0.07980164092936992	0.24579448236085744	0.20636015628975804	0.12077398487992717	0.15566211104262911	0.193015589394462	0.24719679278036313	0.20434716230046762	-0.11992581325522615	-0.3144059123216719	-0.24337436599171053	-0.32794273145190017	-0.33963619091777825	-0.23315107067531424	-0.12309232065410995	-0.18212506573330092	-0.19379590728918694	0.012174090053208634	-0.09005886311075426	-0.06641183821408983	0.08640607064704187	-0.2593991552210618	-0.06229537859554088
FadR	-0.16828290481818028	-0.18482790597734816	-0.28633708602156616	-0.25130194344391604	-0.45211505730812945	-0.28779594121605195	-0.25019366585430675	-0.6880650943449571	-0.7281779577158173	-0.6300162283504193	-0.6944885807826928	-0.6735557050850716	-0.6995776105308988	-0.6574743710807402	-0.6595326008900148	-0.6456452041549101	-0.6699933842613274	-0.7190063952140503	-0.6217833091133214	-0.670536214101136	-0.641483508716377	-0.45949980492052633	-0.45245432595800983	-0.3106174123980074	-0.47028854798672326	-0.5266410707318591	-0.3525057817032417	-0.355242548812277	-0.4799124686883309	-0.4231641325183346	-0.4866299879559629	-0.4736473076205393	-0.37519154542524497	-0.363543321779351	-0.5431069092060549	0.5924931156736462	0.5028696473302384	0.4641251675138959	1.0	0.6061769512188226	0.706329056663519	0.566550372912791	0.5669461863376515	0.5859791575959423	0.6324137268095742	0.5551848731417973	0.3946881838383724	0.3017851185461207	0.25002403152936653	0.33925168644791376	0.31119416910280406	0.2844258726272399	0.3921889047842534	0.31052694075803927	0.33827911631825663	0.2814742353732803	0.14577808437611323	0.2094927368236538	0.40160926429593274	0.5031071353851547	0.3491922578894097	0.34930534743936986	0.095679413743773	0.17582597780052134	-0.027927464362655568	0.005185155865672232	0.2053084234751288	-0.016426257131709743	-0.09859712413274452	0.21078195769319935	0.12064958637497102	0.1399426635981702	0.1744575942460037	-0.33256809404526977	-0.19730168333795114	-0.20378171455066696	-0.2885649501557809	-0.3880498272557124	-0.178856777739453	0.11245059400286117	-0.09091834369045128	-0.09061300190555892	-0.12440415943364753	-0.16982092269763813	-0.03307303888584175	-0.028413749427484154	-0.05321428773374196	-0.13766956364397148
GntR	-0.2839735144273993	-0.331968719430481	-0.3604220502004512	-0.3276826254869919	-0.33225144330538137	-0.19164720583994435	-0.15520975284278857	-0.7728370209950749	-0.7555003929861861	-0.6540477577169481	-0.6926339121633466	-0.6843218302412766	-0.6444351459703366	-0.7427438917506828	-0.6816755347722093	-0.7459556349695506	-0.7392720425669066	-0.7234395055724876	-0.7481156453737893	-0.7688788867464702	-0.732147400919418	-0.5703614907464476	-0.546657921074803	-0.44745576784977187	-0.652215707007594	-0.5205681618989997	-0.43865740086287325	-0.43058280699571955	-0.42790258466166436	-0.37874255729399325	-0.5046677711746046	-0.4904411057896195	-0.40502456870472886	-0.34365086994136307	-0.48057969703309567	0.6153145868556016	0.4304018637157833	0.49602772955765023	0.6061769512188226	1.0	0.7266625577463515	0.56073757004484	0.6420263385561857	0.6275734940712804	0.6118201197618334	0.5841584158415841	0.4496723230289905	0.29780436638752394	0.350266608614031	0.34365086994136307	0.44404046344097575	0.420122023624407	0.48163142984772495	0.3631475083544905	0.33970404464775433	0.2681296684779843	0.18649032236176216	0.28482168605210034	0.4621687182995855	0.4602235780402712	0.39388524803365543	0.2781607115594483	0.013565091517718305	0.33670717157381075	-0.13992004568817817	0.0514953265743479	0.09105405115040345	0.13441258460511957	0.10418374790077523	0.3280332030918683	0.125625526573217	0.24040011082775897	0.13301027418561387	-0.22739481258234334	-0.15362649914334667	-0.16017438408603854	-0.2789071025891853	-0.269565905762478	-0.17764671955487954	-0.055102883218076236	-0.2025829653210895	-0.06888849935821681	-0.123963110188803	-0.21252353676258545	-0.17365465844128675	0.009199834889257057	-0.023946712204058782	-0.05073762658961499
NtrC	-0.23254038710552952	-0.2561082493172218	-0.2779458414145241	-0.19213349090477294	-0.4374247247683078	-0.23356950201016674	-0.1557299647726052	-0.7456389842296622	-0.7339002889438001	-0.7514517870976133	-0.7274541845960724	-0.7308694890048685	-0.686323515275571	-0.7070641387382599	-0.7172987430096522	-0.7231115458776032	-0.72720538758616	-0.7629190674635711	-0.7142566341157245	-0.7514404781426173	-0.7400071246416475	-0.5586906491905616	-0.6111642003720646	-0.4336022979796552	-0.6064031303187429	-0.665582891812882	-0.43415643677445986	-0.37398148724067154	-0.4701076047067871	-0.4944897116781924	-0.45067882002363574	-0.5515094627680929	-0.5311646527302645	-0.4329011427699023	-0.5772034085190358	0.5856398889460619	0.5550491656818451	0.49379986542343557	0.706329056663519	0.7266625577463515	1.0	0.6419697937812057	0.5927871485035425	0.7456276752746662	0.5560104268565064	0.5767171234542072	0.3681121395977405	0.27531085490045293	0.34941843698933	0.34914702206942566	0.3804275915883993	0.4541845960723999	0.4375038874532799	0.4807040955380518	0.3716066066915087	0.3216323345641246	0.3060938303996019	0.2359217646493376	0.4239105235480715	0.5613821804796127	0.23632888702919408	0.37223990817128544	0.10597056279014537	0.355242548812277	-0.07372873209651062	0.10185410317159643	0.21794052620567597	0.057115877207366654	0.01731966457639482	0.19073118048526727	0.03787934475914753	0.12028769981509858	0.08305861996822184	-0.20600957868488162	-0.08686973780187841	-0.08568229752729699	-0.28198313834810096	-0.31209888550248516	-0.3022261677909653	-0.019163024240745032	-0.17610870167542167	-0.18222684632826502	-0.14913684400992927	-0.16301293179003795	-0.03561755375994481	0.04304753719232574	0.06117579205093553	-0.06150375174581993
CueR	-0.31320716309209445	-0.36854187988758896	-0.3604785949754313	-0.22680674692255062	-0.46509773764355306	-0.2298827826814663	-0.3149826690264686	-0.614896155520749	-0.615653855505482	-0.7175814668845525	-0.7484322961136776	-0.7407874425363724	-0.69217024500851	-0.6917970494936415	-0.7361394620330108	-0.6402621415768076	-0.6791536378080983	-0.7053677954888579	-0.6797643213778831	-0.6777626363435887	-0.6961283792571148	-0.6326059790445064	-0.6949861748025173	-0.38714511085603137	-0.512516185941838	-0.4849788805265449	-0.5384928555676812	-0.4082136940136047	-0.4746538046151845	-0.5576615342859244	-0.560669716314864	-0.3919174898643491	-0.40087418222119187	-0.42781211302169625	-0.5796574517531707	0.536525097398375	0.5262339483520025	0.46282463768935433	0.566550372912791	0.56073757004484	0.6419697937812057	1.0	0.5928323843235266	0.6446160892502728	0.6238980836975759	0.5764457085343029	0.2933373291640986	0.34921487579940175	0.4168989714505431	0.5023155085354338	0.5364911705333869	0.5595388208152625	0.42508665486765695	0.2694528162125179	0.3313580358606963	0.41965835646957045	0.4273823727318477	0.2577706657016358	0.2301994334213547	0.3821804796127814	0.24315949584678628	0.16358968849483463	0.031829053836280256	0.11822947000582411	0.23920136159818153	0.14546143363622485	0.22434139473341966	0.09614308089860957	0.09913995397255317	0.13995397255316622	0.03333314485075007	0.20234547726617322	0.2411804287224839	-0.06673979790897422	-0.0874351855516791	-0.1857665492420173	-0.30913593929352956	-0.2338522258850671	-0.25703558362689494	-0.11698548495626261	-0.17997636428405833	-0.39528755845316116	-0.07292579629179366	-0.11967701624531385	-0.012671684073033231	-0.1683055227281723	-0.007130296124986571	-0.03233795681110087
