	NiaR	PsrA	CcpA	HisR	HexR	TrpR	TyrR	KdgR	MetR	IscR	NsrR	Phr	RbkR	SahR_SamR	Zur	MntR	ArgR	NrtR	FUR	NagC	ThiR	BirA	CzrA	PhrR	AgaR	GulR	XylR	Rex	NadQ	AraR	ModE	SiaR	Irr	HutC	PhnF	LiuR	RbsR	BioQ	FadR	GntR	NtrC	CueR	FruR	NnrR	AcnR	FadP	FixJ	NmlR	PaaR	DasR	MerR	NifA	PdxR	FnrN_FixK	LtbR	GlcC	CsoR	ZntR	FabR	HrcA	MetJ	PurR	NikR	QorR	TtrR	HcpR	PhnR	AmtR	CadR-PbrR	NorR	VanR	PhsR	RutR	GguR	NagQ	NarP	NrdR	LldR	NagR	PrpR	CblR	HypR	LiuQ	SoxR	PdhR	SdaR	ExuR_UxuR	LexA
FabR	-0.06660409044902206	0.034735455270255754	-0.1774657762749433	-0.037981125354111654	-0.11960916251533776	-0.005038139450724056	0.14822081865525216	-0.38514342582173694	-0.39186094508936903	-0.43783184714816425	-0.3155254988662773	-0.24913062408468145	-0.3334388835799628	-0.3389237267530294	-0.2700521908273066	-0.3044314140151879	-0.31618141825604607	-0.3493392743043579	-0.34695308480019904	-0.3353840238392771	-0.29705797535778705	-0.2369508795539748	-0.19457622518391188	-0.131449638396164	-0.2650197058540806	-0.2693171087525657	-0.1121452522179688	-0.220462423169787	-0.20941357413868172	-0.17725090613001906	-0.2186303724604328	-0.25288519714335794	-0.3163058167610022	-0.19794629377272394	-0.3703286947769591	0.4012473777360603	0.2521727329786091	0.22185342463429666	0.40160926429593274	0.4621687182995855	0.4239105235480715	0.2301994334213547	0.19635173111828602	0.3541455801776637	0.2917653844196527	0.22749659317730744	0.21002425770846644	0.2855341502168492	0.09632402417854578	0.10156007034170007	0.10422898372075928	0.09221887351499285	0.22288253953893392	0.10549558668031281	0.09893639278262492	0.07815053349995194	0.11291426115769772	0.10386709716088685	1.0	0.29578006344323754	0.2083279144590644	0.15827447964670824	0.2480110375400761	-0.03150109414139587	-0.28816913673092037	-0.12664333252285823	0.024116346528998987	-0.04218805661262871	0.04739017591079496	0.13630118008945383	0.047424102775783	0.14460195305652782	-0.05962646521648167	-0.1575733244369554	0.02815364346257584	-0.11920204013548127	-0.11383028651237483	-0.10437600013570746	-0.22540443650304492	0.04265172376746527	-0.11902109685554506	0.18400235226263917	-0.12347682512397441	-0.11966570729031784	-0.09431103018925537	0.25078173151409944	0.010749161723710921	0.16993401224759827
HrcA	-0.08112478866390352	-0.10336950314106225	-0.18857117008102867	-0.24446002567132785	-0.28030941300869094	-0.005886311075425075	-0.13964863076827386	-0.5786622637135216	-0.5336752407393794	-0.45151568269334075	-0.4085755805734771	-0.40868867012343724	-0.3692204171873498	-0.460902115340032	-0.37623196928487823	-0.4389288157827776	-0.4242158653329639	-0.45685350945145914	-0.42265522954351403	-0.5047016980395926	-0.4984365369718011	-0.3274677553420676	-0.33043070155102316	-0.3796698916036664	-0.4230849698333625	-0.40447042990992416	-0.31519753917139287	-0.2535524254881228	-0.29753295146761966	-0.3079598079739442	-0.34371872367133915	-0.32749037325205965	-0.3400998580726148	-0.19812723705266014	-0.32442564644814	0.35985660245065054	0.33112054780578	0.3309169866158518	0.5031071353851547	0.4602235780402712	0.5613821804796127	0.3821804796127814	0.33109792989578796	0.43581885315887386	0.3182170301553285	0.44313574704129466	0.20963975323860198	0.19747131766289136	0.3095656795833781	0.1361880905394937	0.27568405041532135	0.11658967153140214	0.18747420144641536	0.2178161277007198	0.1771151986700669	0.1787776150544809	0.2539256210029912	0.15328723049346626	0.29578006344323754	1.0	0.09307835409468988	0.2761137907051699	0.0799486573443181	0.3455733922906854	-0.03668059552957009	-0.002719803676541269	0.09120106756535162	0.08934639894600539	0.15152303351408813	0.14882019327004087	-0.0038506991761426287	0.1682942137731763	0.06641183821408983	-0.1215429938196561	0.0157251019219569	0.06954441874798559	-0.14977014548970602	-0.2513358703089041	-0.29947809172693396	0.05323690564373399	0.03288078665090952	-0.007209458809958665	-0.04736755800080294	-0.1950172744287564	-0.14086999790784333	0.1442513754516514	0.053994605628466905	0.053915442943494804
MetJ	-0.21566742625147722	-0.21509066954668055	-0.059162798061645115	-0.14189911281248055	-0.19964263702212598	-0.1599029691661342	-0.05013825197482626	-0.33523700742432894	-0.3814453975380405	-0.39438284205348006	-0.39187225404436504	-0.4312274174304923	-0.35263018020819786	-0.3655676247236374	-0.40236696428066565	-0.38667013474619877	-0.35458662942250824	-0.420133332579403	-0.3429157878666222	-0.3888866899254174	-0.3548241174774245	-0.3374083267835636	-0.28491215769206846	-0.095679413743773	-0.26218115815008114	-0.1631486392499901	-0.1408586889528473	-0.3036058603004789	-0.323588783778435	-0.3093395004834578	-0.2610728805604718	-0.17306659278149403	-0.16295638701505788	-0.12985507574172608	-0.23349033932519467	0.2998399782868064	0.25720521795183515	0.34705486539516317	0.3491922578894097	0.39388524803365543	0.23632888702919408	0.24315949584678628	0.22085823659464748	0.18295061944800992	0.2851722636569768	0.2982341066773725	0.3495089086292981	0.17612001063041768	0.21325861883732633	0.1944178998139677	0.30520042295491684	0.22178557090432058	0.11660098048639815	0.13170974436107233	0.16600980486398154	0.08090991851897926	0.0646363322797157	0.07392098433144285	0.2083279144590644	0.09307835409468988	1.0	0.11903240581054107	-0.037596620884247194	0.08068373941905899	0.057715251822155374	0.013191896002849857	0.022216442089668702	-0.08014090957925032	-0.15714358414710689	0.18136736574856802	-0.04589739385132117	0.013508546742738237	0.09157426308022007	-0.05817891897699193	-0.11221310594794488	-0.1952660714386687	-0.14546143363622485	-0.24562484803591725	-0.17533969273569275	0.013056188542897694	-0.13199246823597266	-0.01871066604090449	-0.03576457017489299	-0.1271069996776948	-0.17834787476463237	-0.07936059168452539	-0.19470062368886804	-0.14072298149289514
PurR	-0.2632102730547184	-0.09312358991467394	-0.02688704050302232	-0.08706199003681064	-0.21899225902030522	-0.31450769291663605	-0.029227994187197133	-0.29512414405346876	-0.3417848923670208	-0.41707991473047934	-0.41429791180146	-0.36363379341931906	-0.35541218313721723	-0.4249509474077048	-0.3447478385759764	-0.35209865932338524	-0.3451662699108289	-0.3493279653493619	-0.31887294954509726	-0.36609914560845	-0.3729410633810383	-0.2965603813379625	-0.4194661042346382	-0.1986700668924688	-0.2681296684779843	-0.3930370764089544	-0.1954243968086129	-0.27465493551068415	-0.3153897914063251	-0.386873695936127	-0.3703173858219631	-0.3033231364255786	-0.38233880498272554	-0.4712271912513924	-0.41037370441784327	0.39520839576818906	0.5154678231957976	0.24019654963783071	0.34930534743936986	0.2781607115594483	0.37223990817128544	0.16358968849483463	0.32549999717276124	0.34123075357221616	0.3260089001475819	0.26168356413025656	0.2842562383022997	0.20551198466505702	0.22659187677762635	0.06653623671904597	0.23957455711304998	0.326981470277239	0.05270538475892135	0.2281185857020882	0.1890913820108453	0.03556100898496475	0.16340874521489843	0.13117822347625968	0.15827447964670824	0.2761137907051699	0.11903240581054107	1.0	0.062261451730552836	0.21182238155283262	0.04787646097562355	0.2301202707363826	-0.006723173745130082	-0.04729970427082685	-0.12716354445267486	0.08787623479652362	-0.06020322192127837	0.029386319557141324	0.021470051059931806	-0.1828601478080418	-0.22374202011863092	-0.07725712605526687	-0.3192348361049697	-0.21569004416146925	-0.15418063793815132	-0.18549513432211295	0.12239116544435712	0.09331584214960617	0.12824920413229215	-0.0021882827917286303	-0.020927221220123155	0.09129153920531974	-0.053293450418714056	0.0031269260563977583
NikR	-0.04224460138760878	0.11421479098223929	0.07591136041074124	0.09806560324793187	0.09610915403362152	0.049640657955001666	0.05744383690225105	-0.14494122170640822	-0.12507138777841234	-0.18178579708342052	-0.05221909969409277	-0.012140163188220593	-0.07301626793176176	-0.011959219908284375	-0.03506341496514015	-0.020961148085111195	-0.056573047367558	-0.07644288129555389	-0.14469242469649593	-0.11956392669535372	-0.012400269153128906	-0.05123522060943959	0.006768409565114136	-0.10697705978479059	-0.08480019903760792	-0.21849466500048062	-0.028990506132280845	0.13133654884620385	-0.04112501484300343	-0.054073768313439	-0.03274507919095736	-0.15545854985270086	-0.28309141593771026	-0.076544661890518	-0.04045778649823863	0.2774708653046915	0.1211358714397996	-0.12347682512397441	0.095679413743773	0.013565091517718305	0.10597056279014537	0.031829053836280256	-0.04363560285211845	0.10733894634466302	0.02572221813843292	-0.042572561082493174	-0.02367529728415446	0.06301915171528574	-0.026683479313094075	0.06412742930489508	-0.12076267592493116	0.06557497554438482	-0.01708217652147853	0.003217397696365867	0.10462479714561976	-0.07144432318731588	0.15056177233942697	0.1409378516378194	0.2480110375400761	0.0799486573443181	-0.037596620884247194	0.062261451730552836	1.0	0.15905479754143317	0.01694646906152637	-0.14074559940288717	-0.12833967577226027	-0.02919406732220909	0.038750134293840575	-0.021718848069844105	-0.06309831440025784	0.046587240106077996	-0.26443164019428783	-0.020305228695342407	0.13017172648161446	0.06529225166948448	-0.04383916404204669	-0.002663258901561201	-0.033943828420534804	-0.10920492391900527	0.13150618317114407	-0.06107401145597141	-0.03446404035035142	0.07531198579595252	-0.009222452799249086	0.01147293484345579	0.05296549072382967	0.08470972739763982
QorR	-0.036103838824773395	-0.05452612651327954	0.10584616428518923	-0.04326240733725	-0.2801171607737587	-0.10496406579550016	-0.11756224166105932	-0.2697807759074023	-0.20231155040118518	-0.17816693148469614	-0.17306659278149403	-0.2208808545046395	-0.1554133140327168	-0.22250934402406547	-0.16444916907453166	-0.24201729139218892	-0.24084116007260348	-0.19510774606872452	-0.21461569343684797	-0.2623734103850134	-0.20201751757128883	-0.1382802472137562	-0.1800216001040424	-0.3064557169594744	-0.40310204635540653	-0.2973406992326874	-0.1392641262984094	-0.09690078088334247	-0.1624022482202532	-0.19539046994362486	-0.1711327614771757	-0.35721030698158335	-0.25999852983585053	-0.19569581172851722	-0.08741256764168708	0.1579012841318398	0.11733606256113904	0.22715732452742704	0.17582597780052134	0.33670717157381075	0.355242548812277	0.11822947000582411	0.21613109340631378	0.18600403729693357	0.10148090765672799	0.13239959061582915	0.1786984523695088	0.031467167276407824	0.11594506109662936	0.003703682761194452	0.11504034469694828	0.16517294219427653	0.08613465572713754	0.31593262124613375	0.19569581172851722	0.07910048571961707	0.14088130686283934	0.18439816568749964	-0.03150109414139587	0.3455733922906854	0.08068373941905899	0.21182238155283262	0.15905479754143317	1.0	0.017025631746498463	0.044924823721664	0.07871598124975261	0.054017223538458926	-0.035719334354908934	-0.06538272330945259	-0.13125738616123178	-0.0795415349644616	-0.30671582292438265	-0.12261734454427739	-0.09081656309548716	0.11868182820566466	-0.2735692758310668	-0.14169555162255232	-0.03752876715427111	-0.06116448309593952	0.0521625549191127	-0.06874148294326862	0.05020610570480235	0.03796981639911564	-0.14247586951727725	0.21778220083573177	0.11409039247728314	-0.06332449350017812
TtrR	0.10866209407919661	-0.1467506545057704	-0.12206320574947271	-0.07181751870218432	-0.21368835912717485	-0.060293693561246475	-0.04763897292070726	-0.012830009442977422	-0.059762172676433835	-0.05644864886260185	-0.12358991467393456	-0.1675478227434394	-0.10357306433099049	-0.05616592498770151	-0.16893882420794906	-0.07108243662744344	-0.09132546607030777	-0.06652492776404996	-0.06573330091432901	-0.10526940758039253	-0.08279851400331352	-0.1972451385629711	-0.18250957020316538	-0.09158557203521608	0.08542219156238867	0.0707997127525431	-0.17743184940995527	-0.05943421298154944	-0.18351606719781058	-0.07569649026581698	-0.04511707595659623	0.03412477170047102	-0.08245924535343312	-0.02301937789438567	-0.15705311250713877	-0.0269548942329984	-0.0021656648817366033	-0.023121158489349793	-0.027927464362655568	-0.13992004568817817	-0.07372873209651062	0.23920136159818153	0.0446760267117517	0.01336153032779006	0.04431414015187927	0.10905790750405708	-0.09904948233258505	0.026332901708217653	0.20857671146897672	0.1304318324465228	0.21436689642693568	0.21778220083573177	-0.015532849687024671	0.023222939084313915	0.10306416135616989	0.08148667522377595	0.1629790049250499	0.02702274796297448	-0.28816913673092037	-0.03668059552957009	0.057715251822155374	0.04787646097562355	0.01694646906152637	0.017025631746498463	1.0	0.19582021023347337	0.20355553545074667	-0.14245325160728523	0.00914329011427699	0.010647381128746799	-0.035097341830128186	0.05952468462151755	-0.013056188542897694	0.2258794126128775	0.034045609015498926	0.01994334213546997	-0.23581998405437346	-0.04689258189097036	-0.059784790586425864	0.02534902262356447	-0.04593132071630921	-0.21815539635060022	0.03886322384380071	-0.03725735223436678	-0.030053547901906126	0.0052643185506443275	0.06237454128051297	-0.14440970082159557
HcpR	-0.253744677723055	-0.25010319421433863	-0.0514161638893758	-0.1548139394179281	-0.20768330402429164	-0.3814906333580246	-0.08748042137166315	-0.06402564870993097	-0.04078574619312302	-0.1377713442389356	-0.2558933791722976	-0.24753606143024354	-0.1061515060700816	-0.17523791214072865	-0.14822081865525216	-0.18388926271267902	-0.2017574116063805	-0.1584101871066604	-0.11779972971597559	-0.1991563519572974	-0.22464673651831202	-0.31052694075803927	-0.31917829132998965	-0.08921069148605323	-0.04059349395819079	-0.01786249441620347	-0.17731875985999515	-0.27568405041532135	-0.1629790049250499	-0.137262441264115	-0.22459019174333195	-0.14835652611520433	-0.06615173224918151	-0.2563231194621461	-0.18988300886056625	0.0004467037223425369	0.28621268751661005	0.07980164092936992	0.005185155865672232	0.0514953265743479	0.10185410317159643	0.14546143363622485	0.16116957212568772	0.1434936754669185	0.16328434670994227	0.15986904230114615	0.053632719068594466	0.10772345081452749	0.14661494704581823	0.24913062408468145	0.3114655840227084	0.23129640205596802	0.30885321541862926	0.38749568846090776	0.21495496208672837	0.022306913729636814	0.09141593771027588	-0.17315706442146214	-0.12664333252285823	-0.002719803676541269	0.013191896002849857	0.2301202707363826	-0.14074559940288717	0.044924823721664	0.19582021023347337	1.0	0.1402593143380586	0.1559109080525414	0.03880667906882065	0.04783122515563949	0.03472414631525974	-0.06922776800809721	0.23032383192631084	-0.04888295797026876	-0.24612244205574185	-0.15921312291137737	-0.15974464379619002	-0.08962912282090574	-0.008521297589496242	-0.10267965688630543	-0.025937088283357175	-0.09079394518549513	0.0006276470022787544	-0.004257821555999118	-0.19341140281932248	-0.06409350243990704	-0.06558628449938084	-0.0012270216170674748
PhnR	-0.11035843732859865	-0.23480217810473222	-0.08751434823665119	-0.08538826469740064	-0.2547398657627042	-0.1767872389751825	-0.18637723281180202	-0.20038902805186287	-0.20148599668647618	-0.1700584107525544	-0.24789794799011597	-0.2170584277159869	-0.2110533726131037	-0.23821748251352834	-0.24665396294055447	-0.24009476904286658	-0.27863568766928093	-0.24332913017172647	-0.20458465035538392	-0.22315395445883823	-0.197991529592708	-0.28522880843195686	-0.2735353489660788	-0.1553115334377527	-0.16590802426901743	-0.09660674805344611	-0.1327727861306976	-0.2014294519114961	-0.3142136600867397	-0.20353291754075464	-0.09014933475072236	-0.17111014356718368	0.022476548054577015	-0.18074537322378725	-0.07024557395773844	0.08156583790874804	0.0909409616004433	0.24579448236085744	0.2053084234751288	0.09105405115040345	0.21794052620567597	0.22434139473341966	0.12502615195842828	0.17831394789964433	0.28431278307727975	0.20095447580166353	0.1557412737276012	-0.019389203340665306	0.1457667754211172	0.19522083561868467	0.31623796303102614	0.09472946152410787	0.22708947079745095	0.2583926582264166	0.055385607092976574	0.2646352013842161	0.1729761211415259	0.1190550237205331	0.024116346528998987	0.09120106756535162	0.022216442089668702	-0.006723173745130082	-0.12833967577226027	0.07871598124975261	0.20355553545074667	0.1402593143380586	1.0	0.10535987922036064	0.07896477825966491	0.11277855369774556	-0.05612068916771746	0.061345426375875735	0.1477458425454196	0.06748618893871113	0.012671684073033231	-0.09574726747374909	-0.2077398487992717	-0.18757598204137946	-0.06176385771072824	0.18924970738078947	-0.11625040288152173	-0.16260580941018146	0.06816472623847193	-0.072371657496989	-0.09157426308022007	-0.08457401993768766	-0.0564034130426178	-0.16620205709891378
AmtR	-0.14470373365149194	-0.050047780334858155	0.002369226071664848	-0.07485962759611198	-0.03213439562117262	0.03775494625419138	0.016550655636665895	-0.1250374609134243	-0.019174333195741047	0.016708981006610085	-0.02664955244810603	-0.1051676269854284	0.05776048764213943	-0.05160841612430803	-0.003534048436254248	-0.08970828550587782	-0.0416791536378081	-0.08597633035719335	-0.06483989346964394	-0.1067395717298743	-0.05260360416395723	-0.11568495513172106	0.036228237329729546	-0.049041283340212946	-0.15110460217923563	0.01194791095328836	-0.04511707595659623	-0.08559182588732889	-0.08863393478125654	-0.04766159083069929	0.0326093717310052	-0.053700572798570545	0.020961148085111195	-0.021798010754816202	0.017591079496299143	0.05487670411815596	0.012140163188220593	0.20636015628975804	-0.016426257131709743	0.13441258460511957	0.057115877207366654	0.09614308089860957	0.0475824281457272	0.01968323617056166	-0.05493324889313603	0.06251024874046514	-0.064896438244624	-0.0924337436599171	-0.04320586256226994	-0.0077522886497673185	0.003907243951122697	-0.1342768771451674	0.04460817298177562	-0.02326817490429797	0.03999411934340207	0.1440930500817072	0.06513392629954029	-0.05148401761935188	-0.04218805661262871	0.08934639894600539	-0.08014090957925032	-0.04729970427082685	-0.02919406732220909	0.054017223538458926	-0.14245325160728523	0.1559109080525414	0.10535987922036064	1.0	0.19601246246840562	0.21351872480223466	0.23050477520624707	0.10281536434625758	0.10893350899910094	-0.07551554698588077	0.04862285200536044	-0.004088187231058914	-0.03807159699407976	-0.05232088028905689	0.026310283798225625	-0.08703937212681861	0.1308502637813753	0.00275373054152931	0.019886797360489903	0.09123499443033967	0.03501817914515609	-0.06619696806916557	-0.14960051116476583	0.10972513584882189
CadR-PbrR	0.06415004721488711	-0.24371363464159093	-0.2350283572046525	-0.035244358245076365	-0.06867362921329255	0.062453703965485066	-0.13878915018857682	-0.22410390667850338	-0.0764654992055459	0.04852107141039632	0.006655320015154	0.03880667906882065	-0.026276356933237585	-0.06372030692503859	-0.0720436978021046	-0.120638277419975	-0.07190799034215244	-0.07751723202017517	-0.07033604559770655	-0.126473698197918	-0.10102854945688744	-0.19403339534410322	-0.022974142074401616	-0.213812757632131	-0.06191087412567642	-0.10774606872451951	-0.01851841380597226	-0.08648523333201395	0.06386732333998676	0.06044070997619465	0.08836251986135221	0.1633974362599024	0.03813945072405584	0.13899271137850508	0.054639216063239675	-0.04760504605571922	-0.08308123787821386	0.12077398487992717	-0.09859712413274452	0.10418374790077523	0.01731966457639482	0.09913995397255317	0.123963110188803	0.010251567703886322	0.08740125868669106	0.1178902013559437	-0.15496095583287625	0.04929008035012525	0.14977014548970602	0.06332449350017812	0.08280982295830953	-0.02494190024370798	-0.012716919893017285	-0.06799509191353173	0.1376017099139954	0.005942855850405143	0.0970930331182747	0.09956969426240168	0.04739017591079496	0.15152303351408813	-0.15714358414710689	-0.12716354445267486	0.038750134293840575	-0.035719334354908934	0.00914329011427699	0.03880667906882065	0.07896477825966491	0.19601246246840562	1.0	0.1984099609275605	0.12964020559680184	0.020090358550418148	-0.01673159891660211	0.17225234802178105	-0.009663502044093615	0.06882064562824072	0.008001085659679618	-0.08438176770275543	0.017715478001255294	-0.01811129142611577	-0.10629852248502977	0.016234004896777513	-0.12199535201949664	-0.004370911105959253	-0.14970229175972993	0.024953209198703995	0.038772752203832604	-0.07760770366014329
NorR	-0.21661737847114237	-0.14327880532199422	-0.14714646793063088	-0.19295904461948193	-0.00930161548422118	-0.044020107321982915	-0.006067254355361293	-0.3378493760284081	-0.34853633849964094	-0.22772277227722773	-0.21470616507681609	-0.2812593652283561	-0.31224590191743334	-0.3060938303996019	-0.24066021679266728	-0.331946101520489	-0.2650536327190686	-0.3213156838242362	-0.2611746611554359	-0.3846684497119044	-0.35713114429661125	-0.2580646985315322	-0.14444362768658361	-0.16657525261378223	-0.22122012315451992	-0.15212240812887684	-0.08632690796206977	-0.16360099744983064	-0.12033293563508264	-0.09485386002906401	-0.02827804196753199	0.007288621494930761	0.08779707211155154	-0.13010387275163837	-0.16019700199603057	0.23980073621297024	0.042142820792644656	0.15566211104262911	0.21078195769319935	0.3280332030918683	0.19073118048526727	0.13995397255316622	0.23562773181944122	0.2025603474110975	0.3134898869669948	0.1957523565034973	-0.004291748420987159	-0.043149317787289865	-0.04470995357673974	0.11690632227129052	0.15712096623711486	-0.028696473302384493	0.03945128950359342	-0.005886311075425075	0.13939983375836157	0.061085320410967425	-0.06624220388914963	0.027972700182639622	0.13630118008945383	0.14882019327004087	0.18136736574856802	0.08787623479652362	-0.021718848069844105	-0.06538272330945259	0.010647381128746799	0.04783122515563949	0.11277855369774556	0.21351872480223466	0.1984099609275605	1.0	0.15793521099682784	0.06114186518594749	0.10081367931196318	-0.006282124500285551	0.15412409316317124	-0.10254394942635325	-0.103165941951134	-0.08198426924360054	-0.10960073734386575	-0.016629818321637988	-0.20431323543547958	0.12607788477305754	-0.035821114949873056	-0.07711010964031868	-0.03698593731446246	0.047887769930619564	0.03303911202085371	-0.3198002838547704
VanR	-0.023109849534353778	-0.24274106451193378	-0.24332913017172647	-0.31818310329034044	-0.18525764626719668	-0.247931874855104	-0.15506273642784038	-0.15551509462768093	-0.16876918988300887	-0.09480862420907996	-0.1282944399522762	-0.13717196962414688	-0.09428841227926334	-0.1430073904020899	-0.09372296452946266	-0.26361739543457485	-0.19103652227015963	-0.20010630417696254	-0.1854272805921369	-0.19725644751796712	-0.17359811366630667	-0.15919050500138535	-0.001894249961832277	-0.10070058976200304	-0.038490028328932266	-0.05212862805412466	-0.14249848742726928	-0.18243040751819328	-0.006395214050245687	-0.008770094599408541	-0.10280405539126157	0.12582908776314525	0.00536609914560845	-0.0232116301293179	-0.04644022369112982	0.08746911241666713	-0.0037715364911705333	0.193015589394462	0.12064958637497102	0.125625526573217	0.03787934475914753	0.03333314485075007	0.14416090381168328	0.029623807612057608	0.13480839802998004	0.1222102221644209	0.1017523225766323	0.1080740284194039	0.005026830495728042	0.2659809670287417	0.08008436480427027	-0.026219812158257517	0.27094559827199166	0.0049589767657519605	0.09275039439980548	0.008566533409480296	0.1804400314388949	0.07593397832073327	0.047424102775783	-0.0038506991761426287	-0.04589739385132117	-0.06020322192127837	-0.06309831440025784	-0.13125738616123178	-0.035097341830128186	0.03472414631525974	-0.05612068916771746	0.23050477520624707	0.12964020559680184	0.15793521099682784	1.0	0.15513059015781647	0.1449299127514122	-0.18351606719781058	0.07047175305765871	0.015137036262164194	0.1361880905394937	0.002810275316509378	0.003963788726102764	-0.01071523485872288	0.03880667906882065	0.03053983296673471	-0.01059083635376673	-0.04279874018241345	0.002448388756636943	-0.13506850399488834	0.0666380173140101	-0.022759271929477357
PhsR	-0.09649365850348599	-0.15078795143934726	-0.18343690451283848	-0.1312686951162278	-0.007921922974707523	0.11986926848024608	0.02663824349311002	-0.2829443995227621	-0.27482456983562437	-0.2578272104766159	-0.19954085642716185	-0.2189809500653092	-0.22972445731152213	-0.21619894713628987	-0.2869025337713669	-0.2559046881272936	-0.235435479584509	-0.19346794759430255	-0.31894080327507335	-0.24193812870721682	-0.2921159620245291	-0.1426002680222334	-0.12524102210335253	-0.09574726747374909	-0.14379901725181085	-0.05554393246292076	-0.3150844496214327	-0.12161084754963218	-0.04032207903828647	-0.08124918716885966	-0.07400014701641495	-0.1149724909669722	-0.08952734222594161	-0.0078201423797434	-0.20494653691525636	0.1696399794177019	0.0956002510588009	0.24719679278036313	0.1399426635981702	0.24040011082775897	0.12028769981509858	0.20234547726617322	0.20816958908912023	0.28815782777592436	0.18116380455863976	0.23518668257459668	0.11144409700821596	-0.044065343141966966	0.05234349819904892	0.22336882460376248	0.15264262005869347	0.025281168893588387	0.06015798610129431	0.055046338443096164	0.0797111692894018	0.13880045914357284	0.11618254915154565	0.047480647550763075	0.14460195305652782	0.1682942137731763	0.013508546742738237	0.029386319557141324	0.046587240106077996	-0.0795415349644616	0.05952468462151755	-0.06922776800809721	0.061345426375875735	0.10281536434625758	0.020090358550418148	0.06114186518594749	0.15513059015781647	1.0	0.30339099015555465	-0.04760504605571922	0.07953022600946559	-0.05366664593358251	-0.0049363588557599335	-0.04140773871790377	-0.009403396079185302	0.013813888527630604	-0.0720436978021046	-0.04734494009081091	-0.035911586589841164	-0.2493341852746097	-0.049256153485137205	0.005558351380540681	0.03828646713900402	0.03400037319551487
RutR	-0.17934306280428158	-0.14636615003590595	-0.1435276023319065	-0.1475875171754754	-0.20190442802132869	-0.0621483621805927	-0.028492912112456248	-0.1756902703405692	-0.20796602789919197	-0.1743784315610316	-0.20586256226993344	-0.23508490197963258	-0.16045710796093887	-0.23351295723518667	-0.21642512623621013	-0.19461015204889992	-0.20444894289543175	-0.1959106818734415	-0.1848505238873402	-0.18792655964625588	-0.22011184556491056	-0.16812457944823608	-0.18108464187366766	-0.11553793871677287	-0.096504967458482	0.02151528687991586	-0.2825372771429056	-0.13733029499409108	-0.14306393517706997	-0.10184279421660042	-0.1234542072139824	-0.13483101593997207	-0.06906944263815303	-0.044087961051958995	-0.19024489542043868	0.1433466590519703	0.10644553889997795	0.20434716230046762	0.1744575942460037	0.13301027418561387	0.08305861996822184	0.2411804287224839	0.085693606482293	0.09856319726775647	0.16035532736597474	0.16476581981442004	0.21578051580143737	0.16744604214847528	0.15455383345301976	0.2592182119411256	0.24245834063703345	0.0903528959406506	0.22025886197985875	0.1485035425301525	0.16844123018812446	0.042527325262509116	0.010828324408683015	-0.08072897523904303	-0.05962646521648167	0.06641183821408983	0.09157426308022007	0.021470051059931806	-0.26443164019428783	-0.30671582292438265	-0.013056188542897694	0.23032383192631084	0.1477458425454196	0.10893350899910094	-0.01673159891660211	0.10081367931196318	0.1449299127514122	0.30339099015555465	1.0	-0.11150064178319602	-0.13657259500935817	-0.2176464933757796	0.16403073773967916	-0.09718350475824282	0.017805949641223402	0.08295683937325772	0.025009753973684063	-0.09047729444560676	0.025439494263532578	-0.05511419217307225	-0.06671717999898219	-0.29397063064387535	-0.035651480624932855	0.006270815545289537
GguR	0.004970285720747974	-0.18354999406279862	-0.09830309130284816	0.09683292715336639	0.22244149029408938	0.13572442338465715	0.08130573194383973	0.0962561704485697	0.19671361767815845	0.148933282820001	0.1698887764276142	0.19147757151500416	0.11260891937280536	0.11587720736665329	0.13190199659600454	0.05492193993814001	0.053564865338618387	0.10353913746600245	0.04977636541495383	0.13965993972326987	0.08553528111234882	-0.05393806085348683	0.027034056917970496	-0.07919095735958519	0.10384447925089482	-0.038173377589043885	-0.04715268785587868	-0.11271069996776947	0.026253739023245556	0.05503502948810015	0.11881753566561681	0.15478001255294005	0.26919271024760955	0.21518114118664866	0.2514376509038682	-0.2564022821471182	-0.11124053581828772	-0.11992581325522615	-0.33256809404526977	-0.22739481258234334	-0.20600957868488162	-0.06673979790897422	-0.06366376215005852	-0.1407682173128792	-0.11592244318663734	-0.055792729472833064	0.027916155407659557	-0.029013124042272874	-0.041373811852915734	-0.03881798802381666	0.13932067107338947	0.023516971914210268	-0.31419104217674765	-0.19220134463474903	-0.2024133309961493	0.07566256340082894	0.026570389763133938	-0.056131998122713474	-0.1575733244369554	-0.1215429938196561	-0.05817891897699193	-0.1828601478080418	-0.020305228695342407	-0.12261734454427739	0.2258794126128775	-0.04888295797026876	0.06748618893871113	-0.07551554698588077	0.17225234802178105	-0.006282124500285551	-0.18351606719781058	-0.04760504605571922	-0.11150064178319602	1.0	0.05719503989233875	-0.11826339687081215	0.013983522852570809	0.07735890665023099	0.16950427195774975	-0.16535388547421276	-0.14494122170640822	-0.08166761850371217	-0.02031653765033842	-0.10212551809150075	-0.041373811852915734	-0.1282944399522762	-0.03428309707041521	-0.062238833820560814
