	Rex	ModE	PhrR	AraR	MntR	Zur	CzrA	NsrR	RbkR	NadQ	FUR	SahR_SamR	KdgR	NagC	ThiR	Phr	ArgR	NrtR	BirA	XylR	AgaR	IscR	GulR	MetR	Irr	SiaR	LldR	NagR	VanR	NrdR	HutC	PhnF	HypR	NiaR	PsrA	CcpA	TyrR	HexR	HisR	TrpR	NagQ	NarP	CsoR	HcpR	FnrN_FixK	DasR	FadR	PdxR	SoxR	MetJ	PhsR	CadR-PbrR	ZntR	LiuQ	PhnR	NorR	PdhR	ExuR_UxuR	PrpR	AmtR	CblR	NikR	TtrR	GguR	LtbR	GlcC	RutR	FabR	SdaR	HrcA	GntR	NtrC	QorR	LiuR	PurR	FixJ	FruR	PaaR	BioQ	CueR	MerR	LexA	NmlR	NnrR	RbsR	FadP	AcnR	NifA
CsoR	-0.42597844583096994	-0.06231261648164654	-0.25127623369256946	-0.18693784944493963	-0.38335629203468113	-0.3248521189530832	-0.423061340247954	-0.48367231180617454	-0.33862733976176973	-0.3616400615833401	-0.45628393161008024	-0.38319423061340246	-0.5497933716878697	-0.5927396483267158	-0.391621424519893	-0.4429948950652297	-0.38319423061340246	-0.42030629608621667	-0.4271128757799206	-0.5160845960619075	-0.47492099505712665	-0.1830483753342517	-0.4115549793371688	-0.4444534478567377	-0.41771331334575806	-0.40798962806903816	-0.16068389919779597	0.08062555708613564	0.06879507333279312	0.07138805607325176	-0.034113929179158904	0.004780811927720606	0.09051130378413419	-0.1211409124058018	-0.022931691110931043	-0.03054857791102828	0.025524673851389675	0.0020257677659833075	-0.1449639413337655	0.29535694028036624	0.288712422007941	0.19374442913864354	1.0	0.11417227129081922	0.1462604327039948	0.4237095859330686	0.28287821084190906	0.3016773357102342	0.07025362612430111	0.20022688598979013	0.42597844583096994	0.4702212138400454	0.4784863463252573	0.06960538043918645	0.4956648569807957	0.2773681225184345	0.08532533830321692	0.11984442103557248	0.2951948788590876	-0.288226237744105	0.03476217486427356	-0.24771088242443887	0.16651811036382788	-0.041244631715420144	0.02001458552791508	0.19795802609188884	-0.07787051292439835	0.2849850093185317	0.15128433676363343	0.42160278745644597	0.48610323312535453	0.3029738270804635	0.23652864435621102	0.22453609918158982	0.2694271128757799	0.40426221537962886	0.3331172514382951	0.036544850498338874	0.11644113118872053	0.4256543229884126	0.22599465197309782	-0.054371606838991976	0.045458228668665425	0.12810955352078437	0.20881614131755935	0.13783323879750425	0.12292358803986711	0.08970099667774087
HcpR	-0.2337736001944737	-0.42646463009480595	-0.33992383113199903	-0.48124139048699455	-0.4839964346487319	-0.3848148448261891	-0.5838262701563893	-0.608135483348189	-0.370391378332388	-0.4592010371930962	-0.45077384328660564	-0.5139777975852848	-0.500364638197877	-0.524511789968398	-0.5736164006158334	-0.496961348351025	-0.576209383356292	-0.5308321853982659	-0.5658374523944575	-0.40993436512438214	-0.3263106717445912	-0.14917753828701077	-0.2545174621181428	-0.3196661534721659	-0.33749290981281904	-0.36828457985576535	-0.06150230937525322	-0.20525079004942873	-0.08030143424357832	-0.2434972854711936	-0.2546795235394214	-0.2678064986629933	0.062474677902925206	0.05858520379223726	0.07722226723928369	-0.10704156875455798	-0.23037031034762176	-0.04318936877076412	-0.12033060529940848	0.06685033627744916	0.21238149258568997	0.012559760149096507	0.11417227129081922	1.0	0.393566161575237	0.48302406612105986	0.5006887610404344	0.3903249331496637	0.41965805040110205	-0.04092050887286282	0.263592901709748	0.30767360829754475	0.1490154768657321	0.4480187991248683	0.48091726764443726	-0.043999675877157446	0.08013937282229965	0.46211814277611213	0.3841665991410745	0.07884288145207033	0.21643302811765658	-0.14107446722307754	0.12486832509521109	-0.09991086621829673	0.0657159063284985	0.17721416416821975	0.1921238149258569	-0.06134024795397456	0.025362612430111012	0.19034113929179158	0.29227777327607163	0.3841665991410745	0.18758609513005428	0.27850255246738514	0.29892229154849687	0.15533587229560003	0.40361396969451424	0.4924236285552224	0.6181832914674662	0.3538611133619642	0.39243173162628636	0.009804715987359209	-0.19633741187910217	0.2443075925775869	0.1610080220403533	0.14463981849120816	0.20865407989628068	0.0652297220646625
FnrN_FixK	-0.6275828539016287	-0.10136941900980471	-0.4288955514139859	-0.2917915890122356	-0.4384571752694271	-0.3616400615833401	-0.30264970423790616	-0.33797909407665505	-0.26748237582043594	-0.2127056154282473	-0.3104286524592821	-0.343327120978851	-0.5049023579936796	-0.45887691435053884	-0.4770277935337493	-0.42824730572887126	-0.38886638035815574	-0.38254598492828784	-0.4138238392350701	-0.2577586905437161	-0.17575561137671178	-0.19131350781946357	-0.10380034032898469	-0.17494530427031846	-0.16684223320638522	-0.16117008346163195	-0.0918077951543635	0.014504497204440484	0.20881614131755935	-0.3212867676849526	-0.2149744753261486	-0.12648893930799773	-0.009804715987359209	-0.09018718094157686	-0.18872052507900494	-0.16279069767441862	-0.2131917996920833	-0.17219026010858116	-0.23247710882424438	-0.2516003565351268	0.08808038246495421	-0.2700753585608946	0.1462604327039948	0.393566161575237	1.0	0.524025605704562	0.5190017016449234	0.500364638197877	-0.027955595170569645	0.21918807227939388	-0.034113929179158904	0.16749047889149987	0.21059881695162466	0.42225103314156065	0.3352240499149178	0.2516003565351268	0.2841747022121384	0.40296572400939956	0.41366177781379143	0.32193501337006725	0.23344947735191637	-0.1449639413337655	0.04886151851551738	0.1256786322016044	0.27850255246738514	0.24544202252653755	0.42354752451178995	-0.32387975042541123	-0.03233125354509359	0.3836804148772385	0.11822380682278584	0.2653755773438133	-0.006077303297949923	0.09747994489911677	0.004132566242605947	0.33571023417875373	0.3368446641277044	0.2875779920589904	0.40944818086054613	0.23280123166680172	0.2127056154282473	-0.19504092050887287	0.017745725630013774	0.2535450935904708	0.07592577586905437	0.13183696621019367	0.04480998298355077	0.11644113118872053
DasR	-0.5462280204197391	-0.3514301920427842	-0.5044161737298436	-0.37460497528563325	-0.5322907381897739	-0.4587148529292602	-0.4741106879507333	-0.5473624503686897	-0.39194554736245035	-0.3995624341625476	-0.38692164330281176	-0.44834292196742564	-0.6262863625313994	-0.655943602625395	-0.607649299084353	-0.6235313183696621	-0.5481727574750831	-0.5531966615347217	-0.5784782432541934	-0.47362450368689735	-0.21675715096021392	0.015638927153391134	-0.16651811036382788	-0.2063852199983794	-0.27169597277368124	-0.20460254436431408	0.04578235151122275	-0.055181913945385304	0.2209707479134592	-0.07803257434567701	-0.4348918240012965	-0.16651811036382788	-0.0895389352564622	0.0185560327364071	-0.14642249412527347	-0.36212624584717606	-0.33068633011911513	-0.34916133214488293	-0.43100234989060854	-0.3222591362126246	0.029900332225913623	-0.08840450530751155	0.4237095859330686	0.48302406612105986	0.524025605704562	1.0	0.5741025848796694	0.6458957945061178	0.236042460092375	0.08208410987764363	0.2718580341949599	0.3762255894984199	0.3588850174216028	0.40118304837533425	0.5783161818329147	0.2217810550198525	0.32436593468924724	0.39437646868163034	0.36504335143019206	0.05534397536666397	0.3648812900089134	-0.3870837047240904	0.17186613726602382	-0.04075844745158415	0.24365934689247223	0.44753261486103235	0.4814034519082732	-0.26472733165869866	-0.14739486265294546	0.288226237744105	0.314804310833806	0.263592901709748	0.0008913378170326554	-0.04724090430273074	0.004942873348999271	0.32063852199983794	0.49906814682764766	0.33846527834049106	0.41917186613726604	0.49728547119358235	0.4144720849201847	-0.07462928449882505	0.024552305323717688	0.09650757637144478	0.11255165707803258	0.2217810550198525	0.27785430678227047	0.13054047483996434
FadR	-0.2577586905437161	-0.19050320071307025	-0.3697431326472733	-0.11514463981849121	-0.24641439105420954	-0.21173324690057532	-0.31691110931042865	-0.37282229965156793	-0.17397293574264647	-0.11449639413337655	-0.15468762661048538	-0.17316262863625315	-0.49971639251276234	-0.4679523539421441	-0.447694676282311	-0.4021554169030062	-0.3791426950814359	-0.40717932096264486	-0.5995462280204198	-0.3536990519406855	0.09569726926505145	0.2475488210031602	0.12033060529940848	0.057774896685843936	-0.1893687707641196	-0.004456689085163277	0.1023417875374767	0.23652864435621102	0.396483267158253	-0.2987602301272182	-0.1106069200226886	-0.1793209626448424	0.005591119034113929	0.08451503119682359	-0.33554817275747506	-0.2522486022202415	-0.2447937768414229	-0.26116198039056804	-0.3616400615833401	-0.23409772303703102	0.02876590227696297	-0.07641196013289037	0.28287821084190906	0.5006887610404344	0.5190017016449234	0.5741025848796694	1.0	0.6731221132809335	0.08062555708613564	-0.02422818248116036	-0.03767928044728952	0.5339113524025606	0.40345190827323557	0.47249007373794666	0.5194878859087594	0.1276233692569484	0.33733084839154037	0.6288793452718581	0.4165788833968074	0.18223806822785835	0.5198120087513167	-0.11611700834616319	0.3444615509278016	-0.15014990681468277	0.4039380925370715	0.41495826918402073	0.43602625395024713	-0.4480187991248683	-0.2823920265780731	0.14058828295924156	0.11660319260999918	-0.0185560327364071	-0.13588850174216027	-0.15014990681468277	-0.21254355400696864	0.2686168057693866	0.3227453204764606	0.43100234989060854	0.3047565027145288	0.30832185398265943	0.19131350781946357	-0.30637711692731545	-0.14204683575074953	-0.08937687383518353	-0.14334332712097886	0.00040515355319666155	-0.08062555708613564	-0.15938740782756664
PdxR	-0.31934203062960864	-0.21157118547929665	-0.449153229073819	-0.2462523296329309	-0.27801636820354914	-0.32517624179564053	-0.41236528644356213	-0.4541771331334576	-0.25970342759906007	-0.2310185560327364	-0.2781784296248278	-0.260189611862896	-0.5329389838748886	-0.4765416092699133	-0.4480187991248683	-0.4596872214569322	-0.4353780082651325	-0.45984928287821086	-0.6228830726845475	-0.35450935904707886	-0.1697593387894012	0.13475407179320964	-0.06668827485617049	-0.11174134997163924	-0.22226723928368852	-0.17137995300218783	0.2794749209950571	0.06409529211571185	0.4193339275585447	-0.09051130378413419	-0.2016854387812981	-0.157280609350944	-0.045458228668665425	-0.11222753423547524	-0.36958107122599465	-0.24803500526699618	-0.18126569970018638	-0.21351592253464063	-0.30200145855279154	-0.17510736569159713	0.17591767279799045	-0.11660319260999918	0.3016773357102342	0.3903249331496637	0.500364638197877	0.6458957945061178	0.6731221132809335	1.0	0.27023741998217327	0.012397698727817843	0.18175188396402236	0.474758933635848	0.448667044809983	0.5360181508791833	0.4882100316019771	0.23588039867109634	0.36763633417065067	0.5094400777894822	0.3780082651324852	0.15857710072117331	0.40847581233287417	-0.07965318855846366	0.20427842152175674	-0.1883964022364476	0.3107527753018394	0.4100964265456608	0.4770277935337493	-0.32323150474029655	-0.14010209869540555	0.40442427680090753	0.3195040920508873	0.2063852199983794	-0.06701239769872781	-0.07543959160521838	-0.14917753828701077	0.2950328174378089	0.26732031439915727	0.2973016773357102	0.31318369662101936	0.4224130945628393	0.25792075196499475	-0.1986062717770035	-0.047078842881452074	0.06960538043918645	0.04578235151122275	0.10428652459282067	0.09261810226075683	0.05129243983469735
SoxR	-0.11757556113767118	-0.17267644437241714	-0.06604002917105584	-0.24690057531804555	-0.1294060448910137	-0.1778624098533344	-0.4250060773032979	-0.32809334737865653	-0.2563001377522081	-0.25176241795640547	-0.3183696621019366	-0.316262863625314	-0.2305323717689004	-0.22956000324122844	-0.1005591119034114	-0.16586986467871323	-0.22064662507090188	-0.17348675147881046	-0.17413499716392514	-0.006077303297949923	-0.343327120978851	-0.078518758609513	-0.21059881695162466	-0.23733895146260434	-0.31820760068065795	-0.3387894011830484	-0.008346163195851228	-0.3263106717445912	-0.1467466169678308	-0.014342435783161819	-0.17413499716392514	-0.12454420225265375	-0.11935823677173649	-0.0822461712989223	0.3165869864678713	0.13977797585284824	0.03362774491532291	-0.09537314642249413	0.23993193420306297	0.3092942225103314	0.32874159306377115	0.34429948950652295	0.07025362612430111	0.41965805040110205	-0.027955595170569645	0.236042460092375	0.08062555708613564	0.27023741998217327	1.0	0.23344947735191637	0.3692569483834373	0.2841747022121384	0.2323150474029657	0.4632525727250628	0.06668827485617049	-0.04270318450692812	-0.07997731140102099	0.06749858196256381	-0.052102746941090676	-0.13102665910380035	-0.16797666315533588	-0.41236528644356213	-0.30264970423790616	-0.4392674823758204	-0.21951219512195122	0.041406693136698806	0.007697917510736569	0.25694838343732274	0.3258244874807552	0.35580585041730817	0.46260432703994814	0.5198120087513167	0.14820516975933878	0.24463171542014422	0.16457337330848393	0.08645976825216757	-0.014828620046997813	0.1178996839802285	0.3060529940847581	0.22194311644113118	0.09780406774167409	-0.06685033627744916	-0.05696458957945061	0.1830483753342517	0.1238959565675391	0.10169354185236204	0.03200713070253626	-0.060043756583745236
MetJ	-0.3554817275747508	0.2503038651648975	0.12713718499311238	0.1921238149258569	-0.0418928774005348	0.01904221700024309	0.022445506847095047	0.047078842881452074	-0.09650757637144478	0.07754639008184101	-0.010939145936309862	-0.007049671825621911	-0.10704156875455798	-0.07657402155416904	0.06717445912000648	-0.01337006725548983	0.0054290576128352645	0.07932906571590632	0.06458147637954785	-0.018393971315128432	-0.2546795235394214	0.009804715987359209	-0.06587796774977717	-0.05566809820922129	-0.008022040353293899	-0.12357183372498177	0.052750992626205334	-0.017745725630013774	0.01337006725548983	0.09715582205655944	-0.060854063690138564	0.23458390730086703	-0.031683007859978934	0.07446722307754639	0.23993193420306297	0.2757475083056478	0.2533830321691921	0.15160845960619074	0.3538611133619642	0.24803500526699618	0.32874159306377115	0.1806174540150717	0.20022688598979013	-0.04092050887286282	0.21918807227939388	0.08208410987764363	-0.02422818248116036	0.012397698727817843	0.23344947735191637	1.0	0.2997325986548902	0.031034762174864273	0.13734705453366827	0.3264727331658699	0.01547686573211247	0.4335953326310672	0.21562272101126326	0.18466898954703834	0.05388542257515598	0.008022040353293899	-0.185317235232153	-0.45433919455473626	-0.4951786727169597	-0.11352402560570456	-0.12551657078032574	-0.09829025200551009	-0.14577424844015882	0.1206547281419658	0.3580747103152095	0.16943521594684385	0.24025605704562028	0.2686168057693866	0.08727007535856089	0.03670691191961754	0.04643059719633741	0.029576209383356294	-0.2516003565351268	-0.12357183372498177	-0.05664046673689328	-0.14237095859330687	-0.19439267482375822	-0.26213434891824	-0.09780406774167409	0.007535856089457904	-0.051940685519812006	-0.15971153067012397	-0.23814925856899766	-0.09666963779272345
PhsR	-0.04367555303460011	0.03622072765578154	0.09861437484806741	0.009318531723523215	-8.103071063933231e-05	0.014504497204440484	-0.18483105096831698	-0.1384814844826189	0.014342435783161819	-0.08791832104367556	-0.14188477432947086	-0.09391459363098614	-0.08208410987764363	-0.1339437646868163	0.004942873348999271	-0.06685033627744916	-0.08419090835426626	-0.05307511546876266	-0.025848796693947004	-0.18175188396402236	-0.37833238797504254	0.11563082408232721	-0.17640385706182643	-0.15971153067012397	-0.10882424438862329	-0.23685276719876833	0.1908273235556276	0.04043432460902682	0.04318936877076412	0.39437646868163034	-0.09504902357993679	0.08645976825216757	0.1133619641844259	0.1632768819382546	0.37881857223887855	0.33344137428085246	0.25192447937768414	0.35467142046835753	0.1911514463981849	0.4081516894903168	0.5716716635604894	0.41042054938821815	0.42597844583096994	0.263592901709748	-0.034113929179158904	0.2718580341949599	-0.03767928044728952	0.18175188396402236	0.3692569483834373	0.2997325986548902	1.0	0.15290495097642007	0.18953083218539826	0.1206547281419658	0.3295519001701645	0.33068633011911513	0.23263917024552305	0.14139859006563488	0.23004618750506442	-0.3971315128433676	-0.16035977635523863	-0.30183939713151287	0.06992950328174379	-0.37266023823028926	-0.28206790373551577	-0.12908192204845637	-0.24317316262863625	0.20395429867919943	0.2204845636496232	0.12081678956324447	0.23085649461145774	0.1554979337168787	0.07495340734138238	8.103071063933231e-05	0.2788266753099425	-0.010452961672473868	-0.11660319260999918	-0.2571104448586014	-0.06150230937525322	-0.008994408880965886	-0.07527753018393972	-0.07738432866056236	-0.3575885260513735	-0.13232315047402965	-0.02925208654079896	-0.2653755773438133	-0.1211409124058018	-0.09877643626934608
CadR-PbrR	-0.049671825621910706	-0.05323717689004132	-0.06215055506036788	0.04594441293250142	-0.08727007535856089	0.013045944412932501	-0.30005672149744755	-0.2721821570375172	-0.05177862409853334	-0.02390405963860303	-0.08451503119682359	-0.12973016773357102	-0.36504335143019206	-0.24365934689247223	-0.17526942711287577	-0.210436755530346	-0.14788104691678147	-0.1908273235556276	-0.41366177781379143	-0.2525727250627988	-0.1412365286443562	0.21481241390486994	-0.025524673851389675	-0.0318450692812576	-0.24819706668827485	-0.06279880074548254	0.14058828295924156	0.15387731950409206	0.29211571185479296	-0.16408718904464792	0.043027307349485455	-0.08532533830321692	0.15695648650838667	-0.07592577586905437	-0.17202819868730249	-0.11708937687383518	-0.008832347459687221	0.04999594846446803	0.019366339842800423	0.0862977068308889	0.4318126569970019	0.28482294789725304	0.4702212138400454	0.30767360829754475	0.16749047889149987	0.3762255894984199	0.5339113524025606	0.474758933635848	0.2841747022121384	0.031034762174864273	0.15290495097642007	1.0	0.5932258325905518	0.4687626610485374	0.5612997325986548	0.13831942306134024	-0.004132566242605947	0.37638765091969856	0.2783404910461065	-0.12097885098452313	0.28660562353131835	-0.3209626448423953	0.11822380682278584	-0.39016287172838504	-0.014666558625719148	0.10023498906085407	0.041568754557977476	-0.04254112308564946	0.007697917510736569	0.3271209788509845	0.3195040920508873	0.0762498987116117	0.12810955352078437	-0.09132161089052751	-0.09488696215865813	0.2209707479134592	0.15582205655943604	0.10768981443967264	0.1554979337168787	0.3331172514382951	0.16684223320638522	-0.35272668341301355	-0.18823434081516896	-0.05469572968154931	-0.13135078194635766	-0.12632687788671906	-0.09991086621829673	-0.23766307430516165
ZntR	-0.07543959160521838	-0.05647840531561462	-0.01823190989384977	0.0968316992140021	0.03508629770683089	-0.015314804310833806	-0.14269508143586418	-0.15517381087432136	-0.0684709504902358	-0.002998136293655295	-0.031683007859978934	-0.04416173729843611	-0.2196742565432299	-0.21140912405801798	-0.11822380682278584	-0.11773762255894984	-0.07398103881371039	-0.08889068957134755	-0.2796369824163358	-0.25062798800745484	-0.10299003322259136	0.2347459687221457	0.06830888906895713	-0.014990681468276477	-0.04318936877076412	0.049671825621910706	0.2081678956324447	0.19147556924074224	0.1898549550279556	0.1670042946276639	-0.026821165221618995	-0.07203630175836642	0.057450773843286604	-0.07462928449882505	-0.26796856008427195	-0.22064662507090188	-0.12746130783566972	-0.028603840855684303	-0.020500769791751073	0.09829025200551009	0.42111660319261	0.31140102098695405	0.4784863463252573	0.1490154768657321	0.21059881695162466	0.3588850174216028	0.40345190827323557	0.448667044809983	0.2323150474029657	0.13734705453366827	0.18953083218539826	0.5932258325905518	1.0	0.2146503524835913	0.43343327120978853	0.37509115954946926	-0.012073575885260514	0.23814925856899766	0.22712908192204845	-0.14755692407422413	0.06733652054128515	-0.2465764524754882	0.14285714285714285	-0.4924236285552224	0.06263673932420387	0.21902601085811524	0.1545255651892067	-0.13912973016773358	0.029738270804634957	0.22972206466250708	0.27931285957377844	0.03476217486427356	-0.04318936877076412	-0.18175188396402236	-0.14528806417632284	0.2676444372417146	0.05890932663479459	-0.004618750506441942	0.09359047078842882	0.2127056154282473	0.10898630580990196	-0.4690867838910947	0.024714366744996354	-0.08483915403938093	-0.10768981443967264	-0.10817599870350864	-0.16894903168300787	-0.14642249412527347
LiuQ	-0.2613240418118467	0.06620209059233449	-0.05890932663479459	-0.05177862409853334	-0.13588850174216027	-0.04497204440482943	-0.2851470707398104	-0.27850255246738514	-0.21659508953893525	-0.05226480836236934	-0.14577424844015882	-0.17640385706182643	-0.4851308645976825	-0.28174378089295843	-0.24268697836480027	-0.1994165788833968	-0.20233368446641278	-0.2003889474110688	-0.32242119763390326	-0.0013775220808686492	-0.21562272101126326	0.23717689004132567	0.0005672149744753262	-0.01758366420873511	-0.2994084758123329	-0.236042460092375	0.00105339923831132	0.05161656267725468	0.26602382302892796	-0.2846608864759744	0.010939145936309862	0.10444858601409934	0.007049671825621911	0.16262863625313995	0.14188477432947086	0.13912973016773358	-0.027307349485454987	0.06587796774977717	0.27720606109715584	0.14755692407422413	0.36893282554087997	0.25062798800745484	0.06960538043918645	0.4480187991248683	0.42225103314156065	0.40118304837533425	0.47249007373794666	0.5360181508791833	0.4632525727250628	0.3264727331658699	0.1206547281419658	0.4687626610485374	0.2146503524835913	1.0	0.45628393161008024	0.20573697431326474	0.2681306215055506	0.4770277935337493	0.4256543229884126	0.11238959565675391	0.2904950976420063	-0.3047565027145288	0.0007292763957539907	-0.30038084434000484	-0.17494530427031846	-0.08597358398833158	0.20849201847500204	-0.17332469005753182	0.025200551008832346	0.3592091402641601	0.2708856656672879	0.2819058423142371	0.20978850984523134	-0.006725548983064582	-0.0036463819787699537	0.0812738027712503	0.04043432460902682	0.28028522810145046	0.2861194392674824	0.16846284741917186	-0.014180374361883154	-0.23814925856899766	-0.3486751478810469	-0.03362774491532291	-0.17413499716392514	-0.18369662101936635	-0.1294060448910137	-0.31448018799124866
PhnR	-0.2699132971396159	-0.0757637144477757	-0.06830888906895713	-0.07738432866056236	-0.2987602301272182	-0.11368608702698323	-0.3804391864516652	-0.41479620776274206	-0.17462118142776112	-0.1861275423385463	-0.17802447127461307	-0.23263917024552305	-0.49420630418928774	-0.4313264727331659	-0.41965805040110205	-0.3619641844258974	-0.3455959808767523	-0.38141155497933715	-0.5113848148448262	-0.3203143991572806	-0.17980714690867838	0.22712908192204845	0.0007292763957539907	-0.09926262053318208	-0.2044404829430354	-0.1830483753342517	0.11644113118872053	0.19196175350457823	0.338951462604327	-0.08483915403938093	-0.08662182967344624	-0.15938740782756664	0.2274532047646058	0.22307754639008184	-0.019366339842800423	0.028279718013126974	-0.06976744186046512	0.12648893930799773	-0.0013775220808686492	0.051940685519812006	0.4392674823758204	0.369419009804716	0.4956648569807957	0.48091726764443726	0.3352240499149178	0.5783161818329147	0.5194878859087594	0.4882100316019771	0.06668827485617049	0.01547686573211247	0.3295519001701645	0.5612997325986548	0.43343327120978853	0.45628393161008024	1.0	0.3318207600680658	0.26975123571833726	0.4554736245036869	0.6533506198849364	-0.17024552305323717	0.343327120978851	-0.25062798800745484	0.3122113280933474	-0.1422088971720282	-0.020824892634308402	-0.02309375253220971	0.08321853982659427	-0.12778543067822704	-0.04578235151122275	0.1251924479377684	0.3007049671825622	0.022283445425816385	0.15987359209140264	-0.02811765659184831	0.08970099667774087	0.013694190098047159	0.1883964022364476	0.16019771493395998	0.24398346973502957	0.20233368446641278	0.15792885503605866	-0.22907381897739243	-0.3159387407827567	-0.09537314642249413	-0.06944331901790779	-0.17348675147881046	0.04432379871971477	-0.10979661291629528
NorR	-0.19812008751316748	0.3473786565108176	0.21983631796450856	0.2127056154282473	0.1289198606271777	0.14950166112956811	0.06604002917105584	0.12713718499311238	0.016935418523620453	0.21627096669637794	0.13588850174216027	0.12713718499311238	-0.05874726521351592	0.0064014261405072525	0.16165626772546796	0.13297139615914433	0.16927315452556518	0.18272425249169436	0.17332469005753182	0.027793533749290982	-0.15128433676363343	0.3104286524592821	0.14950166112956811	0.07657402155416904	0.09569726926505145	0.14139859006563488	0.21254355400696864	0.18077951543635037	0.27104772708856656	0.23717689004132567	0.07479134592010372	0.08889068957134755	0.2992464143910542	0.24771088242443887	0.06182643221781055	0.18515517381087432	0.25322097074791344	0.40053480269021957	0.26245847176079734	0.23685276719876833	0.5248359128109553	0.2525727250627988	0.2773681225184345	-0.043999675877157446	0.2516003565351268	0.2217810550198525	0.1276233692569484	0.23588039867109634	-0.04270318450692812	0.4335953326310672	0.33068633011911513	0.13831942306134024	0.37509115954946926	0.20573697431326474	0.3318207600680658	1.0	0.3154525565189207	0.36277449153229074	0.3525646219917349	0.18126569970018638	0.038813710396240174	-0.32387975042541123	-0.05177862409853334	-0.2846608864759744	-0.23539421440726035	-0.2274532047646058	-0.08937687383518353	-0.18288631391297303	-0.014990681468276477	0.05323717689004132	-0.015638927153391134	-0.050320071307025364	-0.0318450692812576	-0.28304027226318773	-0.0973178834778381	0.0900251195202982	-0.3332793128595738	-0.20363017583664209	-0.0812738027712503	-0.1462604327039948	-0.23166680171785106	-0.31448018799124866	-0.3381411554979337	-0.22259136212624583	-0.2786646138886638	-0.345758042298031	-0.3575885260513735	-0.2768819382545985
PdhR	-0.03605866623450288	0.22291548496880317	0.045458228668665425	0.17364881290008913	0.037355157604732195	0.1073656915971153	0.09099748804797018	0.0158009885746698	0.156794425087108	0.15128433676363343	0.12243740377603111	0.13896766874645491	-0.1106069200226886	-0.0812738027712503	-0.1000729276395754	-0.08208410987764363	-0.020500769791751073	-0.04497204440482943	-0.15258082813386273	0.12422007941009643	0.07219836317964509	0.2981119844421036	0.21432622964103396	0.14058828295924156	0.10039705048213272	0.044647921562272104	0.3982659427923183	0.2287496961348351	0.24835912810955352	0.13831942306134024	0.07560165302649705	0.12308564946114578	0.05339923831131999	0.447208492018475	0.034113929179158904	0.17300056721497448	0.22615671339437646	0.21935013370067255	0.060043756583745236	0.03216919212381492	0.10687950733327932	0.07527753018393972	0.08532533830321692	0.08013937282229965	0.2841747022121384	0.32436593468924724	0.33733084839154037	0.36763633417065067	-0.07997731140102099	0.21562272101126326	0.23263917024552305	-0.004132566242605947	-0.012073575885260514	0.2681306215055506	0.26975123571833726	0.3154525565189207	1.0	0.36909488696215864	0.3248521189530832	-0.041568754557977476	0.2613240418118467	0.04043432460902682	0.1467466169678308	-0.11611700834616319	0.006887610404343246	-0.03119682359614294	-0.05809901952840126	-0.185317235232153	-0.030224455068470952	-0.09067336520541285	-0.14285714285714285	-0.18564135807471033	-0.11935823677173649	-0.34413742808524433	-0.1958512276152662	-0.04772708856656673	-0.13880560732517624	-0.13977797585284824	-0.11935823677173649	-0.13912973016773358	-0.1183858682440645	-0.2750992626205332	-0.3639089214812414	-0.36520541285147073	-0.37784620371120653	-0.3624503686897334	-0.21302973827080462	-0.2387975042541123
ExuR_UxuR	-0.1459363098614375	0.1775382870107771	-0.00948059314480188	0.2528968479053561	0.03848958755368285	0.11919617535045782	-0.00948059314480188	-0.04772708856656673	0.09326634794587149	0.12681306215055507	0.14156065148691355	0.08386678551170894	-0.14804310833806011	-0.08743213677983956	-0.0679847662263998	-0.07333279312859574	-0.026497042379061666	-0.005915241876671258	-0.23685276719876833	-0.038165464711125516	0.06425735353699052	0.39389028441779433	0.2603516732841747	0.24090430273073496	0.11044485860140993	0.13037841341868567	0.3216108905275099	0.30961834535288874	0.39567296005185965	0.014990681468276477	0.20930232558139536	0.09974880479701807	0.38838019609431973	0.4280852443075926	-0.19617535045782353	0.03476217486427356	-0.06685033627744916	0.16586986467871323	0.022283445425816385	0.10704156875455798	0.32922777732760716	0.18142776112146503	0.11984442103557248	0.46211814277611213	0.40296572400939956	0.39437646868163034	0.6288793452718581	0.5094400777894822	0.06749858196256381	0.18466898954703834	0.14139859006563488	0.37638765091969856	0.23814925856899766	0.4770277935337493	0.4554736245036869	0.36277449153229074	0.36909488696215864	1.0	0.5708613564540961	0.22696702050076978	0.40750344380520215	-0.2428490397860789	-0.11757556113767118	-0.22696702050076978	0.1650595575723199	0.06441941495826918	0.10347621748642735	-0.36358479863868404	-0.2825540879993518	-0.021635199740701726	-0.05080625557086136	-0.1815898225427437	-0.16846284741917186	-0.37573940523458393	-0.342354752451179	0.08370472409043027	-0.02309375253220971	0.03216919212381492	0.15565999513815737	-0.028603840855684303	-0.15014990681468277	-0.5447694676282311	-0.5433109148367231	-0.3528887448342922	-0.4548253788185722	-0.38060124787294386	-0.34543391945547364	-0.4528806417632283
