	FabR	HypR	CadR-PbrR	TrpR	AraR	LiuR	PhrR	CueR	FruR	RbsR	NiaR	GntR	SdaR	HexR	RutR	HrcA	PaaR	NadQ	PdxR	Rex	LexA	SoxR	GlcC	LiuQ	MerR	NtrC	NagQ	PhnR	TyrR	QorR	FnrN_FixK	PhsR	AmtR	ZntR	HcpR	NagR	NikR	PsrA	LldR	NrdR	KdgR	NagC	SahR_SamR	FUR	NsrR	ModE	ThiR	Phr	BirA	Zur	MntR	ArgR	NrtR	HisR	RbkR	AgaR	XylR	CzrA	IscR	PhnF	HutC	MetR	CcpA	ExuR_UxuR	NifA	PurR	CsoR	GguR	CblR	LtbR	NnrR	FixJ	AcnR	MetJ	FadR	GulR	TtrR	PdhR	VanR	BioQ	SiaR	NarP	NmlR	NorR	FadP	Irr	DasR	PrpR
FUR	0.16013915385478622	0.07002830459232659	0.17097719422935448	0.08311574957293733	0.12462748912081198	0.07265177870048255	0.09212334318383023	0.16176510929063953	0.08214316886744223	0.2000698263070612	0.237297223157396	0.21659372311375455	0.2919163580593274	0.26269404855422135	0.25084851432062744	0.3704460155363533	0.30464968391127073	0.23667377398720682	0.22281325203556154	0.36370278931158745	0.43454656541852144	0.30748762453397177	0.13287198094739336	0.09417823164877367	0.1701592289180663	-0.058212695918901734	0.23549171436052818	0.2591329068941009	0.15640843402037433	0.09353981969849998	0.2520056359804985	0.22904275614409159	0.24886843975610667	0.2326687365179117	0.2907043728724797	0.3026446713799424	0.38673549545505553	0.4148505592339057	0.46213793189441266	0.6007980149378421	0.5606778139378297	0.6622451651516852	0.6515368022045163	1.0	0.6797216922904276	0.492402648412075	0.520507737004202	0.47201336675020883	0.5480392523597551	0.7387398845372137	0.5507874163019489	0.6016209678424917	0.652195164528236	0.3340365839973067	0.44088080898764326	0.4295888976171773	0.38686517288245487	0.5445030486664423	0.46399331662489557	0.49458721430441777	0.5343233706155938	0.6507687128268432	0.33259018192246786	0.3263058142869612	0.3712988940011721	-0.2355316151074203	-0.10388408833027843	-0.2515916657314929	0.07294105911545032	-0.04808788139502986	-0.045474382473596926	-0.04876619409219567	0.11693163256399705	-0.039274803925235975	0.2351226324517762	0.2381750395890223	0.17690744273619372	0.324914275739099	0.2794673250289904	0.14503173356276264	0.17368046983129465	0.165715283232958	0.15279741642663874	0.09085649447000586	0.24006533747303582	0.07597351587925036	0.010715844337211186	0.1249018067556952
NsrR	0.20578062070599384	0.11759498248107832	0.11299642140176311	0.22544171373707902	0.30111846781131935	0.14526615045075375	0.21417972792678214	0.2295415154802429	0.047733762266362424	0.22081322709759474	0.190398882779087	0.30778189254230104	0.29891395154553047	0.352251274953553	0.2743749922068854	0.28996122146161424	0.2725694834100176	0.3195576004688338	0.3473584458659085	0.43047170164216514	0.389149490642028	0.38727415553809896	0.22103766879886283	0.20084290327809573	0.12227833264753925	0.12133068990885174	0.27339243631466725	0.21290290402623474	0.19773064502051146	0.142722477836382	0.14055287472412376	0.0679185526004065	0.28782653150288656	0.2899113455279991	0.3230788413820621	0.36545343458147855	0.3445853439569072	0.47218793251786184	0.5419344380852629	0.5927530268457213	0.6421800770583175	0.6415765782615743	0.626947966932256	0.6797216922904276	1.0	0.5173007144727491	0.5719996508684647	0.5155201436426888	0.5935111410366712	0.6652676467287622	0.5446975648075413	0.6239903240688787	0.7267596852828588	0.442676342597788	0.4943428222297036	0.46552949538024163	0.30478434893203155	0.5398246860933428	0.5038691255501939	0.5585281611990175	0.500916470280178	0.6159453359767578	0.43496552326088855	0.19883789074676742	0.22324218506465168	-0.1770470953503161	-0.09480168081896283	-0.18259828676168033	0.05410790658237634	0.05868651728824549	-0.023608773176722903	-0.05513036322148655	-0.0191997406451452	-0.14458783775358794	0.05261162857392237	0.1813114876744099	0.19965086846469407	0.31912866743974366	0.27915310664721504	0.23988578411202136	0.2449531789673188	0.25673886208057456	0.13323607526278383	0.10573947306076135	0.19647377149341014	0.1433259766331251	0.021239666330004115	0.14557538123916758
ModE	0.3307996359056846	0.27377648100350377	0.3507300589782915	0.28213069988403844	0.30340777316425394	0.3149291138293495	0.38413197172034563	0.36344842205015027	0.14202421476577015	0.31449519320689784	0.29692390179428674	0.37039115200937667	0.3613536328383147	0.38323919250863475	0.34125861918477784	0.42859636653823613	0.3993291686928765	0.2845646454444569	0.4380029676180501	0.6019102482574595	0.44884100799261833	0.3664858664073118	0.18253843564134217	0.3245501814237085	0.278375042082819	0.34636591478696743	0.4652053018117433	0.3751493160762603	0.37006695844087834	0.24260901008740757	0.2701255626628761	0.17847853464507038	0.32896918914200923	0.20246885871394904	0.2775471015848078	0.4467362435940598	0.2837466801331687	0.3830396887741742	0.42460629184902554	0.42957892243045426	0.4993403907779399	0.46576391226823277	0.45419768326288357	0.492402648412075	0.5173007144727491	1.0	0.5474906170899887	0.4921532687439993	0.5114153543061635	0.5976508435267273	0.6053167745233731	0.5390017331886932	0.5724285838975548	0.4522525218518934	0.5027918053841071	0.33400167084377613	0.3901819224678612	0.5145425753438322	0.5053504407785633	0.355612912879213	0.37409194628361947	0.41145899574807665	0.25135226125014026	0.24861407249466952	0.16915672265240214	-0.03473110637289742	0.05139465579371314	0.003069863714011397	0.0131697402710757	0.21751144029227298	0.07163929724809537	-0.040985548448235015	-0.12248781156872281	-0.007488871432312124	0.1612613623611267	0.10988416314417886	0.16268282646915797	0.2920909238269804	0.17190488659459593	-0.0022868115562538188	-0.012481452387186873	0.20639908228282147	0.19916707190862729	0.21221960373570742	0.14475242833451787	0.236364543198793	0.06674646816045088	0.0207059938403222
ThiR	0.21693287946233744	0.16507687128268433	0.2638810957742615	0.2027082631953017	0.2346288607089864	0.12160999513709647	0.27255950822329456	0.13245302310502624	0.06815296948839761	0.21249890896395218	0.19893764261399768	0.21033928103841693	0.2626242222471602	0.34461028192371473	0.3263556902205763	0.2869437274778987	0.3975336350827317	0.3370141772341301	0.39913465255177744	0.4587314056284991	0.6025636229878178	0.4143069115575007	0.2654571752764997	0.15569520816967794	0.2440454369755234	0.27883888826543973	0.3790346513048791	0.4146211299392761	0.3437175027120039	0.3266100574820135	0.19537650095387724	0.2722153642813501	0.3596578510954002	0.2998466315041335	0.23612513871744037	0.26098330403122233	0.3094277983516004	0.3119066322522725	0.43133954288706844	0.5471115599945137	0.4738837142607763	0.5289168194117133	0.48384393820371824	0.520507737004202	0.5719996508684647	0.5474906170899887	1.0	0.5151161485804062	0.41919475305178366	0.5770470953503161	0.5577251586678138	0.5654609159715208	0.6514669758974551	0.42985822765869897	0.502402773101909	0.25873888701854136	0.34343819748375914	0.355253806157184	0.43909026297086	0.38390753001907757	0.30602127208568686	0.4284267883639447	0.2585643212508884	0.18640880808987642	0.2165039464332473	0.015758301225701068	-0.07406825521515231	-0.06685120762104266	0.04934974251549271	0.07413808152221349	0.11863738949363459	-0.10025810795645831	-0.1941894537338371	-0.0421476577014676	0.06259180289031036	-0.03854162770109353	0.08930535293457524	0.28273419868078153	0.24930734797191986	0.07117545106547463	0.14571503385328993	0.17092731829573934	0.17044850933303407	0.07391862741430691	0.0768114315639846	0.1762241424456664	0.07260190276686741	0.09246748712577464
Phr	0.2542999289267946	0.2764199054851058	0.013872990935049066	0.18349106597339118	0.21830446763675357	0.0910958989513585	0.289676928640008	0.17155575505929002	0.07244229977929899	0.024571378695494955	0.1543286075886233	0.08652726343221237	0.13029838277285252	0.37128393122108755	0.37664559408471426	0.209611092407636	0.29746754947069165	0.4537088991134553	0.32260502001271835	0.4061871095649572	0.5174154291200639	0.3952443297297971	0.22808015062531953	0.3150139029164952	0.3072581952393421	0.21377074527113804	0.348470679185526	0.3605256923403035	0.4013341812242048	0.19546627763438446	0.12853277472287683	0.2197059813713388	0.3362859886033492	0.1682390054738837	0.15763039439394505	0.30164715270763975	0.30635544084090827	0.4240975573261512	0.4241374580730433	0.5217097470043267	0.5103829224803301	0.5972318856843601	0.5348520555119141	0.47201336675020883	0.5155201436426888	0.4921532687439993	0.5151161485804062	1.0	0.5839598997493735	0.48909587401339166	0.5842641429444257	0.5986733001658375	0.6928141248643999	0.34543323482836447	0.4530006608561204	0.3928153717627402	0.3619621192284193	0.5265876133118866	0.5038741131435555	0.2782703026222272	0.35964288831531566	0.45403309268195363	0.34313894188206834	0.23874362523223483	0.36812678462324966	-0.018745869649247498	-0.16557064302547414	-0.07153455778750359	-0.1015349318570057	0.09297622164864898	-0.05087594608411576	-0.27448471926083867	-0.23777603212010126	-0.06432748538011696	-0.07548473172982206	0.037449344754922134	0.013015124876868789	0.07752465741468098	0.06294093442561628	-0.0013790695644584096	0.2390678188007332	0.11824336961807504	0.025603810521328197	0.005054925871893664	0.12053267497100961	0.12266736492973727	0.09992892679459843	0.06441227446726268
BirA	0.21984064639209966	0.16229878178032145	0.11186922530206113	0.22353146547961944	0.22453895933864512	0.14569009588648238	0.323028965448447	0.24719260838663823	0.16816917916682253	0.1545630244766144	0.2253619122432948	0.32921856881008493	0.2926245963166623	0.39984289080911234	0.3557725158667814	0.3239317198468809	0.3246200077307697	0.39168318806967667	0.3427299592264243	0.5659945884612028	0.24911781942418235	0.33920871831319593	0.16379007219541392	0.2696367785134478	0.3077270290153244	0.21293781717976534	0.3763563136697465	0.2558909712091173	0.48846743724984104	0.1518447860945897	0.2850035536602701	0.144423247172658	0.36605194578486017	0.13334580231673712	0.27883888826543973	0.3151635307173406	0.4304667140488036	0.43253157770047007	0.4083567126772154	0.4957293731842043	0.5155500692028578	0.6573822616242098	0.515405428995374	0.5480392523597551	0.5935111410366712	0.5114153543061635	0.41919475305178366	0.5839598997493735	1.0	0.6359306225763414	0.6107732016608686	0.5036496714422873	0.6334517886756693	0.3691941296026135	0.42400279305228245	0.3274778987269168	0.3394431352011871	0.5100288033516628	0.42724472873726604	0.36223643686330254	0.4522525218518934	0.4737241112732079	0.2824798314193444	0.29365702814249556	0.24870384917517674	-0.10896145837229891	-0.06450205114776993	-0.14240327186124516	0.0045910796892729335	0.09559470816344344	-0.05642713749547999	-0.2373421114976496	0.035224878115687225	-0.01397274280227933	-0.06847716305689597	0.09202359131659996	0.026157433384456166	0.1957056821157371	0.0278282771605631	0.0785122009002606	0.24151672714123618	0.11804885347697602	0.004611030062718987	-0.04519008965199067	0.13765009538772305	0.13361014476489733	0.13216374269005848	0.11154004414020124
Zur	0.23601042407012557	0.19820446638985523	0.2028229778426165	0.22759635406925274	0.24036958066808814	0.1320290776692976	0.27769174179229167	0.31117844362149155	0.12294667015798202	0.1486826519033903	0.2601553635332111	0.3298869063205277	0.3393433833339568	0.3857978279030911	0.4445067893614634	0.4219129914338084	0.3853240065337473	0.29420067581890047	0.3377074527113804	0.5256200201997531	0.5031908128530281	0.3491888926295839	0.275168019551366	0.19674808912829336	0.27685881370091897	0.1805234479232908	0.42392797915185976	0.3958627913066248	0.3986558435890722	0.20417461564358658	0.3606503821743413	0.26437486751705136	0.3186249205102308	0.22692302896544844	0.34657040611478945	0.32192670731555256	0.34014638586516044	0.43907530019077545	0.44861157869798873	0.5369667950971957	0.5656005685856432	0.6365141709996384	0.660659110462724	0.7387398845372137	0.6652676467287622	0.5976508435267273	0.5770470953503161	0.48909587401339166	0.6359306225763414	1.0	0.6151971969725308	0.6330178680532176	0.6884998566066909	0.3571042032943054	0.518437885759174	0.4505517525156174	0.3531540293519869	0.5069265202808015	0.5077843863389818	0.3934587713063754	0.48411326824524	0.5462337435628873	0.26834499183281585	0.2521203506278133	0.2855771268968441	-0.03879599496253071	-0.03154403421489046	-0.13936083991072207	-0.01631691168219055	0.13377473534582726	0.04489083405029988	-0.19632414369256473	0.023045175126871906	0.021409244504295565	0.08615319393009888	0.11134552799910223	0.08807341737428147	0.29402112245788603	0.19859349867205328	0.05246698836643848	0.1392561004501303	0.19072307634758537	0.2680207982643175	0.08524046434494195	0.1707278145612788	0.08436763550667714	0.034985473634334595	0.10430304617264555
MntR	0.30357236374518387	0.16531128817067545	0.13395428870684173	0.40550380927442986	0.2862504520006484	0.21597027394356538	0.3271836307185875	0.1495006172146785	0.06642726218531403	0.17830895647077893	0.2916021396775521	0.2665295078492251	0.2890135787229267	0.36570780184291574	0.34903926482873854	0.3335128866943478	0.3865210289405105	0.3751343532961758	0.4718737141360865	0.5738849611591167	0.4399880297759324	0.3541565356176511	0.1742989314081223	0.28272921108742005	0.2854324866893602	0.2880659359842392	0.31702390304118505	0.2552774972256512	0.39934911906632253	0.20679808975174255	0.15065773887454956	0.12546041721218468	0.3765807553710146	0.2411825583860148	0.2907492612127333	0.45611291911370466	0.2506390353994439	0.3946657688998616	0.3914986471153007	0.557046845970648	0.5793114627364431	0.6763600543647676	0.4924475367523286	0.5507874163019489	0.5446975648075413	0.6053167745233731	0.5577251586678138	0.5842641429444257	0.6107732016608686	0.6151971969725308	1.0	0.6453771244030474	0.7076671778949862	0.45705058666566917	0.5289018566316288	0.40436165039464333	0.4140325939226175	0.5382186810309355	0.4904225738475542	0.33000162096784247	0.2986097083504782	0.4138380777815185	0.3027992867741493	0.217715931620095	0.2328183643187571	-0.014915397947605331	-0.02573348794872754	-0.07893614633598922	0.07595855309916583	0.26807566179129416	0.04971383683088318	-0.2490330303370366	-0.13661267596852827	-0.05723512762004514	0.026895597201960122	0.02001271836307186	0.01864113018865572	0.20709235776007182	0.042925722265863664	-0.013788201847903341	0.06430254741330939	0.09614334343320989	0.09184403795558548	0.05998329156223893	0.049663960897268045	0.09190388907592364	0.05539969326300827	0.1261836182496041
ArgR	0.2657963316250826	0.21724211025075127	0.2260402249404606	0.2806044963154154	0.2338757341113979	0.058746368408583646	0.17582513497674535	0.04478110699634659	0.066980885048442	0.06128505342959389	0.31491913864262644	0.12249279916208432	0.269152981957381	0.3198867816306937	0.2445691342784823	0.22607015050062967	0.35772765246449456	0.38838140126435494	0.3438322173593187	0.49157470791406377	0.4772553273731593	0.4300078554595444	0.2593723113754536	0.21995536103941446	0.23336699958852355	0.1934363271362486	0.3818576291474956	0.2708886644471876	0.273671741542912	0.15402436439357098	0.10144016758313695	0.200563598049851	0.36875522138680034	0.2992580954874749	0.23861394780483547	0.28468933527849477	0.20575568273918626	0.3112482699285527	0.48228780907492613	0.6142296038603973	0.6706093592189428	0.640698761829948	0.5634708662202771	0.6016209678424917	0.6239903240688787	0.5390017331886932	0.5654609159715208	0.5986733001658375	0.5036496714422873	0.6330178680532176	0.6453771244030474	1.0	0.7619072557014427	0.527465429743513	0.45740470579433656	0.5383184328981658	0.45983865135475505	0.5778999738151348	0.5618399231910622	0.3929550243768625	0.38306961433434333	0.5307871669222808	0.3419868078155588	0.2297310440279804	0.24459905983865135	-0.026127507824287084	-0.056063043180089527	-0.17130138779785284	0.14112146036733625	0.16582002269354978	0.07517550094140825	-0.1633761019464083	-0.09135525380615718	-0.16394967518298234	0.06160924699809225	0.14252796169528298	0.06805820521452886	0.30418583772865	0.19910722078828913	0.12434818389256724	0.08065686604571129	0.015568772677963565	0.09208344243693811	0.21916732128829536	0.09573934837092732	0.21804511278195488	0.043683836456813674	0.1494607164677864
NrtR	0.16745096572276463	0.17167046970660482	0.21495280489781668	0.23291312859262583	0.2698063566877392	0.01945909549994389	0.25586104564894824	0.1373308894125862	0.02721480317709697	0.09394381476078255	0.2596815421638674	0.24436464295066024	0.287228020299505	0.31950273694185716	0.3418770807616055	0.2128530280926196	0.28251474457287495	0.4262472100649634	0.4158530654995698	0.539116447836008	0.4950211349268694	0.43659646629010335	0.29215077494731856	0.23479843888327784	0.19448372174216635	0.20863352410877942	0.36551328570181674	0.27462935946832256	0.32376214167258943	0.2114515143580344	0.14376987244229977	0.07380391276699211	0.31197645855933365	0.2953877230389406	0.35391214354293693	0.3775583236698712	0.29543261137919424	0.4741779822691056	0.473579471065724	0.6937418172296412	0.7194279230414344	0.7718575044576615	0.7141610244516765	0.652195164528236	0.7267596852828588	0.5724285838975548	0.6514669758974551	0.6928141248643999	0.6334517886756693	0.6884998566066909	0.7076671778949862	0.7619072557014427	1.0	0.41680569583161886	0.4445865908552476	0.4896794224366887	0.4213444057905959	0.6015910422823227	0.5281287796605942	0.43560892280452373	0.4693599670818838	0.6046833501664609	0.439663836207434	0.2871831319592514	0.3749947006820534	-0.12721605007543735	-0.11723088816568786	-0.14478734148804848	0.03130462973353782	0.1077544607788127	0.002037431888178157	-0.1322884325240963	-0.021010237035374506	-0.06918041372086933	0.09945011783189317	0.15830870709111086	0.09397872791431315	0.296664546939488	0.2483148168929787	0.08366438484270378	0.19816955323632465	0.14670756493223108	0.229017818177284	0.11014351799897755	0.16003940198755595	0.1710170949762466	0.10108106086110799	0.19750121572588186
HisR	0.18230401875335103	0.03386326512799411	0.18392997418920434	0.3959675307672165	0.25443459394755547	0.2142395790471203	0.16596466290103368	0.11526078878789012	0.07682639434406913	0.14272746542974352	0.15855309916582502	0.259551864736468	0.24151672714123618	0.3264155413409145	0.31512861756381	0.23207521290789163	0.32651529320814476	0.2504145936981758	0.28077906208306835	0.4141872093168244	0.27048466938490506	0.2555169017070038	0.1070013341812242	0.16831880696766793	0.16074764024489083	0.09222309505106048	0.3691243032955523	0.23020486539732415	0.10065711542537936	0.24497312934076484	0.05458671554508161	0.1906881631940548	0.3816681005997581	0.19081784062145413	0.3428197359069315	0.2016957817429145	0.21417474033342063	0.17559071808875423	0.2953378471053255	0.450402124714772	0.432122595044826	0.37020162346163915	0.27426027755957055	0.3340365839973067	0.442676342597788	0.4522525218518934	0.42985822765869897	0.34543323482836447	0.3691941296026135	0.3571042032943054	0.45705058666566917	0.527465429743513	0.41680569583161886	1.0	0.5042282322722228	0.19945136473023353	0.20266836244840958	0.2927393109639771	0.3591790421326949	0.2931233556528136	0.12762004513771993	0.24709285651940796	0.22711754510654747	0.2117158568061946	0.06447212558760085	0.07573411139789774	0.04040698761829948	0.01696529881918727	0.1877953590443771	0.20183543435703688	0.2172570730308358	0.0021371837554084215	-0.14565518273295178	-0.1908028778413696	-0.005194578486016035	-0.022760882305265653	0.07265177870048255	0.13037319667327524	0.02933951794910161	0.02914001421464108	0.09436776019651118	0.21470841282310255	0.04134465517026397	0.1514258282522226	-0.030566465916033864	0.11791917604957668	0.024641205002556142	0.16741106497587252
RbkR	0.27591117096223144	0.049658973303906534	0.07124527737253582	0.1900148380902505	0.34690956246337235	0.25543710021321964	0.3155326126260926	0.22597538622676094	0.1994763026970411	0.2504445192583449	0.1960847392112121	0.3314879237895734	0.26000573573236574	0.3768949737527899	0.33275976009675934	0.3095225626254691	0.38232147533011634	0.3361463359892268	0.17439868327535257	0.3393084701804262	0.3451090412598661	0.2565892342797292	0.2156410927817055	0.15778002219479045	0.18743126472898664	0.10211349268694124	0.3625406800583548	0.3020162346163917	0.2937867055698949	0.15603935211162234	0.1710170949762466	0.3073629346999339	0.400112220850634	0.14158031895659548	0.3568049476926146	0.2967642988067183	0.3256075512163493	0.2773176722901782	0.33763263881095773	0.40632676217907954	0.44992331575206673	0.44841207496352825	0.336984251673961	0.44088080898764326	0.4943428222297036	0.5027918053841071	0.502402773101909	0.4530006608561204	0.42400279305228245	0.518437885759174	0.5289018566316288	0.45740470579433656	0.4445865908552476	0.5042282322722228	1.0	0.2230277185501066	0.2957169042008005	0.3765109290639534	0.4718088754223868	0.3667103081085799	0.3354380977318919	0.4089003603536204	0.30097382760383545	0.26607563685332736	0.12996920161099265	-0.06996845347198843	-0.13939575306425267	-0.07095599695756805	0.035818401725707306	0.04511527575156798	0.016416663549420816	-0.06969912343046672	-0.11311113604907792	-0.12066733999177047	0.09706604820508984	0.11750520580057108	0.12155014401675832	0.1723836955573012	0.11291163231461739	0.15527625032731082	0.07412311874212896	0.2736318407960199	0.021050137782266613	0.03680095761792541	0.1576403695806681	0.0923378096983753	0.02830708612326837	0.005553685208044988
AgaR	0.22674846319779549	0.12562999538647615	0.11243781094527364	0.1031558996994975	0.10381426202321725	-0.06058679035898203	0.15581491041035425	0.08298607214553798	-0.02039676305190838	-0.014471502138430653	0.20450878439880796	0.04723001533684959	0.09679173057020661	0.2209877928652477	0.08675669272684199	0.15507175899948877	0.20565094327859448	0.1974712901657128	0.19760595518647364	0.32452025586353944	0.2718961583062133	0.2542251150263719	0.07039239890771705	0.14857791244279853	0.17446352198905224	0.12616865546951958	0.1960747640244891	0.17616927891868975	0.11885684360154117	0.061205251935809675	0.07234753550543024	0.09995885235476752	0.15791468721555132	0.062053142807266926	0.05633237322161124	0.14289704360403496	0.18596491228070175	0.2884350178929912	0.31105874138081524	0.29886407561191536	0.47056197708200853	0.43994812902904024	0.3479469818825671	0.4295888976171773	0.46552949538024163	0.33400167084377613	0.25873888701854136	0.3928153717627402	0.3274778987269168	0.4505517525156174	0.40436165039464333	0.5383184328981658	0.4896794224366887	0.19945136473023353	0.2230277185501066	1.0	0.3059265078118181	0.5057394730607614	0.254818638636392	0.18777042107756955	0.17130637539121435	0.3434581478572052	0.30092395167022035	0.17358071796406438	0.14041820970336288	-0.07460691529819574	-0.125395578498485	-0.22480330178680533	0.13973989700619707	0.09070686666916046	-0.029903115998952606	-0.13064751430815846	0.04185837728649983	-0.06630755994463772	0.14099178293993692	0.2192271724086335	0.12355515654808663	0.19568074414892953	0.298160824947942	0.22423970373695432	0.22271350016833127	0.04898564820010225	0.1548572924849437	0.14723126223518995	0.1307023778351351	0.07865684110774449	-0.024317011434057782	0.045594084714273245
XylR	0.2804149677676779	0.3608698362822479	0.2776668038254841	0.17357074277734136	0.28739261088043494	0.12837815932866994	0.3289592139552862	0.06576889986159429	0.09779922442923228	0.10899138393246799	0.2993428845746206	0.20577563311263233	0.2632626341974339	0.16919163580593274	0.14745071634309656	0.23480841407000086	0.32635070262721483	0.212439057843614	0.3055125375628125	0.2628137507948977	0.34864524495317895	0.3562313744560406	0.09296624646192596	-0.011015099938901981	0.16934625120013966	0.15882242920734674	0.1776156809935286	0.2908490130799636	0.17138118929163706	0.05064152919612464	0.19621441663861144	0.2240402000024938	0.07736505442711256	-0.0008653474482225465	0.13491190663225228	0.17047843489320316	0.16666292597164553	0.18159079290265465	0.24954675245327249	0.3603511265726505	0.41056621653636577	0.4354892205638474	0.30541777328894376	0.38686517288245487	0.30478434893203155	0.3901819224678612	0.34343819748375914	0.3619621192284193	0.3394431352011871	0.3531540293519869	0.4140325939226175	0.45983865135475505	0.4213444057905959	0.20266836244840958	0.2957169042008005	0.3059265078118181	1.0	0.42901033678724176	0.31420591279193005	0.2572725345702565	0.22706268157957082	0.32325340714971507	0.13873240314717142	0.2011720844399556	0.09649247496851582	-0.046117782017232135	-0.13809897879025923	0.07682140675070762	0.14606416538859587	0.019065075624384344	-0.008665943465629248	-0.05261661616728388	-0.05472138056584247	-0.01182807765682864	0.21010985174378732	0.1618598735645083	0.12461252634072743	0.18548111572463497	0.13505654683973617	0.018306961433434334	0.15902692053516876	0.052836070275190467	-0.040337161311238295	0.11198892754273744	-0.08381401264354917	0.1678549607850472	-0.039474307659696506	-0.004491327822042669
CzrA	0.22640431925585108	0.31175700445142707	0.21008491377697977	0.17108193368994626	0.29063953415878	0.028371924836968043	0.20084290327809573	0.10331550268706592	0.015873015873015872	0.08991383932467986	0.230903128467936	0.18861831194902678	0.26976146834748566	0.2719410466464669	0.14553049289891395	0.20781555879749125	0.27669422311998904	0.2045586603324231	0.32904899063579346	0.4355191461240165	0.3270190401376576	0.22680831431813364	0.05530492898913952	0.04382847666429756	0.10101622214740832	0.1084327734759785	0.25084352672726595	0.2283794062270103	0.25198069801369094	0.07584882604521254	0.175131859499495	0.1497350341026696	0.20111722091297896	0.09209341762366115	0.1425728500355366	0.29377673038317187	0.20534171249018068	0.3931944288582152	0.3530692402648412	0.3713138567812566	0.5291013603660893	0.5774311400391526	0.44750932056509435	0.5445030486664423	0.5398246860933428	0.5145425753438322	0.355253806157184	0.5265876133118866	0.5100288033516628	0.5069265202808015	0.5382186810309355	0.5778999738151348	0.6015910422823227	0.2927393109639771	0.3765109290639534	0.5057394730607614	0.42901033678724176	1.0	0.5531864487088368	0.3320465342460629	0.41703512512624846	0.45249691392660757	0.3628548984401302	0.20971084427486628	0.11010860484544695	-0.07336500455117895	-0.11907131011608624	-0.10264716517662315	0.126143717502712	0.21131684933727354	-0.05249691392660756	-0.05306051197645856	-0.04108530031546528	0.05718525168643	0.11359493260514471	0.32208631030312096	0.23724734722378085	0.23182084564645444	0.1394805421513984	0.04808289380166835	0.0821681068342498	0.15292709385403808	0.1923091310365466	0.22680332672477213	0.08534021621217222	0.09163954662776344	-0.11117594982481079	0.1756904699559845
IscR	0.23195551066721531	0.2299155849823564	0.23273856282497288	0.23039938153842318	0.40007232010374194	0.27377648100350377	0.362979588274168	0.14108654721380565	0.2173318869312585	0.10547014301923964	0.2554770009601117	0.17433384456165288	0.3080262846170152	0.2749136522899288	0.1831868227783389	0.24085836481751643	0.25560667838751105	0.3245402062369855	0.36013666005810546	0.35270514594945074	0.43008765695332857	0.25247446975648075	0.3193930098879038	0.11880198007456452	0.22380079552114115	0.15102682078330154	0.3314180974825123	0.32766243968129277	0.27284878863826234	0.09871694160775071	0.18734148804847942	0.22620980311475206	0.33402660881058366	0.17971047020536415	0.07489120811980199	0.27728275913664757	0.13391438795994962	0.22876843850920833	0.3572638062818738	0.3979077045848452	0.381064601803015	0.41371338794748064	0.3684060898514944	0.46399331662489557	0.5038691255501939	0.5053504407785633	0.43909026297086	0.5038741131435555	0.42724472873726604	0.5077843863389818	0.4904225738475542	0.5618399231910622	0.5281287796605942	0.3591790421326949	0.4718088754223868	0.254818638636392	0.31420591279193005	0.5531864487088368	1.0	0.32667489619571316	0.4166211548772429	0.31879449868452225	0.1387723038940635	0.19271312609882915	0.13833339567825034	-0.009269442262372349	0.011025075125625007	0.02320477811444033	-0.0067008316811930325	0.17251337298470057	0.023309517575032107	-0.12880709235776008	-0.10174939837155077	-0.02696542350902131	0.055539345877130636	0.24761156622900535	0.16791979949874686	0.06650706367909824	0.03102033691193157	-0.057893489943764885	0.0935847080387536	0.13229342011745782	0.0823576353819873	0.06789361463359893	0.03267621790795396	0.2049327298345366	0.0557139116447836	0.24221000261848652
PhnF	0.16034364518260827	0.0003216997718176037	0.17169540767341238	0.028252222596291725	0.13702165862417237	0.022307011309367946	0.1907729522812005	0.15346076634372	0.028007830521577577	0.23497300465093082	0.08630780932430579	0.22700283045923267	0.33468995872766494	0.20856369780171824	0.2994027356949588	0.24075362535692466	0.24659409718325664	0.07574907417798227	0.011972717864312523	0.14677739123929226	0.1642339680045886	0.2245688848988142	-0.017638623922991557	0.09506602326712303	-0.012680956121647402	-0.019888028529034027	-0.011718350602875348	0.1290764223992818	0.02537438122669859	-0.10207857953341064	0.16660307485130738	0.07265676629384406	0.12344542949413334	0.2838414444070375	0.20658362323719748	0.38793750545518024	0.22964625494083468	0.12312123592563498	0.3506003815508922	0.3930398134640083	0.3270240277310191	0.3703712016359306	0.382765371139291	0.49458721430441777	0.5585281611990175	0.355612912879213	0.38390753001907757	0.2782703026222272	0.36223643686330254	0.3934587713063754	0.33000162096784247	0.3929550243768625	0.43560892280452373	0.2931233556528136	0.3667103081085799	0.18777042107756955	0.2572725345702565	0.3320465342460629	0.32667489619571316	1.0	0.4603972618112445	0.4972356263793813	0.3517824411775708	0.2913078716692228	0.20617464058155338	-0.29313333083953663	-0.11746031746031746	-0.06113542562874849	0.15235850821082558	-0.03254654048055462	-0.05777877529645008	0.0033591441289791643	0.10247259940897019	-0.191700644646442	0.28449980673075725	0.22929213581216723	0.24440953129091386	0.30033541565356175	0.20654372249030536	0.27326774648062946	0.15626878140625194	0.3001209491390167	0.10472699160837418	0.021932941807254455	0.24192072220351873	0.04734472998416439	0.003354156535617651	0.09568947243731218
