	FadP	AcnR	FixJ	HrcA	LiuR	LtbR	FruR	PurR	CueR	NtrC	NnrR	MerR	NifA	GntR	FnrN_FixK	PdxR	CblR	PaaR	NmlR	PhnR	CsoR	FadR	RbsR	BioQ	DasR	HypR	GguR	MetJ	HcpR	TtrR	PhsR	ZntR	RutR	AmtR	GlcC	NagQ	LiuQ	NarP	PrpR	CadR-PbrR	SdaR	VanR	MetR	ThiR	CzrA	NsrR	BirA	Phr	KdgR	MntR	FUR	NagC	NrtR	ArgR	SahR_SamR	PhrR	GulR	HexR	HutC	IscR	PhnF	NadQ	Zur	RbkR	XylR	SiaR	AraR	NikR	PsrA	AgaR	FabR	NagR	Irr	ModE	NiaR	TrpR	NorR	Rex	TyrR	SoxR	LldR	LexA	PdhR	CcpA	HisR	NrdR	ExuR_UxuR	QorR
MetR	-0.5005765227139273	-0.6075908824000427	-0.3775102759835584	-0.1340788982010356	-0.2369935408103347	-0.19014039395718785	-0.2870442534564672	-0.26340148401217106	-0.31513372124059147	-0.3314845459883628	-0.44721614263598997	-0.45842630651790955	-0.3370042171568889	-0.2996103133507714	-0.1968291250733999	-0.26573426573426573	-0.12297549778465809	-0.1507713660385416	-0.07143009662093631	-0.2706774141888646	-0.019671168526130357	-0.05293332621576896	-0.15370202316767204	-0.2267228954251855	-0.24102386163454867	-0.1278866171995943	-0.2597661880104628	-0.20366732504137083	0.0013292051459990392	-0.1677841242726739	-0.07043719639139487	-0.25466289435755085	-0.044301500026690865	0.02301286499759782	-0.09401590775636577	-0.10971547536433032	0.08811188811188811	-0.09331126888378796	-0.10532215875727326	0.06326802968024342	0.06354561469065285	-0.022708589120802862	1.0	0.5027117920247691	0.5598355842630652	0.5366358832007687	0.4758501040943789	0.5944749906581968	0.656301713553622	0.599642342390434	0.6584316446911866	0.6124806491218705	0.6301072972828698	0.5685688357444083	0.591987401911066	0.3076389259595366	0.3081727432872471	0.3535578924891902	0.34771259275076066	0.4054716276090322	0.44999199274008433	0.46914535845833555	0.457428068115091	0.44473923023541345	0.4335290663534938	0.36734105589067423	0.36155447605829283	0.4342924251321198	0.3174718411359633	0.09495008807985907	-0.015843698286446377	0.037965088346767734	0.07120055517002082	0.14907382693642235	0.10185768430043239	0.24182992579939144	0.27948540009608713	0.13924091175999573	0.14208615811669248	0.2989430416911333	0.20321891848609405	0.3922116051887044	0.35446538194629795	0.23829605508994822	0.2226445310414776	0.2994288154593498	0.17882880478300325	0.21208028612608765
ThiR	-0.48743927827897293	-0.4620882933860033	-0.3016441573693482	-0.22518016334810229	-0.2635936582501468	-0.2732717664015374	-0.2725831420487909	-0.273351839000694	-0.358143383334223	-0.2791704478727379	-0.3961885442801473	-0.3812683499706401	-0.33098275770031493	-0.16668446057759034	-0.12282069075962206	-0.24290289862808948	-0.2523781561949501	-0.17661346287300486	-0.2637484652751828	-0.07836972188117226	-0.06257940532749694	-0.15583195430523675	-0.28146052420861584	-0.18498371857150483	-0.1862435274649015	-0.05129450701969786	-0.20588800512464633	-0.16030534351145037	-0.04357017028772754	0.04464314311642556	0.019099983985480167	-0.0558906742112849	-0.12907702984038863	-0.08212245769497678	-0.07848716169326857	-0.02448086264880158	0.011893450061388993	0.05512197725938184	-0.01350024021779747	-0.02912507339988256	0.13668926493353975	0.03365718251214434	0.5027117920247691	1.0	0.5459883627822559	0.6027491592377089	0.5758180750547163	0.5397960817808146	0.5816473602733144	0.6485667004750975	0.6149041797896759	0.6230822612502002	0.6057118454065019	0.5869054609512625	0.6249025783376928	0.3272673890994502	0.32833502375487106	0.36561682592216943	0.37131265680884	0.3686222174771793	0.37993914482464103	0.3087225751347889	0.4458068648908344	0.4550525810067795	0.40126514706667377	0.31484545988362783	0.3813537607430737	0.400560508194096	0.38769551059627394	0.13261090054983185	0.08582181177601025	0.20950194843324615	0.22812683499706402	0.3106229648214381	0.18685207921849142	0.11117813484225698	0.12272460364063417	0.16340682218544814	0.1852933326215769	0.10161746650296269	0.2467784124272674	0.25995302407516147	0.18884855602412853	0.21310521539529173	0.16188010462819624	0.4089681311055357	0.17222014626594778	0.07532696311322265
CzrA	-0.5384134949020445	-0.4611754657556184	-0.36527518283243476	-0.12587946404740297	-0.25910425452410185	-0.29892168899802485	-0.2485186569156035	-0.26016121283296856	-0.46829658890727593	-0.34320183633160734	-0.39945550632573534	-0.3897560454812363	-0.3423744194736561	-0.2948646773074254	-0.30152137938397483	-0.3088346767736081	-0.19333795975017348	-0.21897720600010676	-0.1720012811615865	-0.0924251321197886	-0.11874766454919126	-0.16218971867826829	-0.22848983077990712	-0.23586184807558852	-0.31137564725350986	0.06804035658997491	-0.2026851011583836	-0.12011957508140714	0.020776170394491006	-0.08502108578444456	-0.060049111194149365	-0.18233598462606096	-0.032819089307638924	-0.12205733198099611	-0.11532589547856724	-0.02901830993434047	0.013260022420327764	-0.004067688037153686	-0.05267709389846795	-0.05742272994181391	0.13110019751241125	0.06754390647520418	0.5598355842630652	0.5459883627822559	1.0	0.6605188704425345	0.6392142208936102	0.5918112421929216	0.6216623071584904	0.6507233224790476	0.6650456413815192	0.6762824961298244	0.665131052153953	0.6937810281321731	0.6102973362515347	0.37556718091069236	0.2958469011904126	0.32736347621843803	0.4681097528425773	0.4477232690973149	0.5251748251748252	0.5071798430577057	0.5366839267602627	0.39424011103400414	0.5497357604227833	0.4660171889179523	0.4021886510436129	0.3503923557358672	0.3901617466502963	0.151251801633481	0.13588853894197406	0.2006085517535899	0.1290343244541718	0.3094539048737522	0.2843698286446378	0.2716115945123579	0.3157369348209043	0.2726578764746704	0.20204452036513104	0.09644477659744835	0.13537073613409492	0.2255591736507767	0.2674104521432766	0.17296215235146534	0.18779693588853894	0.249260663001121	0.2584583355575722	0.1486414349009769
NsrR	-0.45910959269737894	-0.41032936529119735	-0.36693535472161426	-0.0835477499599637	-0.2464367693375327	-0.12277264720012812	-0.28118293919820636	-0.3725564511824054	-0.37814018043025677	-0.21014786739977578	-0.4019964768056371	-0.3500400362995783	-0.24934073560027759	-0.19014573213046496	-0.18769017242299685	-0.20600544493674264	-0.20078471147173438	-0.1598569369561736	-0.20392889553194896	-0.11474937276463994	-0.163807185181231	-0.1869428281642022	-0.31525116105268775	-0.34160572252175303	-0.2571344685848503	-0.031767469172049326	-0.23484225697966157	-0.20764960230609086	-0.11841135963273368	-0.028783430310147868	-0.03829605508994822	-0.13376928415096354	-0.11379383974803822	-0.10313884588693749	0.00016548337159024183	-0.04882293279239844	0.038456200288261355	0.0028345700101425294	-0.18619014573213047	-0.01763198633427641	0.07916510969946085	-0.01950034698126301	0.5366358832007687	0.6027491592377089	0.6605188704425345	1.0	0.5681631345753483	0.6345433192761437	0.5621897186782683	0.7404153098809587	0.7247370949661026	0.7338867239630599	0.68606202957348	0.6698179682912507	0.6552714461111407	0.4447872737949074	0.33850958202103243	0.3921582234559334	0.4952383494368227	0.4727005818608872	0.5018576843004324	0.41276891047883413	0.47984839587893025	0.41191480275449743	0.3608605135322693	0.37202797202797205	0.33913948646773073	0.3312336518443389	0.3540223135642983	0.11007313297389633	0.01915870389152832	0.16054022313564298	0.11083649175252229	0.4283510382747024	0.276261143436716	0.2582394704532109	0.19998398548016869	0.2896546201889713	0.2806064164842791	-0.007996583569102654	0.2702610366732504	0.20604815032295948	0.14416804569476324	0.10587732877809214	0.1940425986227513	0.21407142475844765	0.25898147653872844	0.12969091976725564
BirA	-0.526391928682005	-0.4640687556718091	-0.42410185234612713	-0.17352799871883842	-0.30508727913308065	-0.32139006032135803	-0.3593711631879571	-0.27898361180803927	-0.39096247264186196	-0.21244862008220786	-0.2959216356162921	-0.3901617466502963	-0.3646079111727967	-0.3171355362195057	-0.2658036619868681	-0.2852826562750227	-0.22178508514386377	-0.28092136870762824	-0.1296321998612075	-0.16612929055677148	-0.11344152031174932	-0.21359632733678535	-0.07335717717397107	-0.21415683553088133	-0.25175892809480593	-0.15442801473335824	-0.21441840602145945	-0.2122457694976779	-0.18171141835263974	-0.05835691026530721	-0.09065285859178988	-0.09025249559600705	-0.14255591736507767	-0.03483158063310735	-0.07956013452196659	0.07792665349917258	0.08948379864410398	0.09805690492713394	0.012277798537340522	0.04613783163401484	0.08019003896866492	-0.02385095820210324	0.4758501040943789	0.5758180750547163	0.6392142208936102	0.5681631345753483	1.0	0.5977579672236161	0.6455452944002562	0.6484973042224951	0.6412160358725244	0.7150856776810975	0.7242246303315005	0.6192868200501789	0.5949661025996904	0.4032456093524796	0.3445577323439919	0.24204879090375273	0.39303902204665564	0.4585864517162227	0.4756098862969092	0.505717183579779	0.4972134735493514	0.4144824641007847	0.4434153632626915	0.37322372284204347	0.4619388245342444	0.36378049431484544	0.4541450915496717	0.03654513425505792	0.035360059787540706	0.11468531468531469	0.21894517696044413	0.26077510275983556	0.20332568195163614	0.22829231836865424	0.29482731009448565	0.24884428548550686	0.3666470933646506	0.09959963700421716	0.2888752468905141	0.307809747504404	0.16294773928361714	0.2895158276837666	0.17754764319649816	0.2762237762237762	0.1451395932311963	0.08075054716276091
Phr	-0.4610259969038595	-0.5435167885549564	-0.3439171515507393	-0.2813590989163508	-0.256915603480489	-0.27696044413601667	-0.2742433139379704	-0.326135696364704	-0.41358565099023115	-0.2876047616505632	-0.3928094805957401	-0.38595526610793784	-0.41992206267015425	-0.33320343778359046	-0.31875834089574545	-0.3898574707735013	-0.14209683446324667	-0.15874659691453585	-0.21713553621950568	-0.24154700261570491	-0.23016601718891797	-0.08067581273688144	-0.16689264933539744	-0.279325254897774	-0.22033844018576842	-0.05430523674798484	-0.2097902097902098	-0.14231036139433087	-0.13720172956814178	-0.10637911706613996	0.04390647520418513	-0.0731596647627182	-0.2203117493193829	-0.12787594085304008	-0.01167992313030481	-0.029557465435328032	0.01757326642822826	0.06539262264453104	0.01988469545721454	-0.059162974430150006	0.03100411039342337	0.06870762824961298	0.5944749906581968	0.5397960817808146	0.5918112421929216	0.6345433192761437	0.5977579672236161	1.0	0.5956440506058827	0.6495596007046389	0.7016121283296856	0.6920140927774515	0.7463566967383761	0.6568622217477179	0.669374899909251	0.3782789729354615	0.3214754710937917	0.33702023167672024	0.3903859499279347	0.3653178882186516	0.373250413708429	0.41071905194042596	0.5143970533283511	0.4490311215502055	0.46118080392889554	0.2591362835637645	0.45281054823039557	0.3929749639673304	0.38943575508461004	0.05419847328244275	-0.03257353333689211	0.03448993754337266	0.182949874552928	0.21612128329685582	0.1310521539529173	0.15560241285432125	0.2690866385522874	0.24675172156088188	0.1489190199113863	0.053739390380611755	0.14993327283403618	0.22551646826455987	0.2541290770298404	0.2854054342603961	0.2839854801686863	0.39304969839320986	0.23000587199060482	0.12583675866118615
KdgR	-0.47132867132867134	-0.6652111247531095	-0.4651951102332782	-0.3098809587359206	-0.37569529706934285	-0.37275396359365826	-0.27706186942828165	-0.3314738696418086	-0.35922169433619816	-0.31965515400629907	-0.4131906261677254	-0.4561095393156462	-0.38323813590989164	-0.33308599797149413	-0.1594992793466076	-0.26591042545241017	-0.35794053274969306	-0.18409758180750546	-0.12712859659424544	-0.23809320450541824	-0.17372551113009127	-0.23614477125927508	-0.2630117973629424	-0.17728073453264293	-0.18277371483478352	-0.23132973896332676	-0.2488816526984466	-0.1550579191800566	0.011391661773341163	-0.02988309400523141	-0.10997170768163135	-0.07919713873912347	-0.17184113596327336	0.04219825975551166	-0.10296802434207014	-0.019035925906154914	0.007767042118187156	0.003971600918165803	-0.018032349330059254	0.07870602679762985	0.07224149895905621	-0.005204718945176961	0.656301713553622	0.5816473602733144	0.6216623071584904	0.5621897186782683	0.6455452944002562	0.5956440506058827	1.0	0.6658570437196392	0.682747023968398	0.7601985800459083	0.7068221854481397	0.6913041157315967	0.634046869161373	0.3306624673036887	0.3928682005017883	0.2000160145198313	0.31416217370415844	0.4672449687716863	0.5319916724496877	0.4479528105482304	0.5076442641328137	0.5021833128703358	0.4970052847915443	0.3617359739497144	0.483254150429723	0.4276624139219559	0.38181818181818183	0.04262531361768003	0.08235733731916937	0.21139699994661826	0.1487802274061816	0.16711151443975872	0.15711845406501895	0.159622057331981	0.23471947899428816	0.14455239417071478	0.21756792825495117	0.18621149842523887	0.31559280414242247	0.334505952063204	0.3061869428281642	0.2671595579992527	0.15392622644531043	0.1819035925906155	0.24106656702076548	0.16504030320824215
MntR	-0.5506432498798911	-0.4990925105428922	-0.45675545828217584	-0.22097368280574387	-0.3671809106923611	-0.29924197939465114	-0.3722148080926707	-0.3589120802861261	-0.3263759141621737	-0.28392676026263813	-0.4370949661025997	-0.47475044039929537	-0.45675012010889876	-0.3321945230342177	-0.25477499599637005	-0.3125820744141355	-0.29374366091923343	-0.19170981690065658	-0.1376875033363583	-0.22137404580152673	-0.1842310361394331	-0.18945710777771846	-0.22056798163668392	-0.3430256766134629	-0.2649762451289169	-0.050354988522927455	-0.15662734212352533	-0.1653445790850371	-0.04355949394117333	-0.00213526931084183	0.0036139433085997973	-0.1268189825441734	-0.16609192334383174	-0.09547322906101532	-0.06537660812469973	0.028335023754871083	0.016863289382373352	0.03747397640527411	0.02914642609299098	0.029621523514653286	0.15640313884588694	0.04111994875353654	0.599642342390434	0.6485667004750975	0.6507233224790476	0.7404153098809587	0.6484973042224951	0.6495596007046389	0.6658570437196392	1.0	0.7427000480435595	0.7853413761810708	0.7361607857791064	0.7250733998825601	0.7184594031922277	0.5331340415309881	0.3350931511236855	0.42435808466342817	0.3828377729141088	0.39382373351839	0.42607163828537875	0.48222922116051886	0.5387070944322853	0.5496930550365665	0.4361661239523835	0.42224416804569476	0.4448086264880158	0.3838840548764213	0.4357390700902151	0.04036192814818769	0.023162333849356752	0.12606630011210163	0.19991458922756633	0.2700101425292265	0.21498425238883254	0.21066033203437784	0.25232477446217905	0.25225537820957666	0.2672076015587466	0.09657289275609886	0.2788394811295575	0.27180376875033363	0.275802060534885	0.21019057278599262	0.17974163241338814	0.28828270965675545	0.25036032669620456	0.15018950515133722
FUR	-0.47856723429242515	-0.5980729194469653	-0.452372818021673	-0.26071638285378745	-0.34277478246943893	-0.22167298350504458	-0.4315112368547483	-0.403726044947419	-0.44571611594512356	-0.4285592270325095	-0.4798163668392676	-0.40705706507233225	-0.4067527891955373	-0.3612662147013292	-0.2285805797256179	-0.32021566220039505	-0.22234559333795975	-0.12791864623925692	-0.20379544120002135	-0.23100411039342336	-0.14335130518336625	-0.1918379330593071	-0.2773608071317995	-0.3539849463513586	-0.23635829819035925	-0.1423477286072706	-0.16409544653819463	-0.2429509421875834	-0.11067100838093205	-0.07781455186035338	-0.15372337586078044	-0.12483318208509048	-0.15836758661186143	-0.061575828751401274	-0.021923877649068488	-0.028607270592003416	0.018534137618107085	-0.019318849089841456	-0.06107404046335344	0.06008114023381199	0.1421235253296322	-0.04401323866972722	0.6584316446911866	0.6149041797896759	0.6650456413815192	0.7247370949661026	0.6412160358725244	0.7016121283296856	0.682747023968398	0.7427000480435595	1.0	0.7900176159718144	0.7635989964234239	0.6443708962792932	0.7187957081086852	0.4046548870976352	0.37802807879143757	0.3663001121016388	0.3966049217957615	0.4472374953290984	0.45537820957668285	0.4523888325415043	0.5613729781668713	0.4620669406928949	0.5251054289222228	0.3460203918219185	0.49296428762077615	0.40159611380985427	0.3803822132066407	0.012235093151123685	-0.017471841135963274	0.055282122457694975	0.148646773074254	0.3816473602733145	0.24321251267816155	0.1771099129877756	0.22952543639566542	0.2799177921315326	0.06368974536913469	0.1427160625633908	0.24040463353440453	0.3591522980835958	0.2209950354988523	0.27192654673570704	0.22201462659477927	0.2532642929589494	0.30887204398654783	0.17753696684994394
NagC	-0.511028665990498	-0.6493567501201088	-0.5503443121763733	-0.3406288368120429	-0.3946564885496183	-0.33877649068488763	-0.42470506592644	-0.37814551860353385	-0.37894624459509957	-0.3559867613302728	-0.4366465595473229	-0.3989643943842417	-0.4091496289969572	-0.3778839481129557	-0.2287994448299792	-0.3326856349757113	-0.3430630438264026	-0.24034057545507928	-0.22077617039449102	-0.18978807452089894	-0.20884535312016228	-0.23458068648908342	-0.2891528319009235	-0.4109859606042812	-0.17856189611914802	-0.20364063417498532	-0.24669833982811082	-0.21919607110446804	-0.12761437036246195	-0.1410772433673197	-0.08978273634762185	-0.16853680670474563	-0.1977739817434474	-0.07974697058666524	0.05944055944055944	0.006774141888645706	0.01734906315058987	-0.036192814818769015	-0.049292692040783646	0.020519938077189985	0.10959803555223402	0.009854267869535045	0.6124806491218705	0.6230822612502002	0.6762824961298244	0.7338867239630599	0.7150856776810975	0.6920140927774515	0.7601985800459083	0.7853413761810708	0.7900176159718144	1.0	0.8011477072545775	0.682085090482037	0.70438797843378	0.40180964074093845	0.3357283937436609	0.3208669193402018	0.42548977739817434	0.46239256926279826	0.4967383761276891	0.49350878129504083	0.5367106176266482	0.5502001814978914	0.5010302674424811	0.42560721721027067	0.5088133240804996	0.46489617252976034	0.4380665136390327	0.05300272246837132	0.06670047509742166	0.20213526931084183	0.17886617199594299	0.2421288635029093	0.20028292318368654	0.14721080446271287	0.29197138739123474	0.22726738909945016	0.23193295254363958	0.1592964287620776	0.3730635776437303	0.3644264132813751	0.33949714407729675	0.25800459082901833	0.20954465381946297	0.3156408477019164	0.2764106122884749	0.19251588106549938
NrtR	-0.5659958362248438	-0.5400629904446699	-0.45563978006726097	-0.22468371323333156	-0.297090695563978	-0.30588800512464637	-0.41017455826616134	-0.27650136123418567	-0.4001334543319276	-0.33857897827363476	-0.4673090268510116	-0.4332087759568676	-0.41830459616719157	-0.318886457054396	-0.21932952543639567	-0.3475097421662307	-0.29307105108631826	-0.22057865798323814	-0.22349330059253725	-0.26973789569209417	-0.14953290983825335	-0.1995515934447232	-0.22564458442321036	-0.31585971280627767	-0.25981423156995676	-0.08992686702610367	-0.24089040730262104	-0.2099183259488603	-0.1169166711151444	-0.09192868200501789	-0.013767148881652699	-0.15230875994234772	-0.15346714354347943	-0.05616292104841723	-0.07155821277958682	-0.028772753963593658	0.001847007953878183	0.059307105108631825	-0.05103827470239684	0.04012171035071799	0.12650936849410133	0.004030320824213954	0.6301072972828698	0.6057118454065019	0.665131052153953	0.68606202957348	0.7242246303315005	0.7463566967383761	0.7068221854481397	0.7361607857791064	0.7635989964234239	0.8011477072545775	1.0	0.6594886030000534	0.6986974857203865	0.4058132706987669	0.3616238723108952	0.3584957027705119	0.42097902097902096	0.48606202957347994	0.5028772753963594	0.4868414028719372	0.524448833609139	0.556760796455453	0.48160465488709764	0.3833448993754337	0.4792024769124006	0.4653445790850371	0.404697592483852	0.033091336144771256	0.05922169433619815	0.09259595366465595	0.22476378583248813	0.2399028452463567	0.22074947952810547	0.22790263171942562	0.2384935675012011	0.3254363956654033	0.19981850210857843	0.17225751347888751	0.28906208295521274	0.3812096300645919	0.29134682111781346	0.2884535312016228	0.26251534724817166	0.38875246890514065	0.3113382800405701	0.18908343564832114
ArgR	-0.5158597128062777	-0.5055517002081887	-0.41800032029039663	-0.23179416003843484	-0.3412320503923557	-0.3591202690439332	-0.33389206213633693	-0.3001174398120963	-0.37472908770618696	-0.2162066940692895	-0.42327977366145303	-0.3781828858164736	-0.4114236908130038	-0.3145038167938931	-0.31794693855762557	-0.23916617733411627	-0.2805210057118454	-0.19680777238029146	-0.17042652004484066	-0.13653445790850371	-0.22326909731489883	-0.23318742326375913	-0.1883254150429723	-0.2160038434847595	-0.2372230822612502	-0.17487321838466877	-0.24804355949394116	-0.15661666577697111	-0.04510756419153366	-0.04180857310628303	0.032909838253349706	-0.07849249986654566	-0.11289168846420755	-0.10361928148187691	-0.16764533176746918	0.018069716542998986	0.127411519777932	0.066155981423157	-0.05196177867933593	-0.05312550045374473	-0.005348849623658784	0.04280147333582448	0.5685688357444083	0.5869054609512625	0.6937810281321731	0.6698179682912507	0.6192868200501789	0.6568622217477179	0.6913041157315967	0.7250733998825601	0.6443708962792932	0.682085090482037	0.6594886030000534	1.0	0.7189291624406128	0.4692040783643837	0.3917525222868734	0.37240164415736937	0.37335183900069396	0.4430096620936316	0.5199701062296482	0.4752201996476806	0.5468371323333155	0.5100784711471734	0.43249346073773554	0.4484279079698927	0.4483264826776277	0.35142796135162546	0.4125874125874126	0.043201836331607325	0.0747984839587893	0.09985586932151817	0.23618747664549192	0.18218651577430203	0.13554155767896225	0.20769764586558478	0.18555490311215503	0.2913521592910906	0.23610740404633535	0.018341963380131318	0.19367426466663107	0.2551753589921529	0.24534778198900337	0.1415416644424278	0.1967116852613036	0.15991565686222176	0.2833502375487108	0.22583675866118613
SahR_SamR	-0.5149415470026157	-0.50597341589708	-0.4097955479634869	-0.1890300539155501	-0.38091603053435114	-0.2703998291784551	-0.38977739817434476	-0.26226445310414775	-0.35187636790690224	-0.24984252388832542	-0.4207921849143223	-0.4091923343831741	-0.4526397266855282	-0.3484385843164469	-0.3071531521913201	-0.30262638125233543	-0.18861901457321303	-0.20266374846527518	-0.13025676613462872	-0.180499653018737	-0.10832221213900603	-0.1331607323973736	-0.16745849570277052	-0.25846367373084933	-0.3015694229434687	-0.10718518123098275	-0.22571398067581275	-0.19027384828911548	-0.13067848182352	-0.0897240164415737	-0.1712699514226232	-0.05767362408583783	-0.22487588747130732	-0.015966476271819782	-0.15946725030694497	0.020167618640901084	0.1251855015213794	-0.01794693855762558	-0.10051246463460203	-0.009325788715101693	0.01806437836972188	-0.02388298724176587	0.591987401911066	0.6249025783376928	0.6102973362515347	0.6552714461111407	0.5949661025996904	0.669374899909251	0.634046869161373	0.7184594031922277	0.7187957081086852	0.70438797843378	0.6986974857203865	0.7189291624406128	1.0	0.4634975711311589	0.3422623178348369	0.3686969519030588	0.40377942668019	0.3998665456680724	0.48441253403085466	0.535883200768697	0.5215235146532856	0.3866011850744675	0.3962632787060268	0.31332408049965305	0.5347248171675653	0.4327176640153739	0.35933379597501736	0.028217583942774783	-0.027101905727859928	0.12318368654246517	0.24395985693695618	0.29491272086691933	0.13413761810708374	0.14485133187423263	0.2004964501147707	0.20236481076175733	0.23705759888965997	0.12121390060321358	0.2548604067688037	0.21555009875620562	0.17700848769551059	0.1995088880585064	0.2693428708695884	0.2373511984199007	0.2569583088667058	0.09973309133614477
PhrR	-0.3922756632680297	-0.24896172529760316	-0.2124913254684247	-0.0969679175786046	-0.1463300058719906	-0.09114930870656061	-0.21211765333902738	-0.2538888592323707	-0.16603854161106069	-0.2002348796241926	-0.31464794747237496	-0.36308119361554475	-0.2669887364543853	-0.29797149415470026	-0.35257566860620293	-0.32378156194950086	-0.2142315699567608	-0.1990498051566754	-0.05357924518229862	-0.052639726685528215	-0.17055997437676826	-0.11242192921582235	-0.16935354721614262	-0.1819196071104468	-0.4588640367266322	-0.04755778572572466	-0.04149362088293386	0.002653072118720974	-0.18664922863396147	-0.030480969412267123	-0.023482624245983026	-0.10656061495756153	-0.14568408690546095	-0.1956920941653766	-0.14895638712432605	0.01987401911066033	0.0961565152404847	-0.06542465168419367	0.12299685047776651	0.07271125820744141	0.009549991992740084	0.10272780654460044	0.3076389259595366	0.3272673890994502	0.37556718091069236	0.4447872737949074	0.4032456093524796	0.3782789729354615	0.3306624673036887	0.5331340415309881	0.4046548870976352	0.40180964074093845	0.4058132706987669	0.4692040783643837	0.4634975711311589	1.0	0.2646132493460738	0.304286553141515	0.3260129183793306	0.13084930336838735	0.2576202423530668	0.3453104147760636	0.34262531361768	0.3422302887951743	0.26121817114183526	0.2155127315432659	0.3476325201516041	0.19387177707788394	0.19307105108631825	-0.12489190199113863	-0.14740831687396572	0.11462659477926654	0.195916297443015	0.09166711151443976	0.12483318208509048	0.1407195857577537	0.10344845993700956	0.16261677254043666	0.12463566967383762	-0.03073720172956814	0.0967276997811349	0.13539208882720333	0.0719852666417552	0.08870976351892382	0.18774889232904501	0.15081940959803555	0.07042652004484065	0.17377355468958522
GulR	-0.24473923023541344	-0.2631078844819303	-0.1364116799231303	-0.2647520418512785	-0.2744675172156088	-0.14742433139379704	-0.2320877595686756	-0.12797202797202797	-0.20624566273421235	-0.19342870869588427	-0.38817060801793624	-0.31068168472748625	-0.26844605775903485	-0.25839427747824695	-0.017850851438637697	-0.10775102759835584	-0.11811776010249293	-0.05730529012971761	-0.09104788341429562	-0.18672930123311804	-0.09868147120055518	-0.15487108311535794	-0.005178028078791437	-0.28758874713073185	-0.13389206213633695	-0.04867346394063951	-0.26109539315646185	-0.12862862328511185	-0.07739283617146213	-0.21918005658463674	-0.04984786206160252	0.02515881065499386	-0.07050659264399722	-0.07558319543052368	-0.09619388245342443	-0.028201569422943468	0.057476111674584954	0.05827149949287354	-0.11520311749319383	0.06119681844872685	-0.03251481343084397	-0.057043719639139484	0.3081727432872471	0.32833502375487106	0.2958469011904126	0.33850958202103243	0.3445577323439919	0.3214754710937917	0.3928682005017883	0.3350931511236855	0.37802807879143757	0.3357283937436609	0.3616238723108952	0.3917525222868734	0.3422623178348369	0.2646132493460738	1.0	0.20248225057385363	0.2840975818075055	0.2837399241979395	0.198569369561736	0.09443762344525704	0.26198686809373833	0.2017455826616132	0.19531308386270219	0.17789462445950996	0.2988309400523141	0.2332408049965302	0.22419793946511504	0.04750440399295361	-0.0812256445844232	0.17087492660011744	0.1091015854374633	0.06856349757113116	0.005797256178935568	0.08815993167138206	0.05511130091282763	0.04173917685368067	0.11670314418406022	-0.022505738536272888	0.1258100677948006	0.19973309133614478	0.2285699033790637	0.2086425025356323	0.0663961992206267	0.17160625633908078	0.1472588480222068	0.2109646079111728
HexR	-0.416793893129771	-0.1896225911493087	-0.1312763572305557	-0.004099717076816314	-0.0002722468371323333	-0.11124753109485934	-0.23451129023648107	0.027395505258100677	-0.10765494047936797	-0.12865531415149736	-0.22185448139646613	-0.20393957187850317	-0.0847168099076496	-0.10161212832968558	-0.09244114663961993	-0.15357924518229862	-0.15942988309400524	-0.12569796615598142	-0.14827843911813376	-0.1606736774675706	0.07064004697592484	-0.041861954839054076	-0.009950354988522928	-0.1626541397533764	-0.23517322372284205	-0.09559600704638872	-0.16002775850104095	-0.06816847274862542	-0.013025142796135163	-0.13915550098756205	0.11228313671061763	-0.07978967597288208	-0.1382907169166711	-0.016537660812469972	-0.13678535205252762	0.02938130571718358	-0.017114183526397268	-0.024240644851331875	-0.11650029359953024	-0.10231676720226339	0.07611167458495703	0.04863075855442268	0.3535578924891902	0.36561682592216943	0.32736347621843803	0.3921582234559334	0.24204879090375273	0.33702023167672024	0.2000160145198313	0.42435808466342817	0.3663001121016388	0.3208669193402018	0.3584957027705119	0.37240164415736937	0.3686969519030588	0.304286553141515	0.20248225057385363	1.0	0.1745529279880425	0.24337265787647466	0.23485827149949287	0.24591896652965356	0.2534404526770939	0.2968558159397854	0.20848235733731918	0.2632626915069663	0.26890514066086585	0.22493460737735546	0.2577430203384402	0.11070837559387178	-0.09197138739123471	0.036240858378262956	0.013179949821171195	0.09310841829925799	-0.03319276143703625	0.13865905087279132	0.09527571664976245	0.053280307478780764	0.07275930176693536	0.2781295040837026	0.15175892809480596	0.20226872364276943	0.28068648908343563	0.1892649335397427	0.2347835370736134	0.14622858057972563	0.0988362782255912	0.14321785085143865
