	NmlR	ZntR	LtbR	PaaR	FixJ	DasR	PhnR	FadP	NnrR	NtrC	FadR	FruR	CueR	MerR	AcnR	NifA	GntR	HrcA	PurR	BioQ	LiuR	RbsR	PdxR	FnrN_FixK	GlcC	FabR	QorR	RutR	VanR	HcpR	MetJ	NorR	CadR-PbrR	GguR	CsoR	TtrR	BirA	XylR	IscR	MetR	RbkR	NrtR	Zur	NsrR	ArgR	Phr	SahR_SamR	ThiR	KdgR	MntR	FUR	NagC	AgaR	GulR	HutC	PhnF	HypR	TyrR	AraR	CzrA	ModE	NiaR	PhrR	PsrA	NadQ	Rex	CcpA	HisR	SdaR	SoxR	AmtR	NagQ	PhsR	NikR	PdhR	Irr	SiaR	NarP	HexR	TrpR	LexA	CblR	PrpR	NagR	NrdR	LiuQ	ExuR_UxuR	LldR
QorR	0.19079851930195663	0.20126916975145426	0.21840296139608673	0.12432575356953993	0.17757800105764146	0.16456901110523534	0.019196192490745636	0.1846641988365944	0.21697514542570068	0.3285034373347435	0.1997355896351137	0.0990481226864093	0.2103648863035431	0.15224748810153357	0.09925965097831835	0.1643574828133263	0.27017451084082494	0.31099947117927024	0.035166578529878374	0.10428344791115812	0.14849286092014807	0.053675304071919616	0.18905341089370703	0.3352723426758329	0.03696456901110524	0.12559492332099417	1.0	-0.18376520359598097	-0.2107879428873612	0.10285563194077207	0.13939714436805922	0.0016922263352723427	-0.0037546271813855103	-0.12443151771549445	0.1243786356425172	-0.24383923849814912	-0.15684822845055527	-0.254151242728715	-0.27033315705975675	-0.2645161290322581	-0.11126388154415653	-0.20946589106292968	-0.19693283976731887	-0.2241142252776309	-0.2204653622421999	-0.19375991538868323	-0.29968270756213644	-0.17916446324695928	-0.23670015864621893	-0.18757271285034374	-0.23855103120042306	-0.26382866208355366	-0.3988894764674775	-0.3514013749338974	-0.0698572184029614	-0.1617662612374405	-0.18799576943416182	-0.1491274457958752	-0.20486515071390798	-0.15473294553146483	-0.17731359069275515	0.043204653622422	-0.17324167107350608	-0.003595980962453728	-0.08720253833950291	-0.047858276044420944	0.041195134849286094	-0.06790058170280275	0.23442622950819672	-0.09888947646747752	-0.08445267054468535	0.09947117927022739	-0.1217874140666314	0.24865150713907985	0.06261237440507668	-0.4127974616604971	-0.4286620835536753	-0.01565309360126917	-0.12173453199365415	0.023373876255949232	-0.12829190904283447	0.009254362771020624	-0.2367530407191962	-0.0018508725542041248	0.026811210999471178	-0.16107879428873612	0.024061343204653623	-0.08921205711263881
RutR	0.10655737704918032	0.13913273400317291	0.10200951877313591	0.166737176097303	0.41417239555790586	0.4817028027498678	0.45161290322580644	0.2453728186144897	0.29238498149127445	0.22628239026969857	0.3515600211528292	0.3738762559492332	0.5774722369116869	0.343204653622422	0.24806980433633	0.3924378635642517	0.18053939714436806	0.14955050237969328	0.14706504494976202	0.3787414066631412	0.23622421998942358	0.32295081967213113	0.28413537810682177	0.20438921205711263	0.4204653622421999	-0.0709148598625066	-0.18376520359598097	1.0	0.4860391327340032	0.1668958223162348	0.23315705975674247	0.27070333157059756	0.22469592808038075	0.08974087784241143	0.14034902168164992	0.07704918032786885	-0.406081438392385	-0.3613432046536224	-0.3637757800105764	-0.3343204653622422	-0.41189846641988365	-0.4744579587519831	-0.4735060814383924	-0.465309360126917	-0.4764145954521417	-0.4650978318350079	-0.35081967213114756	-0.4422527763088313	-0.3502379693283977	-0.3596509783183501	-0.4156530936012692	-0.3862506610259122	-0.2658381808566896	-0.27398202009518774	-0.30412480169222633	-0.3453728186144897	-0.31078794288736117	-0.32326811210999473	-0.3738762559492332	-0.4014806980433633	-0.31729243786356426	-0.519672131147541	-0.394923320994183	-0.3911158117398202	-0.29317821258593335	-0.2838180856689582	-0.20206240084611315	-0.4919619249074564	-0.34759386567953465	-0.028080380750925435	0.007879428873611845	-0.11671073506081438	-0.01861448968799577	-0.16007403490216818	0.1460602855631941	-0.019672131147540985	-0.16197778952934955	-0.09016393442622951	-0.2192490745637229	-0.256795346377578	-0.260655737704918	0.09709148598625066	0.22670544685351665	0.10946589106292967	0.18228450555261766	0.023479640401903756	-0.09587519830777366	0.06287678476996299
VanR	0.13659439450026442	-0.027921734531993654	-0.019725013220518246	-0.0006345848757271285	0.2701216287678477	0.49915388683236384	0.28931782125859334	0.1894764674775251	0.29185616076150184	0.12305658381808567	0.31179270227392913	0.4633527234267583	0.3037546271813855	0.32210470650449496	0.17445795875198308	0.16160761501850873	0.1243786356425172	-0.08016922263352723	0.21168693812797462	0.2599153886832364	0.12448439978847171	0.028662083553675305	0.3678476996298255	0.18551031200423057	0.4483870967741935	-0.13347435219460602	-0.2107879428873612	0.4860391327340032	1.0	0.014542570068746695	0.1424114225277631	0.15029085140137494	0.18360655737704917	-0.034161819143310415	0.0807509254362771	0.10423056583818086	-0.30893707033315704	-0.30343733474352197	-0.3087784241142253	-0.3086197778952935	-0.35452141723955577	-0.38688524590163936	-0.3885245901639344	-0.3427815970386039	-0.38921205711263884	-0.3368059227921735	-0.26816499206768907	-0.3502379693283977	-0.31988365943945	-0.381544156530936	-0.348281332628239	-0.3265996827075621	-0.18455843469063987	-0.21258593336858805	-0.23363299841353782	-0.19365415124272872	-0.18635642517186674	-0.3416181914331042	-0.23331570597567425	-0.16430460074034903	-0.28450555261766264	-0.3132205182443152	-0.23262823902696986	-0.19465891062929666	-0.1298783712321523	-0.15563194077207826	-0.2786885245901639	-0.24029613960867266	-0.23114754098360657	-0.004812268640930725	0.21189846641988366	-0.13289264939185616	0.12157588577472236	-0.2013749338974088	0.03437334743521946	0.1427815970386039	0.02242199894235854	-0.28662083553675305	-0.1059227921734532	-0.25875198307773667	-0.338339502908514	0.024907456372289794	-0.047117927022739294	0.12903225806451613	0.07525118984664199	-0.12067689053410893	0.06747752511898467	0.07884717080909572
HcpR	-0.08968799576943416	0.1375462718138551	0.39920676890534107	0.07615018508725542	0.36980433632998416	0.2994711792702274	0.45468006345848755	0.2224748810153358	0.12527763088313063	0.12929666842940243	0.24410364886303543	0.23326282390269698	0.2821258593336859	0.24732945531464834	0.13289264939185616	0.23426758328926495	0.09793759915388683	0.0014806980433632998	0.13622421998942358	0.06197778952934955	0.0654151242728715	0.3331041776837652	0.035589635113696456	0.38387096774193546	0.06583818085668958	0.01877313590692755	0.10285563194077207	0.1668958223162348	0.014542570068746695	1.0	0.19048122686409308	0.19026969857218404	0.1434690639873083	0.24526705446853517	0.30449497620306715	0.135695399259651	-0.40015864621893177	-0.2652564780539397	-0.2165520888418826	-0.08783712321523003	-0.3103120042305658	-0.31099947117927024	-0.22559492332099418	-0.3731887890005288	-0.3514013749338974	-0.3410364886303543	-0.24161819143310417	-0.3282919090428345	-0.2180327868852459	-0.23368588048651506	-0.27377049180327867	-0.2817556848228451	-0.08625066102591221	-0.11353781068217875	-0.1775251189846642	-0.2375462718138551	-0.24182971972501321	-0.08149127445795876	-0.2819672131147541	-0.43067160232681123	-0.3312004230565838	-0.28540454785827607	-0.1957165520888419	-0.36033844526705444	-0.34130089899524063	-0.5020624008461132	-0.08720253833950291	-0.24706504494976203	-0.11528291909042834	-0.14907456372289793	0.12226335272342675	-0.11813855103120043	-0.14071919619249074	-0.15293495505023796	-0.1984135378106822	-0.26144896879957696	-0.12215758857747223	-0.2262295081967213	-0.18672659968270755	-0.15642517186673718	0.14209413008989952	0.1508725542041248	0.07001586462189317	0.047276573241671074	0.05526176626123744	-0.006081438392384982	0.14294024325753568	-0.0785827604442094
MetJ	0.048122686409307246	0.06166049709148599	0.15922792173453199	0.18350079323109467	0.43664727657324165	0.4234796404019038	0.26441036488630354	0.2796404019037546	0.11517715494447382	0.18291909042834478	0.24394500264410365	0.2624537281861449	0.3034902168164992	0.18053939714436806	0.3153358011634056	0.19857218402961396	0.26282390269698575	0.12501322051824432	0.021364357482813328	0.366737176097303	0.08249603384452671	0.25383395029085143	0.13104177683765203	0.11448968799576943	0.15298783712321523	-0.03442622950819672	0.13939714436805922	0.23315705975674247	0.1424114225277631	0.19048122686409308	1.0	0.31946060285563194	-0.03220518244315177	0.18704389212057113	0.22289793759915388	0.26017979904812266	-0.3043892120571126	-0.2713379164463247	-0.2786885245901639	-0.24658910629296668	-0.29317821258593335	-0.3657852987837123	-0.3695928080380751	-0.3411951348492861	-0.36372289793759915	-0.3590692755156002	-0.32363828662083555	-0.38011634056055	-0.35452141723955577	-0.34029613960867267	-0.2994711792702274	-0.3208355367530407	-0.22929666842940244	-0.28968799576943416	-0.08402961396086726	-0.1397144368059228	-0.1380750925436277	-0.10518244315177155	-0.27815970386039135	-0.32696985721840294	-0.22094130089899525	-0.30560549973558965	-0.24648334214701217	-0.33749338974087784	-0.24838709677419354	-0.3441565309360127	-0.13463775780010576	-0.34299312533051296	-0.160444209413009	-0.11073506081438392	-0.036171337916446326	0.006187202538339503	0.04029613960867266	-0.041459545214172396	-0.10063458487572713	-0.11544156530936013	-0.08328926493918562	-0.2692755156002115	-0.20142781597038603	-0.025806451612903226	-0.1464304600740349	-0.1537281861448969	0.013749338974087784	0.10528820729772607	0.048175568482284506	-0.10719196192490746	-0.16229508196721312	-0.046060285563194074
NorR	-0.0565309360126917	-0.027128503437334743	0.16361713379164464	0.06197778952934955	0.26398730830248546	0.3331570597567425	0.4265468006345849	0.24500264410364886	0.23046007403490218	0.26536224219989424	0.3091485986250661	0.3970386039132734	0.334479111581174	0.29413008989952405	0.24103648863035432	0.11702802749867795	0.3593865679534638	0.2561078794288736	0.33114754098360655	0.28947646747752515	0.15742993125330512	0.2895822316234796	0.18122686409307245	0.20507667900581703	0.1717609730301428	0.022845055526176626	0.0016922263352723427	0.27070333157059756	0.15029085140137494	0.19026969857218404	0.31946060285563194	1.0	0.2402432575356954	0.1447911158117398	0.12131147540983607	0.05029085140137493	-0.36012691697514543	-0.2188260179799048	-0.361872025383395	-0.3250661025912216	-0.3224748810153358	-0.40782654680063457	-0.3639344262295082	-0.3850872554204125	-0.43707033315705973	-0.3966155473294553	-0.3898995240613432	-0.4572184029613961	-0.36493918561607613	-0.38387096774193546	-0.3622950819672131	-0.4169751454257007	-0.26879957694341616	-0.36414595452141724	-0.35822316234796403	-0.24822845055526177	-0.06388154415653094	-0.0790058170280275	-0.3170809095716552	-0.4382337387625595	-0.17228979375991538	-0.3817028027498678	-0.2934426229508197	-0.26980433632998413	-0.2530407191961925	-0.3189317821258593	-0.011845584346906399	-0.22829190904283447	-0.2600211528291909	-0.0858804865150714	0.0523532522474881	0.20787942887361185	-0.05647805393971444	-0.29481755684822847	-0.03918561607615018	0.09169751454257007	-0.013960867265996827	-0.08127974616604972	0.019830777366472766	-0.1370174510840825	-0.1547858276044421	0.01343204653622422	0.12057112638815441	0.13209941829719726	0.10089899524061344	0.026916975145425702	-0.03918561607615018	0.03918561607615018
CadR-PbrR	0.0663670015864622	0.11073506081438392	0.07599153886832363	0.052829190904283445	0.047858276044420944	0.11940772078265469	0.10745637228979377	0.1527763088313062	0.04373347435219461	0.1849286092014807	0.15309360126916974	0.22929666842940244	0.39539925965097833	0.22062400846113167	0.1609730301427816	0.21337916446324695	0.09264939185616076	0.1817028027498678	0.035536753040719196	0.01274457958751983	0.1651507139079852	0.16060285563194077	0.08439978847170809	0.04986779481755685	0.023373876255949232	-0.09968270756213643	-0.0037546271813855103	0.22469592808038075	0.18360655737704917	0.1434690639873083	-0.03220518244315177	0.2402432575356954	1.0	0.32823902696985724	0.09069275515600211	0.054785827604442096	-0.33061872025383393	-0.15097831835007933	-0.17392913802221047	-0.20930724484399787	-0.16134320465362242	-0.25092543627710207	-0.22781597038603912	-0.2078265468006346	-0.2301427815970386	-0.22654680063458488	-0.22734003172924377	-0.2658381808566896	-0.24246430460074034	-0.2417239555790587	-0.24267583289264938	-0.263088313061872	-0.2686409307244844	-0.15780010576414596	0.05177154944473823	0.02464304600740349	-0.0511369645690111	-0.1941829719725013	-0.13564251718667372	-0.17329455314648334	-0.11956636700158646	-0.18096245372818615	-0.255579058699101	-0.3264939185616076	-0.13802221047065044	-0.2469592808038075	-0.23632998413537812	-0.15901639344262294	-0.30983606557377047	-0.0069804336329984135	0.052829190904283445	0.018138551031200423	-0.06906398730830249	-0.021311475409836064	0.054680063458487575	0.23384452670544686	0.08397673188789001	-0.09185616076150185	-0.05288207297726071	0.08746694870438922	-0.18905341089370703	-0.06927551560021153	-0.1476467477525119	-0.054257006874669486	0.2916446324695928	-0.12855631940772078	-0.10396615547329455	-0.01126388154415653
GguR	0.1674246430460074	0.3017451084082496	0.3804865150713908	0.1518244315177155	0.25579058699101004	0.11057641459545214	0.2044420941300899	0.274034902168165	0.047435219460602855	-0.009254362771020624	-0.03696456901110524	0.14896879957694342	0.19270227392913802	0.35526176626123745	0.33093601269169753	0.28471708090957165	-0.0698572184029614	0.06240084611316764	0.006610259122157589	-0.07265996827075621	-0.004336329984135378	0.2087784241142253	-0.14119513484928609	-0.10021152829190905	0.1110523532522475	-0.13738762559492332	-0.12443151771549445	0.08974087784241143	-0.034161819143310415	0.24526705446853517	0.18704389212057113	0.1447911158117398	0.32823902696985724	1.0	0.21057641459545215	0.4351665785298784	-0.4558434690639873	-0.3561607615018509	-0.11279746166049709	-0.1310946589106293	-0.3083553675304072	-0.28397673188789	-0.2331041776837652	-0.18164992067689054	-0.3182971972501322	-0.26790058170280273	-0.20883130618720253	-0.307297726070862	-0.26382866208355366	-0.3210470650449498	-0.2293495505023797	-0.26171337916446324	0.001797990481226864	-0.03114754098360656	0.0834479111581174	0.027445795875198308	-0.24283447911158118	-0.23151771549444738	-0.14447382337387626	-0.3157059756742464	-0.25520888418826015	-0.2984135378106822	-0.3304071919619249	-0.415811739820201	-0.32781597038603916	-0.4629825489159175	-0.35187731359069274	-0.37260708619777894	-0.31285034373347437	-0.17075621364357482	-0.14553146483342147	-0.01575885774722369	0.09873083024854575	-0.011739820200951878	-0.23617133791644632	0.1992067689053411	0.06848228450555262	-0.19291380222104706	-0.017715494447382338	0.07154944473823374	0.1777895293495505	-0.1044420941300899	-0.01263881544156531	-0.03844526705446853	0.06409307244843998	-0.11438392384981491	-0.2129032258064516	-0.0911158117398202
CsoR	-0.19249074563722898	0.0387625594923321	0.15954521417239556	-0.06710735060814384	0.2375462718138551	0.1121099947117927	0.2886303543098889	0.10698043363299842	0.06414595452141723	0.04923320994182972	-0.010735060814383924	0.06604970914859863	0.20909571655208883	0.07017451084082496	0.04309888947646748	0.10274986779481755	-0.011369645690111053	-0.07202538339502909	-0.10089899524061344	0.09423585404547859	-0.06044420941300899	0.11015335801163406	0.19698572184029614	0.09772607086197779	-0.0033315705975674246	-0.05737704918032787	0.1243786356425172	0.14034902168164992	0.0807509254362771	0.30449497620306715	0.22289793759915388	0.12131147540983607	0.09069275515600211	0.21057641459545215	1.0	0.165520888418826	-0.29413008989952405	-0.24769962982548915	-0.17065044949762032	-0.059545214172395555	-0.1457429931253305	-0.18915917503966156	-0.1755156002115283	-0.22004230565838181	-0.28106821787414066	-0.2856160761501851	-0.22279217345319938	-0.23828662083553676	-0.13595980962453727	-0.2178741406663141	-0.23717609730301428	-0.24288736118455845	-0.07810682178741407	-0.1698572184029614	0.060602855631940775	-0.12088841882601797	0.0033844526705446853	0.07890005288207298	-0.04569011105235325	-0.31850872554204124	-0.1261237440507668	-0.12035959809624537	-0.1277102062400846	-0.15526176626123744	-0.22400846113167636	-0.31940772078265467	-0.08069804336329985	0.03061872025383395	-0.17398202009518773	-0.26705446853516657	0.14299312533051295	0.15097831835007933	0.33553675304071917	-0.007932310946589107	0.0024325753569539926	-0.03564251718667372	0.03289264939185616	0.05372818614489688	-0.0461660497091486	0.19032258064516128	0.014965626652564781	0.09328397673188789	-0.03680592279217346	0.10761501850872554	0.17932310946589106	-0.046007403490216814	0.09561078794288737	-0.0051824431517715494
TtrR	-0.02236911686938128	0.040719196192490745	0.2114225277630883	-0.03865679534637758	0.17451084082496035	0.18582760444209412	0.24267583289264938	0.015282919090428344	-0.09962982548915918	-0.21930195663670016	0.010259122157588578	0.021998942358540455	0.12971972501322052	0.17715494447382338	0.040507667900581704	0.06731887890005288	-0.29481755684822847	-0.13458487572712852	-0.054204124801692226	-0.13881544156530937	-0.10930724484399788	-0.1471179270227393	-0.10005288207297726	-0.10163934426229508	-0.023320994182971972	-0.31163405605499733	-0.24383923849814912	0.07704918032786885	0.10423056583818086	0.135695399259651	0.26017979904812266	0.05029085140137493	0.054785827604442096	0.4351665785298784	0.165520888418826	1.0	-0.22659968270756214	-0.18799576943416182	-0.04288736118455844	0.030671602326811213	-0.05753569539925965	-0.07636171337916446	-0.03860391327340032	-0.05700687466948704	-0.1324167107350608	-0.13384452670544686	-0.041089370703331574	-0.0935483870967742	-0.013008989952406135	-0.08439978847170809	-0.017451084082496033	-0.040137493389740875	0.17292437863564253	0.10581702802749868	0.23453199365415126	0.018878900052882074	-0.2180327868852459	-0.14457958751983077	0.04510840824960338	-0.19122157588577474	-0.07213114754098361	-0.029772607086197778	-0.053886832363828664	-0.2773664727657324	-0.11290322580645161	-0.23469063987308303	-0.12094130089899524	-0.12252776308831306	-0.25515600211528294	0.026599682707562137	-0.17028027498677947	0.0508725542041248	0.3118455843469064	-0.1130618720253834	-0.19613960867265998	0.053516657852987835	0.22014806980433632	-0.1958223162347964	-0.1558434690639873	-0.02823902696985722	-0.05171866737176097	-0.04970914859862507	0.08233738762559492	0.1351136964569011	0.26144896879957696	-0.12691697514542571	0.13929138022210472	-0.022739291380222106
BirA	-0.4682178741406663	-0.4051295610787943	-0.5948704389212057	-0.5078794288736118	-0.6796932839767319	-0.6370174510840825	-0.5887890005288208	-0.8242199894235854	-0.7113167636171338	-0.6114225277630884	-0.6527763088313062	-0.7481226864093072	-0.7694341618191433	-0.7716552088841883	-0.6922792173453199	-0.756002115282919	-0.4096774193548387	-0.4779481755684823	-0.5496033844526705	-0.5184029613960868	-0.5921205711263882	-0.6047593865679535	-0.41570597567424644	-0.45700687466948703	-0.5439450026441036	-0.2607086197778953	-0.15684822845055527	-0.406081438392385	-0.30893707033315704	-0.40015864621893177	-0.3043892120571126	-0.36012691697514543	-0.33061872025383393	-0.4558434690639873	-0.29413008989952405	-0.22659968270756214	1.0	0.8461131676361714	0.7994182971972501	0.7632469592808038	0.8452670544685351	0.9041248016922263	0.8502379693283977	0.8896879957694341	0.912374405076679	0.9277630883130619	0.8809624537281862	0.8901110523532523	0.8460602855631941	0.8785827604442095	0.8744579587519831	0.8838180856689583	0.5084611316763618	0.649074563722898	0.4510312004230566	0.5372289793759916	0.4872025383395029	0.4969328397673189	0.7360126916975145	0.7991538868323639	0.7364886303543099	0.612585933368588	0.6351665785298783	0.6718138551031201	0.7374933897408779	0.7011105235325225	0.7057641459545214	0.6992596509783183	0.21390798519301957	0.18609201480698043	-0.06160761501850873	0.11285034373347436	-0.017292437863564252	0.11084082496033845	0.13458487572712852	0.30999471179270227	0.33363299841353783	0.4624008461131676	0.3304071919619249	0.2309360126916975	0.1367530407191962	0.07588577472236911	0.07117927022739291	0.14473823373876257	-0.02242199894235854	0.27652035959809623	0.3283447911158117	0.24806980433633
XylR	-0.5788471708090958	-0.38122686409307244	-0.5368059227921734	-0.5840296139608673	-0.6361713379164463	-0.5781597038603913	-0.5241142252776309	-0.7753040719196193	-0.7560549973558963	-0.6422527763088313	-0.650713907985193	-0.7041776837652036	-0.7117927022739291	-0.7897937599153887	-0.6645690111052354	-0.6853516657852988	-0.4514013749338974	-0.47398202009518775	-0.48662083553675306	-0.5024854574299312	-0.5257006874669488	-0.49455314648334214	-0.5257535695399259	-0.49719725013220517	-0.6376520359598096	-0.2239555790586991	-0.254151242728715	-0.3613432046536224	-0.30343733474352197	-0.2652564780539397	-0.2713379164463247	-0.2188260179799048	-0.15097831835007933	-0.3561607615018509	-0.24769962982548915	-0.18799576943416182	0.8461131676361714	1.0	0.7936541512427288	0.7635642517186674	0.7719725013220519	0.8466948704389212	0.8075621364357483	0.8257006874669487	0.8636700158646219	0.8631411951348493	0.8596509783183501	0.8175039661554733	0.8112109994711793	0.8394500264410365	0.8315705975674247	0.8183500793231094	0.543416181914331	0.6175568482284506	0.4180327868852459	0.5315705975674246	0.5100475938656795	0.5498677948175569	0.6771549444738234	0.7227921734531993	0.7472236911686938	0.5280274986779482	0.6572184029613961	0.590269698572184	0.6484399788471709	0.5387096774193548	0.639344262295082	0.6051295610787943	0.1061872025383395	0.18043363299841353	-0.028556319407720784	-0.03358011634056055	-0.05584346906398731	0.0849286092014807	0.16430460074034903	0.37123215230037016	0.4299841353781068	0.4059227921734532	0.32956107879428875	0.2445267054468535	0.2558963511369646	0.1794288736118456	0.05314648334214701	0.18868323638286622	-0.0024325753569539926	0.37964040190375464	0.17916446324695928	0.230830248545743
IscR	-0.4537810682178741	-0.28799576943416183	-0.42971972501322053	-0.44029613960867264	-0.600211528291909	-0.6384981491274458	-0.528609201480698	-0.7686938127974616	-0.8602855631940772	-0.7843469063987308	-0.7399259650978318	-0.8544156530936012	-0.7500264410364886	-0.6773664727657324	-0.6860391327340032	-0.6791115811739821	-0.6241671073506081	-0.5737176097303014	-0.660655737704918	-0.6178741406663141	-0.6461131676361713	-0.5557377049180328	-0.5997884717080909	-0.6138551031200423	-0.6827604442094131	-0.4664198836594394	-0.27033315705975675	-0.3637757800105764	-0.3087784241142253	-0.2165520888418826	-0.2786885245901639	-0.361872025383395	-0.17392913802221047	-0.11279746166049709	-0.17065044949762032	-0.04288736118455844	0.7994182971972501	0.7936541512427288	1.0	0.9157059756742464	0.82374405076679	0.8835536753040719	0.8822845055526176	0.8713379164463247	0.8790058170280275	0.8700687466948704	0.915600211528292	0.8852987837123215	0.8799048122686409	0.8979904812268641	0.9020624008461132	0.8930724484399788	0.7213643574828134	0.7509254362771021	0.5143839238498149	0.5478582760444209	0.4221575885774722	0.4551560021152829	0.7625066102591221	0.641988365943945	0.607297726070862	0.48090957165520887	0.6078794288736118	0.555367530407192	0.6350608143839238	0.5526176626123744	0.5782654680063458	0.5417239555790587	0.0005288207297726071	0.13707033315705977	-0.024748810153358013	-0.11258593336858805	0.05970386039132734	0.1002644103648863	0.11512427287149657	0.46060285563194076	0.5612374405076679	0.4075621364357483	0.3607615018508726	0.28699101004759386	0.3137493389740878	0.15245901639344261	0.13939714436805922	0.21523003701745108	0.1222104706504495	0.2876784769962983	0.2813855103120042	0.24383923849814912
MetR	-0.5139079851930196	-0.30031729243786354	-0.3865150713907985	-0.4662083553675304	-0.5293495505023796	-0.6161290322580645	-0.4603384452670545	-0.789846641988366	-0.8668429402432576	-0.8072448439978848	-0.7360126916975145	-0.8214172395557906	-0.705869910100476	-0.7014278159703861	-0.6886832363828662	-0.6697514542570069	-0.6802749867794817	-0.6008461131676361	-0.7159703860391328	-0.59227921734532	-0.7207826546800634	-0.5735589635113696	-0.5533051295610788	-0.529825489159175	-0.6909571655208884	-0.5025383395029085	-0.2645161290322581	-0.3343204653622422	-0.3086197778952935	-0.08783712321523003	-0.24658910629296668	-0.3250661025912216	-0.20930724484399787	-0.1310946589106293	-0.059545214172395555	0.030671602326811213	0.7632469592808038	0.7635642517186674	0.9157059756742464	1.0	0.8396615547329456	0.8877842411422527	0.901427815970386	0.8304071919619249	0.8499735589635113	0.8454785827604442	0.8902168164992068	0.8757800105764146	0.9334743521946061	0.9083553675304072	0.9229508196721311	0.9213643574828133	0.7510840824960339	0.7802221047065045	0.5015864621893178	0.4909571655208884	0.39095716552088844	0.4976731887890005	0.6989952406134321	0.574034902168165	0.5558963511369646	0.43437334743521944	0.5831306187202538	0.5329455314648334	0.58397673188789	0.486197778952935	0.656795346377578	0.5151771549444738	-0.05134849286092015	0.11200423056583818	-0.08265468006345848	-0.1227392913802221	0.01565309360126917	0.001797990481226864	0.060126916975145425	0.4265468006345849	0.5621364357482813	0.39227921734531995	0.31406663141195135	0.2629296668429402	0.3388683236382866	0.1928609201480698	0.13759915388683236	0.29619249074563725	0.20629296668429403	0.4333685880486515	0.4037017451084082	0.2619249074563723
RbkR	-0.5254891591750397	-0.39159175039661553	-0.5372289793759916	-0.4772607086197779	-0.6537810682178742	-0.6280274986779482	-0.5230037017451085	-0.8180856689582232	-0.7625066102591221	-0.6680063458487573	-0.7081438392384981	-0.8261237440507668	-0.7054997355896351	-0.7588048651507139	-0.6903225806451613	-0.709730301427816	-0.5866737176097303	-0.42390269698572186	-0.6528820729772608	-0.5925436277102062	-0.6219989423585405	-0.6164992067689054	-0.5039132734003173	-0.5098360655737705	-0.6657852987837123	-0.3804865150713908	-0.11126388154415653	-0.41189846641988365	-0.35452141723955577	-0.3103120042305658	-0.29317821258593335	-0.3224748810153358	-0.16134320465362242	-0.3083553675304072	-0.1457429931253305	-0.05753569539925965	0.8452670544685351	0.7719725013220519	0.82374405076679	0.8396615547329456	1.0	0.9117927022739292	0.9009518773135907	0.8839238498149128	0.9019566367001587	0.866948704389212	0.8450555261766262	0.8971972501322052	0.8877313590692755	0.8999471179270228	0.900423056583818	0.8848757271285035	0.5991010047593865	0.7070333157059757	0.5267583289264939	0.5571655208884189	0.47937599153886834	0.5386567953463776	0.7355896351136965	0.6933897408778424	0.7159703860391328	0.622104706504495	0.5589106292966685	0.5038075092543628	0.6684822845055526	0.6368588048651507	0.7109994711792702	0.6745637228979376	0.05774722369116869	0.06240084611316764	-0.00031729243786356425	0.06377578001057642	0.02384981491274458	0.006292966684294025	0.07578001057641459	0.3351136964569011	0.3805393971443681	0.47017451084082496	0.2508725542041248	0.3047593865679535	0.21597038603913274	0.10407191961924908	0.07852987837123215	0.2665785298783712	0.14859862506610258	0.32041248016922264	0.3971443680592279	0.24563722897937598
NrtR	-0.5407191961924908	-0.36509783183500794	-0.5443151771549445	-0.5286620835536753	-0.6562665256478054	-0.7581702802749868	-0.61216287678477	-0.8451084082496034	-0.811369645690111	-0.7546271813855103	-0.7755684822845056	-0.8697514542570068	-0.8116340560549974	-0.753358011634056	-0.7380750925436277	-0.71216287678477	-0.6006345848757271	-0.5325753569539926	-0.6413008989952406	-0.6548387096774193	-0.6765732416710735	-0.6525647805393971	-0.5651507139079852	-0.5472236911686938	-0.6680063458487573	-0.3561607615018509	-0.20946589106292968	-0.4744579587519831	-0.38688524590163936	-0.31099947117927024	-0.3657852987837123	-0.40782654680063457	-0.25092543627710207	-0.28397673188789	-0.18915917503966156	-0.07636171337916446	0.9041248016922263	0.8466948704389212	0.8835536753040719	0.8877842411422527	0.9117927022739292	1.0	0.9585404547858276	0.9512427287149656	0.9632998413537811	0.9583289264939185	0.9237969328397673	0.9523532522474881	0.9438392384981491	0.9579587519830778	0.9564780539397144	0.9638286620835537	0.6461660497091486	0.7693812797461661	0.581544156530936	0.6043892120571126	0.5277102062400846	0.5889476467477525	0.7929666842940243	0.758011634056055	0.7720782654680064	0.6283447911158118	0.6772078265468007	0.5779481755684823	0.66409307244844	0.6525118984664199	0.6889476467477526	0.6754627181385511	0.09941829719725014	0.10465362242199894	-0.06504494976203067	0.054627181385510315	0.06181914331041777	0.06811210999471179	0.05118984664198837	0.35663670015864624	0.45727128503437336	0.4731887890005288	0.3341618191433104	0.3410364886303543	0.26953992596509785	0.11861448968799577	0.03907985193019566	0.2014806980433633	0.13934426229508196	0.3494447382337388	0.3181914331041777	0.2297726070861978
