	NmlR	ZntR	LtbR	PaaR	FixJ	DasR	PhnR	FadP	NnrR	NtrC	FadR	FruR	CueR	MerR	AcnR	NifA	GntR	HrcA	PurR	BioQ	LiuR	RbsR	PdxR	FnrN_FixK	GlcC	FabR	QorR	RutR	VanR	HcpR	MetJ	NorR	CadR-PbrR	GguR	CsoR	TtrR	BirA	XylR	IscR	MetR	RbkR	NrtR	Zur	NsrR	ArgR	Phr	SahR_SamR	ThiR	KdgR	MntR	FUR	NagC	AgaR	GulR	HutC	PhnF	HypR	TyrR	AraR	CzrA	ModE	NiaR	PhrR	PsrA	NadQ	Rex	CcpA	HisR	SdaR	SoxR	AmtR	NagQ	PhsR	NikR	PdhR	Irr	SiaR	NarP	HexR	TrpR	LexA	CblR	PrpR	NagR	NrdR	LiuQ	ExuR_UxuR	LldR
PdhR	-0.070386039132734	-0.1635113696456901	-0.05774722369116869	-0.22400846113167636	-0.02162876784769963	-0.16594394500264412	-0.1977260708619778	-0.19101004759386567	-0.05076679005817028	-0.026705446853516657	-0.030671602326811213	-0.07223691168693813	0.0013220518244315177	-0.16599682707562136	-0.2581702802749868	-0.20920148069804337	-0.06790058170280275	0.010946589106292967	-0.1578529878371232	0.017662612374405078	-0.041459545214172396	-0.11517715494447382	0.09672131147540984	-0.10608143839238499	0.09693283976731888	-0.0343204653622422	0.06261237440507668	0.1460602855631941	0.03437334743521946	-0.1984135378106822	-0.10063458487572713	-0.03918561607615018	0.054680063458487575	-0.23617133791644632	0.0024325753569539926	-0.19613960867265998	0.13458487572712852	0.16430460074034903	0.11512427287149657	0.060126916975145425	0.07578001057641459	0.05118984664198837	0.05838180856689582	0.02554204124801692	0.11644632469592808	0.0723955579058699	0.09254362771020624	0.054574299312533055	0.06441036488630354	0.08445267054468535	0.0857218402961396	0.026546800634584877	-0.04769962982548916	-0.05795875198307774	0.1823902696985722	0.1600211528291909	0.035959809624537285	0.12147012162876784	0.17821258593336858	0.18767847699629825	0.09508196721311475	0.09381279746166049	0.08503437334743522	0.09746166049709148	0.22363828662083554	0.2749867794817557	0.00037017451084082496	0.06208355367530407	0.07636171337916446	0.07429931253305129	0.129613960867266	0.059915388683236384	0.07625594923320994	0.11496562665256478	1.0	0.01930195663670016	0.09249074563722898	0.1511369645690111	0.28514013749338973	0.2033844526705447	-0.18630354309888947	0.018085668958223163	0.20089899524061344	0.06340560549973559	0.13966155473294553	-0.004812268640930725	-0.01956636700158646	0.3775251189846642
Irr	-0.2754098360655738	-0.2204653622421999	-0.18529878371232153	-0.3293495505023797	-0.4091485986250661	-0.31956636700158647	-0.18418826017979906	-0.39090428344791117	-0.5142781597038604	-0.4309360126916975	-0.4509254362771021	-0.30195663670015865	-0.39360126916975147	-0.2880486515071391	-0.267741935483871	-0.3794288736118456	-0.25404547858276044	-0.234479111581174	-0.415018508725542	-0.3524590163934426	-0.39735589635113694	-0.38863035430988896	-0.07265996827075621	-0.4473823373876256	-0.29063987308302486	-0.3757800105764146	-0.4127974616604971	-0.019672131147540985	0.1427815970386039	-0.26144896879957696	-0.11544156530936013	0.09169751454257007	0.23384452670544686	0.1992067689053411	-0.03564251718667372	0.053516657852987835	0.30999471179270227	0.37123215230037016	0.46060285563194076	0.4265468006345849	0.3351136964569011	0.35663670015864624	0.37747223691168696	0.4063987308302485	0.3719196192490746	0.36774193548387096	0.42205182443151773	0.31824431517715496	0.33358011634056056	0.33358011634056056	0.39063987308302484	0.37392913802221045	0.3838180856689582	0.5010576414595452	0.3443151771549445	0.3586462189317821	0.31930195663670013	0.16631411951348493	0.4300370174510841	0.3607086197778953	0.38461131676361715	0.14473823373876257	0.27588577472236914	0.2602855631940772	0.38847170809095716	0.22993125330512956	0.19777895293495504	0.20126916975145426	-0.22723426758328927	0.005023796932839768	-0.06409307244843998	-0.011316763617133793	0.03220518244315177	0.021152829190904283	0.01930195663670016	1.0	0.5317292437863564	0.12808038075092543	0.30756213643574826	0.09566367001586462	0.022686409307244845	0.09534637757800106	-0.03987308302485457	0.2506610259122158	0.12168164992067688	0.06467477525118985	0.0491274457958752	0.19444738233738762
SiaR	-0.18942358540454785	-0.1710735060814384	-0.2310946589106293	-0.25780010576414597	-0.29719725013220516	-0.36335272342675834	-0.24526705446853517	-0.4841353781068218	-0.5763088313061872	-0.5191433104177684	-0.3970386039132734	-0.37276573241671074	-0.34553146483342145	-0.23707033315705975	-0.36721311475409835	-0.4246430460074035	-0.48551031200423056	-0.571602326811211	-0.44785827604442097	-0.4835536753040719	-0.4714436805922792	-0.46425171866737175	-0.20438921205711263	-0.4932839767318879	-0.44563722897937597	-0.35753569539925967	-0.4286620835536753	-0.16197778952934955	0.02242199894235854	-0.12215758857747223	-0.08328926493918562	-0.013960867265996827	0.08397673188789001	0.06848228450555262	0.03289264939185616	0.22014806980433632	0.33363299841353783	0.4299841353781068	0.5612374405076679	0.5621364357482813	0.3805393971443681	0.45727128503437336	0.5132734003172924	0.4593865679534638	0.45156002115282917	0.47228979375991537	0.5115282919090428	0.43447911158117397	0.5026969857218403	0.4696985721840296	0.5399788471708091	0.5139079851930196	0.5694870438921206	0.5191961924907457	0.3720782654680063	0.3527234267583289	0.4636700158646219	0.1941829719725013	0.49169751454257005	0.275039661554733	0.33289264939185614	0.23368588048651506	0.44828133262823905	0.372818614489688	0.36737176097303015	0.21438392384981492	0.17234267583289264	0.20973030142781596	-0.18926493918561607	0.07271285034373347	-0.22427287149656266	-0.2343204653622422	-0.01961924907456372	-0.009465891062929667	0.09249074563722898	0.5317292437863564	1.0	0.1802221047065045	0.18915917503966156	0.13521946060285564	0.1557377049180328	0.034056054997355895	0.08244315177154944	0.1059227921734532	0.3197250132205182	0.17170809095716552	0.23548387096774193	0.2449497620306716
NarP	-0.3282919090428345	-0.2254362771020624	-0.23865679534637757	-0.23326282390269698	-0.35928080380750926	-0.5030671602326812	-0.3212585933368588	-0.5246959280803808	-0.38461131676361715	-0.23664727657324167	-0.40095187731359067	-0.4718667371760973	-0.3265996827075621	-0.4504494976203067	-0.43358011634056054	-0.24769962982548915	-0.253146483342147	-0.15171866737176098	-0.34246430460074034	-0.2761501850872554	-0.18202009518773135	-0.24161819143310417	-0.3695399259650978	-0.15711263881544157	-0.4006874669487044	-0.25055526176626125	-0.01565309360126917	-0.09016393442622951	-0.28662083553675305	-0.2262295081967213	-0.2692755156002115	-0.08127974616604972	-0.09185616076150185	-0.19291380222104706	0.05372818614489688	-0.1958223162347964	0.4624008461131676	0.4059227921734532	0.4075621364357483	0.39227921734531995	0.47017451084082496	0.4731887890005288	0.433474352194606	0.4488101533580116	0.4145425700687467	0.43659439450026444	0.41607615018508726	0.4219460602855632	0.43157059756742466	0.475251189846642	0.4512956107879429	0.45230037017451086	0.23537810682178742	0.3103648863035431	0.2790586991010048	0.27281861448968797	0.20624008461131677	0.34034902168164993	0.412374405076679	0.26530936012691697	0.3998942358540455	0.22268640930724484	0.25420412480169224	0.32421998942358543	0.2500793231094659	0.4542041248016922	0.49048122686409307	0.4182971972501322	0.11438392384981491	0.15737704918032788	0.015917503966155475	0.16546800634584877	0.05711263881544157	-0.060549973558963514	0.1511369645690111	0.12808038075092543	0.1802221047065045	1.0	0.2666314119513485	0.19936541512427286	0.16589106292966685	-0.006610259122157589	-0.001269169751454257	-0.034056054997355895	0.14960338445267055	0.16530936012691697	0.14690639873083025	0.08873611845584346
HexR	-0.154362771020624	-0.1808566895822316	-0.20449497620306717	-0.38889476467477524	-0.18619777895293496	-0.4699101004759387	-0.2993654151242729	-0.3178212585933369	-0.40211528291909043	-0.3903225806451613	-0.3674246430460074	-0.344632469592808	-0.43775780010576415	-0.30237969328397674	-0.341776837652036	-0.485193019566367	-0.22924378635642517	-0.23442622950819672	-0.2360655737704918	-0.4984135378106822	-0.2769962982548916	-0.260655737704918	-0.15806451612903225	-0.20898995240613433	-0.2332099418297197	0.018244315177154944	-0.12173453199365415	-0.2192490745637229	-0.1059227921734532	-0.18672659968270755	-0.20142781597038603	0.019830777366472766	-0.05288207297726071	-0.017715494447382338	-0.0461660497091486	-0.1558434690639873	0.3304071919619249	0.32956107879428875	0.3607615018508726	0.31406663141195135	0.2508725542041248	0.3341618191433104	0.366525647805394	0.3257006874669487	0.3441036488630354	0.37355896351136963	0.2632469592808038	0.24775251189846642	0.24177683765203595	0.2905869910100476	0.29048122686409306	0.2884188260179799	0.13347435219460602	0.21760973030142783	0.34436805922792174	0.369381279746166	0.331041776837652	0.3452141723955579	0.35579058699101007	0.4437863564251719	0.4318878900052882	0.24965626652564782	0.4948175568482284	0.4330512956107879	0.32707562136435747	0.408725542041248	0.302644103648863	0.440772078265468	-0.1897937599153887	-0.04907456372289794	0.04902168164992068	0.27149656266525646	0.15309360126916974	0.17366472765732416	0.28514013749338973	0.30756213643574826	0.18915917503966156	0.2666314119513485	1.0	0.4453199365415124	-0.11877313590692755	-0.01121099947117927	0.18328926493918563	0.21983077736647277	0.20465362242199894	0.12406134320465362	0.0032258064516129032	0.20200951877313592
TrpR	-0.23231094658910628	-0.07916446324695928	-0.22030671602326812	-0.3319936541512427	-0.10370174510840825	-0.5074034902168165	-0.40597567424643044	-0.2953463775780011	-0.2397144368059228	-0.2668958223162348	-0.30137493389740877	-0.3569011105235325	-0.2162876784769963	-0.29444738233738765	-0.43437334743521944	-0.35452141723955577	-0.18704389212057113	-0.1337916446324696	-0.31517715494447385	-0.3206768905341089	-0.24727657324167107	-0.16017979904812268	-0.3131676361713379	-0.25193019566367003	-0.3126388154415653	0.05742993125330513	0.023373876255949232	-0.256795346377578	-0.25875198307773667	-0.15642517186673718	-0.025806451612903226	-0.1370174510840825	0.08746694870438922	0.07154944473823374	0.19032258064516128	-0.02823902696985722	0.2309360126916975	0.2445267054468535	0.28699101004759386	0.2629296668429402	0.3047593865679535	0.3410364886303543	0.3532522474881015	0.34986779481755687	0.3513484928609201	0.3233738762559492	0.22390269698572185	0.21242728714965628	0.2232681121099947	0.2627710206240085	0.23601269169751454	0.2257006874669487	-0.028767847699629825	0.09101004759386568	0.6087255420412481	0.4300370174510841	0.369169751454257	0.47636171337916444	0.3833421470121629	0.3290851401374934	0.39444738233738763	0.2610787942887361	0.4017451084082496	0.16102591221575885	0.06224219989423586	0.0982548915917504	0.26800634584875727	0.30465362242199895	0.029772607086197778	-0.09264939185616076	0.17831835007932312	0.2667900581702803	0.2627710206240085	0.1831835007932311	0.2033844526705447	0.09566367001586462	0.13521946060285564	0.19936541512427286	0.4453199365415124	1.0	-0.02321523003701745	-0.25917503966155475	-0.1861448968799577	-0.09190904283447911	0.2762030671602327	-0.14294024325753568	-0.10005288207297726	-0.0007932310946589106
LexA	-0.058751983077736644	0.09629825489159174	0.08450555261766261	0.16504494976203068	-0.15415124272871497	-0.2427815970386039	-0.25943945002644103	-0.2158646218931782	-0.26615547329455314	-0.22067689053410894	-0.25742993125330516	-0.2893707033315706	-0.24569011105235325	-0.19471179270227393	-0.09550502379693283	0.027392913802221048	-0.2579587519830777	-0.1195134849286092	-0.13262823902696985	-0.21295610787942887	-0.14637757800105763	0.12236911686938128	-0.26953992596509785	-0.2375462718138551	-0.3645690111052353	-0.22041248016922263	-0.12829190904283447	-0.260655737704918	-0.338339502908514	0.14209413008989952	-0.1464304600740349	-0.1547858276044421	-0.18905341089370703	0.1777895293495505	0.014965626652564781	-0.05171866737176097	0.1367530407191962	0.2558963511369646	0.3137493389740878	0.3388683236382866	0.21597038603913274	0.26953992596509785	0.2753569539925965	0.22258064516129034	0.2110523532522475	0.22950819672131148	0.27932310946589106	0.185193019566367	0.2838709677419355	0.2499206768905341	0.27990481226864095	0.29698572184029615	0.388841882601798	0.37028027498677946	0.01782125859333686	0.1528820729772607	0.03786356425171867	0.08767847699629826	0.10158646218931783	-0.024219989423585404	0.027181385510312003	0.09360126916975145	0.05600211528291909	-0.008461131676361713	0.06197778952934955	-0.08001057641459546	0.23987308302485458	-0.021099947117927023	0.11988365943945002	0.12855631940772078	0.1053939714436806	-0.3076150185087255	-0.18313061872025382	-0.09656266525647805	-0.18630354309888947	0.022686409307244845	0.1557377049180328	0.16589106292966685	-0.11877313590692755	-0.02321523003701745	1.0	0.03722897937599154	0.03680592279217346	-0.006345848757271285	-0.12554204124801693	0.11544156530936013	0.13966155473294553	-0.03770491803278689
CblR	-0.15970386039132733	-0.13199365415124273	0.07297726070861978	-0.21935483870967742	0.047435219460602855	-0.088841882601798	0.054680063458487575	-0.023373876255949232	-0.16335272342675833	-0.14436805922792173	-0.1654151242728715	-0.11671073506081438	-0.153146483342147	-0.17620306716023268	-0.21433104177683765	-0.21570597567424643	-0.00967741935483871	-0.0748281332628239	0.12464304600740349	-0.014595452141723956	-0.06345848757271286	-0.11930195663670017	0.06509783183500793	-0.04891591750396616	-0.1145425700687467	-0.04331041776837652	0.009254362771020624	0.09709148598625066	0.024907456372289794	0.1508725542041248	-0.1537281861448969	0.01343204653622422	-0.06927551560021153	-0.1044420941300899	0.09328397673188789	-0.04970914859862507	0.07588577472236911	0.1794288736118456	0.15245901639344261	0.1928609201480698	0.10407191961924908	0.11861448968799577	0.12316234796404019	0.05906927551560021	0.08651507139079852	0.09814912744579588	0.18228450555261766	0.10608143839238499	0.1594923320994183	0.15859333685880486	0.11750396615547329	0.09746166049709148	0.12078265468006345	0.14918032786885246	-0.1504494976203067	0.013061872025383395	0.08133262823902697	0.0760444209413009	0.12781597038603915	0.08709677419354839	0.11401374933897408	0.07234267583289265	0.0508725542041248	0.2115811739820201	0.14188260179799048	0.04531993654151243	0.03670015864621893	-0.02173453199365415	-0.05774722369116869	-0.20999471179270227	-0.027710206240084613	-0.10407191961924908	-0.0745637228979376	0.021787414066631414	0.018085668958223163	0.09534637757800106	0.034056054997355895	-0.006610259122157589	-0.01121099947117927	-0.25917503966155475	0.03722897937599154	1.0	0.09629825489159174	0.21475409836065573	0.05039661554732946	0.33516657852987836	0.031041776837652035	0.0024854574299312533
PrpR	-0.15742993125330512	-0.22194606028556318	0.03886832363828662	0.003067160232681121	-0.053939714436805924	0.10317292437863564	0.24949762030671602	-0.036118455843469066	-0.07630883130618721	-0.012956107879428873	-0.027287149656266527	-0.06763617133791644	-0.02755156002115283	-0.15542041248016922	-0.0817028027498678	-0.02554204124801692	-0.20058170280274987	-0.09989423585404549	-0.13114754098360656	-0.0787414066631412	-0.128397673188789	-0.09571655208884189	-0.047805393971443684	0.048704389212057116	0.10089899524061344	-0.2231623479640402	-0.2367530407191962	0.22670544685351665	-0.047117927022739294	0.07001586462189317	0.013749338974087784	0.12057112638815441	-0.1476467477525119	-0.01263881544156531	-0.03680592279217346	0.08233738762559492	0.07117927022739291	0.05314648334214701	0.13939714436805922	0.13759915388683236	0.07852987837123215	0.03907985193019566	0.03987308302485457	0.030037017451084082	0.023638286620835537	0.022686409307244845	0.10507667900581703	0.06308831306187203	0.14056054997355896	0.10851401374933897	0.11142252776308831	0.11041776837652036	0.28894764674775253	0.002009518773135907	-0.04516129032258064	0.010259122157588578	0.04288736118455844	0.011792702273929138	-0.004389212057112639	-0.053833950290851404	0.03897408778424114	0.05610787942887361	0.029772607086197778	0.025700687466948705	0.04611316763617134	0.0585404547858276	0.012268640930724484	-0.05256478053939714	-0.23807509254362771	-0.1636700158646219	0.015494447382337387	0.1125330512956108	0.0663670015864622	-0.18630354309888947	0.20089899524061344	-0.03987308302485457	0.08244315177154944	-0.001269169751454257	0.18328926493918563	-0.1861448968799577	0.03680592279217346	0.09629825489159174	1.0	0.15700687466948704	0.03881544156530936	0.03215230037017451	0.240772078265468	0.29354838709677417
NagR	-0.14600740349021682	-0.00830248545742993	-0.17408778424114224	-0.33532522474881016	0.05594923320994183	-0.05103120042305658	0.009518773135906928	-0.27340031729243786	-0.3704918032786885	-0.4294553146483342	-0.33802221047065045	-0.30692755156002116	-0.22004230565838181	-0.1624537281861449	-0.23172924378635643	-0.20200951877313592	-0.22496033844526706	-0.33744050766790057	-0.32882072977260707	-0.3634056054997356	-0.3918032786885246	-0.3066631411951348	-0.1242199894235854	-0.07652035959809625	-0.21512427287149657	-0.2676890534108937	-0.0018508725542041248	0.10946589106292967	0.12903225806451613	0.047276573241671074	0.10528820729772607	0.13209941829719726	-0.054257006874669486	-0.03844526705446853	0.10761501850872554	0.1351136964569011	0.14473823373876257	0.18868323638286622	0.21523003701745108	0.29619249074563725	0.2665785298783712	0.2014806980433633	0.2387625594923321	0.18894764674775252	0.18471708090957165	0.1927551560021153	0.22903225806451613	0.1943416181914331	0.24019037546271813	0.24859862506610259	0.2251718667371761	0.18635642517186674	0.19740877842411422	0.31084082496033844	0.154362771020624	0.314806980433633	0.05790586991010047	0.04034902168164992	0.23564251718667373	0.23601269169751454	0.24130089899524063	0.14294024325753568	0.08011634056054998	0.013802221047065045	0.1898995240613432	0.21835007932310946	0.27704918032786885	0.08402961396086726	-0.3748281332628239	-0.1460602855631941	-0.09492332099418298	0.022633527234267585	-0.004283447911158118	0.030830248545742994	0.06340560549973559	0.2506610259122158	0.1059227921734532	-0.034056054997355895	0.21983077736647277	-0.09190904283447911	-0.006345848757271285	0.21475409836065573	0.15700687466948704	1.0	0.35780010576414595	0.2414595452141724	0.1621893178212586	0.19751454257006876
NrdR	-0.10930724484399788	-0.07049180327868852	-0.0946060285563194	-0.2581173982020095	0.11813855103120043	-0.14431517715494446	-0.03659439450026441	-0.2282390269698572	-0.2754098360655738	-0.28339502908514014	-0.2570597567424643	-0.18191433104177684	-0.003595980962453728	0.06393442622950819	-0.20502379693283976	-0.06308831306187203	-0.33786356425171865	-0.20936012691697514	-0.33934426229508197	-0.34664198836594395	-0.3352723426758329	-0.2683765203595981	-0.11914331041776838	-0.048175568482284506	-0.1750925436277102	-0.20354309888947647	0.026811210999471178	0.18228450555261766	0.07525118984664199	0.05526176626123744	0.048175568482284506	0.10089899524061344	0.2916446324695928	0.06409307244843998	0.17932310946589106	0.26144896879957696	-0.02242199894235854	-0.0024325753569539926	0.1222104706504495	0.20629296668429403	0.14859862506610258	0.13934426229508196	0.22305658381808566	0.09132734003172924	0.0923320994182972	0.13410893707033317	0.0965097831835008	0.07213114754098361	0.14680063458487572	0.1528820729772607	0.16012691697514542	0.1446853516657853	0.06615547329455315	0.055420412480169226	0.44680063458487573	0.2725013220518244	0.1769962982548916	0.04484399788471708	0.1663670015864622	0.10222104706504495	0.18566895822316234	0.09280803807509254	0.23268112109994712	-0.06166049709148599	0.03892120571126388	0.0392913802221047	0.09740877842411423	-0.07958751983077737	-0.43680592279217345	-0.24315177154944473	-0.04970914859862507	0.04621893178212586	0.10925436277102063	0.03289264939185616	0.13966155473294553	0.12168164992067688	0.3197250132205182	0.14960338445267055	0.20465362242199894	0.2762030671602327	-0.12554204124801693	0.05039661554732946	0.03881544156530936	0.35780010576414595	1.0	0.06176626123744051	0.15695399259650977	0.12940243257535694
LiuQ	-0.24717080909571656	-0.19714436805922791	-0.33458487572712853	-0.27556848228450553	-0.16382866208355368	-0.17265996827075622	-0.05637228979375992	-0.27318878900052884	-0.3237440507667901	-0.3127974616604971	-0.3540454785827604	-0.3789529349550502	-0.23558963511369646	-0.3076679005817028	-0.1656795346377578	-0.18598625066102592	-0.19238498149127445	-0.13262823902696985	-0.18582760444209412	-0.1846641988365944	-0.21692226335272344	-0.04843997884717081	-0.18006345848757271	-0.254151242728715	-0.20449497620306717	-0.1327340031729244	-0.16107879428873612	0.023479640401903756	-0.12067689053410893	-0.006081438392384982	-0.10719196192490746	0.026916975145425702	-0.12855631940772078	-0.11438392384981491	-0.046007403490216814	-0.12691697514542571	0.27652035959809623	0.37964040190375464	0.2876784769962983	0.4333685880486515	0.32041248016922264	0.3494447382337388	0.365520888418826	0.26240084611316766	0.32120571126388153	0.31560021152829193	0.33130618720253835	0.39323109465891065	0.4604970914859863	0.3945002644103649	0.4318878900052882	0.4063458487572713	0.3166578529878371	0.2729243786356425	-0.05076679005817028	0.024907456372289794	0.10671602326811211	0.21930195663670016	0.21517715494447381	0.18011634056054998	0.20063458487572713	0.07932310946589106	0.1032258064516129	0.161660497091486	0.2536753040719196	0.2800105764145954	0.40343733474352195	0.12913802221047066	-0.11322051824431517	0.08926493918561608	-0.2231623479640402	-0.09814912744579588	-0.11665785298783712	-0.1460602855631941	-0.004812268640930725	0.06467477525118985	0.17170809095716552	0.16530936012691697	0.12406134320465362	-0.14294024325753568	0.11544156530936013	0.33516657852987836	0.03215230037017451	0.2414595452141724	0.06176626123744051	1.0	0.07837123215230037	0.17123215230037017
ExuR_UxuR	-0.2098360655737705	-0.14420941300898996	-0.0678476996298255	-0.2459016393442623	-0.2088841882601798	0.0331041776837652	-0.027445795875198308	-0.4248016922263353	-0.37466948704389214	-0.2621364357482813	-0.20232681121099946	-0.2848228450555262	-0.11998942358540454	-0.22443151771549444	-0.38202009518773133	-0.26694870438921203	-0.33759915388683237	-0.26536224219989424	-0.23326282390269698	-0.3321523003701745	-0.38921205711263884	-0.36218931782125857	-0.041089370703331574	-0.1447911158117398	-0.2216816499206769	-0.44584875727128503	0.024061343204653623	-0.09587519830777366	0.06747752511898467	0.14294024325753568	-0.16229508196721312	-0.03918561607615018	-0.10396615547329455	-0.2129032258064516	0.09561078794288737	0.13929138022210472	0.3283447911158117	0.17916446324695928	0.2813855103120042	0.4037017451084082	0.3971443680592279	0.3181914331041777	0.3268112109994712	0.24648334214701217	0.2813855103120042	0.277683765203596	0.3349021681649921	0.3416181914331042	0.42453728186144896	0.35473294553146484	0.38445267054468535	0.3537281861448969	0.36425171866737177	0.2846641988365944	0.0775251189846642	0.0718667371760973	0.1177683765203596	0.014436805922792173	0.22004230565838181	0.11290322580645161	0.1094130089899524	0.24209413008989952	0.21734531993654152	0.18968799576943415	0.30597567424643046	0.14108937070333158	0.370386039132734	0.28350079323109467	-0.01121099947117927	0.11528291909042834	-0.02316234796404019	0.012533051295610787	-0.03770491803278689	-0.11115811739820201	-0.01956636700158646	0.0491274457958752	0.23548387096774193	0.14690639873083025	0.0032258064516129032	-0.10005288207297726	0.13966155473294553	0.031041776837652035	0.240772078265468	0.1621893178212586	0.15695399259650977	0.07837123215230037	1.0	0.17043892120571127
LldR	-0.206081438392385	-0.24664198836594395	-0.3443151771549445	-0.33077736647276573	-0.130830248545743	-0.07065044949762031	-0.021311475409836064	-0.3862506610259122	-0.14526705446853516	-0.2101004759386568	-0.3415653093601269	-0.18635642517186674	-0.23722897937599155	-0.1777895293495505	-0.25039661554732945	-0.13035430988894764	-0.24801692226335273	-0.17303014278159703	-0.33823373876255947	-0.22347964040190377	-0.34516129032258064	-0.3438392384981491	0.025859333685880486	-0.05600211528291909	0.17128503437334744	-0.2822316234796404	-0.08921205711263881	0.06287678476996299	0.07884717080909572	-0.0785827604442094	-0.046060285563194074	0.03918561607615018	-0.01126388154415653	-0.0911158117398202	-0.0051824431517715494	-0.022739291380222106	0.24806980433633	0.230830248545743	0.24383923849814912	0.2619249074563723	0.24563722897937598	0.2297726070861978	0.2207297726070862	0.2832892649391856	0.22295081967213115	0.25383395029085143	0.2767318878900053	0.25790586991010045	0.2732945531464833	0.25214172395557904	0.27281861448968797	0.27477525118984664	0.3182971972501322	0.13352723426758328	0.15589635113696457	0.23786356425171867	0.016763617133791646	0.1314648334214701	0.1348492860920148	0.24061343204653624	0.20158646218931783	0.11702802749867795	0.0689053410893707	0.1115811739820201	0.3865150713907985	0.22109994711792702	0.18878900052882072	0.20581702802749868	-0.08535166578529878	0.0662083553675304	0.10243257535695399	0.060602855631940775	-0.08852459016393442	0.024272871496562664	0.3775251189846642	0.19444738233738762	0.2449497620306716	0.08873611845584346	0.20200951877313592	-0.0007932310946589106	-0.03770491803278689	0.0024854574299312533	0.29354838709677417	0.19751454257006876	0.12940243257535694	0.17123215230037017	0.17043892120571127	1.0
