	AcnR	GguR	CsoR	MetJ	PurR	LtbR	NnrR	CblR	FixJ	ModE	NsrR	ThiR	ArgR	NrtR	SahR_SamR	MetR	FUR	Zur	KdgR	NrdR	Phr	MntR	NagC	AgaR	CzrA	IscR	RbkR	HutC	PdxR	NagQ	Rex	LldR	BirA	PsrA	NifA	LexA	SoxR	NagR	PhnF	ZntR	AmtR	CcpA	NmlR	SdaR	NiaR	RbsR	GntR	NorR	GlcC	HrcA	CueR	RutR	HexR	PaaR	NtrC	PhnR	ExuR_UxuR	TyrR	NikR	LiuQ	MerR	PdhR	FabR	HypR	PhrR	XylR	HisR	TrpR	NadQ	PhsR	HcpR	NarP	AraR	GulR	LiuR	TtrR	CadR-PbrR	Irr	BioQ	VanR	FruR	SiaR	FadP	DasR	PrpR	FadR	FnrN_FixK	QorR
SdaR	-0.13680592279217346	0.08191433104177684	0.1379693283976732	0.016181914331041776	0.06853516657852989	-0.05092543627710206	-0.06668429402432575	-0.15055526176626124	0.044420941300899	0.42971972501322053	0.37197250132205184	0.22337387625594923	0.45526176626123743	0.32406134320465363	0.3257006874669487	0.3406663141195135	0.3536753040719196	0.3971443680592279	0.16023268112109995	0.10460074034902168	0.10211528291909043	0.17921734531993655	0.13670015864621893	0.1982548915917504	0.31475409836065577	0.3717080909571655	0.2	0.4380750925436277	0.47345319936541513	0.34230565838180854	0.35970386039132735	0.27609730301427815	0.2686409307244844	0.21269169751454256	0.0689053410893707	0.30481226864093075	0.3684822845055526	0.2909571655208884	0.2946060285563194	0.26953992596509785	0.08831306187202538	0.08281332628239027	0.10031729243786357	1.0	0.40978318350079324	0.34182971972501325	0.2398202009518773	0.3163934426229508	0.17102062400846113	0.38688524590163936	0.14389212057112638	0.1881544156530936	0.35335801163405606	0.3544156530936013	0.28704389212057113	0.3304600740349022	0.37488101533580115	0.2811210999471179	0.23030142781597038	0.021205711263881544	0.06308831306187203	0.09249074563722898	0.2702802749867795	0.22617662612374406	0.3644103648863035	0.34569011105235325	0.1923320994182972	0.3121099947117927	0.186409307244844	0.2846113167636171	-0.054838709677419356	0.1317821258593337	0.1894764674775251	0.2903754627181386	0.255579058699101	0.21470121628767846	0.5276573241671073	0.2967213114754098	0.2654151242728715	0.4481755684822845	0.3454785827604442	0.06827075621364358	0.12226335272342675	0.10692755156002115	-0.03183500793231095	0.18677948175568482	0.17964040190375463	0.23881544156530937
NiaR	-0.13490216816499206	0.021047065044949763	0.2714436805922792	0.00830248545742993	-0.22337387625594923	-0.23046007403490218	-0.012797461660497092	-0.0659439450026441	0.11792702273929138	0.3697514542570069	0.373030142781597	0.3573241671073506	0.31232152300370175	0.24595452141723956	0.2516657852987837	0.393707033315706	0.35891062929666845	0.36414595452141724	0.03363299841353781	0.22533051295610787	0.10920148069804336	0.2165520888418826	0.07678476996298254	0.15161290322580645	0.13918561607615018	0.21094658910629296	0.3957165520888419	0.45404547858276045	0.43469063987308304	0.3775251189846642	0.3519830777366473	0.39735589635113694	0.17514542570068747	0.2721311475409836	0.15483870967741936	0.2556319407720783	0.32035959809624537	0.14003172924378635	0.12924378635642517	0.1498149127445796	0.01861448968799577	-0.09465891062929667	0.15499735589635114	0.40978318350079324	1.0	0.44584875727128503	0.45885774722369116	0.3260179799048123	0.32210470650449496	0.47070333157059757	0.2154944473823374	0.13506081438392384	0.3810153358011634	0.35124272871496565	0.2761501850872554	0.35124272871496565	0.4154415653093601	0.3671602326811211	0.15520888418826018	0.20031729243786356	0.1232681121099947	0.22628239026969857	0.16255949233209943	0.2335272342675833	0.21195134849286093	0.28810153358011636	0.1958223162347964	0.3714436805922792	0.06927551560021153	0.13595980962453727	0.12094130089899524	0.29968270756213644	0.3192490745637229	0.261660497091486	0.17324167107350608	0.32252776308831305	0.09640401903754627	0.3452670544685352	0.4136964569011105	0.4331041776837652	0.39941829719725014	0.06663141195134849	-0.011898466419883659	0.074034902168165	-0.275039661554733	-0.12321523003701745	-0.023373876255949232	-0.015441565309360127
RbsR	-0.04933897408778424	-0.048810153358011636	0.0024325753569539926	0.07757800105764145	-0.09317821258593337	-0.13305129561078793	-0.11015335801163406	0.08402961396086726	0.11686938127974617	0.3430988894764675	0.2969328397673189	0.27689053410893705	0.10782654680063458	0.1723955579058699	0.14727657324167107	0.2721311475409836	0.25764145954521417	0.14283447911158118	-0.1399788471708091	0.04399788471708091	0.015018508725542041	0.14785827604442095	0.05647805393971444	0.040084611316763614	0.19037546271813854	0.18461131676361714	0.15658381808566896	0.30063458487572714	0.504071919619249	0.27006874669487047	0.29492332099418295	0.22258064516129034	0.17868852459016393	0.2476467477525119	-0.026652564780539397	0.2928609201480698	0.19296668429402433	0.1608143839238498	0.20317292437863566	0.21597038603913274	0.13373876255949232	-0.13992596509783184	0.2670015864621893	0.34182971972501325	0.44584875727128503	1.0	0.288841882601798	0.37276573241671074	0.18418826017979906	0.3096774193548387	0.30290851401374935	0.13855103120042306	0.32591221575885776	0.40100475938656793	0.27858276044420943	0.27276573241671076	0.2805922792173453	0.16753040719196194	0.12882072977260708	0.2800634584875727	0.18873611845584348	0.31755684822845054	0.45542041248016923	0.21597038603913274	0.24331041776837653	0.13389740877842413	0.053516657852987835	0.3885774722369117	0.09947117927022739	-0.0033315705975674246	-0.053358011634056055	0.2435748281332628	0.15029085140137494	0.0678476996298255	0.09296668429402433	0.37641459545214173	0.21993654151242728	0.21797990481226864	0.32591221575885776	0.17324167107350608	0.42067689053410895	0.0881544156530936	-0.04569011105235325	0.35415124272871495	0.005393971443680592	0.12940243257535694	0.08926493918561608	0.12173453199365415
GntR	-0.08122686409307245	0.1	0.14410364886303542	-0.10200951877313591	-0.0792702273929138	-0.005288207297726071	0.1083553675304072	-0.013696456901110524	0.06240084611316764	0.3264939185616076	0.2754098360655738	0.18328926493918563	0.22575356953992595	0.17763088313061873	0.2187202538339503	0.38826017979904814	0.30814383923849814	0.2865150713907985	0.2071390798519302	0.31099947117927024	0.15108408249603383	0.1293495505023797	0.15430988894764675	0.055420412480169226	0.1197778952934955	0.22337387625594923	0.30698043363299843	0.2748281332628239	0.3363828662083554	0.4084611316763617	0.3527234267583289	0.323532522474881	0.39360126916975147	0.12427287149656266	0.08402961396086726	0.1384981491274458	0.27303014278159704	-0.18011634056054998	0.11390798519301956	-0.13595980962453727	0.23114754098360657	-0.035272342675832895	0.03368588048651507	0.2398202009518773	0.45885774722369116	0.288841882601798	1.0	0.33056583818085666	0.1451084082496034	0.165520888418826	0.24368059227921735	0.211158117398202	0.38307773664727657	0.2004230565838181	0.22739291380222104	0.06493918561607614	0.2654151242728715	0.2803807509254363	0.2106292966684294	0.12432575356953993	0.0609730301427816	0.1927551560021153	0.053833950290851404	0.09238498149127446	0.10914859862506611	0.15050237969328398	0.2930195663670016	0.29481755684822847	0.25668958223162347	0.17763088313061873	0.13056583818085668	0.24209413008989952	0.08984664198836595	0.11856160761501851	0.2832892649391856	0.14299312533051295	0.1451084082496034	0.16192490745637228	0.130830248545743	0.3108937070333157	0.327181385510312	0.21004759386567953	0.040613432046536224	0.2340560549973559	-0.0866737176097303	-0.15468006345848756	0.11047065044949762	-0.03114754098360656
NorR	0.015388683236382867	0.12670544685351665	-0.0663670015864622	0.035219460602855635	-0.04992067689053411	0.08625066102591221	0.1022739291380222	-0.08720253833950291	0.05150713907985193	0.4117398202009519	0.22295081967213115	0.05912215758857747	0.13966155473294553	0.1590692755156002	0.18609201480698043	0.2951877313590693	0.1341618191433104	0.26129032258064516	0.06504494976203067	0.06631411951348493	0.14632469592808037	0.13395029085140137	0.10872554204124801	0.1928609201480698	0.3072448439978847	0.17736647276573242	0.14933897408778424	0.4430460074034902	0.3569011105235325	0.3836065573770492	0.2512956107879429	0.1930195663670016	0.1686409307244844	0.2734531993654151	-0.034531993654151244	0.06234796404019038	0.127181385510312	0.03897408778424114	0.05171866737176097	0.03167636171337916	0.029772607086197778	-0.19888947646747754	0.27932310946589106	0.3163934426229508	0.3260179799048123	0.37276573241671074	0.33056583818085666	1.0	0.0024325753569539926	0.2943945002644104	0.3179799048122686	0.29756742464304603	0.3160761501850873	0.3734003172924379	0.10872554204124801	0.30317292437863563	0.24219989423585406	0.05446853516657853	0.053833950290851404	-0.09423585404547859	-0.01411951348492861	0.12654680063458487	0.35452141723955577	0.20861977789529348	0.13458487572712852	0.21041776837652035	0.21068217874140666	0.24584875727128502	0.09238498149127446	0.26536224219989424	0.034637757800105765	0.2442622950819672	0.15092543627710206	0.27054468535166576	-0.1141195134849286	0.21512427287149657	0.17123215230037017	0.061554732945531467	0.2034902168164992	0.10301427815970386	0.2843997884717081	0.02829190904283448	0.08387096774193549	0.11882601797990482	-0.0647276573241671	-0.21189846641988366	0.023479640401903756	0.08476996298254892
GlcC	-0.040560549973558964	-0.2318878900052882	-0.07477525118984664	0.13722897937599154	-0.05668958223162348	-0.033950290851401374	0.07213114754098361	0.07260708619777895	-0.015071390798519302	0.33463775780010574	0.28244315177154944	0.3816499206768905	0.3203067160232681	0.3978318350079323	0.4461131676361713	0.29740877842411423	0.3724484399788472	0.5010576414595452	0.21348492860920149	0.3339502908514014	0.19460602855631942	0.2838180856689582	0.3509783183500793	0.1039132734003173	0.1861448968799577	0.4037546271813855	0.38561607615018506	0.19328397673188788	0.24378635642517188	0.17392913802221047	0.2884188260179799	0.4102591221575886	0.2500793231094659	0.4476467477525119	0.11946060285563194	0.3137493389740878	0.2996298254891592	0.10650449497620307	0.11433104177683766	0.2619249074563723	0.30465362242199895	0.03268112109994712	0.212374405076679	0.17102062400846113	0.32210470650449496	0.18418826017979906	0.1451084082496034	0.0024325753569539926	1.0	0.42400846113167634	0.33823373876255947	0.15732416710735062	0.10512956107879429	0.1811739820200952	0.12559492332099417	0.2837123215230037	0.2209941829719725	0.28418826017979903	0.06922263352723426	0.16679005817028028	0.22390269698572185	0.08889476467477525	0.18191433104177684	0.21893178212585934	0.11226864093072449	0.10243257535695399	0.13220518244315177	0.1364886303543099	0.08995240613432047	-0.12681121099947118	0.13342147012162878	0.1451084082496034	0.21348492860920149	0.15171866737176098	0.06404019037546271	0.18952934955050238	-0.04563722897937599	0.2378106821787414	0.2777895293495505	0.09714436805922792	0.1130618720253834	-0.017028027498677947	0.1561078794288736	0.20867265996827075	0.09164463246959281	0.16049709148598626	0.11903754627181386	0.12046536224219989
HrcA	-0.01565309360126917	-0.18952934955050238	0.32189317821258595	0.06589106292966684	-0.23204653622422	0.03638286620835537	0.16414595452141725	0.035483870967741936	-0.01411951348492861	0.388841882601798	0.36969857218402963	0.2995769434161819	0.31258593336858803	0.40423056583818084	0.4415124272871497	0.36224219989423584	0.492490745637229	0.4729772607086198	0.09106292966684294	0.2491274457958752	0.2032258064516129	0.3820729772607086	0.25187731359069276	0.2556319407720783	0.23400317292437864	0.27493389740877844	0.22956107879428875	0.4289264939185616	0.48857747223691167	0.4375462718138551	0.44410364886303544	0.3913802221047065	0.36181914331041776	0.4530407191961925	0.2025383395029085	0.2928609201480698	0.28217874140666316	0.13257535695399258	0.14225277630883132	0.25013220518244317	0.1608143839238498	-0.03627710206240085	0.1960867265996827	0.38688524590163936	0.47070333157059757	0.3096774193548387	0.165520888418826	0.2943945002644104	0.42400846113167634	1.0	0.2729243786356425	0.2765732416710735	0.34690639873083023	0.33072448439978847	0.19423585404547858	0.2779481755684823	0.4106292966684294	0.2837123215230037	0.2809095716552089	0.2910100475938657	0.2004230565838181	0.09539925965097831	0.25378106821787416	0.3350079323109466	0.16155473294553147	0.16028556319407722	0.20290851401374935	0.2620306716023268	0.18069804336329984	0.10137493389740877	0.07366472765732417	0.0520888418826018	0.12712850343733476	0.23707033315705975	0.11517715494447382	0.08561607615018509	0.08852459016393442	0.07022739291380223	0.26478053939714435	0.12913802221047066	0.26187202538339505	-0.023532522474881017	0.08947646747752512	0.054891591750396616	-0.08334214701216287	0.05187731359069275	0.34992067689053413	0.2732945531464833
CueR	0.08767847699629826	0.0651507139079852	-0.059545214172395555	0.21665785298783713	-0.23262823902696986	-0.013537810682178741	-0.35415124272871495	-0.02242199894235854	0.023638286620835537	0.37546271813855103	0.2817556848228451	0.2348492860920148	0.11269169751454257	0.25631940772078265	0.3277630883130619	0.2683765203595981	0.24574299312533052	0.3854574299312533	0.03273400317292438	0.13521946060285564	0.17890005288207297	0.18984664198836596	0.13093601269169752	0.19682707562136437	0.1304071919619249	0.07615018508725542	0.1930195663670016	0.15483870967741936	0.3500793231094659	0.33262823902696986	0.26171337916446324	0.4818085668958223	0.3586991010047594	0.39328397673188786	0.09587519830777366	0.15996827075621364	0.2270756213643575	-0.00973030142781597	0.12353252247488102	0.0298783712321523	0.1379693283976732	-0.06869381279746166	0.3304600740349022	0.14389212057112638	0.2154944473823374	0.30290851401374935	0.24368059227921735	0.3179799048122686	0.33823373876255947	0.2729243786356425	1.0	0.608514013749339	0.47435219460602857	0.39238498149127443	0.27303014278159704	0.22284505552617662	0.33188789000528823	0.3496562665256478	0.1955579058699101	0.34510840824960337	0.3197778952934955	-0.03188789000528821	0.1689053410893707	0.029984135378106822	0.29814912744579586	0.11200423056583818	0.033368588048651504	0.030142781597038603	0.31634056054997356	0.0387625594923321	-0.0834479111581174	0.1547858276044421	-0.012374405076679007	-0.0022739291380222105	0.086409307244844	0.18408249603384452	-0.04325753569539926	0.0792702273929138	0.29656266525647806	0.24140666314119513	0.38096245372818616	0.1387625594923321	0.021152829190904283	-0.009994711792702273	0.023426758328926493	-0.16462189317821257	0.05748281332628239	-0.005023796932839768
RutR	0.1341618191433104	-0.02020095187731359	0.05050237969328398	0.011951348492860921	-0.01263881544156531	0.09645690111052353	-0.14394500264410365	0.033368588048651504	-0.1550502379693284	0.33828662083553673	0.33305129561078795	0.33844526705446853	0.3248545742993125	0.40629296668429404	0.4659439450026441	0.4179270227392914	0.30312004230565837	0.4315177154944474	0.16853516657852988	0.22173453199365414	0.370386039132734	0.39280803807509257	0.243204653622422	0.23342147012162875	0.17726070861977788	0.10343733474352194	0.14859862506610258	0.2546271813855103	0.5113167636171337	0.3045478582760444	0.22850343733474351	0.5048122686409308	0.42670544685351663	0.3176097303014278	0.12474881015335801	0.2627181385510312	0.2994182971972501	0.10602855631940772	0.17525118984664198	0.1535695399259651	0.1026969857218403	0.08677948175568483	0.27435219460602855	0.1881544156530936	0.13506081438392384	0.13855103120042306	0.211158117398202	0.29756742464304603	0.15732416710735062	0.2765732416710735	0.608514013749339	1.0	0.4786885245901639	0.34087784241142255	0.19132734003172924	0.21835007932310946	0.363088313061872	0.2291909042834479	0.27287149656266524	0.2484399788471708	0.2150713907985193	0.010735060814383924	0.1022739291380222	0.08328926493918562	0.24632469592808037	0.07170809095716552	0.24098360655737705	0.15171866737176098	0.2664727657324167	0.1670544685351666	0.060867265996827076	0.060497091485986254	0.0965097831835008	0.017662612374405078	-0.007191961924907456	0.016234796404019036	0.05848757271285034	-0.04992067689053411	0.12924378635642517	0.09323109465891063	0.21099947117927023	0.08630354309888948	0.007985193019566367	-0.0028556319407720783	0.03733474352194606	-0.14056054997355896	0.12628239026969856	0.26118455843469063
HexR	-0.16885245901639345	-0.021311475409836064	0.05605499735589635	0.1434690639873083	-0.10190375462718139	0.03442622950819672	-0.11374933897408779	0.020306716023268112	-0.16684294024325755	0.4848228450555262	0.3379164463246959	0.3820729772607086	0.37445795875198307	0.31845584346906397	0.40951877313590695	0.47514542570068746	0.3331570597567425	0.4320994182971972	0.14955050237969328	0.12332099418297197	0.3600211528291909	0.3628239026969857	0.29661554732945533	0.33828662083553673	0.43088313061872024	0.27773664727657327	0.3518244315177155	0.35055526176626123	0.5860920148069805	0.460444209413009	0.40227392913802223	0.46763617133791646	0.361660497091486	0.16991010047593866	0.19915388683236382	0.28228450555261764	0.1635113696456901	0.139555790586991	0.24859862506610259	0.15367530407191962	0.18328926493918563	0.06329984135378107	0.24267583289264938	0.35335801163405606	0.3810153358011634	0.32591221575885776	0.38307773664727657	0.3160761501850873	0.10512956107879429	0.34690639873083023	0.47435219460602857	0.4786885245901639	1.0	0.47070333157059757	0.21972501322051824	0.26652564780539395	0.32998413537810684	0.38921205711263884	0.2846113167636171	0.3030142781597039	0.2157588577472237	0.1350079323109466	0.21903754627181385	0.11623479640401904	0.21692226335272344	0.2590692755156002	0.31750396615547327	0.2208355367530407	0.14257006874669487	0.3466948704389212	-0.08603913273400317	0.21464833421470123	0.19296668429402433	0.37086197778952934	0.06319407720782655	0.27731359069275513	0.10386039132734003	0.04955050237969329	0.15721840296139608	0.2107879428873612	0.19143310417768378	-0.01861448968799577	-0.10782654680063458	0.0755156002115283	0.047170809095716554	0.025912215758857746	0.1720253833950291	0.19227921734531994
PaaR	-0.030195663670015863	-0.04584875727128503	-0.03870967741935484	0.22501322051824432	-0.052776308831306185	-0.040930724484399786	-0.07371760973030143	0.0659439450026441	0.0461660497091486	0.303648863035431	0.3262295081967213	0.3080909571655209	0.26435748281332627	0.25790586991010045	0.35224748810153356	0.3034902168164992	0.37292437863564254	0.3615018508725542	0.08873611845584346	0.04473823373876256	0.2114225277630883	0.281544156530936	0.2740877842411423	0.3076679005817028	0.37657324167107353	0.16710735060814383	0.32459016393442625	0.32522474881015334	0.4725542041248017	0.3089899524061343	0.21919619249074565	0.3713379164463247	0.22522474881015336	0.20930724484399787	-0.05166578529878371	0.5248016922263353	0.12712850343733476	0.02448439978847171	0.23347435219460602	0.19518773135906928	0.12252776308831306	-0.022897937599153886	0.3408249603384453	0.3544156530936013	0.35124272871496565	0.40100475938656793	0.2004230565838181	0.3734003172924379	0.1811739820200952	0.33072448439978847	0.39238498149127443	0.34087784241142255	0.47070333157059757	1.0	0.3721311475409836	0.19127445795875198	0.29857218402961394	0.212374405076679	0.3523532522474881	0.1593865679534638	0.16144896879957693	0.16181914331041777	0.43447911158117397	0.26033844526705446	0.18889476467477526	0.24420941300898996	0.21258593336858805	0.3341618191433104	0.1267583289264939	0.21946060285563193	0.09497620306716023	0.27625594923320995	-0.07318878900052882	0.09360126916975145	-0.006610259122157589	0.20015864621893178	0.039925965097831834	-0.020042305658381807	0.3001586462189318	0.19349550502379692	0.42035959809624535	0.2264939185616076	-0.060497091485986254	0.1454785827604442	0.006663141195134849	0.09434161819143311	0.23336858804865152	0.11189846641988366
NtrC	0.09238498149127446	-0.07567424643046007	-0.026758328926493918	0.1321523003701745	0.01560021152829191	-0.006557377049180328	-0.042728714965626656	-0.08503437334743522	-0.166737176097303	0.3744050766790058	0.3093072448439979	0.24420941300898996	0.29846641988365946	0.3500264410364886	0.27207826546800634	0.21110523532522474	0.23463775780010576	0.3226335272342676	0.17228979375991538	0.1795346377578001	0.27609730301427815	0.2031200423056584	0.14590163934426228	0.43738762559492333	0.3849286092014807	0.09762030671602327	0.07461660497091487	0.20729772607086197	0.2827075621364358	0.28947646747752515	0.4133262823902697	0.4081967213114754	0.34759386567953465	0.4113167636171338	0.20528820729772607	0.27852987837123216	0.377683765203596	0.1406663141195135	0.22120571126388155	0.06351136964569011	0.18958223162347965	0.14341618191433103	0.30851401374933896	0.28704389212057113	0.2761501850872554	0.27858276044420943	0.22739291380222104	0.10872554204124801	0.12559492332099417	0.19423585404547858	0.27303014278159704	0.19132734003172924	0.21972501322051824	0.3721311475409836	1.0	0.23336858804865152	0.43162347964040193	0.35335801163405606	0.22252776308831307	0.3956636700158646	0.1341618191433104	0.3372818614489688	0.18836594394500264	0.38350079323109465	0.17937599153886832	0.1433632998413538	-0.10015864621893178	0.15896351136964568	0.1323109465891063	0.007562136435748282	-0.15293495505023796	-0.05668958223162348	-0.0904283447911158	0.15473294553146483	0.12480169222633528	-0.04484399788471708	0.3030671602326811	0.1928609201480698	0.26552088841882604	0.46462189317821256	0.24569011105235325	0.05568482284505553	0.2417239555790587	0.1324167107350608	0.08688524590163935	-0.06911686938127974	0.25171866737176096	-0.09349550502379693
PhnR	0.09439450026441036	0.14230565838180856	-0.16927551560021153	0.041882601797990485	-0.027234267583289264	-0.31380222104706507	-0.23172924378635643	-0.11930195663670017	-0.24013749338974089	0.3131676361713379	0.22205182443151772	0.406081438392385	0.2953463775780011	0.33194077207826544	0.3708090957165521	0.3362242199894236	0.422104706504495	0.46409307244844	0.07667900581702802	0.3080909571655209	0.2796932839767319	0.27646747752511897	0.14806980433633	0.28757271285034375	0.33818085668958225	0.2269169751454257	0.2801692226335272	0.2746694870438921	0.15727128503437335	0.36721311475409835	0.371602326811211	0.32459016393442625	0.2928609201480698	0.4144896879957694	0.3722897937599154	0.3594923320994183	0.3444738233738763	0.20497091485986252	0.14119513484928609	0.2759386567953464	0.13035430988894764	-0.02168164992067689	0.2570597567424643	0.3304600740349022	0.35124272871496565	0.27276573241671076	0.06493918561607614	0.30317292437863563	0.2837123215230037	0.2779481755684823	0.22284505552617662	0.21835007932310946	0.26652564780539395	0.19127445795875198	0.23336858804865152	1.0	0.35071390798519303	0.48551031200423056	0.09026969857218403	0.15430988894764675	0.28323638286620834	0.25383395029085143	0.24029613960867266	0.30544685351665785	0.09217345319936542	0.39280803807509257	0.059227921734531994	0.1212585933368588	0.016975145425700687	0.3768376520359598	0.0503437334743522	0.0822316234796404	-0.059598096245372816	0.13061872025383395	-0.15769434161819143	0.021998942358540455	0.18503437334743522	0.28582760444209415	0.1514013749338974	0.16980433632998412	0.2640401903754627	0.010576414595452142	0.16885245901639345	0.3628239026969857	0.09201480698043363	0.14706504494976202	0.18112109994711792	0.0748281332628239
ExuR_UxuR	0.09148598625066102	0.07620306716023269	0.04299312533051296	-0.034214701216287675	-0.2857218402961396	-0.03786356425171867	-0.040613432046536224	-0.13209941829719726	-0.22527763088313063	0.4285034373347435	0.38191433104177686	0.2907456372289794	0.36398730830248543	0.37297726070861975	0.3774193548387097	0.47033315705975676	0.3974087784241142	0.31850872554204124	0.1500793231094659	0.27662612374405077	0.3780010576414595	0.43294553146483344	0.2916975145425701	0.31866737176097304	0.3759386567953464	0.34045478582760447	0.39185616076150187	0.3143839238498149	0.4659439450026441	0.2442622950819672	0.42628239026969855	0.5055526176626124	0.5087784241142252	0.4460602855631941	0.3053410893707033	0.22596509783183502	0.4629825489159175	0.38656795346377576	0.341776837652036	0.20586991010047595	0.42374405076679006	0.25954521417239557	0.2078265468006346	0.37488101533580115	0.4154415653093601	0.2805922792173453	0.2654151242728715	0.24219989423585406	0.2209941829719725	0.4106292966684294	0.33188789000528823	0.363088313061872	0.32998413537810684	0.29857218402961394	0.43162347964040193	0.35071390798519303	1.0	0.46747752511898466	0.25150713907985195	0.36261237440507665	0.2589635113696457	0.10063458487572713	0.06964569011105236	-0.005764145954521418	0.17689053410893707	0.23601269169751454	0.2972501322051824	0.2613960867265997	0.31443680592279216	0.15970386039132733	-0.09698572184029614	0.00671602326811211	0.07773664727657324	0.2876784769962983	0.2558434690639873	0.26922263352723425	0.15494447382337387	0.20682178741406662	0.2686938127974617	0.22971972501322052	0.4427815970386039	0.1368588048651507	0.12982548915917505	0.10465362242199894	0.07408778424114225	-0.13172924378635642	0.2612374405076679	0.013273400317292438
TyrR	0.014542570068746695	-0.07244843997884717	-0.04992067689053411	0.2234267583289265	-0.30904283447911157	-0.19666842940243257	-0.20650449497620307	-0.2417239555790587	-0.3204653622421999	0.41993654151242726	0.282548915917504	0.29587519830777365	0.4150713907985193	0.4681649920676891	0.42702273929138024	0.46557377049180326	0.48339502908514015	0.5291380222104707	0.21189846641988366	0.3298783712321523	0.4650978318350079	0.4063458487572713	0.32670544685351666	0.3617133791644632	0.4683765203595981	0.2887890005288207	0.3020624008461132	0.41528291909042836	0.24563722897937598	0.3406663141195135	0.4263352723426758	0.4405076679005817	0.6457429931253306	0.44177683765203596	0.4745108408249603	0.23844526705446853	0.2894235854045479	0.25536753040719196	0.15013220518244316	0.01644632469592808	0.23691168693812797	0.12115282919090428	0.07990481226864093	0.2811210999471179	0.3671602326811211	0.16753040719196194	0.2803807509254363	0.05446853516657853	0.28418826017979903	0.2837123215230037	0.3496562665256478	0.2291909042834479	0.38921205711263884	0.212374405076679	0.35335801163405606	0.48551031200423056	0.46747752511898466	1.0	0.40460074034902166	0.4067689053410894	0.3340560549973559	0.2854574299312533	0.04706504494976203	0.15494447382337387	0.2481755684822845	0.24928609201480698	-0.061343204653622425	0.07615018508725542	0.2621364357482813	0.2823373876255949	0.01417239555790587	-0.07868852459016394	-0.03744050766790058	0.24394500264410365	0.030195663670015863	0.16065573770491803	0.019830777366472766	0.1333685880486515	0.06694870438921206	0.2434690639873083	0.2734531993654151	0.13104177683765203	0.25282919090428346	0.1930195663670016	0.06626123744050767	-0.0024325753569539926	0.19349550502379692	-0.004230565838180857
NikR	0.15013220518244316	-0.2566367001586462	0.12607086197778952	0.23067160232681122	-0.1496562665256478	-0.11671073506081438	-0.05018508725542041	-0.2351136964569011	-0.07154944473823374	0.2546800634584876	0.2180327868852459	0.2589106292966684	0.20708619777895293	0.25018508725542044	0.23765203595980963	0.3369645690111052	0.3598096245372819	0.2523532522474881	0.04267583289264939	0.15325224748810154	0.14457958751983077	0.2013749338974088	0.14325753569539926	0.16409307244843999	0.15050237969328398	0.18270756213643574	0.1457429931253305	0.31348492860920146	0.391274457958752	0.24775251189846642	-0.012903225806451613	0.19534637757800105	0.32400846113167636	0.28968799576943416	0.23220518244315178	0.23130618720253834	0.13326282390269698	0.010206240084611316	0.09381279746166049	-0.05891062929666843	0.06414595452141723	0.0011105235325224749	0.11475409836065574	0.23030142781597038	0.15520888418826018	0.12882072977260708	0.2106292966684294	0.053833950290851404	0.06922263352723426	0.2809095716552089	0.1955579058699101	0.27287149656266524	0.2846113167636171	0.3523532522474881	0.22252776308831307	0.09026969857218403	0.25150713907985195	0.40460074034902166	1.0	0.19846641988365943	0.20772078265468005	0.1294553146483342	0.1919090428344791	0.02310946589106293	0.1674246430460074	0.06388154415653094	0.17075621364357482	-0.000898995240613432	0.20359598096245374	0.024907456372289794	-0.1006874669487044	-0.27414066631411954	-0.03051295610787943	0.07763088313061872	-0.06816499206768906	0.010470650449497621	0.15420412480169224	0.023902696985721842	-0.07985193019566367	0.1267583289264939	0.2608143839238498	-0.04849286092014807	0.18630354309888947	0.054680063458487575	0.05081967213114754	0.0893707033315706	0.1913802221047065	0.20481226864093072
