	FadR	LtbR	HrcA	PurR	FruR	NmlR	GguR	FixJ	LiuR	MetJ	BioQ	AcnR	CueR	FadP	PrpR	DasR	CsoR	NtrC	RbsR	RutR	HypR	VanR	TtrR	PhsR	ZntR	NnrR	MerR	NifA	GntR	PhnR	CblR	GlcC	PaaR	FnrN_FixK	HcpR	CadR-PbrR	PdxR	AmtR	NagR	AgaR	FabR	CzrA	Zur	Phr	BirA	ArgR	SahR_SamR	ThiR	MntR	NsrR	FUR	NagC	NrtR	MetR	IscR	KdgR	NarP	TyrR	LiuQ	Rex	Irr	NagQ	SoxR	ExuR_UxuR	LexA	AraR	PsrA	NikR	LldR	PdhR	HutC	PhnF	NadQ	SiaR	RbkR	PhrR	GulR	HexR	NorR	ModE	NiaR	TrpR	SdaR	XylR	HisR	NrdR	CcpA	QorR
Zur	-0.11293687906768975	-0.0383543208689801	0.026185885293269474	-0.2623847193400094	-0.2665464147785424	-0.11036974628359467	-0.21280626063748578	-0.2159727680363696	-0.12097754606985542	-0.2097302248785701	-0.3406766147774115	-0.3076770840990438	-0.2715110460217924	-0.4015753374309447	-0.2655399177838972	-0.18230600901323712	-0.2591390492561535	-0.15153434246908415	-0.040310770083290454	0.11751700584107526	0.025122843523644196	0.07115029035741953	0.036058603004789344	0.0603163114712385	0.010172405018914227	-0.13549824428473686	-0.18586832983698143	-0.17656105987526222	-0.12683558475779044	-0.13514766667986045	-0.0727109261468694	0.12850931009720046	0.006983279710038394	-0.060938303996019245	-0.005105993180700138	-0.07497271714607212	-0.04837405499544815	0.08045756031913871	-0.017794640686227388	0.05341784892367021	0.02072366003019491	0.5809014368027322	1.0	0.5369774555982154	0.5190414529745379	0.5738220309752278	0.519131924614506	0.41233015363215364	0.5452216837903093	0.5836382039117676	0.6063918213637469	0.5556259223866419	0.5996516841861228	0.45936409746057416	0.4122057551271975	0.49346059677355514	0.16517294219427653	0.13080502796139123	0.11689501331629451	0.17633488077534196	0.17908295683937325	0.07726843501026287	0.15420325584814334	0.3106400303079994	0.2456700838559013	0.2706854923070834	0.1581500811417521	0.18681828205664655	0.15528891552776067	0.21191285319280073	0.4562993706566545	0.297826984297516	0.44024065456231515	0.327750479216968	0.19968787284211004	0.30469151998009625	0.25418572696789954	0.29406110228384347	0.1153004506618566	0.2693849624825418	0.2974198619176595	0.34613884004048606	0.07752854097517119	0.07293710524678967	0.03170465533132411	0.19346794759430255	0.18981515513059016	0.2556445821623853
Phr	-0.013056188542897694	-0.09246767052490515	-0.31812655851536037	-0.22168379030935648	-0.22425092309345154	-0.22344798728873458	-0.21849466500048062	-0.20747974283436338	-0.16503723473432438	-0.2248729156182323	-0.3564073711768664	-0.4197601370645346	-0.3498594862341745	-0.20885943534387705	-0.07914572153960113	-0.0947520794340999	-0.22011184556491056	-0.13865344272862465	0.02988391357696592	0.017376209351374888	-0.009346851304205235	0.16637169142385397	-0.036318708969697654	0.054164239953407106	0.04924484453014119	-0.20439239812045168	-0.17578074198053728	-0.250397227044235	-0.20759283238432352	-0.13245613539080922	0.05460528919825164	0.15171528574902035	-0.005422643920588518	-0.12338635348400631	-0.0753685305709326	-0.051054277329503364	-0.15908872440642122	-0.017127412341462585	-0.0531577429587619	-0.017059558611486506	-0.0893577079010014	0.4040859254400597	0.5369774555982154	1.0	0.49488552510305284	0.528269560251285	0.5485465165591373	0.41874233111489334	0.5305313512504877	0.5621624983743377	0.5862166456508586	0.5775200592589241	0.5939180440031439	0.46291510932932245	0.349429745944326	0.4302548473008352	0.1608868482507874	0.15576389163759322	0.061560296520799994	0.18289407467302984	0.22050765898977104	0.07759639470514727	0.0651452352545363	0.22490684248322035	0.09915126292754918	0.30227140361094934	0.23346772141520264	0.2190488037952853	0.11462191336209578	0.12491306240846814	0.3884569496355689	0.14652447540585012	0.24573793758587736	0.10322248672611407	0.26567562524384936	0.2200439918349345	0.27336571464113857	0.2580646985315322	0.22157070075939633	0.24962821810450606	0.16093208407077145	0.16983223165263414	0.04645153264612584	0.23913350786820545	0.15498357374286828	0.38047282740838334	0.22149153807442423	0.08418951546782319
BirA	-0.20587387122492945	-0.21869822619040888	-0.08789885270651565	-0.18162747171347632	-0.3766051647997467	-0.18611712684689372	-0.2774708653046915	-0.33573460144415357	-0.28490084873707244	-0.2637983387145111	-0.270391459477187	-0.2942646634737717	-0.2601455462507987	-0.4235260190782071	-0.09337238692458623	-0.16559137352912903	-0.02852683897744429	-0.03167072846633607	0.07292579629179366	0.011054503508603288	-0.019773707810529766	0.004540545430899458	-0.012909172127949517	-0.040559567093202756	0.05828069957195605	-0.12007282967017432	-0.18875211336096487	-0.14405912321671915	-0.1879378686012519	-0.14469242469649593	-0.03438487766537933	-0.05275062057890541	-0.14256634115724537	-0.040220298443322346	-0.1271974713176629	0.07705356486533863	0.009629575179105575	0.08098908120395135	0.04097799842805525	0.004427455880939322	0.07049437096765074	0.5178653216549525	0.5190414529745379	0.49488552510305284	1.0	0.507483700968612	0.5140089680013118	0.5123578605718938	0.5539295791372398	0.5164856291454388	0.536559024263363	0.6354897625684899	0.6701517096312716	0.3499951936941267	0.5544384821120605	0.5197426081842907	0.21304374869240209	0.40751253880385185	0.0912576123403317	0.18583440297199338	0.23008634387139457	0.1541580200281593	0.18429638509253551	0.17867583445951676	0.1807906090437713	0.34396752068125147	0.3620618486748732	0.2247032812932921	0.3060033587596338	0.10944241197392154	0.3706453455168475	0.4022651836857015	0.39843144794205293	0.27026706097223085	0.28323843235265844	0.22426223204844756	0.31209888550248516	0.18658079400173028	0.2431821137567783	0.3203431136945791	0.22212483955420098	0.2847764502321163	0.17064647641234712	0.2708098908120395	0.1284527653222204	0.3135690496519669	0.26824275802794445	0.10535987922036064
ArgR	-0.21823455903557232	-0.1632278019349622	-0.1238839475038309	-0.19671361767815845	-0.32591842850761377	-0.21284018750247383	-0.3265178031224025	-0.3013440693012762	-0.2256984693329413	-0.20577209062996535	-0.27742562948470745	-0.3306229537859554	-0.24624684056069798	-0.32084070771440365	-0.18730456712147514	-0.11357018054746651	-0.13970517554325393	-0.013180587047853843	-0.006847572250086231	0.10094938677191534	-0.16327303775494625	0.017579770541303132	0.0380150522190997	0.14097177850280745	0.05261491311895324	-0.19364889087423875	-0.07414716343136313	-0.13384713685531888	-0.1465018574958581	-0.06854923070833639	-0.14698814256068668	-0.12176917291957637	-0.0022109007017206573	-0.0638899412499788	0.022691418199501275	-0.09112190488037952	0.11050545374354682	0.018201763066083877	-0.09168735263018021	-0.03403430006050291	0.06744095311872707	0.5348287541489729	0.5738220309752278	0.528269560251285	0.507483700968612	1.0	0.6604938620646759	0.5259286065671102	0.6270080463214797	0.6212970240484929	0.5316283198851011	0.5088181576581416	0.5366155690383431	0.4352760233190652	0.4728330628608263	0.5403475241870275	0.2467444345805226	0.21869822619040888	0.17331538979140632	0.2560403955872458	0.27230267287151333	0.11803721777089188	0.053564865338618387	0.2898315531153344	0.18422853136255946	0.3781884184991886	0.23090058863110755	0.17989720159908623	0.16102255571073956	0.0701437933627743	0.31195186908753697	0.3605577576604034	0.30733781544916344	0.32633685984246624	0.3135690496519669	0.32340784049849874	0.3474167519550356	0.41597163714087	0.031444549366415796	0.2019948996612968	0.09911733606256114	0.26734935058325937	0.02268010924450526	0.1493290962448615	0.05037574002974255	0.006791027475106163	0.10804010155441586	0.1633974362599024
SahR_SamR	-0.1637253959547868	-0.1045795613256357	-0.1544859797230437	-0.11809376254587195	-0.28708347705130305	-0.18757598204137946	-0.3467608325652668	-0.30911332138353753	-0.4257765011224138	-0.2618192715902087	-0.3179343062804282	-0.38389944077217547	-0.2376972705837117	-0.3065461885994425	-0.19133055510005598	-0.20102232953163962	-0.04857761618537639	-0.07293710524678967	0.05797535778706368	-0.05672006378250618	-0.10617412398007361	-0.07485962759611198	-0.0661404232941855	-0.16858824660307264	0.04879248633030065	-0.29688834103284684	-0.17777111805983567	-0.19811592809766412	-0.25487557322265636	-0.15766379607692352	-0.02435383458391527	-0.08374846622297867	-0.08532041096742456	-0.11040367314858271	-0.05629032349265766	-0.03465629258528366	-0.02856076584243233	0.09078263623049912	0.053587483248610415	-0.037110335819418604	-0.06019191296628235	0.4649846480935929	0.519131924614506	0.5485465165591373	0.5140089680013118	0.6604938620646759	1.0	0.5654194774131897	0.5707686131263041	0.6215571300134011	0.6395270595020667	0.587370159060452	0.5870874351855517	0.5022024189854737	0.4282192354015527	0.5228751887181865	0.17582597780052134	0.19722252065297907	0.1665639436587862	0.18549513432211295	0.24913062408468145	0.062340614415524936	0.1867843551916585	0.27525431012547286	0.10409327626080712	0.41476157895629656	0.24064890783767126	0.2801058518187627	0.13484232489496809	0.03066423147169086	0.401812825485861	0.418459607239993	0.36545453517367726	0.1981046191426681	0.18716885966152297	0.30310826628065435	0.37708014090957925	0.34498532663089265	0.14844699775517242	0.3263934046174463	0.15548116776269288	0.24518379879107272	0.010183713973910241	0.18481659702235215	0.10481704938055199	0.10020299574217845	0.16086423034079536	0.12200666097449266
ThiR	-0.17103098088221158	-0.14649054854086208	-0.16444916907453166	-0.23200886622071687	-0.23399924230001526	-0.30106134542637586	-0.2036460070907148	-0.1659871869539895	-0.2591277403011575	-0.20050211760182302	-0.24797711067508807	-0.3129809839921742	-0.3064104811394903	-0.33090567766085577	-0.07286925151681359	-0.11682715958631842	-0.007989776704683604	-0.1682150510882042	-0.20218715189622902	0.009776591594053752	0.027181073332918672	0.004551854385895471	0.06263464724542128	0.006949352845050353	-0.06483989346964394	-0.30514387817993677	-0.21478532776178816	-0.14177471430752442	-0.048080022165551795	-0.0009895335621511894	-0.19366019982923477	0.019739780945541727	-0.06783676654358754	0.01795296605617158	0.06028238460625046	0.01848448694098422	-0.036250855239721574	-0.02573352709342893	0.20096578475665955	0.16085292138579935	0.10330164941108617	0.4566047124415468	0.41233015363215364	0.41874233111489334	0.5123578605718938	0.5259286065671102	0.5654194774131897	1.0	0.6028973542699787	0.6135616988312195	0.5580912745757728	0.5693436847968063	0.5213371708387287	0.3781205647692125	0.41307654466189053	0.49686459222735524	0.1271974713176629	0.17778242701483168	0.009471249809161385	0.15321937676349018	0.20010630417696254	-0.028820871807340644	0.04589739385132117	0.24096555857755964	0.1991676609122934	0.28438063680725584	0.330283685136075	0.31661115854589456	0.21231997557265722	0.02557520172348474	0.3742415932055798	0.3018416633211008	0.18957766707567386	0.25104183747900777	0.355219930902285	0.2173976963658673	0.34422762664615975	0.3426782998117059	0.05236611610904095	0.430933384600596	0.19811592809766412	0.21985173960000226	0.22980361999649423	0.29364267094899094	0.059762172676433835	0.35465448315248427	0.16277544373512165	0.050918569869551206
MntR	-0.20153123250646024	-0.16355576162984659	-0.16552351979915295	-0.23949539442807788	-0.3217228062040927	-0.17755624791491142	-0.20336328321581446	-0.34748460568501166	-0.37018167836201094	-0.24876873752480902	-0.42938405776614214	-0.2780250040994962	-0.21695664712102278	-0.363532012824355	-0.05056799226467478	-0.18030432397894272	-0.1140564656122951	-0.08846430045631633	-0.05501241157810813	0.06699990387388254	0.023189012219325872	0.06981583366788992	0.06332449350017812	0.08719769749676282	-0.05255836834397318	-0.27859045184929687	-0.22220400223917308	-0.21243306512261734	-0.1777032643298596	-0.20660895329967036	-0.12683558475779044	0.04755981023573517	-0.005841075255441021	-0.001611526086931937	-0.011043194553607274	0.03202130607121249	-0.021549213744903904	0.0188011376808726	0.05621116080768557	0.0115634064834239	-0.030438052371770587	0.4904297968346235	0.5452216837903093	0.5305313512504877	0.5539295791372398	0.6270080463214797	0.5707686131263041	0.6028973542699787	1.0	0.7138947475558521	0.6511413562829726	0.6690095051766741	0.6377854804326806	0.4796071269034385	0.39728924348745553	0.5163725395954787	0.23176006921080458	0.24258273914198958	0.01877851977088057	0.21176583677785255	0.1424306336972932	0.07887430661969681	0.14129973819769184	0.2949205828635405	0.193004280439466	0.2810897309034159	0.3097013870433303	0.20102232953163962	0.20320495784587025	0.18076799113377928	0.3193592346099259	0.29224036052948527	0.24956036437452997	0.318601534625193	0.40318120904037863	0.3689490022674455	0.3387880192930772	0.4960164206026542	0.18226077319325307	0.2958479171732136	0.23423673035493156	0.32832723592176466	0.2835777010025389	0.2138919203171031	-0.00013005298245415633	0.21970472318505407	0.1470786142006548	0.19397685056912317
NsrR	-0.1728856495015578	0.011834821403328226	-0.05655042945756597	-0.28573771140677745	-0.2626561342599137	-0.2502954464492709	-0.31010850942318674	-0.2926474829093418	-0.237923449683632	-0.2366116109040944	-0.3712334111766402	-0.35904235769093756	-0.31021029001815087	-0.40138308519601246	-0.2300297990964145	-0.22971314835652612	-0.14124319342271177	-0.14929516937987344	-0.21478532776178816	0.03946259845858943	-0.018201763066083877	0.051303074339415666	-0.04342073270719419	0.015951281021877175	-0.08247055430842913	-0.3046575931151082	-0.18525764626719668	-0.06171862189074419	0.012524667658085055	-0.14762144404046343	-0.08663224974696213	0.1144748969471476	-0.013802579572634591	0.017658933226275226	-0.04357905807713838	-0.018608885445940367	-0.01603044370684927	0.06471549496468779	0.10020299574217845	0.11277855369774556	0.04621404459120955	0.5790128413183979	0.5836382039117676	0.5621624983743377	0.5164856291454388	0.6212970240484929	0.6215571300134011	0.6135616988312195	0.7138947475558521	1.0	0.6324363447195662	0.6824332347569423	0.6274604045213202	0.536604260083347	0.5047921696795608	0.5148119038060288	0.17203747787685678	0.25236498521354134	0.06742964416373105	0.15952977365126575	0.03407953588048696	0.0065083036002058225	0.12227807589439697	0.29904835143708547	0.18116380455863976	0.22549490814301304	0.2976347320625838	0.21133609648800403	0.23813831982855624	0.09498956748901617	0.45653685871157074	0.438408603852961	0.32197160321400503	0.261231205930416	0.3164189063109623	0.32225432708890533	0.3318330119705289	0.4615127989098167	0.17406178082114324	0.4103058506878672	0.3137839197968912	0.35252839961323373	0.19401077743411121	0.2132246919723383	0.0706300784276029	0.19049369243035097	0.16531995860922472	0.10410458521580314
FUR	-0.15093496785429542	-0.09263730484984535	-0.26341383424464665	-0.3470774833051552	-0.3881968436706606	-0.2448332211861963	-0.1562388677474258	-0.3403486550825271	-0.34573171766062955	-0.34110635506726	-0.43171370249532093	-0.5478001255294005	-0.3880159003907244	-0.2987769365171811	-0.13924150838841737	-0.13833679198873627	-0.12070613114995109	-0.36184697852994896	-0.13208293987594077	0.03734782387433489	-0.11666883421637424	0.03271115232596932	-0.03286947769591351	-0.1757920509355333	-0.037019864179450496	-0.37599448122996193	-0.19023358646544267	-0.1972338296079751	-0.20387218619063505	-0.1925066864196414	-0.060915686086027224	0.11432788053219942	0.06791592922855963	0.024082419664010948	-0.043703456582094534	0.12297923110414982	-0.07457690372121165	0.1135588715924705	-0.05069239076963093	-0.053101198183781825	-0.09056776608557486	0.5151737903659013	0.6063918213637469	0.5862166456508586	0.536559024263363	0.5316283198851011	0.6395270595020667	0.5580912745757728	0.6511413562829726	0.6324363447195662	1.0	0.7003579284256238	0.6612289441394168	0.6091398974277782	0.44003709337238694	0.5861374829658865	0.11666883421637424	-0.015408451182068522	0.07098065603247931	0.2238777275785831	0.09540799882386868	0.007085060305002516	0.2399251347179264	0.38000916025354675	0.3116578362576406	0.3792966960887979	0.2713753385618402	0.256266574687166	0.1923370520947012	0.12931224590191742	0.306139066219586	0.31895211223006936	0.27223481914153724	0.2333659408202385	0.31351250487698684	0.2276888454122397	0.3847702303068685	0.3192913808799498	0.17856274490955662	0.39851061062702503	0.24920978676965355	0.21155096663292827	0.20487868318528027	0.37398148724067154	0.10048571961707878	0.20111280117160774	0.2924439217194135	0.1885146253060486
NagC	-0.2291250826967334	-0.2286161797219128	-0.35005173846910675	-0.3085591825887329	-0.42124161016901235	-0.3392064506279297	-0.2995798723218981	-0.4557452318618498	-0.40460613736987633	-0.27955171302395804	-0.49716993401224757	-0.5223097409683858	-0.2899333337102985	-0.28678944422140673	-0.15284618124862173	-0.07311804852672589	-0.11592244318663734	-0.21479663671678417	-0.15744892593199925	-0.04285528495739351	-0.1881866656111642	-0.001950794736812345	-0.13184545182102447	-0.08176939909867628	-0.09074870936551108	-0.2647030551141922	-0.12942533545187757	-0.1282831309972802	-0.24457311522128797	-0.11286902533771367	-0.1920995640397849	0.169719142102674	-0.07622801115062963	0.05780572346212348	-0.11967701624531385	0.06752011580369915	-0.018133909336107798	0.0451736207315763	0.1255237459782529	0.04751457441575111	0.006576157330181904	0.48916319387506996	0.5556259223866419	0.5775200592589241	0.6354897625684899	0.5088181576581416	0.587370159060452	0.5693436847968063	0.6690095051766741	0.6824332347569423	0.7003579284256238	1.0	0.7327015397142227	0.4777976941040763	0.5039553070098558	0.6279579985411448	0.13229781002086502	0.23014288864637464	0.03164811055634404	0.11409039247728314	0.12682427580279446	0.05774917868714342	0.23321892440529032	0.31434936754669185	0.2875245262961476	0.40427817767499197	0.2947396395836043	0.31752718390057166	0.3548241174774245	0.28928872327552574	0.39201927045931323	0.33925168644791376	0.28099925926344776	0.27865830557927296	0.380190103533483	0.2059077980899175	0.3533426443729467	0.3287230493466251	0.1656366093491131	0.2564022821471182	0.18663733877671035	0.21340563525227452	0.17892463146942908	0.26831061175792054	0.09821261966288006	0.26693091924840684	0.2648953073491244	0.22093739927961956
NrtR	-0.2049013010952723	-0.1429282277171178	-0.1876099089063675	-0.18128820306359592	-0.4119230312522971	-0.2546493941227361	-0.2876149979361157	-0.34559601020067743	-0.2494359658695738	-0.3174932570355836	-0.41211528348722937	-0.38265545572261395	-0.3033570632905666	-0.37875386624898927	-0.17010364657253846	-0.17066909432233915	-0.1418312590825045	-0.1835386851078026	-0.051133440014475465	0.14777976941040763	-0.010579527398770716	0.06562021136436888	-0.04080836410311505	-0.031218370266495526	-0.0970025614783066	-0.2937783784089431	-0.1910025954051716	-0.1710535987922036	-0.16175763778548044	-0.21208248751774092	-0.12899559516202905	0.09863105099773256	-0.017150030251454614	0.04433675806187129	-0.03101480907656728	0.11557186558176091	-0.028097098687595773	0.11271069996776947	0.040763128283131	-0.02752034198279908	0.04729970427082685	0.5104014113575835	0.5996516841861228	0.5939180440031439	0.6701517096312716	0.5366155690383431	0.5870874351855517	0.5213371708387287	0.6377854804326806	0.6274604045213202	0.6612289441394168	0.7327015397142227	1.0	0.5013429384057766	0.5335734601444153	0.5603869924399636	0.15347948272839848	0.1906067819803111	0.0502513415247864	0.23722229447387913	0.2600437656558346	0.10456825237063969	0.24805627336006017	0.3382338804982726	0.3125625526573217	0.31311669145212634	0.2502275927192948	0.3201847883246349	0.31645283317595035	0.17264816144664152	0.42855850405143314	0.33449061639459204	0.3271171777371912	0.24345352867668263	0.4232885310232908	0.26784694460308395	0.3592459188808658	0.2749602772955765	0.09584904806871321	0.29039700086513504	0.2787827040842291	0.28190397566312886	0.20443763394043574	0.24353269136165473	0.10092676886192331	0.4002408807414151	0.2138806113621071	0.21254615467257748
MetR	0.0027989663615133643	0.0077749065597593455	-0.003217397696365867	-0.19510774606872452	-0.2156561172964812	-0.042866593912389526	-0.2840413681573754	-0.2079094831242119	-0.16867871824304076	-0.2776065727646437	-0.2869251516813589	-0.48983042221983475	-0.33277165523519797	-0.22859356181192078	-0.27260801465640566	-0.12314886542909002	0.09830309130284816	-0.13005863693165434	-0.058099756292019834	0.21472878298680811	-0.11619385810654166	-0.01826961679605996	-0.19205432821980084	-0.13861951586363663	-0.21300982182741404	-0.28689122481637086	-0.21621025609128589	-0.09634664208853781	-0.17955793294920583	-0.1443531560466155	0.027181073332918672	-0.003307869336333976	0.06862839339330849	0.046677711746046104	-0.026434682303181776	0.10823235378934809	0.042934447642365606	0.13501195921990827	-0.07540245743592064	0.04628189832118563	-0.1704768420874069	0.42040474749930734	0.45936409746057416	0.46291510932932245	0.3499951936941267	0.4352760233190652	0.5022024189854737	0.3781205647692125	0.4796071269034385	0.536604260083347	0.6091398974277782	0.4777976941040763	0.5013429384057766	1.0	0.4628698735093384	0.5483881911891931	-0.007277312539934747	0.13203770405595672	0.1107316328434671	0.013802579572634591	-0.024037183844026894	-0.11046021792356277	0.2440981391114554	0.2178048187457238	0.3385392222831649	0.22537050963805688	0.12890512352206093	0.29457000525866406	0.20702738463452286	0.21138133230798808	0.32792011354190814	0.3084800199037608	0.35611333834697007	0.25960271641099003	0.25493211799763643	0.14744050076052723	0.2774708653046915	0.30461235729512415	0.18607189102690966	0.267044008798367	0.07967724242441378	0.30892106914860534	0.06677372477396226	0.247095012185399	0.11897586103556101	0.1997670355270821	0.18842415366608048	0.2370187332839509
IscR	-0.3499499578741426	-0.16058150646589503	-0.09661805700844213	-0.22202305895923688	-0.32101034203934387	-0.17376774799124686	-0.2909285217499477	-0.23291358262039796	-0.20511617124019654	-0.2332076154502943	-0.24995617779939044	-0.31812655851536037	-0.2875358352511436	-0.2742251952208356	-0.2596366432759781	-0.22992801850145037	-0.032326647856104854	-0.067384408343747	-0.054107695178427034	0.02418420025897507	-0.17082741969228332	-0.09832570921284019	-0.04435937597186332	0.04215412974764067	-0.04753719232574314	-0.0619787278556525	-0.11684977749631045	0.022951524164409588	-0.15436158121808755	-0.11352494472748245	0.01632447653674562	0.08723162436175086	-0.06565413822935692	0.034158698565459056	-0.05203815641415655	-0.02148136001492782	0.021402197329955724	0.2441886107514235	0.12611181163804558	0.19466669682388	0.12988900260671413	0.46644350328807865	0.4122057551271975	0.349429745944326	0.5544384821120605	0.4728330628608263	0.4282192354015527	0.41307654466189053	0.39728924348745553	0.5047921696795608	0.44003709337238694	0.5039553070098558	0.5335734601444153	0.4628698735093384	1.0	0.5115662337221729	0.13682139201927046	0.27548048922539314	0.143912106801771	-0.024138964438991016	0.12277566991422158	0.20296746979095398	0.21186761737281667	0.21817801426059225	0.25131325239891206	0.31260778847730575	0.22374202011863092	0.32477622405301637	0.34349254457141887	0.2158822963964015	0.28164386969822053	0.5077777337985083	0.4100796715879469	0.2540952553279314	0.17556587183561304	0.09496694957902416	0.2856133129018213	0.23207671995069296	0.11320829398759408	0.054254711593375214	0.048509762455400306	0.2058399443599414	-0.007107678214994543	0.28772808748607587	-0.11945083714539358	0.16059281542089104	-0.03657881493460597	0.06260072038043325
KdgR	-0.18265658661811354	-0.20978676965355017	-0.23159043488586437	-0.28447110844722395	-0.26020209102577874	-0.12726532504763896	-0.3436847968063511	-0.3030064856856902	-0.26385488348949115	-0.24396243165150325	-0.19719990274298704	-0.4963217623875466	-0.2182232500805763	-0.24422253761641155	-0.19144364465001612	-0.10230646137143697	-0.04691519980096239	-0.1202990087700946	-0.15653290057732216	-0.03740436864931496	-0.22099394405459963	-0.04411057896195102	0.01194791095328836	-0.1408586889528473	-0.01865412126592442	-0.20672204284963047	-0.20775115775426772	-0.06230668755053689	-0.17124585102713583	-0.17073694805231523	-0.25101921956901574	-0.02386754951908669	0.028979197177284834	0.12068351323995906	0.07746068724519511	0.1100757134536983	0.08380501099795873	0.22281468580895783	0.1288598877020769	0.033728958275610545	0.01666374518662603	0.4237069623581433	0.49346059677355514	0.4302548473008352	0.5197426081842907	0.5403475241870275	0.5228751887181865	0.49686459222735524	0.5163725395954787	0.5148119038060288	0.5861374829658865	0.6279579985411448	0.5603869924399636	0.5483881911891931	0.5115662337221729	1.0	0.11533437752684463	0.2681862132529644	0.023471736094226214	0.042696959587449325	0.07599052309571334	0.04811394903053983	0.19355841923427067	0.2606431402706233	0.2635834685695868	0.37874255729399325	0.23482479601472425	0.30794849901894816	0.3338799328248073	0.19571842963850924	0.2842675472572957	0.4075464656688399	0.2455909211709292	0.24345352867668263	0.28988809789031444	0.1499963245896263	0.39760589422734394	0.1757128882505612	0.040763128283131	0.22133321270448003	0.13748862036403525	0.20691429508456272	0.06957834561297363	0.2640697536344154	0.05048882957970269	0.06217098009058473	0.16735557050850716	0.17174344504696043
NarP	-0.11727951778615897	-0.023901476384074728	0.08296814832825372	-0.07602444996070139	-0.16554613770914497	0.012253252738180728	-0.12783077279743965	-0.0017019977269000458	-0.24271844660194175	-0.2100694935284505	0.07574172608580104	-0.01424362881747912	0.12208582365946474	-0.1877682342763117	0.05313512504876987	0.05143878179936783	0.13607500098953357	0.22710077975244697	0.07326506494167406	-0.06566544718435292	0.14223838146236098	0.13717196962414688	0.14689767092071856	-0.05102035046451533	0.04463079089176765	0.01288655421795749	0.007865378199727454	-0.009403396079185302	-0.1507540245743592	-0.21075933978320732	-0.09445804660420354	-0.04798955052558369	0.013666872112682428	-0.010466437848810581	-0.05065846390464289	-0.05650519363758192	-0.14403650530672713	-0.11990319534523412	-0.20967368010359003	-0.177194361355039	-0.08882618701618877	0.16433607952457152	0.16517294219427653	0.1608868482507874	0.21304374869240209	0.2467444345805226	0.17582597780052134	0.1271974713176629	0.23176006921080458	0.17203747787685678	0.11666883421637424	0.13229781002086502	0.15347948272839848	-0.007277312539934747	0.13682139201927046	0.11533437752684463	1.0	0.291199936669852	0.19922420568727348	0.22740612153733933	0.12103409084483548	0.20358946231573471	-0.012049691548252483	0.03594551345482921	-0.03850133728392828	0.16337481834991038	0.15205455439890078	-0.13494410548993221	-0.02642337334818576	-0.0895160332709456	0.14283775607714969	-0.07833147677988815	0.2640584446794194	0.2949884365935166	0.026581698718129952	0.1302848160315746	0.07224725899203284	0.01575902878694494	0.059739554766441806	-0.013542473607726278	0.047650281875703276	-0.07432810671129934	0.1386986785486087	-0.013655563157686413	-0.0764654992055459	-0.020734968985190925	-0.0006841917772588224	0.03387597469055872
TyrR	-0.011325918428507614	-0.024580013683835545	0.14407043217171517	0.013406766147774115	-0.2435892361366348	-0.1245398668935997	-0.12261734454427739	-0.18413805972259134	-0.08166761850371217	-0.1266998772978383	-0.041226795437967555	-0.100655353942019	-0.021209945095023493	-0.19872661166744887	-0.03385335678056669	-0.0267060972230861	0.12616835641302565	0.20278652651101775	0.19388637892915506	-0.12267388931925745	-0.0430136103273377	-0.18612843580188973	0.13622201740448173	0.08063850359907493	0.04270826854244533	0.1798745836890942	-0.02153790478990789	0.004393529015951281	0.04743541173077902	-0.028289350922528003	0.0015323634019598418	-0.12422321615371132	0.0007633544622309175	0.08853215418629241	-0.024319907718927232	-0.019287422745701183	0.05018348779481032	-0.01641494817671373	-0.036567505979609956	0.11777711180598356	0.06798378295853572	0.19601246246840562	0.13080502796139123	0.15576389163759322	0.40751253880385185	0.21869822619040888	0.19722252065297907	0.17778242701483168	0.24258273914198958	0.25236498521354134	-0.015408451182068522	0.23014288864637464	0.1906067819803111	0.13203770405595672	0.27548048922539314	0.2681862132529644	0.291199936669852	1.0	0.23598961837931365	0.2200326828799385	0.05148401761935188	0.20671073389463446	0.07232642167700494	-0.011224137833543492	-0.06747487998371511	0.05272800266891338	0.2613782223453642	0.07579827086078111	0.16017438408603854	-0.04649676846610989	0.10461348819062374	0.19256323119462146	0.19898671763235717	0.12296792214915381	0.17996505532906232	0.06761058744366727	0.1312800040712238	0.006632702105161973	0.21265924422253762	0.11531175961685261	0.10031608529213858	0.08882618701618877	-0.039281655178653216	0.02227298686464877	-0.07314066643671792	0.07181751870218432	0.01821307202107989	-0.03196476129623242
