	NiaR	HutC	PhnF	CcpA	Rex	AgaR	GulR	Irr	SiaR	MetR	FUR	SahR_SamR	IscR	KdgR	NagC	BirA	AraR	XylR	RbkR	NsrR	Zur	NrtR	ArgR	Phr	MntR	ThiR	ModE	PhrR	CzrA	NadQ	NarP	PsrA	HypR	HexR	HisR	TyrR	CblR	VanR	LldR	NagR	ExuR_UxuR	NrdR	PdhR	NmlR	NnrR	NtrC	GntR	HrcA	LiuR	PurR	FruR	CueR	FadP	MerR	AcnR	NifA	BioQ	PaaR	RbsR	PhnR	FnrN_FixK	DasR	FadR	FixJ	GlcC	PdxR	GguR	TtrR	CadR-PbrR	HcpR	CsoR	ZntR	MetJ	NorR	LtbR	RutR	TrpR	NagQ	PhsR	LiuQ	PrpR	AmtR	NikR	FabR	QorR	SdaR	LexA	SoxR
ModE	0.6971789597414046	0.6476428361529742	0.7276142899122623	0.5798035346962764	0.5320305612694681	0.4412283279459301	0.5743251752655221	0.464086310398388	0.4409134797027833	0.5914109399269553	0.6970320305612695	0.7220729608328785	0.6416187397674321	0.6496998446748667	0.6877754922127535	0.7729734268082784	0.7334074975861634	0.7628143234960749	0.7873724864615256	0.8103773980941187	0.7717770034843205	0.805675664329793	0.8221737122706855	0.8072708954284035	0.7253893623273582	0.7028882078838	1.0	0.7454976701230007	0.8373913773561144	0.7003484320557491	0.3230972671172495	0.26306620209059234	0.530729188531128	0.4527097938793502	0.46731875236136183	0.5095294068259099	0.16491750976029554	0.04294530036522396	0.31780781663238317	0.4211619999160405	0.17814113597246128	0.3661685067797322	0.2663616137021955	-0.6385332269845935	-0.7067923260988204	-0.6386381763989757	-0.5053314302506192	-0.5266781411359724	-0.6546534570337098	-0.49452164056924564	-0.6920994080853029	-0.7217371227068553	-0.769992863439822	-0.7623315561899164	-0.7156710465555602	-0.6969480710297636	-0.7310776205868771	-0.6905671466353218	-0.7454766802401243	-0.4568867805717644	-0.37783888165904034	-0.5602829436211746	-0.509256538348516	-0.5439108349775408	-0.5381386171865161	-0.42586373368036606	-0.07413626631963394	-0.10073044792410059	-0.22885269300197306	-0.4183073758448428	-0.19581461735443517	-0.4244154317618908	-0.10033164014944797	-0.04747911506653793	-0.30743881449141514	-0.2810335418328366	0.274064900717854	0.1322152722387809	0.027307837622266067	0.0387263339070568	0.103480122580916	-0.08859829562151043	0.09138995004407875	-0.1962554048948407	-0.26801981444943535	-0.19556273875991773	-0.25158473615717225	-0.22664875529994544
PhrR	0.6460056252886109	0.5910960916838084	0.5530624239116746	0.5164140884093866	0.47046723479282987	0.44076655052264807	0.48994584610217873	0.3943579194828093	0.48587380882414677	0.5838545820914319	0.6510222072960833	0.6613492296712984	0.6475168968557156	0.6295285672305948	0.6733134629108769	0.7436295705469963	0.7392007052600646	0.7012300071365601	0.6774694597204147	0.6990260694345326	0.7848327106334747	0.7703706813315981	0.7891566265060241	0.7692372276562697	0.7359682632970908	0.6859703622853784	0.7454976701230007	1.0	0.7684815918727174	0.6257084085470803	0.2835943075437639	0.39148230552873514	0.48904328113849127	0.5149657864909114	0.4563830233827295	0.42000755635783554	0.08683514545988834	0.014000251878594517	0.23214810461357627	0.3171781201460896	0.21365601779942067	0.4030267411107846	0.20089416901053692	-0.5218924478401411	-0.6903362579236808	-0.6682339112547752	-0.4607489190210319	-0.5349901347550481	-0.547017337643256	-0.4224633726543806	-0.679799336719701	-0.6933797909407665	-0.6920994080853029	-0.6336425842743797	-0.6948280928592419	-0.7016288149112128	-0.6828428697367869	-0.6109945006506864	-0.637168884597624	-0.3638806095461987	-0.44160614583770624	-0.5348432055749129	-0.3761806809118005	-0.5199193988497545	-0.6192225347382562	-0.4289072666974518	-0.17877083245875489	-0.029763653918811132	-0.28372024684102265	-0.3161915956508963	-0.21476848159187273	-0.32297132781999077	-0.12153142185466605	-0.10883254271441166	-0.2779900088157508	-0.372591410939927	0.3091389950044079	0.04512824818437513	0.08681415557701189	-0.008941690105369212	0.05480458419042022	-0.04571596490491583	0.06943453255530835	-0.13842827757021114	-0.24998950505856177	-0.13200537341001636	-0.1842282020066328	-0.19459720414760084
CzrA	0.6884051886990471	0.6521976407371647	0.7670123000713656	0.4848243146803241	0.5654464548087822	0.5409302716090845	0.6489651987741908	0.5303303807564754	0.5040510473951555	0.6848998782586793	0.7735401536459426	0.8134419209940809	0.7117039586919105	0.7160488644473364	0.7508291003736199	0.8296251206918266	0.791234624910793	0.7701817723857101	0.7963771462155241	0.8586121489442089	0.8210822383611099	0.8242936904412074	0.8816590403425549	0.8530498299819487	0.762499475252928	0.7910876957306578	0.8373913773561144	0.7684815918727174	1.0	0.7707065194576215	0.15614373871793796	0.1995927962721968	0.4282775702111582	0.3741866420385374	0.3674069098694429	0.3549179295579531	0.185949372402502	0.13240418118466898	0.3751941564166072	0.47155870870240546	0.1298224255908652	0.3175139582721128	0.2870786281012552	-0.4794089248981991	-0.72685865412871	-0.7426220561689266	-0.5781033541832836	-0.6629654506527853	-0.6788967717560136	-0.6073842407959363	-0.6940304773099366	-0.8223206414508207	-0.7647244028378322	-0.7249065950211998	-0.7081146887200369	-0.71306830107888	-0.7579026909029848	-0.7030561269468116	-0.7613660215775996	-0.5499979010117123	-0.40527265857856515	-0.5288610889551236	-0.45493472146425423	-0.5187439654086731	-0.4670878636497208	-0.4560261953738298	-0.02040216615591285	-0.14781075521598588	-0.2915494731539398	-0.5042189664581672	-0.4093446958565971	-0.43165694135426724	-0.15752907098778388	-0.25796566055161413	-0.26298224255908653	-0.2640737164686621	0.12933965828470678	-0.0638512237101717	-0.12102766466563117	-0.021220771588094538	-0.024935980857226817	-0.01905881365181982	0.23231602367658788	-0.27118928676377985	-0.3463120775786071	-0.2511229587338903	-0.29270391671214474	-0.2755971621678351
NadQ	0.4816758322488561	0.41230426934217707	0.4822845388522732	0.5714075815456949	0.659753998572688	0.6375467024894002	0.6516309138995005	0.6004785693295831	0.56960245161832	0.7137819570966794	0.7716720540699383	0.7826497628143235	0.7360732127114731	0.7236052222828596	0.768838419881617	0.7888207883800008	0.6953108601654002	0.7284958649930733	0.7874144662272784	0.8126652953276521	0.7825238235170647	0.7740019310692247	0.8144704252550271	0.7889677175601361	0.764346584946056	0.7778220897527391	0.7003484320557491	0.6257084085470803	0.7707065194576215	1.0	0.14613156458586962	0.2440073884387725	0.3556735653415054	0.3254901137651652	0.3416943033457873	0.2285588346417027	0.27314134587129	0.17715461147726796	0.5221653163175349	0.43875152176650856	0.24593845766340625	0.2502203937702028	0.3191721590193527	-0.5216825490113766	-0.7127114730699803	-0.6326140800134336	-0.5746610133915453	-0.548360690147349	-0.65364594265564	-0.5837706225599261	-0.6285420427354015	-0.7694051467192813	-0.7509340497880022	-0.6983124134167331	-0.7130892909617564	-0.7549221275345284	-0.6627975315897737	-0.6120859745602619	-0.6916586205448974	-0.547898912724067	-0.40625918307375847	-0.45560639771630074	-0.4257377943831073	-0.6198942109903026	-0.4454263045212208	-0.317010201083078	-0.07058897611351328	-0.12201418916082449	-0.25259225053524204	-0.430628437093321	-0.38524831031442847	-0.3917341841232526	-0.07484992233743336	-0.14860837076529113	-0.17753242936904412	-0.20345493472146425	-0.03836950589815709	-0.10851769447126484	-0.11361823601024307	0.08114688720036942	-0.03998572687964401	-0.05684060282943621	0.10024768061794215	-0.4391503295411612	-0.3035346962763948	-0.1371478947147475	-0.22746736073212712	-0.13089290961756433
NarP	0.22005793207673902	0.2259770790478989	0.18135258805255866	0.37882540615423366	0.3667982032660258	-0.024453213551068383	0.03862138449267453	-0.05574912891986063	-0.006989630997859032	0.10562109063431425	0.1794844884765543	0.16527433776919526	0.23758448427857773	0.21071743419671718	0.2384030897107594	0.3595357037907728	0.25234037194072456	0.280172956634902	0.2824188741026825	0.23917971537718818	0.268187733512447	0.3385878006800722	0.30074304185382644	0.3181646446412829	0.3184794928844297	0.297993367197011	0.3230972671172495	0.2835943075437639	0.15614373871793796	0.14613156458586962	1.0	0.39473573737458545	0.24493094328533646	0.3758658326686537	0.5195625708408547	0.3120565887242349	-0.16453969186851938	-0.262541455018681	0.07997145375928802	-0.09615465345703371	0.14533394903656438	0.2037907728474875	0.026992989379119266	-0.23712270685529574	-0.21348809873640906	-0.09695226900633895	-0.04099324125771378	0.017820410562109062	-0.014399059653247136	-0.0452331975987574	-0.4514713907896394	-0.1818353553587171	-0.3545820914319298	-0.29604130808950085	-0.2557617228495865	-0.17914865035053104	-0.1775953990176735	-0.17232693841568364	-0.14470425255027078	-0.0396288988707443	-0.26468242307207923	-0.406469081902523	-0.38510138113429326	-0.3512447000545737	-0.373011208597456	-0.27836782670752697	-0.3310734226103018	-0.1538978212501574	0.0013643423869694807	-0.19264514504009067	0.15864153478023593	-0.040783342428949244	-0.17784727761219093	0.06590823223206414	-0.3116577809495823	-0.20083119936190755	0.36066915746610134	0.3260568406028294	0.22320641450820705	0.12142647244028379	0.07197430838335922	-0.10402585953570379	-0.07533268964359179	0.049934931363082996	0.1740690986944293	0.17186516099240165	0.10324923386927501	0.1924982158599555
PsrA	0.2560765710927333	0.028000503757189033	0.08379161244280257	0.3274841526384283	0.4247722597707905	-0.0011754334410813989	0.009487427060157004	-0.03305906553041434	0.0074304185382645565	0.11086856135342765	0.15339406406112255	0.17159229251500777	0.2517316653373074	0.20456739851391628	0.26499727131522605	0.4229881197262919	0.15236555980017633	0.31451240502078	0.23101465093824777	0.23928466479157046	0.2544603501112464	0.3165064438940431	0.30382855463666514	0.36898115108517693	0.2892825658032828	0.31461735443516226	0.26306620209059234	0.39148230552873514	0.1995927962721968	0.2440073884387725	0.39473573737458545	1.0	0.30662020905923343	0.448029049997901	0.6098610469753579	0.3016665967003904	-0.004030057512279081	-0.29772049871961714	0.004344905755425885	-0.18374543470047436	0.1195163930985265	-0.04424667310356408	0.00046177742328197807	-0.11433189202804249	-0.1670164980479409	-0.09315310020570085	0.010285042609462239	-0.07447210444565719	-0.043742915914529196	0.1185718483690861	-0.33355022878972335	-0.27694051467192815	-0.243335712186726	-0.24085890600730447	-0.19866924142563286	-0.3777129423617816	-0.11727047563074598	-0.12098568489987827	-0.17092061626296126	-0.12994836488812392	-0.3582133411695563	-0.3615927123126653	-0.4338818689391713	-0.40963855421686746	-0.34001511271567103	-0.11863481801771546	-0.49844674866714245	-0.22771923932664456	-0.15645858696108475	-0.1842282020066328	0.03979681793375593	-0.0869400948742706	-0.2147265018261198	-0.14241635531673733	-0.45067377524033414	-0.3964569077704546	0.28139036984173627	0.19039922757231015	0.14501910079341757	0.1981025145879686	0.06834305864573276	-0.15916628185214726	0.15637462742957894	0.19268712480584357	0.2448259938709542	0.25437639057974054	0.16634482179589438	0.24111078460182192
HypR	0.4171739221695143	0.44922547332185886	0.4036564375970782	0.2863649720834558	0.2511019688510138	0.1874396540867302	0.2384030897107594	0.15700432391587255	0.29939968934973343	0.23873892783678266	0.36083707652911295	0.3321648965198774	0.31426052642626257	0.2992317702867218	0.31713614038033666	0.36593761806809116	0.411191805549725	0.4121573401620419	0.3747953486419546	0.3712690483187104	0.40185130766970323	0.41734184123252593	0.45283573317660886	0.4293480542378574	0.363292892825658	0.3512447000545737	0.530729188531128	0.48904328113849127	0.4282775702111582	0.3556735653415054	0.24493094328533646	0.30662020905923343	1.0	0.33753830653624955	0.3629780445825112	0.4293270643549809	-0.0005877167205406994	-0.04122412996935477	0.017295663490197725	0.09816968221317325	0.21210276646656312	0.21695142941102388	-0.013349565509424458	-0.3800218294781915	-0.4145291969270811	-0.3077746526174384	-0.14629948364888123	-0.30802653121195583	-0.2791654422568322	-0.1728936652533479	-0.39011796314176567	-0.37280130976869147	-0.3723395323454095	-0.3660635573653499	-0.323538054657655	-0.5093614877628982	-0.39387515217665087	-0.3470887032450359	-0.31249737626464047	-0.15400277066453968	-0.37051341253515807	-0.3879769950883674	-0.3372024684102263	-0.3347676419965577	-0.44544729440409725	-0.13215230259015154	-0.18063893203475925	-0.21846270097812853	0.08402250115444355	-0.16754124511985224	0.10245161831996978	-0.15866252466311237	-0.11395407413626632	0.0233617396414928	-0.2303639645690777	-0.3325846941774065	0.39664581671634275	0.11773225305402796	0.13311783720246842	0.05461567524453213	0.13712690483187104	-0.06748247344779816	0.09691028924058603	0.05476260442466731	-0.12971747617648294	-0.020591075101800933	-0.1460476050543638	-0.1493849964317199
HexR	0.30901305570714915	0.29450904663951977	0.2769195247890517	0.2944040972251375	0.3979261995718064	0.010243062843709332	0.09602871415977499	0.1656521556609714	0.10463456613912095	0.16017379623021705	0.1999496242810965	0.1952478905167709	0.28248184375131186	0.19913101884891482	0.2625834347844339	0.3787624365056043	0.32053650140632217	0.30865622769824946	0.26130305192897024	0.2862600226690735	0.3498803576676042	0.36595860795096763	0.3641114982578397	0.38755719743083833	0.2905629486587465	0.2664455732337014	0.4527097938793502	0.5149657864909114	0.3741866420385374	0.3254901137651652	0.3758658326686537	0.448029049997901	0.33753830653624955	1.0	0.5053943998992486	0.39221695142941104	-0.04905335628227195	-0.1179841316485454	0.2104445657193233	0.12579236807858613	0.05209688929935771	0.2540405524537173	0.2585953570379077	-0.20937408169262414	-0.33932244658074806	-0.2830275807060997	-0.15677343520423156	-0.16684857898492927	-0.18024012426010663	-0.08568070190168339	-0.3982410478149532	-0.3610049955921246	-0.3288904747911507	-0.3118047101297175	-0.30047017337643256	-0.4200495361235884	-0.41064606859493724	-0.32399983208093697	-0.29979849712438605	-0.11107846018219218	-0.27612190923974644	-0.43260148608370763	-0.36854036354477143	-0.20416859073926366	-0.3595357037907728	-0.20769489106250788	-0.12174132068343059	-0.13788254061542338	2.098988287645355e-05	-0.185949372402502	0.04739515553503212	-0.09798077326728517	-0.10639771630074304	0.15538810293438562	-0.31957096679400526	-0.35691196843121614	0.4657445111456278	0.3710381596070694	0.24818437513118677	0.05784811720750598	0.19016833886066917	-0.06645396918685194	0.10813987657948869	0.11743839469375761	0.002518785945174426	-0.10801393728222997	-0.12344150119642332	-0.07228915662650602
HisR	0.3961000797615549	0.21063347466521137	0.21004575794467067	0.39400109147390955	0.509067629402628	-0.028336341883212292	0.09252340371940725	-0.031190965954409976	-0.028252382351706476	0.14722303849544519	0.24407035808740188	0.2505142521304731	0.2737920322404601	0.29402627933336134	0.33350824902397047	0.5575122790814827	0.3291633432685446	0.3991016330128878	0.4144662272784518	0.3906007304479241	0.39223794131228745	0.4910583098946308	0.4725662230804752	0.4850132236262122	0.40861004995592126	0.43658956383023384	0.46731875236136183	0.4563830233827295	0.3674069098694429	0.3416943033457873	0.5195625708408547	0.6098610469753579	0.3629780445825112	0.5053943998992486	1.0	0.4702993157298182	-0.19270811468872004	-0.32414676126107217	0.13206834305864573	-0.07969858528189412	0.21896645816716342	0.017001805129927376	-0.026069434532555308	-0.32183787414466225	-0.2630452122077159	-0.19048318710381595	-0.08183955333529239	-0.12161538138617187	-0.06219302296293187	-0.02164056924562361	-0.49777507241509594	-0.3979681793375593	-0.4110238864867134	-0.43566600898366986	-0.29929473993535116	-0.43828974434322654	-0.3170941606145838	-0.28407707484992234	-0.3056336845640401	-0.14850342135090885	-0.3245245791528483	-0.48316611393308423	-0.5554762604424668	-0.4705511943243357	-0.42160278745644597	-0.2632131312707275	-0.4450065068636917	-0.15864153478023593	-0.11254775198354393	-0.24887704126610974	0.13689601612023006	-0.22226186977876664	-0.22595608916502247	-0.0845892279921078	-0.5157004323915872	-0.5113555266361614	0.4498551698081525	0.3816380504596784	0.29677595399017676	0.08263716888459763	0.01725368372444482	0.02080097393056547	0.09346794844884765	0.14732798790982746	0.17671382393686244	0.14722303849544519	0.04871751815624869	0.15626967801519667
TyrR	0.4356450191007934	0.37857352755971624	0.23403719407245707	0.4706351538558415	0.3187943411275765	0.0990512572939843	0.12398723815121111	0.02724486797363671	0.03874732378993325	0.2264388564711809	0.2734771839973133	0.27719239326644557	0.29847613450316945	0.30082700138533225	0.32248856051383235	0.42668233911254777	0.36658830443726126	0.41198942109903025	0.40923974644221484	0.38459762394525837	0.38627681457537466	0.45121951219512196	0.4144242475126989	0.42546492590571344	0.379811930649427	0.36910709038243567	0.5095294068259099	0.42000755635783554	0.3549179295579531	0.2285588346417027	0.3120565887242349	0.3016665967003904	0.4293270643549809	0.39221695142941104	0.4702993157298182	1.0	-0.056001007514378066	-0.28882078838000086	0.047584064480920195	-0.02359262835313379	0.014692918013517485	0.13993954913731582	0.11840392930607448	-0.48295621510431974	-0.28424499391293395	-0.298686033331934	-0.11790017211703958	-0.19417740649007179	-0.14701313966668067	-0.06643297930397549	-0.4878048780487805	-0.4387305318836321	-0.3862348348096218	-0.43016665967003903	-0.3117417404810881	-0.39834599722933545	-0.23076277234373033	-0.33035976659250244	-0.29343856261282064	-0.156794425087108	-0.26231056630704	-0.531421854666051	-0.406007304479241	-0.3102934385626128	-0.4101003316401495	-0.31520507115570295	-0.21094832290835816	-0.11481465933420092	-0.136014441039419	-0.1531421854666051	0.16074052306788128	-0.3403089710759414	-0.062130053314302505	0.03902019226732715	-0.33495655094244575	-0.37219260316527436	0.43734519961378615	0.2749674656815415	0.2694681163679107	0.07676000167919063	0.08339280466814995	0.16076151295075775	0.047647034129549556	0.1600478569329583	-0.014294110238864868	0.0342974686201251	0.07787246547164267	-0.14392762688384197
CblR	0.14869233029679693	-0.013979261995718063	0.08885017421602788	0.10102430628437094	0.08668821627975316	0.3886486713404139	0.38646572352126274	0.36545485076193274	0.3298350195205911	0.41706897275513205	0.3305486755383905	0.34635405734436003	0.2909827463162756	0.30603249233869273	0.2782628772931447	0.12717770034843207	0.24046009823265185	0.28273372234582933	0.23838209982788297	0.21357205826791487	0.24938079845514463	0.19808152470509213	0.1854456152134671	0.19885815037152094	0.2617648293522522	0.20444145921665757	0.16491750976029554	0.08683514545988834	0.185949372402502	0.27314134587129	-0.16453969186851938	-0.004030057512279081	-0.0005877167205406994	-0.04905335628227195	-0.19270811468872004	-0.056001007514378066	1.0	0.2754712228705764	0.18408127282649764	0.313588850174216	0.05448973594727342	-0.025397758280508796	0.11722849586499308	-0.2637588682255153	-0.3182486041727887	-0.3089500860585198	-0.2874354561101549	-0.3039335040510474	-0.32355904454053147	-0.24226522816002688	-0.05186600058771672	-0.2617648293522522	-0.1727467360732127	-0.28393014566978714	-0.2971747617648294	-0.3000083959531506	-0.1412199319927795	-0.24398639855589604	-0.2647453927207086	-0.13391545275177363	0.03448637756601318	-0.009319507997145376	-0.00419797657529071	-0.0907812434406616	-0.1463624532975106	-0.025754586289408504	0.14149280047017337	-0.02548171781201461	-0.0904663951975148	0.06762940262793334	-0.1740690986944293	-0.2452248016456068	-0.1052432727425381	-0.08861928550438689	0.17585323873892783	0.17136140380336679	-0.43291633432685445	-0.3614038033667772	-0.3171781201460896	0.21942823559044541	-0.016225179463498593	-0.030372360522228286	-0.041182150203601865	-0.3902019226732715	-0.2326728516854876	-0.21036060618781746	-0.09233449477351917	-0.2957474497292305
VanR	-0.06437597078208304	-0.027412787036648335	0.024873011208597456	0.013769363166953529	-0.1061038579404727	0.27471558708702404	0.24467906469081901	0.3823307165946014	0.3169262415515721	0.18460601989840897	0.1439696066495949	0.1753704714327694	0.12904579992443643	0.12174132068343059	0.08146173544351623	-0.05266361613702195	0.12514168170941606	0.009655346123168632	0.05090046597539986	0.0866252466311238	0.029070987783888166	-0.013412535158053818	-0.0136014441039419	-0.006716762520465136	0.013118676797783469	0.008437932916334327	0.04294530036522396	0.014000251878594517	0.13240418118466898	0.17715461147726796	-0.262541455018681	-0.29772049871961714	-0.04122412996935477	-0.1179841316485454	-0.32414676126107217	-0.28882078838000086	0.2754712228705764	1.0	0.2341631333697158	0.39448385878006803	0.13053608160866462	0.13555266361613702	0.16048864447336383	-0.17547542084715168	-0.1188866966122329	-0.20141891608244825	-0.2213802946979556	-0.30743881449141514	-0.2811594811300953	-0.2297342680827841	0.1883002392846648	-0.022144326434658496	-0.15018261198102514	-0.05104739515553503	-0.1579278787624365	-0.1451030603249234	-0.025817555938037865	-0.235422526342303	-0.23195919566768816	0.05335628227194492	0.22261869778766635	0.4076445153436044	0.32727425380966374	0.01838713739977331	0.22992317702867218	0.22496956466982915	0.10952520884933462	0.05127828386717602	0.04109819067209605	-0.056987532009571386	-0.1831996977456866	-0.16189496662608624	0.16558918601234204	0.11546534570337097	0.15121111624197137	0.4107929977750724	-0.36870828260778304	-0.250556231896226	-0.05772217791024726	-0.03100205700852189	-0.01821921833676168	0.047290206120649846	-0.275639141933588	-0.4026489232190084	-0.43879350153226143	-0.312245497670123	-0.46295285672305947	-0.15782292934805423
LldR	0.16875865832668654	0.23517064774778557	0.2521934427605894	0.2547961882372696	0.3400361025985475	0.42034339448385877	0.3299189790520969	0.40061290457999243	0.41081398765794885	0.4410604088829184	0.44748331304311323	0.46412829016414087	0.4244784014105201	0.48119306494269765	0.46463204735317576	0.37964401158641536	0.3974224423827715	0.3483061164518702	0.40422316443474243	0.44769321187187777	0.41350069266613493	0.41415137903530497	0.40625918307375847	0.41900004197976576	0.4483438982410478	0.46549263255111034	0.31780781663238317	0.23214810461357627	0.3751941564166072	0.5221653163175349	0.07997145375928802	0.004344905755425885	0.017295663490197725	0.2104445657193233	0.13206834305864573	0.047584064480920195	0.18408127282649764	0.2341631333697158	1.0	0.3388606691574661	0.13112379832920532	0.33338230972671173	0.39880777465261746	-0.3046261701859704	-0.34876789387515217	-0.3679106670584778	-0.3979261995718064	-0.34335250409302714	-0.5134755048066831	-0.48054237857352755	-0.30857226816674366	-0.3413584652197641	-0.5071155702951178	-0.3699256958146174	-0.4235968263297091	-0.31665337307417823	-0.3902858822047773	-0.5034843205574913	-0.46328869484908275	-0.23888585701691784	-0.10792997775072415	-0.11544435582049452	-0.2337643255950632	-0.24833130431132194	0.006317954745812518	-0.0461357625624449	-0.04426766298644053	-0.03349985307081987	-0.05062759749800596	-0.22207296083287856	-0.17902271105327233	-0.24650518450107048	0.09298518114268922	0.049829981948700725	-0.14659334200915158	0.05801603627051761	-0.09323705973720667	-0.014357079887494227	-0.10278745644599303	0.062486881323202216	-0.011187607573149742	-0.043449057554258846	0.07625624449015575	-0.3872423491876915	-0.24033415893539314	-0.16838084043491036	-0.21203979681793375	-0.05910751018009319
NagR	0.2686285210528525	0.31421854666050963	0.4699424877209185	0.38948826665547204	0.1945762142647244	0.5051635111876076	0.5718063893203476	0.45909071827379205	0.4130599051257294	0.5382225767180219	0.5052264808362369	0.5262583434784434	0.43650560429872803	0.48320809369883716	0.4422988119726292	0.33252172452877715	0.49987406070274126	0.3678686872927249	0.46849418580244323	0.46121069644431384	0.4769950883674069	0.41064606859493724	0.42326098820368585	0.39320347592460436	0.45058981570882833	0.4090088577305739	0.4211619999160405	0.3171781201460896	0.47155870870240546	0.43875152176650856	-0.09615465345703371	-0.18374543470047436	0.09816968221317325	0.12579236807858613	-0.07969858528189412	-0.02359262835313379	0.313588850174216	0.39448385878006803	0.3388606691574661	1.0	0.16531631753494816	0.3979471894546828	0.17715461147726796	-0.369400948742706	-0.5663700096553461	-0.583812602325679	-0.474455312539356	-0.5390831619159565	-0.6040048696528273	-0.5351370639351832	-0.3514336090004618	-0.42292515007766257	-0.4854330212837412	-0.37097518995844003	-0.4630368162545653	-0.3873472986020738	-0.5207380042819361	-0.5221443264346585	-0.5100961336635742	-0.16111834095965744	-0.0003358381260232568	-0.03801267788925738	-0.16653373074178246	-0.07384240795936359	-0.23684983837790186	-0.2287897233533437	0.12262289576424164	0.07344360018471097	-0.1522816002686705	-0.07233113639225894	-0.1496578649091138	-0.15811678770832457	0.17990428613408338	0.12575038831283322	0.03362579236807858	0.0990512572939843	-0.20395869191049915	-0.18177238571008775	-0.12127954326014861	0.09472734142143487	0.07707484992233743	-0.13175349481549892	-0.06899374501490281	-0.48010159103312205	-0.3462281180471013	-0.4671088535325973	-0.3050669577263759	-0.29446706687376684
ExuR_UxuR	0.27977414886024937	0.16573611519247722	0.13160656563536374	0.34091767767935854	0.03843247554678645	0.2805717644095546	0.24786952688803995	0.06261282062046093	0.2172662776541707	0.3123924268502582	0.31732504932622474	0.28900969732588894	0.24602241719491205	0.32416775114394863	0.2625834347844339	0.24201334956550943	0.19644431384072877	0.2004533814701314	0.3303177868267495	0.21191385752067504	0.2754922127534528	0.2748415263842828	0.22906259183073757	0.22637588682255153	0.28942949498341797	0.2456445993031359	0.17814113597246128	0.21365601779942067	0.1298224255908652	0.24593845766340625	0.14533394903656438	0.1195163930985265	0.21210276646656312	0.05209688929935771	0.21896645816716342	0.014692918013517485	0.05448973594727342	0.13053608160866462	0.13112379832920532	0.16531631753494816	1.0	0.14990974350363126	0.03421350908861929	-0.30985265102220727	-0.3521892447840141	-0.23573737458544983	-0.26875446035011125	-0.2744007388438773	-0.33579614625750387	-0.2521094832290836	-0.2540615423365938	-0.11515049746022417	-0.36165568196129466	-0.24654716426682338	-0.3587800680072205	-0.31100709458041226	-0.2634020402166156	-0.20106208807354856	-0.35355358717098356	-0.008584862096469501	-0.06697871625876328	0.08139876579488686	-0.08209143192980983	-0.15320515511523447	-0.16999706141639728	0.07661307249905545	-0.13299189790520968	0.021388690651106167	-0.03352084295369632	0.20689727551320264	0.07289786322992317	-0.12554048948406868	-0.08058016036270517	0.032093530918097475	-0.0032324419629738465	-0.08108391755174006	0.022081356786029134	0.07816632383191302	-0.00023088871164098903	0.1359724612736661	0.3198648251542756	0.00615003568280089	-0.16966122329037403	-0.32624574954871755	-0.05591704798287225	-0.05136224339868183	-0.038600394609798076	0.10818185634524159
NrdR	0.23464590067587424	0.4799336719701104	0.36157172242978886	0.19726291927291045	0.1538978212501574	0.1664287813274002	0.19037823768943368	0.22939842995676085	0.32383191301792535	0.28817010201083076	0.2952646824230721	0.2746526174383947	0.2960622979723773	0.3033038075647538	0.2911296754964107	0.21443264346584945	0.3742915914529197	0.17845598421560807	0.32599387095420007	0.28823307165946016	0.3708492506611813	0.3336551782041056	0.30626338105033374	0.30850929851811426	0.3302758070609966	0.28693169892112	0.3661685067797322	0.4030267411107846	0.3175139582721128	0.2502203937702028	0.2037907728474875	-0.04424667310356408	0.21695142941102388	0.2540405524537173	0.017001805129927376	0.13993954913731582	-0.025397758280508796	0.13555266361613702	0.33338230972671173	0.3979471894546828	0.14990974350363126	1.0	0.21455858276310819	-0.24362957054699635	-0.39269971873556947	-0.3694849082742118	-0.3625372570421057	-0.2892825658032828	-0.40617522354225266	-0.35162251794634986	-0.3764535493891944	-0.17707065194576213	-0.3954493933923849	-0.17331346291087696	-0.3569329583140926	-0.22551530162461694	-0.46305780613744174	-0.4536963183745435	-0.42059527307837624	-0.11070064229041601	-0.14208051719071407	-0.1804710129717476	-0.21264850342135092	-0.0686369170060031	-0.22196801141849629	-0.15822173712270685	0.019646530372360523	0.17398513916292346	0.14327694051467194	-0.13590949162503674	0.05228579824524579	-0.06804920028546241	0.11049074346165148	0.17879182234163132	-0.09183073758448428	0.08563872213593048	0.22562025103899921	0.10912640107468201	0.14797867427899752	-0.03650140632215272	-0.013454514923806725	-0.12237101716972419	0.06513160656563537	-0.17209604970404266	-0.09785483397002645	-0.3793081734603921	-0.2653750892070022	-0.2566223080475211
