	NiaR	HutC	PhnF	CcpA	Rex	AgaR	GulR	Irr	SiaR	MetR	FUR	SahR_SamR	IscR	KdgR	NagC	BirA	AraR	XylR	RbkR	NsrR	Zur	NrtR	ArgR	Phr	MntR	ThiR	ModE	PhrR	CzrA	NadQ	NarP	PsrA	HypR	HexR	HisR	TyrR	CblR	VanR	LldR	NagR	ExuR_UxuR	NrdR	PdhR	NmlR	NnrR	NtrC	GntR	HrcA	LiuR	PurR	FruR	CueR	FadP	MerR	AcnR	NifA	BioQ	PaaR	RbsR	PhnR	FnrN_FixK	DasR	FadR	FixJ	GlcC	PdxR	GguR	TtrR	CadR-PbrR	HcpR	CsoR	ZntR	MetJ	NorR	LtbR	RutR	TrpR	NagQ	PhsR	LiuQ	PrpR	AmtR	NikR	FabR	QorR	SdaR	LexA	SoxR
LtbR	-0.35021619579362745	-0.13624532975106	-0.130368162545653	-0.34668989547038326	-0.4478611309348894	0.04305024977960623	-0.020234247092901222	0.04250451282481844	0.024390243902439025	-0.07168045002308887	-0.18993745014902816	-0.17618907686495108	-0.22687964401158642	-0.26982494437681037	-0.2918013517484572	-0.4514294110238865	-0.230007136560178	-0.3285756265480039	-0.28584022501154444	-0.28600814407455605	-0.27051761051173334	-0.3561983124134167	-0.33814701313966666	-0.3796230217035389	-0.3262877293144704	-0.3581923512866798	-0.30743881449141514	-0.2779900088157508	-0.26298224255908653	-0.17753242936904412	-0.3116577809495823	-0.45067377524033414	-0.2303639645690777	-0.31957096679400526	-0.5157004323915872	-0.33495655094244575	0.17585323873892783	0.15121111624197137	-0.14659334200915158	0.03362579236807858	-0.0032324419629738465	-0.09183073758448428	-0.00644389404307124	0.15652155660971412	0.14096805339826204	0.0972461273666093	-0.005751227908148272	0.04422568322068763	0.08908106292766886	-0.015469543679946266	0.3724444817597918	0.18840518869904707	0.3304857058897611	0.26573191721590195	0.10897947189454683	0.20083119936190755	0.14168170941606145	0.24199235968263297	0.16966122329037403	0.05738633978422401	0.2936694513244616	0.29713278199907645	0.48805675664329795	0.30309390873598924	0.21327819990764452	0.20557491289198607	0.40554552705595903	0.10068846815834767	0.07969858528189412	0.29988245665589186	0.03648041643927627	0.2624155157214223	0.2061836194954032	0.06399815289030687	1.0	0.22610301834515764	-0.26906930859325806	-0.19424037613870115	-0.1383653079215818	-0.22541035221023467	0.0070945804122413	-0.05003988077746526	-0.10513832332815583	-0.1345241593551908	-0.05900256076571093	-0.04666050963435624	-0.10425674824734478	-0.15438058855631587
RutR	-0.42099408085302886	-0.23414214348683934	-0.23924268502581755	-0.1543176189076865	-0.30172956634901976	-0.009403467528651191	-0.039293060744721046	0.0986944292850846	0.009088619285504387	-0.09063431426052643	-0.1827799000881575	-0.15771797993367198	-0.17268376642458336	-0.16659670039041183	-0.23242097309097015	-0.3458293102724487	-0.23951555350321146	-0.23756349439570126	-0.2643675748289325	-0.29360648167583225	-0.30915998488728436	-0.3658326686537089	-0.3537634859997481	-0.3677217581125897	-0.24001931069224633	-0.3106292766886361	-0.2810335418328366	-0.372591410939927	-0.2640737164686621	-0.20345493472146425	-0.20083119936190755	-0.3964569077704546	-0.3325846941774065	-0.35691196843121614	-0.5113555266361614	-0.37219260316527436	0.17136140380336679	0.4107929977750724	0.05801603627051761	0.0990512572939843	-0.08108391755174006	0.08563872213593048	0.11762730363964569	0.078628101255195	0.16456068175139582	0.09628059275429243	0.023340749758616348	0.02938583602703497	0.04027958523991436	-0.05404894840686789	0.33504051047395156	0.40735065698333406	0.16365811678770834	0.23875991771965913	0.12980143570798874	0.2565593383988917	0.25744091347970277	0.10127618487888837	0.20863943579194827	0.2090382435666009	0.30634734058183954	0.488938331724109	0.43247554678644895	0.33256370429453	0.40411821502036016	0.29939968934973343	0.16483355022878973	0.11792116199991604	0.11882372696360355	0.1684647999664162	-0.04741614541790857	0.10950421896645816	0.15559800176315017	0.1412199319927795	0.22610301834515764	1.0	-0.33279459300617104	-0.2032870156584526	-0.11216993409176777	0.0987364090508375	0.1082238361109945	0.05176105117333445	-0.10797195751647706	-0.2146005625288611	-0.2573989337139499	-0.32265647957684396	-0.20744301246799043	-0.033751731665337306
TrpR	0.17539146131564587	0.4412493178288065	0.2636119390453801	0.15543008270013853	0.05127828386717602	-0.27326728516854876	-0.15948113009529408	-0.16898954703832753	-0.1120649846773855	-0.07476596280592754	-0.02940682590991142	-0.030288400990722473	0.04651358045422106	-0.018534066579908484	0.009403467528651191	0.14182863859619663	0.14271021367700767	0.09437051341253516	0.11775324293690441	0.11128835901095673	0.1416187397674321	0.17786826749506737	0.17874984257587842	0.1613072499055455	0.0930901305570715	0.06383023382729525	0.274064900717854	0.3091389950044079	0.12933965828470678	-0.03836950589815709	0.36066915746610134	0.28139036984173627	0.39664581671634275	0.4657445111456278	0.4498551698081525	0.43734519961378615	-0.43291633432685445	-0.36870828260778304	-0.09323705973720667	-0.20395869191049915	0.022081356786029134	0.22562025103899921	0.07084085470803073	-0.09930313588850175	-0.04221065446454809	-0.020863943579194827	0.07052600646488393	0.09204063641324882	0.039523949456362034	0.042378573527559714	-0.3180806851097771	-0.029826623567440494	-0.12216111834095966	-0.1324881407161748	-0.2087233953234541	-0.21627975315897738	-0.1594601402124176	-0.12360942025943496	-0.04086730196045506	-0.10257755761722849	-0.2866168506779732	-0.4289072666974518	-0.2855253767683976	-0.03200957138659166	-0.2570211158221737	-0.15830569665421268	-0.15402376054741615	-0.07455606397716301	0.13093488938331724	-0.06920364384366735	0.3527349817388019	0.08295201712774443	0.004512824818437513	0.034087569791360565	-0.26906930859325806	-0.33279459300617104	1.0	0.47006842701817725	0.381386171865161	-0.04819277108433735	0.015637462742957894	0.10635573653499013	0.14623651400025187	0.3506989630997859	0.2211494059863146	0.1448301918475295	0.0017211703958691911	0.06611813106082869
NagQ	0.09970194366315437	0.0768649510935729	0.005079551656101759	0.06622308047521094	0.05241173754250451	-0.3859829562151043	-0.3460601989840897	-0.24434322656479576	-0.3693169892112002	-0.32590991142269427	-0.24940178833802107	-0.2238571008773771	-0.20819864825154275	-0.2158599555014483	-0.2106544645480878	0.008500902564963688	-0.04200075563578355	-0.14111498257839722	-0.09604970404265144	-0.09795978338440872	-0.1356995927962722	-0.06343142605264263	-0.08702405440577642	-0.09800176315016162	-0.14835649217077368	-0.12109063431426052	0.1322152722387809	0.04512824818437513	-0.0638512237101717	-0.10851769447126484	0.3260568406028294	0.19039922757231015	0.11773225305402796	0.3710381596070694	0.3816380504596784	0.2749674656815415	-0.3614038033667772	-0.250556231896226	-0.014357079887494227	-0.18177238571008775	0.07816632383191302	0.10912640107468201	0.03081314806263381	-0.07755761722849587	0.22249275849040762	0.23689181814365476	0.30643130011334535	0.2681037739809412	0.1856765039251081	0.25477519835439316	-0.10601989840896688	0.13857520675034635	-0.017064774778556734	0.04254649259057135	0.05805801603627052	-0.0056042987280130975	0.0431551991939885	-0.07543763905797406	0.04819277108433735	0.2697829646110575	-0.005982116619789262	-0.07988749422778221	-0.11166617690273288	-0.0482137609672138	0.07751563746274295	0.15731917215901936	-0.2180638932034759	0.05241173754250451	0.14056924562360942	-0.0011964233239578524	0.3300868981151085	0.141429830821544	0.0798455144620293	0.32391587254943116	-0.19424037613870115	-0.2032870156584526	0.47006842701817725	1.0	0.43585491792955794	0.022186306200411402	0.19612946559758196	0.06574031316905252	0.04009067629402628	0.3636707107174342	0.308866126527014	0.2973216909449645	-0.1277864069518492	-0.020549095336048026
PhsR	0.03771881952898703	-0.01985642920112506	-0.13807144956131145	0.020947903110700643	-0.047332185886402756	-0.1537299021871458	-0.19102892405860375	-0.1848159187271735	-0.2483942739599513	-0.20015952310986104	-0.16451870198564292	-0.13937282229965156	-0.0558960580999958	-0.0904663951975148	-0.10211578019394651	-0.05255866672263969	0.03251332857562655	-0.1498467738550019	-0.06983334032996096	-0.08448427857772553	-0.06517358633138827	-0.02229125561479367	-0.0597372066663868	-0.07881701020108307	-0.07207925779774149	-0.05816296545065278	0.027307837622266067	0.08681415557701189	-0.12102766466563117	-0.11361823601024307	0.22320641450820705	0.14501910079341757	0.13311783720246842	0.24818437513118677	0.29677595399017676	0.2694681163679107	-0.3171781201460896	-0.05772217791024726	-0.10278745644599303	-0.12127954326014861	-0.00023088871164098903	0.14797867427899752	0.03282817681877335	-0.18758658326686536	0.09924016623987238	0.05448973594727342	0.1691364762184627	0.12700978128542043	0.14172368918181436	0.2179799336719701	-0.15610175895218506	0.06790227110532723	0.050480668317870785	0.08188153310104529	-0.005079551656101759	0.006380924394441879	0.08568070190168339	-0.021682549011376517	0.020129297678518954	0.16523235800344235	-0.11049074346165148	0.00419797657529071	-0.13874312581335796	-0.052180848830863526	0.006779732169094496	0.0005037571890348852	-0.15454850761932748	0.21821082238361109	0.07436715503127493	-0.021619579362747155	0.41429830821544017	0.008899710339616305	0.09552495697074011	0.09884135846521977	-0.1383653079215818	-0.11216993409176777	0.381386171865161	0.43585491792955794	1.0	-0.025523697577767516	0.13139666680659923	0.010809789681373578	-0.10772007892195962	0.15834767641996558	0.10620880735485495	0.11775324293690441	-0.0446454808782167	0.08053818059695227
LiuQ	0.047940892489819906	-0.1011292556987532	-0.044666470761093154	0.3077956425003148	0.07516477058058016	0.10792997775072415	0.11949540321565005	-0.03811762730363964	0.03977582805087947	0.19980269510096133	0.19505898157088283	0.12570840854708032	0.16034171529322866	0.19046219722093952	0.17455186600058772	0.05929641912598128	0.037299021871457956	0.2001385332269846	0.11380714495613115	0.0626338105033374	0.15633264766382604	0.13242517106754545	0.08763276100919357	0.11823601024306285	0.17341841232525923	0.14117795222702656	0.0387263339070568	-0.008941690105369212	-0.021220771588094538	0.08114688720036942	0.12142647244028379	0.1981025145879686	0.05461567524453213	0.05784811720750598	0.08263716888459763	0.07676000167919063	0.21942823559044541	-0.03100205700852189	0.062486881323202216	0.09472734142143487	0.1359724612736661	-0.03650140632215272	0.05386003946097981	-0.17245287771294235	-0.1514629948364888	-0.09149489945846102	-0.05549725032534319	-0.012153142185466604	-0.08746484194618194	-0.059212459594475464	-0.18687292724906596	-0.04191679610427774	-0.13062004114017045	-0.12768145753746693	-0.02827337223458293	-0.1294655975819655	0.0016162209814869232	-0.08469417740649007	0.022270265731917215	0.0901935267201209	-0.05268460601989841	0.02306788128122245	-0.20064229041601947	-0.06769237227656269	-0.11586415347802359	0.06511061668275892	-0.13616137021955418	-0.0600520549095336	-0.052117879182234164	0.15880945384324754	0.0009655346123168633	-0.06867889677175601	-0.0077032870156584525	0.06341043616976617	-0.22541035221023467	0.0987364090508375	-0.04819277108433735	0.022186306200411402	-0.025523697577767516	1.0	0.14850342135090885	-0.1319004239956341	-0.13492296712984342	-0.10129717476176484	-0.03293312623315562	-0.005142521304731119	0.1315016162209815	0.19382057848117207
PrpR	0.11815205071155703	-0.009067629402627933	0.10192687124805844	0.0005667268376642458	-0.12297972377314134	0.07191133873472987	-0.040468494185802444	-0.16311237983292054	-0.05990512572939843	-0.0078082364300407206	0.0025397758280508794	-0.001070484026699131	0.04090928172620797	-0.018890894588808195	-0.03721506233995214	-0.014587968599135217	-0.0644389404307124	0.018890894588808195	0.027601695982536416	-0.0245371730825742	-0.007493388186893917	-0.019772469669619243	-0.017946349859367786	-0.04164392762688384	-0.012384030897107594	-0.06930859325804963	0.103480122580916	0.05480458419042022	-0.024935980857226817	-0.03998572687964401	0.07197430838335922	0.06834305864573276	0.13712690483187104	0.19016833886066917	0.01725368372444482	0.08339280466814995	-0.016225179463498593	-0.01821921833676168	-0.011187607573149742	0.07707484992233743	0.3198648251542756	-0.013454514923806725	0.13469207841820244	-0.1623987238151211	-0.04034255488854372	0.02033919650728349	-0.07688594097644935	-0.04836069014734898	-0.012153142185466604	-0.0007136560177994207	-0.06288568909785483	0.02844129129759456	-0.0052474707191133875	-0.07818731371478947	-0.002287897233533437	-0.023676587884639604	-0.001637210864363377	0.061815205071155704	-0.08444229881197263	0.34962847907308675	0.11907560555812098	0.14539691868519375	-0.004680743881449141	0.0212837412367239	0.0904663951975148	0.06185718483690861	0.006045086268418622	0.0526006464883926	-0.056084967045883886	0.1610553713110281	0.10396288988707443	-0.10115024558162966	-0.005814197556777633	0.19732588892153982	0.0070945804122413	0.1082238361109945	0.015637462742957894	0.19612946559758196	0.13139666680659923	0.14850342135090885	1.0	-0.036312497376264644	-0.22371017169724192	-0.025922505352420133	-0.05394399899248562	-0.17746945972041475	0.0020779984047689013	-0.10224171949120524
AmtR	-0.04756307459804374	0.00615003568280089	-0.05816296545065278	-0.030078502161957937	0.003925108097896814	-0.05255866672263969	-0.1064606859493724	-0.07657109273330255	-0.1491750976029554	-0.06584526258343479	-0.11336635741572562	-0.06928760337517317	-0.06011502455816296	-0.12747155870870241	-0.13376852357163846	-0.08297300701062088	-0.11458377062255992	-0.02850426094622392	-0.05045967843499433	-0.08712900382015869	-0.07820830359766592	-0.07963561563326477	-0.09470635153855841	-0.13315981696822132	-0.09180974770160782	-0.13758868225515303	-0.08859829562151043	-0.04571596490491583	-0.01905881365181982	-0.05684060282943621	-0.10402585953570379	-0.15916628185214726	-0.06748247344779816	-0.06645396918685194	0.02080097393056547	0.16076151295075775	-0.030372360522228286	0.047290206120649846	-0.043449057554258846	-0.13175349481549892	0.00615003568280089	-0.12237101716972419	0.04074136266319634	-0.12148944208891314	0.15509424457411528	0.10362705176105118	0.1702699298937912	0.011691364762184627	0.1310398387976995	0.02323580034423408	0.0751018009319508	0.0003358381260232568	0.09147390957558457	-0.01616220981486923	-0.013412535158053818	0.010662860501238403	0.1351958356072373	0.15108517694471266	0.14344485957768355	-0.007241509592376474	0.014021241761470972	0.011838293942319802	0.1294236178162126	-0.008899710339616305	0.20034843205574912	0.07944670668737669	-0.05931740900885773	-0.18466898954703834	-0.040510473951555354	0.09646950170018051	0.022795012803828556	-0.26625666428781325	-0.10058351874396541	-0.051782041056210905	-0.05003988077746526	0.05176105117333445	0.10635573653499013	0.06574031316905252	0.010809789681373578	-0.1319004239956341	-0.036312497376264644	1.0	0.025586667226396877	-0.0103480122580916	-0.07778850594013685	0.012740858906007305	0.11462575038831284	-0.05849880357667604
NikR	0.09040342554888543	0.21537718819528986	0.1643507829226313	-0.10879056294865874	0.19333781117501364	-0.11107846018219218	-0.06225599261156123	-0.06511061668275892	-0.07413626631963394	-0.0801183829394232	-0.04645061080559171	0.026762100667478275	-0.0057092481423953656	-0.07499685151756853	-0.04365895638302338	0.10329121363502791	0.06303261827799	0.06771336215943916	-0.03549389194408295	0.04231560387893035	-0.005961126736912808	0.02892405860375299	0.13263506989630997	0.07783048570588975	0.009214558582763108	0.06842701817723858	0.09138995004407875	0.06943453255530835	0.23231602367658788	0.10024768061794215	-0.07533268964359179	0.15637462742957894	0.09691028924058603	0.10813987657948869	0.09346794844884765	0.047647034129549556	-0.041182150203601865	-0.275639141933588	0.07625624449015575	-0.06899374501490281	-0.16966122329037403	0.06513160656563537	0.07764157676000168	0.3234540951261492	-0.009865244951933168	-0.0075353679526468246	0.0055203391965072835	-0.024852021325721004	0.020738004281936107	0.05050165820074724	-0.16187397674320977	0.0027076948910625077	-0.006171025565677344	0.022186306200411402	0.00520549095336048	-0.04124511985223123	-0.18981151085176945	-0.10180093195079971	-0.0313169052516687	-0.20937408169262414	-0.19745182821879853	-0.19176356995927962	-0.17812014608958482	-0.03809663742076319	-0.0713026321313127	-0.06026195373829814	-0.09657445111456278	0.004995592124595945	-0.0496620628856891	-0.22207296083287856	0.0357877503043533	0.07331766088745224	-0.1338944628688972	-0.258931195163931	-0.10513832332815583	-0.10797195751647706	0.14623651400025187	0.04009067629402628	-0.10772007892195962	-0.13492296712984342	-0.22371017169724192	0.025586667226396877	1.0	0.3048360690147349	0.2504302925989673	0.01454598883338231	0.016225179463498593	-0.04027958523991436
FabR	-0.16271357205826792	-0.20796775953990176	-0.2602325679022711	-0.3632299231770287	-0.17732253054027958	-0.708765375089207	-0.6842911716552622	-0.6306620209059234	-0.6316695352839932	-0.7093530918097477	-0.6575080811049074	-0.6100919356869988	-0.6124637924520381	-0.6314596364552286	-0.5919356869988666	-0.3227824188741027	-0.4508626841862222	-0.40493682045254187	-0.4989085260904244	-0.4974182444061962	-0.4885395239494564	-0.43978002602745475	-0.3854791990260694	-0.39022291255614794	-0.5084379329163343	-0.4639183913353763	-0.1962554048948407	-0.13842827757021114	-0.27118928676377985	-0.4391503295411612	0.049934931363082996	0.19268712480584357	0.05476260442466731	0.11743839469375761	0.14732798790982746	0.1600478569329583	-0.3902019226732715	-0.4026489232190084	-0.3872423491876915	-0.48010159103312205	-0.32624574954871755	-0.17209604970404266	-0.16636581167877082	0.4838587800680072	0.6217413206834306	0.5770328701565846	0.6193694639183913	0.607090382435666	0.6357625624449016	0.7081566684857898	0.26012761848788885	0.37296922883170314	0.5197304899038664	0.4004449855169808	0.4719575164770581	0.35374249611687164	0.3526510222072961	0.36553881029343854	0.48606271777003485	0.246945972041476	0.06905671466353218	-0.03744595105159313	0.05635783552327778	0.26539607908987867	0.20454640863103984	0.2563494395701272	-0.3408966877964821	-0.2117879182234163	0.05220183871373998	0.03335292389068469	0.33138827085344863	0.2430208639435792	-0.056651693883548127	0.04397380462617018	-0.1345241593551908	-0.2146005625288611	0.3506989630997859	0.3636707107174342	0.15834767641996558	-0.10129717476176484	-0.025922505352420133	-0.0103480122580916	0.3048360690147349	1.0	0.45583728642794175	0.363292892825658	0.06343142605264263	0.03847445531253935
QorR	-0.09138995004407875	-0.19808152470509213	-0.2874774358759078	-0.1392258931195164	-0.027223878090760253	-0.6268418622224088	-0.5965954409974392	-0.5759413962470089	-0.604823475085009	-0.5258805255866672	-0.4874270601570043	-0.5110406783930146	-0.44572016288149113	-0.46205029175937196	-0.4455102640527266	-0.2532219470215356	-0.3837370387473238	-0.3860879056294866	-0.3327526132404181	-0.41232525922505353	-0.38518534066579907	-0.34620712816422483	-0.3563452415935519	-0.31495319256118554	-0.366903152680408	-0.34123252592250536	-0.26801981444943535	-0.24998950505856177	-0.3463120775786071	-0.3035346962763948	0.1740690986944293	0.2448259938709542	-0.12971747617648294	0.002518785945174426	0.17671382393686244	-0.014294110238864868	-0.2326728516854876	-0.43879350153226143	-0.24033415893539314	-0.3462281180471013	-0.05591704798287225	-0.09785483397002645	-0.08698207464002351	0.36618949666260864	0.45130347172662777	0.5283363418832123	0.488707443012468	0.528000503757189	0.46414928004701733	0.4158095797825448	0.14986776373787833	0.37122706855295745	0.34950253977582807	0.3210192687124806	0.3472986020738004	0.33218588640275387	0.3064522899962218	0.33021283741236723	0.2898702825238235	0.2140548255740733	0.14489316149615886	0.03711011292556988	-0.049179295579530664	0.19598253641744678	0.05950631795474581	0.21388690651106168	-0.2943411275765081	-0.13964569077704547	0.10457159649049158	0.09913521682549012	0.36490911380714497	0.2741068804836069	0.0431551991939885	0.03324797447630242	-0.05900256076571093	-0.2573989337139499	0.2211494059863146	0.308866126527014	0.10620880735485495	-0.03293312623315562	-0.05394399899248562	-0.07778850594013685	0.2504302925989673	0.45583728642794175	1.0	0.3887326308719197	0.17639897569371563	0.11189706561437388
SdaR	-0.1064606859493724	-0.2504302925989673	-0.274064900717854	-0.03704714327694052	0.04890642710213677	-0.3736199152008732	-0.377314134587129	-0.4069938289744343	-0.3936232735821334	-0.35756265480038624	-0.2938163805045968	-0.27291045715964907	-0.2853784475882625	-0.29713278199907645	-0.23242097309097015	-0.06865790688887956	-0.27847277612190924	-0.19703203056126947	-0.24327274253809664	-0.23584232399983207	-0.2636749086940095	-0.18370345493472146	-0.16074052306788128	-0.17188615087527812	-0.19887914025439737	-0.1642038537424961	-0.19556273875991773	-0.13200537341001636	-0.2511229587338903	-0.1371478947147475	0.17186516099240165	0.25437639057974054	-0.020591075101800933	-0.10801393728222997	0.14722303849544519	0.0342974686201251	-0.21036060618781746	-0.312245497670123	-0.16838084043491036	-0.4671088535325973	-0.05136224339868183	-0.3793081734603921	-0.0328071869358969	0.2155031274925486	0.39630997859031947	0.4773309264934302	0.47164266823391127	0.4720414760085639	0.3907686495109357	0.4090088577305739	0.09554594685361656	0.1291927291045716	0.20175475420847153	0.15645858696108475	0.20055833088451366	0.2315393980101591	0.33596406532051554	0.21243860459258637	0.3355862474287393	0.016938835481298015	0.08935393140506276	-0.05560219973972545	0.007115570295117753	-0.10511733344527938	0.10837076529112967	0.17612610721632174	-0.402397044624491	-0.16735233617396414	-0.07432517526552201	0.042735401536459425	0.0930901305570715	0.2958943789093657	-0.08880819445027496	-0.1346500986524495	-0.04666050963435624	-0.32265647957684396	0.1448301918475295	0.2973216909449645	0.11775324293690441	-0.005142521304731119	-0.17746945972041475	0.012740858906007305	0.01454598883338231	0.363292892825658	0.3887326308719197	1.0	0.24312581335796146	0.336866630284203
LexA	-0.08194450274967466	-0.2635909491625037	-0.15171487343100626	0.02033919650728349	-0.07283489358129382	-0.04130808950086059	-0.08943789093656858	-0.21758112589731748	-0.19054615675244532	-0.08845136644137526	-0.12631711515049746	-0.12360942025943496	-0.030435330170857647	-0.07646614331892028	-0.037613870114604764	-0.0896058099995802	-0.21298434154737417	-0.05075353679526468	-0.1254355400696864	-0.11634692078418202	-0.08211242181268628	-0.04290332059947106	-0.11007094580412241	-0.055623189622601904	-0.07929977750724151	-0.10562109063431425	-0.25158473615717225	-0.1842282020066328	-0.29270391671214474	-0.22746736073212712	0.10324923386927501	0.16634482179589438	-0.1460476050543638	-0.12344150119642332	0.04871751815624869	0.07787246547164267	-0.09233449477351917	-0.46295285672305947	-0.21203979681793375	-0.3050669577263759	-0.038600394609798076	-0.2653750892070022	-0.26718021913437723	0.18895092565383484	0.11750136434238696	0.12936064816758322	0.08683514545988834	0.18361949540321565	0.2353385668107972	0.24994752529280886	-0.043029259896729774	0.04691238822887368	0.1292347088703245	0.12018806935057302	0.24136266319633937	0.2612610721632173	0.12831115402376056	0.3546660509634356	0.3442130892909618	-0.027307837622266067	-0.2110742622056169	-0.15547206246589143	-0.274064900717854	-0.01330758574367155	-0.17961042777381303	-0.13374753368876202	0.03161076361193905	0.006422904160194786	-0.10077242768985349	0.16485454011166617	0.11063767264178666	0.09451744259267034	-0.1816884261785819	-0.17625204651358045	-0.10425674824734478	-0.20744301246799043	0.0017211703958691911	-0.1277864069518492	-0.0446454808782167	0.1315016162209815	0.0020779984047689013	0.11462575038831284	0.016225179463498593	0.06343142605264263	0.17639897569371563	0.24312581335796146	1.0	0.24665211368120565
SoxR	-0.09844255069056715	-0.26604676545904876	-0.2623525460727929	0.05001889089458881	0.02098988287645355	-0.21886150875278115	-0.12488980311489861	-0.20223752151462995	-0.19201544855379707	-0.15805381805969523	-0.12692582175391462	-0.16015280634734058	-0.07073590529364847	-0.09753998572687965	-0.08563872213593048	-0.046681499517232695	-0.22297552579656604	-0.04202174551866	-0.1526804080433231	-0.19111288359010956	-0.1555770118802737	-0.11422694261366022	-0.133978422400403	-0.12106964443138407	-0.08253221947021536	-0.07335964065320516	-0.22664875529994544	-0.19459720414760084	-0.2755971621678351	-0.13089290961756433	0.1924982158599555	0.24111078460182192	-0.1493849964317199	-0.07228915662650602	0.15626967801519667	-0.14392762688384197	-0.2957474497292305	-0.15782292934805423	-0.05910751018009319	-0.29446706687376684	0.10818185634524159	-0.2566223080475211	-0.04036354477142018	0.15354099324125772	0.08236430040720373	0.23468788044162714	0.24245413710591496	0.24602241719491205	0.2719029427815793	0.21353007850216196	0.11122538936232736	0.2574828932454557	0.06867889677175601	0.07224717686075312	0.1319004239956341	0.1456907770454641	0.28523151840812727	0.2691952478905168	0.19497502203937703	-0.06911968431216153	-0.10415179883296251	0.07455606397716301	0.06735653415053944	-0.04015364594265564	0.04485537970698124	0.18473195919566768	-0.3239578523151841	-0.04678644893161496	0.057869107090382434	0.04200075563578355	-0.0603249233869275	0.15710927333025482	-0.08559674237017757	-0.07919482809285924	-0.15438058855631587	-0.033751731665337306	0.06611813106082869	-0.020549095336048026	0.08053818059695227	0.19382057848117207	-0.10224171949120524	-0.05849880357667604	-0.04027958523991436	0.03847445531253935	0.11189706561437388	0.336866630284203	0.24665211368120565	1.0
