	ModE	PhrR	NiaR	HutC	PhnF	CcpA	Rex	AgaR	Irr	SiaR	GulR	IscR	MetR	BirA	XylR	MntR	ThiR	Phr	ArgR	NrtR	RbkR	NsrR	Zur	FUR	SahR_SamR	KdgR	NagC	NadQ	AraR	CzrA	HexR	HypR	TyrR	HisR	PsrA	NarP	TrpR	LldR	NagR	CblR	VanR	NrdR	ExuR_UxuR	PdhR	FabR	QorR	NmlR	LiuR	PurR	GntR	HrcA	BioQ	NnrR	NtrC	FruR	PaaR	CueR	RbsR	MerR	FadP	AcnR	NifA	PdxR	PhnR	DasR	FadR	FnrN_FixK	FixJ	GlcC	HcpR	CsoR	ZntR	LtbR	RutR	GguR	TtrR	CadR-PbrR	PrpR	MetJ	NorR	SdaR	SoxR	AmtR	LexA	LiuQ	NikR	NagQ	PhsR
NagC	0.7306450205114777	0.7131036546590357	0.5488721804511278	0.5318395491215602	0.5859250115338096	0.6508185887604584	0.646509308096111	0.7657177770296387	0.7183356400952631	0.7069290140774822	0.8364468384892579	0.8703574857541865	0.9074302672103144	0.89673686704323	0.811763238943129	0.9622638686267908	0.9548622800783052	0.9493908901607252	0.9384929986658188	0.9620793276724149	0.9033603910273196	0.9483933714884225	0.936707440242397	0.9552862255140339	0.9330864474619385	0.9700544894574745	1.0	0.8120176062045661	0.8214740832179952	0.821763363632963	0.4120375565780122	0.39268569433534084	0.35999201985062157	0.3297771792665744	0.3506203319243382	0.18734148804847942	0.09323557650344767	0.4735445579121934	0.4424868140500505	0.140273569495879	0.14960535667527028	0.2062494544819761	0.1799199491265477	0.18860833676230376	-0.5582488559707727	-0.46727016546340977	-0.6327585131984189	-0.7876182994800434	-0.7245900821706006	-0.7731891918851856	-0.7070786418783277	-0.7104203294305416	-0.8398134640082794	-0.8077133131335802	-0.7315677252833577	-0.7072282696791731	-0.8302023716006434	-0.7596129627551466	-0.8192296662053142	-0.8371351263731468	-0.7850496888988641	-0.7592987443733712	-0.5986633249791145	-0.6144889587151959	-0.5610419082532201	-0.545161410990162	-0.4603423982842679	-0.6364393570992157	-0.6193468746493098	-0.42121971595655805	-0.5302684572126835	-0.5080537163805035	-0.34623124976620656	-0.3203107270664223	-0.08403346675145576	-0.18057831145026745	-0.30243519245875883	-0.23705781867604334	-0.20936171273956034	-0.2648137757328645	-0.19875808925298322	-0.10081173081958628	-0.14761031933066496	-0.12619359343632713	0.05856182745420766	-0.04930984176860061	-0.058851107869175426	-0.09447249965710296
NadQ	0.7421763363632963	0.6408334268507089	0.45739473060761354	0.5129016571278944	0.5707776904948939	0.5554607912816868	0.6533373234080225	0.6335016646092844	0.6781206748213818	0.6211424082594547	0.7107943989326551	0.7612838065312535	0.782191797902717	0.7773438571553262	0.7244953178967318	0.809139764834973	0.814775745333483	0.8231948029277173	0.844950685170638	0.8213394181972343	0.823658649110338	0.8566864923502787	0.8130151248768688	0.8151248768687889	0.8190800384044689	0.7730345764909787	0.8120176062045661	1.0	0.7386600830434294	0.8044963154154042	0.43180837666305066	0.41861120462848667	0.31650519333158766	0.2958715195950074	0.2796269280165588	0.17255826132495417	0.08829785907554957	0.508612326836993	0.4105612289430043	0.20202496290477437	0.2536615169765209	0.21566603074851307	0.17978029651242533	0.28695869025798326	-0.45727502836693723	-0.3865559420940411	-0.5558049352236312	-0.7186348956969538	-0.655546827267173	-0.6528435516652328	-0.5921595032357012	-0.6839162583074602	-0.7383009763214006	-0.6835870771456003	-0.6534670008354219	-0.6423197296724398	-0.7683113255776256	-0.7328644995573511	-0.7428895622139927	-0.7614284467387374	-0.7688001097270539	-0.7718974052045536	-0.4203718250851008	-0.583800296761805	-0.4675893714385466	-0.46465666654197685	-0.43067619296998716	-0.6004987593361514	-0.48594870260227685	-0.4480579558348608	-0.4334044065387349	-0.41534931857005697	-0.22251898402723225	-0.24969139266075638	-0.1080138156336114	-0.24462399780545893	-0.2228431775957306	-0.22047905834237336	-0.1449469444756169	-0.16701704510031298	-0.15951071709123554	-0.15190463721492786	-0.09474182969862467	-0.2582850160226437	0.02519482786568411	0.06173892442549159	0.028172421102507512	-0.08415815658549358
AraR	0.7694784224242197	0.7684459905983865	0.67270913602414	0.735283482337685	0.686120774573249	0.577560817466552	0.5550567962194042	0.6783700544894574	0.6641903265626753	0.6825945460666591	0.7715831868227784	0.8039975560792528	0.8010498884025985	0.7619920447885884	0.7584807790620831	0.8426264666641728	0.8302073591940049	0.819498996246836	0.8534295938852106	0.8475542089053479	0.8230701130936795	0.8648611578697989	0.8795496203194554	0.8658985772889937	0.878302721979077	0.8211947779897505	0.8214740832179952	0.7386600830434294	1.0	0.8332448035511665	0.46137981770346265	0.49244254915896707	0.36701953889699374	0.29768700357859823	0.2141248643998055	0.2273968503347922	0.2138305963914762	0.39111959001982566	0.47156448334767265	0.17462811256998217	0.2261200264342448	0.35083479843888327	0.1537550343520493	0.29893390191897656	-0.4661579321437923	-0.45648698861581816	-0.6241748650232547	-0.7852841057868551	-0.7444806044963154	-0.7133530343271113	-0.6907791867729024	-0.7893140812229579	-0.8533896931383185	-0.8137732390678188	-0.7600568585643213	-0.7595630868215314	-0.7721168593124602	-0.7911794411401638	-0.7882018479033405	-0.8344268631778451	-0.7980373820122445	-0.7901669596877766	-0.5374306412798164	-0.5056397211935311	-0.47381887554707663	-0.39472063242683825	-0.4107258195239342	-0.5327273407399095	-0.5726280876320153	-0.35410167209067445	-0.3509844262397287	-0.4264916021396776	-0.24128231025324506	-0.26106310552500656	-0.018157333632588934	-0.0653998179528423	-0.13576977269043256	-0.18815945335976758	-0.07229765957181511	-0.1554957044352174	-0.221476577014676	-0.2597962568111822	-0.16339605231985435	-0.25833987954962034	-0.036930635045324754	0.07615805683362635	0.10614346812304393	0.022676093218119926
CzrA	0.8561578074539583	0.7689397623411763	0.6653075474756543	0.6994476240352124	0.7888252970735296	0.5172458509457724	0.5785882616990237	0.632963004526241	0.6553572987194354	0.622429207346725	0.7415478995997457	0.762765121759623	0.7710295639596504	0.8336537862068105	0.7923465379867579	0.8224765894836594	0.8454145313532587	0.8681030935547824	0.9137694983727976	0.8682078330153743	0.8361026945473136	0.9066372398658338	0.8722926719784536	0.8496888988640756	0.8881332684946196	0.7877230389406352	0.821763363632963	0.8044963154154042	0.8332448035511665	1.0	0.47163430965473385	0.5052905896582252	0.34024115013902917	0.3162857392236811	0.24456414668512078	0.1526727265926009	0.20204990087158195	0.3731592663250165	0.5033404406538735	0.15089215576254067	0.24286836494220626	0.31046521777079517	0.08146984376363794	0.2606391600892779	-0.3623361887305328	-0.42632701155874764	-0.5610319330664971	-0.7536976770283919	-0.720949139016696	-0.6863701542413247	-0.7079115699697004	-0.784436214915398	-0.8052344792329081	-0.8032893178219179	-0.7284504794324119	-0.7348695120886795	-0.8450703874113143	-0.8110300627189865	-0.7852841057868551	-0.8021471589421314	-0.7668150475691717	-0.7759074302672103	-0.5443384580855123	-0.600399007468921	-0.5132358258831158	-0.45701567351213856	-0.43420740906993854	-0.5436152570480929	-0.5055599196997469	-0.47906083617002704	-0.4557887255452063	-0.4736792229329543	-0.24346687614558785	-0.2918465317522662	-0.06214790708113568	-0.17628399356600458	-0.23911270714098679	-0.2121298270552002	-0.14564520754622876	-0.2186136984251674	-0.2182097033628848	-0.27481888801606	-0.06788363944687589	-0.27902841681317725	-0.13216374269005848	0.17815932866993353	0.04241698774298931	-0.07674659285028491
HexR	0.5379244130226063	0.5990024813276974	0.4283170613099914	0.44794324118754597	0.4450703874113144	0.3797877779024676	0.4601329193630843	0.1434456788738014	0.2765745208793127	0.22922230950510605	0.2682402523722241	0.4128255963291313	0.3101360366089353	0.4640830933054028	0.38740882055885983	0.43881095774261525	0.4150151498148356	0.5071210364219005	0.4846220027681143	0.4940286038479283	0.42384817765807553	0.4278631903140937	0.47698599733163755	0.36597214429107594	0.3654833601416477	0.3474083217995237	0.4120375565780122	0.43180837666305066	0.46137981770346265	0.47163430965473385	1.0	0.3760371076946097	0.4418883028466689	0.49074177982269107	0.43975361288794124	0.39476053317373033	0.5111909126048954	0.2240002992556017	0.1790521078816444	-0.050836045337223655	-0.03504532475467275	0.25235476751580443	0.08877666803825485	0.27371662988316564	-0.013708400354119129	-0.15280739161336176	-0.3370441027942992	-0.3118018927916807	-0.24497312934076484	-0.32577214179727926	-0.31012107382885074	-0.5007967680395018	-0.4974002169603112	-0.4122370603124727	-0.5312011371712865	-0.3935485479868826	-0.4780633174977244	-0.4425765907305577	-0.45213780720457863	-0.46578885023504035	-0.4526265913540069	-0.5282534694946321	-0.315118642377087	-0.24988092120849387	-0.4138979289018566	-0.3736131373209142	-0.3711941545405803	-0.30058978291499894	-0.4725969151735059	-0.2203443933216125	-0.03737453085449943	-0.16295215651067968	-0.3714136086484869	-0.427214803177097	-0.15167022032693675	-0.15314156036858315	0.0111348021795783	-0.008496365291337796	-0.11240788538510456	0.15586478634396939	-0.09048242496789237	-0.09858726418035138	-0.102218232147533	-0.13466751455753811	-0.0298632152520605	0.1452412124839462	0.4527712315614908	0.2040349630294642
HypR	0.5672065736480505	0.4858489507350466	0.4769760221449145	0.5133505405304305	0.47495105924014014	0.2697814187209317	0.24169628050225064	0.26735744834723624	0.256529383159391	0.41349393383957406	0.3515629870696642	0.3935385728001596	0.3394281724211025	0.4072694173244055	0.4343819748375915	0.41282060873576976	0.43262634197433886	0.46383870123068865	0.4887966184117009	0.46914051297397724	0.4224017755832367	0.461324954176486	0.4775795209416576	0.42550904624745944	0.4230551503135949	0.35964787590867714	0.39268569433534084	0.41861120462848667	0.49244254915896707	0.5052905896582252	0.3760371076946097	1.0	0.33739822192296665	0.2794373994688213	0.25240464344941954	0.15458297485006048	0.364495816656068	0.08044738712452773	0.17172533323358147	0.07650220077557077	0.09748500604745695	0.22661878577039615	0.14474245314779485	0.06430254741330939	-0.05545455678998491	-0.24342697539869573	-0.40756368533273485	-0.3950398384019751	-0.3361812491427574	-0.29746754947069165	-0.3702814249554234	-0.45323507774411154	-0.5012057506951458	-0.4291549769947256	-0.43429219815708425	-0.37822666118031395	-0.4401775583236699	-0.4459980797765558	-0.42494046060424695	-0.43971869973441063	-0.41429194877741615	-0.5494407660943403	-0.21561116722153642	-0.24423496552326088	-0.342241175076996	-0.2964750183917505	-0.3520018952854774	-0.3101110986421277	-0.3984713026346962	-0.15079739148867194	-0.03551914612401651	-0.20528684896320404	-0.19944637713687202	-0.2975822641180065	-0.14058778787765433	-0.14939587775408672	0.05183855160288782	0.02380827691118343	-0.06966919787029763	0.032741056621653636	-0.043454407162184065	-0.1962243918253345	-0.07807329268444743	-0.21275826381875085	-0.015523884337709947	0.11029813339318445	0.14276237858327412	0.0941483060886046
TyrR	0.4701230688661953	0.4473098168306338	0.370889911345528	0.3276574520879313	0.21551141535430615	0.49903614758288756	0.3629047743737453	0.04605294330353246	0.1099390266711555	0.04175363782590805	0.13995436352074214	0.24780109477674286	0.21753637825908054	0.48836768538261077	0.38892006134739837	0.4007007568672926	0.38096983752914626	0.4580830184915024	0.4180924949188893	0.45424755919649873	0.4366712801905261	0.3779024676118156	0.3777927405578623	0.2760258856095463	0.3024152420853128	0.3306849212583698	0.35999201985062157	0.31650519333158766	0.36701953889699374	0.34024115013902917	0.4418883028466689	0.33739822192296665	1.0	0.5507026272148032	0.4445067893614634	0.3640120201000012	0.4646865921021459	0.07875160538161324	-0.09264704048678911	-0.19354605419020188	-0.23603536203693312	0.04374368757715184	0.05215276998466315	0.14031845783613262	0.17282759136647588	-0.024506539981795285	-0.37671043279841393	-0.12428334517886756	-0.06996845347198843	-0.11317098716941608	-0.19625930497886507	-0.22609508846743726	-0.2779510966470904	-0.24251923340690035	-0.4970810109851744	-0.399139640145139	-0.42606266911058743	-0.29049988154465767	-0.43872616865546954	-0.3602613498921433	-0.3743961894786718	-0.3766505816780758	-0.24540206236985498	-0.2645145201311737	-0.46955947081634436	-0.4809212084938715	-0.3358021920472824	-0.4294043566628013	-0.5514457786256687	-0.2478559583037195	0.008266935996708188	-0.28039501739423184	-0.3815683487325278	-0.42619234653798677	-0.27078392498659587	-0.23961146647713813	-0.20728687390117084	0.023922991558498235	-0.09883165625506553	0.08795870272696667	0.15722141173830098	-0.054796194466265165	0.021060112968989637	-0.010386663175351314	0.06312547537999227	0.07898602226960436	0.21606503821743414	0.24716767041983068
HisR	0.4441476826394344	0.4523123729722316	0.3463958403471365	0.22205015025125002	0.20527188618311948	0.4712702153393434	0.4843925734734847	-0.0652501901519969	0.005169640519208469	-0.03926482873851295	0.06522026459182782	0.2130774697938877	0.12055262534445567	0.5275053304904052	0.4184166884873876	0.4060474569508348	0.42343919500243143	0.4675893714385466	0.4269604359156598	0.45645207546228755	0.3482063367373658	0.3369493385204304	0.36341849648998115	0.22804024987842741	0.23645930747266175	0.2923602538685021	0.3297771792665744	0.2958715195950074	0.29768700357859823	0.3162857392236811	0.49074177982269107	0.2794373994688213	0.5507026272148032	1.0	0.6508086135737353	0.46737989251736306	0.45706554944575367	0.04337959326176137	-0.14322622476589483	-0.26513298170800137	-0.35705432736069026	-0.08613324355665282	0.10531054003167122	0.02922979089514832	0.19512213369244005	0.1688774174241574	-0.31763737702465117	-0.03514507662190302	-0.011713363009513835	-0.026277135625132484	-0.07778401226947967	-0.24899312959014452	-0.2534320876818913	-0.10685669397374033	-0.47242733699921446	-0.3025798326662427	-0.37992743051659	-0.285731742291051	-0.45026745969401116	-0.3928103841693787	-0.3043753662763875	-0.3899225676130625	-0.21603012506390354	-0.20462848663948427	-0.5219142383321488	-0.46119028915572513	-0.2897118417935386	-0.4672552026833252	-0.4774199179540892	-0.2842653898427661	-0.02430204865397324	-0.25446950710108607	-0.5652614122370603	-0.5230563972119353	-0.4406015037593985	-0.2151074202920236	-0.168154216386738	-0.05716530131298395	-0.09202857890996147	-0.07819798251848527	0.25510791905135977	0.24472374967268917	-0.08441751144029228	-0.05433234828364444	0.05087095849075425	0.07441239915709673	0.3459718949114079	0.2285639471813863
PsrA	0.307946483123231	0.3604059900996272	0.2448085387598349	0.07280639409468946	0.13274230351999403	0.42509507599845386	0.4660881058367311	-0.0007655955809922817	0.0578236636367037	0.02529956732627589	0.08102594795446327	0.2628087632015362	0.18039377049589148	0.5079789024800808	0.37363308769436027	0.39433658773800173	0.3940971832566491	0.439274803925236	0.3686654447062931	0.41218219678549606	0.31891420092519857	0.2949937031633811	0.3008940261100512	0.23734709909101112	0.22375590718088753	0.32723350665220263	0.3506203319243382	0.2796269280165588	0.2141248643998055	0.24456414668512078	0.43975361288794124	0.25240464344941954	0.4445067893614634	0.6508086135737353	1.0	0.3176772777715433	0.2726941732440554	0.08243244928241	-0.18777042107756955	-0.18473297672040798	-0.301931445529246	-0.20534171249018068	0.12124091322834449	0.07162433446801082	0.14525617526403073	0.17051833564009528	-0.17178518435391962	-0.047215052556765044	0.0740632676217908	-0.0425616279504732	-0.035454307410316833	-0.1498148355964538	-0.197182009750745	-0.0921931694908914	-0.3888252970735296	-0.2181997281761618	-0.3532637564059402	-0.19300739410715845	-0.3639172558261325	-0.2861457125400566	-0.2884350178929912	-0.362026957942119	-0.14892205638474296	-0.21483809025050188	-0.4474245314779486	-0.46700582301524957	-0.35975261536926895	-0.5239541640170077	-0.46862180326437985	-0.2517213431588923	-0.15324629982917493	-0.21066846220027682	-0.5342934450554246	-0.48200850384668137	-0.4605020012718363	-0.305138468060699	-0.2957268793875235	-0.04662651654010649	-0.23305278120674822	-0.14933103904038703	0.3175376251574209	0.3137520417960324	-0.11237795982493547	0.06491103380341401	0.21341662614247062	0.06529507849225052	0.169106846718787	0.08576416164790085
NarP	0.32538310951508126	0.3049439519196	0.24412025087594608	0.2813227097594733	0.18659833663761394	0.39181785309043754	0.32105886607064926	-0.08704597314180974	-0.04484594571004626	-0.04315016396713176	0.036915672265240215	0.24422499033653786	0.09247247471913615	0.279133156273769	0.2807990124565144	0.27070412349281164	0.26351201386550954	0.27787129515330616	0.25382111996408935	0.2710682178082021	0.26170650506864174	0.2004239454357286	0.2524944201299268	0.14663773862516988	0.14881232933078967	0.16405441464357412	0.18734148804847942	0.17255826132495417	0.2273968503347922	0.1526727265926009	0.39476053317373033	0.15458297485006048	0.3640120201000012	0.46737989251736306	0.3176772777715433	1.0	0.4370253993191935	0.11490168206586117	-0.08975922393047295	-0.09812840559109216	-0.21094776742852156	0.15252808638511703	0.13053778725420517	0.12526590107108568	0.06700582301524957	0.209232035312161	-0.23934712402897793	-0.05986857691492413	-0.06267659197745608	-0.030536540355864786	0.009793139565331238	-0.12291674459781295	-0.2276562051895909	-0.09838277285252933	-0.4103417748350977	-0.17068791381438672	-0.17453833588947493	-0.23759647875908677	-0.27707826780882555	-0.3661467100587289	-0.2668537014177234	-0.22410005112283196	-0.23006521278320177	0.014855546827267172	-0.3153680220451627	-0.25725757179017195	-0.23590069701617228	-0.24566141722465368	-0.2956071771468472	-0.13479719198493748	0.09344505542463123	-0.08773924861906009	-0.31664983353907156	-0.24267883639446877	-0.3456876020898016	-0.17743612763251412	0.1175850072943553	0.08564445940722452	-0.039254853551789926	0.11652264990835297	0.17593984962406015	0.1996708188381401	-0.09005847953216374	-0.00611229566453447	0.09800870335041584	-0.01707003827977905	0.38393745557924663	0.21370091896407686
TrpR	0.3643611516353072	0.38221174827616305	0.2992930086410055	0.4861332435566528	0.3111584932480455	0.16854823626229753	0.19409468945996833	-0.2036110175937356	-0.09524557662813751	-0.08240751131560244	-0.03472113118617439	0.11536054065512039	-0.032756019401738175	0.1964189079664335	0.15959051858501977	0.15744585343956907	0.162692801655881	0.24509283158144116	0.22391052257509445	0.21957131635057794	0.1662040673823863	0.1668724048928291	0.2070025810795646	0.05707552463247671	0.07272659260090525	0.04187832765994588	0.09323557650344767	0.08829785907554957	0.2138305963914762	0.20204990087158195	0.5111909126048954	0.364495816656068	0.4646865921021459	0.45706554944575367	0.2726941732440554	0.4370253993191935	1.0	-0.09534034090200626	-0.15140587787877655	-0.29212084938714944	-0.3194977493484956	0.1935211162233943	-0.04733974239080288	0.07603336699958853	0.3173331338295989	0.14048304841706255	-0.1791269217820671	-0.0403022481577077	-0.0629060212720857	0.006705819274554546	-0.0260576815172259	-0.18107208319305726	-0.16897716929138767	-0.09672689185650694	-0.3718924176111922	-0.17359069315078743	-0.11556004438958092	-0.18531652514370503	-0.20385540966844973	-0.21854387211810622	-0.2516365540717465	-0.28937268544495565	-0.15551565480866344	-0.12409381663113006	-0.3863863639197496	-0.28389630793401416	-0.3754435840845896	-0.12145039214952805	-0.2830035287223033	-0.08071172957268793	0.24067382386314043	-0.037888252970735295	-0.28178655594209406	-0.37238120176062045	-0.18719684784099552	-0.014092445042955648	0.13924612526340727	-0.026232247284878864	-0.004301799274305166	0.07219292011122333	0.13129590144515518	0.016556316163543187	-0.08330527812067483	-0.08562949662713999	-0.07051708874175489	0.17977530891906382	0.46769411089913837	0.354106659684036
LldR	0.3325403059888527	0.22111747029264703	0.16746592850284917	0.2181598274292697	0.251262484569633	0.2814224616267036	0.2774074489706854	0.38304467636753575	0.43836207434007907	0.39095001184553424	0.3911694659534408	0.4754149054227609	0.48874674247808575	0.3981620718462824	0.31340789785408796	0.4678936146335989	0.47070661728949237	0.4141373333832093	0.42574845072881207	0.4372548286138231	0.47696105936482996	0.4606765670394893	0.42992306637239863	0.46661180313969003	0.4669659222683575	0.4954650307360441	0.4735445579121934	0.508612326836993	0.39111959001982566	0.3731592663250165	0.2240002992556017	0.08044738712452773	0.07875160538161324	0.04337959326176137	0.08243244928241	0.11490168206586117	-0.09534034090200626	1.0	0.3527350715096198	0.21033928103841693	0.244274866270153	0.23511265726505318	0.2646990610855497	0.4587463684085836	-0.3996184491078442	-0.219970323819499	-0.35079988528535266	-0.5128218556341102	-0.4358632900659609	-0.4081222957892243	-0.30104864150425814	-0.3817429145001808	-0.36624646192595917	-0.3935385728001596	-0.2958216436613923	-0.4668312572475966	-0.3258718936645095	-0.42209753238818437	-0.39785284105786856	-0.49503111011359247	-0.45328495367772664	-0.35916407935261035	-0.11331562737689996	-0.2289031035299692	-0.07473160513223356	-0.2236262297534882	-0.10464220252122844	-0.2752777466053193	-0.07456202695794212	-0.21519719697253084	-0.22643923240938166	-0.26821032681205503	-0.13363508273170488	-0.010127308320552626	-0.08841257372286437	-0.10768962206511302	-0.05345453185201811	-0.08339006720782055	-0.05630244766144216	0.03158892255514408	-0.16165039464332473	-0.02991309118567563	0.012361750146510555	-0.20214466514545068	0.1053404655918403	0.018775795209416576	0.10917093729348246	-0.03678100724447936
NagR	0.4320577563311263	0.3490941283557152	0.336226137483011	0.3488048479407474	0.48225289592139553	0.337168792628337	0.17677277771543287	0.5582139428172421	0.5008566191598399	0.4477237870796394	0.5573760271325079	0.465290090898889	0.5326575144328483	0.3152383446177633	0.3541814735844587	0.4414344318507712	0.41043653910896644	0.3766854948316064	0.4403321737178768	0.40761356126634996	0.45660669085649447	0.47616304442698787	0.4952954525617526	0.5190463721492786	0.5387473659272559	0.4557587999850372	0.4424868140500505	0.4105612289430043	0.47156448334767265	0.5033404406538735	0.1790521078816444	0.17172533323358147	-0.09264704048678911	-0.14322622476589483	-0.18777042107756955	-0.08975922393047295	-0.15140587787877655	0.3527350715096198	1.0	0.3323457898477537	0.39042132694921383	0.4257783762889812	0.20586540979313955	0.1896806693350291	-0.4775795209416576	-0.38374293943814763	-0.4044713774485966	-0.60059352361002	-0.5507275651816107	-0.5048965697826656	-0.5595456302447661	-0.5306026259679049	-0.5708824299554858	-0.6044239953116622	-0.3458671554508161	-0.5125425504058654	-0.395573510891657	-0.5229765957181511	-0.37201710744523	-0.5112956520654871	-0.4530106360428434	-0.4320078803975112	-0.2843052905896582	-0.17194977493484956	-0.03130961732689934	-0.07634259778800234	-0.06478634396937617	-0.04096061048142745	-0.1724186087108318	-0.09112083691816607	-0.12246786119527675	-0.20582052145288596	0.06673649297372786	0.04743450666467163	0.16731630070200376	0.08598361575580743	-0.050721330689908854	-0.04883602039925685	0.10980934924375615	0.11799398994999938	-0.4402224466639235	-0.35090462474594447	-0.04124989089639522	-0.2296911432810883	-0.012790683175600693	-0.00914974002169603	0.007543734959288769	-0.11775957306200825
CblR	0.16678262821232184	-0.003119739647626529	0.11894163268868689	0.07532014114889213	0.13817878028404343	0.003518747116547588	-0.0036135113904163393	0.2815172259005723	0.25659422187309067	0.28156211424082594	0.3199466327510318	0.29814087457449595	0.34931857005698325	0.0002917742116485243	0.1730969214079976	0.15940597763064376	0.13598922679833914	0.10335540343395803	0.11326076384992331	0.09748999364081846	0.16528136261050635	0.1591516103692066	0.20707739497998728	0.24369630544021745	0.2607189615830621	0.14740084040948143	0.140273569495879	0.20202496290477437	0.17462811256998217	0.15089215576254067	-0.050836045337223655	0.07650220077557077	-0.19354605419020188	-0.26513298170800137	-0.18473297672040798	-0.09812840559109216	-0.29212084938714944	0.21033928103841693	0.3323457898477537	1.0	0.3730844524245938	0.10807366675394955	0.08445242459382286	0.19360590531054003	-0.38998740632676215	-0.18876295215651068	-0.279317697228145	-0.3384306537487999	-0.2570480928689884	-0.2574919886781631	-0.19518697240613972	-0.13811892916370527	-0.28271923590069703	-0.2923253407149715	-0.030536540355864786	-0.09183905036222396	-0.17153081709248244	-0.24757166548211323	-0.1755059290016085	-0.17202458883527227	-0.21977082008503845	-0.2669185401314231	0.024735969276424893	0.02466614296936371	0.10408857965810048	0.14785471140537912	0.0833002905273133	0.003010012593673238	0.0008104839212459008	0.18467811319343133	-0.022965373633087694	-0.11027818301973841	0.2045636479257846	0.2052319854362274	0.14211399144627737	0.09764959662838689	0.08490629558972057	0.005528747241237422	-0.02889063454656542	-0.014591204379106971	-0.26705320515218395	-0.2616815671018342	0.09046247459444631	-0.07213805658424668	0.1945784860160351	0.043773613137320914	-0.13310141024202296	-0.1406825521515231
VanR	0.14055287472412376	0.06842728712328083	0.01930946769909849	0.0853302410254492	0.16429381912492674	-0.016351824835721143	-0.08869686654447063	0.3392037307198344	0.41243157645357176	0.42538934400678313	0.3317373034576491	0.24143193805409044	0.332066484619509	-0.0008005087345228744	0.07922542675095699	0.11112108629783414	0.10101123455404681	0.07166922280826445	0.10831307123530219	0.08105088592127084	0.1707577401214479	0.19768076908689636	0.1623835708674672	0.2447736256063043	0.28224541453135327	0.16677265302559882	0.14960535667527028	0.2536615169765209	0.2261200264342448	0.24286836494220626	-0.03504532475467275	0.09748500604745695	-0.23603536203693312	-0.35705432736069026	-0.301931445529246	-0.21094776742852156	-0.3194977493484956	0.244274866270153	0.39042132694921383	0.3730844524245938	1.0	0.2397162059377299	0.12850284916270777	0.16544096559807478	-0.4578585767902343	-0.45362411002630953	-0.1933315876756568	-0.38161323707278144	-0.3428197359069315	-0.35566777640618963	-0.3227745981870098	-0.1581291537300964	-0.24440454369755235	-0.3373084452424594	0.042162620481552136	-0.2038803476352573	-0.13984962406015036	-0.2818314442823477	-0.1305228244741206	-0.20741156373520866	-0.22717739622688563	-0.23133704909038766	0.09967455953316126	-0.02044663898552351	0.34940335914412896	0.23746680133168743	0.1449519320689784	-0.046332248531777205	0.07717053828601354	-0.05271138044115263	-0.1758051846032993	-0.02268108081148144	0.2036559059339892	0.3529944263644185	0.13809399119689772	0.0779835160039402	0.1429469195376501	-0.007349218818189753	0.05045200064838714	0.09284155662788812	-0.3218967817553835	-0.21203007518796993	0.10557488247983142	-0.3212633573984713	-0.036925647451963244	-0.12873227845733737	-0.12917617426651204	-0.027833264753924614
NrdR	0.3186698088504844	0.3484058404718263	0.2639060337410691	0.4771954762528211	0.363358645369643	0.04649683911270714	0.0796792977468547	0.2091123330714847	0.23118243369618074	0.30003117245850947	0.18732153767503334	0.2558660332423098	0.2488385141959376	0.13151535555306176	0.12952031820845647	0.2332423097544857	0.20768089377673038	0.21196523647427026	0.24926245963166624	0.237880771580693	0.26969164204042445	0.267452212621105	0.31290415092457513	0.2555817404207035	0.2757765059414706	0.21367598099726928	0.2062494544819761	0.21566603074851307	0.35083479843888327	0.31046521777079517	0.25235476751580443	0.22661878577039615	0.04374368757715184	-0.08613324355665282	-0.20534171249018068	0.15252808638511703	0.1935211162233943	0.23511265726505318	0.4257783762889812	0.10807366675394955	0.2397162059377299	1.0	0.150069202857891	0.19541640170076935	-0.1806331749772441	-0.20968091871469718	-0.21767104327984138	-0.39726430504120996	-0.3923415503933964	-0.3782067108068679	-0.32764747690120827	-0.41634683724235966	-0.40303495056048083	-0.3970498385266649	-0.34498435142582823	-0.38326413047544233	-0.14293195675756556	-0.41408246985623265	-0.13625356924649934	-0.3394431352011871	-0.30289903864137957	-0.2300702003765633	-0.1930622576341351	-0.11840796019900497	0.0008902854150301126	-0.08703101036172521	-0.10456738862080575	0.06307061185301563	-0.08800359106722029	-0.06282621977830148	0.1433608897866557	-0.01042656392224342	0.0642676342597788	0.09639272310128555	0.06035237347099091	0.20154116634870758	0.27762191548523046	-0.008636017905460168	0.10630805870397386	0.2476315166024514	-0.364670382423721	-0.3646504320502749	-0.10988915073754037	-0.18678786518535143	-0.17899724435466777	0.19290764223992818	0.1946084115762042	0.0994650806119777
