	ModE	PhrR	NiaR	HutC	PhnF	CcpA	Rex	AgaR	Irr	SiaR	GulR	IscR	MetR	BirA	XylR	MntR	ThiR	Phr	ArgR	NrtR	RbkR	NsrR	Zur	FUR	SahR_SamR	KdgR	NagC	NadQ	AraR	CzrA	HexR	HypR	TyrR	HisR	PsrA	NarP	TrpR	LldR	NagR	CblR	VanR	NrdR	ExuR_UxuR	PdhR	FabR	QorR	NmlR	LiuR	PurR	GntR	HrcA	BioQ	NnrR	NtrC	FruR	PaaR	CueR	RbsR	MerR	FadP	AcnR	NifA	PdxR	PhnR	DasR	FadR	FnrN_FixK	FixJ	GlcC	HcpR	CsoR	ZntR	LtbR	RutR	GguR	TtrR	CadR-PbrR	PrpR	MetJ	NorR	SdaR	SoxR	AmtR	LexA	LiuQ	NikR	NagQ	PhsR
GguR	-0.11912118604970137	-0.17860322447910823	-0.16037357074277733	0.0476489731792167	0.08828788388882654	-0.2720008977668051	-0.3089789149490642	0.21692290427561442	0.24921757129141262	0.24783102033691193	0.15567525779623187	-0.029219815708425294	0.06603324230975449	-0.2844798563573112	-0.1562538186261674	-0.17634883227970424	-0.17789498622177333	-0.15724634970510853	-0.15106173393683214	-0.15242833451788676	-0.11893165750196387	-0.03742939438147608	-0.09019813214628611	-0.009269442262372349	-0.019763338694996198	-0.0899687028516565	-0.08403346675145576	-0.1080138156336114	-0.018157333632588934	-0.06214790708113568	-0.15167022032693675	-0.14058778787765433	-0.27078392498659587	-0.4406015037593985	-0.4605020012718363	-0.3456876020898016	-0.18719684784099552	-0.08841257372286437	0.16731630070200376	0.14211399144627737	0.13809399119689772	0.06035237347099091	-0.13936083991072207	-0.13372984700557364	-0.19339143879599496	-0.27814062519482785	0.12042793551041783	-0.08043741193780471	-0.18158081771593163	-0.21608000099751867	-0.16983503534956795	-0.13588448733774736	-0.03390316587488622	-0.1514358034389456	0.12758014439082782	0.12839312210875448	-0.0033441813488946245	0.0715794461277572	0.19528672427337	0.15099190762977094	0.10027805832990436	0.12015860546889612	-0.19470816344343445	0.002975099440142645	0.1059439643885834	0.09646753700170825	-0.024366887367672913	0.23378096983752913	0.12573972244042944	0.1266674148056709	0.011593660768837517	0.09511589920073817	0.4764124240950635	0.19558099228169928	1.0	0.323233456776269	0.12566989613336824	0.01409743263631716	0.09975934862030698	0.1010860484544695	-0.36343844686342724	-0.32071970972206637	-0.0526216037606454	0.17218419182284067	-0.16946595344081597	-0.0009650993154528111	-0.1963091809124802	-0.2147383383832716
TtrR	-0.12570480928689884	-0.09574932355765034	-0.043329717328146236	0.060197758076784	-0.06545468147981895	-0.20185538473048292	-0.21530692402648413	0.03169864960909737	-0.08633773488447487	0.0566565667901096	-0.014162271350016834	-0.06954949562962132	-0.11966483372610631	-0.2717565056920909	-0.19644384593324107	-0.1746380877567052	-0.19131659995760544	-0.19017942867118043	-0.19102233194927618	-0.20122196037357074	-0.20145637726156188	-0.1641242409506353	-0.12569982169353733	-0.12251773712889188	-0.13314131098891507	-0.17646354692701904	-0.18057831145026745	-0.24462399780545893	-0.0653998179528423	-0.17628399356600458	-0.15314156036858315	-0.14939587775408672	-0.23961146647713813	-0.2151074202920236	-0.305138468060699	-0.17743612763251412	-0.014092445042955648	-0.10768962206511302	0.08598361575580743	0.09764959662838689	0.0779835160039402	0.20154116634870758	-0.06459681542163867	-0.07630768463447175	-0.12144041696280503	-0.08106086110799386	0.051678948615319395	0.027543984338956846	0.003852915871768975	-0.082996047332261	-0.041504258157832395	-0.023129964214017633	-0.0014389206847965686	-0.0874000922704772	0.09847254953303657	0.06598336637613936	0.19910223319492762	0.01938428159952119	0.2325141211237048	0.0891756755071759	0.15829873190438784	0.10553996932630083	0.05099564832479208	0.27482387560942156	0.2113767004576117	0.20547637751094153	0.026576391226823277	0.22595543585331487	0.1259541889549745	0.16915173505904063	0.22250900884050923	0.19951620344393323	0.22094789211835558	0.1303233207396601	0.323233456776269	1.0	0.17129640020449133	0.13319617451589172	0.07891619596254318	0.09168443496801706	-0.18343121485305303	-0.11561989550991908	-0.16756069277671792	0.021060112968989637	-0.0985972393670744	0.14131597650843528	-0.0022469108093617126	0.14988466190351502
CadR-PbrR	-0.15077245352186436	-0.18179029663711518	-0.04347435753563012	0.08370428558959588	0.013718375540842155	-0.252369730295889	-0.27538248606591104	-0.20168580655619148	-0.07867180388782903	-0.03137445604059901	-0.16632376962306264	-0.1130263469619322	-0.1906582376338857	-0.41943415753313634	-0.24451427075150564	-0.281592039800995	-0.2809137271038292	-0.2917268295115899	-0.27877404955174007	-0.2941358371052008	-0.2119452861008242	-0.25790595892716867	-0.2262347410815596	-0.23660394768014564	-0.23151161485804062	-0.300619708475168	-0.30243519245875883	-0.2228431775957306	-0.13576977269043256	-0.23911270714098679	0.0111348021795783	0.05183855160288782	-0.20728687390117084	-0.168154216386738	-0.2957268793875235	0.1175850072943553	0.13924612526340727	-0.05345453185201811	-0.050721330689908854	0.08490629558972057	0.1429469195376501	0.27762191548523046	0.04106534994201923	0.0695844087831519	0.013359268818813202	0.052766243968129276	0.05694584720507737	0.10444269878676792	0.041519220937916934	0.1261786306562426	0.14326612551278695	0.09492138305963915	0.034646317285751696	0.11626329505355429	0.18670806369156723	0.15505180862604273	0.3195276749086647	0.07564433471739049	0.24339704983852667	0.12966994600930187	0.1449070437287248	0.12412872978466066	0.14959538148854723	0.3590992406389107	0.2905946458185264	0.2677464806294343	0.10502624721006497	0.24520255863539445	0.20574071995910173	0.2516714672252771	0.3015224628736019	0.2999314205912792	0.11884686841481815	0.08764947193855285	0.12566989613336824	0.17129640020449133	1.0	0.06085113280714223	0.08774922380578311	0.21317223406775646	-0.08205837978029651	-0.048920809486402574	0.0005561166598087258	-0.11601391538547862	-0.0022020224691080936	0.040022942929462964	0.22295290464968393	0.03570867467175401
PrpR	-0.08247235002930212	-0.10706118530156236	0.043339692514869264	-0.15940597763064376	-0.12480704248182646	-0.09320066334991708	-0.254080474818888	-0.1090711854262522	-0.24886843975610667	-0.18539632663748926	-0.20552625344455666	-0.12379954862280078	-0.1918153592937568	-0.21048392124590082	-0.14038329654983228	-0.22164116759560593	-0.25081858876045837	-0.22892804149677676	-0.24195563535704934	-0.22848414568760209	-0.20393022356887244	-0.23021484058404718	-0.20058354842329704	-0.21052382199279293	-0.19231910622326961	-0.23314754548061697	-0.23705781867604334	-0.22047905834237336	-0.18815945335976758	-0.2121298270552002	-0.008496365291337796	0.02380827691118343	0.023922991558498235	-0.05716530131298395	-0.04662651654010649	0.08564445940722452	-0.026232247284878864	-0.08339006720782055	-0.04883602039925685	0.005528747241237422	-0.007349218818189753	-0.008636017905460168	0.19164578111946534	0.07408321799523684	0.031364480853875984	0.0029850746268656717	0.03082083317747104	0.13261761368595618	0.105230738537887	0.08484644446938241	0.08202845422012743	0.18667813813139814	0.1262883577101959	0.14867267671666728	0.09005349193880223	0.19002481327697354	0.16552575468522052	0.06959438396987494	0.12076210426563923	0.18069801369094377	0.1465329991645781	0.1388022294542326	0.21715732116360553	0.4443721243407025	0.30851506876644347	0.16795471265227746	0.23038940635170013	0.17985012281948654	0.15088716816917916	0.2626491602139678	0.19071808875422386	0.06896095961296275	0.11542039177545854	0.16501203256898464	0.01409743263631716	0.13319617451589172	0.06085113280714223	1.0	0.14719634908165938	0.23612015112407886	-0.13264255165276376	-0.06293095923889325	0.014805670893652041	0.04555917156074265	0.14703175850072944	-0.166647963191561	0.02750408359206474	0.16628885646953204
MetJ	-0.08562450903377848	-0.10178431152508136	-0.11735557799972568	-0.047624035212409134	-0.08119552612875472	-0.0028753475729123806	-0.2884001047394606	-0.10007356700208232	-0.08843252409631043	-0.06616291973715382	-0.11467225277123157	-0.16026384368882404	-0.16217409194628363	-0.19523186074639334	-0.11900148380902505	-0.196608436514171	-0.18806468908589882	-0.22342173842566615	-0.20511228319555105	-0.21094277983516005	-0.21883315253307398	-0.17930148754972008	-0.19022930460479556	-0.13879225426750957	-0.13594932605144702	-0.21181560867342486	-0.20936171273956034	-0.1449469444756169	-0.07229765957181511	-0.14564520754622876	-0.11240788538510456	-0.06966919787029763	-0.09883165625506553	-0.09202857890996147	-0.23305278120674822	-0.039254853551789926	-0.004301799274305166	-0.05630244766144216	0.10980934924375615	-0.02889063454656542	0.05045200064838714	0.10630805870397386	-0.02461127944238706	-0.006301824212271974	0.061419718450354745	0.05295577251586678	0.042691305377872545	0.050277434880734176	-0.02162869861220215	0.15266275140587787	0.021578822678587014	0.19971071958503223	0.05023254654048055	0.15012905397822915	0.11904637214927867	0.06076634371999651	0.13761019464083094	0.07927031509121062	0.08673674235339593	0.09979426177383757	0.1091110861731443	0.0767416052569234	0.10305614783226724	0.19742640182545917	0.2908091123330715	0.28072918614945325	0.243332211124827	0.3001957630394394	0.18254342323470368	0.13200413970249006	0.12650781181810247	0.10829312086185613	0.19018940385790348	0.16320652377211686	0.09975934862030698	0.07891619596254318	0.08774922380578311	0.14719634908165938	1.0	0.2656616666043217	0.005823015249566703	-0.055733862018229656	-0.06459182782827716	-0.10569957231386926	-0.019898003715757055	-0.1362785072133069	0.08519058841132683	-0.017369293881469842
NorR	-0.03215252060499507	-0.0853302410254492	-0.12729585156922157	-0.1547126522774598	-0.10841282310253245	-0.03165376126884375	-0.3191386426264667	-0.23525230987917556	-0.04575867529520318	-0.04743450666467163	-0.1892666990860235	-0.19307223282085811	-0.22636441850895897	-0.20390029800870335	-0.17631890671953515	-0.2451427075150563	-0.276110674696692	-0.24679360091771718	-0.2345490592152022	-0.23548173917380516	-0.18144116510180924	-0.20856868539507975	-0.20124689834037832	-0.22329206099826682	-0.2214067507076148	-0.2545193830347012	-0.2648137757328645	-0.16701704510031298	-0.1554957044352174	-0.2186136984251674	0.15586478634396939	0.032741056621653636	0.08795870272696667	-0.07819798251848527	-0.14933103904038703	0.11652264990835297	0.07219292011122333	0.03158892255514408	0.11799398994999938	-0.014591204379106971	0.09284155662788812	0.2476315166024514	0.1202234441825958	0.05666155438347112	0.05053678973553286	-0.003010012593673238	-0.010416588735520394	0.11338545368396115	0.1674759036895722	0.16709185900073567	0.09383408770682926	0.10701629696130874	0.09197870297634633	0.09619820696018654	0.10851257496976272	0.03600294268008329	0.1994713151036796	0.07203830471701642	0.20250377186747964	0.11350515592463746	0.10376937368296363	0.05835733612638561	0.17839374555792467	0.27872916121148644	0.3482113243307273	0.20115213406650956	0.12343545430741032	0.24019501490043516	0.021803264379855112	0.12533572737814686	0.27916308183393806	0.18343121485305303	0.0945273631840796	0.12146535492961259	0.1010860484544695	0.09168443496801706	0.21317223406775646	0.23612015112407886	0.2656616666043217	1.0	-0.1388371426077632	-0.09137520417960324	0.06561428446738737	-0.1289666953453285	-0.003877853838576541	-0.12250277434880734	0.25344705046197585	0.093170737789748
SdaR	-0.15718649858477038	-0.1220339405728251	-0.0687115799448871	-0.18900235663786333	-0.2507437748600357	0.04244691330315839	0.07032257260065587	-0.3446651454506914	-0.35431613860521954	-0.36257060561852394	-0.3379119440392025	-0.2920260851132807	-0.3259716455317398	-0.04674123118742129	-0.08346986870160476	-0.1643586578386264	-0.13528597613436577	-0.15239342136435616	-0.1360590531054003	-0.15133605157171537	-0.20110724572625593	-0.21682315240838415	-0.23244928241000512	-0.26638985523510267	-0.24478360079302736	-0.2297310440279804	-0.19875808925298322	-0.15951071709123554	-0.221476577014676	-0.2182097033628848	-0.09048242496789237	-0.043454407162184065	0.15722141173830098	0.25510791905135977	0.3175376251574209	0.17593984962406015	0.13129590144515518	-0.16165039464332473	-0.4402224466639235	-0.26705320515218395	-0.3218967817553835	-0.364670382423721	-0.03586329006596092	0.008835521639920697	0.40753375977256573	0.4182720482799037	0.16440853377224154	0.3753288694372748	0.39489021060112967	0.4487412561253881	0.41366351201386553	0.3085848950735047	0.33748799860347384	0.45441713737079015	0.08526041471838801	0.13418371800147133	0.12076210426563923	0.2806743226224766	0.08629783413758277	0.1483085824012768	0.17138118929163706	0.20831431813364257	0.16305190837790995	0.03955909674684223	-0.1299492512375466	-0.014102420229678675	0.1127669921071335	-0.1661541914487712	0.02764373620618711	-0.015962792553523113	0.005299317946607813	0.18164066883626978	-0.1286724273369992	-0.2662502026209803	-0.36343844686342724	-0.18343121485305303	-0.08205837978029651	-0.13264255165276376	0.005823015249566703	-0.1388371426077632	1.0	0.3707702091048517	-0.03055649072931084	0.14233344555418398	0.03014252048030524	0.026192346537986758	0.1389917580019701	0.06885622015237097
SoxR	-0.20932679958602976	-0.2221499021184803	-0.1953266250202621	-0.30451501889050986	-0.27090861482063366	0.08616316911682191	-0.0008304342946919538	-0.2800508734522874	-0.24675370017082507	-0.2332772229080163	-0.1865434731106373	-0.12219354356039352	-0.17457823663636704	-0.021484058404718263	-0.02124964151672714	-0.08102594795446327	-0.058846120275813915	-0.10115088716816918	-0.13761019464083094	-0.10840284791580942	-0.1485928752228831	-0.2035810920335665	-0.1613361762615494	-0.1577201710744523	-0.21086796593473733	-0.08920061347398346	-0.10081173081958628	-0.15190463721492786	-0.2597962568111822	-0.27481888801606	-0.09858726418035138	-0.1962243918253345	-0.054796194466265165	0.24472374967268917	0.3137520417960324	0.1996708188381401	0.016556316163543187	-0.02991309118567563	-0.35090462474594447	-0.2616815671018342	-0.21203007518796993	-0.3646504320502749	0.07300091023578847	-0.06844723749672689	0.12314118629908104	0.25748201349144006	0.17572538310951508	0.3080661853639073	0.2828189877679273	0.29711841793538574	0.35896956321151136	0.2961358620431676	0.17752091671965983	0.307392860260103	0.14676741605256924	0.23305776880010973	0.2252122844424494	0.22976096958814948	0.05898577288993628	0.08892629583910024	0.1486826519033903	0.16734622626217285	0.2078355091709373	0.024925497824162396	-0.02038678786518535	0.00609733288444993	-0.025758425915535108	-0.08310078679285278	0.003289317821917979	0.02320477811444033	-0.10972456015661043	0.10502624721006497	-0.25394580979812714	-0.07182882579583287	-0.32071970972206637	-0.11561989550991908	-0.048920809486402574	-0.06293095923889325	-0.055733862018229656	-0.09137520417960324	0.3707702091048517	1.0	0.00937916931632564	0.15830371949774935	0.2640207483883839	-0.16010922829461713	-0.026341974338832154	0.07809324305789349
AmtR	-0.08350976944849686	-0.12105637227396851	-0.09167445978129403	-0.09480168081896283	-0.03994812902904026	-0.04777865060661604	-0.080547138991758	-0.07347473160513224	-0.08065187845234978	-0.10972456015661043	-0.13001408995124628	-0.03757403458895996	-0.033908153468247736	-0.09901619720944152	-0.08012319355602937	-0.11190413845559172	-0.14612401650893403	-0.15879250364717765	-0.10637289741767354	-0.10953503160887293	-0.03493061010735795	-0.09340515467773912	-0.10700632177458572	-0.11688175663038193	-0.08390378932405641	-0.14174989713088693	-0.14761031933066496	-0.09474182969862467	-0.16339605231985435	-0.06788363944687589	-0.102218232147533	-0.07807329268444743	0.021060112968989637	-0.08441751144029228	-0.11237795982493547	-0.09005847953216374	-0.08330527812067483	0.012361750146510555	-0.04124989089639522	0.09046247459444631	0.10557488247983142	-0.10988915073754037	0.10562475841344655	0.04886594595942593	-0.07731019090013591	-0.01346400827940498	-0.052008129777179266	0.0934699933914388	0.06914550056733874	0.1402785570892405	0.10799386526016534	0.11720096260551877	0.1455853564258906	0.06486614546316039	0.08451227571416102	0.20303744435716156	0.006546216286986122	0.1255352311126074	0.03607775658050599	0.11198393994937593	0.015987730520330676	0.042925722265863664	0.08010324318258333	0.01482063367373658	0.14451302385316525	0.12314118629908104	0.08842753650294892	0.03644683848925797	0.16113667252708885	0.16466788862704024	0.06728512824349431	-0.08258706467661692	-0.003394057282509757	0.08051222583822741	-0.0526216037606454	-0.16756069277671792	0.0005561166598087258	0.014805670893652041	-0.06459182782827716	0.06561428446738737	-0.03055649072931084	0.00937916931632564	1.0	0.1454008154715146	-0.008865447200089777	0.008296861556877267	0.02690557238868315	-0.006920285789099615
LexA	-0.29399618449107845	-0.21595531116348085	-0.1072257758824923	-0.24822504021247146	-0.1734011646030499	-0.08609334280976072	-0.09259716455317397	-0.06531502886569658	-0.2094913901669597	-0.18467312560006982	-0.1723836955573012	-0.13995436352074214	-0.15517649846008055	-0.1369219067569421	-0.16027381887554706	-0.17668300103492562	-0.20006483871369968	-0.1391762989563461	-0.1860596765545705	-0.13708150974451053	-0.19026920535168768	-0.18596989987406326	-0.19733662514495193	-0.19594009900372822	-0.18097731891918853	-0.15634359530667466	-0.12619359343632713	-0.2582850160226437	-0.25833987954962034	-0.27902841681317725	-0.13466751455753811	-0.21275826381875085	-0.010386663175351314	-0.05433234828364444	0.06491103380341401	-0.00611229566453447	-0.08562949662713999	-0.20214466514545068	-0.2296911432810883	-0.07213805658424668	-0.3212633573984713	-0.18678786518535143	-0.015937854586715546	-0.2785994837840871	0.14005910298133392	0.09386401326699834	0.24049427050212596	0.266120525193581	0.2674472250277435	0.08854723874362523	0.16718662327460443	0.1462237683761643	0.20182545917031383	0.1459644135213656	0.0491951271212858	0.38590256736368284	0.10595892716866794	0.3635381987306575	0.18825421763363634	0.23699796755570518	0.2528186136984252	0.29682913752041795	-0.09225800820459108	0.0007905335477998479	-0.07602339181286549	-0.16043840945647703	-0.13607401588548484	0.06963428471676704	-0.05075125625007793	0.1914163518248357	0.13181461115475254	0.057788750483173106	0.03494058529408097	-0.08349480666841233	0.17218419182284067	0.021060112968989637	-0.11601391538547862	0.04555917156074265	-0.10569957231386926	-0.1289666953453285	0.14233344555418398	0.15830371949774935	0.1454008154715146	1.0	0.060377311437798474	0.05833239815957805	-0.15029364455915908	-0.057364805047444484
LiuQ	-0.0312946545468148	-0.11767478397486253	-0.05796331625082607	-0.15029364455915908	-0.14352049277422413	0.21040910734547813	0.0312946545468148	-0.020691031060237657	-0.08777416177259068	-0.035294704422748416	0.029070187907579894	0.10387411314355541	0.10812354268756469	-0.013369244005536228	0.08173917380515966	0.08167433509145999	0.061728949238768566	0.041648898365316274	-0.007438995498696991	0.04436214915397948	0.03867130512849287	-0.030706118530156236	0.054781231686180626	0.060901008740757365	-0.002655893465005798	0.08262696542350902	0.05856182745420766	0.02519482786568411	-0.036930635045324754	-0.13216374269005848	-0.0298632152520605	-0.015523884337709947	0.06312547537999227	0.05087095849075425	0.21341662614247062	0.09800870335041584	-0.07051708874175489	0.1053404655918403	-0.012790683175600693	0.1945784860160351	-0.036925647451963244	-0.17899724435466777	0.19805483858900985	0.15021384306537489	-0.07807329268444743	0.05455678998491253	-0.1339393259267572	-0.016990236785994837	0.07004326737241112	0.036930635045324754	0.13128592625843216	0.09597875285227996	-0.027364430977942368	0.04499058591753014	-0.0622326961682814	-0.015618648611578698	0.03237696230626317	0.0777989750495642	-0.06662177832641304	-0.0355540592775471	0.007239491764236462	-0.033065250190151996	0.17813439070312598	0.190204366637988	0.05625755932118855	-0.12247783638199977	0.0015237097719422936	-0.0944126485367648	-0.04530480429930548	0.15890223070113094	-0.02149403359144129	0.000900260601753139	-0.2517412935323383	-0.004296811680943652	-0.16946595344081597	-0.0985972393670744	-0.0022020224691080936	0.14703175850072944	-0.019898003715757055	-0.003877853838576541	0.03014252048030524	0.2640207483883839	-0.008865447200089777	0.060377311437798474	1.0	-0.2390777939874562	0.05261661616728388	0.03133954288706842
NikR	0.10268207833015375	0.1087370166710308	0.13234329605107295	0.24821506502574844	0.1889574682976097	-0.06436738612700907	0.17975037095225627	-0.08079153106647215	-0.058831157495729376	-0.03974363770121822	-0.05848701355378496	0.01044152670232796	-0.041728699859100486	0.03709023803289318	0.029603860397261813	0.011623586329006596	0.016047581640668836	0.0599733163755159	0.08786892604645943	0.020197259317447848	0.016107432761006995	0.042052893427598846	0.023908028778413696	-0.03946932006633499	0.046885871394905174	-0.07418296986246711	-0.04930984176860061	0.06173892442549159	0.07615805683362635	0.17815932866993353	0.1452412124839462	0.11029813339318445	0.07898602226960436	0.07441239915709673	0.06529507849225052	-0.01707003827977905	0.17977530891906382	0.018775795209416576	-0.00914974002169603	0.043773613137320914	-0.12873227845733737	0.19290764223992818	-0.13009389144503047	0.09442761131684933	0.22602027456701454	0.14608910335540343	0.12046284866394842	0.009404107283133206	-0.01266100574820135	-0.024965398571054502	-0.05633237322161124	-0.2163593062257634	-0.07081135675008417	-0.07571914861781319	-0.20442898290502376	-0.059265078118181026	-0.03930472948540505	-0.05466152944550431	0.025758425915535108	-0.0274891208119802	-0.029618823177346352	-0.05560917218419182	-0.08639758600481302	-0.18033890696891483	-0.17995984987343983	-0.0995398945124004	-0.21837429394381477	-0.030192396413920373	-0.08624795820396763	-0.08678661828701106	0.13097669547001833	0.05378371301387798	0.030656242596541105	-0.12453771244030475	-0.0009650993154528111	0.14131597650843528	0.040022942929462964	-0.166647963191561	-0.1362785072133069	-0.12250277434880734	0.026192346537986758	-0.16010922829461713	0.008296861556877267	0.05833239815957805	-0.2390777939874562	1.0	0.06939986782877591	-0.05630244766144216
NagQ	0.21372585693088442	0.21885809049988156	0.18798987518547614	0.267267671666729	0.18789012331824587	0.13609895385229243	0.12236810932804648	-0.22020474070749013	-0.11720595019888029	-0.19756605443958153	-0.14470753999426428	0.02032194915148568	-0.12143044177608199	0.0580880060848639	-0.009558722677340117	0.019144877118168556	0.031229815833115127	0.030900634671255253	0.0407162184067133	0.0461427199840397	0.04886594595942593	0.017922916744597815	0.04649683911270714	-0.06723525230987917	-0.05549445753687702	-0.07705083604533722	-0.058851107869175426	0.028172421102507512	0.10614346812304393	0.04241698774298931	0.4527712315614908	0.14276237858327412	0.21606503821743414	0.3459718949114079	0.169106846718787	0.38393745557924663	0.46769411089913837	0.10917093729348246	0.007543734959288769	-0.13310141024202296	-0.12917617426651204	0.1946084115762042	0.2007930273444806	0.13607900347884638	0.2460803750670208	0.14577987256698963	-0.20965598074788963	-0.0034738587762939686	0.07050212596167034	0.1209067444731231	0.1266374892455018	-0.10654247559196499	-0.03322485317772042	0.032122595044825994	-0.24407536253569245	-0.11717602463871121	-0.006556191473709149	-0.12376463546927019	-0.09423808276911183	-0.1934463023229716	-0.10445766156685246	-0.17958079277796482	0.013892941308495119	0.1355952069227796	-0.07904587338994251	-0.08211324330727315	-0.11906632252272473	-0.057684011022581326	-0.0363071858751356	0.01022706018778289	0.2495567276399955	0.0745969401114727	-0.24437960573074477	-0.2832080200501253	-0.1963091809124802	-0.0022469108093617126	0.22295290464968393	0.02750408359206474	0.08519058841132683	0.25344705046197585	0.1389917580019701	-0.026341974338832154	0.02690557238868315	-0.15029364455915908	0.05261661616728388	0.06939986782877591	1.0	0.32212122345665156
PhsR	0.033075225376875024	0.06647215052556765	0.05945460666591853	0.031763488322797045	-0.07695108417810696	0.025434232347036748	-0.028421800770583174	-0.16040848389630794	-0.16139602738188755	-0.23744685095824136	-0.19202982580830186	-0.04939961844910785	-0.1649621566353695	-0.027454207658449605	-0.12682701779323932	-0.06093592189428796	-0.058307460192770486	-0.038287260439656357	-0.04870135537849599	-0.025553934587713063	-0.05893589695632115	-0.07013803164627988	-0.04573373732839561	-0.1532712377959825	-0.09576428633773489	-0.09985910048753725	-0.09447249965710296	-0.08415815658549358	0.022676093218119926	-0.07674659285028491	0.2040349630294642	0.0941483060886046	0.24716767041983068	0.2285639471813863	0.08576416164790085	0.21370091896407686	0.354106659684036	-0.03678100724447936	-0.11775957306200825	-0.1406825521515231	-0.027833264753924614	0.0994650806119777	0.04523996558560581	0.08562450903377848	0.13784959912218356	0.1088467437249841	-0.12441801019962842	0.08713574982231699	0.1603935211162234	0.14952056758812454	0.11363982094539832	0.08941009239516702	0.06987867679148119	0.046013042556640356	-0.11160987044726244	-0.002571104377860073	0.053279966084365145	0.016057556827391864	0.007887878901233183	0.0064464644197558575	0.017962817491489917	0.018386762927218542	0.0906420279554608	0.09041758625419269	0.05657177770296388	-0.08200850384668137	-0.08627788376413671	-0.06936994226860684	-0.07472162994551054	0.032092669484656916	0.317003952667739	-0.007289367697851594	-0.1499943889574683	-0.06587862691554758	-0.2147383383832716	0.14988466190351502	0.03570867467175401	0.16628885646953204	-0.017369293881469842	0.093170737789748	0.06885622015237097	0.07809324305789349	-0.006920285789099615	-0.057364805047444484	0.03133954288706842	-0.05630244766144216	0.32212122345665156	1.0
