	FadP	CblR	ZntR	MerR	NifA	NnrR	NtrC	CsoR	RbsR	LiuQ	NarP	PhnR	PaaR	SdaR	FnrN_FixK	HcpR	FixJ	MetJ	BioQ	DasR	PrpR	TtrR	GguR	AcnR	CueR	VanR	HrcA	HypR	LiuR	PhsR	NmlR	FruR	PurR	Phr	ThiR	MetR	KdgR	SahR_SamR	FUR	NagC	ArgR	MntR	NsrR	NrtR	Zur	CzrA	PhnF	BirA	IscR	NikR	AraR	GulR	NagQ	Irr	NorR	FabR	GntR	FadR	LtbR	SiaR	AmtR	SoxR	NagR	AgaR	XylR	ModE	RbkR	PsrA	LldR	HutC	NadQ	TyrR	PhrR	Rex	HexR	PdhR	LexA	ExuR_UxuR	CadR-PbrR	PdxR	CcpA	QorR	GlcC	NiaR	HisR	NrdR	RutR	TrpR
NsrR	-0.20192267327148314	-0.1328869484908274	-0.1833676168086982	-0.37170983585911593	-0.21695142941102388	-0.2821040258595357	-0.3013517484572436	-0.1544435582049452	-0.27977414886024937	-0.058225935099282145	-0.08906007304479241	-0.049179295579530664	-0.05591704798287225	-0.07577347718399731	-0.10954619873221108	-0.07329667100457579	-0.38795600520549095	-0.14619453423449896	-0.3954284035095084	-0.47206246589144035	-0.16644977121027665	-0.18872003694219386	-0.21800092355484657	-0.4138785105579111	-0.45753746694093445	-0.1328029889593216	-0.17566432979303975	-0.1736073212711473	-0.33606901473489775	-0.28141135972461273	-0.45436799462659	-0.38812392426850256	-0.4478611309348894	0.6692624155157214	0.6713823936862432	0.6196213425129088	0.6464674027118928	0.7509970194366316	0.7647663826035851	0.8039125141681709	0.7170143990596533	0.7669073506569833	1.0	0.7477435875907812	0.7320641450820704	0.6791066705847781	0.6424583350824903	0.6095252088493346	0.5662650602409639	0.28262877293144706	0.4724822635489694	0.4208261617900172	-0.12339952143067041	0.08079005919146971	0.10715335208429537	0.026111414298308214	0.10066747827547122	-0.1046975357877503	-0.006611813106082868	0.28372024684102265	0.2264388564711809	0.16569413542672431	0.2956634901977247	0.3697577767516057	0.43367197011040676	0.5786071113723186	0.47042525502707694	0.3026951009613366	0.33562822719449226	0.4089458880819445	0.36725998068930776	0.31295915368792243	0.22257671802191345	0.26648755299945426	0.25945594223584234	0.08610049955921247	0.3083833592208555	0.1758742286218043	0.08200747239830401	0.13080895008605853	0.13420931111204398	0.11462575038831284	0.23737458544981319	0.13345367532849167	0.16974518282187986	0.20662440703580873	0.1342512908777969	0.24843625372570421
NrtR	-0.2840350950841694	-0.15927123126652953	-0.19545778934553545	-0.27475756685277697	-0.1849628479073087	-0.3239368624323076	-0.36333487259141095	-0.23857100877377105	-0.11023886486713404	-0.0564837748205365	-0.1481675832248856	-0.11042777381302213	-0.10159103312203518	-0.08183955333529239	-0.06634901977246967	-0.06544645480878217	-0.4220015952310986	-0.2463162755551824	-0.3994584610217875	-0.4539691868519374	-0.22093950715755006	-0.26554300827001387	-0.23924268502581755	-0.3930145669787163	-0.38348516015280637	-0.18976953108601655	-0.20458838839679275	-0.18187733512447002	-0.28040384534654295	-0.281516309138995	-0.40132656059779187	-0.4509256538348516	-0.37916124428025694	0.5857016917845599	0.607090382435666	0.6433189202804248	0.6644977121027664	0.7535787750304354	0.7410268250703161	0.7681667436295705	0.6815624868813231	0.735422526342303	0.7477435875907812	1.0	0.7516896855715545	0.6054531715713026	0.5974140464296209	0.6754124511985223	0.6171025565677344	0.388606691574661	0.4537802779060493	0.47905209688929934	-0.1303261827799001	0.29058393854162295	-0.020213257210024767	0.06821711934847403	0.03874732378993325	-0.0662440703580874	0.0029385836027034967	0.3100835397338483	0.3059485328071869	0.20097812854204272	0.3379161244280257	0.3416943033457873	0.36293606481675833	0.457285588346417	0.5707988749422778	0.19604550606607615	0.4027958523991436	0.4232190084379329	0.4214558582763108	0.21502036018639015	0.2030351370639352	0.2725536291507493	0.1821502036018639	0.07161748037445952	0.3712690483187104	0.18607531169976071	0.18460601989840897	0.12776541706897276	0.0189328743545611	0.17056378825406154	0.16355316737332606	0.1502036018639016	0.26233155618991644	0.40812728264976283	0.24732378993325219	0.27687754502329875
Zur	-0.13332773603123294	-0.21594391503295413	-0.22257671802191345	-0.2859661643088032	-0.3056966542126695	-0.2246337265438059	-0.3479702783258469	-0.2601066286050124	-0.19470215356198312	-0.09539901767348138	-0.14052726585785652	-0.0854498131900424	-0.13500692666134922	-0.10767809915620671	-0.09193568699886655	-0.02258511397506402	-0.3201167037487931	-0.15188279249401787	-0.3789513454514924	-0.4464967885479199	-0.3145963645522858	-0.16141219931992778	-0.28325846941774063	-0.35212627513538475	-0.3961210696444314	-0.2285168548759498	-0.18189832500734646	-0.20511313546870408	-0.25995969942487723	-0.2697199949624281	-0.3805675664329793	-0.38411485663909994	-0.44051467192813065	0.6405062759749801	0.5057092481423954	0.6634692078418203	0.7280550774526678	0.6897275513202636	0.7728894672767725	0.796650014692918	0.7607573149741824	0.7220519709500021	0.7320641450820704	0.7516896855715545	1.0	0.683913353763486	0.6228118047101298	0.5588136518198229	0.581125897317493	0.32735821334116955	0.5277276352797952	0.3873892783678267	-0.07848117207505982	0.18836320893329414	0.09409764493514126	-0.023088871164098905	0.06769237227656269	0.02371856765039251	-0.0605977918643214	0.29786742789975235	0.25561479366945133	0.19470215356198312	0.2990008815750808	0.3119306494269762	0.3038495445195416	0.549976911128836	0.36503505310440365	0.17702867218000923	0.3303177868267495	0.42535997649133117	0.3903698417362831	0.2957474497292305	0.3312623315561899	0.2222828596616431	0.09243944418790143	0.13101884891482304	0.36490911380714497	0.16449771210276648	0.1351538558414844	0.16504344905755425	0.18821627975315897	0.3133369715796986	0.1680030225431342	0.23972545233197598	0.2308257419923597	0.26449351412619115	0.1930439528147433	0.40861004995592126
CzrA	-0.14113597246127366	-0.1112043994794509	-0.1703119096595441	-0.22030981067125646	-0.1264850342135091	-0.2040216615591285	-0.33552327778011	-0.05524537173082574	-0.2510389992023844	-0.12253893623273582	-0.08666722639687671	-0.030897107594139626	-0.1375047227236472	-0.09029847613450318	-0.16567314554384788	0.018701985642920114	-0.28306956047185255	-0.14810461357625623	-0.2779900088157508	-0.43910834977540825	-0.24938079845514463	-0.19598253641744678	-0.22595608916502247	-0.2606733554426766	-0.5110826581587675	-0.16208387557197432	-0.1419755677763318	-0.0529154947315394	-0.29637714621552413	-0.21818983250073465	-0.5076193274841526	-0.3292263129171739	-0.27610091935687	0.502455816296545	0.45569035724780654	0.5683430586457328	0.529574744972923	0.6565425464925906	0.6702279501280383	0.6525754586289408	0.6422484362537257	0.6275135384744553	0.6791066705847781	0.6054531715713026	0.683913353763486	1.0	0.666743629570547	0.5804962008311993	0.6039628898870745	0.3886696612232904	0.4708870324503589	0.3928676377985811	0.05010285042609462	0.15841064606859492	0.32817681877335125	0.07222618697787667	0.09323705973720667	0.024495193316821293	-0.04166491750976029	0.34620712816422483	0.19831241341673314	0.20964695017001805	0.2899752319382058	0.4515553503211452	0.5645438898450946	0.5422736241131775	0.2621846270097813	0.268649510935729	0.24637924520381177	0.3288275051425213	0.39188111330338776	0.3421560807690693	0.08005541329079384	0.21029763653918812	0.1641198942109903	0.10182192183367617	0.1064606859493724	0.08095797825448134	0.07829226312917174	0.13865916628185215	0.015532513328575626	0.08861928550438689	0.136014441039419	0.13387347298602073	0.1810167499265354	0.20505016582007474	0.22755132026363292	0.2742328197808656
PhnF	-0.1132823978842198	-0.1747407749464758	-0.11932748415263843	-0.08641534780235927	-0.1288359010956719	-0.15967003904118215	-0.275870030645229	-0.09569287603375173	-0.2450988623483481	-0.10688048360690147	-0.24299987406070275	0.0018471096931279123	-0.1853616556819613	-0.17847697409848454	-0.08557575248730112	-0.1555350321145208	-0.4225473321858864	-0.17283069560471853	-0.14909113807144955	-0.36694513244616095	-0.39162923470887034	-0.29694387305318837	-0.4128709961798413	-0.4029847613450317	-0.48841358465219764	-0.2831745098862348	-0.1982284538852273	-0.20322404600982327	-0.3699886654632467	-0.37349397590361444	-0.49376600478569327	-0.29679694387305317	-0.3427018177238571	0.4628269174258008	0.40304773099366104	0.6492170773687083	0.6022207296083287	0.7219470215356198	0.7061416397296503	0.682758910205281	0.581356786029134	0.5235716384702573	0.6424583350824903	0.5974140464296209	0.6228118047101298	0.666743629570547	1.0	0.6088115528315352	0.5765710927333025	0.28819109189370723	0.5924394441879014	0.39097854833970025	0.07589941648125603	0.18068091180051216	0.29761554930523487	0.05526636161370219	0.16943033457873305	0.13120775786071115	0.059926115612274886	0.2445531253935603	0.35796146257503886	0.3051089374921288	0.37032450358927	0.4512824818437513	0.41186348180177157	0.5590865202972167	0.2997565173586331	0.23105663070400068	0.21636371269048318	0.4135426724318878	0.31887830065908235	0.3179967255782713	0.08725494311741741	0.04949414382267747	0.021514629948364887	0.04901137651651904	0.20089416901053692	0.05310440367742748	0.21995298266235674	0.35472902061206496	0.09598673439402208	0.19310692246337266	0.14642542294613997	0.20301414718105873	0.15425464925905713	0.13939381218252803	0.10177994206792326	0.37874144662272785
BirA	-0.21256454388984508	-0.05257965660551614	-0.026657151253096006	-0.16819193148902228	-0.10337517316653373	-0.08129381638050459	-0.06756643297930398	-0.09512614919608749	-0.002875613954074136	0.015616472860081441	0.01236304101423114	-0.10706939255278955	-0.19417740649007179	0.03289114646740271	-0.03830653624952773	-0.21117921161999917	-0.3658956383023383	-0.27066453969186854	-0.2368288484950254	-0.4090928172620797	-0.15058141975567776	-0.204924226522816	-0.34232399983208095	-0.2333025481717812	-0.3401200621300533	-0.08091599848872844	-0.07900591914697117	-0.10005877167205407	-0.3096217623105663	-0.20740103270223753	-0.34060282943621173	-0.38249863565761305	-0.26671844171109527	0.5006506863691701	0.45291969270811466	0.5263213131270728	0.5613114478821208	0.6096091683808404	0.5375718903488519	0.6259183073758449	0.5365014063221527	0.6354687040846312	0.6095252088493346	0.6754124511985223	0.5588136518198229	0.5804962008311993	0.6088115528315352	1.0	0.6131144788212082	0.29904286134083374	0.40991142269426134	0.43631669535283996	0.04737416565215566	0.2427899752319382	0.16605096343562403	0.008899710339616305	0.07579446706687376	-0.0013223626212165735	0.034675286511901264	0.3091180051215314	0.1727047563074598	0.1463204735317577	0.23065782292934806	0.2939423198018555	0.30674614835649217	0.3504051047395155	0.3408966877964821	0.26841862222408797	0.39481969690609126	0.4057554258847236	0.35414130389152426	0.4969144872171613	0.20309810671256454	0.17883380210738425	0.10276646656311658	0.10931531002057009	0.20622559926115613	0.010452961672473868	0.15091725788170102	0.12043994794509047	0.0052474707191133875	0.04351202720288821	0.05096343562402922	0.11189706561437388	0.21422274463708493	0.3534906175223542	0.07262499475252929	0.23731161580118382
IscR	-0.05127828386717602	-0.06368330464716007	-0.19787162587632762	-0.24421728726753705	-0.22274463708492506	-0.1254355400696864	-0.1712144746232316	-0.16393098526510222	-0.19713697997565174	-0.05595902774862516	-0.09798077326728517	-0.1002266907350657	-0.1896855715545107	-0.10201083077956424	-0.005961126736912808	-0.23754250451282483	-0.26180680911800513	-0.14776877545023298	-0.27536627345619413	-0.32536417446790644	-0.294844884765543	-0.18819528987028253	-0.3267075269719995	-0.4624910792997775	-0.3924898199068049	-0.20372780319885814	-0.24488896351958356	-0.31839553335292387	-0.3123924268502582	-0.21155702951177532	-0.3646362453297511	-0.4564459930313589	-0.40353049829981946	0.5274547668024012	0.3968347256622308	0.649573905377608	0.5915788589899669	0.5538180596952269	0.6113303387767096	0.6673523361739642	0.5398597875823853	0.5750388312833214	0.5662650602409639	0.6171025565677344	0.581125897317493	0.6039628898870745	0.5765710927333025	0.6131144788212082	1.0	0.381386171865161	0.5497670123000714	0.3582133411695563	0.1326770496620629	0.08887116409890433	0.14466227278451788	0.06068175139582721	-0.06435498089920658	-0.18162545652995257	-0.07319172159019352	0.3362369337979094	0.2933965828470677	0.2942151882792494	0.25026237353595565	0.3952604844464968	0.4955291549473154	0.3045212207715881	0.27612190923974644	0.21187187775492214	0.3790772847487511	0.3211452080097393	0.4302716090844213	0.3230552873514966	0.0712606523655598	-0.04027958523991436	0.0907812434406616	0.1297804458251123	0.2631921413878511	0.1508752781159481	-0.001868099576004366	0.05812098568489988	-0.051782041056210905	0.05868771252256413	0.08673019604550607	0.1002686705008186	0.10213677007682297	0.15184081272826497	0.008144074556063977	0.2090802233323538
NikR	0.1351538558414844	-0.08782166995508164	-0.0712606523655598	-0.1542336593761807	-0.12058687712522564	-0.32038957222618697	-0.09479031107006423	-0.07971957516477059	-0.12549850971831578	-0.15904034255488855	-0.23185424625330592	-0.22866378405608498	-0.13765165190378237	-0.010515931321103228	-0.04577893455354519	0.034402418034507366	-0.05465765501028504	-0.1542756391419336	-0.046093782796692	-0.1543595986734394	-0.260274547668024	-0.22121237563494395	-0.20435749968515177	-0.36092103606061876	-0.3593887746106377	-0.21533520842953696	-0.19216237773393224	-0.17259980689307752	-0.23246295285672305	-0.2635909491625037	-0.20282523823517065	-0.18836320893329414	-0.1372318542462533	0.2649343016665967	0.32441962973846605	0.4613366357415726	0.39473573737458545	0.47642836152974266	0.3737878342638848	0.4303555686159271	0.30172956634901976	0.32225767180219134	0.28262877293144706	0.388606691574661	0.32735821334116955	0.3886696612232904	0.28819109189370723	0.29904286134083374	0.381386171865161	1.0	0.46874606439696065	0.36541287099617986	0.03219848033247975	0.09275429243104824	0.11114142983082155	-0.07426220561689266	-0.10549515133705555	-0.09840057092481425	-0.21359304815079133	0.249212879392133	0.18878300659082323	0.37101716972419296	0.14890222912556147	0.2915074933881869	0.2980983166113933	0.2601066286050124	0.052180848830863526	0.18874102682507032	0.3425338986608455	0.1345661391209437	0.23021703538894253	0.1736493010369002	-0.09861046975357877	-0.05365014063221527	0.003022543134209311	0.16508542882330718	0.11483564921707737	0.008584862096469501	0.051173334452793755	0.05961126736912808	0.1833256370429453	-0.021871457957264598	0.1298224255908652	-0.012866798203266026	0.17280970572184207	0.11158221737122707	0.06857394735737375	0.07520675034633306
AraR	0.1860333319340078	-0.26107216321732923	-0.06101758952185047	-0.2189874480500399	-0.22266067755341926	-0.23527559716216784	-0.15154695436799462	-0.08322488560513833	-0.13242517106754545	-0.2141387851055791	-0.1235884303765585	-0.09502119978170522	-0.25469123882288736	-0.16798203266025777	-0.08775870030645229	-0.15320515511523447	-0.1826539607908988	-0.20102010830779565	-0.1271147306998027	-0.34224004030057514	-0.16947231434448595	-0.2817891776163889	-0.39465177784307964	-0.4642542294613996	-0.37832164896519876	-0.24052306788128122	-0.3171151504974602	-0.3195919566768817	-0.3890054993493136	-0.37670542798371187	-0.2943201376936317	-0.34692078418202427	-0.46293186684018306	0.3715209269132278	0.34910373200117545	0.5499139414802066	0.5737584484278577	0.6360774106880484	0.583581713614038	0.5846102178749842	0.5610385794047269	0.47376264640443305	0.4724822635489694	0.4537802779060493	0.5277276352797952	0.4708870324503589	0.5924394441879014	0.40991142269426134	0.5497670123000714	0.46874606439696065	1.0	0.4439150329541161	0.029658704504428864	0.036312497376264644	0.07858612148944209	-0.0638932034759246	0.06364132488140717	-0.14476722219890012	-0.1170815666848579	0.400361025985475	0.27416985013223627	0.2389068468997943	0.32225767180219134	0.37028252382351706	0.3578565131606566	0.3059485328071869	0.19170060031065025	0.2403971285840225	0.25760883254271444	0.40982746316275553	0.18135258805255866	0.20769489106250788	0.14344485957768355	-0.03349985307081987	0.017589521850468075	0.009949204483438983	0.3047101297174762	0.05383904957810336	0.06536249527727635	0.23905377607992948	0.007724276898534907	0.05623189622601906	0.056021997397254525	-0.011397506401914278	0.1327190294278158	0.0588346417026993	-0.07111372318542462	0.11512950757734772
GulR	-0.0212837412367239	-0.18208723395323453	-0.13246715083329835	-0.25876327610091937	-0.20895428403509508	-0.34335250409302714	-0.25979178036186557	0.049284244993912936	-0.11808908106292768	-0.12184627009781285	-0.19549976911128836	0.04701733764325595	-0.14554384786532892	-0.068909785483397	0.14105201292976785	-0.09516812896184039	-0.15748709122203097	-0.1946181940304773	-0.2308677217581126	-0.13878510557911086	-0.18418622224087988	-0.27536627345619413	-0.3848914823055287	-0.49523529658704507	-0.3247974476302422	-0.20628856890978547	-0.31253935603039334	-0.1488392594769321	-0.2640317367029092	-0.25303303807564753	-0.32731623357541667	-0.3577095839805214	-0.30206540447504304	0.3446538768313673	0.5076403173670291	0.4748751101968851	0.4959699424877209	0.5271399185592545	0.5256706267579027	0.5041140170437849	0.4754628269174258	0.41507493388186895	0.4208261617900172	0.47905209688929934	0.3873892783678267	0.3928676377985811	0.39097854833970025	0.43631669535283996	0.3582133411695563	0.36541287099617986	0.4439150329541161	1.0	-0.04867553839049578	0.29545359136896016	0.05925443936022837	-0.1566265060240964	-0.07079887494227782	-0.012530960077242768	-0.0582469249821586	0.30082700138533225	0.1770496620628857	0.18903488518534067	0.22373116158011838	0.22444481759791782	0.319696906091264	0.2517946349859368	0.32229965156794427	0.09042441543176188	0.14732798790982746	0.18997942991478106	0.09342596868309475	0.10364804164392763	0.21218672599806893	0.028819109189370723	0.11536039628898871	0.08234331052432728	0.2867847697409848	0.05098442550690567	0.19615045548045842	0.2464002350866882	0.3048360690147349	0.24178246085386843	-0.1576130305192897	-0.06932958314092608	0.07906888879560052	0.23109861046975358	-0.015322614499811092	0.07197430838335922
NagQ	-0.11706057680198144	-0.07621426472440283	0.04030057512279082	0.08595357037907729	0.028777129423617816	0.1356995927962722	0.14352881910918938	0.06135342764787372	-0.07155451072583015	-0.08542882330716595	-0.04260946223920071	0.0009445447294404097	-0.01910079341757273	-0.037571890348851854	-0.06399815289030687	-0.033080055413290795	-0.022039377020276227	-0.0934469585659712	0.11716552621636371	-0.06080769069308593	0.11156122748835061	0.09201964653037235	0.027874564459930314	-0.11697661727047563	0.09607069392552789	-0.1555350321145208	-0.1197472818101675	-0.046093782796692	-0.01519667520255237	0.13282397884219807	-0.039481969690609124	-0.11886570672935645	0.04317618907686495	-0.05014483019184753	-0.137819570966794	-0.11454179085680702	-0.09111708156668485	-0.05455270559590277	-0.13324377649972713	-0.06895176524914991	-0.02147265018261198	-0.055077452667814115	-0.12339952143067041	-0.1303261827799001	-0.07848117207505982	0.05010285042609462	0.07589941648125603	0.04737416565215566	0.1326770496620629	0.03219848033247975	0.029658704504428864	-0.04867553839049578	1.0	0.0895638302338273	0.18758658326686536	0.09183073758448428	0.006548843457453508	0.08179757356953948	-0.036690315268040806	0.011922253473825617	-0.049578103354183285	0.10261953738298141	-0.02904999790101171	0.10373200117543344	-0.09300617102556567	0.009256538348516015	-0.08165064438940431	-0.08079005919146971	-0.009088619285504387	0.08641534780235927	0.03912514168170941	0.2037487930817346	-0.06179421518827925	-0.10522228285966165	0.02424331472230385	0.033143025061920156	-0.3392174971663658	-0.12814323496074892	-0.029532765207170145	-0.07514378069770371	-0.10169598253641744	-0.30023928466479155	-0.04025859535703791	-0.014021241761470972	-0.2061416397296503	-0.1754964107300281	-0.2496116871667856	-0.15081230846731875
Irr	-0.20290919776667646	-0.03855841484404517	-0.07705386003946098	-0.01884891482305529	-0.1375047227236472	-0.17068972755132025	-0.23605222282859661	-0.10786700810209479	0.0452331975987574	-0.038537424961168715	-0.07783048570588975	0.011460476050543638	0.0201083077956425	-0.014504009067629402	-0.1297804458251123	-0.18590739263674907	-0.08803156878384619	-0.06233995214306704	0.05415389782125016	-0.19113387347298602	0.03557785147558876	0.14776877545023298	-0.13494395701271986	-0.049242265228160026	-0.005415389782125015	-0.054783594307543766	0.07770454640863105	0.07455606397716301	-0.08330884513664413	-0.023739557533268965	-0.10782502833634189	-0.13211032282439863	-0.039838797699508835	0.19699005079551657	0.14655136224339868	0.08714999370303514	0.09856848998782587	0.21546114772679567	0.11219092397464422	0.16426682339112547	0.18752361361823602	0.1803450736744889	0.08079005919146971	0.29058393854162295	0.18836320893329414	0.15841064606859492	0.18068091180051216	0.2427899752319382	0.08887116409890433	0.09275429243104824	0.036312497376264644	0.29545359136896016	0.0895638302338273	1.0	0.19573065782292934	0.04705931740900886	0.052117879182234164	0.03870534402418035	0.17990428613408338	0.013748373284077076	0.13670710717434198	0.11655681961294656	-0.024977960622979724	0.1673733260568406	-0.03967087863649721	0.15144200495361235	0.3304227362411318	-0.17719659124302087	-0.06792326098820368	0.15095923764745392	0.07871206078670082	0.03299609588178498	0.13349565509424458	0.15763402040216615	0.055392300910960916	0.06341043616976617	-0.151609924016624	0.05996809537802779	0.1333067461483565	0.10860165400277066	0.1480416439276269	0.08910205281054531	-0.16827589102052812	-0.07356953948196969	-0.0013853322698459342	0.1948490827421183	0.07764157676000168	-0.019898408966877966
NorR	-0.08169262415515721	0.18962260190588137	-0.051425213047311194	0.054384786532891145	0.0047017337643255955	0.17304059443348307	0.029301876495529153	0.12052390747659628	-0.1066915746610134	-0.059863145963645524	-0.07409428655388103	-0.042147684815918726	0.008479912682087233	0.16961924352462113	0.03475924604340708	-0.15261743839469374	-0.08652029721674154	0.0029595734855799504	0.13861718651609925	-0.1670584778136938	-0.19772469669619244	0.0015532513328575628	-0.12873095168128962	-0.0348851853406658	-0.1462784937660048	-0.11657780949582301	0.19615045548045842	0.1322572520045338	-0.04739515553503212	-0.0024977960622979724	-0.06802821040258596	0.12984341547374165	0.1664287813274002	0.11552831535200034	0.012866798203266026	0.22583014986776373	-0.011439486167667184	0.15179883296251206	0.11298853952394945	0.04009067629402628	0.07338063053608161	0.10572604004869653	0.10715335208429537	-0.020213257210024767	0.09409764493514126	0.32817681877335125	0.29761554930523487	0.16605096343562403	0.14466227278451788	0.11114142983082155	0.07858612148944209	0.05925443936022837	0.18758658326686536	0.19573065782292934	1.0	-0.04109819067209605	0.08398052138869065	0.17008102094790312	0.214411653582973	0.05073254691238823	0.0582469249821586	0.19436631543595986	-0.02980563368456404	0.29247302800050373	0.2823768943369296	0.3393434364636245	0.026342303009949206	0.14587968599135218	-0.08043323118257	0.08102094790311071	0.08824146761261072	0.18592838251962554	0.06223500272868478	0.02615339406406112	-0.005478359430754376	-0.038642374375550986	-0.08123084673187524	-0.07237311615801184	0.18746064396960666	0.1482515427563914	0.07571050753536795	-0.1138701146047605	-0.11724948574786953	0.020087317912766047	0.004743713530078502	0.003316401494479661	0.1765459048738508	0.2539985726879644
FabR	-0.26890138953024645	0.05327232274043911	0.048528609210360604	0.292808866126527	0.15421266949330423	0.24734477981612862	-0.1463204735317577	-0.04040552453717308	-0.09468536165568196	0.014357079887494227	0.046639519751479785	0.04477142017547542	0.14140884093866757	0.08937492128793921	0.020486125687418665	0.03320599471054952	-0.235653415053944	-0.009151588934133748	0.0564837748205365	0.008144074556063977	-0.03881029343856261	-0.020213257210024767	-0.03349985307081987	-0.03419251920574283	0.12623315561899165	-0.07934175727299442	0.057638218378741446	0.017064774778556734	0.09562990638512237	0.12984341547374165	0.038936232735821336	0.056672683766424585	0.10144410394190001	-0.027391797153771883	-0.030288400990722473	-0.2419293900340036	0.00927752823139247	-0.11601108265815877	-0.10450862684186223	0.049536123588430375	0.010033164014944796	-0.04708030729188531	0.026111414298308214	0.06821711934847403	-0.023088871164098905	0.07222618697787667	0.05526636161370219	0.008899710339616305	0.06068175139582721	-0.07426220561689266	-0.0638932034759246	-0.1566265060240964	0.09183073758448428	0.04705931740900886	-0.04109819067209605	1.0	0.28693169892112	-0.04265144200495361	0.05327232274043911	-0.041119180554972504	-0.058519793459552494	-0.06351538558414845	0.23097267117249487	0.24507787246547164	0.04630368162545653	0.0390411821502036	0.14478821208177658	0.1383653079215818	0.11023886486713404	-0.024873011208597456	-0.027958523991436127	0.08574367155031275	-0.16071953318500481	-0.1422064564879728	-0.04216867469879518	-0.07995046387641157	-0.047877922841190544	-0.006548843457453508	-0.12104865454850762	0.21340413920490323	-0.1612232903740397	-0.07327568112169934	-0.010872759330002939	-0.0049746022417194915	0.23848704924226521	0.03230342974686201	-0.07757860711137232	-0.1253515805381806
GntR	-0.05484656395617313	0.0714915410772008	0.27267956844800806	0.12346249107929978	0.12159439150329542	0.17087863649720836	-0.19497502203937703	-0.043386087905629485	-0.041077200789219594	-0.03427647873724864	-0.05807900591914697	0.16468662104865456	0.18890894588808194	0.0825112295873389	-0.02596448511817304	0.02921791696402334	-0.02212333655178204	0.03767683976323412	0.19948784685781454	0.011901263590949163	0.0662440703580874	0.15320515511523447	-0.169010536921204	0.013391545275177365	-0.0564417950547836	0.05738633978422401	0.18966458167163427	0.07678099156206708	0.03251332857562655	-0.07293984299567609	-0.10005877167205407	0.02466311237983292	0.04275639141933588	0.06179421518827925	-0.06156332647663826	-0.011628395113555266	0.012761848788883758	-0.025082910037361992	0.08286805759623861	-0.008353973384828513	-0.03356282271944923	-0.050522648083623695	0.10066747827547122	0.03874732378993325	0.06769237227656269	0.09323705973720667	0.16943033457873305	0.07579446706687376	-0.06435498089920658	-0.10549515133705555	0.06364132488140717	-0.07079887494227782	0.006548843457453508	0.052117879182234164	0.08398052138869065	0.28693169892112	1.0	0.18903488518534067	0.3277150413500693	-0.07789345535451912	0.007493388186893917	-0.16044666470761093	0.10310230468913983	0.12873095168128962	0.13351664497712104	0.28013097686914906	0.21126317115150497	0.12085974560261954	-0.12776541706897276	0.08074807942571681	-0.18485789849292641	0.06349439570127198	-0.0021199781705218083	-0.017883380210738424	-0.1696822131732505	-0.14325595063179547	-0.0887032450358927	0.19207841820242644	0.12516267159229252	0.22778220897527393	-0.02489400109147391	0.08448427857772553	0.19149070148188574	0.2371856765039251	0.183451576340204	0.1294236178162126	-0.013202636329289282	0.045988833382309725
FadR	0.02164056924562361	-0.028189412703077118	-0.061836194954032156	0.07990848411065866	-0.11643088031568784	0.006737752403341589	-0.10077242768985349	0.11993619075605558	0.06483774820536502	-0.07848117207505982	-0.2253893623273582	0.014315100121741321	-0.04955711347130683	-0.04607279291381554	-0.05673565341505395	-0.007850216195793628	0.09542000755635784	0.03725704210570505	0.05870870240544058	-0.08670920616262962	0.00992821460056253	-0.009508416943033457	-0.03421350908861929	0.05453171571302632	-0.08209143192980983	-0.14504009067629403	0.09237647453927207	0.2134251290877797	0.10415179883296251	-0.0700432391587255	0.055434280676713826	0.2060576801981445	0.06536249527727635	-0.04384786532891147	-0.05045967843499433	0.11924352462113261	-0.04239956341043617	-0.04796188237269636	0.03146383443180387	-0.12812224507787245	-0.09464338188992906	-0.10381596070693926	-0.1046975357877503	-0.0662440703580874	0.02371856765039251	0.024495193316821293	0.13120775786071115	-0.0013223626212165735	-0.18162545652995257	-0.09840057092481425	-0.14476722219890012	-0.012530960077242768	0.08179757356953948	0.03870534402418035	0.17008102094790312	-0.04265144200495361	0.18903488518534067	1.0	0.18112169934091768	-0.07000125939297258	0.1482515427563914	0.049934931363082996	-0.058330884513664416	0.04067839301456698	-0.03478023592628353	0.15320515511523447	-0.1343982200579321	-0.20859745602619537	-0.08626841862222409	-0.08079005919146971	-0.030540279585239916	0.005583308845136644	-0.17073170731707318	-0.02436925401956257	-0.1664707610931531	0.05931740900885773	-0.14562780739683473	-0.13546870408463121	0.04204273540153646	0.14957390537760798	0.23768943369296	0.03566181100709458	0.13454514923806726	0.11628395113555266	0.08838839679274589	0.1486713404139205	0.10977708744385206	0.00881575080811049
