	HutC	ModE	NadQ	AraR	RbkR	MetR	SahR_SamR	CzrA	FUR	Phr	NrtR	NsrR	ArgR	MntR	ThiR	Zur	KdgR	BirA	NagC	Rex	IscR	XylR	AgaR	GulR	Irr	SiaR	PhnF	PhrR	LldR	NagR	NrdR	SoxR	FadR	FixJ	PhnR	PurR	DasR	FadP	HcpR	AcnR	LiuR	MerR	NnrR	RbsR	GntR	CueR	NtrC	NifA	PdxR	ZntR	FnrN_FixK	HrcA	GlcC	LiuQ	NmlR	PaaR	BioQ	FruR	VanR	CblR	RutR	AmtR	SdaR	CsoR	QorR	PhsR	PsrA	ExuR_UxuR	PrpR	LtbR	NorR	GguR	TtrR	TyrR	NagQ	TrpR	MetJ	NikR	PdhR	CcpA	LexA	NiaR	HisR	HexR	NarP	HypR	CadR-PbrR	FabR
PhnF	0.5798983625070582	0.33032185206098247	0.409373235460192	0.5945793337097685	0.44664031620553357	0.5019762845849802	0.5008469791078487	0.45115753811405984	0.4138904573687182	0.35742518351214003	0.4827780914737436	0.4432523997741389	0.4116318464144551	0.47148503670242803	0.5573122529644269	0.5347261434217956	0.47600225861095424	0.5640880858272163	0.5223037831733484	0.42066629023150764	0.26595143986448333	0.2727272727272727	0.40146809712027104	0.32580463015245625	0.189158667419537	0.4150197628458498	1.0	0.4782608695652174	0.42857142857142855	0.409373235460192	0.39469226425748166	-0.2365894974590627	-0.5290796160361377	0.00846979107848673	-0.42518351214003386	-0.2478825522303783	-0.6533032185206098	-0.35064935064935066	-0.277244494635799	-0.39920948616600793	-0.5448898927159797	-0.42857142857142855	-0.42970073404856013	-0.41953698475437606	-0.4601919819311124	-0.5527950310559007	-0.46809712027103334	-0.5787690570299266	-0.6261998870694523	-0.6589497459062676	-0.39808018068887635	-0.4601919819311124	-0.3382269904009034	-0.5640880858272163	-0.5697346132128741	-0.28063241106719367	-0.4048560135516657	-0.26143421795595706	-0.453416149068323	-0.2546583850931677	-0.14059853190287974	-0.44889892715979673	-0.2795031055900621	-0.0016939582156973462	-0.14850367024280067	0.07396950875211744	0.33258046301524563	-0.0220214568040655	0.19593450028232637	0.07171089779785432	0.01637492941840768	0.17786561264822134	-0.37549407114624506	-0.10897797854319594	0.28514963297571994	0.5200451722190853	0.38114059853190285	0.4590626764539808	0.18351214003387917	-0.03557312252964427	-0.05928853754940711	0.08752117447769622	0.55957086391869	0.1281761716544325	0.23997741389045738	-0.017504234895539244	0.28514963297571994	0.22981366459627328
PhrR	0.5053642010163749	0.5143986448334275	0.6228119706380576	0.6962168266516092	0.5573122529644269	0.6194240542066629	0.6024844720496895	0.6092603049124788	0.6521739130434783	0.6307171089779785	0.6702428006775832	0.6815358554488989	0.6284584980237155	0.655561829474873	0.6239412761151891	0.6092603049124788	0.549407114624506	0.6533032185206098	0.6476566911349521	0.6205533596837944	0.6453980801806889	0.611518915866742	0.6250705815923208	0.5302089215132694	0.4579333709768492	0.34839073969508755	0.4782608695652174	1.0	0.4590626764539808	0.5742518351214003	0.5042348955392434	-0.42405420666290233	-0.5866741953698476	-0.5031055900621118	-0.2648221343873518	-0.26256352343308864	-0.6905702992659515	-0.6668548842461886	-0.5584415584415584	-0.5031055900621118	-0.6691134952004517	-0.6002258610954263	-0.6216826651609261	-0.6612083568605308	-0.5573122529644269	-0.6261998870694523	-0.6453980801806889	-0.7459062676453981	-0.5019762845849802	-0.5957086391869001	-0.5392433653303218	-0.6702428006775832	-0.3269339356295878	-0.12704686617730096	-0.5031055900621118	-0.47939017504234893	-0.6928289102202145	-0.5539243365330322	-0.11236589497459062	-0.2354601919819311	-0.30660643704121965	-0.36645962732919257	-0.15302089215132694	-0.4138904573687182	-0.1225296442687747	0.1259175607001694	0.16431394692264256	-0.05928853754940711	0.22077922077922077	-0.1767363071710898	0.28740824392998304	0.1541501976284585	0.1383399209486166	0.13043478260869565	0.14511575381140598	0.30547713156408807	0.19593450028232637	0.07735742518351214	0.00282326369282891	0.20835686053077357	0.36984754376058726	0.5008469791078487	0.5369847543760587	0.48616600790513836	0.37888198757763975	0.029926595143986448	-0.04121964991530209	-0.026538678712591756
LldR	0.5042348955392434	0.36984754376058726	0.39920948616600793	0.6702428006775832	0.453416149068323	0.4522868435911914	0.567476002258611	0.5448898927159797	0.4376058723884811	0.5279503105590062	0.5889328063241107	0.5686053077357425	0.5663466967814794	0.5798983625070582	0.5607001693958216	0.4364765669113495	0.5584415584415584	0.5550536420101637	0.5211744776962168	0.5844155844155844	0.4816487859966121	0.45115753811405984	0.1293054771315641	0.06041784302653868	0.3450028232636928	0.3450028232636928	0.42857142857142855	0.4590626764539808	1.0	0.567476002258611	0.6465273856578204	-0.11575381140598531	-0.295313382269904	-0.3145115753811406	-0.4376058723884811	-0.4409937888198758	-0.35403726708074534	-0.6487859966120836	-0.4827780914737436	-0.4364765669113495	-0.567476002258611	-0.4556747600225861	-0.38226990400903443	-0.3427442123094297	-0.3675889328063241	-0.3585544889892716	-0.3585544889892716	-0.383399209486166	-0.38226990400903443	-0.5923207227555054	-0.5189158667419537	-0.41953698475437606	-0.365330321852061	-0.3167701863354037	-0.2727272727272727	-0.6194240542066629	-0.6081309994353472	-0.5189158667419537	-0.22190852625635235	-0.20948616600790515	-0.2987012987012987	-0.19480519480519481	-0.00282326369282891	-0.15640880858272163	-0.09881422924901186	-0.08074534161490683	-0.05928853754940711	-0.19706380575945792	-0.25578769057029926	-0.20045172219085264	-0.11123658949745906	-0.18238283455674761	-0.20835686053077357	-0.015245623941276116	0.16883116883116883	-0.06493506493506493	0.23207227555053642	0.47939017504234893	0.3269339356295878	-0.017504234895539244	0.30095990965556185	0.40146809712027104	0.5200451722190853	0.3145115753811406	0.11123658949745906	0.20609824957651043	0.29757199322416716	0.2264257481648786
NagR	0.5629587803500847	0.6058723884810842	0.6374929418407679	0.6736307171089779	0.5403726708074534	0.6465273856578204	0.7492941840767928	0.6521739130434783	0.6307171089779785	0.5437605872388481	0.6521739130434783	0.7300959909655562	0.6725014116318464	0.6578204404291361	0.6307171089779785	0.6329757199322417	0.5934500282326369	0.6160361377752682	0.6239412761151891	0.35064935064935066	0.6126482213438735	0.48616600790513836	0.43873517786561267	0.4624505928853755	0.2354601919819311	0.2919254658385093	0.409373235460192	0.5742518351214003	0.567476002258611	1.0	0.717673630717109	-0.4138904573687182	-0.19367588932806323	-0.18351214003387917	-0.5302089215132694	-0.4556747600225861	-0.6149068322981367	-0.7086391869000565	-0.7142857142857143	-0.5889328063241107	-0.7289666854884246	-0.6465273856578204	-0.5358554488989271	-0.541501976284585	-0.5753811405985318	-0.5539243365330322	-0.5448898927159797	-0.2365894974590627	-0.2738565782044043	-0.6386222473178995	-0.3879164313946923	-0.4613212874082439	-0.21513269339356295	-0.24336533032185206	-0.4805194805194805	-0.6510446075663467	-0.5844155844155844	-0.5832862789384529	0.023150762281197064	-0.14059853190287974	-0.21626199887069453	-0.22981366459627328	0.06945228684359118	-0.5200451722190853	-0.34839073969508755	-0.14285714285714285	-0.05928853754940711	-0.1417278373800113	0.1507622811970638	0.11575381140598531	0.23997741389045738	-0.06719367588932806	0.14059853190287974	0.2964426877470356	-0.16996047430830039	-0.00846979107848673	0.30547713156408807	0.40711462450592883	0.21287408243929984	0.42518351214003386	0.1507622811970638	0.189158667419537	0.08074534161490683	0.16770186335403728	-0.08977978543195934	0.09090909090909091	-0.06945228684359118	-0.06945228684359118
NrdR	0.5923207227555054	0.4827780914737436	0.4150197628458498	0.6928289102202145	0.5211744776962168	0.5369847543760587	0.6533032185206098	0.5945793337097685	0.6024844720496895	0.5392433653303218	0.6804065499717674	0.6081309994353472	0.665725578769057	0.6905702992659515	0.6894409937888198	0.5437605872388481	0.611518915866742	0.6002258610954263	0.5866741953698476	0.4409937888198758	0.5437605872388481	0.5719932241671372	0.3551665725578769	0.42857142857142855	0.34726143421795597	0.26143421795595706	0.39469226425748166	0.5042348955392434	0.6465273856578204	0.717673630717109	1.0	-0.005081874647092038	-0.2230378317334839	-0.2715979672501412	-0.5121400338791643	-0.28740824392998304	-0.5223037831733484	-0.7820440429136082	-0.6804065499717674	-0.5640880858272163	-0.5878035008469791	-0.5369847543760587	-0.45454545454545453	-0.4522868435911914	-0.40711462450592883	-0.4059853190287973	-0.48842461885940147	-0.2919254658385093	-0.42970073404856013	-0.5245623941276115	-0.5053642010163749	-0.39469226425748166	-0.30999435347261434	-0.26143421795595706	-0.44664031620553357	-0.6329757199322417	-0.611518915866742	-0.6363636363636364	-0.11349520045172219	-0.3743647656691135	-0.37210615471485037	-0.2264257481648786	-0.09881422924901186	-0.42066629023150764	-0.12478825522303783	0.09655561829474874	0.2941840767927724	-0.17221908526256352	-0.023150762281197064	-0.15302089215132694	0.26595143986448333	-0.28176171654432525	-0.07284020327498589	0.16883116883116883	0.14059853190287974	0.06493506493506493	0.2422360248447205	0.4906832298136646	0.189158667419537	0.33032185206098247	0.06154714850367024	0.3190287972896669	0.0942970073404856	0.24675324675324675	0.16544325239977414	0.16092603049124787	0.03670242800677583	-0.05251270468661773
SoxR	-0.3370976849237719	-0.6058723884810842	-0.5798983625070582	-0.3167701863354037	-0.47374364765669114	-0.4839073969508752	-0.5019762845849802	-0.5302089215132694	-0.5324675324675324	-0.5008469791078487	-0.4568040654997177	-0.5821569734613213	-0.49858836815358554	-0.45454545454545453	-0.3269339356295878	-0.4624505928853755	-0.39695087521174477	-0.37888198757763975	-0.49858836815358554	-0.2704686617730096	-0.2738565782044043	-0.28740824392998304	-0.4184076792772445	-0.3709768492377188	-0.28176171654432525	-0.25917560700169395	-0.2365894974590627	-0.42405420666290233	-0.11575381140598531	-0.4138904573687182	-0.005081874647092038	1.0	0.3619424054206663	0.30660643704121965	0.3450028232636928	0.5132693393562959	0.6499153020892151	0.4025974025974026	0.42066629023150764	0.35064935064935066	0.577639751552795	0.5335968379446641	0.4138904573687182	0.5911914172783738	0.6205533596837944	0.5279503105590062	0.5189158667419537	0.3935629587803501	0.3167701863354037	0.4105025409373235	-0.042348955392433656	0.19254658385093168	0.3495200451722191	0.1789949181253529	0.3404856013551666	0.3495200451722191	0.25917560700169395	0.3235460191981931	-0.08526256352343309	-0.05138339920948617	-0.40146809712027104	0.18238283455674761	-0.025409373235460192	0.20722755505364202	-0.02766798418972332	0.19480519480519481	0.20835686053077357	-0.30886504799548276	-0.20609824957651043	-0.22755505364201017	-0.11123658949745906	-0.6420101637492942	-0.5053642010163749	-0.24110671936758893	0.10784867306606437	-0.20496894409937888	0.054771315640880856	0.034443817052512704	-0.15979672501411632	0.003952569169960474	-0.05138339920948617	0.055900621118012424	-0.13495200451722192	-0.034443817052512704	-0.026538678712591756	0.1225296442687747	0.1101072840203275	0.1541501976284585
FadR	-0.30095990965556185	-0.3427442123094297	-0.4105025409373235	-0.46357989836250707	-0.3585544889892716	-0.5166572557876906	-0.37775268210050816	-0.4150197628458498	-0.40033879164313946	-0.4522868435911914	-0.4748729531338227	-0.4601919819311124	-0.453416149068323	-0.4398644833427442	-0.4579333709768492	-0.5008469791078487	-0.5076228119706381	-0.4748729531338227	-0.48616600790513836	-0.6318464144551101	-0.3450028232636928	-0.2523997741389046	-0.32128740824393	-0.233201581027668	-0.36645962732919257	-0.42066629023150764	-0.5290796160361377	-0.5866741953698476	-0.295313382269904	-0.19367588932806323	-0.2230378317334839	0.3619424054206663	1.0	0.44664031620553357	0.19593450028232637	0.1880293619424054	0.577639751552795	0.35629587803500845	0.4138904573687182	0.37323546019198195	0.44889892715979673	0.4342179559570864	0.4059853190287973	0.48955392433653305	0.42518351214003386	0.5245623941276115	0.4138904573687182	0.49858836815358554	0.709768492377188	0.5347261434217956	0.49407114624505927	0.4364765669113495	0.4048560135516657	0.3020892151326934	0.22981366459627328	0.22981366459627328	0.40711462450592883	0.14737436476566912	0.054771315640880856	0.11123658949745906	0.009599096555618294	0.3269339356295878	0.14398644833427443	-0.031055900621118012	-0.11236589497459062	-0.15640880858272163	-0.0818746470920384	0.08865047995482778	-0.12365894974590627	0.22529644268774704	0.14850367024280067	-0.2795031055900621	-0.07509881422924901	0.2648221343873518	-0.08413325804630152	-0.2388481084133258	-0.08300395256916997	0.003952569169960474	0.032185206098249576	-0.026538678712591756	-0.35403726708074534	-0.1417278373800113	-0.5132693393562959	-0.40033879164313946	-0.4568040654997177	-0.005081874647092038	-0.13043478260869565	-0.2546583850931677
FixJ	-0.13608130999435347	-0.4601919819311124	-0.42179559570863917	-0.26256352343308864	-0.409373235460192	-0.4308300395256917	-0.40372670807453415	-0.47035573122529645	-0.4613212874082439	-0.5245623941276115	-0.525691699604743	-0.45115753811405984	-0.4409937888198758	-0.47035573122529645	-0.4364765669113495	-0.3709768492377188	-0.42179559570863917	-0.3619424054206663	-0.42970073404856013	-0.5245623941276115	-0.4308300395256917	-0.36645962732919257	-0.3269339356295878	-0.409373235460192	-0.7131564088085828	-0.1880293619424054	0.00846979107848673	-0.5031055900621118	-0.3145115753811406	-0.18351214003387917	-0.2715979672501412	0.30660643704121965	0.44664031620553357	1.0	0.2106154714850367	0.2795031055900621	0.3201581027667984	0.4048560135516657	0.4771315640880858	0.3675889328063241	0.4150197628458498	0.44551101072840205	0.5302089215132694	0.6149068322981367	0.42857142857142855	0.44551101072840205	0.4906832298136646	0.4048560135516657	0.48955392433653305	0.2490118577075099	0.44776962168266515	0.4500282326369283	0.21964991530208922	0.012987012987012988	0.13382269904009034	0.28176171654432525	0.3337097684923772	0.11575381140598531	-0.1665725578769057	-0.2704686617730096	0.03670242800677583	0.007340485601355167	0.044607566346696784	0.10784867306606437	0.06154714850367024	0.14737436476566912	0.11688311688311688	0.18464144551101072	0.365330321852061	0.19254658385093168	0.05138339920948617	-0.07961603613777526	-0.37662337662337664	-0.2523997741389046	0.22755505364201017	0.12365894974590627	0.006211180124223602	0.2230378317334839	0.13608130999435347	-0.042348955392433656	-0.07848673066064371	-0.2885375494071146	-0.12478825522303783	-0.37323546019198195	-0.30321852060982496	0.00846979107848673	0.20045172219085264	-0.0016939582156973462
PhnR	-0.6499153020892151	-0.6024844720496895	-0.5618294748729531	-0.5584415584415584	-0.7549407114624506	-0.6996047430830039	-0.7221908526256352	-0.7470355731225297	-0.7244494635798984	-0.6058723884810842	-0.7447769621682665	-0.6871823828345568	-0.6939582156973462	-0.7549407114624506	-0.6713721061547149	-0.6600790513833992	-0.7210615471485037	-0.7560700169395822	-0.7413890457368718	-0.47939017504234893	-0.46357989836250707	-0.5742518351214003	-0.47374364765669114	-0.5347261434217956	-0.5640880858272163	-0.7018633540372671	-0.42518351214003386	-0.2648221343873518	-0.4376058723884811	-0.5302089215132694	-0.5121400338791643	0.3450028232636928	0.19593450028232637	0.2106154714850367	1.0	0.5934500282326369	0.585544889892716	0.5539243365330322	0.6194240542066629	0.6589497459062676	0.6747600225861096	0.7108977978543196	0.4827780914737436	0.5821569734613213	0.6770186335403726	0.6589497459062676	0.6713721061547149	0.4048560135516657	0.4658385093167702	0.5121400338791643	0.4613212874082439	0.45115753811405984	0.3359683794466403	0.525691699604743	0.2015810276679842	0.4906832298136646	0.4138904573687182	0.409373235460192	0.3370976849237719	0.16996047430830039	-0.08526256352343309	0.0016939582156973462	-0.11688311688311688	0.21852060982495766	0.35742518351214003	0.3156408808582722	0.14850367024280067	0.1507622811970638	0.3246753246753247	0.0220214568040655	0.04799548277809147	-0.010728402032749858	-0.22190852625635235	-0.32919254658385094	0.04121964991530209	-0.15866741953698477	-0.233201581027668	-0.4568040654997177	-0.6216826651609261	0.018633540372670808	0.2354601919819311	-0.20835686053077357	-0.07622811970638058	0.2230378317334839	0.00282326369282891	0.034443817052512704	0.19367588932806323	0.21852060982495766
PurR	-0.7007340485601355	-0.6713721061547149	-0.4805194805194805	-0.5900621118012422	-0.5990965556182948	-0.5765104460756635	-0.7154150197628458	-0.7278373800112931	-0.7075098814229249	-0.6533032185206098	-0.6533032185206098	-0.6905702992659515	-0.6894409937888198	-0.6623376623376623	-0.6420101637492942	-0.6273291925465838	-0.6691134952004517	-0.6058723884810842	-0.6374929418407679	-0.5640880858272163	-0.5550536420101637	-0.5798983625070582	-0.47148503670242803	-0.5335968379446641	-0.45454545454545453	-0.6273291925465838	-0.2478825522303783	-0.26256352343308864	-0.4409937888198758	-0.4556747600225861	-0.28740824392998304	0.5132693393562959	0.1880293619424054	0.2795031055900621	0.5934500282326369	1.0	0.4906832298136646	0.5358554488989271	0.5211744776962168	0.55957086391869	0.6837944664031621	0.7662337662337663	0.5810276679841897	0.6352343308865048	0.5245623941276115	0.5629587803500847	0.6103896103896104	0.2422360248447205	0.33145115753811405	0.43195934500282324	0.3856578204404291	0.4816487859966121	0.5076228119706381	0.44212309429700736	0.1767363071710898	0.5550536420101637	0.4748729531338227	0.4342179559570864	-0.15979672501411632	0.24449463579898362	-0.053642010163749296	-0.1665725578769057	0.06267645398080181	0.26030491247882553	0.10897797854319594	0.6600790513833992	0.4997176736307171	0.08977978543195934	0.1767363071710898	-0.19028797289666854	0.14963297571993225	-0.2987012987012987	-0.17447769621682666	-0.22755505364201017	0.13946922642574816	0.09994353472614342	0.05251270468661773	-0.05815923207227555	-0.1259175607001694	0.2919254658385093	0.22981366459627328	0.043478260869565216	0.026538678712591756	0.15527950310559005	-0.015245623941276116	-0.3359683794466403	-0.07961603613777526	0.2761151891586674
DasR	-0.7786561264822134	-0.743647656691135	-0.7967250141163185	-0.7413890457368718	-0.7955957086391869	-0.7955957086391869	-0.8362507058159232	-0.8204404291360813	-0.8373800112930547	-0.7707509881422925	-0.7967250141163185	-0.831733483907397	-0.8328627893845285	-0.841897233201581	-0.8136645962732919	-0.859966120835686	-0.779785431959345	-0.7989836250705816	-0.8712591756070017	-0.6341050254093732	-0.5686053077357425	-0.5810276679841897	-0.6815358554488989	-0.6905702992659515	-0.4872953133822699	-0.5934500282326369	-0.6533032185206098	-0.6905702992659515	-0.35403726708074534	-0.6149068322981367	-0.5223037831733484	0.6499153020892151	0.577639751552795	0.3201581027667984	0.585544889892716	0.4906832298136646	1.0	0.7221908526256352	0.709768492377188	0.7086391869000565	0.805759457933371	0.8068887634105025	0.6149068322981367	0.7368718238283456	0.8159232072275551	0.8306041784302653	0.823828345567476	0.639751552795031	0.7481648785996612	0.7007340485601355	0.4782608695652174	0.5753811405985318	0.5686053077357425	0.47600225861095424	0.6871823828345568	0.6228119706380576	0.6329757199322417	0.6092603049124788	0.10107284020327499	0.3382269904009034	0.10897797854319594	0.3156408808582722	0.10559006211180125	0.24675324675324675	0.08413325804630152	0.024280067758328628	-0.11801242236024845	-0.044607566346696784	-0.16544325239977414	-0.044607566346696784	-0.163184641445511	-0.2715979672501412	-0.16883116883116883	-0.13382269904009034	-0.15866741953698477	-0.55957086391869	-0.2546583850931677	-0.24675324675324675	-0.19367588932806323	-0.2941840767927724	-0.08865047995482778	-0.08413325804630152	-0.27837380011293056	-0.2682100508187465	-0.2456239412761152	-0.06267645398080181	-0.09881422924901186	-0.025409373235460192
FadP	-0.7470355731225297	-0.6600790513833992	-0.6781479390175043	-0.7831733483907397	-0.7594579333709769	-0.7075098814229249	-0.8136645962732919	-0.8430265386787126	-0.8114059853190287	-0.805759457933371	-0.8520609824957651	-0.8441558441558441	-0.885940146809712	-0.8927159796725014	-0.8080180688876341	-0.7504234895539243	-0.7741389045736872	-0.771880293619424	-0.7707509881422925	-0.6284584980237155	-0.665725578769057	-0.7233201581027668	-0.52343308865048	-0.5471485036702428	-0.46922642574816487	-0.4116318464144551	-0.35064935064935066	-0.6668548842461886	-0.6487859966120836	-0.7086391869000565	-0.7820440429136082	0.4025974025974026	0.35629587803500845	0.4048560135516657	0.5539243365330322	0.5358554488989271	0.7221908526256352	1.0	0.8712591756070017	0.6126482213438735	0.7571993224167137	0.7323546019198193	0.6408808582721626	0.6487859966120836	0.6996047430830039	0.691699604743083	0.7233201581027668	0.49520045172219085	0.5550536420101637	0.5098814229249012	0.5437605872388481	0.44664031620553357	0.43195934500282324	0.4398644833427442	0.4409937888198758	0.7775268210050819	0.7165443252399775	0.7402597402597403	-0.045736871823828344	0.4105025409373235	0.18351214003387917	0.2478825522303783	-0.01637492941840768	0.42405420666290233	0.18125352907961603	0.12365894974590627	-0.005081874647092038	0.15640880858272163	-0.00846979107848673	0.2422360248447205	-0.2140033879164314	0.000564652738565782	-0.22868435911914173	-0.28176171654432525	-0.09203839638622248	-0.0942970073404856	0.007340485601355167	-0.36645962732919257	-0.24675324675324675	-0.25917560700169395	-0.24449463579898362	-0.19254658385093168	-0.18690005646527386	-0.3551665725578769	-0.2354601919819311	-0.32806324110671936	-0.1383399209486166	0.06041784302653868
HcpR	-0.6024844720496895	-0.6465273856578204	-0.6984754376058724	-0.7741389045736872	-0.743647656691135	-0.8136645962732919	-0.8407679277244494	-0.859966120835686	-0.8351214003387917	-0.79785431959345	-0.8272162619988707	-0.8610954263128177	-0.8746470920383964	-0.8746470920383964	-0.8204404291360813	-0.7786561264822134	-0.8260869565217391	-0.7368718238283456	-0.8091473743647657	-0.6002258610954263	-0.7967250141163185	-0.7142857142857143	-0.5505364201016375	-0.5697346132128741	-0.5268210050818747	-0.40033879164313946	-0.277244494635799	-0.5584415584415584	-0.4827780914737436	-0.7142857142857143	-0.6804065499717674	0.42066629023150764	0.4138904573687182	0.4771315640880858	0.6194240542066629	0.5211744776962168	0.709768492377188	0.8712591756070017	1.0	0.7154150197628458	0.8272162619988707	0.7628458498023716	0.6950875211744777	0.6939582156973462	0.6815358554488989	0.7481648785996612	0.7447769621682665	0.35968379446640314	0.5708639186900056	0.551665725578769	0.6589497459062676	0.5098814229249012	0.35403726708074534	0.41953698475437606	0.2919254658385093	0.7154150197628458	0.549407114624506	0.5878035008469791	-0.025409373235460192	0.28063241106719367	0.032185206098249576	0.09768492377188029	-0.08865047995482778	0.5166572557876906	0.2941840767927724	0.22755505364201017	0.010728402032749858	0.26256352343308864	0.11688311688311688	0.10559006211180125	-0.09994353472614342	-0.007340485601355167	-0.37549407114624506	-0.2636928289102202	0.13269339356295878	0.05928853754940711	-0.11801242236024845	-0.33258046301524563	-0.2682100508187465	-0.30547713156408807	-0.21174477696216826	-0.08752117447769622	-0.055900621118012424	-0.20271033314511575	-0.07396950875211744	-0.18464144551101072	0.10446075663466968	0.07509881422924901
AcnR	-0.5866741953698476	-0.7402597402597403	-0.6228119706380576	-0.771880293619424	-0.7526821005081875	-0.8147939017504235	-0.8260869565217391	-0.7944664031620553	-0.7910784867306606	-0.7933370976849238	-0.7684923771880293	-0.7831733483907397	-0.8023715415019763	-0.8102766798418972	-0.8802936194240542	-0.8283455674760023	-0.8362507058159232	-0.7944664031620553	-0.8893280632411067	-0.5968379446640316	-0.6826651609260305	-0.6691134952004517	-0.6499153020892151	-0.6770186335403726	-0.5866741953698476	-0.7289666854884246	-0.39920948616600793	-0.5031055900621118	-0.4364765669113495	-0.5889328063241107	-0.5640880858272163	0.35064935064935066	0.37323546019198195	0.3675889328063241	0.6589497459062676	0.55957086391869	0.7086391869000565	0.6126482213438735	0.7154150197628458	1.0	0.7605872388481084	0.8475437605872389	0.639751552795031	0.743647656691135	0.6420101637492942	0.6408808582721626	0.6883116883116883	0.5866741953698476	0.6984754376058724	0.5663466967814794	0.7651044607566346	0.6792772444946358	0.44776962168266515	0.5358554488989271	0.3958215697346132	0.44664031620553357	0.5460191981931113	0.6250705815923208	0.2140033879164314	0.18464144551101072	0.2354601919819311	0.17786561264822134	0.08413325804630152	0.4590626764539808	0.30434782608695654	0.0818746470920384	0.042348955392433656	0.18125352907961603	0.21626199887069453	-0.10897797854319594	-0.12140033879164314	-0.14963297571993225	-0.16205533596837945	-0.07284020327498589	-0.07058159232072275	-0.2478825522303783	-0.3845285149632976	-0.2738565782044043	-0.365330321852061	-0.15640880858272163	-0.009599096555618294	-0.3201581027667984	-0.14850367024280067	-0.277244494635799	-0.22077922077922077	0.1767363071710898	0.19028797289666854	0.2546583850931677
LiuR	-0.691699604743083	-0.6871823828345568	-0.6702428006775832	-0.8633540372670807	-0.7154150197628458	-0.7741389045736872	-0.8769057029926595	-0.857707509881423	-0.8690005646527386	-0.7323546019198193	-0.8114059853190287	-0.8509316770186336	-0.8159232072275551	-0.8520609824957651	-0.8272162619988707	-0.7763975155279503	-0.79785431959345	-0.7323546019198193	-0.8486730660643704	-0.6216826651609261	-0.7843026538678712	-0.6826651609260305	-0.6453980801806889	-0.5844155844155844	-0.5686053077357425	-0.5245623941276115	-0.5448898927159797	-0.6691134952004517	-0.567476002258611	-0.7289666854884246	-0.5878035008469791	0.577639751552795	0.44889892715979673	0.4150197628458498	0.6747600225861096	0.6837944664031621	0.805759457933371	0.7571993224167137	0.8272162619988707	0.7605872388481084	1.0	0.8543195934500283	0.6725014116318464	0.7594579333709769	0.6747600225861096	0.7639751552795031	0.7763975155279503	0.5245623941276115	0.567476002258611	0.6984754376058724	0.6047430830039525	0.6103896103896104	0.49520045172219085	0.39920948616600793	0.37888198757763975	0.6758893280632411	0.6533032185206098	0.6160361377752682	0.15527950310559005	0.295313382269904	-0.012987012987012988	0.11575381140598531	-0.023150762281197064	0.44551101072840205	0.1281761716544325	0.24449463579898362	-0.07396950875211744	0.15527950310559005	0.06832298136645963	-0.10559006211180125	-0.1541501976284585	-0.22868435911914173	-0.21626199887069453	-0.14624505928853754	-0.031055900621118012	-0.16544325239977414	-0.3382269904009034	-0.3404856013551666	-0.30434782608695654	-0.011857707509881422	0.028797289666854884	-0.1880293619424054	-0.27498588368153587	-0.0942970073404856	-0.07622811970638058	-0.07509881422924901	0.010728402032749858	0.17108977978543197
MerR	-0.7470355731225297	-0.7944664031620553	-0.7617165443252399	-0.7594579333709769	-0.8565782044042913	-0.8362507058159232	-0.9028797289666854	-0.9164313946922643	-0.922077922077922	-0.8588368153585545	-0.8802936194240542	-0.8915866741953699	-0.8983625070581592	-0.9073969508752118	-0.8870694522868436	-0.9277244494635799	-0.8475437605872389	-0.8396386222473179	-0.8904573687182383	-0.6815358554488989	-0.7571993224167137	-0.7323546019198193	-0.655561829474873	-0.7752682100508187	-0.6758893280632411	-0.7481648785996612	-0.42857142857142855	-0.6002258610954263	-0.4556747600225861	-0.6465273856578204	-0.5369847543760587	0.5335968379446641	0.4342179559570864	0.44551101072840205	0.7108977978543196	0.7662337662337663	0.8068887634105025	0.7323546019198193	0.7628458498023716	0.8475437605872389	0.8543195934500283	1.0	0.743647656691135	0.8351214003387917	0.779785431959345	0.8023715415019763	0.7899491812535291	0.541501976284585	0.6228119706380576	0.541501976284585	0.6623376623376623	0.7142857142857143	0.47600225861095424	0.40711462450592883	0.43195934500282324	0.5652173913043478	0.7447769621682665	0.6374929418407679	0.00846979107848673	0.33145115753811405	0.10559006211180125	0.009599096555618294	0.11575381140598531	0.3585544889892716	0.1767363071710898	0.33032185206098247	0.22077922077922077	0.1665725578769057	0.08413325804630152	-0.045736871823828344	-0.06832298136645963	-0.22077922077922077	-0.20271033314511575	-0.2365894974590627	0.07171089779785432	-0.21964991530208922	-0.2490118577075099	-0.15866741953698477	-0.2230378317334839	-0.09542631281761717	0.08865047995482778	-0.19593450028232637	-0.14059853190287974	-0.22868435911914173	-0.17221908526256352	-0.1665725578769057	0.09542631281761717	0.21513269339356295
