	HutC	ModE	NadQ	AraR	RbkR	MetR	SahR_SamR	CzrA	FUR	Phr	NrtR	NsrR	ArgR	MntR	ThiR	Zur	KdgR	BirA	NagC	Rex	IscR	XylR	AgaR	GulR	Irr	SiaR	PhnF	PhrR	LldR	NagR	NrdR	SoxR	FadR	FixJ	PhnR	PurR	DasR	FadP	HcpR	AcnR	LiuR	MerR	NnrR	RbsR	GntR	CueR	NtrC	NifA	PdxR	ZntR	FnrN_FixK	HrcA	GlcC	LiuQ	NmlR	PaaR	BioQ	FruR	VanR	CblR	RutR	AmtR	SdaR	CsoR	QorR	PhsR	PsrA	ExuR_UxuR	PrpR	LtbR	NorR	GguR	TtrR	TyrR	NagQ	TrpR	MetJ	NikR	PdhR	CcpA	LexA	NiaR	HisR	HexR	NarP	HypR	CadR-PbrR	FabR
NnrR	-0.5731225296442688	-0.6453980801806889	-0.6939582156973462	-0.7199322416713722	-0.7142857142857143	-0.8181818181818182	-0.7628458498023716	-0.8091473743647657	-0.7786561264822134	-0.7910784867306606	-0.8114059853190287	-0.7910784867306606	-0.7526821005081875	-0.7515527950310559	-0.7571993224167137	-0.7662337662337663	-0.7402597402597403	-0.753811405985319	-0.7560700169395822	-0.6487859966120836	-0.7346132128740824	-0.7752682100508187	-0.6973461321287409	-0.6792772444946358	-0.5697346132128741	-0.42292490118577075	-0.42970073404856013	-0.6216826651609261	-0.38226990400903443	-0.5358554488989271	-0.45454545454545453	0.4138904573687182	0.4059853190287973	0.5302089215132694	0.4827780914737436	0.5810276679841897	0.6149068322981367	0.6408808582721626	0.6950875211744777	0.639751552795031	0.6725014116318464	0.743647656691135	1.0	0.883681535855449	0.6894409937888198	0.7515527950310559	0.7380011293054771	0.611518915866742	0.5527950310559007	0.5787690570299266	0.6691134952004517	0.7142857142857143	0.20609824957651043	0.41953698475437606	0.3687182382834557	0.45115753811405984	0.4647092038396386	0.3359683794466403	0.12478825522303783	0.09994353472614342	0.14059853190287974	-0.009599096555618294	0.22868435911914173	0.5381140598531903	0.5166572557876906	0.4308300395256917	0.1225296442687747	0.026538678712591756	0.12478825522303783	0.06719367588932806	-0.020892151326933936	-0.27498588368153587	-0.13495200451722192	-0.3743647656691135	0.25917560700169395	0.08639186900056466	-0.000564652738565782	-0.1507622811970638	-0.054771315640880856	-0.0942970073404856	-0.09316770186335403	-0.23771880293619424	-0.17334839073969507	-0.22416713721061546	-0.08752117447769622	-0.21964991530208922	0.23433088650479955	0.18238283455674761
RbsR	-0.5923207227555054	-0.7210615471485037	-0.6770186335403726	-0.665725578769057	-0.6984754376058724	-0.8170525127046866	-0.7775268210050819	-0.841897233201581	-0.8407679277244494	-0.79785431959345	-0.79785431959345	-0.8204404291360813	-0.7967250141163185	-0.7922077922077922	-0.7752682100508187	-0.7967250141163185	-0.7515527950310559	-0.7763975155279503	-0.8283455674760023	-0.691699604743083	-0.6815358554488989	-0.7662337662337663	-0.7707509881422925	-0.7571993224167137	-0.7300959909655562	-0.5381140598531903	-0.41953698475437606	-0.6612083568605308	-0.3427442123094297	-0.541501976284585	-0.4522868435911914	0.5911914172783738	0.48955392433653305	0.6149068322981367	0.5821569734613213	0.6352343308865048	0.7368718238283456	0.6487859966120836	0.6939582156973462	0.743647656691135	0.7594579333709769	0.8351214003387917	0.883681535855449	1.0	0.8136645962732919	0.7662337662337663	0.8328627893845285	0.6894409937888198	0.6070016939582157	0.5719932241671372	0.5979672501411631	0.6634669678147939	0.32806324110671936	0.42405420666290233	0.3450028232636928	0.4613212874082439	0.4906832298136646	0.35177865612648224	0.0818746470920384	-0.00846979107848673	-0.0016939582156973462	0.10559006211180125	0.19932241671372106	0.49181253529079616	0.35629587803500845	0.36984754376058726	0.11575381140598531	0.09655561829474874	0.1507622811970638	0.07509881422924901	-0.09768492377188029	-0.339356295878035	-0.39695087521174477	-0.33483907396950874	0.2106154714850367	-0.10897797854319594	0.029926595143986448	-0.16544325239977414	-0.0818746470920384	0.0016939582156973462	0.03557312252964427	-0.3427442123094297	-0.17447769621682666	-0.277244494635799	-0.2795031055900621	-0.011857707509881422	0.22529644268774704	0.32241671372106157
GntR	-0.665725578769057	-0.7707509881422925	-0.8723884810841332	-0.5731225296442688	-0.8012422360248447	-0.7854319593450029	-0.771880293619424	-0.8667419536984754	-0.7854319593450029	-0.779785431959345	-0.7831733483907397	-0.8181818181818182	-0.8159232072275551	-0.8159232072275551	-0.735742518351214	-0.8351214003387917	-0.7775268210050819	-0.849802371541502	-0.8328627893845285	-0.6544325239977414	-0.49858836815358554	-0.6024844720496895	-0.6623376623376623	-0.6736307171089779	-0.6510446075663467	-0.6239412761151891	-0.4601919819311124	-0.5573122529644269	-0.3675889328063241	-0.5753811405985318	-0.40711462450592883	0.6205533596837944	0.42518351214003386	0.42857142857142855	0.6770186335403726	0.5245623941276115	0.8159232072275551	0.6996047430830039	0.6815358554488989	0.6420101637492942	0.6747600225861096	0.779785431959345	0.6894409937888198	0.8136645962732919	1.0	0.8441558441558441	0.8531902879728966	0.6284584980237155	0.6329757199322417	0.5437605872388481	0.48616600790513836	0.5561829474872954	0.42066629023150764	0.549407114624506	0.40372670807453415	0.603613777526821	0.4850367024280068	0.4138904573687182	0.06493506493506493	-0.025409373235460192	-0.024280067758328628	0.269339356295878	-0.026538678712591756	0.2140033879164314	0.3551665725578769	0.2862789384528515	0.22190852625635235	0.13946922642574816	0.13156408808582723	0.12478825522303783	-0.09203839638622248	-0.2354601919819311	-0.4161490683229814	-0.44889892715979673	0.03557312252964427	-0.30547713156408807	0.045736871823828344	-0.19932241671372106	-0.3145115753811406	-0.22190852625635235	-0.044607566346696784	-0.20496894409937888	-0.11914172783738002	-0.3337097684923772	-0.15979672501411632	-0.07509881422924901	-0.05251270468661773	0.10107284020327499
CueR	-0.7617165443252399	-0.6566911349520045	-0.841897233201581	-0.6758893280632411	-0.8170525127046866	-0.9040090344438171	-0.8802936194240542	-0.8927159796725014	-0.8870694522868436	-0.8068887634105025	-0.8351214003387917	-0.8565782044042913	-0.8441558441558441	-0.8701298701298701	-0.8249576510446076	-0.9040090344438171	-0.8035008469791078	-0.8385093167701864	-0.8690005646527386	-0.7063805759457933	-0.6250705815923208	-0.6047430830039525	-0.7933370976849238	-0.7628458498023716	-0.639751552795031	-0.6476566911349521	-0.5527950310559007	-0.6261998870694523	-0.3585544889892716	-0.5539243365330322	-0.4059853190287973	0.5279503105590062	0.5245623941276115	0.44551101072840205	0.6589497459062676	0.5629587803500847	0.8306041784302653	0.691699604743083	0.7481648785996612	0.6408808582721626	0.7639751552795031	0.8023715415019763	0.7515527950310559	0.7662337662337663	0.8441558441558441	1.0	0.9232072275550537	0.5708639186900056	0.709768492377188	0.6713721061547149	0.5866741953698476	0.6871823828345568	0.49520045172219085	0.5392433653303218	0.4906832298136646	0.5392433653303218	0.4805194805194805	0.3687182382834557	0.16996047430830039	0.20835686053077357	0.07848673066064371	0.0660643704121965	-0.10784867306606437	0.33483907396950874	0.4105025409373235	0.38226990400903443	0.15979672501411632	0.11688311688311688	0.003952569169960474	0.20383963862224733	0.15753811405985318	-0.20045172219085264	-0.19141727837380013	-0.163184641445511	0.11236589497459062	-0.25352907961603616	-0.19593450028232637	-0.16883116883116883	-0.1857707509881423	-0.14963297571993225	-0.04799548277809147	-0.10333145115753811	-0.20045172219085264	-0.17447769621682666	-0.053642010163749296	-0.22077922077922077	-0.07284020327498589	0.07509881422924901
NtrC	-0.7865612648221344	-0.7199322416713722	-0.8046301524562394	-0.7075098814229249	-0.7922077922077922	-0.8769057029926595	-0.8757763975155279	-0.911914172783738	-0.9209486166007905	-0.8407679277244494	-0.8272162619988707	-0.8757763975155279	-0.8769057029926595	-0.8893280632411067	-0.8452851496329757	-0.8565782044042913	-0.8328627893845285	-0.8667419536984754	-0.9062676453980801	-0.7605872388481084	-0.6702428006775832	-0.7391304347826086	-0.8712591756070017	-0.8136645962732919	-0.7312252964426877	-0.6341050254093732	-0.46809712027103334	-0.6453980801806889	-0.3585544889892716	-0.5448898927159797	-0.48842461885940147	0.5189158667419537	0.4138904573687182	0.4906832298136646	0.6713721061547149	0.6103896103896104	0.823828345567476	0.7233201581027668	0.7447769621682665	0.6883116883116883	0.7763975155279503	0.7899491812535291	0.7380011293054771	0.8328627893845285	0.8531902879728966	0.9232072275550537	1.0	0.6149068322981367	0.6600790513833992	0.6792772444946358	0.585544889892716	0.7029926595143986	0.5934500282326369	0.5313382269904009	0.46357989836250707	0.6533032185206098	0.435347261434218	0.4409937888198758	0.16544325239977414	0.1665725578769057	0.09881422924901186	0.13269339356295878	-0.024280067758328628	0.44438170525127046	0.3608130999435347	0.37775268210050816	0.1101072840203275	0.16770186335403728	0.1101072840203275	0.14059853190287974	0.044607566346696784	-0.16544325239977414	-0.32919254658385094	-0.269339356295878	-0.0016939582156973462	-0.2704686617730096	-0.0660643704121965	-0.1541501976284585	-0.1756070016939582	-0.0660643704121965	0.019762845849802372	-0.2523997741389046	-0.12478825522303783	-0.16092603049124787	-0.1281761716544325	-0.11688311688311688	-0.054771315640880856	0.22190852625635235
NifA	-0.46696781479390176	-0.5019762845849802	-0.5279503105590062	-0.5957086391869001	-0.6318464144551101	-0.5866741953698476	-0.5053642010163749	-0.5832862789384529	-0.5663466967814794	-0.6363636363636364	-0.6318464144551101	-0.5753811405985318	-0.551665725578769	-0.6103896103896104	-0.6070016939582157	-0.5798983625070582	-0.5629587803500847	-0.7007340485601355	-0.6815358554488989	-0.6024844720496895	-0.4048560135516657	-0.5979672501411631	-0.6058723884810842	-0.4805194805194805	-0.5358554488989271	-0.5268210050818747	-0.5787690570299266	-0.7459062676453981	-0.383399209486166	-0.2365894974590627	-0.2919254658385093	0.3935629587803501	0.49858836815358554	0.4048560135516657	0.4048560135516657	0.2422360248447205	0.639751552795031	0.49520045172219085	0.35968379446640314	0.5866741953698476	0.5245623941276115	0.541501976284585	0.611518915866742	0.6894409937888198	0.6284584980237155	0.5708639186900056	0.6149068322981367	1.0	0.6713721061547149	0.47148503670242803	0.5527950310559007	0.5765104460756635	0.30660643704121965	0.4624505928853755	0.4308300395256917	0.25578769057029926	0.48955392433653305	0.42292490118577075	0.435347261434218	0.08977978543195934	0.1857707509881423	0.4432523997741389	0.2546583850931677	0.2106154714850367	0.24449463579898362	-0.14624505928853754	-0.1789949181253529	-0.033314511575381144	0.0818746470920384	0.16431394692264256	-0.21626199887069453	-0.3167701863354037	-0.08752117447769622	-0.13156408808582723	-0.3178994918125353	-0.5098814229249012	-0.10107284020327499	-0.20722755505364202	-0.3020892151326934	0.04912478825522304	-0.19254658385093168	-0.5426312817617166	-0.6239412761151891	-0.44438170525127046	-0.5110107284020328	0.20948616600790515	0.06945228684359118	0.08413325804630152
PdxR	-0.5765104460756635	-0.6341050254093732	-0.6058723884810842	-0.6137775268210051	-0.7165443252399775	-0.7063805759457933	-0.6679841897233202	-0.6668548842461886	-0.6273291925465838	-0.7108977978543196	-0.7278373800112931	-0.6363636363636364	-0.6804065499717674	-0.7199322416713722	-0.7843026538678712	-0.7425183512140033	-0.7662337662337663	-0.7221908526256352	-0.7617165443252399	-0.6702428006775832	-0.36984754376058726	-0.39695087521174477	-0.5279503105590062	-0.5369847543760587	-0.5471485036702428	-0.6442687747035574	-0.6261998870694523	-0.5019762845849802	-0.38226990400903443	-0.2738565782044043	-0.42970073404856013	0.3167701863354037	0.709768492377188	0.48955392433653305	0.4658385093167702	0.33145115753811405	0.7481648785996612	0.5550536420101637	0.5708639186900056	0.6984754376058724	0.567476002258611	0.6228119706380576	0.5527950310559007	0.6070016939582157	0.6329757199322417	0.709768492377188	0.6600790513833992	0.6713721061547149	1.0	0.5505364201016375	0.6600790513833992	0.5324675324675324	0.5866741953698476	0.6860530773574252	0.5392433653303218	0.36645962732919257	0.4522868435911914	0.39695087521174477	0.19593450028232637	0.14850367024280067	0.2230378317334839	0.39808018068887635	0.11123658949745906	0.0016939582156973462	0.13269339356295878	-0.1225296442687747	-0.11914172783738002	0.10333145115753811	0.12365894974590627	0.08752117447769622	0.06945228684359118	-0.20496894409937888	0.023150762281197064	0.08865047995482778	-0.25804630152456237	-0.4590626764539808	-0.23771880293619424	-0.1225296442687747	-0.22416713721061546	-0.13382269904009034	-0.09655561829474874	-0.09090909090909091	-0.33258046301524563	-0.4127611518915867	-0.42970073404856013	0.03896103896103896	-0.1789949181253529	-0.15979672501411632
ZntR	-0.6431394692264257	-0.5324675324675324	-0.6408808582721626	-0.7741389045736872	-0.5223037831733484	-0.7549407114624506	-0.7459062676453981	-0.6521739130434783	-0.6499153020892151	-0.5990965556182948	-0.6589497459062676	-0.7210615471485037	-0.6589497459062676	-0.6408808582721626	-0.6453980801806889	-0.6318464144551101	-0.7063805759457933	-0.6837944664031621	-0.7470355731225297	-0.6804065499717674	-0.5629587803500847	-0.5042348955392434	-0.6047430830039525	-0.37323546019198195	-0.37775268210050816	-0.4624505928853755	-0.6589497459062676	-0.5957086391869001	-0.5923207227555054	-0.6386222473178995	-0.5245623941276115	0.4105025409373235	0.5347261434217956	0.2490118577075099	0.5121400338791643	0.43195934500282324	0.7007340485601355	0.5098814229249012	0.551665725578769	0.5663466967814794	0.6984754376058724	0.541501976284585	0.5787690570299266	0.5719932241671372	0.5437605872388481	0.6713721061547149	0.6792772444946358	0.47148503670242803	0.5505364201016375	1.0	0.4997176736307171	0.6228119706380576	0.5652173913043478	0.3867871259175607	0.525691699604743	0.6261998870694523	0.37662337662337664	0.35064935064935066	0.3856578204404291	0.14624505928853754	0.269339356295878	0.14624505928853754	-0.044607566346696784	0.4025974025974026	0.269339356295878	0.1417278373800113	-0.07961603613777526	-0.08977978543195934	0.0220214568040655	0.007340485601355167	0.18351214003387917	-0.09994353472614342	0.09655561829474874	0.08300395256916997	-0.06267645398080181	-0.1767363071710898	-0.34726143421795597	-0.32806324110671936	-0.2230378317334839	-0.14624505928853754	-0.25804630152456237	-0.31225296442687744	-0.3924336533032185	-0.06832298136645963	0.09768492377188029	-0.04686617730095991	-0.12478825522303783	-0.07961603613777526
FnrN_FixK	-0.47148503670242803	-0.4748729531338227	-0.5392433653303218	-0.7684923771880293	-0.6374929418407679	-0.7142857142857143	-0.6453980801806889	-0.6860530773574252	-0.6250705815923208	-0.7154150197628458	-0.6928289102202145	-0.6623376623376623	-0.6815358554488989	-0.7075098814229249	-0.8035008469791078	-0.7120271033314511	-0.7899491812535291	-0.7594579333709769	-0.7402597402597403	-0.7594579333709769	-0.7809147374364765	-0.6996047430830039	-0.4906832298136646	-0.47148503670242803	-0.611518915866742	-0.6205533596837944	-0.39808018068887635	-0.5392433653303218	-0.5189158667419537	-0.3879164313946923	-0.5053642010163749	-0.042348955392433656	0.49407114624505927	0.44776962168266515	0.4613212874082439	0.3856578204404291	0.4782608695652174	0.5437605872388481	0.6589497459062676	0.7651044607566346	0.6047430830039525	0.6623376623376623	0.6691134952004517	0.5979672501411631	0.48616600790513836	0.5866741953698476	0.585544889892716	0.5527950310559007	0.6600790513833992	0.4997176736307171	1.0	0.7910784867306606	0.339356295878035	0.47939017504234893	0.17786561264822134	0.4500282326369283	0.5381140598531903	0.4376058723884811	0.2264257481648786	0.22416713721061546	0.3901750423489554	0.1259175607001694	0.17221908526256352	0.3201581027667984	0.3427442123094297	0.11123658949745906	0.025409373235460192	0.49632975719932243	0.3709768492377188	0.11575381140598531	0.06832298136645963	0.12365894974590627	0.025409373235460192	-0.0378317334839074	-0.08865047995482778	-0.043478260869565216	-0.25804630152456237	-0.18690005646527386	-0.2264257481648786	-0.08977978543195934	-0.2264257481648786	-0.3958215697346132	-0.3337097684923772	-0.4048560135516657	-0.2670807453416149	-0.07284020327498589	0.042348955392433656	-0.04799548277809147
HrcA	-0.5313382269904009	-0.5832862789384529	-0.691699604743083	-0.7018633540372671	-0.6600790513833992	-0.7684923771880293	-0.6962168266516092	-0.717673630717109	-0.6996047430830039	-0.7346132128740824	-0.6668548842461886	-0.6973461321287409	-0.6781479390175043	-0.6815358554488989	-0.771880293619424	-0.7425183512140033	-0.691699604743083	-0.771880293619424	-0.7380011293054771	-0.6894409937888198	-0.7673630717108978	-0.6679841897233202	-0.6510446075663467	-0.6973461321287409	-0.5686053077357425	-0.6205533596837944	-0.4601919819311124	-0.6702428006775832	-0.41953698475437606	-0.4613212874082439	-0.39469226425748166	0.19254658385093168	0.4364765669113495	0.4500282326369283	0.45115753811405984	0.4816487859966121	0.5753811405985318	0.44664031620553357	0.5098814229249012	0.6792772444946358	0.6103896103896104	0.7142857142857143	0.7142857142857143	0.6634669678147939	0.5561829474872954	0.6871823828345568	0.7029926595143986	0.5765104460756635	0.5324675324675324	0.6228119706380576	0.7910784867306606	1.0	0.3743647656691135	0.27498588368153587	0.36984754376058726	0.40372670807453415	0.5031055900621118	0.45115753811405984	0.22077922077922077	0.2140033879164314	0.313382269904009	0.0942970073404856	0.30321852060982496	0.3924336533032185	0.3145115753811406	0.25804630152456237	0.1756070016939582	0.22529644268774704	0.05815923207227555	-0.018633540372670808	0.07509881422924901	-0.11123658949745906	0.055900621118012424	-0.1756070016939582	-0.043478260869565216	-0.13382269904009034	-0.37775268210050816	0.007340485601355167	0.007340485601355167	-0.07058159232072275	-0.1101072840203275	-0.3867871259175607	-0.3111236589497459	-0.25352907961603616	-0.15189158667419536	-0.009599096555618294	0.11349520045172219	0.042348955392433656
GlcC	-0.6081309994353472	-0.5866741953698476	-0.525691699604743	-0.5381140598531903	-0.49407114624505927	-0.4601919819311124	-0.5731225296442688	-0.541501976284585	-0.5561829474872954	-0.5561829474872954	-0.5279503105590062	-0.5584415584415584	-0.5821569734613213	-0.5629587803500847	-0.5358554488989271	-0.5211744776962168	-0.6668548842461886	-0.5290796160361377	-0.6081309994353472	-0.6578204404291361	-0.3145115753811406	-0.3382269904009034	-0.47261434217955955	-0.3269339356295878	-0.48955392433653305	-0.5968379446640316	-0.3382269904009034	-0.3269339356295878	-0.365330321852061	-0.21513269339356295	-0.30999435347261434	0.3495200451722191	0.4048560135516657	0.21964991530208922	0.3359683794466403	0.5076228119706381	0.5686053077357425	0.43195934500282324	0.35403726708074534	0.44776962168266515	0.49520045172219085	0.47600225861095424	0.20609824957651043	0.32806324110671936	0.42066629023150764	0.49520045172219085	0.5934500282326369	0.30660643704121965	0.5866741953698476	0.5652173913043478	0.339356295878035	0.3743647656691135	1.0	0.39469226425748166	0.39920948616600793	0.611518915866742	0.32806324110671936	0.47939017504234893	0.10446075663466968	0.28063241106719367	0.20948616600790515	0.1665725578769057	-0.12365894974590627	0.03557312252964427	-0.26143421795595706	0.017504234895539244	0.055900621118012424	0.053642010163749296	0.1281761716544325	-0.11462450592885376	0.16770186335403728	-0.17108977978543197	0.011857707509881422	0.17334839073969507	-0.5019762845849802	-0.36984754376058726	-0.08752117447769622	0.189158667419537	-0.25014116318464147	0.13156408808582723	0.044607566346696784	-0.13608130999435347	-0.09203839638622248	-0.14850367024280067	-0.005081874647092038	-0.1281761716544325	-0.5019762845849802	0.04121964991530209
LiuQ	-0.5923207227555054	-0.47261434217955955	-0.3709768492377188	-0.49520045172219085	-0.5268210050818747	-0.5324675324675324	-0.5166572557876906	-0.5403726708074534	-0.42518351214003386	-0.49181253529079616	-0.5019762845849802	-0.46357989836250707	-0.5132693393562959	-0.5347261434217956	-0.6171654432523997	-0.5482778091473743	-0.6318464144551101	-0.6408808582721626	-0.5878035008469791	-0.4522868435911914	-0.163184641445511	-0.32241671372106157	-0.44551101072840205	-0.3675889328063241	-0.23207227555053642	-0.6024844720496895	-0.5640880858272163	-0.12704686617730096	-0.3167701863354037	-0.24336533032185206	-0.26143421795595706	0.1789949181253529	0.3020892151326934	0.012987012987012988	0.525691699604743	0.44212309429700736	0.47600225861095424	0.4398644833427442	0.41953698475437606	0.5358554488989271	0.39920948616600793	0.40711462450592883	0.41953698475437606	0.42405420666290233	0.549407114624506	0.5392433653303218	0.5313382269904009	0.4624505928853755	0.6860530773574252	0.3867871259175607	0.47939017504234893	0.27498588368153587	0.39469226425748166	1.0	0.23997741389045738	0.3337097684923772	0.1417278373800113	0.22190852625635235	0.20045172219085264	0.04121964991530209	0.08074534161490683	0.4082439299830604	-0.023150762281197064	0.04009034443817053	0.45115753811405984	0.1857707509881423	0.1067193675889328	0.20496894409937888	0.19480519480519481	0.0378317334839074	0.10107284020327499	-0.1541501976284585	-0.026538678712591756	-0.0378317334839074	-0.1857707509881423	-0.2365894974590627	0.07622811970638058	-0.38114059853190285	-0.3856578204404291	0.08639186900056466	0.0220214568040655	0.10107284020327499	-0.1293054771315641	-0.07171089779785432	-0.28176171654432525	-0.031055900621118012	-0.30547713156408807	0.009599096555618294
NmlR	-0.6002258610954263	-0.4624505928853755	-0.5392433653303218	-0.4364765669113495	-0.551665725578769	-0.48616600790513836	-0.5708639186900056	-0.4161490683229814	-0.46809712027103334	-0.49858836815358554	-0.5211744776962168	-0.5177865612648221	-0.49294184076792774	-0.5019762845849802	-0.5200451722190853	-0.55957086391869	-0.4025974025974026	-0.4771315640880858	-0.5031055900621118	-0.3178994918125353	-0.24449463579898362	-0.2636928289102202	-0.383399209486166	-0.4839073969508752	-0.16770186335403728	-0.2761151891586674	-0.5697346132128741	-0.5031055900621118	-0.2727272727272727	-0.4805194805194805	-0.44664031620553357	0.3404856013551666	0.22981366459627328	0.13382269904009034	0.2015810276679842	0.1767363071710898	0.6871823828345568	0.4409937888198758	0.2919254658385093	0.3958215697346132	0.37888198757763975	0.43195934500282324	0.3687182382834557	0.3450028232636928	0.40372670807453415	0.4906832298136646	0.46357989836250707	0.4308300395256917	0.5392433653303218	0.525691699604743	0.17786561264822134	0.36984754376058726	0.39920948616600793	0.23997741389045738	1.0	0.3608130999435347	0.49181253529079616	0.49520045172219085	0.09090909090909091	0.3416149068322981	0.5076228119706381	0.30773574251835123	0.2490118577075099	0.11349520045172219	0.09316770186335403	-0.19706380575945792	-0.18690005646527386	-0.22416713721061546	-0.3370976849237719	-0.15753811405985318	-0.05251270468661773	0.014116318464144552	0.3111236589497459	0.015245623941276116	-0.16205533596837945	-0.6092603049124788	-0.37775268210050816	-0.13608130999435347	0.04009034443817053	-0.4432523997741389	-0.10559006211180125	-0.043478260869565216	-0.28063241106719367	-0.30434782608695654	-0.14398644833427443	-0.08300395256916997	-0.14511575381140598	-0.277244494635799
PaaR	-0.7086391869000565	-0.6374929418407679	-0.6736307171089779	-0.7255787690570299	-0.6103896103896104	-0.5437605872388481	-0.6984754376058724	-0.7108977978543196	-0.6510446075663467	-0.6499153020892151	-0.6939582156973462	-0.7459062676453981	-0.7459062676453981	-0.7233201581027668	-0.6273291925465838	-0.5697346132128741	-0.7492941840767928	-0.6713721061547149	-0.6736307171089779	-0.6792772444946358	-0.6273291925465838	-0.6273291925465838	-0.37210615471485037	-0.30547713156408807	-0.42066629023150764	-0.37210615471485037	-0.28063241106719367	-0.47939017504234893	-0.6194240542066629	-0.6510446075663467	-0.6329757199322417	0.3495200451722191	0.22981366459627328	0.28176171654432525	0.4906832298136646	0.5550536420101637	0.6228119706380576	0.7775268210050819	0.7154150197628458	0.44664031620553357	0.6758893280632411	0.5652173913043478	0.45115753811405984	0.4613212874082439	0.603613777526821	0.5392433653303218	0.6533032185206098	0.25578769057029926	0.36645962732919257	0.6261998870694523	0.4500282326369283	0.40372670807453415	0.611518915866742	0.3337097684923772	0.3608130999435347	1.0	0.5719932241671372	0.6250705815923208	-0.11236589497459062	0.28176171654432525	0.24449463579898362	0.14850367024280067	-0.0942970073404856	0.2365894974590627	0.03670242800677583	0.19932241671372106	0.06945228684359118	0.22190852625635235	0.21513269339356295	-0.057029926595143984	-0.08977978543195934	0.15866741953698477	-0.20383963862224733	-0.3404856013551666	-0.18012422360248448	-0.06945228684359118	0.0660643704121965	-0.20496894409937888	-0.2795031055900621	-0.25804630152456237	-0.22868435911914173	-0.14285714285714285	-0.06945228684359118	-0.15189158667419536	0.05138339920948617	-0.38226990400903443	-0.30886504799548276	-0.13156408808582723
BioQ	-0.6499153020892151	-0.5471485036702428	-0.5335968379446641	-0.6747600225861096	-0.6600790513833992	-0.46922642574816487	-0.6250705815923208	-0.6070016939582157	-0.6182947487295314	-0.603613777526821	-0.7221908526256352	-0.6453980801806889	-0.6566911349520045	-0.6996047430830039	-0.655561829474873	-0.6453980801806889	-0.5911914172783738	-0.629587803500847	-0.5979672501411631	-0.5731225296442688	-0.5934500282326369	-0.5505364201016375	-0.26595143986448333	-0.4138904573687182	-0.40372670807453415	-0.5200451722190853	-0.4048560135516657	-0.6928289102202145	-0.6081309994353472	-0.5844155844155844	-0.611518915866742	0.25917560700169395	0.40711462450592883	0.3337097684923772	0.4138904573687182	0.4748729531338227	0.6329757199322417	0.7165443252399775	0.549407114624506	0.5460191981931113	0.6533032185206098	0.7447769621682665	0.4647092038396386	0.4906832298136646	0.4850367024280068	0.4805194805194805	0.435347261434218	0.48955392433653305	0.4522868435911914	0.37662337662337664	0.5381140598531903	0.5031055900621118	0.32806324110671936	0.1417278373800113	0.49181253529079616	0.5719932241671372	1.0	0.7312252964426877	-0.13721061547148503	0.5076228119706381	0.409373235460192	0.13043478260869565	0.16996047430830039	0.06380575945793338	-0.11123658949745906	-0.06719367588932806	-0.000564652738565782	0.15979672501411632	-0.04121964991530209	0.042348955392433656	-0.26030491247882553	0.08300395256916997	0.08526256352343309	-0.14398644833427443	-0.14737436476566912	-0.3235460191981931	-0.25917560700169395	-0.1767363071710898	-0.14059853190287974	-0.2648221343873518	-0.16544325239977414	-0.25691699604743085	-0.3901750423489554	-0.4184076792772445	-0.34839073969508755	-0.35968379446640314	-0.09542631281761717	-0.14398644833427443
FruR	-0.5708639186900056	-0.6521739130434783	-0.55957086391869	-0.7120271033314511	-0.6905702992659515	-0.4805194805194805	-0.6318464144551101	-0.6182947487295314	-0.6160361377752682	-0.6691134952004517	-0.6465273856578204	-0.655561829474873	-0.6894409937888198	-0.691699604743083	-0.665725578769057	-0.5798983625070582	-0.6171654432523997	-0.611518915866742	-0.6205533596837944	-0.37888198757763975	-0.5765104460756635	-0.5832862789384529	-0.30660643704121965	-0.42405420666290233	-0.22755505364201017	-0.42970073404856013	-0.26143421795595706	-0.5539243365330322	-0.5189158667419537	-0.5832862789384529	-0.6363636363636364	0.3235460191981931	0.14737436476566912	0.11575381140598531	0.409373235460192	0.4342179559570864	0.6092603049124788	0.7402597402597403	0.5878035008469791	0.6250705815923208	0.6160361377752682	0.6374929418407679	0.3359683794466403	0.35177865612648224	0.4138904573687182	0.3687182382834557	0.4409937888198758	0.42292490118577075	0.39695087521174477	0.35064935064935066	0.4376058723884811	0.45115753811405984	0.47939017504234893	0.22190852625635235	0.49520045172219085	0.6250705815923208	0.7312252964426877	1.0	0.007340485601355167	0.5957086391869001	0.26030491247882553	0.3404856013551666	0.1880293619424054	0.30434782608695654	-0.14511575381140598	-0.21174477696216826	-0.07396950875211744	0.0220214568040655	-0.14850367024280067	-0.21626199887069453	-0.41953698475437606	-0.07509881422924901	-0.006211180124223602	-0.21174477696216826	-0.47148503670242803	-0.3156408808582722	-0.28063241106719367	-0.16092603049124787	-0.33483907396950874	-0.251270468661773	-0.17221908526256352	-0.19254658385093168	-0.19367588932806323	-0.2795031055900621	-0.1981931112365895	-0.04009034443817053	-0.045736871823828344	0.03896103896103896
