	CueR	FruR	MerR	FadP	AcnR	NifA	FadR	GntR	BioQ	NnrR	NtrC	PurR	LiuR	RbsR	LtbR	ZntR	NmlR	PaaR	RutR	FixJ	GlcC	DasR	PhnR	PdxR	FnrN_FixK	HrcA	FabR	QorR	PrpR	CadR-PbrR	GguR	TtrR	CsoR	HcpR	MetJ	NorR	TyrR	CcpA	HisR	PsrA	NiaR	HutC	PhnF	HexR	HypR	XylR	IscR	MetR	BirA	RbkR	MntR	ThiR	KdgR	NagC	FUR	SahR_SamR	Zur	NsrR	NrtR	ArgR	Phr	NadQ	Rex	PhrR	AraR	CzrA	ModE	Irr	SiaR	AgaR	GulR	AmtR	VanR	CblR	PhsR	LexA	SdaR	SoxR	NarP	TrpR	NrdR	NagQ	NikR	NagR	LiuQ	ExuR_UxuR	LldR	PdhR
FabR	0.28853102329079283	0.3168712645108029	0.2872983471962273	0.39624881962782227	0.2842110024823156	0.20321626680086627	0.3134220332370187	0.48577050737626587	0.22292777535891795	0.4569100542264392	0.3956946808330176	0.47672334337945504	0.461750286964733	0.3743094469355559	0.19850043256752858	0.17293088532154186	0.4132687968968228	0.22144630225444017	0.05138223702438776	0.27336571464113857	0.20479952050030817	0.10577831055521314	0.06362983528507048	0.25419703592289555	0.21520375909664066	0.32469706136804427	1.0	0.18880865813594494	-0.08141882149379986	-0.012241943783184715	0.05210601014413263	-0.08899582134112898	0.0910088153304194	0.04438199388185535	0.2009092399816795	0.0892672362610333	0.02499844501868805	-0.3042617796902477	-0.07835409468988018	-0.13299896523061785	-0.125636835528213	-0.11237143131788907	-0.17501173304080836	-0.08309254683320988	-0.021470051059931806	-0.28248073236792554	-0.5085128158732493	-0.549111964308938	-0.311985795952525	-0.4150782296961849	-0.4228474817784463	-0.39913260315180576	-0.4975883653471001	-0.47092184946650006	-0.48500149843653695	-0.40920888205325384	-0.3916913107644288	-0.3841030019621037	-0.39799039869720837	-0.3356667477141775	-0.34491747290091657	-0.3246405165930642	-0.2737841459759911	-0.11448620590214362	-0.310323379568111	-0.15863636620658067	-0.1756902703405692	-0.44838310215944494	-0.40591797614941394	-0.44561240818542164	-0.46941775845203026	-0.028221497192551924	-0.16251533777021335	-0.08892796761115289	-0.08480019903760792	-0.01945705707064139	0.230448230431267	-0.16360099744983064	-0.14473766051648	0.08141882149379986	-0.08697151839684254	0.11951869087536966	0.27208780272658906	-0.22619606335276587	-0.19021096855545064	-0.29737462609767545	-0.29221774261949324	-0.11748307897608722
QorR	0.2855567681268412	0.21970472318505407	0.21028436367337477	0.17464984648093593	0.18896698350588914	0.2335355751451787	0.29596100672317377	0.4261836235022703	0.26098240892050373	0.3129809839921742	0.4184030624650129	0.24296724361185404	0.275378708630429	0.18471481642738802	0.2203719515298189	0.1657270809890812	0.16586278844903338	0.17934306280428158	-0.003534048436254248	0.1804513403938909	0.190516310340343	0.1579125930868358	0.18978122826560212	0.21626680086626596	0.37641291256481446	0.4107355909777157	0.18880865813594494	1.0	-0.12336373557401428	0.03447534930534744	-0.1492612425148854	-0.11036974628359467	0.17256899876166942	0.10598187174514138	0.13965993972326987	0.021583140609891943	-0.16616813023392574	0.007299930449926774	-0.05892531000672883	-0.0652243979395084	-0.17008102866254643	-0.1739600002261791	-0.24512725401609264	-0.2584718209113887	-0.2447653674562202	-0.240411419782755	-0.30893237810360136	-0.33222882539538934	-0.23346772141520264	-0.18716885966152297	-0.2546607030777321	-0.24726464651033922	-0.30045066185659114	-0.3450305624508767	-0.3189181853650813	-0.3251268016578928	-0.26144607607534026	-0.2968431052128628	-0.28614483378663397	-0.2610163357854917	-0.27864699662427694	-0.2080791174491521	-0.17856274490955662	-0.2914148068147763	-0.32476491509802036	-0.2415875511023404	-0.20983200547353423	-0.44015018292234703	-0.44288695003138234	-0.464204330198868	-0.3842160915120638	0.08014090957925032	-0.20721963686945508	0.07173835601721223	-0.07726843501026287	-0.11721166405618288	0.2826842935578538	0.08213128565854873	0.09688947192834646	-0.050794171364595055	-0.0724621291369571	0.007367784179902856	0.1847713612023681	-0.10270227479629745	-0.06441015317979543	-0.023234248039309926	-0.05161972507930405	0.09566810478877699
PrpR	0.190516310340343	0.13399415327026706	0.16209690643536084	0.2686385714528049	0.1868522089216346	0.23182792294078067	0.1786305986395327	0.04892819379025281	0.17557718079060905	0.16853170182809257	0.16404204669467518	0.054854086208163934	0.12152037590966407	0.1282831309972802	0.2496734539244901	0.03876144324883659	0.14688636196572255	0.17872107027950082	0.32597497328259384	0.20348768172077059	0.23729014820385522	0.3186806973101651	0.39322932864388666	0.16844123018812446	0.21427642478696757	0.08647392437701794	-0.08141882149379986	-0.12336373557401428	1.0	0.024580013683835545	0.045625978931416844	0.18427376718254349	0.110641161203499	0.18499754030228838	0.15378482451329084	0.16061543333088307	-0.09270515857982144	-0.16890489734296102	-0.1886050969460167	-0.1889443655958971	-0.06577853673431307	-0.2180309978456441	-0.23108153191104375	-0.1321281756959248	-0.08071766628404703	-0.16650739888380614	-0.14828867238522825	-0.17775980910483966	-0.1866712656416984	-0.2252913469530848	-0.20660895329967036	-0.22053027689976307	-0.1645622586244918	-0.191341864055052	-0.20555722048504108	-0.1853594268621608	-0.22892152150680517	-0.23938230487811774	-0.23745978252879543	-0.2649518521241045	-0.23657768403910637	-0.22157070075939633	-0.18054181203385902	-0.15710965728211884	-0.19103652227015963	-0.26926056397758563	-0.18832237307111635	-0.19007526109549847	-0.13242220852582118	-0.029420246422129363	-0.26043957908069504	0.015103109397176155	-0.00986706323402186	0.06790462027356362	0.0912576123403317	0.07007593963279823	-0.19669099976816642	-0.12483389972349605	-0.004099496186054928	-0.22144630225444017	0.06569937404934097	-0.14640007690089396	-0.14103963223278354	-0.05526120858802042	0.034158698565459056	0.05383628025852271	0.04170177154780012	0.013112733317877762
CadR-PbrR	0.3181378674703564	0.20805649953916008	0.2574992507817315	0.16103386466573558	0.19117222973011178	0.1836970104777468	0.24495761969115243	0.08828335717638011	0.08336396175311421	0.02399194802404284	0.1305449219964829	0.04649676846610989	0.12879203397210082	0.07109374558243946	0.18540466268214487	0.23723360342887514	0.09882330323266479	0.22392296339856715	0.17693425539013066	0.2552035329175408	0.259568789546002	0.28363424577751895	0.29155051427472845	0.04705090726091456	0.1262814459629858	0.15319675885349815	-0.012241943783184715	0.03447534930534744	0.024580013683835545	1.0	0.24896098975974126	0.21300982182741404	0.25123408971393996	0.20776246670926374	0.10495275684050415	0.26008900147581865	-0.30071076782149947	-0.35488066225240456	-0.24616767787572588	-0.41442231030641613	-0.04511707595659623	0.10620805084506166	0.06781414863359551	-0.043703456582094534	-0.007232076719950693	-0.2549999717276125	-0.1463322231709179	-0.2302899050613228	-0.42141124449395256	-0.23631757807419806	-0.3298652538012225	-0.32960514783631417	-0.34324374756150655	-0.3476655489649479	-0.28647279348151833	-0.27215565645656514	-0.27607986384018185	-0.25527138664751686	-0.31678079287083477	-0.3091472482485256	-0.3193592346099259	-0.23800261236860407	-0.3048046095300564	-0.21658345160615433	-0.14442100977659159	-0.21725067995091912	-0.13771479946395554	-0.015736410876952916	0.002176973836732617	-0.2771768324747952	-0.21225212184268114	0.07636371861058179	0.2162328740012779	0.08405380800787103	-0.045671214751400895	-0.08952734222594161	-0.20037771909686686	-0.1362107084494857	0.02896788822228882	0.08542219156238867	0.4069018552340671	0.1420913650474128	0.1291199936669852	-0.05383628025852271	-0.11336661935753826	-0.011009267688619232	-0.07956415287445363	0.12142990426969597
GguR	0.20702738463452286	0.1890913820108453	0.39511792412822094	0.3283724717417487	0.29313376797417035	0.27502813102555257	0.033966446330526825	-0.04258387003748919	-0.011416390068475722	0.14031585911303865	0.05125783851943161	0.07485962759611198	0.144771587381468	0.24386065105653912	0.4353551860040373	0.31194056013254096	0.25072518673911937	0.2629727849998021	0.1088995821341129	0.3249571673329526	0.17643666137030609	0.15053915442943494	0.14805118433031195	-0.10022561365217048	-0.11147802387320399	0.05376842652854663	0.05210601014413263	-0.1492612425148854	0.045625978931416844	0.24896098975974126	1.0	0.37957941996369826	0.19401077743411121	0.21142656812797214	0.14358414710688658	0.2301994334213547	-0.23431589303990366	-0.37426421111557184	-0.36470814414394037	-0.42233857880362563	-0.24871219274982895	-0.02474964800877575	-0.04123810439296357	-0.08182594387365635	-0.20529711452013277	-0.3428592430916421	-0.19577497441348932	-0.20970760696857807	-0.4271561936319274	-0.3249684762879486	-0.3551520771723089	-0.33829042527325265	-0.30401298268033544	-0.26936234457254976	-0.27472278924066024	-0.26135560443537215	-0.27410079671587945	-0.23404447811999932	-0.31534455558634106	-0.33191217465550094	-0.30029233648664694	-0.3038207304454032	-0.3888188361954414	-0.2812593652283561	-0.202141916076245	-0.3070550915742631	-0.2775500279896636	0.06677372477396226	0.04813656694053186	-0.036296091059705625	-0.09107666906039548	-0.12155430277465211	0.005038139450724056	-0.038433483553952194	-0.042425544667544994	0.29185585605962083	-0.2633120536496825	-0.1909347416751955	-0.23274394829545775	-0.021040310770083292	0.07190799034215244	-0.03475807318024778	0.01881244663586861	0.017613697406291172	-0.10733894634466302	-0.16907453166790123	-0.1666431063437583	-0.22219269328417707
TtrR	0.22622999021775392	0.09733052117319099	0.29298675155922216	0.1734624062063545	0.20043426387184693	0.16401942878468315	0.17339455247637842	-0.06634398448411374	-0.026445991258177787	0.02683049572804225	-0.03454320303532352	0.04821572962550395	0.09012671684073033	0.01071523485872288	0.2889381456706493	0.2320314841307089	0.08481150799260394	0.12477735494851598	0.09722874057822686	0.2823110980429853	0.17736399567997918	0.2518334643287287	0.30385465731039124	0.08143013044879588	0.015442378047056561	-0.002176973836732617	-0.08899582134112898	-0.11036974628359467	0.18427376718254349	0.21300982182741404	0.37957941996369826	1.0	0.2665577237335384	0.19836472510757644	0.21461569343684797	0.15921312291137737	-0.2639001193094752	-0.27993621749382247	-0.14785893209537973	-0.34114028193224805	-0.043171935697281894	0.05868782195181254	-0.0643875352698034	-0.17049945999739893	-0.1288485787470809	-0.2654833730089171	-0.17181129877693652	-0.21244437407761335	-0.3312901821307202	-0.2682879938479285	-0.2510079106140197	-0.2511436180739719	-0.2523197493935573	-0.2490062255797253	-0.2022550056262051	-0.2185625187304567	-0.1853481179071648	-0.22596988425284562	-0.24459573313128	-0.2638322655794991	-0.2580760074865282	-0.3079711169289402	-0.3212139032292721	-0.11458798649710773	-0.11130838954826379	-0.2517203747787686	-0.13632379799944586	-0.14819820074526013	0.03897631339376085	-0.03587765972485313	-0.08762743778661133	-0.13881176809856885	0.06344889200513426	0.06643445612408186	0.2316243617508524	-0.039903647703433964	-0.21217295915770903	-0.01961538244058558	-0.19678147140813454	0.04058218500319478	0.24261666600697762	0.057500381677231115	0.031252297131483565	0.04776337142566341	-0.09354202124952644	0.011981837818276402	-0.14120926655772373	-0.14837914402519636
CsoR	0.3542473607726278	0.17098574506222752	0.3331787776150545	0.24980916138444226	0.30454450356514806	0.2519917896986729	0.24962821810450606	0.1907764163052513	0.20460726826537592	0.20837315027904846	0.1518283752989805	0.12292268632916975	0.15290272602360178	0.2242961589134356	0.266207146128662	0.2015086145964682	0.010817015453687002	0.18689744474161865	0.2189696411103132	0.40485493437978864	0.19549225053858899	0.34507579827086077	0.39065088690479555	0.2874453636111755	0.20209668025626093	0.13258053389576535	0.0910088153304194	0.17256899876166942	0.110641161203499	0.25123408971393996	0.19401077743411121	0.2665577237335384	1.0	0.39354597938377506	0.18637723281180202	0.28447110844722395	-0.1232958818440382	-0.3272189583321553	-0.16236832135526516	-0.3621523203148413	-0.14746311867051926	-0.04845321768042024	-0.1325126801657893	-0.11542484916681274	-0.10659255531492612	-0.41202481184726125	-0.32847425233671285	-0.33731785514359547	-0.4485866633493732	-0.333608517904903	-0.41994108034447075	-0.4119117222973011	-0.3872921272709795	-0.44687901114497514	-0.41044155814781935	-0.4067096029991349	-0.34499663558588867	-0.3895086824501982	-0.38233880498272554	-0.4190589818547817	-0.4262627861872424	-0.35812633233626046	-0.4310917099705402	-0.20361208022572674	-0.2348700318347083	-0.3970291375225472	-0.2528173434133819	-0.32929980605142184	-0.21417464419200344	-0.2692379460675936	-0.36243504418974165	0.15567341999762513	-0.0031608529213857993	0.17917342847934137	0.2513471792639001	0.08375977517797469	-0.1884354626210765	-0.2998173603768144	-0.002199591746724644	0.07939451854951343	0.3040469095453235	0.1618141825604605	0.14456802619153977	0.0608139054910631	-0.10791570304945972	0.1135588715924705	-0.12535411165331267	-0.06931823964806533
HcpR	0.32323820617355853	0.27899757422915333	0.3193931614749139	0.2834985383175668	0.2631537282797383	0.24645040175062624	0.3891694138003178	0.20984331442853024	0.167219863048555	0.23197493935572883	0.1809489344137155	0.2039965846955912	0.1395355412183137	0.3383243521382407	0.3239054345183233	0.16071721392584717	-0.01618876907679346	0.28725311137624326	0.26642201627358625	0.4804439895731435	0.2532357747482344	0.37255655891117384	0.4316006129453608	0.10936324928894946	0.3956607539680296	0.18140129261355603	0.04438199388185535	0.10598187174514138	0.18499754030228838	0.20776246670926374	0.21142656812797214	0.19836472510757644	0.39354597938377506	1.0	0.14740657389553918	0.1602535467710106	-0.272890738531306	-0.21250091885259342	-0.36621223515841017	-0.4217392041888369	-0.22792633346715596	-0.15752808861697135	-0.22151415598441626	-0.27546918027039713	-0.20824875177409233	-0.28372471741748706	-0.23930314219314563	-0.2230521738638741	-0.4547048080022166	-0.35578537865208565	-0.3556835980571215	-0.3772837020995075	-0.3680669037777564	-0.39265257193909	-0.34477045648596844	-0.31828488388530457	-0.30763184827905976	-0.40521682093966105	-0.3834697004823269	-0.4049793328847448	-0.41850484305997704	-0.39087706600471583	-0.4674726181927159	-0.2546493941227361	-0.297838293252512	-0.4322791502451216	-0.3342644372946718	-0.38697547653109116	-0.24224347049210918	-0.19152280733498822	-0.242107763032157	0.19519821770869264	-0.004721488710835675	0.2713527206518482	-0.0745429768562236	0.20610005032484974	-0.13792966960887978	-0.10710145828974674	-0.19163589688494834	-0.1907764163052513	0.07571910817580901	-0.08617989154712159	-0.03517650451510028	-0.027362016612854888	0.05861996822183646	0.1453483440862647	-0.15679300654223047	-0.16049103482592691
MetJ	0.31516361230640483	0.25864145523632887	0.19755048034786346	0.2567867866169827	0.2807165353885474	0.18730456712147514	0.30318742896562645	0.28738881883619544	0.3487512086445652	0.13864213377362863	0.2455004495309611	0.07715534546030274	0.18109595082866367	0.21288542332245788	0.20060389819678712	0.11111613731333156	0.14902375445996913	0.18333512391787438	0.2284465453969726	0.3883551690406048	0.26981470277239034	0.30453319461015205	0.31716529734069926	0.13315729060056206	0.20714047418448298	0.09751146445312721	0.2009092399816795	0.13965993972326987	0.15378482451329084	0.10495275684050415	0.14358414710688658	0.21461569343684797	0.18637723281180202	0.14740657389553918	1.0	0.18247564333817734	-0.16969652419268197	-0.10550689563530882	-0.17641404346031406	-0.34644418182537845	-0.20001583253699443	-0.05431125636835528	-0.13639165172942194	-0.20534235034011683	-0.10920492391900527	-0.22906853792175333	-0.3033457543355706	-0.34896607878948943	-0.2788618667692012	-0.33873147451809715	-0.31578560483118556	-0.322797156928714	-0.3517593906735048	-0.3378380670734121	-0.2942533545187757	-0.3026106722608297	-0.344442496791084	-0.33849398646318085	-0.34204499833192914	-0.34561862811066946	-0.3401111670276108	-0.3004958976765752	-0.3126417153422938	-0.20196097279630876	-0.236272342254214	-0.2683897744428926	-0.20145206982148814	-0.23767465267371968	-0.18824321038614428	-0.2548303374026723	-0.2938575410939152	-0.08448354829771955	-0.025360331578560484	-0.060960921906011274	-0.1039010240258749	0.016607200411645963	-0.02019213914538227	-0.07917964840458917	-0.09385867198941482	-0.006904117025066298	0.1072371657496989	0.010138478153926187	-0.031998688161220465	0.028583383752424356	-0.12243640126434117	-0.16132789749563192	-0.23250646024054147	-0.18532549999717277
NorR	0.3084121661737847	0.26625238194864603	0.34318720278652654	0.24804496440506416	0.24406421224646738	0.16438131534455558	0.2467557435355186	0.27660007576999845	0.19673623558815048	0.20429061752548755	0.16507116159931243	0.2865180293015024	0.23289096471040593	0.2167078501111105	0.2166399963811344	0.10921623287400128	0.07854634692481241	0.09622224358358165	0.1925066864196414	0.2910755381648959	0.10533726131036862	0.3484345579046768	0.31336548846203865	0.1712232331171438	0.08939163476598945	0.1744462852910077	0.0892672362610333	0.021583140609891943	0.16061543333088307	0.26008900147581865	0.2301994334213547	0.15921312291137737	0.28447110844722395	0.1602535467710106	0.18247564333817734	1.0	0.0037715364911705333	-0.1143957342621755	-0.1999253608970263	-0.2659922759837377	-0.2618984342751808	-0.2341801855799515	-0.18615105371188176	0.035504464209984675	-0.06696597700889449	-0.26512148644904465	-0.3488190623745413	-0.3454150669207412	-0.3407557774623836	-0.2673719684932514	-0.38524520641670107	-0.42923704135119395	-0.36184697852994896	-0.39672379573765487	-0.35626035476191825	-0.36709433364809924	-0.3350221372794047	-0.3464781086903665	-0.37557604989510945	-0.38181859305290894	-0.3808799497882398	-0.29269271872932584	-0.34914702206942566	-0.18920447156080542	-0.29305460528919824	-0.3653979903986972	-0.1677966197533517	-0.0448456610366919	-0.08096646329395932	-0.3254886882177652	-0.3225483599188017	0.05967170103646573	0.09740968385816309	0.01279608257798938	-0.04565990579640488	-0.08511684977749631	-0.2035668444057427	-0.11966570729031784	0.040073282028374166	-0.017274428756410765	0.24046796455773503	0.1465923291358262	-0.05107689523949539	0.10989477017376209	-0.0988346121876608	0.008634387139456379	-0.027067983782958535	-0.07718927232529078
TyrR	-0.562399986429254	-0.5437628285958236	-0.5620267909143856	-0.47092184946650006	-0.5344216317691164	-0.5061944800990664	-0.546635303164811	-0.28521749947696085	-0.32416554048323165	-0.41194564916228915	-0.4482247767895008	-0.30340229911055067	-0.3302158314060989	-0.40106643445612405	-0.338618384968137	-0.3987820255469293	-0.47590909861974207	-0.5364798615783909	-0.34439726097109996	-0.4902036177347032	-0.5987695856964337	-0.5413879480466608	-0.4755472120598696	-0.35700674579165514	-0.3703739305969432	-0.3685079530226009	0.02499844501868805	-0.16616813023392574	-0.09270515857982144	-0.30071076782149947	-0.23431589303990366	-0.2639001193094752	-0.1232958818440382	-0.272890738531306	-0.16969652419268197	0.0037715364911705333	1.0	0.5602965207999955	0.5779724174587647	0.4498080304889427	0.39937009120672207	0.412669422282034	0.2847199054571362	0.4113915103674845	0.40344131500528696	0.5177635410599883	0.38923726753029386	0.47492521953508887	0.589055193354858	0.5965530305172151	0.5513511373981487	0.5150380829059491	0.5269011766967673	0.5328723049346625	0.49098393562942816	0.5302599363305833	0.5337657123793476	0.5649784281683451	0.5979892678017088	0.5661093236679464	0.5731434936754669	0.455078003517085	0.4402745814273032	0.5313795228751887	0.5403135973220394	0.4959033310526941	0.5509892508382763	0.30883059750863723	0.25236498521354134	0.29848290368728475	0.36777287094786004	0.03730258805435084	-0.2089046711638611	-0.14046287552798684	0.16620205709891378	-0.024772265918767775	0.10899005377408101	-0.14086999790784333	0.34341338188644677	0.44928781855912603	0.04323978942725797	0.10413851208079117	0.11230357758791298	-0.00939208712418929	0.062351923370520944	0.034396186620375344	0.163080785520014	0.14215921877738888
CcpA	-0.5685972937670695	-0.5618910834544334	-0.6838242362214519	-0.7175588489745605	-0.6616021396542853	-0.6155068390905338	-0.4424345918315418	-0.30038280812661505	-0.4324374756150658	-0.5434009420359511	-0.4521489841731175	-0.39604525843789407	-0.48655082527099086	-0.43846514862794106	-0.5219478544085134	-0.4735681449355672	-0.5683371878021611	-0.5312890512352206	-0.3015023946712204	-0.4955301355378256	-0.5478453613493846	-0.5837286755517357	-0.3959208599329379	-0.4062459358442983	-0.2830687980277182	-0.3240298330232795	-0.3042617796902477	0.007299930449926774	-0.16890489734296102	-0.35488066225240456	-0.37426421111557184	-0.27993621749382247	-0.3272189583321553	-0.21250091885259342	-0.10550689563530882	-0.1143957342621755	0.5602965207999955	1.0	0.6343814849788805	0.5693210668868143	0.3736535275457871	0.32275192110872997	0.28089747866848364	0.3564299890868584	0.27540132654042104	0.683846854131444	0.5716733295259852	0.631452465634913	0.7435694454653917	0.7000186597757434	0.7323170352443582	0.6635133530486116	0.6967503717818955	0.6785316452833176	0.6758966587692464	0.6380116595326009	0.672266484215526	0.6305251313252399	0.6981979180213852	0.6650061351080854	0.6782602303634133	0.5594596581302904	0.5963494693272868	0.4893441371550062	0.5414784196866289	0.5233501648280191	0.5839774725616479	0.3471679549451233	0.2599759119258585	0.42841148763648496	0.5131042516016308	-0.03340099858072615	-0.2668856834284228	-0.09898162860260898	-0.038388247733968144	0.05314643400376588	0.12699391012773464	0.17585990466550938	0.42290402655342635	0.22462411860832	-0.06532617853447252	0.10770083290453546	-0.04463079089176765	0.25477379262769223	0.24055843619770315	0.25261378222345365	0.2194672351301378	0.13904925615348512
HisR	-0.579849703988103	-0.5690609609219061	-0.6460183996697785	-0.6294055447806346	-0.5310289452703123	-0.6216023658333851	-0.4469355559199552	-0.3463424012304143	-0.46487155854363277	-0.5195051201293744	-0.41520262820114107	-0.371052467896704	-0.3490113146094735	-0.5164743201904428	-0.5250125812124331	-0.45435423039734013	-0.5230561319981227	-0.5304521885655156	-0.4935171415485352	-0.5589620641104659	-0.5235424170629513	-0.6066745452386473	-0.4371306919384114	-0.3527998145331381	-0.277855369774556	-0.37005727985705483	-0.07835409468988018	-0.05892531000672883	-0.1886050969460167	-0.24616767787572588	-0.36470814414394037	-0.14785893209537973	-0.16236832135526516	-0.36621223515841017	-0.17641404346031406	-0.1999253608970263	0.5779724174587647	0.6343814849788805	1.0	0.6278675269011766	0.4712385002063884	0.37019298731700695	0.3551520771723089	0.48881261627019357	0.41743049233535573	0.6204601613787878	0.4599973989403509	0.46525606301349726	0.6892864614845265	0.6060186258488784	0.628150250776077	0.6346642088537808	0.574851145879865	0.5711983534161525	0.5620380998693816	0.5703614907464476	0.6196006807990908	0.6140479838960481	0.6578588755506047	0.6504854368932039	0.6395836042770467	0.49806334145693265	0.5734714533703513	0.5668104788776993	0.5605792446748958	0.5778932547737926	0.6302084805853515	0.2766453115899825	0.2580646985315322	0.3251041837479008	0.4283662518165009	-0.10247609569637718	-0.2419946734821969	-0.16328434670994227	0.0968442361083624	-0.1251279325533924	0.17192438832689666	0.09536276300388463	0.3755308140751254	0.3666985202232388	-0.07041520828267864	0.22909115583174536	0.13642557859440999	0.07346862613160231	-0.04283266704740148	0.10564260309526098	0.11548139394179281	0.10085891513194724
PsrA	-0.6084613601280173	-0.5238703767578357	-0.6152354241706295	-0.5535111478023873	-0.6134259913712673	-0.635591543163454	-0.49021492668969924	-0.3571650711615993	-0.41475027000130055	-0.4886882177652374	-0.41294083720193836	-0.3008125484164636	-0.41790546844518833	-0.4568082736314751	-0.49952219665141845	-0.36968408434218636	-0.34160394908708464	-0.5067033830738871	-0.46983618978688274	-0.6379664237126168	-0.5350436242938971	-0.5814442666425409	-0.5146648873910806	-0.27397639821092334	-0.4075803925338279	-0.3073151975391714	-0.13299896523061785	-0.0652243979395084	-0.1889443655958971	-0.41442231030641613	-0.42233857880362563	-0.34114028193224805	-0.3621523203148413	-0.4217392041888369	-0.34644418182537845	-0.2659922759837377	0.4498080304889427	0.5693210668868143	0.6278675269011766	1.0	0.3200377719096867	0.23351295723518667	0.2996590350068702	0.4575885915262	0.3722738350362735	0.6387241236973498	0.5674890161774602	0.6025015408451182	0.7307224725899203	0.6177233942697525	0.6966033553669473	0.6781471408134532	0.6668608037274316	0.6574178263057602	0.6338047282740839	0.6176103047197924	0.6158574166954103	0.6251646866571294	0.6731033468852311	0.6673018529722761	0.6831683168316832	0.5880826232252009	0.6325155074045383	0.5411843868567325	0.5176278336000362	0.5588942103804898	0.528292178161277	0.3746034797654523	0.3888301451504374	0.41799594008515645	0.49166247292918897	-0.14669410973079033	-0.158896472171489	-0.05206077432414858	-0.07406800074639103	-0.13016041752661844	0.22261112461902957	0.20230024144618916	0.24635993011065813	0.1797841120491261	-0.17219580324680098	0.04086490887809512	0.07915703049459714	0.06277035470537345	0.15147779769410408	0.1525747663287174	0.2604848149006791	0.1743784315610316
NiaR	-0.5768075950941753	-0.6159252704253864	-0.5991880170312862	-0.5643225087785764	-0.5069069442638153	-0.5378934809528926	-0.4440856992609598	-0.4566047124415468	-0.63392912677904	-0.580777038297776	-0.5312777422802246	-0.52246806633833	-0.5304408796105196	-0.6717349633307135	-0.34404668336622357	-0.37100723207671993	-0.41860662365494117	-0.48984173117483076	-0.5068956353088193	-0.3386749297431171	-0.4149990670112128	-0.4421744858666335	-0.3916686928544368	-0.3465346534653465	-0.37639029465482243	-0.4984252280168051	-0.125636835528213	-0.17008102866254643	-0.06577853673431307	-0.04511707595659623	-0.24871219274982895	-0.043171935697281894	-0.14746311867051926	-0.22792633346715596	-0.20001583253699443	-0.2618984342751808	0.39937009120672207	0.3736535275457871	0.4712385002063884	0.3200377719096867	1.0	0.6282859582360292	0.5901973978094555	0.38140016171805646	0.5089877919830817	0.5376673018529723	0.49246540873390593	0.45951111387552235	0.571515004156041	0.5572883387710559	0.5331550288095629	0.5791372398233541	0.5278737468264245	0.5318205721200332	0.5805282412878638	0.6071608303034758	0.6242147344374643	0.6044692990144246	0.589846820204579	0.5901069261694873	0.5828465770620466	0.4105433387427835	0.46069855415010375	0.6256848985869461	0.7128882505612069	0.6895239495394428	0.6699481484413433	0.2821640816280372	0.3363452850139383	0.4279252025716564	0.46868267637728933	-0.08992315565080208	-0.19709812214802291	0.006395214050245687	0.0683909053383922	0.00668924688014204	0.06789331131856761	-0.1536604260083347	0.2220343679142329	0.3888866899254174	0.1952660714386687	0.18550644327710897	0.20245856681613336	0.24684621517548672	-0.09961493008238574	0.13583751293461727	0.06789331131856761	0.09247897947990116
HutC	-0.558238290990721	-0.6400020356118993	-0.5137714799463956	-0.6339969805090161	-0.6167960599600794	-0.5830840651169629	-0.4614336362248446	-0.5090669546680539	-0.6304120417752798	-0.648099247389045	-0.6208899016686363	-0.6717010364657254	-0.6401264341168554	-0.6848307332160972	-0.31293574817219016	-0.3532408637779826	-0.4223951235786057	-0.46600245404323415	-0.3636677202843071	-0.2998399782868064	-0.3621410113598453	-0.5614161073446008	-0.46419302124387196	-0.5185212410447213	-0.4884507297103211	-0.39668986887266683	-0.11237143131788907	-0.1739600002261791	-0.2180309978456441	0.10620805084506166	-0.02474964800877575	0.05868782195181254	-0.04845321768042024	-0.15752808861697135	-0.05431125636835528	-0.2341801855799515	0.412669422282034	0.32275192110872997	0.37019298731700695	0.23351295723518667	0.6282859582360292	1.0	0.7638916375932282	0.4979615608619686	0.49143629382926873	0.5062623338290425	0.5696150997167106	0.5143369276961962	0.48575919842126986	0.5533980582524272	0.5230222051331347	0.5359822675585663	0.4577356079411482	0.49563191613278973	0.5581704372607449	0.6042431199145043	0.6309774895250805	0.6246670926373048	0.5827561054220785	0.5949358499527851	0.5664599012728229	0.434280835279416	0.41617519833079825	0.6350487133236453	0.7317855143595456	0.6857354496157783	0.6849098959010692	0.3789235005739295	0.4381145710230646	0.33593816263408177	0.4744163165602682	-0.08098908120395135	-0.06919384114310917	-0.017364900396378873	0.11689501331629451	-0.0627251188853894	-0.0743733425312834	-0.24030963918779086	0.32068238234445945	0.6493545413936025	0.44679984846000304	0.39189487195435707	0.28399613233739135	0.22418306936347546	-0.145597141096177	0.04441592074684339	0.08950472431594958	0.21981781273501422
