	LldR	NrdR	CcpA	NiaR	Rex	MetR	KdgR	SahR_SamR	FUR	NagC	IscR	RbkR	ArgR	MntR	NrtR	ThiR	Zur	NsrR	Phr	BirA	PhrR	ModE	NadQ	XylR	AraR	CzrA	HutC	PhnF	AgaR	GulR	NagR	GguR	Irr	SiaR	PurR	HrcA	LiuR	CsoR	FabR	MerR	BioQ	FadP	FruR	GntR	NnrR	NtrC	AcnR	CueR	ZntR	PdxR	NifA	NmlR	PaaR	FixJ	RbsR	PhnR	NorR	PhsR	FnrN_FixK	HcpR	GlcC	DasR	FadR	QorR	PrpR	NagQ	NarP	LiuQ	SdaR	LexA	SoxR	HisR	HypR	PsrA	TyrR	HexR	TrpR	NikR	CadR-PbrR	ExuR_UxuR	TtrR	CblR	PdhR	MetJ	AmtR	VanR	LtbR	RutR
FruR	-0.15889341337475338	-0.29455102640527264	-0.4731329499181395	-0.38636077410688047	-0.45014902816842284	-0.6761261072163217	-0.685025817555938	-0.6765878846396037	-0.6913227824188741	-0.6678770832458755	-0.6478527349817388	-0.7129003820158684	-0.7710843373493976	-0.7785987154191679	-0.7533268964359179	-0.7615339406406112	-0.7361991520087318	-0.6532261449981109	-0.6307669703203056	-0.633978422400403	-0.5839175517400613	-0.5251878594517443	-0.437890936568574	-0.5129507577347718	-0.510641870618362	-0.5779144452373955	-0.39708660425674824	-0.40798035346962763	-0.46897695310860166	-0.47552579656605515	-0.22054069938289744	-0.17671382393686244	-0.30466814995172325	-0.2732462952856723	0.293270643549809	0.35447714201754754	0.41303891524285297	0.13807144956131145	0.17824608538684353	0.5610805591704798	0.6043826875446034	0.690210318626422	1.0	0.5822803408756979	0.615654254649259	0.5234666890558751	0.6248268334662692	0.5041559968095378	0.26138701146047605	0.38610889551236305	0.48967297762478484	0.31002057008521894	0.38149112127954327	0.3403089710759414	0.3921749716636581	0.156794425087108	0.22578817010201083	0.14940598631459637	0.2913815540909282	0.21308929096175644	0.3540993241257714	0.497502203937702	0.4840896687796482	0.10098232651861802	-0.062423911674572855	-0.10238864867134041	-0.11250577221779103	-0.0713026321313127	-0.06748247344779816	-0.031484824314680325	-0.046387641156962346	-0.38596196633222785	-0.15333109441249318	-0.3091180051215314	-0.29352252214432645	-0.2757231014650938	-0.2127534528357332	-0.08223836110994501	0.10654464548087822	-0.004869652827337223	-0.07873305066957727	-0.17285168548759497	-0.1623987238151211	0.1272406699970614	0.1720750598211662	0.15045548045841906	0.10440367742747995	0.0482137609672138
GntR	-0.28584022501154444	-0.24658914403257629	-0.3960371101129256	-0.37005163511187605	-0.30357667604214766	-0.7577137819570967	-0.826917425800764	-0.7669283405398598	-0.7763737878342639	-0.7936274715587087	-0.6422484362537257	-0.7141597749884555	-0.7283069560471852	-0.7533898660845473	-0.7391167457285588	-0.7354854959909324	-0.6987532009571387	-0.7232903740397129	-0.6589353931405063	-0.5098442550690567	-0.5222282859661643	-0.5585197934595525	-0.45222702657319175	-0.5413290793837371	-0.4769111288359011	-0.6056420805171907	-0.3896561857184837	-0.5407623525460727	-0.7219050417698669	-0.5914109399269553	-0.3675748289324546	-0.5288400990722472	-0.5245791528483271	-0.5539439989924856	0.4455942235842324	0.5658872423491877	0.6990050795516561	0.34996431719911003	0.5452751773645103	0.4659334200915159	0.5066747827547122	0.5858276310818186	0.5822803408756979	1.0	0.711913857520675	0.7668233911254775	0.682758910205281	0.5947483313043114	0.40434910373200117	0.641471810587297	0.43640065488434576	0.42970488224675707	0.4481759791780362	0.5107678099156207	0.47783468368246507	0.3912724066999706	0.36635741572562025	0.4272910457159649	0.3058855631585576	0.17087863649720836	0.17927458964778978	0.28581923512866797	0.3245245791528483	0.31237143696738173	0.0523697577767516	0.1193904538012678	0.12392426850258176	0.009655346123168632	0.12698879140254396	0.22874774358759078	0.11334536753284917	-0.22721548213760967	0.11252676210066748	-0.09443348306116452	-0.10052054909533605	-0.05400696864111498	-0.04281936106796524	-0.013475504806683178	0.11034381428151631	-0.027097938793501534	-0.3625582469249822	-0.2066034171529323	-0.34358339280466815	0.20183871373997733	0.251710675454431	0.05610595692876034	0.03171571302632131	-0.04844464967885479
NnrR	-0.21348809873640906	-0.27125225641240924	-0.42523403719407243	-0.34859997481214056	-0.35067797321690947	-0.8485789849292641	-0.806830107887998	-0.8266235674404937	-0.8510557911086856	-0.8360270349691449	-0.772070861844591	-0.7987490029805634	-0.7683976323412115	-0.7655430082700139	-0.8140716174803745	-0.8126652953276521	-0.8136937995885983	-0.7461273666092944	-0.7789765333109441	-0.5772637588682256	-0.5514881826959406	-0.5017841400444986	-0.5601779942067924	-0.6595860795096763	-0.6003946097980773	-0.6984593425968683	-0.4292640947063515	-0.6099659963897401	-0.785588346417027	-0.6583056966542127	-0.4921497838042064	-0.5622140128458083	-0.5188069350573024	-0.5384954451954158	0.5394190000419797	0.6573191721590194	0.6619369463918391	0.4927165106418706	0.553964988875362	0.5073884387725116	0.5489693967507662	0.6394148020654045	0.615654254649259	0.711913857520675	1.0	0.8330464716006885	0.6190336257923681	0.6642248436253726	0.32958314092607366	0.5088367406909869	0.5662860501238403	0.41778262877293143	0.45239494563620336	0.45247890516770917	0.5863943579194828	0.3827924940178834	0.3585281894127031	0.49844674866714245	0.4078334242894925	0.18937072331136393	0.3422190504176987	0.3170941606145838	0.3530078502161958	0.2732462952856723	0.16762520465135805	0.31680030225431344	0.19455522438184794	0.017589521850468075	0.11479366945132446	0.2645984635405734	0.057218420721212374	-0.20761093153100205	-0.05167709164182864	-0.061836194954032156	-0.06601318164644641	-0.0908232232064145	0.019247722597707906	0.03526300323244196	0.017127744427186096	-0.011523445699173	-0.17616808698207465	-0.2752403341589354	-0.12167835103480122	0.16613492296712984	0.11166617690273288	-0.05854078334242895	0.005667268376642458	-0.016665967003904117
NtrC	-0.3331514210150707	-0.25878426598379584	-0.33546030813148064	-0.30214936400654885	-0.25809159984887287	-0.8128122245077872	-0.8127912346249108	-0.8174509886234835	-0.795306662188825	-0.823957852315184	-0.7395575332689643	-0.7113681205658873	-0.7570001259392972	-0.7458125183661475	-0.7495906972839091	-0.7728474875110197	-0.7545023298769993	-0.7358423239998321	-0.7365349901347551	-0.48709122203098104	-0.47048822467570633	-0.4838168003022543	-0.48732211074262205	-0.6200831199361908	-0.5880525586667227	-0.6926241551572142	-0.47160068846815834	-0.6498467738550019	-0.815205071155703	-0.7354854959909324	-0.5413500692666134	-0.5629276688636078	-0.5793627471558709	-0.6226019058813652	0.5884093866756224	0.7155031274925486	0.7279501280382855	0.4802065404475043	0.5713656017799421	0.4368624323076277	0.46370849250661184	0.6184878888375803	0.5234666890558751	0.7668233911254775	0.8330464716006885	1.0	0.5868351454598884	0.7124386045925863	0.3595986734394022	0.577053860039461	0.46035011124637926	0.42703916712144746	0.4509676336006045	0.43726124008228034	0.5294697955585408	0.40571344611897064	0.3838629780445825	0.40201922673271484	0.382729524369254	0.2415725620251039	0.2643885647118089	0.23493975903614459	0.3614457831325301	0.3767893875152177	0.1050123840308971	0.2411737542504513	0.23626212165736116	0.01519667520255237	0.14730699802695102	0.23976743209772888	0.13670710717434198	-0.13861718651609925	0.022501154443558206	0.05249569707401033	0.021913437723017504	-0.04510725830149868	0.019016833886066915	0.015154695436799462	-0.03645942655639982	0.036270517610511734	-0.23046891398345998	-0.18573947357373746	-0.22547332185886404	0.08095797825448134	0.1758742286218043	-0.090151546954368	0.07459804374291591	-0.04766802401242601
AcnR	-0.2955795306662189	-0.3482641366861173	-0.43048150791318585	-0.37599177196591244	-0.3988707443012468	-0.7517106754544309	-0.7409428655388103	-0.7704756307459805	-0.7280970572184208	-0.7482683346626926	-0.7371017169724193	-0.7427689853490618	-0.7618068091180051	-0.7410897947189454	-0.7637588682255153	-0.7473867595818815	-0.7684815918727174	-0.7920112505772218	-0.7124595944754628	-0.6417656689475673	-0.5359346794844885	-0.6524075395659292	-0.5649007178539944	-0.5027706645396919	-0.5656563536375467	-0.6389950044078754	-0.4691028924058604	-0.5493682045254188	-0.5940346752865119	-0.46228118047101296	-0.3842198060534822	-0.3397002644725242	-0.3200327442172873	-0.49206582427270057	0.3885227320431552	0.4276058939591117	0.6021997397254524	0.30080601150245584	0.4691868519373662	0.5806011502455817	0.4612736660929432	0.6402124176147097	0.6248268334662692	0.682758910205281	0.6190336257923681	0.5868351454598884	1.0	0.6778472776121909	0.44628688971915537	0.494584610217875	0.5218084883086352	0.4792619957180639	0.4484278577725536	0.5157424121573402	0.5394190000419797	0.4268922379413123	0.33254271441165356	0.3429327064354981	0.22750934049788002	0.20912220309810672	0.22618697787666345	0.42888627681457536	0.4344276058939591	0.10706939255278955	0.03230342974686201	0.04351202720288821	-0.1177112631711515	0.1328029889593216	-0.030015532513328575	0.05755425884723563	0.09604970404265144	-0.27706645396918683	0.06372528441291297	-0.20970991981864742	-0.2893665253347886	-0.08744385206330549	-0.2612610721632173	-0.02264808362369338	0.07923680785861215	-0.1406322152722388	-0.11246379245203812	-0.23989337139498762	-0.24738675958188153	0.17278871583896563	0.044036774274799545	0.058288904747911506	-0.06786029133957433	0.05033373913773561
CueR	-0.28019394651777846	-0.3520633054867554	-0.37162587632761007	-0.32742118298979894	-0.31780781663238317	-0.7194702153561983	-0.7047353175769279	-0.7577347718399732	-0.7317912766046766	-0.751248898031149	-0.7113681205658873	-0.6836404852860921	-0.7395155535032114	-0.6965282733722346	-0.7305738633978422	-0.7392007052600646	-0.7841610343814281	-0.7789555434280677	-0.7656479576843961	-0.638512237101717	-0.526426262541455	-0.5848201167037488	-0.5813148062633811	-0.6190965954409975	-0.5940346752865119	-0.7853784475882625	-0.47000545736954785	-0.6212375634943957	-0.6458167163427229	-0.5893749212879392	-0.5290919776667646	-0.35470803072918855	-0.4356030393350405	-0.47340581839553336	0.35854917929557956	0.5809369883716049	0.62180429033206	0.48438352713991856	0.3553377272154821	0.564648839259477	0.4763653918811133	0.6289618403929306	0.5041559968095378	0.5947483313043114	0.6642248436253726	0.7124386045925863	0.6778472776121909	1.0	0.3853112799630578	0.525733596406532	0.4941438226774695	0.4483438982410478	0.48994584610217873	0.3586961084757147	0.5061710255656774	0.39433692959993283	0.35848620964695016	0.41415137903530497	0.22112841610343814	0.2438814491415138	0.3922799210780404	0.47399353511607406	0.3533646782250955	0.15862054489735947	-0.02596448511817304	0.23347046723479284	0.1395827211284161	0.1070064229041602	-0.026531211955837287	0.15171487343100626	0.11424793249653667	-0.15952310986104698	-0.22555728139036985	-0.12020905923344948	-0.1431510012174132	-0.13198438352713993	-0.04739515553503212	-0.0251248898031149	0.09774988455564418	0.0034213509088619285	0.06884681583476764	-0.17106754544309644	-0.10984005709248143	0.0697703706813316	0.1507913185844423	0.0029595734855799504	0.04561101549053356	0.08937492128793921
ZntR	-0.17247386759581881	-0.3044582511229587	-0.23855001889089458	-0.30231728306956046	-0.2099408085302884	-0.4183073758448428	-0.42017547542084716	-0.46908190252298393	-0.4540531463834432	-0.43130011334536755	-0.4078334242894925	-0.38218378741446624	-0.42903320599471056	-0.3904328113849125	-0.3702615339406406	-0.41583056966542126	-0.4507787246547164	-0.41127576508123087	-0.3287855253767684	-0.2961042777381302	-0.5310440367742748	-0.4241425632844969	-0.4287603375173167	-0.2613450316947231	-0.540216615591285	-0.400130137273834	-0.3361529742664036	-0.2738130221233365	-0.4599093237059737	-0.33268964359178876	-0.15312119558372864	-0.22547332185886404	-0.23758448427857773	-0.3374123672389908	0.36110994500650684	0.34263884807522776	0.47042525502707694	0.38768313672809707	0.2267956844800806	0.2822719449225473	0.30857226816674366	0.25645438898450945	0.26138701146047605	0.40434910373200117	0.32958314092607366	0.3595986734394022	0.44628688971915537	0.3853112799630578	1.0	0.25605558120985683	0.3281978086562277	0.45850300155325135	0.4205742831954998	0.35569455522438187	0.3814701313966668	0.2009991184249192	0.1433818899290542	0.1714873431006255	0.06920364384366735	-0.06674782754712229	0.15838965618571849	0.08601654002770664	0.03356282271944923	0.2836782670752697	-0.08020234247092901	0.0484866294446077	0.14881826959405567	0.11691364762184626	0.012447000545736955	0.15112715671046556	0.2764157676000168	-0.05192897023634608	-0.020612064984677384	-0.10799294739935351	-0.0792577977414886	0.058288904747911506	0.008794760925234037	0.015301624616934637	-0.01223710171697242	-0.004072037278031989	-0.08045422106544646	-0.09747701607825028	-0.10161202300491164	-0.009025649636875027	-0.0352000335838126	-0.09319507997145376	0.008332983501952058	-0.1560807690693086
PdxR	-0.15866252466311237	-0.24566558918601233	-0.12854204273540154	-0.17931656941354268	-0.20870240544057764	-0.5322614499811091	-0.608433734939759	-0.5672515847361572	-0.5258175559380379	-0.6102808446328869	-0.47241929390034004	-0.5550984425506905	-0.6137021955417489	-0.5976659250241384	-0.5818815331010453	-0.5952520884933462	-0.5539859787582385	-0.6157592040636414	-0.5719533185004828	-0.4516183199697746	-0.45516561017589524	-0.4551236304101423	-0.34935561059569287	-0.4206582427270056	-0.32993996893497335	-0.5009865244951933	-0.3537634859997481	-0.5188908945888082	-0.5488644473363838	-0.3880609546198732	-0.27929138155409095	-0.5149867763737879	-0.42342890726669746	-0.47258721296335165	0.27954326014860836	0.3806515259644851	0.4870282523823517	0.35863313882708536	0.31778682674950676	0.36870828260778304	0.3115738214180765	0.42216951429411026	0.38610889551236305	0.641471810587297	0.5088367406909869	0.577053860039461	0.494584610217875	0.525733596406532	0.25605558120985683	1.0	0.25574073296671007	0.46505184501070485	0.28139036984173627	0.44555224381847947	0.3684144242475127	0.3352504093027161	0.14932202678309056	0.20622559926115613	0.3117417404810881	0.36660929432013767	0.16731035640821124	0.21651064187061836	0.28430796356156335	0.20526006464883925	0.09246043407077789	0.0931321103228244	0.18479492884429705	0.21294236178162126	0.08704504428865287	0.2235002728684774	0.2009991184249192	-0.13998152890306872	0.05961126736912808	-0.0458209143192981	-0.05929641912598128	-0.09334200915158894	-0.1602787456445993	-0.07424121573401621	0.005268460601989841	0.1193904538012678	-0.1383233281558289	0.021724528777129423	-0.24335670206960244	0.04160194786113094	0.2183997313294992	0.17471978506359934	0.08696108475714706	0.07936274715587087
NifA	-0.08889215398178078	-0.21890348851853406	-0.3363628730951681	-0.33837790185130767	-0.4751269887914025	-0.5024768061794215	-0.4922337433357122	-0.5158683514545989	-0.5696864111498258	-0.5596952269006339	-0.5418958062214013	-0.5618991646026615	-0.5570295117753243	-0.5479828722555729	-0.5766340623819319	-0.5382435666008983	-0.6121279543260149	-0.6000797615549305	-0.6012971747617648	-0.5900256076571093	-0.5527685655514042	-0.5220603669031527	-0.5716804500230889	-0.5047017337643256	-0.4627219680114185	-0.599408085302884	-0.3022753033038076	-0.3145543847865329	-0.46729776247848537	-0.465660551614122	-0.23525460727929137	-0.20282523823517065	-0.3931195163930985	-0.3648461441585156	0.36568573947357375	0.25185760463456613	0.37070232148104615	0.2309516812896184	0.1286050123840309	0.481025145879686	0.3563452415935519	0.43776499727131524	0.48967297762478484	0.43640065488434576	0.5662860501238403	0.46035011124637926	0.5218084883086352	0.4941438226774695	0.3281978086562277	0.25574073296671007	1.0	0.4883925947693212	0.44336929599932834	0.4379119264514504	0.4773099366105537	0.22188405188699048	-0.0068846815834767644	0.0975609756097561	0.38168003022543134	0.23857100877377105	0.3269803954493934	0.5055413290793838	0.17285168548759497	0.1979765752907099	-0.13733680366063558	-0.07646614331892028	-0.0130137273834012	0.08045422106544646	0.02615339406406112	0.1760421476848159	0.12583434784433903	-0.42546492590571344	-0.2081776583686663	-0.321963813441921	-0.28959741404642964	-0.2174341967171823	-0.3491667016498048	0.03446538768313673	-0.10457159649049158	-0.012048192771084338	0.0709877838881659	-0.1678351034801226	-0.136014441039419	0.1401704378489568	-0.06634901977246967	-0.04802485202132572	0.02583854582091432	-0.01630913899500441
NmlR	-0.13376852357163846	-0.32234163133369714	-0.32282439863985557	-0.24312581335796146	-0.2540825322194702	-0.435393140506276	-0.47653331094412493	-0.5783762226606776	-0.5163721086436338	-0.5185340665799085	-0.4616304941018429	-0.473573737458545	-0.5073254691238823	-0.45690777045464087	-0.505646278493766	-0.4759036144578313	-0.4761345031694723	-0.5847991268208723	-0.5003568280088997	-0.4307753662734562	-0.5128248184375132	-0.5492212753452835	-0.5428193610679652	-0.45850300155325135	-0.4647579866504345	-0.48858150371520925	-0.312245497670123	-0.5405734436001847	-0.5136014441039419	-0.438310734226103	-0.35239914361277863	-0.3256580328281768	-0.46880903404559005	-0.3240418118466899	0.4508836740690987	0.4109819067209605	0.5117753242936904	0.39700264472524244	0.3886486713404139	0.42972587212963353	0.362411317744847	0.4022291255614794	0.31002057008521894	0.42970488224675707	0.41778262877293143	0.42703916712144746	0.4792619957180639	0.4483438982410478	0.45850300155325135	0.46505184501070485	0.4883925947693212	1.0	0.5157843919230931	0.5130557071491542	0.4492464632047353	0.08255320935309181	-0.007787246547164266	0.08110490743461651	0.09126401074682003	0.19772469669619244	0.15605977918643213	0.18926577389698165	0.10751018009319507	0.12889887074430126	-0.19780865622769825	-0.0765501028504261	0.04687040846312077	0.20286721800092355	0.1058729692288317	0.349733428487469	0.30441627135720584	-0.16544225683220687	-0.03851643507829226	-0.03511607405230679	-0.04506527853574577	0.024810041559968094	-0.12696780151966752	0.07298182276142899	-0.12436505604298728	-0.17142437345199613	0.039251080978968136	0.005415389782125015	-0.2172662776541707	-0.011880273708072708	-0.03927207086184459	-0.07027412787036648	-0.12325259225053524	0.02967969438730532
PaaR	-0.2816842282020066	-0.39807312875194156	-0.37011460476050545	-0.20137693631669534	-0.37890936568573946	-0.46156752445321353	-0.5150497460224172	-0.5496410730028126	-0.4967255782712732	-0.5350111246379246	-0.5643130011334537	-0.5177574409134797	-0.5302464212249696	-0.4948784685781453	-0.4928634398220058	-0.5041350069266614	-0.5153016246169346	-0.5707778850594014	-0.5496410730028126	-0.49040762352546075	-0.44286553881029345	-0.4751059989085261	-0.5580580160362705	-0.4838377901851308	-0.5942865538810294	-0.5570085218924479	-0.36541287099617986	-0.417992527601696	-0.3922589311951639	-0.31963393644263466	-0.4734687880441627	-0.30080601150245584	-0.47267117249485746	-0.296880903404559	0.40210318626422065	0.43642164476722217	0.4261156122748835	0.42519205742831956	0.21890348851853406	0.4867973636707107	0.3937072331136392	0.5135174845724361	0.38149112127954327	0.4481759791780362	0.45239494563620336	0.4509676336006045	0.4484278577725536	0.48994584610217873	0.4205742831954998	0.28139036984173627	0.44336929599932834	0.5157843919230931	1.0	0.3626212165736115	0.48379581041937786	0.2851895386423744	0.03797069812350447	0.14642542294613997	0.25343184585030015	0.2697829646110575	0.19079803534696277	0.24709290122161118	0.03750892070022249	0.14336090004617774	0.04300827001385332	0.16890558750682172	0.06473279879098275	0.18548759497922002	0.04271441165358297	0.20486125687418663	0.18580244322236683	-0.14495613114478823	-0.07369547877922841	-0.11172914655136225	-0.0913269803954494	-0.12363041014231141	-0.07610931531002058	-0.11284161034381428	-0.08332983501952058	-0.01372738340120062	0.02642626254145502	-0.10604088829184333	-0.3476344401998237	0.14520800973930564	0.025565677343520422	-0.17627303639645692	-0.11529742664035934	0.03685823433105243
FixJ	-0.19008437932916333	-0.21579698585281895	-0.2839091557869107	-0.4620083119936191	-0.4718945468284287	-0.4683262667394316	-0.5302464212249696	-0.5623609420259434	-0.55942235842324	-0.5424625330590656	-0.5544267662986441	-0.5695814617354436	-0.5693295831409261	-0.5338147013139667	-0.5791738382099828	-0.5177574409134797	-0.49152008731791275	-0.6328449687250746	-0.5531253935603039	-0.4572226186977877	-0.3652449519331682	-0.4989085260904244	-0.5676503925108098	-0.43342009151588934	-0.4162293774400739	-0.5705050165820075	-0.2450568825825952	-0.35405734436001846	-0.5498299819487007	-0.3318290583938542	-0.20423156038789303	-0.2961462575038831	-0.4497712102766467	-0.3010788799798497	0.38428277570211156	0.3028000503757189	0.4337979094076655	0.24719785063599345	0.3052138869065111	0.4782334914571177	0.5142101507073591	0.4486167667184417	0.3403089710759414	0.5107678099156207	0.45247890516770917	0.43726124008228034	0.5157424121573402	0.3586961084757147	0.35569455522438187	0.44555224381847947	0.4379119264514504	0.5130557071491542	0.3626212165736115	1.0	0.46320473531757694	0.254628269174258	0.07239410604088829	0.2383191301792536	0.2608622643885647	0.2140128458083204	0.07871206078670082	0.18941270307711683	0.2495697074010327	0.11599009277528231	0.025712606523655597	-0.10297636539188111	-0.046345661391209436	0.12142647244028379	-0.0056042987280130975	0.11790017211703958	0.1859913521682549	-0.2969228831703119	0.01578439192309307	-0.04800386213844927	-0.1389110448763696	-0.056084967045883886	-0.05199193988497544	-0.0629906385122371	-0.21896645816716342	-0.23048990386633642	-0.2606943453255531	-0.07778850594013685	-0.09926115612274883	0.2994416691154863	-0.09361487762898284	-0.11342932706435498	0.019604550606607617	0.07520675034633306
RbsR	-0.29528567230594854	-0.37414466227278453	-0.17677679358549178	-0.3960371101129256	-0.44721044456571935	-0.48631459636455227	-0.5225641240921876	-0.5435120272028882	-0.5633054867553839	-0.5758154569497502	-0.6217203308005541	-0.5678393014566979	-0.5468704084631207	-0.5593593887746107	-0.6275345283573318	-0.5572394106040889	-0.6040048696528273	-0.6545904873850804	-0.6674992653540993	-0.6054111918055497	-0.39998320809369886	-0.5866882162797532	-0.5507325469123883	-0.4451744259267033	-0.5871709835859116	-0.6930229629318668	-0.5461357625624449	-0.5425255027076948	-0.4124721884051887	-0.5205071155702952	-0.4566139120943705	-0.34341547374165654	-0.5354938919440829	-0.4016204189580622	0.566873766844381	0.39555434280676716	0.5427563914193358	0.3469627639477772	0.31732504932622474	0.4916460266151715	0.44956131144788214	0.45745350740942864	0.3921749716636581	0.47783468368246507	0.5863943579194828	0.5294697955585408	0.5394190000419797	0.5061710255656774	0.3814701313966668	0.3684144242475127	0.4773099366105537	0.4492464632047353	0.48379581041937786	0.46320473531757694	1.0	0.23132949918139456	0.15202972167415305	0.2749674656815415	0.2827757021115822	0.35600940346752863	0.1816884261785819	0.4558162965450653	0.2996935477100038	0.040426514420049534	-0.019121783300449183	0.034444397800260276	-0.15175685319675916	0.20091515889341338	0.08102094790311071	0.19417740649007179	0.26342303009949203	-0.06578229293480542	-0.03142185466605096	-0.065068636917006	-0.2034339448385878	-0.14413752571260652	-0.10656563536375467	0.029952562864699214	-0.00875278115948113	-0.12996935477100038	-0.191826539607909	-0.12965450652785357	-0.07850216195793627	0.24826833466269257	0.10654464548087822	-0.11865580790059191	0.08620544897359472	-0.02390747659628059
PhnR	-0.30626338105033374	-0.24417530750178415	-0.1319004239956341	-0.26056840602829434	-0.2573359640653205	-0.34994332731623357	-0.3813022123336552	-0.4126191175853239	-0.41255614793669454	-0.42067923260988205	-0.36669325385164353	-0.38310734226103016	-0.3908316191595651	-0.398325007346459	-0.4005499349313631	-0.3528609210360606	-0.3745014902816842	-0.39616304941018426	-0.3736199152008732	-0.36325091305990515	-0.18389236388060953	-0.262541455018681	-0.4423198018555056	-0.30869820746400234	-0.3317660887452248	-0.40529364846144156	-0.25762982242559085	-0.2321690944964527	-0.3933504051047395	-0.2614919608748583	-0.24692498215859957	-0.18874102682507032	-0.25343184585030015	-0.41824440619621345	0.28726753704714325	0.2933546030813148	0.3385458209143193	0.22144326434658496	0.33468368246505187	0.43887746106376724	0.21888249863565762	0.26911128835901094	0.156794425087108	0.3912724066999706	0.3827924940178834	0.40571344611897064	0.4268922379413123	0.39433692959993283	0.2009991184249192	0.3352504093027161	0.22188405188699048	0.08255320935309181	0.2851895386423744	0.254628269174258	0.23132949918139456	1.0	0.3003232441962974	0.291465513622434	0.28195709667940055	0.2651232106124848	0.23019604550606607	0.12512069182653962	-0.026111414298308214	0.10194786113093489	0.3160026867050082	0.31520507115570295	0.09413962470089417	0.1815624868813232	0.030099492044834388	0.05581209856848999	0.10625078712060787	0.02613240418118467	0.0065068636917006	-0.06792326098820368	-0.018009319507997144	0.11752235422526343	-0.01886990470593174	-0.21812686285210528	0.049829981948700725	-0.0706729356450191	0.01828218798539104	-0.21896645816716342	-0.43467948448847654	-0.03266025775576172	0.08051719071407581	-0.03362579236807858	-0.20717014399059652	0.05870870240544058
NorR	-0.16598799378699466	-0.02248016456068175	-0.13049410184291171	-0.2389488266655472	-0.1674572855883464	-0.46211326140800135	-0.4272910457159649	-0.39924856219302296	-0.37630662020905925	-0.4507787246547164	-0.3046261701859704	-0.3960161202300491	-0.3165274337769195	-0.37832164896519876	-0.3659795978338441	-0.41935686998866545	-0.3215440157843919	-0.3059485328071869	-0.3211032282439864	-0.2224507787246547	-0.15480038621384493	-0.006317954745812518	-0.10702741278703665	-0.17218000923554846	-0.1650224591746778	-0.2138239368624323	-0.22753033038075648	-0.25844842785777256	-0.3630829939968935	-0.2497586163469208	-0.12988539523949455	-0.11038579404726921	-0.08165064438940431	-0.2123336551782041	0.1871248058435834	0.26749506737752404	0.3423869694807103	0.024810041559968094	0.3056126946811637	0.17287267537047143	0.1616430880315688	0.2120188069350573	0.22578817010201083	0.36635741572562025	0.3585281894127031	0.3838629780445825	0.33254271441165356	0.35848620964695016	0.1433818899290542	0.14932202678309056	-0.0068846815834767644	-0.007787246547164266	0.03797069812350447	0.07239410604088829	0.15202972167415305	0.3003232441962974	1.0	0.36125687418664204	0.023928466479157046	0.021808488308635236	0.18158347676419967	0.13148062633810503	0.2551530162461694	0.055371311028084465	0.15922925150077663	0.30934889383317243	0.07002224927584905	0.03137987490029805	0.032765207170143994	-0.08589060073044792	-0.043092229545359136	-0.1319004239956341	0.022669073506569833	-0.05453171571302632	0.1028924058603753	0.06359934511565425	0.09497922001595231	0.0313588850174216	0.11995718063893203	0.02648923219008438	-0.038894252970068426	-0.31606565635363754	-0.08465219764073717	0.17186516099240165	0.0854498131900424	0.037634859997481215	0.20089416901053692	0.019793459552495698
PhsR	-0.16393098526510222	0.04286134083371815	-0.1690944964527098	-0.22748835061500358	-0.13685403635447715	-0.5405734436001847	-0.48650350531044034	-0.5119012635909491	-0.5387473237899333	-0.484866294446077	-0.42718609630158266	-0.42563284496872505	-0.38077746526174383	-0.42813064103102305	-0.3780487804878049	-0.4532765207170144	-0.43491037320011755	-0.39282565803282815	-0.411191805549725	-0.27018177238571006	-0.12421812686285211	-0.1896855715545107	-0.19436631543595986	-0.4481130095294068	-0.3203475924604341	-0.36526594181604466	-0.1824230720792578	-0.4281726207967759	-0.43476344401998235	-0.29753158977372907	-0.17467780529784643	-0.3818689391713194	-0.31900423995634103	-0.3634398220057932	0.39498761596910287	0.39605809999580205	0.5060450862684186	0.39391713194240374	0.3967927458964779	0.3331724108979472	0.2999244364216448	0.29188531127996303	0.14940598631459637	0.4272910457159649	0.49844674866714245	0.40201922673271484	0.3429327064354981	0.41415137903530497	0.1714873431006255	0.20622559926115613	0.0975609756097561	0.08110490743461651	0.14642542294613997	0.2383191301792536	0.2749674656815415	0.291465513622434	0.36125687418664204	1.0	0.02017127744427186	0.023382729524369254	0.1466773015406574	0.08005541329079384	0.08935393140506276	0.14101003316401495	0.1406741950379917	0.4341967171823181	0.1544015784391923	0.07825028336341883	0.09518911884471684	0.18240208219638135	-0.022165316317534947	0.0015532513328575628	-0.01395827211284161	0.07497586163469208	0.026573191721590193	0.1998656647495907	0.30080601150245584	0.027769615045548045	-0.026951009613366356	-0.027223878090760253	-0.06168926577389698	-0.19413542672431888	-0.12184627009781285	0.1760421476848159	0.07165946014021242	0.04884345745350741	-0.0071575500608706604	0.10788799798497124
