	LiuR	NtrC	GntR	NnrR	FadR	GlcC	CueR	NifA	FadP	MerR	FixJ	AcnR	FruR	NmlR	PaaR	PdxR	RbsR	BioQ	PhnR	ZntR	HrcA	QorR	PurR	CsoR	LexA	FabR	PrpR	RutR	DasR	FnrN_FixK	HcpR	AmtR	TtrR	PhsR	MetJ	NorR	CblR	ExuR_UxuR	LtbR	NagR	VanR	NiaR	CadR-PbrR	NarP	NrdR	HypR	TyrR	NikR	NagQ	HisR	PsrA	LldR	PdhR	SdaR	LiuQ	SoxR	BirA	Phr	MetR	SahR_SamR	RbkR	CzrA	NsrR	KdgR	FUR	NagC	NrtR	ArgR	MntR	ThiR	Zur	IscR	SiaR	Irr	XylR	ModE	NadQ	AgaR	GulR	AraR	PhnF	GguR	HutC	PhrR	CcpA	Rex	HexR	TrpR
PrpR	0.39795625107193683	0.37525205000672135	0.29812127139817646	0.33805062786525814	0.21654514186649115	0.21617430967269424	0.27514589929124694	0.2943874547468838	0.32315707988188996	0.2459984888588103	0.13388201046673867	0.1868345300397254	0.19905808622775586	0.156544492910152	0.3093644399738563	0.30204745725000115	0.16282546319258706	0.08934738169294167	0.41644687133513497	0.15732787591954794	0.2819668939558988	0.22462233058762995	0.15001784629932646	0.27155809781626195	0.24458700882117082	0.27751227222791347	1.0	0.027805461431134142	0.04198283974023205	0.12101413334198609	-0.007513987326809777	-0.008904608053548169	0.11035966087395878	0.1496400610018959	0.07774960483194349	0.1856919033425887	-0.0014740579703426953	-0.017978408295516175	-0.0330573723757828	-0.1723094965489429	-0.0019816345356022083	0.07977064028813662	0.013616494615980086	-0.01338472449485702	-0.14477520615952275	0.06992736324404003	-0.0795041046488451	-0.07097264649030506	0.09130815691764281	0.10998651097895064	0.046629830668749504	-0.04474090418159653	-0.039461180822413094	-0.0628398329400967	-0.015855393986028896	0.0972808729389842	-0.2777579485563039	-0.3195994085226509	-0.43156060093357007	-0.45241527643222346	-0.33216830219115473	-0.34032197505226414	-0.37960005747899006	-0.4617231644965258	-0.4242436182097149	-0.4145370855370809	-0.38568170545725927	-0.39501740593609636	-0.4073313524713648	-0.3620921425293537	-0.34265590017197345	-0.2706518766426707	-0.33347780337550004	-0.3755997051884059	-0.4465607631726548	-0.30356555154335724	-0.33397610913591463	-0.39836648418632464	-0.29601216329595653	-0.3223621083664378	-0.34824619549346175	-0.331296846535732	-0.19625366776216677	-0.2576356666403994	-0.1657318605114703	-0.1691110688774446	0.0016316616527063798	0.04108820707269702
RutR	0.07879257037699727	0.010051870153107342	0.07869522692612559	0.14441596247178198	0.10842438036258117	0.20563803996643967	0.1803472843494908	0.26587509444632434	0.2499385809179024	0.29642934951397804	0.19936402278763832	0.1758555794021258	0.23290347701535707	0.16432269817504205	0.23602542054688477	0.19414919506236933	0.1555780115050688	0.22261751903991545	0.34310553420695217	0.2304559845362975	0.06557703807056009	-0.004888031854485447	-0.11116390319425581	0.11044078041635184	0.10972229304087035	-0.09827516675860215	0.027805461431134142	1.0	0.4068794007351748	0.22652516328205033	0.16504813865415727	0.20061789914291409	0.08154368171472806	0.13707580273581452	-0.07420120427754935	-0.02078977986473896	0.21606769541697762	0.1734590763497133	0.16501105543477756	0.0848649475504216	0.04672949182083243	-0.19974412578628015	-0.06549128312574456	-0.0854999976822988	0.024435523870004774	-0.17101158387065374	-0.21498764665254413	-0.2464991123204361	-0.2028034913851046	-0.2509931349690123	-0.31251651362113003	-0.06269381776378917	-0.08841566580602694	-0.17788820336437508	-0.05564568838043675	-0.25614538476157805	-0.3066411410506603	-0.2847203229948408	-0.17065697558533544	-0.19726418549026334	-0.20874375958948876	-0.208866597753684	-0.22412402482721538	-0.2178662315568926	-0.2138056190348165	-0.23739981736514457	-0.30144253723386993	-0.2721699709360268	-0.30213552989602793	-0.2825764493744524	-0.2566993153510622	-0.12457412240243637	0.00837385447617635	-0.14658996620791634	-0.24164816368533035	-0.12494031919381081	-0.16662649317900532	-0.07326948839063463	-0.08521723813452865	-0.11830010522363499	-0.09505587977620276	0.08454742248448299	-0.15965716563683477	-0.27623290115931415	-0.20600887216023658	-0.1425502129967413	-0.3093945700896023	-0.27398936638684285
DasR	0.08241050196772833	0.12810629904835188	0.29326105195822577	0.2709068237759061	0.4627777185476357	0.2369038293059412	0.39170772860645897	0.3160718672791578	0.4489873963408133	0.40666153682131917	0.3011296475703538	0.3521793344489202	0.4440251980475685	0.22787406538698657	0.3442875618246798	0.3041171644316301	0.3820290083483598	0.2632305973643102	0.32944036786553627	0.25024683517899604	0.10784959046219597	0.13549049510733274	-0.07214772100439899	0.08629265149653967	0.0005168473701044356	-0.12379305709425163	0.04198283974023205	0.4068794007351748	1.0	0.3583652789816948	0.32162971478368896	0.18279941223097282	0.14576718227792945	0.07103754212421952	-0.020794415267161418	0.0898410520509338	0.13638512777486778	0.20409908636218252	0.20888513936337383	-0.04570738558667971	0.07270860469751682	-0.25510010151531304	-0.11127978825481734	-0.10032865003175251	-0.196225855347632	-0.333035122444155	-0.17386467406167866	-0.21876781732806133	-0.306738484501532	-0.4236178388826826	-0.4573751570242571	-0.02892491111615855	-0.07309102539736988	-0.2550004403632301	-0.045454756154655565	-0.2873231014550528	-0.5412504461574832	-0.4770547580088165	-0.29776666311285815	-0.27776721936114884	-0.32079302464643467	-0.3642800524727554	-0.37492757183714903	-0.36008501328042797	-0.3509579059106016	-0.39187923849609	-0.48608915733019364	-0.444029833449991	-0.46227477738479866	-0.4238310673941158	-0.41193198937565767	-0.2730530150975057	-0.11093445077434397	-0.26324218587036635	-0.2520337828128549	-0.3704034190728268	-0.31048620736009197	-0.06127074922009354	-0.22220728592552763	-0.09806657364959138	-0.16562292855454247	0.00482777162299345	-0.3312087738897052	-0.4042372213543719	-0.3404401778140369	-0.3531249565431023	-0.5271194218726099	-0.4077925750123997
FnrN_FixK	0.07997923339714737	0.20111156950090622	0.19236456512972175	0.21083896148444128	0.36981935836759666	0.28580268946048554	0.20069901868530715	0.25357505411832326	0.26671410228478987	0.22716716651756122	0.21245439922866904	0.2084656354441411	0.3217015635212371	0.19584575234899018	0.24021350663557856	0.20183469227881018	0.23725148448762579	0.1631916599839615	0.2471040323365673	0.2119978120900566	0.13203016719896538	0.14374614682173634	-0.030118527239942336	0.008100365733251132	-0.01068228488256208	-0.12280803407947861	0.12101413334198609	0.22652516328205033	0.3583652789816948	1.0	0.4654986997696205	0.05486462307225202	0.19777871515915654	0.008605624597299414	-0.12275704465283153	0.0059634452164964704	0.13269302974537733	0.19685858777829798	0.05688102312602269	0.006749145927103662	-0.006705109604090279	-0.09531546231186061	-0.13340456401722517	-0.15368908501791584	-0.12704710959481946	-0.21434100801461078	-0.15394171444993998	-0.11724786887373627	-0.18705007625236986	-0.3811946359123167	-0.23555956260342742	-0.14430239511243168	-0.05854513259568629	-0.03798248744964794	-0.128449318827614	-0.241061785278889	-0.36124849928846575	-0.368787981328599	-0.18486216630896812	-0.1798860618084559	-0.24155082023445865	-0.23236113493192911	-0.25194571016682815	-0.2435880795991304	-0.2762977967932286	-0.2708280219347243	-0.3128919812173494	-0.29612804835651807	-0.3158076493410775	-0.283797877912771	-0.23647505458186352	-0.2714816136762913	-0.0875650694615053	-0.29743523183965215	-0.2258437591259485	-0.15982404012404336	-0.27183853966282084	-0.11620953873110494	-0.13703640181522359	-0.07852371703649452	-0.17831697808845276	-0.12844468342519155	-0.2979451261061229	-0.26471160843828656	-0.0737214401268246	-0.24347914764220255	-0.27581571494129264	-0.4234741414075863
HcpR	0.08325878061103875	0.1438875265956214	0.19183149385113868	0.27537998711358125	0.3059666899981922	0.15790266581993315	0.21877013502927256	0.29656609388544064	0.33432376431759925	0.3289119319893757	0.228631953683059	0.3054011709026519	0.26310544149890375	0.2274985977907672	0.3150937973680185	0.2736880652293829	0.26786831748798273	0.11096689859130121	0.15070620355906197	0.22669203776925895	0.05725417302103082	0.130519026009243	0.15201106934098485	0.11126588204754996	0.01617987215560119	-0.07419656887512689	-0.007513987326809777	0.16504813865415727	0.32162971478368896	0.4654986997696205	1.0	0.09216338866458691	0.09534095702518414	-0.08167115528134575	-0.1175375815251401	0.13870746438852088	0.16474451979548604	0.07230068928434022	0.17106720869972328	0.1604984911765115	-0.1050544428014518	-0.19099712141509564	0.01792278346644664	-0.10686920284984541	-0.18981509379736802	-0.24027144916585932	-0.24422776513343006	-0.10976632936388372	-0.19870347794243756	-0.29153899995828136	-0.1909252726775475	-0.13379393782071192	-0.18130913035215152	-0.07275495872174143	0.12045093194765703	-0.13892532830237658	-0.40468917309056185	-0.40763960673245847	-0.19102029842720797	-0.25376047021522175	-0.3007055082486986	-0.32654555905270916	-0.3305783591602505	-0.2672842567827526	-0.27018370099800215	-0.30836319305060467	-0.3322030677093232	-0.34724031316778764	-0.3207350821161539	-0.3147924962105585	-0.2387487194700808	-0.25425877597563634	-0.11865007810653082	-0.287717110660962	-0.26195817939934457	-0.24033402709856255	-0.22292577330100913	-0.12753846225160037	-0.18249811107351285	-0.0834673737200495	-0.16709003342125148	-0.1536265070852126	-0.2451223978009651	-0.26595621398871744	-0.08389846614533841	-0.28040012793710684	-0.3242209047378448	-0.3601406381094975
AmtR	0.030579749780977234	0.03331927261265187	0.13328867895666363	0.12178824554653712	0.03585020233531574	0.14249922357009423	0.17133142663780357	0.14925300489962037	0.15623160324663585	0.2437178708669593	0.07990738465959922	0.10523058809350534	0.16895578289629215	0.09425163745590573	0.21863339065780996	0.12951777908599135	0.07835220714686346	0.10507993751477535	0.14575095836945084	-0.04834492956506019	0.13206493271713385	0.1726200685112478	-0.04522993913716619	0.20042784764359317	0.15973364977680538	-0.06582039669773931	-0.008904608053548169	0.20061789914291409	0.18279941223097282	0.05486462307225202	0.09216338866458691	1.0	-0.04810620634030344	-0.002303795003963269	-0.01710695264009345	0.015041880860886939	0.045600771330963095	-0.05189796552187678	0.04335491885728059	-0.08577812182764646	0.037324260305658434	-0.10292679308954207	-0.04440715520717931	-0.02967816400980851	-0.044599524407711456	-0.04001742911310845	-0.010710097297096847	-0.08838785339149219	-0.07887600762060158	-0.2463554148453398	-0.15787948880782085	-0.036793506728286615	0.019610069948222553	-0.16209075190862696	-0.030549619665231238	-0.001675697975719762	-0.2538694021721496	-0.26058841798350724	-0.11655255851036708	-0.1284099179070231	-0.16807042103360204	-0.13320292401184808	-0.16038028841473873	-0.16964645785723886	-0.12410362905655654	-0.18501049918648688	-0.19316185434638508	-0.1679916191924202	-0.19800121447543467	-0.18719609142867738	-0.1304518126741173	-0.08320547348318044	-0.03271203489530944	-0.11782729417654393	-0.08471893237411406	-0.09640478188113902	-0.2148323606713917	-0.113537229234556	-0.08139303113599808	-0.13969248740329393	-0.12854434457727448	-0.11290449680389003	-0.0753461486758973	-0.23166118916613745	-0.04770060862833807	-0.16771117734586127	-0.19539148291158898	-0.08376403947508702
TtrR	0.11263796116459851	0.009108565760136467	0.05866565305867029	0.11998043860177722	0.11637177781589109	0.19402867459938536	0.257802541127608	0.1657851676393286	0.15425460411345612	0.2269608911097617	0.07872535704187159	0.1606885426758324	0.18039827377613787	0.12868572435115955	0.25718139720299815	0.18935387125633313	0.10061604498194511	0.08825806212366327	0.26564100662399004	0.13817671081114907	-0.06407053228326016	0.0505003916915047	0.06554922565602533	0.11514571387515007	0.1110202057191595	-0.14230453666835086	0.11035966087395878	0.08154368171472806	0.14576718227792945	0.19777871515915654	0.09534095702518414	-0.04810620634030344	1.0	0.11365543199632876	-0.13694832916919683	0.010285957975441637	0.07402969438791829	0.05883716294830136	0.14990196123876495	-0.005472092559715572	0.015920289619943354	-0.09275440247345074	-0.10003893738034868	-0.09227463832272599	-0.21418572203345834	-0.2110452368922408	0.02352698499520236	-0.2089963890215129	-0.008336771256796658	-0.24014397559924164	-0.10665365663720096	-0.04163981996096991	-0.037498087896500734	0.09585548669407734	-0.04456012348712053	-0.09992537002099837	-0.2472639537201422	-0.2555937718733052	-0.17784880244378415	-0.16909252726775476	-0.1575503752358261	-0.20004774464495134	-0.19429984564109934	-0.15320932086719108	-0.1993547519827934	-0.1890340284891833	-0.21499691745738905	-0.20108839248879393	-0.21954192953261237	-0.2106744046984439	-0.2122318999123909	-0.1365149190426967	-0.008322865049529275	-0.0640798030881051	-0.2258275352174699	-0.05799583740862463	-0.28698239937700193	-0.08007657684801905	0.006457115574488599	-0.1115416884916864	-0.20798587129341634	-0.017985361399149868	-0.12377683318577302	-0.07401115277822844	-0.004192721491116251	-0.06722260593053386	-0.15207364727368808	-0.2309913735160918
PhsR	0.31663275097227567	0.26395372014221413	0.22770487319856672	0.3447232896523912	0.1333095382675647	0.13102196717208003	0.18709874797780568	0.2312115551311587	0.2088387853391492	0.18855658203966977	0.16372704896375578	0.242257719103884	0.08761374118694114	0.12880160941172109	0.1552813457500313	0.21928466469816577	0.23497086649577484	0.08162248355590991	0.12043934344160089	0.04404559381822733	0.16011143507423597	0.07180238352392564	0.18415990284196523	0.26806995749335977	0.24900454732977642	0.18148759334541628	0.1496400610018959	0.13707580273581452	0.07103754212421952	0.008605624597299414	-0.08167115528134575	-0.002303795003963269	0.11365543199632876	1.0	0.11758393554936472	-0.006016752344354775	0.020073610190468685	0.010951138223064835	-0.06008872160236591	-0.14366270957813201	0.09515090552586322	0.0018379370605059078	-0.04054586498926904	-0.07147790535435333	-0.017811533808307568	0.10099383027937571	-0.12597633163523092	-0.10259536181633609	0.13050743750318683	-0.059233489855421796	-0.06791328089148059	0.134679299683402	-0.017211249194598828	0.013533057372375782	-0.1331496168839898	-0.10460944416889552	-0.1872887994771266	-0.2919700923835703	-0.3358140461964205	-0.31284562719312475	-0.2371541410367541	-0.29254256458274425	-0.3146487987354622	-0.3307127858305019	-0.353996412198525	-0.3140230194084299	-0.2857030283084026	-0.2723275746183905	-0.27358840407729995	-0.30163027103197965	-0.3546754986534156	-0.1790470539699904	-0.21221335830270105	-0.29273029838085396	-0.3382615386754801	-0.19570900797752758	-0.1766041968933533	-0.32742165011055435	-0.1868113530276131	-0.20856066119380154	-0.2812507242816285	-0.2743092091539927	-0.0332010698508791	-0.13573848913693443	-0.2544094265543663	-0.10626196513250298	-0.03883308379416959	0.014328028887827898
MetJ	0.24159717425868327	0.23935132178500076	0.22232085328487794	0.16608415109557736	0.2262284975270128	0.11840208407692913	0.06364639296160496	0.0676490629534003	0.13952097751366285	0.09867612906814505	0.2090798262651172	0.08784319360685298	0.0526025466900909	-0.012545716656391525	-0.04687550699713996	-0.012587435278193676	0.0855463517065234	0.23466956533831484	-0.06236006878937195	-0.08300615117901461	0.2004510246557055	0.08716874255438486	0.10644274582697896	0.019897464898415155	0.014330346589039127	0.2809911417459707	0.07774960483194349	-0.07420120427754935	-0.020794415267161418	-0.12275704465283153	-0.1175375815251401	-0.01710695264009345	-0.13694832916919683	0.11758393554936472	1.0	0.21028503089495715	-0.09283783971705503	-0.1465181174703682	0.012202696877129387	-0.11912984225725556	-0.003381526067185523	0.07000384738401064	-0.06960288507446774	-0.1329247998665004	0.03551413565968729	0.03420926987776444	0.1358057024720601	0.07022402899907755	-0.03874732884935406	0.08507122295822112	-0.1063477200773185	0.049466696951295824	0.12976809081680427	0.09479166183812247	-0.07474586406218856	-0.10774992931011305	-0.12926746735517844	-0.1973221280205441	-0.22060343668735602	-0.18974092735860865	-0.182449439348077	-0.18153858277206336	-0.18585414242737483	-0.2074365761063547	-0.1884453323815307	-0.22739661893747307	-0.21095948194742525	-0.1603107573784018	-0.19042464921592167	-0.1452410641029801	-0.18871882112445593	-0.25932063542096406	-0.22380186435885432	-0.25318104491241405	-0.11805906429766701	-0.1905915237031303	-0.10967593901664573	-0.19970472486568921	-0.16142093625858128	-0.1913563651028364	-0.21134885575091203	-0.10686688514863418	-0.12797419007931174	-0.09444168895522664	-0.07667187376872123	-0.023577974421849432	0.02393026500595649	0.030296990233207095
NorR	0.15119755621584288	0.0524055420871363	0.1349574238287497	0.07305625987920142	0.133603886321391	-0.06531513783369103	0.05721708980165113	0.07934881866769264	0.093350051684737	0.07114415637993612	-0.07377474725468292	0.062095850851291656	0.07994678558019014	-0.05699690818658422	0.04142427374832546	0.03226240086033069	-0.005129072780453435	0.005256546347071121	0.0728129012520222	-0.024755366637154604	0.09125253208857327	0.07163550903671702	0.05312866486504026	-0.05103114526887652	-0.0024521278814820307	0.10980109488205218	0.1856919033425887	-0.02078977986473896	0.0898410520509338	0.0059634452164964704	0.13870746438852088	0.015041880860886939	0.010285957975441637	-0.006016752344354775	0.21028503089495715	1.0	-0.03808446630294209	0.03671006948468231	0.13912465060654242	0.06076317265483403	0.06740338662500985	-0.03790136790725487	-0.0964789483198984	-0.03290672179705281	0.00031288966351613814	0.07140373891559396	0.10229637836008733	-0.035534994970588374	0.0813281355020836	0.07408763691819906	-0.04863464221646402	-0.05617412425659734	0.03926881162188095	0.08065368444961549	-0.005196286115579124	-0.07179774812150316	-0.11727799898948227	-0.13680231399288928	-0.21025490077921113	-0.21172200564592014	-0.07840551427472175	-0.08670983771456119	-0.1251813601197788	-0.14800376394676704	-0.11742864956821226	-0.18674877509490986	-0.1411109205445671	-0.13755556688653925	-0.14608702504507928	-0.13651955444511915	-0.18429896491463907	-0.08276511025304661	-0.05254460415981013	-0.12491018907806481	-0.1404411048945214	-0.041822918356657135	-0.07155207179311272	-0.10302181883920253	-0.06683554982825834	-0.12587898818435922	-0.1591843545897437	-0.020887123315610646	-0.14621913401411943	-0.10477400095489289	-0.05257936967797859	-0.12334805846169535	-0.003073271806091846	-0.078076400702727
CblR	-0.02682970922120604	-0.07455581256286764	-0.01660864687967886	-0.03393114573241676	0.09742225271286926	0.02892491111615855	0.02537651056176442	0.02885769778103286	0.06359308583374666	-0.04778172817073114	0.05716378267379282	-0.011199132252666515	0.029879804015185578	0.02665356392915251	0.11342829727762815	0.13473724221368277	-0.006369042928461834	-0.02456531513783369	0.08189365459762389	0.040337271880258284	0.0231445642953493	0.02536955745813073	-0.13785223264157678	0.16484418094756897	0.012619883095150905	-0.21419962824072572	-0.0014740579703426953	0.21606769541697762	0.13638512777486778	0.13269302974537733	0.16474451979548604	0.045600771330963095	0.07402969438791829	0.020073610190468685	-0.09283783971705503	-0.03808446630294209	1.0	0.12092374299474809	0.11736143623308658	-0.010999809948500678	0.05737932888643728	0.011356735935030199	0.10421775266419754	0.05302668601174611	0.0055485766996861835	0.04414757267152148	-0.15930255735151647	-0.08599830344271338	-0.13619507627554686	-0.153128201324798	-0.06785302065998859	-0.16151364430703052	-0.08515697790303665	-0.08949107916803797	0.05203007449091693	-0.1633956176905498	-0.09555418553661736	-0.060104945510844526	0.008357630567697734	-0.016376876758555793	-0.02311211647839207	-0.07340623276209725	-0.037528218012246733	-0.10790057988884305	-0.024834168478336447	-0.039484357834525405	-0.07581664202177713	-0.12177665704048098	-0.1204323903379672	-0.07836379565291961	-0.04648845089486444	-0.001622390847861457	-0.0019260097065326727	-0.061982283491941355	-0.09856951481242844	-0.0674520583504457	0.09696798327546806	0.06546810611363225	-0.03840894447251438	0.04595769731749262	-0.034480440919478425	-0.047271833904260395	-0.052472755422261985	-0.16803333781422233	-0.16666589409959626	0.014015139224311758	-0.24542601665963631	-0.02364287005576389
ExuR_UxuR	-0.22683109984193278	-0.12896616619771845	-0.06416787573413185	-0.11446430971904827	0.041973568935387125	0.0784843161159036	-0.03636241430299771	-0.021246367003351398	0.03485590851569779	0.03730803639717982	-0.05726112612466451	0.05386569385021161	0.06728750156444832	-0.18035191975191325	-0.07408068381456537	0.0030964488182041523	-0.10023130658088082	0.10380288414738725	0.07844027979289021	0.11121952802332534	-0.059965883438170685	-0.05251447404406413	-0.24840658041727892	0.0029226212273618535	-0.15902675090738003	-0.15431718204615932	-0.017978408295516175	0.1734590763497133	0.20409908636218252	0.19685858777829798	0.07230068928434022	-0.05189796552187678	0.05883716294830136	0.010951138223064835	-0.1465181174703682	0.03671006948468231	0.12092374299474809	1.0	0.12147767358423221	0.07671591009173462	0.1635995753971381	0.10014786933727651	0.032114067982811925	0.16367374183589747	-0.02041894767094205	-0.20283593920206183	-0.1587300851523425	-0.05907820387426935	-0.025726483444660248	-0.24343511131918918	-0.235967478016604	-0.001856478670195753	-0.12541313024090187	0.024609351460847074	-0.1148907667419147	-0.1787967422391775	-0.08784087590564175	-0.017190389883697754	0.08383125281021273	0.10341119264268928	0.06641372820781437	0.05451465018935619	0.08710616462168164	0.006032976252833389	0.016703672629339316	0.015072010976632936	0.002470669491171876	-0.01050382188929732	-0.010058823256741034	-0.02509143331278305	-0.03604952463948158	0.10002039577065883	0.07373766403530323	0.001015153130519026	0.054403400531217116	0.06820531124409565	0.0779095262155184	0.12133397610913592	0.022630034626456096	0.030408239891346167	0.19072363267217043	0.18813707812043703	-0.03607270165159388	-0.07078259499098415	-0.04692186102136457	0.015162401323870933	-0.22204504684074147	-0.06625612452545068
LtbR	-0.07169808696942025	-0.12551974449661848	-0.0008529140457328803	-0.05104273377493267	0.06232066786878103	-0.06539857507729534	0.04908427625144277	0.06394537641785372	0.05913382870333888	9.966115208291808e-05	-0.03785964928545272	-0.010809758449179765	0.06574623025897994	-0.1532324978793034	0.011952385146316477	-0.01704205700617899	0.03270971719409821	0.08766936601601068	0.011943114341471555	0.059785102743694696	-0.11696510932596614	0.03762324376190719	-0.13379857322313438	-0.10743240424417445	-0.1673403451520644	-0.1701934353430893	-0.0330573723757828	0.16501105543477756	0.20888513936337383	0.05688102312602269	0.17106720869972328	0.04335491885728059	0.14990196123876495	-0.06008872160236591	0.012202696877129387	0.13912465060654242	0.11736143623308658	0.12147767358423221	1.0	0.11173173999100731	0.051123853317325746	-0.1655348559085157	-0.05533743411934307	-0.022551232785274253	-0.1834854517894971	-0.3304277085815205	0.04225401078194604	-0.06377386652822264	-0.18949061562779573	-0.18913137194005497	-0.27122666654305594	-0.12297954396910968	0.021473501722052	0.017195025286120214	-0.12401323870931855	-0.15345499719558153	-0.12187631819256389	-0.09232331004816183	0.044101218647296866	0.007685497216440846	0.011064705582415138	-0.019865017081457926	-0.02992152263698773	0.027779966717810606	0.03985982543074477	-0.02586786321854532	-0.07142691592770627	-0.057446542221562966	-0.06977207726288757	-0.013686025652317005	-0.038930427245041276	-0.09807120905201384	-0.00042182162044397887	0.012147072048059853	-0.05116788964033912	0.0686016381512161	0.049900107077795956	0.1398663149941362	0.08676546254363073	0.016766250562042544	0.022022796909113664	0.10259072641391362	-0.07381646587648506	-0.02620161219296253	0.014573705216218346	-0.2158081128813198	-0.2563029884439418	-0.012557305162447678
NagR	-0.26324913897400004	-0.27912539227093003	-0.15075023988207537	-0.2200193759821259	-0.11773922153051718	-0.10412736231695954	-0.14589002044212468	-0.039811153705308924	-0.13788699815974523	0.003995716888161646	-0.017769815186505417	-0.06670807626164066	-0.05029411628370517	-0.16038028841473873	-0.1273205983377447	-0.10890646221451715	-0.18087340252444015	0.11687240127751691	-0.0579633895916674	0.0689794234486467	-0.30105084572917196	-0.19198677983229115	-0.13033360991234455	-0.1433892208352068	-0.19123120923742995	-0.1569083720003152	-0.1723094965489429	0.0848649475504216	-0.04570738558667971	0.006749145927103662	0.1604984911765115	-0.08577812182764646	-0.005472092559715572	-0.14366270957813201	-0.11912984225725556	0.06076317265483403	-0.010999809948500678	0.07671591009173462	0.11173173999100731	1.0	0.05497123732796863	-0.04528556396623573	0.044254186927238086	-0.07636825491005002	0.131895740528714	-0.09677097867251346	-0.1554412671336062	-0.061465436121836914	-0.09488668758778293	-0.0993830279375704	-0.19875446736908464	0.07701257584677214	-0.12433076377525715	0.0016061669393828426	-0.007917267337563911	-0.16820948310627587	0.05398157891077314	0.13334430378573317	0.1622159077740334	0.15139456081879749	0.12999522553550485	0.15247460958323097	0.168642893232776	0.11063314961688399	0.13646624731726084	0.12948764897024534	0.13266985273326504	0.1334022463160139	0.12569357208746076	0.12340368329076488	0.13286917503743087	0.18354339431977787	0.17624495320561254	0.14332432520129235	0.0988916752807895	0.12184155267439543	0.11289986140146757	0.22629802856334974	0.25952227542634115	0.06789705698300198	0.3049515368676732	0.2744760836412013	0.14066823961322203	0.17069637650592637	-0.019366711321043336	-0.040096230954290296	-0.02285485164394547	-0.10150604224705768
VanR	-0.16590337040110137	-0.1966940309923006	-0.10597920558473284	-0.24781093120599265	-0.000996611520829181	-0.05571985481919613	-0.15564290713898327	-0.10226856594555256	-0.08503645744005266	-0.0917462024465654	-0.1346236748543325	-0.0351966105937487	0.0504100013442667	-0.10204143122685196	-0.21057937894878345	-0.014423054637488353	-0.21195609346825445	0.08362497740241319	-0.034953251966569475	-0.10695959319708341	-0.10341119264268928	-0.0822575336877871	-0.2447376593999008	-0.15986575874584552	-0.22701188053640878	-0.16161794086153589	-0.0019816345356022083	0.04672949182083243	0.07270860469751682	-0.006705109604090279	-0.1050544428014518	0.037324260305658434	0.015920289619943354	0.09515090552586322	-0.003381526067185523	0.06740338662500985	0.05737932888643728	0.1635995753971381	0.051123853317325746	0.05497123732796863	1.0	0.09443705355280418	0.013964149797664685	0.06251303706931317	0.09122008427161604	0.23036559418905952	0.009275440247345073	-0.10381910805586587	-0.04745261459873639	-0.2164663400253093	-0.2544557805785909	-0.002317701211230653	-0.10834094311897688	-0.041616642948857606	-0.14458747236141306	-0.00021091081022198943	0.03175018889264872	0.08044045593818228	0.08366901372542657	0.12650013210896904	0.08142316125174406	0.19648080248086738	0.16391478276186547	0.11312236071774572	0.12020293791805535	0.06795963491570521	0.07518159188989992	0.10135075626590523	0.06085819840449449	0.10020349416634605	0.11439941408513381	0.05175658574799171	0.19863394690610064	0.09323184892296425	0.13215532306437183	0.09121081346677112	0.12278717476857753	0.1669254766352541	0.09012381159870395	0.07471805164765379	0.16290890043619136	0.21072075872266852	0.0950952806967937	0.032603102938381597	-0.07870449773097052	-0.017830075417997412	-0.061597545090877066	-0.1461403321729376
NiaR	-0.13705726112612465	-0.06609620314187577	-0.17933676662139425	-0.2110151067764948	-0.08084141824772517	0.021385429076025236	-0.20465533465287788	-0.2487820480134983	-0.12408045204444423	-0.20475036040253836	-0.24962337355317502	-0.21162466219504847	-0.24323810671623458	-0.11036429627638124	-0.18026616480709773	-0.11200291103272131	-0.24606106679151352	-0.14586684343001238	-0.1565908469343766	-0.2258113113089913	0.03566942164083975	-0.030978394389308907	-0.11023218730734109	-0.06928536000852914	-0.10166828133184383	0.03976943508350678	0.07977064028813662	-0.19974412578628015	-0.25510010151531304	-0.09531546231186061	-0.19099712141509564	-0.10292679308954207	-0.09275440247345074	0.0018379370605059078	0.07000384738401064	-0.03790136790725487	0.011356735935030199	0.10014786933727651	-0.1655348559085157	-0.04528556396623573	0.09443705355280418	1.0	0.1601369297875595	0.18238222601295132	0.1106864567447423	0.11577149320218234	0.09294445397277165	0.05171486712618956	0.17815242130245537	0.15559423541354742	0.16533553360434985	-0.007043493980929954	-0.041002452127881485	0.04685232998502765	-0.1696418224548164	0.20248133091674353	0.3014680319471935	0.2574247558301774	0.1283496576755311	0.209851620768457	0.20247437781310984	0.2178569607520477	0.2590262873671378	0.11902091030032773	0.16051239738377887	0.205420176052584	0.19372042033829168	0.17160259767951755	0.15373775674335166	0.17736903829305942	0.18020126917318327	0.14909540121725667	-0.009597600715706135	0.12018439630836551	0.0865893172515772	0.196346375810616	0.13299433090283733	0.06792486939753675	0.08300151577659215	0.16515243520866263	0.14309719048259176	-0.0847977342152959	0.24286032141880398	0.11977648089518891	0.11091127376223167	0.17266410483426117	0.06485623299386736	0.18645210933987233
