	LiuR	NtrC	GntR	NnrR	FadR	GlcC	CueR	NifA	FadP	MerR	FixJ	AcnR	FruR	NmlR	PaaR	PdxR	RbsR	BioQ	PhnR	ZntR	HrcA	QorR	PurR	CsoR	LexA	FabR	PrpR	RutR	DasR	FnrN_FixK	HcpR	AmtR	TtrR	PhsR	MetJ	NorR	CblR	ExuR_UxuR	LtbR	NagR	VanR	NiaR	CadR-PbrR	NarP	NrdR	HypR	TyrR	NikR	NagQ	HisR	PsrA	LldR	PdhR	SdaR	LiuQ	SoxR	BirA	Phr	MetR	SahR_SamR	RbkR	CzrA	NsrR	KdgR	FUR	NagC	NrtR	ArgR	MntR	ThiR	Zur	IscR	SiaR	Irr	XylR	ModE	NadQ	AgaR	GulR	AraR	PhnF	GguR	HutC	PhrR	CcpA	Rex	HexR	TrpR
CadR-PbrR	-0.08766936601601068	-0.0006304147294547376	-0.05117020734155036	-0.06214915797914996	-0.06410066239900616	-0.12945751885449935	-0.1251512300040328	-0.049455108445239676	-0.12344076651014457	-0.11551191066652451	-0.1644478540404485	-0.07493591556150947	-0.04152161719919715	-0.04207323008747004	-0.03468208092485549	-0.21263054452072255	-0.1821852214099967	-0.09690076994034237	0.004589048398236693	-0.07660466043359554	0.12487542355989635	0.02949738331533252	-0.10176794248392675	-0.013686025652317005	-0.07207355456563962	0.08420208500400962	0.013616494615980086	-0.06549128312574456	-0.11127978825481734	-0.13340456401722517	0.01792278346644664	-0.04440715520717931	-0.10003893738034868	-0.04054586498926904	-0.06960288507446774	-0.0964789483198984	0.10421775266419754	0.032114067982811925	-0.05533743411934307	0.044254186927238086	0.013964149797664685	0.1601369297875595	1.0	0.206827020687801	0.09981180266164807	0.0485048509486351	-0.15843805479972745	0.059059662264579496	0.1344359410562228	0.24375495408633902	0.014223732333322518	0.01355623438448809	-0.24393109937839252	-0.026961818190246185	-0.020567280548460815	0.07691059699347799	0.07664174365297523	0.1431481799092388	0.12514659460161034	0.07676226411595923	0.07273178170962911	0.0991188099994901	0.08429015765003639	-0.02492687652678567	0.019936865819006076	0.03188925096532255	0.0930997399539241	0.04672949182083243	0.09479861494175616	0.09623558969271917	0.11462654880383441	0.11114767928577719	0.04719534976428979	0.01987197018509162	-0.04236294273887387	0.08774816785719253	0.08268630841186478	-0.040972322012135486	-0.023202506825630066	0.1398663149941362	0.17905632477483532	-0.02950433641896621	0.2364959138927646	-0.03354177192893001	-0.17349152416667052	0.10835948472866672	0.015394171444993996	0.2630359104625668
NarP	-0.0664623999332502	0.04535045960015019	-0.02109108102219894	-0.07114415637993612	-0.08147415067839114	0.0027024396122949414	-0.08897191409672231	-0.09946878288238593	-0.10238676870732533	-0.1279185652502422	-0.14666413264667572	-0.12860228710755525	-0.05460040513417172	-0.1228451172988583	0.09068469529182176	0.031249565431022894	-0.13519846475471767	-0.14481460708011365	-0.02728629635981848	-0.1471925685228363	0.03403080688449968	0.1725065011518975	0.0176098938029305	0.06713916868692955	0.041968933532964665	-0.0031219435315276898	-0.01338472449485702	-0.0854999976822988	-0.10032865003175251	-0.15368908501791584	-0.10686920284984541	-0.02967816400980851	-0.09227463832272599	-0.07147790535435333	-0.1329247998665004	-0.03290672179705281	0.05302668601174611	0.16367374183589747	-0.022551232785274253	-0.07636825491005002	0.06251303706931317	0.18238222601295132	0.206827020687801	1.0	-0.002243534772471272	0.017023515396489147	0.0875048092300133	-0.0016988749878320687	0.02449114869907431	0.06759807352675322	0.16208843420741573	0.14401963556466155	-0.045691161678201093	-0.13255628537391473	-0.12119954943888454	0.06038538735740343	0.10184442662389735	0.13524018337651983	0.065978000380103	0.06747291766134678	0.08721973198103193	0.09335468708715947	0.10971302223602541	-0.0017823122314363721	0.03756761893283765	0.031815084526563175	0.11668003207698477	0.05793789487834387	0.08911792927302983	0.003759311364616119	0.032519665694777294	0.07669736848204477	-0.06706036684574772	0.04689173090561857	0.03844370999068284	0.09547306599422428	0.017693331046534803	-0.0880332451061739	-0.06586675072196392	0.07091702166123552	0.10480413107063889	-0.04503988763784528	0.09438374642494589	0.022734331180961475	-0.014997844537873556	0.1892704340127288	0.05312866486504026	0.19461041760340425
NrdR	-0.2002771970648632	-0.16200963236623386	-0.22989046544075725	-0.26414840704395753	-0.2373349217312301	-0.23874408406765835	-0.22886372380418207	-0.24840194501485646	-0.24762087970667174	-0.22756349342468166	-0.19293240192647323	-0.31416671688352626	-0.22840250126314715	-0.26695282550954663	-0.3145398667785344	-0.17852325349625228	-0.2506871984091299	-0.20105130926941422	-0.20566585238097446	-0.1847115157302381	-0.15201338704219608	-0.14608470734386805	-0.17525297708720583	-0.1198135641145686	-0.054081240062856056	-0.09193625394588631	-0.14477520615952275	0.024435523870004774	-0.196225855347632	-0.12704710959481946	-0.18981509379736802	-0.044599524407711456	-0.21418572203345834	-0.017811533808307568	0.03551413565968729	0.00031288966351613814	0.0055485766996861835	-0.02041894767094205	-0.1834854517894971	0.131895740528714	0.09122008427161604	0.1106864567447423	0.09981180266164807	-0.002243534772471272	1.0	0.2109247164292568	0.00670742730530151	0.17288660415053933	0.2308013220167709	0.16381048620736008	0.04616860812771461	0.19827702091957114	-0.0135191511651084	-0.05714755876531421	-0.05702935600354145	-0.05348327315035855	0.30862509328747373	0.3203155781969212	0.2095850851291655	0.2712846090733367	0.27779966717810606	0.3369752145032471	0.3202483648617955	0.2410339728643542	0.27526641975423094	0.26438249486629184	0.2976484603510854	0.34672810120010567	0.30887772271949787	0.26313788931586096	0.2662042080183191	0.26925893821472113	0.27046414284456105	0.17509073800241967	0.2443436501939916	0.2753915756196374	0.316234106363944	0.15575647449833357	0.09648126602110962	0.1322294895031312	0.21403043605230587	0.1066652451432571	0.30819400086218485	0.26313557161464973	0.0402097983136406	0.22608943545433896	0.2958823720281276	0.13201162558927554
HypR	-0.023573339019426973	-0.10678808330745233	-0.09204982130523662	-0.18961113609077973	-0.18654249968711034	-0.2847203229948408	-0.296107189045617	-0.26758787564142383	-0.31494546449049976	-0.2999638438611048	-0.21344637534707575	-0.24475620100959064	-0.2878631258372696	-0.14031826673032619	-0.18881152917290514	-0.1070268065322091	-0.22035080725533188	-0.2129805174036184	-0.23194163101269638	-0.14815441452549702	-0.031784954410817176	-0.15972206127074923	-0.06354904951073327	-0.059961248035748226	0.07882270049274327	0.1233364699556392	0.06992736324404003	-0.17101158387065374	-0.333035122444155	-0.21434100801461078	-0.24027144916585932	-0.04001742911310845	-0.2110452368922408	0.10099383027937571	0.03420926987776444	0.07140373891559396	0.04414757267152148	-0.20283593920206183	-0.3304277085815205	-0.09677097867251346	0.23036559418905952	0.11577149320218234	0.0485048509486351	0.017023515396489147	0.2109247164292568	1.0	0.23901061970694987	0.08619299034445675	0.1796519739861216	0.2152101459688223	0.3345601698411448	0.043987651287946565	0.01781848691194126	0.10135075626590523	0.07957595338639324	0.15095419758866366	0.35681010146895903	0.2811603339343905	0.10043758198868034	0.12455789849395775	0.22217947351099285	0.2494773583768675	0.23748093690753763	0.19725955008784088	0.22195002109108103	0.19665231237049843	0.2642156203790832	0.289726557611099	0.24239214577413537	0.21987567850702958	0.21712920257172127	0.1770352893186422	0.14242273943012362	0.11352795842971107	0.1792811417923247	0.1221498069354891	0.15538564230453666	0.051624476778951565	0.17479407224738217	0.1452039808836004	0.02594434735851593	-0.010304499585131483	0.1395395191233527	0.16916669370651413	0.05027093927159286	0.2765898271458437	0.31958782001659475	0.09190844153135154
TyrR	-0.08506426985458743	-0.10455845474224845	-0.19095308509208228	-0.2636222888690082	-0.18616007898725728	-0.2516351382045232	-0.1474034793330583	-0.34639898762811094	-0.2977527569055908	-0.29694619688408247	-0.24589651000551613	-0.3476644524894429	-0.3060779396563313	-0.23370771933565412	-0.23736273414576486	-0.16999179533771225	-0.17968442180307884	-0.1960520277567897	-0.2735119199373294	-0.2609221669579245	-0.059150052611817494	-0.13434091530656234	0.01778835679619526	-0.130157464620291	-0.037759988133369796	0.12151707450482313	-0.0795041046488451	-0.21498764665254413	-0.17386467406167866	-0.15394171444993998	-0.24422776513343006	-0.010710097297096847	0.02352698499520236	-0.12597633163523092	0.1358057024720601	0.10229637836008733	-0.15930255735151647	-0.1587300851523425	0.04225401078194604	-0.1554412671336062	0.009275440247345073	0.09294445397277165	-0.15843805479972745	0.0875048092300133	0.00670742730530151	0.23901061970694987	1.0	0.14381567785807325	0.16503886784931235	0.16334694596511395	0.22687050076252369	0.07795356253853178	0.1456188494004107	0.15899893849284524	-0.04774696265256268	0.052945566469353035	0.33593688436061575	0.2765110253046618	0.18860525376510562	0.2202835939202062	0.2562844468342519	0.22657847040990864	0.268915918435459	0.2789538823812989	0.25757772411011864	0.24041514664095565	0.3017229790804289	0.27522933653485127	0.2669435547047017	0.24674478864882654	0.2177132632769514	0.0990423258595195	0.12965452345745396	0.14475666454983288	0.19170865568694345	0.2054642123755974	0.15452113975274764	0.16091799509574423	0.25025842368505224	0.2141602273201348	0.10980804798568587	0.15449100963700163	0.04233744802555034	0.2535565125086334	0.25341281503353713	0.19950308486031215	0.31996560531402535	0.24177795495315926
NikR	-0.007507034223176085	-0.02871863570835902	-0.10120242338838646	-0.1516680495617227	-0.1627605675586726	-0.18604651162790697	-0.16522660164742203	-0.1666682118008075	-0.3032503441786299	-0.23668828309329673	-0.07860947198131006	-0.2585511586188355	-0.214403585947314	-0.0952922852997483	-0.18393276812326462	-0.15649813888592737	-0.13422039484357834	-0.3041820600655446	-0.27443204731818793	-0.13028957358933116	-0.015347817420769384	-0.11420472718339042	0.0015204119945673084	-0.09808047985685878	-0.03315703352786572	0.19192420189958792	-0.07097264649030506	-0.2464991123204361	-0.21876781732806133	-0.11724786887373627	-0.10976632936388372	-0.08838785339149219	-0.2089963890215129	-0.10259536181633609	0.07022402899907755	-0.035534994970588374	-0.08599830344271338	-0.05907820387426935	-0.06377386652822264	-0.061465436121836914	-0.10381910805586587	0.05171486712618956	0.059059662264579496	-0.0016988749878320687	0.17288660415053933	0.08619299034445675	0.14381567785807325	1.0	0.09373942548822375	0.2891007782840667	0.19808001631661654	0.1661699060403929	0.17866231556892612	0.0026746271977601734	-0.06653656637200958	0.06241569361844149	0.215961081161261	0.2656062411058216	0.16121466085078176	0.12729510362442115	0.19535903509463173	0.22044119760256986	0.1632820503311995	0.14368820429145557	0.1501175074514094	0.14642309172070772	0.23660716355090367	0.22664568374503433	0.21761128442365724	0.21293879878181624	0.24327982533803671	0.08484408823952051	0.016909948037138845	0.03561147911055898	0.15689446579304783	0.12099095632987378	0.1498532895133291	0.027246895439227557	0.05699227278416176	0.11104338273127182	0.1837496697275774	0.10529780142863103	0.1819511335876624	0.05803987373163801	0.08634364092318675	0.09228159142635968	0.33113228974973463	0.27730831452132515
NagQ	-0.06668489924952835	-0.054315327885190355	-0.17279389610209012	-0.10186528593479843	-0.28857234240790613	-0.22839554815951346	-0.19000050989426648	-0.19149542717551024	-0.27480287951198484	-0.13580802017327134	-0.3098302979173137	-0.23663497596543845	-0.3029281837102688	-0.13091535291636344	-0.15517473149431468	-0.1365844500790336	-0.14803389406251305	-0.34599107221493436	-0.0604433298876842	-0.19464286542036147	-0.05187942391218694	-0.12153329841330175	-0.06776263031275061	0.057013132095062834	0.13041472945473762	0.1383227259874566	0.09130815691764281	-0.2028034913851046	-0.306738484501532	-0.18705007625236986	-0.19870347794243756	-0.07887600762060158	-0.008336771256796658	0.13050743750318683	-0.03874732884935406	0.0813281355020836	-0.13619507627554686	-0.025726483444660248	-0.18949061562779573	-0.09488668758778293	-0.04745261459873639	0.17815242130245537	0.1344359410562228	0.02449114869907431	0.2308013220167709	0.1796519739861216	0.16503886784931235	0.09373942548822375	1.0	0.33189713114944075	0.15463702481330915	0.16852469047100324	-0.1189583323676245	0.02462557536932569	0.07402737668670706	0.16882830932967446	0.2757531370085894	0.2284442198849493	0.12737158776439175	0.0917160723308194	0.21207661393123844	0.18269279797525623	0.21232460796084013	0.14540793859018872	0.1372565834302905	0.15735105293166027	0.24460555043086066	0.20161451066374328	0.18403938237898124	0.1789775229336535	0.17339418071579885	0.11825375119941038	0.09127570910068558	0.12189485980225373	0.04655102882756767	0.2669481901071242	0.20589530480088628	-0.04888031854485447	0.11931294065294279	0.0955796802499409	0.0924415128099346	-0.018089657953655247	0.22617055499673205	0.13489484589604647	0.1018560151299535	0.11815177234611622	0.31487129805174036	0.32918078532987843
HisR	0.06358613273011296	0.08182412356128697	-0.08424380362581177	-0.08483945283709805	-0.29431097060691325	-0.2609036253482346	-0.1580649049047193	-0.23701971436650274	-0.3279871692060946	-0.34003458010207155	-0.2845835786233782	-0.25159110188150985	-0.35356068437081367	-0.17322962392980146	-0.16138153533799038	-0.17623104699834516	-0.17611979734020608	-0.3253704845386152	-0.05619498356749841	-0.2039739304967761	0.020745743541725575	-0.02336242820920498	0.07149181156162072	-0.054927201004955246	0.09360963422039484	0.3343747537442463	0.10998651097895064	-0.2509931349690123	-0.4236178388826826	-0.3811946359123167	-0.29153899995828136	-0.2463554148453398	-0.24014397559924164	-0.059233489855421796	0.08507122295822112	0.07408763691819906	-0.153128201324798	-0.24343511131918918	-0.18913137194005497	-0.0993830279375704	-0.2164663400253093	0.15559423541354742	0.24375495408633902	0.06759807352675322	0.16381048620736008	0.2152101459688223	0.16334694596511395	0.2891007782840667	0.33189713114944075	1.0	0.4347984295256593	0.052653536116737974	0.05335811728495209	0.02274823738822886	0.14993440905572217	0.2811441100259119	0.3433488928341314	0.3284947457713541	0.10361283264806634	0.078377701860187	0.1678873226379148	0.18146905173572644	0.18654249968711034	0.17983739008302005	0.17204064320844015	0.20295877736625706	0.3167185059170912	0.2600785237170365	0.2785112014499539	0.23686211068413904	0.22778831044217104	0.16546532487217877	-0.12360068789371949	0.13518687624866152	0.12202233336887142	0.22735258261445968	0.22001705828091467	-0.01522729695778539	-0.023770343622381576	0.03305969007699403	0.024688153302028917	-0.0332613300823711	0.15398806847416457	0.2403224385925064	0.14994831526298955	0.21533298413301752	0.4454019125670395	0.4220325312542008
PsrA	0.059089792380325495	0.025958253565783313	-0.19234602352003188	-0.08013451937829982	-0.28690127983460884	-0.16226689720068047	-0.1603177104820355	-0.24276993107156597	-0.2875502361737534	-0.2932193333364236	-0.19511104106503005	-0.2579416032002818	-0.357051142394927	-0.10714500929398185	-0.13528653740074445	0.002904079617672008	-0.04631462330402214	-0.29197472778599276	-0.1981982190783893	-0.1624499955963677	0.03680973063676523	-0.08193305551821481	0.2536909391788848	0.007919585038775141	0.1355716146497258	0.1791304912135947	0.046629830668749504	-0.31251651362113003	-0.4573751570242571	-0.23555956260342742	-0.1909252726775475	-0.15787948880782085	-0.10665365663720096	-0.06791328089148059	-0.1063477200773185	-0.04863464221646402	-0.06785302065998859	-0.235967478016604	-0.27122666654305594	-0.19875446736908464	-0.2544557805785909	0.16533553360434985	0.014223732333322518	0.16208843420741573	0.04616860812771461	0.3345601698411448	0.22687050076252369	0.19808001631661654	0.15463702481330915	0.4347984295256593	1.0	-0.048029722200332824	0.1617407790257311	0.041676903180349605	0.2772017002656086	0.2855245653151378	0.36691064334750223	0.2829588700743055	0.13425284266053558	0.13471406520157048	0.17401300693919744	0.10853331231950902	0.15889232423712865	0.23026129763455414	0.21384038455298496	0.23039340660359428	0.3095150905525863	0.2458269789691792	0.27198455483912837	0.22971663784991495	0.21915255572912562	0.17753127737784555	-0.07156829570159133	0.05664229990126593	0.13136266925013096	0.10809758449179765	0.1276079932879373	-0.00022481701748937335	0.04024224613059783	0.031699199466001644	0.0006466386379333521	-0.22976299187413957	0.12067111356272395	0.17775145899291248	0.19087428325090042	0.2667650917114369	0.3546476862388808	0.25410812539690636
LldR	-0.10282481423624792	-0.05633172793896102	0.008392396085866194	-0.00016455678599737637	0.02140397068571508	0.10984513120506557	-0.07340159735967478	0.01970277799667178	-0.15257890613773634	-0.01447636176534666	0.02261612841918871	-0.03254747810931206	-0.06616573417821268	-0.05204398069818431	-0.07459289578224734	0.005312171176140657	-0.07189972697479732	-0.16818630609416357	-0.14232307827804072	-0.05604665068997965	-0.00397485757726057	0.06451784861702768	-0.041588830534322836	0.008257969415614817	0.18452609963333966	0.10510543222809889	-0.04474090418159653	-0.06269381776378917	-0.02892491111615855	-0.14430239511243168	-0.13379393782071192	-0.036793506728286615	-0.04163981996096991	0.134679299683402	0.049466696951295824	-0.05617412425659734	-0.16151364430703052	-0.001856478670195753	-0.12297954396910968	0.07701257584677214	-0.002317701211230653	-0.007043493980929954	0.01355623438448809	0.14401963556466155	0.19827702091957114	0.043987651287946565	0.07795356253853178	0.1661699060403929	0.16852469047100324	0.052653536116737974	-0.048029722200332824	1.0	0.22738271273020566	-0.12229582211179664	-0.12849567285183863	-0.10760854953622799	0.08406534063254702	0.09113201162558927	-0.012784439881148283	0.009201273808585693	0.14795740992254242	0.11026463512429832	0.09177865026352262	0.028985171347650548	0.046187149737404454	0.023904770292632955	0.07461375509314841	0.10867469209339409	0.11409347752525135	0.05717305347863775	0.05875836110711952	0.11904408731244003	-0.009859500952575198	0.0006373678330884295	0.0029434805382629295	0.03441090988314151	0.06662232131682512	-0.05537915274114522	-0.06369970008946327	0.02226383783508165	0.05521691365635908	-0.05743727141671804	-0.03440859218193027	-0.0330341953636705	-0.10185369742874227	0.24117535263823928	0.0877690271680936	0.12734841075227946
PdhR	0.07483625440942655	0.016012997668392582	-0.0035414474507604377	0.031905474873801166	0.01642786618520287	0.018305204166299698	0.02469510640566261	-0.06767223996551261	-0.03982505991257631	-0.09889862838442319	-0.03194719349560332	0.002836866282546319	-0.026164528973582842	-0.08134667711177346	-0.05436168190941497	-0.010126036591866724	0.09975617783257854	-0.05517287733334569	-0.24712257394625714	-0.061430670603668455	0.014923678099114174	-0.11084637812831721	0.029022254567030236	-0.061989236595575044	0.027205176817425406	0.005676050266303869	-0.039461180822413094	-0.08841566580602694	-0.07309102539736988	-0.05854513259568629	-0.18130913035215152	0.019610069948222553	-0.037498087896500734	-0.017211249194598828	0.12976809081680427	0.03926881162188095	-0.08515697790303665	-0.12541313024090187	0.021473501722052	-0.12433076377525715	-0.10834094311897688	-0.041002452127881485	-0.24393109937839252	-0.045691161678201093	-0.0135191511651084	0.01781848691194126	0.1456188494004107	0.17866231556892612	-0.1189583323676245	0.05335811728495209	0.1617407790257311	0.22738271273020566	1.0	0.05319587820016595	0.04281025907264139	-0.04011940796640261	0.06308782696969838	0.027494889468829237	-0.04198052203902082	-0.023193236020785143	-0.0025402005275087956	0.01660864687967886	0.005425738535490958	0.07026111221845724	0.02356638591579328	0.06920424046613607	0.034774788973304716	0.04266192619512263	0.03339807445383371	-0.012640742406051982	-0.014566752112584654	-0.015618988462483371	0.002176321437345583	0.06562339209478471	0.08197477414001697	0.0033374897441721405	0.055752302636153356	0.0743866203744478	3.2447816957229144e-05	-0.06719711121721032	-0.1867673167045997	-0.02154535045960015	-0.1350779442917337	-0.05103809837251021	0.08247539760164278	0.03028076632472848	0.1176882321038701	0.01284701781385151
SdaR	0.09149589071575248	0.060459553796162815	-0.017028150798911606	-0.040970004310924256	0.027490254066406775	-0.02488284020377229	-0.14239956241801133	-0.09900292493892858	-0.0695310363369196	-0.07287316148351419	-0.01878265061581321	-0.025853957011277934	-0.07095874028303767	0.05771307786085449	-0.12350797984527026	-0.09371856617732269	-0.05114007722580436	0.14831201820786072	-0.11269590369487927	0.011150460527230672	0.15550616276752066	-0.08739355957187424	0.09939229874241533	0.021566209770501225	-0.039076442421348806	0.1875901006345866	-0.0628398329400967	-0.17788820336437508	-0.2550004403632301	-0.03798248744964794	-0.07275495872174143	-0.16209075190862696	0.09585548669407734	0.013533057372375782	0.09479166183812247	0.08065368444961549	-0.08949107916803797	0.024609351460847074	0.017195025286120214	0.0016061669393828426	-0.041616642948857606	0.04685232998502765	-0.026961818190246185	-0.13255628537391473	-0.05714755876531421	0.10135075626590523	0.15899893849284524	0.0026746271977601734	0.02462557536932569	0.02274823738822886	0.041676903180349605	-0.12229582211179664	0.05319587820016595	1.0	-0.01040184303600317	0.09401059652993775	0.01071936810194177	0.027200541415002943	-0.008941691272927859	-0.02093811274225772	-0.034132785737793825	0.02750879567609662	-0.008107318836884824	0.009185049900107078	0.007048129383352416	-0.008607942298510645	0.026857521635740806	0.04225632848315727	-0.004359595978324859	0.06681932591977972	0.001877337981096829	-0.03525455312402946	0.005061859445327746	-0.07680630043897262	0.012631471601207058	-0.011822593878487562	0.036747152704062	-0.0211258465403674	0.07316750953734048	-0.10942099188341035	-0.13128850281137158	0.0524889793307406	-0.046092123987743996	0.058649429150191675	0.15853539825059912	-0.03938701438365372	0.14908613041241175	0.0193412166077198
LiuQ	0.04022138681969675	0.03633691958967418	-0.049839846846303965	0.047436390690257776	-0.11587810745789896	-0.099610162656271	0.05979900895096208	-0.08383125281021273	-0.0011797099165164024	-0.08387992453564856	-0.000720805076692733	-0.029163634340915307	-0.16423694323022653	0.1108533312319509	0.06555849646087025	0.13577789005752536	0.14408221349736478	-0.06848343538944333	0.02278068520518609	0.11238996713499683	-0.058969271917341505	-0.0427430457375157	0.174571572931104	0.04209408939837112	0.14280979553239914	0.008260287116826047	-0.015855393986028896	-0.05564568838043675	-0.045454756154655565	-0.128449318827614	0.12045093194765703	-0.030549619665231238	-0.04456012348712053	-0.1331496168839898	-0.07474586406218856	-0.005196286115579124	0.05203007449091693	-0.1148907667419147	-0.12401323870931855	-0.007917267337563911	-0.14458747236141306	-0.1696418224548164	-0.020567280548460815	-0.12119954943888454	-0.05702935600354145	0.07957595338639324	-0.04774696265256268	-0.06653656637200958	0.07402737668670706	0.14993440905572217	0.2772017002656086	-0.12849567285183863	0.04281025907264139	-0.01040184303600317	1.0	0.25419388034172186	-0.016409324575513022	-0.036823636844032615	0.0165437512457644	-0.04731818792848501	-0.029481159406853905	-0.13821842943295123	-0.0701521802615294	0.07197621111476793	0.04273377493267078	0.012019598481442167	0.032053807751319933	-0.00418808608869379	0.03891420333656266	0.018251897038441392	0.0002966657550375236	0.022975372106929463	-0.10072265923766172	-0.0013002303795003963	0.01646726710579379	-0.08297602106326861	0.0641400633195971	-0.02559669217683133	0.06596177647162438	-0.050583828935109	-0.14014675684069514	-0.07110707316055644	-0.15021948630470355	-0.05456795731721449	0.16765555251679173	-0.07475049946461101	0.06399404814328956	-0.09679415568462577
SoxR	0.12131079909702361	0.04006146543612184	-0.10767344517014245	-0.05465834766445249	-0.23611349319291156	-0.05720318359438375	-0.06349574238287498	-0.15889464193833988	-0.19465677162762884	-0.21184252610890414	-0.15798610306353747	-0.1596224001186663	-0.15631272278902894	0.14032521983395987	-0.15084758333294704	0.005057224042905285	-0.051306951713012965	-0.16482100393545665	-0.06819140503682827	-0.12109988828680161	-0.059462942275333636	-0.08074871019927594	0.15446087952125565	-0.03189852177016748	0.16082296934608378	0.13010183979122147	0.0972808729389842	-0.25614538476157805	-0.2873231014550528	-0.241061785278889	-0.13892532830237658	-0.001675697975719762	-0.09992537002099837	-0.10460944416889552	-0.10774992931011305	-0.07179774812150316	-0.1633956176905498	-0.1787967422391775	-0.15345499719558153	-0.16820948310627587	-0.00021091081022198943	0.20248133091674353	0.07691059699347799	0.06038538735740343	-0.05348327315035855	0.15095419758866366	0.052945566469353035	0.06241569361844149	0.16882830932967446	0.2811441100259119	0.2855245653151378	-0.10760854953622799	-0.04011940796640261	0.09401059652993775	0.25419388034172186	1.0	0.22806411688630748	0.1679475828694068	0.0422586461843685	0.06668026384710589	0.04236526044008511	0.08227375759626572	0.10162192730761921	0.1451043197315175	0.12402714491658594	0.12256004004987693	0.15756891684551594	0.12743184799588375	0.10467202210159875	0.16004653944032152	0.10980804798568587	0.028169340521297357	-0.0910439389795625	0.04344299150330736	0.07130639546472227	0.08491825467827989	0.06517144035859473	-0.05156421654745957	0.03168529325873426	0.07135506719015812	-0.032955393522488656	-0.1964900732857123	0.010985903741233295	0.02498481905706644	0.3340410047698291	-0.005483681065771725	0.27010953455924275	0.15300304545939156
BirA	-0.5160894818083632	-0.606825166526832	-0.687152055105664	-0.7296749192281128	-0.6209075190862695	-0.5340099475735987	-0.6840208407692914	-0.7083080317617774	-0.7716276288525988	-0.7875201060580074	-0.6110990075603413	-0.701229772262679	-0.7067435834441967	-0.5065730006350502	-0.5592867969832801	-0.5793580894725375	-0.5826700845033862	-0.5102117915366823	-0.5262943202414118	-0.4465375861605425	-0.44328121595876346	-0.3907621065122769	-0.33278017531091963	-0.4412903106183163	-0.27116872401277514	-0.19623512615247693	-0.2777579485563039	-0.3066411410506603	-0.5412504461574832	-0.36124849928846575	-0.40468917309056185	-0.2538694021721496	-0.2472639537201422	-0.1872887994771266	-0.12926746735517844	-0.11727799898948227	-0.09555418553661736	-0.08784087590564175	-0.12187631819256389	0.05398157891077314	0.03175018889264872	0.3014680319471935	0.07664174365297523	0.10184442662389735	0.30862509328747373	0.35681010146895903	0.33593688436061575	0.215961081161261	0.2757531370085894	0.3433488928341314	0.36691064334750223	0.08406534063254702	0.06308782696969838	0.01071936810194177	-0.016409324575513022	0.22806411688630748	1.0	0.8786544353848079	0.7451502102154999	0.786973128572157	0.7635434870278264	0.8203920623368918	0.8464476593535468	0.8225034881403229	0.8167949900570618	0.8593155364782994	0.877127070286607	0.8495186134584274	0.8440210261853883	0.8285990423258596	0.7777533131538814	0.5526628069215829	0.49939971538629124	0.6681422697711502	0.6587509444632436	0.6922370915631041	0.7167560526767132	0.5674335167407558	0.5822505805841535	0.6123343423059273	0.5863992657522563	0.24569487000013907	0.5117298858300383	0.5979182407720727	0.42729834840611686	0.48603121479991285	0.48649939044458146	0.4646944574493235
Phr	-0.615386754801118	-0.672923687369919	-0.7328293105765977	-0.79185652502422	-0.6523610422238807	-0.5589692719173415	-0.7324723845900681	-0.7499200393082125	-0.7750323319318967	-0.7836449096328297	-0.626500132108969	-0.6953543996922092	-0.6708145792676992	-0.49409913271620676	-0.5727480056181077	-0.6296730650671438	-0.6296382995489753	-0.473673231941631	-0.45859426786136437	-0.4330624713184475	-0.45131668605810016	-0.39016182189856813	-0.4248670798355359	-0.4361983210572426	-0.37255888119927133	-0.21194218726098707	-0.3195994085226509	-0.2847203229948408	-0.4770547580088165	-0.368787981328599	-0.40763960673245847	-0.26058841798350724	-0.2555937718733052	-0.2919700923835703	-0.1973221280205441	-0.13680231399288928	-0.060104945510844526	-0.017190389883697754	-0.09232331004816183	0.13334430378573317	0.08044045593818228	0.2574247558301774	0.1431481799092388	0.13524018337651983	0.3203155781969212	0.2811603339343905	0.2765110253046618	0.2656062411058216	0.2284442198849493	0.3284947457713541	0.2829588700743055	0.09113201162558927	0.027494889468829237	0.027200541415002943	-0.036823636844032615	0.1679475828694068	0.8786544353848079	1.0	0.7911148606366262	0.8326272070309784	0.816083455785214	0.8560892963922663	0.8952213636426847	0.829016228543881	0.8535027418405329	0.8828170267601781	0.9066175004983058	0.8806082575058753	0.8824091113470016	0.8656312722789029	0.8569120803222532	0.6574762087970667	0.5423698958425076	0.6815223588635847	0.7033643750782225	0.717639096838192	0.7383686164714389	0.6364986951342181	0.6203025990701383	0.6100838544298223	0.647229651742216	0.3787286018235673	0.4890813095938924	0.5956747059996014	0.33245106173892486	0.4975015180942934	0.4858087154836347	0.45265631735819145
