	ModE	NadQ	AraR	NiaR	CcpA	Rex	PsrA	HisR	PhrR	KdgR	MetR	RbkR	SahR_SamR	Zur	ArgR	FUR	NagC	NrtR	MntR	ThiR	IscR	NsrR	Phr	BirA	CzrA	XylR	AgaR	GulR	HutC	PhnF	Irr	NagR	SiaR	HexR	NrdR	LexA	SoxR	CblR	LiuQ	PrpR	ExuR_UxuR	NarP	HypR	SdaR	TrpR	TyrR	FixJ	MetJ	NmlR	PaaR	LiuR	RbsR	BioQ	GntR	FadR	NtrC	AcnR	FadP	FruR	NnrR	NifA	MerR	CueR	DasR	FabR	GlcC	HrcA	NorR	PhsR	RutR	AmtR	VanR	PhnR	FnrN_FixK	HcpR	PdxR	LtbR	PurR	CsoR	ZntR	NikR	QorR	LldR	PdhR	GguR	TtrR	CadR-PbrR	NagQ
HypR	0.13194077207826546	0.2051295610787943	0.2192490745637229	0.23157059756742465	0.09799048122686409	0.11205711263881545	0.48286620835536753	0.20973030142781596	0.2262295081967213	0.24262295081967214	0.22321523003701746	0.21179270227392913	0.24801692226335273	0.3323638286620835	0.31861448968799577	0.3105235325224749	0.25954521417239557	0.2853516657852988	0.2345848757271285	0.21052353252247488	0.22913802221047064	0.28984664198836596	0.3670544685351666	0.382760444209413	0.3106821787414067	0.31729243786356426	0.3053410893707033	0.1294553146483342	-0.010259122157588578	-0.011422527763088313	0.1747223691168694	-0.14854574299312534	0.27287149656266524	0.12141723955579059	0.24188260179799048	0.1351136964569011	-0.007932310946589107	0.22390269698572185	0.10222104706504495	0.1984135378106822	0.05795875198307774	-0.047435219460602855	1.0	0.17043892120571127	0.016975145425700687	0.19550502379693285	-0.11232152300370174	-0.11512427287149657	-0.19777895293495504	-0.1721311475409836	-0.2343204653622422	-0.12723426758328926	-0.21739820200951876	-0.047488101533580115	-0.10364886303543099	-0.13717609730301428	-0.10354309888947646	-0.23617133791644632	-0.2590692755156002	-0.22633527234267584	-0.44944473823373876	-0.2939714436805923	-0.4501850872554204	-0.26895822316234796	0.4257006874669487	-0.3760973030142782	-0.041142252776308834	0.02765732416710735	-0.052723426758328924	-0.19968270756213644	-0.10491803278688525	0.05171866737176097	-0.16948704389212058	-0.16504494976203068	-0.14034902168164992	-0.05774722369116869	-0.1814383923849815	0.08714965626652565	0.01792702273929138	-0.1195134849286092	0.06509783183500793	-0.19518773135906928	-0.07170809095716552	-0.1745637228979376	-0.04928609201480698	-0.2857747223691169	0.030883130618720254	-0.0709148598625066
SdaR	-0.005605499735589635	0.18826017979904813	0.13585404547858276	0.32501322051824433	0.12004230565838181	0.011686938127974616	0.00973030142781597	-0.09619249074563722	0.21258593336858805	0.08852459016393442	0.09941829719725014	0.07535695399259651	0.14309888947646748	0.1683765203595981	0.2802221047065045	0.1535695399259651	0.10126916975145425	0.21755684822845056	0.13395029085140137	0.13664727657324166	0.13051295610787944	0.20777366472765732	0.09291380222104706	0.19762030671602326	0.160444209413009	0.1763088313061872	0.12749867794817557	-0.035536753040719196	0.03627710206240085	-0.05203595980962454	0.0033844526705446853	-0.1535695399259651	-0.05304071919619249	-0.08106821787414066	-0.24732945531464834	0.17609730301427817	0.08852459016393442	0.020941300898995242	-0.1553146483342147	-0.0881544156530936	0.10988894764674775	0.144420941300899	0.17043892120571127	1.0	0.2343204653622422	0.25018508725542044	-0.19021681649920677	-0.214806980433633	-0.03627710206240085	-0.09497620306716023	0.09719725013220518	-0.13183500793231095	0.015177154944473824	-0.07921734531993654	-0.03796932839767319	-0.010206240084611316	-0.1984135378106822	-0.1029613960867266	-0.206081438392385	-0.0967741935483871	-0.11549444738233738	-0.2129032258064516	-0.16033844526705446	-0.299788471708091	0.23437334743521945	-0.03907985193019566	0.23537810682178742	0.028767847699629825	0.03950290851401375	-0.29793759915388685	-0.12162876784769963	-0.11887890005288207	-0.05140137493389741	-0.08408249603384453	0.00745637228979376	-0.05605499735589635	0.03860391327340032	0.09529349550502379	-0.01877313590692755	-0.07667900581702802	0.03125330512956108	0.18482284505552618	-0.18471708090957165	-0.15885774722369117	-0.21946060285563193	0.004918032786885246	0.007350608143839239	0.11390798519301956
TrpR	0.3514013749338974	0.15536753040719195	0.28455843469063985	0.18350079323109467	0.02464304600740349	0.2696456901110523	0.16710735060814383	0.12903225806451613	0.28529878371232154	0.07488101533580116	0.17842411422527762	0.15187731359069276	0.26641988365943947	0.229613960867266	0.33453199365415126	0.16975145425700688	0.21570597567424643	0.2664727657324167	0.2518244315177155	0.19994711792702274	0.22734003172924377	0.43749338974087787	0.32696985721840294	0.27567424643046007	0.30259122157588575	0.024061343204653623	0.1370174510840825	0.04695928080380751	0.5071390798519302	-0.011422527763088313	-0.03717609730301428	0.06811210999471179	0.16991010047593866	0.3337387625594923	0.05621364357482813	0.019037546271813855	-0.007139079851930196	-0.17049180327868851	-0.28011634056054996	0.08202009518773136	-0.06181914331041777	0.1490216816499207	0.016975145425700687	0.2343204653622422	1.0	0.4138551031200423	-0.18561607615018508	-0.2583289264939186	-0.17303014278159703	-0.23490216816499207	-0.027763088313061873	-0.2249074563722898	-0.08387096774193549	-0.12337387625594923	-0.1831835007932311	-0.13527234267583288	-0.39264939185616077	-0.26118455843469063	-0.19561078794288736	-0.15118984664198837	-0.4130618720253834	-0.2270756213643575	-0.13120042305658383	-0.3734003172924379	0.0730830248545743	-0.09397144368059228	0.16721311475409836	-0.017080909571655208	0.20142781597038603	0.09312533051295611	0.23088313061872026	-0.11041776837652036	-0.12083553675304072	-0.2794288736118456	-0.3077736647276573	-0.22321523003701746	-0.13680592279217346	-0.22575356953992595	0.09836065573770492	-0.05901639344262295	0.06953992596509784	0.01554732945531465	0.13024854574299313	0.005129561078794289	0.19264939185616076	-0.10237969328397674	0.1819672131147541	0.24637757800105764
TyrR	0.3576943416181914	0.1629825489159175	0.29026969857218404	0.19095716552088843	0.21983077736647277	0.24933897408778424	0.20803807509254363	0.17794817556848228	0.34685351665785297	0.27784241142252775	0.3040190375462718	0.2714436805922792	0.359227921734532	0.30211528291909046	0.40047593865679537	0.2936541512427287	0.23722897937599155	0.3250661025912216	0.2953463775780011	0.27382337387625594	0.32808038075092544	0.3720253833950291	0.3045478582760444	0.3464304600740349	0.3594923320994183	0.1733474352194606	0.15727128503437335	0.20719196192490746	0.21835007932310946	0.03828662083553675	-0.0597567424643046	-0.1460602855631941	0.27937599153886833	0.1413537810682179	-0.09545214172395558	0.09793759915388683	-0.12855631940772078	0.10518244315177155	-0.12231623479640402	0.12591221575885775	-0.04378635642517187	0.2207297726070862	0.19550502379693285	0.25018508725542044	0.4138551031200423	1.0	-0.18952934955050238	-0.14484399788471708	-0.22094130089899525	-0.24648334214701217	-0.11004759386567954	-0.27662612374405077	-0.06282390269698572	-0.1957165520888419	-0.17525118984664198	-0.15129561078794287	-0.48133262823902695	-0.24479111581173982	-0.3736118455843469	-0.23299841353781067	-0.40920148069804335	-0.2870967741935484	-0.32802749867794817	-0.32845055526176625	0.10280274986779482	-0.19280803807509253	-0.061501850872554206	-0.07086197778952935	-0.05092543627710206	0.05293495505023797	0.14569011105235324	-0.06203067160232681	-0.06758328926493919	0.11142252776308831	0.047223691168693814	-0.16488630354309888	0.054151242728714966	0.0008461131676361713	-0.09190904283447911	-0.2712321523003702	0.006610259122157589	-0.10370174510840825	-0.03855103120042306	-0.021099947117927023	-0.017979904812268643	0.020359598096245372	-0.010735060814383924	0.09169751454257007
FixJ	-0.35663670015864624	-0.4994182971972501	-0.29386567953463777	-0.48688524590163934	-0.24854574299312532	-0.4837123215230037	-0.19053410893707035	-0.4244843997884717	-0.18905341089370703	-0.39497620306716025	-0.3408249603384453	-0.4437863564251719	-0.497567424643046	-0.42496033844526704	-0.4938127974616605	-0.4730830248545743	-0.46404019037546274	-0.47398202009518775	-0.41998942358540453	-0.4501322051824432	-0.44426229508196724	-0.5607086197778953	-0.43707033315705973	-0.43855103120042305	-0.4888947646747753	-0.30988894764674774	-0.5383923849814912	-0.19661554732945533	-0.19740877842411422	-0.29984135378106824	-0.19116869381279747	0.040613432046536224	-0.12258064516129032	-0.06229508196721312	-0.15721840296139608	-0.11623479640401904	-0.030142781597038603	0.016975145425700687	0.06848228450555262	-0.19397144368059227	-0.41782125859333685	-0.16731887890005287	-0.11232152300370174	-0.19021681649920677	-0.18561607615018508	-0.18952934955050238	1.0	0.4360655737704918	0.47165520888418827	0.212374405076679	0.27572712850343734	0.27625594923320995	0.460444209413009	0.3469592808038075	0.3076679005817028	0.28588048651507136	0.43157059756742466	0.3540983606557377	0.31581173982020094	0.27741935483870966	0.3799048122686409	0.37350608143839237	0.17154944473823375	0.17228979375991538	0.1984135378106822	0.03796932839767319	0.07260708619777895	-0.03183500793231095	0.09101004759386568	0.10586991010047594	-0.2045478582760444	0.016922263352723427	0.09032258064516129	0.16187202538339504	0.07001586462189317	0.2798519301956637	0.09333685880486516	0.2127974616604971	0.07228979375991539	0.25039661554732945	-0.15848757271285036	0.05769434161819143	-0.01115811739820201	0.02919090428344791	-0.09762030671602327	-0.19360126916975146	-0.3734531993654151	-0.3873611845584347
MetJ	-0.23828662083553676	-0.21052353252247488	-0.3603913273400317	-0.3089899524061343	-0.20343733474352194	-0.35362242199894234	-0.3897408778424114	-0.38059227921734534	-0.227181385510312	-0.3671602326811211	-0.3767318878900053	-0.338339502908514	-0.3828133262823903	-0.5149127445795875	-0.37715494447382336	-0.4451084082496034	-0.5000528820729773	-0.5278688524590164	-0.468958223162348	-0.4336858804865151	-0.4234267583289265	-0.4713379164463247	-0.47995769434161817	-0.43299841353781066	-0.3490745637228979	-0.21031200423056584	-0.1849286092014807	-0.13638286620835538	-0.14426229508196722	-0.17361184558434692	-0.12469592808038076	-0.10253833950290851	-0.06652564780539397	-0.15462718138551032	-0.11343204653622423	-0.25885774722369115	-0.15912215758857748	-0.2007932310946589	0.071602326811211	-0.004759386567953464	-0.31771549444738234	-0.1974616604970915	-0.11512427287149657	-0.214806980433633	-0.2583289264939186	-0.14484399788471708	0.4360655737704918	1.0	0.13802221047065044	0.2995769434161819	0.22866208355367532	0.3596509783183501	0.4788471708090957	0.32231623479640403	0.2897937599153887	0.18334214701216286	0.3704918032786885	0.3411951348492861	0.25780010576414597	0.28662083553675305	0.2007932310946589	0.32982548915917503	0.19635113696456902	0.40132205182443154	0.015335801163405606	0.003648863035430989	-0.01121099947117927	0.2290851401374934	0.2161290322580645	0.08656795346377578	-0.11898466419883659	0.08159703860391328	0.07884717080909572	0.1367530407191962	0.035166578529878374	0.09418297197250132	0.2154944473823374	-0.015124272871496564	0.12897937599153886	0.1500793231094659	-0.06626123744050767	-0.0026441036488630354	-0.10824960338445266	-0.13558963511369646	-0.08551031200423057	0.027181385510312003	-0.2006874669487044	-0.08958223162347964
NmlR	-0.4605499735589635	-0.4161819143310418	-0.20544685351665784	-0.15066102591221575	-0.19164463246959282	-0.28995240613432044	-0.1224748810153358	-0.29740877842411423	-0.345637228979376	-0.2667900581702803	-0.18926493918561607	-0.28582760444209415	-0.35473294553146484	-0.2613960867265997	-0.3353781068217874	-0.2911686938127975	-0.30047593865679534	-0.32078265468006345	-0.25441565309360126	-0.26610259122157587	-0.29984135378106824	-0.423320994182972	-0.33453199365415126	-0.36679005817028026	-0.3161290322580645	-0.3624537281861449	-0.3005288207297726	-0.22860920148069805	-0.13775780010576413	-0.3368059227921735	-0.4175568482284506	-0.039978847170809094	-0.13061872025383395	-0.03130618720253834	-0.26668429402432575	0.1528820729772607	0.10936012691697515	0.009888947646747753	0.1032258064516129	-0.36335272342675834	-0.20301427815970385	-0.223532522474881	-0.19777895293495504	-0.03627710206240085	-0.17303014278159703	-0.22094130089899525	0.47165520888418827	0.13802221047065044	1.0	0.38159703860391325	0.26879957694341616	0.3656795346377578	0.15928080380750925	0.17662612374405076	0.22850343733474351	0.15002644103648863	0.31850872554204124	0.24769962982548915	0.1788471708090957	0.13151771549444738	0.4343204653622422	0.26287678476996296	0.24828133262823904	0.13172924378635642	0.22157588577472237	0.1165520888418826	0.1101004759386568	-0.16255949233209943	-0.13342147012162878	-0.044420941300899	-0.17831835007932312	-0.0015335801163405605	-0.24235854045478583	0.011052353252247488	0.13839238498149128	0.3254362771020624	0.004970914859862507	0.25362242199894236	0.1908514013749339	0.2721311475409836	0.1156002115282919	0.006292966684294025	0.09947117927022739	-0.07652035959809625	-0.08614489687995769	0.014383923849814913	-0.1410364886303543	-0.29814912744579586
PaaR	-0.32956107879428875	-0.4104706504494976	-0.38577472236911686	-0.09539925965097831	-0.25647805393971446	-0.3423585404547858	-0.299788471708091	-0.274246430460074	-0.23252247488101532	-0.24558434690639874	-0.21523003701745108	-0.30370174510840825	-0.3496562665256478	-0.33707033315705975	-0.3161290322580645	-0.27800105764145955	-0.2867265996827076	-0.29264939185616073	-0.290058170280275	-0.2686938127974617	-0.3645690111052353	-0.3471179270227393	-0.38424114225277634	-0.41459545214172394	-0.38191433104177686	-0.31930195663670013	-0.11470121628767847	-0.1340560549973559	-0.16033844526705446	-0.2374405076679006	-0.32094130089899525	-0.26493918561607616	-0.010576414595452142	-0.2686409307244844	-0.2729772607086198	0.05304071919619249	-0.033950290851401374	-0.14849286092014807	0.08239026969857219	-0.1634056054997356	-0.1694341618191433	-0.20481226864093072	-0.1721311475409836	-0.09497620306716023	-0.23490216816499207	-0.24648334214701217	0.212374405076679	0.2995769434161819	0.38159703860391325	1.0	0.11448968799576943	0.408514013749339	0.23680592279217344	0.17599153886832364	0.07033315705975675	0.1635113696456901	0.2933897408778424	0.38307773664727657	0.23775780010576414	0.2548915917503966	0.3901110523532523	0.3826546800634585	0.3220518244315177	0.22379693283976732	0.004494976203067161	0.07572712850343734	0.18900052882072976	-0.09915388683236383	-0.03791644632469593	-0.01041776837652036	-0.1002644103648863	-0.07546271813855103	-0.024854574299312534	0.10602855631940772	0.08646218931782126	-0.03934426229508197	0.015917503966155475	0.1581173982020095	0.30909571655208884	0.15848757271285036	-0.11877313590692755	0.034056054997355895	-0.007086197778952935	-0.15769434161819143	-0.03775780010576415	0.09767318878900053	-0.035430988894764676	0.10951877313590692
LiuR	-0.369381279746166	-0.17049180327868851	-0.43659439450026444	-0.36028556319407723	-0.03363299841353781	-0.08878900052882073	-0.2217874140666314	-0.25441565309360126	-0.27128503437334744	-0.5357482813326282	-0.5542570068746695	-0.46615547329455315	-0.5402961396086726	-0.523532522474881	-0.4702273929138022	-0.517662612374405	-0.5400317292437864	-0.5317292437863564	-0.5168164992067689	-0.4632469592808038	-0.5611845584346906	-0.5805393971443681	-0.4878900052882073	-0.3267583289264939	-0.3634056054997356	-0.22469592808038075	-0.4459016393442623	-0.3877842411422528	-0.4066102591221576	-0.5807509254362772	-0.32538339502908514	-0.21723955579058699	-0.39360126916975147	-0.018826017979904814	-0.3360126916975145	0.07578001057641459	0.0597567424643046	-0.035536753040719196	-0.0429402432575357	-0.17530407191961925	-0.21771549444738234	-0.04489687995769434	-0.2343204653622422	0.09719725013220518	-0.027763088313061873	-0.11004759386567954	0.27572712850343734	0.22866208355367532	0.26879957694341616	0.11448968799576943	1.0	0.4460602855631941	0.31919619249074566	0.5071919619249075	0.5840296139608673	0.4435748281332628	0.4909571655208884	0.3446853516657853	0.4228450555261766	0.340772078265468	0.23680592279217344	0.06234796404019038	0.43775780010576415	0.2943416181914331	0.29307244843997887	0.09053410893707034	0.3120571126388154	0.3168164992067689	0.3005817028027499	0.10274986779481755	0.09143310417768377	0.12575356953992597	-0.016181914331041776	0.03765203595980963	-0.12527763088313063	0.24933897408778424	0.2665785298783712	0.37503966155473295	0.03659439450026441	0.213590692755156	0.25076679005817026	-0.0251718667371761	-0.2654151242728715	0.06657852987837123	-0.35335801163405606	-0.15579058699101006	-0.05647805393971444	-0.02147012162876785
RbsR	-0.40962453728186143	-0.3678476996298255	-0.5002115282919091	-0.3823902696985722	-0.14156530936012693	-0.3838180856689582	-0.22686409307244845	-0.06213643574828133	-0.19153886832363828	-0.3551560021152829	-0.3539925965097832	-0.3954521417239556	-0.44907456372289795	-0.5233738762559492	-0.40396615547329456	-0.4211528291909043	-0.4695399259650978	-0.5280803807509254	-0.43870967741935485	-0.4466948704389212	-0.5260179799048122	-0.5699101004759387	-0.5761501850872555	-0.5056583818085669	-0.5704389212057113	-0.22596509783183502	-0.24584875727128502	-0.40396615547329456	-0.5441565309360127	-0.4889476467477525	-0.3406134320465362	-0.34822845055526175	-0.28392384981491275	-0.1913802221047065	-0.31173982020095187	0.026916975145425702	0.07355896351136965	-0.08582760444209413	0.0674246430460074	-0.2110523532522475	-0.2445267054468535	-0.3411951348492861	-0.12723426758328926	-0.13183500793231095	-0.2249074563722898	-0.27662612374405077	0.27625594923320995	0.3596509783183501	0.3656795346377578	0.408514013749339	0.4460602855631941	1.0	0.32765732416710736	0.2205711263881544	0.3608143839238498	0.40994182971972504	0.40824960338445265	0.3160761501850873	0.3584346906398731	0.45198307773664725	0.33574828133262824	0.2950290851401375	0.3447911158117398	0.4572184029613961	0.16382866208355368	0.1384981491274458	0.1651507139079852	0.18217874140666315	0.06303543098889476	0.05055526176626124	0.071602326811211	-0.09989423585404549	-0.04040190375462718	0.11575885774722369	0.24108937070333156	0.14505552617662612	0.2298783712321523	0.49048122686409307	0.20978318350079322	0.22887361184558436	0.07990481226864093	-0.12670544685351665	-0.13670015864621893	0.07726070861977789	-0.13347435219460602	-0.1350079323109466	-0.03252247488101533	-0.1399788471708091
BioQ	-0.4320994182971972	-0.3514013749338974	-0.45695399259650976	-0.4075621364357483	-0.3141195134849286	-0.5318878900052882	-0.27514542570068745	-0.4793231094658911	-0.3399788471708091	-0.5909042834479111	-0.4856160761501851	-0.48498149127445794	-0.5762030671602327	-0.6082496033844527	-0.5481226864093073	-0.600211528291909	-0.5805922792173454	-0.6088841882601798	-0.5873083024854574	-0.5534637757800106	-0.5042834479111581	-0.5550502379693284	-0.5863564251718667	-0.49397144368059226	-0.5130089899524062	-0.39249074563722897	-0.4299841353781068	-0.28894764674775253	-0.2157588577472237	-0.3408249603384453	-0.19518773135906928	-0.1817028027498678	-0.19333685880486515	-0.4243786356425172	-0.285193019566367	-0.10428344791115812	-0.18704389212057113	-0.1520888418826018	-0.09661554732945532	-0.3132205182443152	-0.3429402432575357	-0.32057112638815444	-0.21739820200951876	0.015177154944473824	-0.08387096774193549	-0.06282390269698572	0.460444209413009	0.4788471708090957	0.15928080380750925	0.23680592279217344	0.31919619249074566	0.32765732416710736	1.0	0.40264410364886305	0.4601797990481227	0.39159175039661553	0.34188260179799046	0.5916446324695928	0.4986779481755685	0.5133262823902697	0.23204653622422	0.4735060814383924	0.3826017979904812	0.32633527234267584	0.13775780010576413	0.2915388683236383	0.3440507667900582	0.23019566367001587	0.4028027498677948	0.14151242728714966	0.22004230565838181	0.17519830777366474	0.08921205711263881	0.12554204124801693	0.0508725542041248	0.046800634584875725	0.2025383395029085	0.17435219460602855	0.09227921734531994	0.14426229508196722	-0.2118455843469064	0.14114225277630882	-0.22617662612374406	-0.10957165520888419	-0.1219460602855632	-0.12892649391856162	-0.03294553146483342	-0.14743521946060287
GntR	-0.3199365415124273	-0.10380750925436277	-0.17287149656266526	-0.2970386039132734	-0.324748810153358	-0.29360126916975143	-0.33516657852987836	-0.4413537810682179	-0.3430988894764675	-0.7417239555790587	-0.6750925436277102	-0.5193548387096775	-0.6727657324167108	-0.5577472236911687	-0.655579058699101	-0.6801163405605499	-0.6748281332628239	-0.6469063987308302	-0.6839238498149127	-0.6567424643046007	-0.49719725013220517	-0.5720253833950291	-0.4904283447911158	-0.40687466948704387	-0.3663141195134849	-0.3573241671073506	-0.587625594923321	-0.44743521946060283	-0.26409307244844	-0.34531993654151244	-0.1537281861448969	-0.05843469063987308	-0.32147012162876787	-0.15959809624537283	-0.19830777366472765	-0.10497091485986251	-0.31554732945531466	-0.15742993125330512	-0.24970914859862506	-0.1701216287678477	-0.0982548915917504	-0.10930724484399788	-0.047488101533580115	-0.07921734531993654	-0.12337387625594923	-0.1957165520888419	0.3469592808038075	0.32231623479640403	0.17662612374405076	0.17599153886832364	0.5071919619249075	0.2205711263881544	0.40264410364886305	1.0	0.5095716552088841	0.6301427815970386	0.590058170280275	0.5205711263881544	0.5972501322051824	0.5337387625594924	0.23479640401903754	0.2696456901110523	0.43061872025383396	0.31618191433104176	0.37435219460602853	0.14796404019037546	0.33976731887890005	0.4257006874669487	0.31475409836065577	0.021205711263881544	0.260444209413009	0.26726599682707564	0.10497091485986251	0.22025383395029086	0.02009518773135907	0.4835536753040719	0.2224748810153358	0.11279746166049709	0.025118984664198835	0.17842411422527762	-0.06377578001057642	0.21443680592279218	-0.11718667371760973	-0.12332099418297197	-0.24013749338974089	-0.3674246430460074	0.15494447382337387	-0.024008461131676363
FadR	-0.4514013749338974	-0.22453728186144897	-0.29238498149127445	-0.21258593336858805	-0.27879428873611845	-0.22792173453199366	-0.07567424643046007	-0.3826017979904812	-0.13019566367001587	-0.6754098360655738	-0.7108937070333157	-0.6477525118984664	-0.6726599682707562	-0.6639873083024854	-0.6129032258064516	-0.5976203067160233	-0.6473823373876256	-0.6935483870967742	-0.5996827075621365	-0.6315705975674246	-0.615811739820201	-0.6415124272871496	-0.6286092014806981	-0.30851401374933896	-0.3377049180327869	-0.3711792702273929	-0.51988365943945	-0.4565309360126917	-0.3950819672131147	-0.5927551560021153	-0.26187202538339505	-0.18783712321523005	-0.37583289264939185	-0.2675304071919619	-0.3029613960867266	-0.1547858276044421	-0.18968799576943415	-0.12982548915917505	-0.1434690639873083	0.05536753040719196	-0.17191961924907456	-0.2034902168164992	-0.10364886303543099	-0.03796932839767319	-0.1831835007932311	-0.17525118984664198	0.3076679005817028	0.2897937599153887	0.22850343733474351	0.07033315705975675	0.5840296139608673	0.3608143839238498	0.4601797990481227	0.5095716552088841	1.0	0.64806980433633	0.5908514013749339	0.592490745637229	0.6097303014278159	0.596351136964569	0.2014806980433633	0.1837123215230037	0.5097831835007932	0.309730301427816	0.3938127974616605	0.25108408249603387	0.4483870967741935	0.37382337387625597	0.25980962453728185	0.17652035959809625	0.07784241142252776	0.21195134849286093	0.03855103120042306	0.11660497091485986	-0.07472236911686939	0.31464833421470123	0.30211528291909046	0.2916446324695928	-0.00824960338445267	0.026969857218402962	0.03823373876255949	-0.026705446853516657	-0.25161290322580643	0.07419354838709677	-0.42109994711792703	-0.15108408249603383	-0.14362771020624007	-0.07826546800634585
NtrC	-0.3162876784769963	-0.2204653622421999	-0.3460074034902168	-0.23939714436805923	-0.2598625066102591	-0.29640401903754626	-0.16118455843469065	-0.34865150713907983	-0.2415653093601269	-0.6846113167636171	-0.6557377049180327	-0.5979375991538868	-0.6794817556848228	-0.6234796404019037	-0.6823902696985722	-0.6279746166049709	-0.6745108408249604	-0.7031200423056584	-0.6588577472236912	-0.658011634056055	-0.65579058699101	-0.6151242728714965	-0.6264939185616076	-0.43707033315705973	-0.5093072448439979	-0.48016922263352724	-0.6428873611845585	-0.650502379693284	-0.39190904283447914	-0.4857747223691169	-0.3475409836065574	-0.38387096774193546	-0.3713379164463247	-0.2761501850872554	-0.2531993654151243	-0.18799576943416182	-0.2390269698572184	-0.15700687466948704	-0.2543098889476467	-0.08889476467477525	-0.04648334214701216	-0.04526705446853517	-0.13717609730301428	-0.010206240084611316	-0.13527234267583288	-0.15129561078794287	0.28588048651507136	0.18334214701216286	0.15002644103648863	0.1635113696456901	0.4435748281332628	0.40994182971972504	0.39159175039661553	0.6301427815970386	0.64806980433633	1.0	0.45214172395557906	0.5783712321523004	0.5600211528291908	0.7284505552617663	0.3690639873083025	0.2749867794817557	0.5331570597567424	0.32215758857747223	0.34918032786885245	0.29550502379693283	0.4964040190375463	0.3548387096774194	0.1280274986779482	-0.01782125859333686	0.1634056054997356	0.06800634584875727	0.20237969328397673	0.3657852987837123	0.1378106821787414	0.3585404547858276	0.2564251718667372	0.3143310417768376	0.13088313061872026	0.02242199894235854	-0.01411951348492861	0.29280803807509254	-0.1979904812268641	-0.020624008461131677	-0.18461131676361714	-0.2178741406663141	0.00893707033315706	0.06234796404019038
AcnR	-0.521893178212586	-0.36525647805393974	-0.39539925965097833	-0.34796404019037547	-0.39830777366472764	-0.40460074034902166	-0.4040719196192491	-0.40962453728186143	-0.39693283976731886	-0.6778424114225278	-0.6924378635642517	-0.6618720253833951	-0.7288736118455843	-0.706504494976203	-0.7190375462718138	-0.6720782654680063	-0.6631940772078265	-0.7122157588577472	-0.6718138551031201	-0.6722897937599154	-0.697144368059228	-0.7363299841353781	-0.6361713379164463	-0.5955050237969328	-0.48302485457429933	-0.35013220518244315	-0.4869910100475939	-0.3096774193548387	-0.40290851401374933	-0.4421470121628768	0.015177154944473824	-0.14368059227921734	-0.3005817028027499	-0.16525647805393973	-0.28106821787414066	-0.23833950290851402	-0.18588048651507139	-0.2647276573241671	-0.07477525118984664	-0.14304600740349022	-0.2445267054468535	-0.3678476996298255	-0.10354309888947646	-0.1984135378106822	-0.39264939185616077	-0.48133262823902695	0.43157059756742466	0.3704918032786885	0.31850872554204124	0.2933897408778424	0.4909571655208884	0.40824960338445265	0.34188260179799046	0.590058170280275	0.5908514013749339	0.45214172395557906	1.0	0.6003701745108408	0.609518773135907	0.4932839767318879	0.40301427815970386	0.4321523003701745	0.584399788471708	0.4600211528291909	0.32977260708619777	0.19767318878900053	0.21147540983606558	0.3782125859333686	0.25753569539925963	0.0785827604442094	-0.05044949762030672	0.13278688524590163	0.21665785298783713	0.0520888418826018	0.030777366472765733	0.2943416181914331	0.061554732945531467	0.14611316763617133	0.05134849286092015	0.26922263352723425	0.01560021152829191	-0.058646218931782124	-0.16959280803807508	-0.040824960338445265	-0.097567424643046	-0.07800105764145955	0.053675304071919616	-0.05240613432046536
FadP	-0.46774193548387094	-0.3254891591750397	-0.46155473294553145	-0.3209941829719725	-0.458011634056055	-0.498783712321523	-0.3808566895822316	-0.47228979375991537	-0.3068746694870439	-0.7273400317292438	-0.726969857218403	-0.6936012691697514	-0.7991538868323639	-0.6277630883130618	-0.7521946060285564	-0.6881544156530937	-0.66409307244844	-0.7082496033844526	-0.6819143310417768	-0.7118984664198836	-0.6474352194606029	-0.653358011634056	-0.6550502379693284	-0.6583289264939186	-0.5447382337387625	-0.5484399788471708	-0.5452670544685352	-0.4745108408249603	-0.3005288207297726	-0.4190904283447911	-0.2838180856689582	-0.1632469592808038	-0.24304600740349022	-0.29735589635113696	-0.17112638815441567	-0.24341618191433104	-0.39820200951877316	-0.14685351665785298	-0.08281332628239027	-0.15388683236382866	-0.3510312004230566	-0.37948175568482284	-0.23617133791644632	-0.1029613960867266	-0.26118455843469063	-0.24479111581173982	0.3540983606557377	0.3411951348492861	0.24769962982548915	0.38307773664727657	0.3446853516657853	0.3160761501850873	0.5916446324695928	0.5205711263881544	0.592490745637229	0.5783712321523004	0.6003701745108408	1.0	0.6544156530936013	0.6304600740349021	0.3493918561607615	0.5855631940772078	0.5285034373347435	0.3569539925965098	0.15896351136964568	0.3776308831306187	0.5316234796404019	0.3002644103648863	0.3084611316763617	0.12358540454785828	0.0760444209413009	0.05552617662612375	0.14119513484928609	0.17689053410893707	0.10142781597038604	0.17773664727657323	0.13289264939185616	0.2263881544156531	0.0725542041248017	0.03733474352194606	-0.0689053410893707	0.10052882072977261	-0.14410364886303542	-0.018138551031200423	-0.03194077207826547	-0.06303543098889476	0.019090428344791115	-0.046060285563194074
