	AgaR	Irr	Rex	XylR	AraR	NadQ	CzrA	FUR	SahR_SamR	NrtR	NsrR	ArgR	MntR	KdgR	ThiR	MetR	Phr	BirA	NagC	SiaR	Zur	ModE	PhrR	RbkR	CcpA	NikR	PdhR	FabR	PhsR	GulR	TyrR	NagR	NiaR	IscR	MetJ	HexR	LexA	NagQ	HisR	LldR	NrdR	CadR-PbrR	TrpR	HutC	PhnF	CblR	HcpR	CsoR	RutR	PaaR	PhnR	QorR	FadR	PsrA	PurR	PrpR	GlcC	SoxR	AcnR	HrcA	NnrR	FixJ	RbsR	LiuR	FadP	MerR	ZntR	LiuQ	PdxR	NifA	GntR	CueR	NtrC	FruR	NmlR	FnrN_FixK	SdaR	BioQ	DasR	HypR	TtrR	AmtR	VanR	ExuR_UxuR	GguR	LtbR	NarP	NorR
TrpR	0.3359683794466403	0.13043478260869565	0.2648221343873518	0.22868435911914173	0.33258046301524563	0.36645962732919257	0.34726143421795597	0.26143421795595706	0.3800112930547713	0.43195934500282324	0.36645962732919257	0.2919254658385093	0.35629587803500845	0.19932241671372106	0.2140033879164314	0.3675889328063241	0.3845285149632976	0.4579333709768492	0.383399209486166	0.28063241106719367	0.4330886504799548	0.33483907396950874	0.4805194805194805	0.4342179559570864	0.15979672501411632	0.3178994918125353	0.163184641445511	0.12478825522303783	0.19706380575945792	0.17221908526256352	0.1383399209486166	-0.06832298136645963	0.09655561829474874	0.2478825522303783	0.10333145115753811	0.23207227555053642	0.024280067758328628	0.3111236589497459	0.26030491247882553	0.17221908526256352	0.1293054771315641	0.3743647656691135	1.0	0.5437605872388481	0.5527950310559007	0.3111236589497459	0.20045172219085264	0.005081874647092038	-0.11349520045172219	-0.07961603613777526	-0.2862789384528515	-0.4082439299830604	-0.2456239412761152	-0.16544325239977414	-0.21739130434782608	0.12140033879164314	-0.24336533032185206	-0.5143986448334275	-0.3269339356295878	-0.07171089779785432	-0.13382269904009034	-0.042348955392433656	-0.1880293619424054	-0.1541501976284585	-0.409373235460192	-0.40372670807453415	-0.3709768492377188	-0.37662337662337664	-0.49181253529079616	-0.35403726708074534	-0.47600225861095424	-0.5550536420101637	-0.41727837380011296	-0.23997741389045738	-0.6250705815923208	-0.07509881422924901	-0.13156408808582723	-0.5042348955392434	-0.4827780914737436	-0.14059853190287974	-0.41727837380011296	-0.3404856013551666	-0.2636928289102202	0.23207227555053642	0.13269339356295878	0.003952569169960474	0.14850367024280067	0.06945228684359118
HutC	0.5008469791078487	0.42405420666290233	0.5392433653303218	0.391304347826087	0.5324675324675324	0.3235460191981931	0.6499153020892151	0.5686053077357425	0.5313382269904009	0.5990965556182948	0.5031055900621118	0.6070016939582157	0.6216826651609261	0.5663466967814794	0.5911914172783738	0.5911914172783738	0.5019762845849802	0.6792772444946358	0.6182947487295314	0.5629587803500847	0.5132693393562959	0.37549407114624506	0.525691699604743	0.4082439299830604	-0.10107284020327499	0.3111236589497459	0.07171089779785432	0.05815923207227555	0.19141727837380013	0.3111236589497459	0.04009034443817053	-0.05251270468661773	0.2682100508187465	0.2546583850931677	0.11462450592885376	0.163184641445511	-0.04912478825522304	0.2682100508187465	0.33145115753811405	0.42292490118577075	0.5279503105590062	0.6600790513833992	0.5437605872388481	1.0	0.7515527950310559	-0.06154714850367024	0.05138339920948617	-0.22529644268774704	-0.42292490118577075	-0.3382269904009034	-0.45115753811405984	-0.365330321852061	-0.10107284020327499	0.07284020327498589	-0.4150197628458498	-0.2388481084133258	-0.35629587803500845	-0.47035573122529645	-0.32806324110671936	-0.19028797289666854	-0.26143421795595706	-0.21852060982495766	-0.3156408808582722	-0.46696781479390176	-0.49181253529079616	-0.55957086391869	-0.577639751552795	-0.7605872388481084	-0.5765104460756635	-0.3585544889892716	-0.39808018068887635	-0.4805194805194805	-0.6533032185206098	-0.30999435347261434	-0.45454545454545453	-0.2941840767927724	-0.25917560700169395	-0.5177865612648221	-0.3856578204404291	0.21287408243929984	-0.30547713156408807	-0.28063241106719367	-0.3337097684923772	-0.08074534161490683	0.028797289666854884	-0.053642010163749296	0.15189158667419536	-0.009599096555618294
PhnF	0.3890457368718238	0.3800112930547713	0.4568040654997177	0.26143421795595706	0.6329757199322417	0.49632975719932243	0.611518915866742	0.5584415584415584	0.5335968379446641	0.5821569734613213	0.5166572557876906	0.5708639186900056	0.5640880858272163	0.5143986448334275	0.5742518351214003	0.6081309994353472	0.5189158667419537	0.655561829474873	0.5686053077357425	0.4082439299830604	0.5821569734613213	0.32128740824393	0.3924336533032185	0.3958215697346132	0.07396950875211744	0.35064935064935066	0.1789949181253529	0.21964991530208922	0.07622811970638058	0.3201581027667984	0.24675324675324675	0.23771880293619424	0.16883116883116883	0.2704686617730096	0.2738565782044043	0.32919254658385094	-0.024280067758328628	0.1225296442687747	0.32241671372106157	0.40372670807453415	0.3879164313946923	0.5505364201016375	0.5527950310559007	0.7515527950310559	1.0	-0.16883116883116883	-0.012987012987012988	-0.21626199887069453	-0.18238283455674761	-0.17334839073969507	-0.42518351214003386	-0.44212309429700736	-0.3201581027667984	0.12027103331451157	-0.3269339356295878	-0.08300395256916997	-0.09768492377188029	-0.4116318464144551	-0.3404856013551666	-0.24336533032185206	-0.34726143421795597	-0.17786561264822134	-0.37888198757763975	-0.427442123094297	-0.549407114624506	-0.6047430830039525	-0.5223037831733484	-0.6792772444946358	-0.6228119706380576	-0.4127611518915867	-0.5335968379446641	-0.577639751552795	-0.5878035008469791	-0.2523997741389046	-0.3585544889892716	-0.3427442123094297	-0.36984754376058726	-0.4827780914737436	-0.42292490118577075	0.005081874647092038	-0.3246753246753247	-0.23997741389045738	-0.18464144551101072	-0.017504234895539244	0.1281761716544325	0.024280067758328628	0.32806324110671936	0.07961603613777526
CblR	0.1101072840203275	-0.13269339356295878	-0.1293054771315641	-0.35064935064935066	-0.19706380575945792	-0.08300395256916997	-0.22077922077922077	-0.33483907396950874	-0.20722755505364202	-0.29079616036137773	-0.3246753246753247	-0.3924336533032185	-0.3743647656691135	-0.36307171089779783	-0.40372670807453415	-0.2670807453416149	-0.34726143421795597	-0.28289102202145683	-0.1880293619424054	-0.22190852625635235	-0.2456239412761152	-0.005081874647092038	-0.23433088650479955	-0.16431394692264256	-0.09881422924901186	-0.295313382269904	-0.3111236589497459	-0.5245623941276115	-0.16092603049124787	-0.0660643704121965	-0.09994353472614342	-0.2941840767927724	-0.1383399209486166	-0.3167701863354037	-0.18464144551101072	-0.21852060982495766	-0.36307171089779783	-0.2230378317334839	-0.5031055900621118	-0.6081309994353472	-0.4771315640880858	0.11914172783738002	0.3111236589497459	-0.06154714850367024	-0.16883116883116883	1.0	0.3190287972896669	0.3269339356295878	0.13495200451722192	0.2987012987012987	0.2670807453416149	-0.15302089215132694	-0.007340485601355167	-0.2230378317334839	-0.054771315640880856	0.16883116883116883	-0.1880293619424054	-0.269339356295878	-0.11349520045172219	0.2896668548842462	0.13156408808582723	0.21513269339356295	0.12140033879164314	0.19367588932806323	0.30095990965556185	0.20271033314511575	0.19480519480519481	0.15527950310559005	0.08074534161490683	0.057029926595143984	0.07961603613777526	0.09542631281761717	0.04009034443817053	0.25014116318464147	0.003952569169960474	0.49745906267645396	0.5618294748729531	0.3901750423489554	0.2456239412761152	-0.3370976849237719	-0.09994353472614342	-0.12027103331451157	-0.08752117447769622	0.4138904573687182	0.25578769057029926	0.20948616600790515	-0.07622811970638058	0.012987012987012988
HcpR	-0.28289102202145683	-0.339356295878035	-0.27498588368153587	-0.32580463015245625	-0.30660643704121965	-0.2795031055900621	-0.30095990965556185	-0.453416149068323	-0.3800112930547713	-0.4150197628458498	-0.44551101072840205	-0.4082439299830604	-0.36984754376058726	-0.4059853190287973	-0.3924336533032185	-0.26143421795595706	-0.391304347826087	-0.3416149068322981	-0.35290796160361376	-0.2862789384528515	-0.21852060982495766	-0.37775268210050816	-0.3156408808582722	-0.21626199887069453	-0.13495200451722192	0.14624505928853754	0.05251270468661773	0.07171089779785432	0.09881422924901186	-0.269339356295878	-0.3958215697346132	-0.48955392433653305	-0.18238283455674761	-0.25691699604743085	0.17221908526256352	-0.2546583850931677	-0.6216826651609261	-0.12027103331451157	-0.14059853190287974	-0.2354601919819311	0.054771315640880856	0.163184641445511	0.20045172219085264	0.05138339920948617	-0.012987012987012988	0.3190287972896669	1.0	0.22077922077922077	-0.029926595143986448	0.2682100508187465	-0.11575381140598531	-0.055900621118012424	0.39469226425748166	0.15753811405985318	0.25352907961603616	0.09203839638622248	-0.16996047430830039	-0.2015810276679842	0.2648221343873518	0.2230378317334839	0.6420101637492942	0.5347261434217956	0.5539243365330322	0.30886504799548276	0.3337097684923772	0.14398644833427443	0.189158667419537	0.37549407114624506	0.023150762281197064	0.3337097684923772	0.4048560135516657	0.3020892151326934	0.34839073969508755	0.19480519480519481	-0.20948616600790515	0.32241671372106157	0.07284020327498589	0.16431394692264256	0.25804630152456237	-0.1665725578769057	-0.4782608695652174	-0.0942970073404856	-0.36984754376058726	0.21739130434782608	0.06493506493506493	0.18690005646527386	-0.11349520045172219	-0.024280067758328628
CsoR	-0.21174477696216826	0.05251270468661773	0.07396950875211744	-0.3427442123094297	-0.3111236589497459	-0.24336533032185206	-0.18125352907961603	-0.3642010163749294	-0.41953698475437606	-0.17221908526256352	-0.3145115753811406	-0.2941840767927724	-0.30547713156408807	-0.269339356295878	-0.4127611518915867	-0.3246753246753247	-0.1665725578769057	-0.27498588368153587	-0.33032185206098247	-0.044607566346696784	0.015245623941276116	-0.13269339356295878	-0.2761151891586674	-0.045736871823828344	-0.48955392433653305	-0.4568040654997177	-0.2648221343873518	-0.011857707509881422	-0.3935629587803501	-0.37323546019198195	-0.08752117447769622	-0.5392433653303218	-0.3190287972896669	-0.25691699604743085	-0.4839073969508752	0.13946922642574816	-0.14511575381140598	-0.07058159232072275	0.04912478825522304	-0.2106154714850367	-0.2456239412761152	0.24675324675324675	0.005081874647092038	-0.22529644268774704	-0.21626199887069453	0.3269339356295878	0.22077922077922077	1.0	0.5076228119706381	0.49407114624505927	0.23771880293619424	0.427442123094297	-0.2761151891586674	-0.18464144551101072	-0.11914172783738002	-0.015245623941276116	-0.10897797854319594	-0.11688311688311688	0.1857707509881423	0.07171089779785432	0.2546583850931677	0.12027103331451157	0.045736871823828344	0.4522868435911914	0.30547713156408807	0.2941840767927724	0.5121400338791643	0.15979672501411632	-0.03896103896103896	0.10559006211180125	0.18351214003387917	0.12140033879164314	0.30660643704121965	0.1281761716544325	0.2140033879164314	0.028797289666854884	0.08300395256916997	0.07396950875211744	-0.00846979107848673	-0.06380575945793338	-0.05251270468661773	0.14624505928853754	0.12140033879164314	0.09203839638622248	0.20609824957651043	0.22529644268774704	0.42631281761716544	-0.003952569169960474
RutR	-0.33032185206098247	-0.2422360248447205	-0.07622811970638058	-0.2264257481648786	-0.22190852625635235	-0.1507622811970638	-0.23207227555053642	-0.277244494635799	-0.2264257481648786	-0.26256352343308864	-0.20609824957651043	-0.2862789384528515	-0.3416149068322981	-0.2670807453416149	-0.38226990400903443	-0.19932241671372106	-0.14285714285714285	-0.42179559570863917	-0.35968379446640314	-0.22416713721061546	-0.21287408243929984	-0.16092603049124787	-0.35290796160361376	-0.27837380011293056	-0.5381140598531903	-0.2636928289102202	-0.06832298136645963	-0.07058159232072275	-0.47374364765669114	-0.38114059853190285	-0.24336533032185206	-0.045736871823828344	-0.603613777526821	-0.16544325239977414	-0.3156408808582722	-0.11462450592885376	0.000564652738565782	-0.3235460191981931	0.06493506493506493	-0.3450028232636928	-0.37775268210050816	-0.19028797289666854	-0.11349520045172219	-0.42292490118577075	-0.18238283455674761	0.13495200451722192	-0.029926595143986448	0.5076228119706381	1.0	0.37775268210050816	0.2388481084133258	0.277244494635799	-0.25578769057029926	-0.14624505928853754	-0.08526256352343309	0.11462450592885376	0.09655561829474874	-0.17108977978543197	0.23771880293619424	0.09881422924901186	0.13382269904009034	0.20045172219085264	0.16883116883116883	0.2885375494071146	0.277244494635799	0.269339356295878	0.42970073404856013	0.2478825522303783	0.32806324110671936	0.28063241106719367	0.11123658949745906	0.10897797854319594	0.2365894974590627	0.33145115753811405	0.3675889328063241	0.11349520045172219	-0.07961603613777526	0.2422360248447205	0.03557312252964427	-0.2648221343873518	0.0016939582156973462	0.20496894409937888	0.17108977978543197	0.5019762845849802	0.551665725578769	0.1756070016939582	0.3246753246753247	-0.22868435911914173
PaaR	-0.10559006211180125	-0.23771880293619424	-0.4839073969508752	-0.5290796160361377	-0.5403726708074534	-0.3551665725578769	-0.453416149068323	-0.5110107284020328	-0.49294184076792774	-0.44438170525127046	-0.5607001693958216	-0.55957086391869	-0.4906832298136646	-0.5957086391869001	-0.4556747600225861	-0.26030491247882553	-0.3427442123094297	-0.42179559570863917	-0.4161490683229814	-0.3438735177865613	-0.24675324675324675	-0.5019762845849802	-0.3382269904009034	-0.25352907961603616	-0.2106154714850367	-0.14850367024280067	-0.33145115753811405	-0.1665725578769057	-0.3901750423489554	-0.010728402032749858	-0.25578769057029926	-0.5448898927159797	-0.12140033879164314	-0.3382269904009034	-0.0818746470920384	0.06493506493506493	-0.30321852060982496	-0.20609824957651043	-0.055900621118012424	-0.577639751552795	-0.35742518351214003	-0.1101072840203275	-0.07961603613777526	-0.3382269904009034	-0.17334839073969507	0.2987012987012987	0.2682100508187465	0.49407114624505927	0.37775268210050816	1.0	0.409373235460192	0.46809712027103334	0.06041784302653868	0.08300395256916997	0.2456239412761152	0.4082439299830604	0.21513269339356295	0.06493506493506493	-0.00282326369282891	0.08639186900056466	0.1756070016939582	0.26143421795595706	0.07171089779785432	0.6307171089779785	0.5878035008469791	0.49407114624505927	0.6736307171089779	0.4082439299830604	0.17108977978543197	0.03670242800677583	0.32580463015245625	0.251270468661773	0.4127611518915867	0.15866741953698477	0.13946922642574816	-0.024280067758328628	0.23207227555053642	0.3235460191981931	0.3359683794466403	-0.4398644833427442	-0.17447769621682666	0.014116318464144552	-0.26143421795595706	0.1665725578769057	0.15640880858272163	0.14624505928853754	0.4330886504799548	0.22981366459627328
PhnR	-0.2715979672501412	-0.3845285149632976	-0.4127611518915867	-0.5742518351214003	-0.49520045172219085	-0.42292490118577075	-0.655561829474873	-0.5369847543760587	-0.5324675324675324	-0.49294184076792774	-0.49858836815358554	-0.5268210050818747	-0.6307171089779785	-0.5798983625070582	-0.525691699604743	-0.4398644833427442	-0.45454545454545453	-0.5369847543760587	-0.5550536420101637	-0.6205533596837944	-0.3450028232636928	-0.3867871259175607	-0.49632975719932243	-0.5245623941276115	-0.028797289666854884	-0.5460191981931113	-0.6758893280632411	0.011857707509881422	-0.16996047430830039	-0.2490118577075099	-0.37323546019198195	-0.18464144551101072	-0.20045172219085264	-0.15640880858272163	-0.2987012987012987	-0.043478260869565216	0.015245623941276116	-0.4082439299830604	-0.14398644833427443	-0.5369847543760587	-0.4150197628458498	-0.11575381140598531	-0.2862789384528515	-0.45115753811405984	-0.42518351214003386	0.2670807453416149	-0.11575381140598531	0.23771880293619424	0.2388481084133258	0.409373235460192	1.0	0.49745906267645396	-0.06832298136645963	0.20722755505364202	0.383399209486166	0.3495200451722191	0.3551665725578769	0.2727272727272727	0.10107284020327499	0.2704686617730096	0.16544325239977414	0.14850367024280067	0.16205533596837945	0.6860530773574252	0.5663466967814794	0.5561829474872954	0.585544889892716	0.45115753811405984	0.5686053077357425	0.42292490118577075	0.3675889328063241	0.49407114624505927	0.4850367024280068	0.14511575381140598	0.09881422924901186	-0.003952569169960474	0.18690005646527386	0.551665725578769	0.2636928289102202	-0.15640880858272163	0.055900621118012424	-0.17786561264822134	0.30886504799548276	-0.11123658949745906	-0.12365894974590627	0.15527950310559005	0.005081874647092038	0.020892151326933936
QorR	-0.23997741389045738	-0.19480519480519481	-0.24336533032185206	-0.3404856013551666	-0.4647092038396386	-0.5573122529644269	-0.47600225861095424	-0.3890457368718238	-0.5031055900621118	-0.35629587803500845	-0.44212309429700736	-0.383399209486166	-0.42518351214003386	-0.4025974025974026	-0.4601919819311124	-0.4116318464144551	-0.38226990400903443	-0.42518351214003386	-0.48842461885940147	-0.35290796160361376	-0.28740824392998304	-0.3551665725578769	-0.23433088650479955	-0.35629587803500845	-0.4500282326369283	-0.38226990400903443	-0.549407114624506	-0.04009034443817053	-0.11349520045172219	-0.32806324110671936	-0.3958215697346132	-0.37210615471485037	-0.017504234895539244	-0.17447769621682666	-0.2456239412761152	0.05928853754940711	0.06945228684359118	0.06945228684359118	0.22416713721061546	-0.14285714285714285	-0.09994353472614342	-0.16883116883116883	-0.4082439299830604	-0.365330321852061	-0.44212309429700736	-0.15302089215132694	-0.055900621118012424	0.427442123094297	0.277244494635799	0.46809712027103334	0.49745906267645396	1.0	-0.03557312252964427	0.1541501976284585	0.2885375494071146	0.16883116883116883	0.21739130434782608	0.4116318464144551	0.19254658385093168	0.0660643704121965	0.25691699604743085	0.04009034443817053	0.03557312252964427	0.5810276679841897	0.4906832298136646	0.5358554488989271	0.5561829474872954	0.3935629587803501	0.37775268210050816	0.2670807453416149	0.4184076792772445	0.5008469791078487	0.5053642010163749	-0.032185206098249576	0.25691699604743085	-0.12027103331451157	-0.1756070016939582	0.13043478260869565	0.06041784302653868	-0.031055900621118012	0.14624505928853754	0.012987012987012988	0.19141727837380013	-0.026538678712591756	-0.010728402032749858	0.06945228684359118	0.233201581027668	0.19141727837380013
FadR	-0.36645962732919257	-0.409373235460192	-0.5844155844155844	-0.233201581027668	-0.44212309429700736	-0.43873517786561267	-0.39469226425748166	-0.42857142857142855	-0.4308300395256917	-0.5200451722190853	-0.5076228119706381	-0.4364765669113495	-0.3450028232636928	-0.4805194805194805	-0.32919254658385094	-0.37662337662337664	-0.3438735177865613	-0.37662337662337664	-0.3619424054206663	-0.37549407114624506	-0.46809712027103334	-0.49407114624505927	-0.4398644833427442	-0.3901750423489554	0.251270468661773	0.3958215697346132	0.1665725578769057	0.028797289666854884	-0.09994353472614342	0.06945228684359118	-0.025409373235460192	-0.2761151891586674	0.009599096555618294	-0.3020892151326934	-0.12027103331451157	-0.2388481084133258	-0.36984754376058726	-0.1383399209486166	-0.33032185206098247	-0.269339356295878	-0.1101072840203275	-0.13608130999435347	-0.2456239412761152	-0.10107284020327499	-0.3201581027667984	-0.007340485601355167	0.39469226425748166	-0.2761151891586674	-0.25578769057029926	0.06041784302653868	-0.06832298136645963	-0.03557312252964427	1.0	0.26595143986448333	0.40033879164313946	0.3020892151326934	0.21626199887069453	0.4150197628458498	0.3190287972896669	0.11575381140598531	0.3743647656691135	0.37323546019198195	0.46696781479390176	0.22416713721061546	0.3709768492377188	0.44664031620553357	0.3890457368718238	0.2682100508187465	0.365330321852061	0.2365894974590627	0.6070016939582157	0.43873517786561267	0.313382269904009	0.17334839073969507	0.08639186900056466	0.39808018068887635	0.19593450028232637	0.4105025409373235	0.3337097684923772	0.06493506493506493	0.005081874647092038	0.05815923207227555	-0.3585544889892716	-0.14963297571993225	-0.27837380011293056	-0.22529644268774704	-0.3879164313946923	-0.08074534161490683
PsrA	-0.13043478260869565	-0.2523997741389046	-0.23207227555053642	-0.42066629023150764	-0.313382269904009	-0.4590626764539808	-0.4568040654997177	-0.2478825522303783	-0.3867871259175607	-0.3450028232636928	-0.3867871259175607	-0.3619424054206663	-0.4308300395256917	-0.30886504799548276	-0.35403726708074534	-0.14850367024280067	-0.42970073404856013	-0.2230378317334839	-0.269339356295878	-0.5381140598531903	-0.32919254658385094	-0.5573122529644269	-0.17786561264822134	-0.38226990400903443	0.1857707509881423	0.06945228684359118	0.014116318464144552	0.34839073969508755	0.13382269904009034	-0.22868435911914173	-0.10220214568040654	-0.19593450028232637	0.16431394692264256	0.06041784302653868	-0.017504234895539244	-0.15753811405985318	-0.3450028232636928	-0.07961603613777526	0.19141727837380013	-0.07284020327498589	-0.000564652738565782	0.04799548277809147	-0.16544325239977414	0.07284020327498589	0.12027103331451157	-0.2230378317334839	0.15753811405985318	-0.18464144551101072	-0.14624505928853754	0.08300395256916997	0.20722755505364202	0.1541501976284585	0.26595143986448333	1.0	0.6905702992659515	0.16431394692264256	0.44438170525127046	0.3337097684923772	0.3551665725578769	0.3145115753811406	0.3269339356295878	0.32128740824393	0.42631281761716544	0.2738565782044043	0.3935629587803501	0.4522868435911914	0.17786561264822134	0.22529644268774704	0.11688311688311688	0.21739130434782608	0.32919254658385094	0.33032185206098247	0.2941840767927724	0.00846979107848673	0.017504234895539244	-0.07284020327498589	0.1880293619424054	0.21174477696216826	0.031055900621118012	-0.00282326369282891	-0.17108977978543197	-0.18238283455674761	-0.23094297007340486	-0.35177865612648224	-0.44212309429700736	-0.2230378317334839	-0.22416713721061546	0.045736871823828344
PurR	-0.37888198757763975	-0.5302089215132694	-0.6092603049124788	-0.5629587803500847	-0.5223037831733484	-0.44664031620553357	-0.7402597402597403	-0.6228119706380576	-0.6216826651609261	-0.5979672501411631	-0.5979672501411631	-0.6216826651609261	-0.6205533596837944	-0.5990965556182948	-0.5787690570299266	-0.3935629587803501	-0.5200451722190853	-0.4658385093167702	-0.48955392433653305	-0.7876905702992659	-0.5369847543760587	-0.5810276679841897	-0.2727272727272727	-0.44776962168266515	0.36645962732919257	0.045736871823828344	-0.06041784302653868	0.36307171089779783	0.24336533032185206	-0.3167701863354037	-0.19028797289666854	-0.2636928289102202	0.09994353472614342	-0.2264257481648786	-0.06719367588932806	-0.09316770186335403	-0.07171089779785432	0.10107284020327499	0.09203839638622248	-0.23771880293619424	-0.15866741953698477	-0.20271033314511575	-0.21739130434782608	-0.4150197628458498	-0.3269339356295878	-0.054771315640880856	0.25352907961603616	-0.11914172783738002	-0.08526256352343309	0.2456239412761152	0.383399209486166	0.2885375494071146	0.40033879164313946	0.6905702992659515	1.0	0.2354601919819311	0.35290796160361376	0.4827780914737436	0.5110107284020328	0.3495200451722191	0.5979672501411631	0.4872953133822699	0.5945793337097685	0.6341050254093732	0.4782608695652174	0.7323546019198193	0.42066629023150764	0.5798983625070582	0.26030491247882553	0.2478825522303783	0.391304347826087	0.5031055900621118	0.551665725578769	-0.06041784302653868	0.042348955392433656	0.15527950310559005	0.2964426877470356	0.4601919819311124	0.12704686617730096	-0.2795031055900621	0.006211180124223602	-0.3619424054206663	-0.21626199887069453	-0.26595143986448333	-0.4342179559570864	-0.25691699604743085	-0.391304347826087	0.19254658385093168
PrpR	-0.2704686617730096	-0.5189158667419537	-0.5889328063241107	-0.5629587803500847	-0.5957086391869001	-0.35177865612648224	-0.46357989836250707	-0.4116318464144551	-0.4161490683229814	-0.4782608695652174	-0.49520045172219085	-0.5166572557876906	-0.47148503670242803	-0.7142857142857143	-0.46809712027103334	-0.5629587803500847	-0.47374364765669114	-0.5324675324675324	-0.611518915866742	-0.52343308865048	-0.37210615471485037	-0.4409937888198758	-0.2738565782044043	-0.4025974025974026	0.15189158667419536	0.19932241671372106	-0.22981366459627328	-0.023150762281197064	-0.38114059853190285	0.09316770186335403	-0.015245623941276116	0.05138339920948617	-0.2140033879164314	-0.23094297007340486	-0.18690005646527386	0.09655561829474874	-0.30773574251835123	-0.3020892151326934	-0.23433088650479955	-0.4116318464144551	-0.3901750423489554	-0.1767363071710898	0.12140033879164314	-0.2388481084133258	-0.08300395256916997	0.16883116883116883	0.09203839638622248	-0.015245623941276116	0.11462450592885376	0.4082439299830604	0.3495200451722191	0.16883116883116883	0.3020892151326934	0.16431394692264256	0.2354601919819311	1.0	0.48842461885940147	0.2704686617730096	0.17334839073969507	0.383399209486166	0.12478825522303783	0.3461321287408244	0.2885375494071146	0.35177865612648224	0.28740824392998304	0.3156408808582722	0.5087521174477696	0.37549407114624506	0.49858836815358554	0.3619424054206663	0.42857142857142855	0.3145115753811406	0.4025974025974026	0.3450028232636928	-0.05815923207227555	0.2490118577075099	0.14059853190287974	0.1067193675889328	0.2670807453416149	-0.18012422360248448	-0.12365894974590627	0.04799548277809147	0.10559006211180125	0.08300395256916997	-0.06719367588932806	0.04799548277809147	0.09655561829474874	0.13156408808582723
GlcC	-0.44664031620553357	-0.19254658385093168	-0.47035573122529645	-0.35064935064935066	-0.427442123094297	-0.4059853190287973	-0.551665725578769	-0.3404856013551666	-0.3890457368718238	-0.37210615471485037	-0.365330321852061	-0.4601919819311124	-0.45115753811405984	-0.4850367024280068	-0.4409937888198758	-0.3642010163749294	-0.3619424054206663	-0.3269339356295878	-0.3867871259175607	-0.5053642010163749	-0.44889892715979673	-0.4782608695652174	-0.37775268210050816	-0.3167701863354037	0.19141727837380013	-0.011857707509881422	0.05815923207227555	0.14059853190287974	-0.32128740824393	-0.16431394692264256	0.21852060982495766	0.12027103331451157	0.08752117447769622	0.09542631281761717	-0.024280067758328628	-0.17334839073969507	-0.22868435911914173	-0.4025974025974026	-0.07509881422924901	-0.17447769621682666	-0.2636928289102202	-0.35064935064935066	-0.24336533032185206	-0.35629587803500845	-0.09768492377188029	-0.1880293619424054	-0.16996047430830039	-0.10897797854319594	0.09655561829474874	0.21513269339356295	0.3551665725578769	0.21739130434782608	0.21626199887069453	0.44438170525127046	0.35290796160361376	0.48842461885940147	1.0	0.5878035008469791	0.06945228684359118	0.04009034443817053	0.02766798418972332	-0.029926595143986448	0.017504234895539244	0.20271033314511575	0.47261434217955955	0.47600225861095424	0.35968379446640314	0.3111236589497459	0.47374364765669114	0.14511575381140598	0.36984754376058726	0.391304347826087	0.4330886504799548	0.1225296442687747	0.22077922077922077	-0.044607566346696784	0.015245623941276116	0.2140033879164314	0.21964991530208922	-0.2490118577075099	0.10784867306606437	0.007340485601355167	0.14737436476566912	-0.04686617730095991	-0.30095990965556185	-0.13269339356295878	0.23433088650479955	0.14963297571993225
SoxR	-0.24675324675324675	-0.12478825522303783	-0.3020892151326934	-0.22529644268774704	-0.42518351214003386	-0.4330886504799548	-0.4647092038396386	-0.3156408808582722	-0.3958215697346132	-0.42518351214003386	-0.3845285149632976	-0.37549407114624506	-0.3687182382834557	-0.4161490683229814	-0.391304347826087	-0.4850367024280068	-0.40711462450592883	-0.35064935064935066	-0.3890457368718238	-0.5019762845849802	-0.4082439299830604	-0.4771315640880858	-0.3687182382834557	-0.44889892715979673	0.35742518351214003	-0.13156408808582723	-0.14285714285714285	0.03670242800677583	-0.22416713721061546	-0.005081874647092038	0.16770186335403728	-0.01637492941840768	0.277244494635799	-0.1665725578769057	-0.1789949181253529	0.026538678712591756	-0.0660643704121965	-0.10559006211180125	-0.2354601919819311	-0.11688311688311688	-0.32241671372106157	-0.32806324110671936	-0.5143986448334275	-0.47035573122529645	-0.4116318464144551	-0.269339356295878	-0.2015810276679842	-0.11688311688311688	-0.17108977978543197	0.06493506493506493	0.2727272727272727	0.4116318464144551	0.4150197628458498	0.3337097684923772	0.4827780914737436	0.2704686617730096	0.5878035008469791	1.0	0.21852060982495766	-0.032185206098249576	0.1541501976284585	-0.04799548277809147	0.06380575945793338	0.27498588368153587	0.3359683794466403	0.5640880858272163	0.43195934500282324	0.4308300395256917	0.42857142857142855	0.14737436476566912	0.32128740824393	0.37662337662337664	0.3382269904009034	0.23771880293619424	0.45454545454545453	0.10897797854319594	0.06719367588932806	0.4330886504799548	0.09994353472614342	0.25917560700169395	0.47600225861095424	0.26143421795595706	0.30321852060982496	-0.32580463015245625	-0.6182947487295314	-0.5211744776962168	-0.11688311688311688	-0.04912478825522304
