	FadR	LiuR	GntR	NtrC	CueR	NnrR	MerR	AcnR	FadP	FruR	NifA	GlcC	DasR	PdxR	PaaR	RbsR	FixJ	NmlR	BioQ	HrcA	QorR	PurR	LexA	CsoR	ZntR	FnrN_FixK	HcpR	PhnR	RutR	TtrR	PhsR	PrpR	FabR	MetJ	FUR	KdgR	SahR_SamR	ThiR	ArgR	MntR	NagC	NrtR	MetR	Zur	RbkR	BirA	CzrA	NsrR	Phr	HutC	SiaR	HexR	PhrR	AraR	GulR	ModE	AgaR	Irr	NadQ	XylR	IscR	PhnF	HisR	TrpR	CcpA	PsrA	Rex	GguR	HypR	NagQ	NrdR	NikR	TyrR	SdaR	LldR	PdhR	CblR	ExuR_UxuR	AmtR	LtbR	NorR	LiuQ	SoxR	NagR	VanR	NiaR	CadR-PbrR	NarP
LldR	0.03484225697966156	-0.01982597555116639	0.0905354187796936	0.01624406128222922	0.004430683819996797	0.05219132013025143	0.06681791490951797	-0.053696684994394915	-0.04522500400362996	0.009800886136764	0.0731543265894411	0.21407142475844765	0.010009074894571078	0.16599049805156676	0.018475417712058934	0.02631185608284845	0.10439865478033417	0.010564244915389953	-0.027192654673570703	0.07960817808146052	0.09513158597128063	0.08592857524155234	0.182031708749266	0.10044840655527679	0.03722842043452731	-0.11377782522820691	-0.12395238349436823	-0.07214007366679122	-0.004606843538141248	-0.0018149789142155553	0.10602145945657396	0.04416804569476325	0.1072439011370309	0.058431644691186675	-0.05655794587092297	-0.07663481556611328	-0.09349810494848662	-0.055949394117333046	-0.012875673944376234	-0.012827630384882294	-0.0666257406715422	-0.03962526023594726	-0.11616398868307265	-0.045897613836545136	0.025884802220680084	-0.018512784924998665	0.021795761490417977	-0.004783003256285699	-0.002332781722094699	-0.12447018630224738	-0.12985106496556878	0.1422569796615598	-0.1258100677948006	-0.11996476805637112	-0.10848235733731917	-0.1024448833609139	-0.09608178081460524	-0.06483211445043506	-0.040062990444669835	-0.11760529546789089	0.000250894144023915	-0.010777771846474136	-0.02647733945443869	0.12526557412053596	-0.07543372657876475	-0.015139059413868575	0.16310788448193028	-0.04848662787594085	0.042758767949607646	0.10298403886190145	0.13269097314898842	0.18942507873805584	0.09190199113863236	-0.03762878343031015	1.0	0.23001121016388193	-0.09549458175412374	0.02412854321251268	-0.016729835050445736	-0.1588106549938611	-0.1476111674584957	-0.08363316073239738	-0.10483104681577964	0.01086318261890781	-0.0009395184967704052	-0.025377675759355147	-0.07822559120269044	0.17473976405274116
PdhR	0.012544707201195751	0.12002882613569636	0.04308439651951102	0.020087546041744515	0.05678748732183847	0.02960017082154487	-0.11603587252442214	-0.04464848128970266	-0.038509582021032406	-0.03692948273100945	-0.04576949767789462	-0.002583675866118614	-0.09991992740084343	-0.031206960977953346	-0.006293706293706294	0.07555650456413815	-0.07204398654780333	-0.08951048951048951	-0.054171782416057225	-0.027662413921955908	-0.021870495916297444	0.006064164842790797	0.009608711898788235	-0.07867933593124433	-0.0047349596967917575	-0.1001121016388192	-0.1886990871723696	-0.212710190572786	-0.09337532696311322	-0.03482090428655314	-0.04885496183206107	0.003992953611274222	-0.017146212566059894	0.09075428388405488	0.019137351198419902	0.041851278492499866	-0.051198419900709974	-0.036491752522286876	0.01752522286873432	0.0339561202156622	0.038029146426092994	0.02346660972615171	-0.07873805583729247	-0.037110980622431004	-0.013462873004857738	0.04780867986974857	0.004815032295948326	-0.03432445417178242	0.021197886083382265	-0.15608284844926065	-0.04774462179042332	0.17457961885442802	-0.045630705172689905	-0.1274168579512091	0.059990391288101214	0.013767148881652699	0.13273367853520526	0.08055837292478514	0.061778679335931244	0.04246516841936689	-0.027838573640100357	-0.21524048470613355	0.11299845192974964	0.06950301606790156	0.04646346020391822	0.15660065125713982	0.037340522073346503	-0.02771579565472695	0.04011103400416378	-0.15149201943095073	-0.06190679549458175	0.11450381679389313	0.1311482410719052	0.061746650296268614	0.23001121016388193	1.0	-0.050365664869481665	-0.20988629690919766	-0.011968184487268456	0.06690332568195163	0.008861367639993595	0.12398975070730796	-0.03475150803395078	-0.09957294613783163	-0.09045000800725991	-0.09517429135749747	-0.19751241125286928	0.003918219185394758
CblR	0.04686382319970106	0.07885549564938878	-0.05564511824053809	-0.008930763892595953	0.006736774675705973	-0.009779533443655581	-0.08955319489670635	-0.014050072065339241	0.010308012598088934	-0.042518550152137936	0.06054022313564298	0.03002188651043613	0.05046709016174665	0.1851865691560348	0.07255111300912828	-0.0031068168472748623	0.010259969038594993	0.05266641755191374	-0.09273474616986067	0.03861634548657449	0.041125286926813644	-0.06563284044200075	0.11386323600064058	0.21066033203437784	0.07477179309240378	0.1257887151016922	0.15585864517162226	0.03736187476645492	0.19887898361180803	0.07810815139059414	0.1247424331393797	0.071056424491539	-0.14476058292852187	-0.07650136123418566	-0.015293866438904607	-0.08782896492820157	-0.03320343778359046	-0.05874659691453585	-0.09728286980195378	-0.09767789462445951	-0.030897346927881278	-0.0350024021779747	-0.01950034698126301	-0.017220946991939358	-0.004697592483852026	-0.02869268136443709	-0.10010676346554209	-0.02771045748144985	-0.015389953557892489	-0.05291197352266055	-0.04259862275129451	-0.194741899322052	-0.13135642982971227	0.04917525222868734	-0.04712005551700208	-0.10491111941493621	-0.0007099770458549085	-0.07457961885442801	0.13376394597768643	-0.0844765921101799	0.015181764800085411	-0.08310468157796402	-0.11468531468531469	-0.028815459349810495	-0.13808252815886404	0.03970533283510383	0.05907756365771633	-0.17401911066033204	0.18198900336304916	-0.07574867880211392	0.11213900603213581	-0.03659317781455186	-0.17631986334276412	-0.11840068328617948	-0.09549458175412374	-0.050365664869481665	1.0	0.050557839107457425	0.03773020872257513	0.07154753643303262	-0.026845673410558907	0.06120749479528106	-0.08146586238189292	-0.010019751241125287	-0.0003416430897346928	0.06950835424117867	0.0586932151817648	0.01617466502962686
ExuR_UxuR	-0.034436555810601614	-0.13459670100891474	-0.04894037260449474	-0.03274435488175946	-0.04937810281321732	-0.03828537874339401	0.032867132867132866	0.03908076656168259	0.02232424064485133	-0.006987668819729889	-0.00013345433192761438	0.041893983878716706	0.13884588693749	0.055970746810441466	-0.0662734212352533	-0.06442641328137512	-0.09317247637858325	-0.1018630224737095	0.10181497891421555	0.033982811082047724	-0.03933699887898361	-0.09637004217156889	-0.02970693428708696	0.11362835637644798	0.15511663908610474	0.07258848022206801	0.03345433192761437	0.14673036886777344	0.1270645385149202	0.04829979181124219	0.14837452623712166	0.03225324294026584	0.020039502482250574	-0.17244968771686328	-0.03058239470453211	-0.026765600811402338	0.02323173010195911	-0.046506165590135054	-0.014856136230182032	-0.027203331020124913	-0.027395505258100677	0.001633481022794	-0.0003363049164575882	-0.06408477019164042	0.049201943095072864	-0.051742913574974646	-0.007916510969946085	0.059104254524101854	0.019201409277745156	-0.022495062189718678	-0.014904179789675972	-0.1278866171995943	-0.048171675652591686	-0.06123418566166658	-0.006918272567127529	0.039833448993754336	0.0012491325468424704	-0.05293332621576896	0.06641755191373512	-0.018432712325842097	0.0886830726525383	0.14623391875300273	-0.15866118614210217	-0.019601772273528	-0.04381572625847435	-0.15709176319863344	0.06561682592216943	0.08485026423957721	-0.10070997704585491	0.11124219292158223	0.01864623925692628	-0.07439812096300646	-0.13485827149949287	0.06712219078631293	0.02412854321251268	-0.20988629690919766	0.050557839107457425	1.0	-0.09571344685848503	0.05770031495222335	0.09027918646239257	-0.07230555703838147	-0.1303421769070624	0.05716649762451289	0.15208455666470932	0.19505151337212406	0.13019270805530347	0.17506539262264453
AmtR	-0.021886510436128756	0.09915123044894038	0.14763785832488122	0.046575561842737416	0.19388245342443816	0.17840175092083488	0.25036032669620456	0.12264986921475471	0.13240271179202476	0.11795227673090268	0.16823253082795067	0.1463033150056051	0.1642982971227246	0.08586985533550419	0.20404099717076815	0.1028132173170341	0.0729247851385256	0.05384081567287674	0.0970853573907009	0.17062937062937064	0.21618000320290395	0.04470720119575081	0.23668926493353976	0.2013986013986014	-0.0668552821224577	0.03452730475631239	0.07631986334276411	0.17050125447072012	0.22313030480969412	-0.0714087439278279	0.09371163187957081	-0.06237655474296696	-0.006373778892862863	-0.023162333849356752	-0.15139593231196286	-0.16936956173597395	-0.14646879837719531	-0.17076282496129824	-0.16923610740404635	-0.18984145625367	-0.17810281321731702	-0.17570063524261997	-0.12034911653232264	-0.09366892649335397	-0.1585757753696685	-0.2304542785458816	-0.17208669193402018	-0.18708162066940692	-0.2486360967276998	-0.019446965248491967	-0.08499439491805905	-0.20881866225377677	-0.19303902204665563	-0.14956493887791597	-0.07840175092083489	-0.07568462072278866	-0.19595366465595473	-0.14640474029787007	-0.21935087812950407	-0.10281855549031121	-0.07753162867666684	-0.11203758073987082	-0.2720973682805744	-0.03969999466182672	-0.0466769871350024	-0.14243847755298136	-0.2227512945070197	-0.14627128596594247	-0.05795654726952437	-0.05833021939892169	0.016649762451289168	-0.054262531361768	-0.03082795067527892	-0.16401003576576095	-0.016729835050445736	-0.011968184487268456	0.03773020872257513	-0.09571344685848503	1.0	0.07250306944963433	0.044744568408690545	-0.06984999733091336	-0.02681364437089628	-0.07925052047189451	-0.012464634602039183	-0.11060161212832968	0.032183846687663484	-0.07692841509635402
LtbR	0.0013825868787700848	0.09071157849783804	-0.022607163828537873	-0.03893663588320077	0.058853360380077935	0.04715742272994181	0.015736934820904287	-0.05296001708215449	0.03504510756419153	0.049004430683819995	0.06868093738322746	-0.09436288901937757	0.11888111888111888	0.05154006299044467	0.08769017242299686	0.08936102065873058	-0.08230929375967544	-0.12219612448620082	0.11989537180376875	-0.0611434367159558	0.06780013879250521	0.07915443335290663	-0.05948326482677628	-0.07671488816526985	0.028772753963593658	-0.007393369988789836	0.15819676506699407	-0.03549885229274542	0.10460684353814124	0.18870442534564671	-0.004297229488069183	0.07510809800886137	-0.027096567554582823	0.037110980622431004	-0.022900763358778626	-0.02172636523781562	-0.09047136070036833	-0.05411840068328618	-0.07735013078524529	-0.09011370309080233	-0.08038221320664068	-0.08662787594085304	-0.036016655100624566	-0.08930230075268243	-0.07423263759141621	-0.08061175465755618	-0.09319382907169167	-0.08377195323760209	-0.10542358404953825	-0.0677948006192281	-0.1285752415523408	-0.11186142102172636	0.021235253296321997	-0.09453371056424492	0.04915389953557892	0.034303101478674	0.025617893556824853	-0.026754924464848128	0.05876794960764426	-0.12406982330646453	-0.17287140340575455	-0.07948540009608712	-0.0970746810441467	0.0768963860566914	0.025559173650776704	-0.1718678268296589	-0.24057011690599478	-0.04646346020391822	-0.22831900923503978	-0.1588106549938611	-0.2158597128062777	-0.013836545134255057	0.13816793893129772	0.03332621576896386	-0.1588106549938611	0.06690332568195163	0.07154753643303262	0.05770031495222335	0.07250306944963433	1.0	0.1661880104628196	-0.04394918059040197	-0.027838573640100357	0.10766561682592217	-0.03158063310735067	-0.09143757006352426	-0.039571878503176214	-0.036897453691346824
NorR	0.18081460524208615	0.15770031495222334	0.17135536219505684	-0.003549885229274542	0.02200928842150216	0.05068061709283083	0.09422409651417285	0.08146586238189292	0.10634174985320023	0.2091282763038488	0.11052687770245022	-0.05946191213366786	0.13448993754337266	0.043223189024715745	-0.027064538514920196	0.004254524101852346	-0.0966049217957615	-0.03025676613462873	0.07863129237175039	0.017792131532589548	0.005583729247851385	0.006224310041103934	-0.15408637164362354	-0.15946191213366787	-0.050557839107457425	0.07654940479367961	0.19974910585597608	0.03627822559120269	0.014268937169700529	0.02958949447499066	-0.11332408049965302	0.17657075748678802	0.09407462766241392	0.18591789889499813	-0.10800192174237976	-0.14701329205146	-0.2103880851972455	-0.1568248545347782	-0.15573052901297177	-0.17526824320717452	-0.219244114663962	-0.19227566326802967	-0.2586878770084877	-0.1665083008594459	-0.1443335290663535	-0.1508674531575295	-0.048748198366518974	-0.10039502482250574	-0.14677841242726739	-0.1279880424918593	0.001745582661613196	-0.033715902418192494	-0.06812042918913148	-0.13163935301339882	-0.12185448139646612	-0.08228260289328991	-0.06444242780120643	-0.08297656541931352	-0.08142315699567608	-0.0998825601879037	-0.08398548016868627	-0.17405647787327178	-0.06577163294720546	-0.14311108738589653	-0.027988042491859287	-0.15045107564191534	-0.10071531521913202	0.050109432552180644	0.15318422035979287	-0.013121229915123045	0.01839000693962526	-0.04378903539208883	0.07102439545187637	0.1203010729728287	-0.1476111674584957	0.008861367639993595	-0.026845673410558907	0.09027918646239257	0.044744568408690545	0.1661880104628196	1.0	-0.10289862808946779	-0.12071745048844286	0.09659958362248439	0.14565739603907543	-0.015058986814712006	-0.08741258741258741	-0.08376661506432499
LiuQ	-0.13860033096674318	-0.08969732557518817	-0.19317247637858326	-0.13842417124859874	-0.03678001387925052	-0.09618854428014734	-0.13993487428601933	-0.06890514066086585	-0.07057598889659958	-0.18946244595099557	-0.19127742486521113	-0.14831046815779642	-0.012736881439171515	0.03277104574814498	-0.051246463460203916	0.06530721187209737	-0.03297923450595206	0.08489296962579405	-0.1606790156408477	-0.23094539048737522	-0.19636470399829178	0.04015907756365772	0.06903325681951636	-0.06292638659050873	0.07451556077510275	-0.12028505845299739	0.125420381145572	-0.10695030160679016	-0.050354988522927455	0.005898681471200555	-0.2516681791490952	-0.15211124753109487	-0.11053221587572733	-0.16273955052581007	0.21324400790049644	0.2531094859339134	0.09637004217156889	0.13553088133240804	0.1206533924091176	0.15560241285432125	0.1694336198152992	0.15150803395078205	0.19280414242246302	0.12376020925639246	0.08870976351892382	0.0807345326429296	-0.015448673463940639	0.04267335717717397	0.045465221801099666	-0.08048363849890568	0.09480061922810014	0.008909411199487535	0.012907702984038863	0.10730795921635616	0.1787807612235093	0.02500400362995783	0.12293813057171836	0.15776971120482572	0.13660385416110607	0.18348903005391556	0.06034271072439011	-0.057929856403138844	0.03140981156248332	-0.15369134682111782	0.2784231036139433	0.2536379650883468	-0.023642769444296163	0.03793839748038221	0.04875353653979608	0.015630171355362196	0.012806277691773876	-0.04191533657182512	-0.06470399829178455	-0.03259488603000053	-0.08363316073239738	0.12398975070730796	0.06120749479528106	-0.07230555703838147	-0.06984999733091336	-0.04394918059040197	-0.10289862808946779	1.0	0.23312336518443388	0.026632146479474723	-0.15973949714407729	-0.17570597341589708	-0.013756472535098489	-0.12641328137511343
SoxR	-0.23959856936956173	-0.11465328564565205	-0.27240164415736934	-0.18735920567981637	-0.2221854481396466	-0.23855762558052634	-0.35579992526557414	-0.18731116212032242	-0.3091442908236801	-0.14985320023487964	-0.27741418886457053	-0.09534511290236482	-0.22354134415203117	-0.19852132600224204	-0.25187102973362513	-0.13168205839961566	-0.2239470453210911	0.04395451876367907	-0.275599209950355	-0.1826135696364704	-0.17730208722575136	-0.08452463566967383	-0.013948646773074254	-0.276261143436716	-0.20229541450915497	-0.20589334329792344	-0.0754871083115358	-0.19092510542892221	-0.1706080179362622	-0.11775476431964982	-0.22405914695991033	-0.14571611594512357	-0.05538354774995996	-0.2099343404686916	0.3284097581807505	0.3207654940479368	0.300971547536433	0.3342870869588427	0.2831954305236748	0.25475898147653875	0.32709656755458283	0.2994074627662414	0.26946031068168474	0.294181391127956	0.24068221854481398	0.32162493994555064	0.2920621363369455	0.30138258687877006	0.2885282656275023	0.04275342977633054	0.12452356803501842	0.1591789889499813	0.07040516735173223	0.3216729835050446	0.18710831153579247	0.26354027651737577	0.21174931938290717	0.1883574440826349	0.24739764052741153	0.27815085677681095	0.1530934714140821	0.13680670474563605	0.21603587252442213	0.08815459349810495	0.4188917952276731	0.17524689051406608	0.05241552340788982	-0.04325521806437837	0.04113062510009075	0.09450701969785939	-0.080398227726472	0.044103987615437996	0.004612181711418353	0.09759782202530294	-0.10483104681577964	-0.03475150803395078	-0.08146586238189292	-0.1303421769070624	-0.02681364437089628	-0.027838573640100357	-0.12071745048844286	0.23312336518443388	1.0	-0.14366091923343832	0.0527411519777932	0.1201836331607324	0.11467997651203758	0.009272406982330646
NagR	-0.18060641648427908	-0.18964928201569423	-0.128228260289329	-0.26004911119414936	-0.12082955212726205	-0.1442214274275343	0.0747984839587893	-0.06679656221640955	-0.10569583088667057	-0.06449047136070037	0.016857951209096247	-0.16344952757166498	-0.15504190466022527	-0.04886563817861528	-0.08477019164042064	-0.1321998612074948	0.04347408316873966	-0.1343244541717824	0.17446217904233172	-0.28608338226658836	-0.2256605989430417	-0.04471787754230502	-0.15016281428495168	-0.01877435541557679	0.15187102973362515	-0.06104734959696792	0.16182672289542518	-0.03202370148935035	0.08688410825815406	-0.05782843111087386	-0.17136070036833395	-0.15558639833448995	-0.1205306144237442	-0.11474403459136284	0.05548497304222495	0.047883414295628035	0.04626594779266535	0.06656168259221694	0.08182351999145893	0.060657662947739284	0.07087492660011745	0.09853734052207334	0.10729194469652485	0.07707788394811295	0.08183953451129024	0.03560027758501041	0.09227032509475258	0.10073132973896333	0.09750173490631506	0.20459082901830994	0.16145305076602787	0.06168259221694336	0.1684727486254204	-0.04179789675972882	0.2222868734319116	0.06691400202850585	0.1698713500240218	0.12726205092617307	0.05138525596540864	0.011503763412160358	0.12191320130251428	0.2463193295254364	-0.053285645652057866	-0.06771472802007153	-0.05701169059947686	-0.14099183259488604	-0.06608658517055464	0.23616612395238348	-0.08917952276730903	-0.038941974056477875	0.16624139219559067	-0.014252922649869215	-0.18504777665083008	0.07209736828057439	0.01086318261890781	-0.09957294613783163	-0.010019751241125287	0.05716649762451289	-0.07925052047189451	0.10766561682592217	0.09659958362248439	0.026632146479474723	-0.14366091923343832	1.0	-0.03968931831527251	-0.015961138098542677	0.05342443815726258	-0.08633961458388939
VanR	-0.01268349970640047	-0.0911439705332835	-0.05697966155981423	-0.14370362461965516	-0.1980195377141942	-0.21244328190893078	-0.09104788341429562	-0.07305823947045322	-0.07606363102546308	-0.019035925906154914	-0.11798964394384241	-0.10811402338119895	-0.023717503870175627	-0.03270164949554263	-0.18010996636950835	-0.2091282763038488	-0.10824747771312657	-0.06700475097421663	0.0659371163187957	-0.033320877595686756	-0.08875780707841777	-0.22398975070730795	-0.1548283777291411	-0.13956120215662202	-0.10188971334009501	-0.09733091336144771	-0.16670581327069878	-0.06115411306251001	-0.028313671061762666	-0.10983825334970373	0.16249399455506325	0.06659904980515667	-0.054801686862755564	0.071414082101105	0.07740351251801633	0.04219825975551166	0.05085143863769818	0.08916350824747771	0.07733945443869109	0.04217156888912614	0.041376181070837556	0.06330539689318315	0.03784764853467144	0.09464581220306412	0.09050338974003096	0.09343404686916137	0.17779853734052206	0.11547536433032617	0.10929909784871616	0.14706667378423102	0.18184487268456734	-0.02330112635456147	0.009934340468691613	0.03658783964127475	0.05117172903432445	0.06743180483638499	0.08657983238135909	0.014541184006832861	0.14327123258420968	0.10836491752522287	0.03342230288795174	0.1212405914695991	-0.08503176213099878	-0.05861314258260823	-0.13696684994394917	-0.20086478407089095	-0.04010569583088667	0.1320877595686756	0.33926226445310415	0.12689371697005286	0.16233384935675013	0.05653659317781455	0.006912934393850424	-0.013041157315966476	-0.0009395184967704052	-0.09045000800725991	-0.0003416430897346928	0.15208455666470932	-0.012464634602039183	-0.03158063310735067	0.14565739603907543	-0.15973949714407729	0.0527411519777932	-0.03968931831527251	1.0	0.1800192174237976	0.05426786953504511	0.04265200448406555
NiaR	-0.05634975711311589	-0.2569956760796455	-0.19182725671275289	-0.10172422996850478	-0.2758607804409331	-0.3036406341749853	-0.2744515026957775	-0.20241285432125128	-0.1558853360380078	-0.24015373939038062	-0.24962899695724122	0.006902258047296215	-0.24990124379437356	-0.17893023007526823	-0.19330059253723375	-0.2590562109646079	-0.2686328938237335	-0.19608711898788234	-0.16691934020178295	0.08934500613889927	-0.00796989270271713	-0.29435221267282335	-0.1638018470079539	-0.12464634602039182	-0.2327657075748679	-0.01945230342176907	-0.1781775476431965	-0.1387231089521166	-0.1029253189558533	-0.11136497090695564	-0.05868253883521059	0.07751027598355843	0.014482464100784711	0.0021299311375647255	0.20084343137778252	0.14441360166551007	0.29203010729728285	0.22808412961084717	0.20212993113756472	0.18993220519938078	0.23249346073773555	0.21888111888111889	0.17437676826989804	0.2384935675012011	0.2786473068915817	0.29163508247477715	0.3153792772113383	0.35187636790690224	0.29374366091923343	0.23981209630064593	0.0424758447659211	-0.03750066727165964	0.06106336411679923	0.25199380771899854	0.1322158757273261	0.29375433726578765	0.14720546628943576	0.08675065392622644	0.17469705866652432	0.10024021779746971	0.18852826562750227	0.21954305236747984	0.1986013986013986	0.19925265574120535	0.08655847968825069	0.15130518336625207	0.18897133400950195	0.012101638819196072	0.09263865905087279	0.16381786152778519	0.04110927240698233	0.011594512357871137	0.10098222388298723	0.07415256499225965	-0.025377675759355147	-0.09517429135749747	0.06950835424117867	0.19505151337212406	-0.11060161212832968	-0.09143757006352426	-0.015058986814712006	-0.17570597341589708	0.1201836331607324	-0.015961138098542677	0.1800192174237976	1.0	0.23224790476698873	0.20894144023915015
CadR-PbrR	-0.0590455346180537	-0.13235466823253084	-0.114242246303315	0.00897346927881279	-0.1426199754444029	-0.1151657502802541	-0.09073826936422356	-0.07964020712112316	-0.10827950675278919	-0.0028932899161906796	-0.0824961298243741	-0.06133027278065446	-0.09143757006352426	-0.18171141835263974	-0.04130144664495809	-0.202348796241926	-0.22860727059200342	-0.06161853413761811	-0.04491005178028079	0.14816099930603746	-0.024075161479741633	-0.13678535205252762	-0.15154540116372178	-0.0569369561735974	-0.0889179522767309	-0.08639833448993754	0.0034698126301179735	0.019489670634708803	-0.025222868734319115	-0.03721240591469599	-0.051235787113649706	0.03996690332568195	0.02431537927721134	-0.034431217637324506	0.0287033577109913	-0.02261250200181498	0.1220626701542732	0.06260609619388245	0.03230128649975978	0.06260609619388245	0.05850104094378904	0.08826669513692414	0.14104521432765707	0.09493407356002775	0.08519724550258902	0.042529226498692146	0.0993060374739764	0.1299898574707735	0.1357177173971067	0.17120589334329792	0.05702770511930817	0.005946725030694496	-0.05858645171622271	0.16121283296855815	-0.028452463566967384	0.10368333956120215	-0.01976725564511824	0.041135963273367854	0.059328457801740245	0.01256605989430417	0.09856403138845887	0.1591309453904874	0.1788715101692201	0.1999893236534458	-0.07814551860353387	0.029231836865424653	0.035119841990070996	0.0556557945870923	-0.006635349383440987	0.08787700848769552	0.06310254630865318	0.06657769711204825	-0.18073987081620668	0.0077296749052474245	-0.07822559120269044	-0.19751241125286928	0.0586932151817648	0.13019270805530347	0.032183846687663484	-0.039571878503176214	-0.08741258741258741	-0.013756472535098489	0.11467997651203758	0.05342443815726258	0.05426786953504511	0.23224790476698873	1.0	0.21644691186675918
NarP	-0.0886777344792612	-0.11897186782682966	-0.08664389046068435	0.030534351145038167	-0.15779640207121123	-0.08616879303902204	-0.1849463513585651	-0.14336198152992047	-0.16891581700742006	-0.0791117279666898	-0.10556771472802007	-0.03566433566433566	-0.13799711738643036	0.017637324507553516	0.013868574173917686	-0.08994288154593498	-0.14312176373245075	-0.1747771312656809	-0.15795120909624727	0.12215341909998398	0.12302354134415203	0.05606149575615225	-0.0016281428495168954	-0.03616078577910639	-0.16679122404313243	-0.12204131746116478	-0.11869428281642022	-0.10506058826669513	-0.13651310521539528	-0.1080553034751508	-0.03359312443281909	-0.09438957988576309	-0.05699033790636844	-0.17073079592163562	0.0932365344579085	0.04174985320023488	0.14918059040196444	0.04884428548550686	0.1226338546949234	0.14837452623712166	0.10110500186836065	0.16438370789515827	0.11139699994661827	0.08339294293492767	0.14477125927507606	0.15467890887738217	0.14197939465115036	0.17664015373939038	0.19165109699460844	0.10717984305770566	-0.05961138098542679	0.07181444509688785	0.03591522980835958	0.12900763358778625	-0.016793893129770993	0.15488175946191213	-0.06513639032723002	0.04534778198900336	0.07600491111941493	0.11430630438264026	0.14848662787594086	0.11700208188757807	0.036753323012865	0.2249826509368494	0.06001174398120963	0.22885282656275022	0.3047296215235146	-0.052271392729408	0.07836438370789515	0.04693321945230342	0.008952116585704372	0.0478407089094112	0.11210163881919608	-0.07907969892702717	0.17473976405274116	0.003918219185394758	0.01617466502962686	0.17506539262264453	-0.07692841509635402	-0.036897453691346824	-0.08376661506432499	-0.12641328137511343	0.009272406982330646	-0.08633961458388939	0.04265200448406555	0.20894144023915015	0.21644691186675918	1.0
