	FadR	LiuR	GntR	NtrC	CueR	NnrR	MerR	AcnR	FadP	FruR	NifA	GlcC	DasR	PdxR	PaaR	RbsR	FixJ	NmlR	BioQ	HrcA	QorR	PurR	LexA	CsoR	ZntR	FnrN_FixK	HcpR	PhnR	RutR	TtrR	PhsR	PrpR	FabR	MetJ	FUR	KdgR	SahR_SamR	ThiR	ArgR	MntR	NagC	NrtR	MetR	Zur	RbkR	BirA	CzrA	NsrR	Phr	HutC	SiaR	HexR	PhrR	AraR	GulR	ModE	AgaR	Irr	NadQ	XylR	IscR	PhnF	HisR	TrpR	CcpA	PsrA	Rex	GguR	HypR	NagQ	NrdR	NikR	TyrR	SdaR	LldR	PdhR	CblR	ExuR_UxuR	AmtR	LtbR	NorR	LiuQ	SoxR	NagR	VanR	NiaR	CadR-PbrR	NarP
HcpR	0.2530827950675279	0.22583142048790902	0.21965515400629904	0.24900443068382	0.23223722842043454	0.37262584743500776	0.3837559387177708	0.3369988789836118	0.3239683980141995	0.2887097635189238	0.346196551540063	0.16948166337479315	0.2671008380932045	0.4022740618160465	0.3599850531148241	0.29376501361234186	0.23156995676079645	0.3607857791063898	0.08568301927080553	0.09169380238082528	0.1858751935087813	0.3267282335984626	0.20870122244168046	0.20366198686809373	0.2431911599850531	0.471056424491539	1.0	0.20120108898734854	0.17863663054502749	0.13204505418245877	-0.07401911066033204	0.0074734425879464045	0.052607697645865585	-0.12576736240858377	-0.31513372124059147	-0.2858751935087813	-0.3635883200768697	-0.36115945123578713	-0.3845780174024449	-0.37098702823893664	-0.3638231997010623	-0.34450968878449795	-0.2829178455132654	-0.2831900923503977	-0.35441733838680406	-0.43072118720973684	-0.4145785512197726	-0.397448353173544	-0.42834036192814817	-0.2979181124219292	-0.2165536753323013	-0.29642342390433996	-0.2530721187209737	-0.16695670741472268	-0.27039449100517804	-0.259878289649282	-0.29760316019858	-0.36521112475310946	-0.26634281748785565	-0.32856990337906367	-0.3302087225751348	-0.28010996636950836	-0.25653125500453744	-0.41578497838039824	-0.10194843324614317	-0.11083649175252229	-0.2967383761276891	-0.32255912026904393	-0.1938344098649442	-0.1689531842203598	-0.20509795547963486	-0.08072385629637538	-0.2617306357764373	-0.057486788021139164	-0.12395238349436823	-0.1886990871723696	0.15585864517162226	0.03345433192761437	0.07631986334276411	0.15819676506699407	0.19974910585597608	0.125420381145572	-0.0754871083115358	0.16182672289542518	-0.16670581327069878	-0.1781775476431965	0.0034698126301179735	-0.11869428281642022
PhnR	0.26442107510809804	0.29702663748465274	0.34299364757380024	0.3399135215929109	0.4643783697218812	0.39119201409277743	0.43254684247050657	0.3998772220146266	0.3886457054395986	0.40829552127262053	0.4008434313777825	0.4480488976672183	0.4283723909678108	0.4257460097154754	0.3596914535845834	0.20924037794266803	0.29026317194256124	0.23367853520525275	0.2743180483638499	0.2125927507606897	0.29503016067901566	-0.020124913254684247	0.30494314845459886	0.23508781295040837	0.2729301233118027	0.3552180643783697	0.20120108898734854	1.0	0.3989537180376875	0.312507339988256	0.20019217423797578	0.3824961298243741	0.10815672876741579	-0.05232477446217904	-0.412966422890087	-0.43123899001761595	-0.4260396092457161	-0.4285592270325095	-0.4621203224256659	-0.45440132386697274	-0.4044573746863823	-0.42372284204345273	-0.3890087012224417	-0.4055036566486948	-0.38533603800779376	-0.5200875460417446	-0.42832968558159396	-0.45013078524528904	-0.4272353600597875	-0.23727646399402125	-0.29410131852879945	-0.36204024982650934	-0.3289649282015694	-0.22246837132333316	-0.3530934714140821	-0.27858324881225643	-0.4035979287887685	-0.31289168846420756	-0.37069342870869587	-0.35514332995249026	-0.23819996797096032	-0.2036032669620456	-0.1743127101905728	-0.2284684780867987	-0.2584529973842951	-0.33063577643730313	-0.17173437249773127	-0.1641861954839054	-0.2858271499492874	-0.06326802968024342	-0.13470880264773394	-0.26139966903325684	-0.2914856136230182	-0.14297763305396893	-0.07214007366679122	-0.212710190572786	0.03736187476645492	0.14673036886777344	0.17050125447072012	-0.03549885229274542	0.03627822559120269	-0.10695030160679016	-0.19092510542892221	-0.03202370148935035	-0.06115411306251001	-0.1387231089521166	0.019489670634708803	-0.10506058826669513
RutR	0.10121176533390273	0.23249346073773555	0.156611327603694	0.11906261677254043	0.30261570490578127	0.28058506379117065	0.3823573373191694	0.2239256926279827	0.2776010249292692	0.2798270431858218	0.34146159184327124	0.23065179095713448	0.3938504243847755	0.2801740244488336	0.23203971600918166	0.23952383494368226	0.2605989430416911	0.24841723162333848	0.2852132600224203	0.11896119148027545	0.009945016815245823	0.028964928201569422	0.26169326856349756	0.2352372818021673	0.2660171889179523	0.19235039769390913	0.17863663054502749	0.3989537180376875	1.0	0.06275022687236427	0.31056958308866706	0.1373565365931778	0.03169273474616986	0.014551860353387071	-0.3204024982650937	-0.30682218544813966	-0.3321838466876635	-0.35820744141354827	-0.35218064378369723	-0.379581487215075	-0.3264613249346074	-0.37541237388565635	-0.30798056904927135	-0.32954678908877383	-0.34805957401377247	-0.34512357871136495	-0.3440292531895585	-0.3621843805049912	-0.36705813270698767	-0.1291731169593765	-0.13297923450595206	-0.31498425238883254	-0.302909304436022	-0.24891901991138632	-0.1841456253669994	-0.21975657929856404	-0.2589334329792345	-0.2854161106069503	-0.2531521913201302	-0.3581860887204399	-0.16862755565045642	-0.1653605936048684	-0.2549618320610687	-0.23020872257513478	-0.18876848342497196	-0.30497517749426145	-0.16087118987882346	-0.09832915176426626	-0.130934714140821	-0.13181017455826616	0.1460791117279667	-0.20971547536433033	-0.21968184487268458	-0.20775102759835584	-0.004606843538141248	-0.09337532696311322	0.19887898361180803	0.1270645385149202	0.22313030480969412	0.10460684353814124	0.014268937169700529	-0.050354988522927455	-0.1706080179362622	0.08688410825815406	-0.028313671061762666	-0.1029253189558533	-0.025222868734319115	-0.13651310521539528
TtrR	0.08623818929162441	0.15541023861634548	0.10608017936262211	0.07801740244488337	0.3181818181818182	0.19446431431164254	0.24569476325201517	0.17460097154753643	0.18988949981316394	0.16060428121496823	0.21369241445577322	0.16858485026423958	0.18184487268456734	0.285042438477553	0.34325521806437836	0.1871563550952864	0.13651310521539528	0.11188277371483478	0.06325735333368922	-0.022527091229381305	0.10682752362141675	0.14764319649815832	0.22127262050926172	0.19246249933272835	0.12797202797202797	0.17733411626541398	0.13204505418245877	0.312507339988256	0.06275022687236427	1.0	0.22411252869268136	0.21137030908023274	-0.07091229381305718	-0.07464367693375328	-0.2633854694923397	-0.21427961351625474	-0.2302300752682432	-0.23974270004804357	-0.25069129343938507	-0.26336411679923133	-0.26515774302033845	-0.26410612288474883	-0.21718357977899963	-0.23726044947418992	-0.21803234933005924	-0.2871723696151177	-0.2746757059734159	-0.2627769177387498	-0.30801259808893394	-0.085757753696685	-0.027998718838413494	-0.18148721507500135	-0.06321464794747238	-0.1401430630438264	-0.03516254737628784	-0.10308546415416645	-0.14558799978647308	-0.159061549137885	-0.3196978593925159	-0.326034271072439	-0.14047936796028399	-0.25358992152885285	-0.19659424544920728	-0.18136977526290504	-0.08499973309133614	-0.07184647413655047	-0.1030320824213954	-0.12113916617733411	-0.23683339561202157	0.0871670314418406	-0.17045854908450328	-0.21384188330753215	0.013409491272086693	0.07832701649495542	-0.0018149789142155553	-0.03482090428655314	0.07810815139059414	0.04829979181124219	-0.0714087439278279	0.18870442534564671	0.02958949447499066	0.005898681471200555	-0.11775476431964982	-0.05782843111087386	-0.10983825334970373	-0.11136497090695564	-0.03721240591469599	-0.1080553034751508
PhsR	0.25765760956600653	0.2686916137297817	0.29073293119094645	0.20925639246249933	0.2306998345166284	0.30106229648214383	0.2751187743554156	0.2995142262317835	0.3015854374633001	0.261100731329739	0.22553248278439117	0.2333742593284578	0.2714728020071531	0.2606896919874019	0.19896973255751882	0.2448086264880158	0.2522767309026851	0.14671969252121925	0.1550579191800566	0.12617306357764374	0.04150429722948807	0.05380878663321412	0.1845993700955533	0.29454438691079915	0.1505471627609032	0.101174398120963	-0.07401911066033204	0.20019217423797578	0.31056958308866706	0.22411252869268136	1.0	0.16317728073453264	0.06342283670527946	0.06338013131906262	-0.40096087118987883	-0.3954839054075695	-0.3226765600811402	-0.3472748625420381	-0.32819623124966635	-0.351865691560348	-0.35002402177974695	-0.3710243954518764	-0.35859712806277694	-0.4187903699354081	-0.30155874659691456	-0.3095713446858485	-0.28276837666150645	-0.34734959696791756	-0.3760743073720173	-0.0891474937276464	-0.19718144450968877	-0.18432178508514385	-0.27928788768483426	-0.23668392676026265	-0.1624352746490151	-0.2661933486360967	-0.26446911866759193	-0.28766881972988845	-0.2520792184914322	-0.41055356856883574	-0.22425132119788607	-0.2651951102332782	-0.2656541931351092	-0.0803928895531949	-0.33635296001708215	-0.23147920781508569	-0.16186942828164202	-0.2032616238723109	0.054593498104948485	0.056702076549404797	-0.09571344685848503	-0.12954678908877382	-0.13793305930710512	-0.022900763358778626	0.10602145945657396	-0.04885496183206107	0.1247424331393797	0.14837452623712166	0.09371163187957081	-0.004297229488069183	-0.11332408049965302	-0.2516681791490952	-0.22405914695991033	-0.17136070036833395	0.16249399455506325	-0.05868253883521059	-0.051235787113649706	-0.03359312443281909
PrpR	0.32187583408957454	0.2707307959216356	0.24920728126834998	0.266513639032723	0.19467250306944964	0.2772753963593658	0.1952116585704372	0.21949500880798592	0.3295521272620509	0.32057865798323815	0.2547322906101532	0.27402444883360916	0.1829605508994822	0.11076175732664283	0.23858965462018897	0.09488069182725671	0.06786953504510757	0.08713500240217797	0.12288474883894732	0.23051299845192974	0.20553568568835745	-0.07899962632787061	0.08853360380077938	0.11920674745102226	0.10738803181551274	0.22057865798323814	0.0074734425879464045	0.3824961298243741	0.1373565365931778	0.21137030908023274	0.16317728073453264	1.0	0.1970853573907009	0.11429562803608605	-0.3587999786473069	-0.374835851171729	-0.3550579191800566	-0.31019591095926974	-0.35777504937810284	-0.34461645225004006	-0.3162120322425666	-0.3763252015160412	-0.33214647947472375	-0.29800886136764	-0.24651150376341216	-0.26570223669460313	-0.2184433886723963	-0.27124326055623765	-0.2859872951476005	-0.23277104574814497	-0.2198259755511664	-0.22340255164682646	-0.23770351785618962	-0.13062510009074896	-0.26657769711204826	-0.2107350664602573	-0.2556451182405381	-0.26425559173650776	-0.2554049004430684	-0.3130304809694123	-0.2314845459883628	-0.2704692254310575	-0.024261997544440292	-0.07489457107777718	-0.17159557999252656	-0.1290343244541718	-0.11244328190893077	-0.20484172316233384	0.029050338974003095	0.013377462232424064	-0.1672236160785779	-0.11581166924678375	-0.09772060001067635	-0.10942187583408958	0.04416804569476325	0.003992953611274222	0.071056424491539	0.03225324294026584	-0.06237655474296696	0.07510809800886137	0.17657075748678802	-0.15211124753109487	-0.14571611594512357	-0.15558639833448995	0.06659904980515667	0.07751027598355843	0.03996690332568195	-0.09438957988576309
FabR	0.31921742379757645	0.32689371697005287	0.4164842790796989	0.42887951742913577	0.18232530827950674	0.3502375487108311	0.2950568515454012	0.3202850584529974	0.2543692948273101	0.34978380398227726	0.3575188170608018	0.23971600918165803	0.14833182085090482	0.11653766081246997	0.12922649869214756	0.24548657449420808	0.32420327763839213	0.2832968558159398	0.19108525062723536	0.29480061922810014	0.08579512090962473	0.19819035925906156	0.15836758661186143	0.23602199327390166	0.16669513692414456	0.11137564725350985	0.052607697645865585	0.10815672876741579	0.03169273474616986	-0.07091229381305718	0.06342283670527946	0.1970853573907009	1.0	0.2634815566113276	-0.45744942080819945	-0.44729087706186943	-0.40595740137724873	-0.3779319916724497	-0.4194416270752149	-0.3793305930710511	-0.424758447659211	-0.4059360486841403	-0.3933913414829445	-0.34392782789729354	-0.39303902204665564	-0.32617840175092083	-0.30683819996797096	-0.3725991565686222	-0.2690065659531308	-0.40925639246249934	-0.3505258100677948	-0.20951796295307745	-0.2514653285645652	-0.2256926279827043	-0.3903165536753323	-0.3181871563550953	-0.35911493087065605	-0.41690065659531306	-0.3559760849837186	-0.33147920781508566	-0.3768963860566914	-0.3310468157796402	0.0740885069129344	-0.15634441893983878	-0.18971334009501947	-0.10777771846474136	-0.1653605936048684	-0.02902898628089468	-0.04466983398281108	-0.05880531682058399	-0.21193615544760583	0.13067314365024288	0.08196765066994074	0.2003363049164576	0.1072439011370309	-0.017146212566059894	-0.14476058292852187	0.020039502482250574	-0.006373778892862863	-0.027096567554582823	0.09407462766241392	-0.11053221587572733	-0.05538354774995996	-0.1205306144237442	-0.054801686862755564	0.014482464100784711	0.02431537927721134	-0.05699033790636844
MetJ	0.3583569102653072	0.2777344792611968	0.24759515293866438	0.20695030160679015	0.07506539262264453	0.1430790583462339	0.1532269257460097	0.11571024395451876	0.18617946938557625	0.1198313137244435	0.09971173864303635	0.15283723909678107	0.06904927133934767	-0.0619601772273528	-0.06031068168472749	0.08345166284097581	0.2837933059307105	0.004062349863876581	0.3088506912934394	0.21141301446644958	0.1022046655634442	0.005839961565152405	-0.04932472108044627	-0.003565899749105856	0.0022420327763839213	-0.03901137030908023	-0.12576736240858377	-0.05232477446217904	0.014551860353387071	-0.07464367693375328	0.06338013131906262	0.11429562803608605	0.2634815566113276	1.0	-0.22926386590508727	-0.25913094539048737	-0.21717824160572252	-0.17556184273741526	-0.20499119201409277	-0.23624619655154006	-0.2793572839374366	-0.3009128276303849	-0.2705546362034912	-0.21928148187690172	-0.19857470773501307	-0.2012918379330593	-0.20249292692040782	-0.22655207388031814	-0.23206106870229007	-0.15734799551593445	-0.1879624192601292	-0.015614156835530881	-0.1373298457267923	-0.25021085784444563	-0.17869001227779854	-0.23043826402605028	-0.20089681311055357	-0.2613889926867026	-0.1690706240324561	-0.17883948112955747	-0.342523888325415	-0.20843965195110234	-0.01997544440292532	-0.00439865478033417	-0.151812309827577	-0.2380398227726472	-0.017989643943842417	0.000854107724336732	0.04206480542358405	-0.14689051406608658	-0.01487748892329045	0.016542998985747077	0.1404900443068382	0.08619014573213046	0.058431644691186675	0.09075428388405488	-0.07650136123418566	-0.17244968771686328	-0.023162333849356752	0.037110980622431004	0.18591789889499813	-0.16273955052581007	-0.2099343404686916	-0.11474403459136284	0.071414082101105	0.0021299311375647255	-0.034431217637324506	-0.17073079592163562
FUR	-0.6840922436342284	-0.7313244007900497	-0.8078150856776811	-0.7647146746383388	-0.6516521646292639	-0.8252655741205359	-0.7858324881225645	-0.749463513585651	-0.7775262905033897	-0.8000907489457108	-0.8215822345593338	-0.5620028826135697	-0.518475417712059	-0.5177494261463728	-0.6013131906261677	-0.5470773501307853	-0.6588373458602467	-0.5080819943415363	-0.46470399829178455	-0.513473549351412	-0.42736347621843807	-0.4548443922489724	-0.3818982544173384	-0.46504564138151927	-0.4264986921475471	-0.37009555330166016	-0.31513372124059147	-0.412966422890087	-0.3204024982650937	-0.2633854694923397	-0.40096087118987883	-0.3587999786473069	-0.45744942080819945	-0.22926386590508727	1.0	0.9409064218224523	0.9016494955426253	0.9175892809480596	0.9154166444242781	0.9179896439438424	0.9315592804142423	0.9278866171995943	0.8821277958682539	0.8860513532269257	0.8532749693055036	0.8565739603907543	0.8129343938504244	0.8726738909945017	0.8661292905567715	0.5141354828377729	0.5292211605188705	0.556098862969092	0.5822719265467357	0.586830726525383	0.6995569316180004	0.7137297816687129	0.7690279186462392	0.7029146426092991	0.7429883094005232	0.7648641434900977	0.6737255111300913	0.6503763412160358	0.376773608071318	0.4476004911119415	0.5344258794640474	0.45306678054769656	0.4360700368333956	0.3044093311268884	0.28707094432285274	0.20620829552127262	0.2610420114236908	0.2163454865744942	0.299845192974964	0.0655847968825068	-0.05655794587092297	0.019137351198419902	-0.015293866438904607	-0.03058239470453211	-0.15139593231196286	-0.022900763358778626	-0.10800192174237976	0.21324400790049644	0.3284097581807505	0.05548497304222495	0.07740351251801633	0.20084343137778252	0.0287033577109913	0.0932365344579085
KdgR	-0.7247798003523195	-0.7370789515827684	-0.8127689104788342	-0.7670634708802647	-0.6420754817701383	-0.7841936689264933	-0.764116799231303	-0.754155767896226	-0.7574173917685368	-0.7662360540223135	-0.7710671008380932	-0.5720226338546949	-0.5136123418566166	-0.5202156622003951	-0.611642555917365	-0.5211498425238883	-0.623429242513212	-0.5072652538301393	-0.4779586825388352	-0.5579778999626328	-0.4568462072278866	-0.3980835957935195	-0.3934874286019324	-0.4875140127048524	-0.4205359525970213	-0.322051993807719	-0.2858751935087813	-0.43123899001761595	-0.30682218544813966	-0.21427961351625474	-0.3954839054075695	-0.374835851171729	-0.44729087706186943	-0.25913094539048737	0.9409064218224523	1.0	0.8824534244381572	0.9102919980782577	0.8998238402818556	0.8958148721507501	0.9281108204772327	0.9123151657502803	0.8858378262958415	0.8739764052741152	0.825986227512945	0.8477446217904233	0.7997757967223617	0.8474937276463994	0.8237441947365611	0.48872577803875517	0.5475257566860621	0.5663481556611327	0.6013345433192762	0.5869107991245396	0.7011210163881919	0.7293813057171836	0.7673730849303368	0.7264346340682218	0.7154273207708323	0.7889019377568995	0.6279399989323653	0.6398441253403085	0.378508514386377	0.40577056531255007	0.5528532536166124	0.4492553248278439	0.3965141728500507	0.34974109859606045	0.23937436609192334	0.2141194683179416	0.21797896759728821	0.19699994661826722	0.29214220893610204	0.02633320877595687	-0.07663481556611328	0.041851278492499866	-0.08782896492820157	-0.026765600811402338	-0.16936956173597395	-0.02172636523781562	-0.14701329205146	0.2531094859339134	0.3207654940479368	0.047883414295628035	0.04219825975551166	0.14441360166551007	-0.02261250200181498	0.04174985320023488
SahR_SamR	-0.6935835157209203	-0.7845566647093365	-0.7995996370042172	-0.7500400362995783	-0.7069503016067902	-0.8429776330539689	-0.8005818608872044	-0.7420487909037528	-0.7902685101158383	-0.7773341162654139	-0.7993647573800245	-0.535013078524529	-0.5103453798110287	-0.566465595473229	-0.61194683179416	-0.5935301339881492	-0.6408957454758981	-0.5337159024181924	-0.47815085677681096	-0.5120375807398708	-0.37676293172476377	-0.4797042652004484	-0.4342764106122885	-0.4312870335771099	-0.4675545828217584	-0.31403939571878503	-0.3635883200768697	-0.4260396092457161	-0.3321838466876635	-0.2302300752682432	-0.3226765600811402	-0.3550579191800566	-0.40595740137724873	-0.21717824160572252	0.9016494955426253	0.8824534244381572	1.0	0.9084022847381626	0.9023915016281429	0.8991939358351572	0.9226498692147547	0.9114824107190519	0.9031335077136604	0.8771152511610527	0.8526984465915763	0.8857310628302995	0.8614744034591363	0.9019110660332035	0.8832167832167832	0.561768002989377	0.5464314311642556	0.5646879837719533	0.5766881972988843	0.6763572305557038	0.7117066139966903	0.768963860566914	0.7633908076656168	0.6972348262424598	0.6944536379650883	0.7416591042545241	0.670186302247371	0.7126194416270752	0.35010943255218063	0.4933326215768964	0.4619922062670154	0.4317567928254951	0.47308493033683874	0.32280467623979076	0.2252976031601986	0.2152725137457962	0.2727539635936583	0.21840068328617948	0.2944002562323173	0.04144557732343992	-0.09349810494848662	-0.051198419900709974	-0.03320343778359046	0.02323173010195911	-0.14646879837719531	-0.09047136070036833	-0.2103880851972455	0.09637004217156889	0.300971547536433	0.04626594779266535	0.05085143863769818	0.29203010729728285	0.1220626701542732	0.14918059040196444
ThiR	-0.7080286126087653	-0.7367212939732024	-0.8046228580579725	-0.7790103026744248	-0.7135536219505685	-0.8120375807398709	-0.7576255805263439	-0.7437409918325949	-0.7979394651150377	-0.7742966956707414	-0.794539048737522	-0.5218758340895745	-0.5687022900763359	-0.6139326322532429	-0.6331874232637591	-0.5634762184380505	-0.6222441680456947	-0.5160198580045908	-0.43563230662467306	-0.5529760316019858	-0.4198313137244435	-0.4541344152031175	-0.42247904766988736	-0.4222922116051887	-0.4583195430523675	-0.3529653552554316	-0.36115945123578713	-0.4285592270325095	-0.35820744141354827	-0.23974270004804357	-0.3472748625420381	-0.31019591095926974	-0.3779319916724497	-0.17556184273741526	0.9175892809480596	0.9102919980782577	0.9084022847381626	1.0	0.9200234879624193	0.9160412106976993	0.9192281001441307	0.9065979821705012	0.8887364543853093	0.9097528425772701	0.8465702236694603	0.851299845192975	0.8191587038915283	0.8726845673410559	0.8575828751401271	0.5208081994341537	0.5531682058399615	0.6025249559600705	0.609544653819463	0.5952116585704372	0.680398227726472	0.742369081300379	0.7394437623445257	0.662990444669834	0.703266962045588	0.756408477019164	0.6649495542625313	0.6880264773394544	0.38140180430256765	0.46750120108898735	0.5060107831100198	0.4029039662627449	0.45292798804249185	0.3287140340575455	0.24578017402444882	0.223685474830513	0.21298243740991832	0.2482037046922543	0.28444456307051724	0.09714941547002616	-0.055949394117333046	-0.036491752522286876	-0.05874659691453585	-0.046506165590135054	-0.17076282496129824	-0.05411840068328618	-0.1568248545347782	0.13553088133240804	0.3342870869588427	0.06656168259221694	0.08916350824747771	0.22808412961084717	0.06260609619388245	0.04884428548550686
ArgR	-0.7116852613035819	-0.7352105909357818	-0.7648748198366518	-0.7541984732824427	-0.7004644210751081	-0.8119735226605456	-0.7557785725724657	-0.7700421715688891	-0.80398227726472	-0.7861207494795281	-0.820167618640901	-0.5741045214327657	-0.5836812042918913	-0.5553675332301287	-0.6154807025036033	-0.5733731916938024	-0.6419260129183794	-0.5437783590455346	-0.4606576629477393	-0.5293866438904606	-0.41593444723215717	-0.4122831367106176	-0.3718571504831047	-0.45992633320877596	-0.4497090695563978	-0.35872524422142743	-0.3845780174024449	-0.4621203224256659	-0.35218064378369723	-0.25069129343938507	-0.32819623124966635	-0.35777504937810284	-0.4194416270752149	-0.20499119201409277	0.9154166444242781	0.8998238402818556	0.9023915016281429	0.9200234879624193	1.0	0.9245769497677895	0.9264666631078845	0.9340201782949874	0.872230822612502	0.8950515133721241	0.8828431110873859	0.8641061228847489	0.8587679496076442	0.9016281428495169	0.8756045481236321	0.5654726952436876	0.5384348475951529	0.6048257086425025	0.636806704745636	0.5572465702236694	0.7040997170768163	0.7660812469972775	0.7153579245182299	0.671366038541611	0.7125020018149789	0.7384241712485987	0.6838947312229755	0.6655687823626755	0.3952169967437143	0.5102653072118721	0.5291677787860994	0.4157903165536753	0.4825174825174825	0.3190572785992633	0.31251801633481024	0.23264292958949448	0.3152992046121817	0.27952276730902686	0.29853200234879623	0.11288635029093044	-0.012875673944376234	0.01752522286873432	-0.09728286980195378	-0.014856136230182032	-0.16923610740404635	-0.07735013078524529	-0.15573052901297177	0.1206533924091176	0.2831954305236748	0.08182351999145893	0.07733945443869109	0.20212993113756472	0.03230128649975978	0.1226338546949234
MntR	-0.7086638552287408	-0.7552607697645866	-0.7634388512251108	-0.7393797042652005	-0.6584903645972349	-0.7933913414829445	-0.7679069022580473	-0.7268723642769445	-0.7924197939465115	-0.7770511930817274	-0.7738002455559707	-0.5802380825281589	-0.5964234239043399	-0.5926600117439812	-0.6102439545187637	-0.5788074520898948	-0.6450328297656542	-0.5234612715528746	-0.46273955052581006	-0.5032936529119735	-0.4082634922329579	-0.4122137404580153	-0.42069609779533446	-0.4583195430523675	-0.4524155234078898	-0.39853200234879627	-0.37098702823893664	-0.45440132386697274	-0.379581487215075	-0.26336411679923133	-0.351865691560348	-0.34461645225004006	-0.3793305930710511	-0.23624619655154006	0.9179896439438424	0.8958148721507501	0.8991939358351572	0.9160412106976993	0.9245769497677895	1.0	0.9327176640153739	0.9436876100998238	0.8699727753162868	0.8983024608978808	0.8375967543906475	0.8653072118720974	0.8329952490257834	0.8784978380398227	0.8745369134682112	0.524400790049645	0.5117706720760156	0.6030694496343352	0.6318101745582662	0.5914695991031869	0.6902524955960071	0.7545988362782255	0.7297816687129665	0.6858805316820584	0.6820210324027118	0.7442000747344258	0.6690439331660706	0.6748945710777772	0.415058986814712	0.5121550205519672	0.5271766401537394	0.4799284684780868	0.4761864090108365	0.32445417178241603	0.26958842684033524	0.2129557465435328	0.261410345379811	0.252885282656275	0.30461218171141835	0.04245449207281268	-0.012827630384882294	0.0339561202156622	-0.09767789462445951	-0.027203331020124913	-0.18984145625367	-0.09011370309080233	-0.17526824320717452	0.15560241285432125	0.25475898147653875	0.060657662947739284	0.04217156888912614	0.18993220519938078	0.06260609619388245	0.14837452623712166
NagC	-0.758244808626488	-0.7662467303688678	-0.8058666524315379	-0.7858912080286126	-0.6649548924358085	-0.8167138205306145	-0.7843111087385897	-0.7244061282229222	-0.7716863289382373	-0.7716916671115145	-0.7934981049484866	-0.5638018470079539	-0.5651203758073987	-0.5671595579992527	-0.5954785672342924	-0.5991885976618802	-0.6647520418512785	-0.5218117760102493	-0.5046068435381412	-0.5617252976031601	-0.4371056424491539	-0.4590562109646079	-0.3916137297816687	-0.460337372551113	-0.4525169487001548	-0.38238936635883203	-0.3638231997010623	-0.4044573746863823	-0.3264613249346074	-0.26515774302033845	-0.35002402177974695	-0.3162120322425666	-0.424758447659211	-0.2793572839374366	0.9315592804142423	0.9281108204772327	0.9226498692147547	0.9192281001441307	0.9264666631078845	0.9327176640153739	1.0	0.9470079538781829	0.8967010089147494	0.8841189345006139	0.8454919126674851	0.895510596273955	0.8466983398281108	0.9057972561789356	0.8973736187476645	0.551710884535312	0.5370736134094912	0.5505258100677948	0.6064485133187423	0.6189131479207816	0.6988949981316394	0.7612768910478834	0.7774248652111247	0.7412373885656328	0.7320717450488443	0.761207494795281	0.6835157209203011	0.6952863929963167	0.4243527464901511	0.5085784444563071	0.5195430523674799	0.442112848983078	0.46703678001387927	0.3242566593711632	0.25523407889820104	0.23777825228206909	0.23428708695884268	0.18198900336304916	0.2732771045748145	0.014359686115411305	-0.0666257406715422	0.038029146426092994	-0.030897346927881278	-0.027395505258100677	-0.17810281321731702	-0.08038221320664068	-0.219244114663962	0.1694336198152992	0.32709656755458283	0.07087492660011745	0.041376181070837556	0.23249346073773555	0.05850104094378904	0.10110500186836065
NrtR	-0.7426039609245716	-0.7485186569156035	-0.7713393476752255	-0.7531468531468531	-0.6818982544173384	-0.8251481343084397	-0.7928254951155714	-0.7685314685314686	-0.8234399188597662	-0.7812256445844232	-0.8032349330059254	-0.6180643783697218	-0.5709122938130572	-0.535578924891902	-0.6116158650509795	-0.6090642182245236	-0.6599743767682699	-0.5484439224897241	-0.5112688837879678	-0.5126354561469065	-0.41753589921528855	-0.41251267816153314	-0.3729247851385256	-0.46749052474243313	-0.42401110340041637	-0.35791918005658463	-0.34450968878449795	-0.42372284204345273	-0.37541237388565635	-0.26410612288474883	-0.3710243954518764	-0.3763252015160412	-0.4059360486841403	-0.3009128276303849	0.9278866171995943	0.9123151657502803	0.9114824107190519	0.9065979821705012	0.9340201782949874	0.9436876100998238	0.9470079538781829	1.0	0.895964341002509	0.8971547536433032	0.8605989430416912	0.8805156675385682	0.8414936208829339	0.9049431484545989	0.9016174665029627	0.5542091496289969	0.5370309080232745	0.6003416430897347	0.629253189558533	0.6047242833502375	0.7253082795067528	0.7711898788234666	0.7357924518229861	0.6969785939251588	0.7358191426893717	0.7620082207868467	0.6566326802968024	0.7115571451449314	0.4245182298617413	0.49631666043879785	0.5253403085464154	0.4690759622057332	0.4677147280200715	0.3415470026157049	0.2846260609619388	0.2509101585437463	0.25687823626754924	0.2732824427480916	0.300763358778626	0.05341909998398548	-0.03962526023594726	0.02346660972615171	-0.0350024021779747	0.001633481022794	-0.17570063524261997	-0.08662787594085304	-0.19227566326802967	0.15150803395078205	0.2994074627662414	0.09853734052207334	0.06330539689318315	0.21888111888111889	0.08826669513692414	0.16438370789515827
