	AgaR	GulR	LldR	IscR	PhnF	Irr	Rex	ModE	SiaR	AraR	MetR	NadQ	RbkR	Zur	KdgR	NrtR	MntR	Phr	SahR_SamR	NagC	FUR	ThiR	CzrA	ArgR	NsrR	BirA	XylR	NnrR	RbsR	PurR	LiuR	NtrC	BioQ	PdxR	FadP	MerR	CueR	GntR	HcpR	DasR	FadR	FnrN_FixK	HrcA	NifA	AcnR	FixJ	CsoR	LiuQ	ZntR	PaaR	PhnR	FruR	NmlR	SoxR	GlcC	PrpR	GguR	RutR	LtbR	CblR	ExuR_UxuR	AmtR	TtrR	VanR	NorR	NarP	QorR	LexA	NagR	CadR-PbrR	TrpR	PhrR	HutC	NrdR	HisR	NagQ	SdaR	CcpA	PsrA	MetJ	NikR	PdhR	FabR	PhsR	NiaR	TyrR	HexR	HypR
HrcA	-0.3561299732598655	-0.3791426950814359	-0.3258244874807552	-0.369419009804716	-0.28352645652702374	-0.43699862247791915	-0.17073170731707318	-0.2199983793857872	-0.1898549550279556	-0.3791426950814359	-0.42451989303946197	-0.3710396240175026	-0.47686573211247063	-0.505712665100073	-0.4609837128271615	-0.42970585852037924	-0.3729843610728466	-0.5167328417470222	-0.4882100316019771	-0.3606676930556681	-0.5091159549469249	-0.4160926991329714	-0.365529535694028	-0.3692569483834373	-0.4925856899765011	-0.3927558544688437	-0.34786484077465357	0.4233854630905113	0.5512519244793777	0.3853010290900251	0.3073494854549874	0.45563568592496556	0.23847338141155497	0.3259865489020339	0.26618588445020663	0.14609837128271616	0.35483348188963615	0.1870999108662183	0.16117008346163195	0.289684790535613	0.10039705048213272	0.5133295519001702	1.0	0.3122113280933474	0.14690867838910948	0.3854630905113038	0.08159792561380763	0.34219269102990035	0.13475407179320964	0.22615671339437646	0.10315209464387003	0.1394538530102909	-0.09764200632039544	-0.06215055506036788	0.1366988088485536	0.2415525484158496	0.0689571347540718	0.11854792966534317	-0.06814682764767847	0.08889068957134755	0.05664046673689328	0.004132566242605947	-0.012235637306539178	0.007697917510736569	0.2187018880155579	-0.34899927072360426	-0.020824892634308402	-0.07284660886475974	-0.1504740296572401	-0.07317073170731707	-0.16133214488291062	-0.20087513167490478	-0.15841503929989467	-0.15209464387002675	-0.14804310833806011	-0.30637711692731545	0.28774005348026904	-0.013208005834211166	0.2347459687221457	-0.12908192204845637	-0.06134024795397456	0.16392512762336925	-0.12843367636334171	0.05404748399643465	-0.24463171542014422	-0.0013775220808686492	-0.06036787942630257	0.0368689733408962
NifA	-0.49598897982335305	-0.34916133214488293	-0.1815898225427437	-0.3117251438295114	-0.342354752451179	-0.519163763066202	-0.22356373065391782	-0.4003727412689409	-0.39923831131999027	-0.5847986386840612	-0.6159144315695648	-0.5125192447937769	-0.4888582772870918	-0.40069686411149824	-0.46390081841017744	-0.6246657483186128	-0.5108986305809902	-0.5551413985900656	-0.45433919455473626	-0.5604894254922616	-0.4801069605380439	-0.4690867838910947	-0.583502147313832	-0.5045782351511223	-0.5857710072117333	-0.5651892067093428	-0.5883639899521919	0.49469248845312375	0.5557896442751803	0.23507009156470302	0.3493233935661616	0.3749290981281906	0.24965561947978285	0.5316424925046592	0.3524025605704562	0.4105826108094968	0.5193258244874808	0.500364638197877	0.20751964994733005	0.13491613321448828	0.11660319260999918	0.38254598492828784	0.3122113280933474	1.0	0.45514950166112955	0.36358479863868404	0.1893687707641196	0.3282554087999352	0.4078275666477595	-0.008508224617129892	0.4517462118142776	0.4687626610485374	0.2804472895227291	0.12956810631229235	0.1384814844826189	0.21416416821975529	0.07219836317964509	0.04902357993679605	0.30281176565918483	-0.1178996839802285	0.10185560327364071	0.0012154606595899846	0.10655538449072198	0.1670042946276639	-0.1880722793938903	-0.21027469410906732	0.2310185560327364	-0.04837533425168139	-0.06360910785187586	-0.11887205250790049	-0.04918564135807471	-0.32242119763390326	-0.3212867676849526	-0.24446965399886558	-0.20184750020257677	-0.30686330119115146	0.07333279312859574	-0.015314804310833806	0.0973178834778381	-0.2904950976420063	-0.12729924641439105	-0.11822380682278584	0.04092050887286282	0.027307349485454987	-0.3629365529535694	-0.30005672149744755	-0.31059071388056075	-0.04578235151122275
AcnR	-0.20606109715582205	-0.31674904788915	0.05566809820922129	-0.18904464792156228	-0.17705210274694108	-0.5277530183939713	-0.2136779839559193	-0.4679523539421441	-0.39923831131999027	-0.21011263268778868	-0.3002187829187262	-0.263592901709748	-0.33473786565108177	-0.1678146017340572	-0.22437403776031115	-0.36633984280042137	-0.46665586257191477	-0.4248440158820193	-0.4151203306052994	-0.4089619965967102	-0.3024876428166275	-0.3036220727655782	-0.33668260270642575	-0.3605056316343894	-0.4107446722307755	-0.41982011182238066	-0.39875212705615426	0.420630418928774	0.5831780244712746	0.30637711692731545	0.1404262215379629	0.20103719309618345	0.18499311238959565	0.31253545093590474	0.2177295194878859	0.37703589660481324	0.31820760068065795	0.36358479863868404	0.12859573778462038	0.10882424438862329	0.10752775301839397	0.23280123166680172	0.14690867838910948	0.45514950166112955	1.0	0.40539664532857955	0.10623126164816465	0.17575561137671178	0.08613564540961025	-0.10396240175026335	0.16117008346163195	0.23782513572644032	0.18191394538530103	0.03281743780892958	0.09375253220970747	0.15744267077222268	-0.18791021797261162	0.03605866623450288	0.10817599870350864	-0.03848958755368285	0.13896766874645491	-0.01401831294060449	0.05064419414958269	0.13313345758042297	-0.05939551089863058	-0.06231261648164654	0.29276395753990764	-0.024714366744996354	-0.14431569564865085	-0.025524673851389675	-0.23555627582853902	-0.2720200956162386	-0.21205736974313263	-0.1888825865002836	-0.17770034843205576	-0.03622072765578154	0.12276152661858844	-0.10963455149501661	0.13524025605704562	-0.07041568754557978	-0.08338060124787294	0.23215298598168707	0.26197228749696133	8.103071063933231e-05	-0.2783404910461065	-0.2112470626367393	-0.3618021230046187	-0.210922939794182
FixJ	-0.2177295194878859	-0.3990762498987116	-0.22032250222834454	-0.2678064986629933	-0.030062393647192286	-0.47427274937201197	-0.42840936715014993	-0.576209383356292	-0.289684790535613	-0.3426788752937363	-0.3340896199659671	-0.5207843772789887	-0.4987440239850903	-0.3285795316424925	-0.4924236285552224	-0.5954946924884531	-0.548658941738919	-0.5241876671258406	-0.38821813467304106	-0.4805931448018799	-0.472814196580504	-0.44331901790778705	-0.396483267158253	-0.48675147881046915	-0.503281743780893	-0.5885260513734706	-0.48918240012964914	0.49534073413823837	0.5904707884288145	0.23750101288388298	0.24819706668827485	0.19034113929179158	0.2465764524754882	0.369905194068552	0.5241876671258406	0.5650271452880642	0.44023985090349244	0.34300299813629365	0.3809253707155012	0.4019933554817276	0.38935256462199175	0.26294465602463335	0.3854630905113038	0.36358479863868404	0.40539664532857955	1.0	0.2209707479134592	0.11482051697593387	0.2528968479053561	0.20557491289198607	0.1660319260999919	0.2770439996758772	0.10558301596304999	-0.05631634389433595	0.12308564946114578	0.236042460092375	0.01758366420873511	0.0474029657240094	0.14820516975933878	0.1880722793938903	0.12211328093347379	0.08824244388623288	-0.12600275504416172	-0.11968235961429381	-0.08645976825216757	-0.1728385057936958	-0.03541042054938822	-0.11563082408232721	-0.18126569970018638	0.017745725630013774	-0.11887205250790049	-0.4485049833887043	-0.2255084677092618	-0.15938740782756664	-0.23733895146260434	-0.2590551819139454	-0.01758366420873511	-0.04286524592820679	0.013045944412932501	-0.17348675147881046	0.12810955352078437	0.21481241390486994	-0.026497042379061666	-0.2169192123814926	-0.2337736001944737	-0.2319909245604084	-0.24884531237338953	-0.22696702050076978
CsoR	-0.3904869945709424	-0.49274775139777977	-0.32744510169354185	-0.46001134429948953	-0.32063852199983794	-0.09634551495016612	-0.20087513167490478	-0.2836885179483024	-0.2540312778543068	-0.35710234178753747	-0.4444534478567377	-0.39291791589012237	-0.340896199659671	-0.2682926829268293	-0.4143100234989061	-0.34851308645976825	-0.41900980471598737	-0.35467142046835753	-0.41544445344785674	-0.5441212219431164	-0.49793371687869703	-0.5805850417308159	-0.3744429138643546	-0.4720038894741107	-0.42646463009480595	-0.3350619884936391	-0.4480187991248683	0.36698808848553605	0.31318369662101936	0.13102665910380035	0.49047889149987844	0.33797909407665505	0.1994165788833968	0.34251681387245764	0.4684385382059801	0.4431569564865084	0.35224049914917754	0.23312535450935903	0.26245847176079734	0.006887610404343246	-0.0235799367960457	0.16019771493395998	0.08159792561380763	0.1893687707641196	0.10623126164816465	0.2209707479134592	1.0	0.17170407584474515	0.3499716392512762	0.33733084839154037	0.237014828620047	0.25176241795640547	0.290170974799449	0.15225670529130542	0.058423142370958595	0.1527428895551414	0.009642654566080544	0.14269508143586418	0.036544850498338874	0.1935823677173649	0.05566809820922129	0.16019771493395998	0.041568754557977476	0.22356373065391782	-0.09926262053318208	0.37152580828133863	-0.0005672149744753262	-0.06782270480512113	-0.4193339275585447	0.027793533749290982	0.019366339842800423	-0.2407422413094563	-0.08921481241390487	-0.1760797342192691	-0.14334332712097886	-0.10039705048213272	-0.026334980957783	-0.11368608702698323	-0.0862977068308889	-0.24835912810955352	-0.33165869864678715	-0.10201766469491938	0.01871809415768576	-0.12875779920589903	-0.004618750506441942	-0.014342435783161819	0.1371849931123896	-0.06636415201361316
LiuQ	-0.17980714690867838	-0.1431812656997002	-0.30961834535288874	-0.055992221051778625	-0.3533749290981282	-0.4635766955676201	-0.3220970747913459	-0.4146341463414634	-0.5165707803257434	-0.42824730572887126	-0.40442427680090753	-0.24641439105420954	-0.342840936715015	-0.41593063771169275	-0.6324446965399887	-0.4924236285552224	-0.3995624341625476	-0.5267806498662994	-0.4394295437970991	-0.5732922777732761	-0.444777570699295	-0.5034438052021716	-0.5507657402155417	-0.5296977554493153	-0.5037679280447289	-0.5470383275261324	-0.4063690138562515	0.43229884126083784	0.39194554736245035	0.3647192285876347	0.26618588445020663	0.444291386435459	0.4000486184263836	0.39129730167733573	0.3859492747751398	0.237014828620047	0.3712016854387813	0.34413742808524433	0.4572563001377522	0.2981119844421036	0.1783485941171704	0.24058017988817762	0.34219269102990035	0.3282554087999352	0.17575561137671178	0.11482051697593387	0.17170407584474515	1.0	0.33489992707236044	0.42970585852037924	0.3178834778381006	0.17510736569159713	-0.0005672149744753262	0.18045539259379303	0.10752775301839397	0.1916376306620209	-0.13361964184425898	0.16117008346163195	-0.047889149987845395	0.0579369581071226	0.014828620046997813	0.20687140426221537	-0.12373389514626043	0.13361964184425898	0.21027469410906732	-0.09391459363098614	0.4258163844096913	-0.03460011344299489	-0.022283445425816385	-0.16343894335953327	-0.17024552305323717	-0.2755854468843692	-0.5162466574831861	-0.3739567296005186	0.02876590227696297	-0.13637468600599628	0.039137833238797506	-0.08564946114577425	0.03119682359614294	0.0995867433757394	-0.343327120978851	-0.22080868649218052	-0.05404748399643465	0.047889149987845395	-0.26456527023742	0.011425330200145856	-0.11579288550360586	-0.10898630580990196
ZntR	-0.3415444453447857	-0.1642492504659266	-0.3477027793533749	-0.2613240418118467	-0.2823920265780731	-0.2187018880155579	-0.3687707641196013	-0.3619641844258974	-0.32144882910623124	-0.5857710072117333	-0.3582367717364881	-0.28093347378656514	-0.2814196580504011	-0.3426788752937363	-0.6104043432460903	-0.5569240742241309	-0.39810388137103964	-0.3259865489020339	-0.3917834859411717	-0.4595251600356535	-0.4846446803338465	-0.41495826918402073	-0.5447694676282311	-0.47718985495502797	-0.5151122275342355	-0.46179401993355484	-0.4629284498825055	0.2530589093266348	0.16894903168300787	0.19812008751316748	0.422575155984118	0.3809253707155012	0.33927558544688435	0.31318369662101936	0.5094400777894822	0.5345595980876753	0.37768414228992786	0.3598573859492748	0.2131917996920833	0.1362126245847176	0.3091321610890527	0.1870999108662183	0.13475407179320964	0.4078275666477595	0.08613564540961025	0.2528968479053561	0.3499716392512762	0.33489992707236044	1.0	0.3734705453366826	0.345758042298031	0.21853982659427923	0.32420387326796857	0.16846284741917186	0.17137995300218783	0.28174378089295843	0.0057531804553925935	0.15241876671258406	0.17219026010858116	-0.07430516165626773	-0.06344704643059719	-0.0028360748723766306	0.18077951543635037	-0.10477270885665667	0.027145288064176324	-0.08143586419252896	0.2227534235475245	-0.3073494854549874	-0.31885584636577263	-0.002674013451097966	-0.03784134186856819	-0.503281743780893	-0.46616967830807876	-0.263592901709748	-0.05696458957945061	-0.05323717689004132	0.15403938092537073	-0.09569726926505145	-0.06863301191151447	-0.38756988898792644	-0.05647840531561462	-0.2063852199983794	-0.17640385706182643	-0.2947086945952516	-0.1883964022364476	-0.22680495907949114	-0.07706020581800502	-0.19034113929179158
PaaR	-0.16570780325743456	-0.15906328498500932	-0.3754152823920266	-0.26602382302892796	-0.21529859816870595	-0.20395429867919943	-0.3971315128433676	-0.3789806336601572	-0.2323150474029657	-0.30702536261243013	-0.2242119763390325	-0.3107527753018394	-0.26181022607568266	-0.34413742808524433	-0.5655133295519001	-0.41771331334575806	-0.4274369986224779	-0.43327120978850986	-0.44947735191637633	-0.4100964265456608	-0.46195608135483346	-0.3976176971072036	-0.44461550927801635	-0.4528806417632283	-0.40912405801798885	-0.4499635361802123	-0.4357021311076898	0.16408718904464792	0.06587796774977717	0.13054047483996434	0.3697431326472733	0.23814925856899766	0.25046592658617617	0.24139048699457094	0.49177538287010775	0.2516003565351268	0.15938740782756664	0.3235556275828539	0.42176484887772464	0.4045863382221862	0.40734138238392353	0.2255084677092618	0.22615671339437646	-0.008508224617129892	-0.10396240175026335	0.20557491289198607	0.33733084839154037	0.42970585852037924	0.3734705453366826	1.0	0.4133376549712341	0.08921481241390487	0.013856251519325824	0.007535856089457904	0.2538692164330281	0.26424114739486265	0.2337736001944737	0.35726440320881614	0.051130378413418685	0.17899683980228506	0.10509683169921401	0.14545012559760148	0.014504497204440484	-0.11303784134186856	0.3266347945871485	0.3240418118466899	0.31091483672311804	-0.10380034032898469	-0.1989303946195608	-0.04983388704318937	-0.16943521594684385	-0.4037760311157929	-0.2731545255651892	-0.39875212705615426	-0.047078842881452074	-0.24414553115630824	0.11870999108662184	-0.13605056316343894	-0.07333279312859574	-0.06036787942630257	-0.21108500121546067	-0.1564703022445507	-0.22307754639008184	-0.16911109310428651	-0.1830483753342517	-0.19034113929179158	-0.0862977068308889	-0.2812575966291224
PhnR	-0.15209464387002675	-0.20865407989628068	-0.367960457013208	-0.12551657078032574	-0.2438214083137509	-0.25419333927558546	-0.3431650595575723	-0.40847581233287417	-0.4194959889798234	-0.3878940118304838	-0.36147800016206144	-0.41544445344785674	-0.3681225184344867	-0.2736407098290252	-0.45839073008670284	-0.4632525727250628	-0.5779920589903573	-0.48172757475083056	-0.422088971720282	-0.46065958998460416	-0.40572076817113684	-0.4219269102990033	-0.5663236366582934	-0.4590389757718175	-0.38011506360910785	-0.49226156713394376	-0.6112146503524836	0.09407665505226481	0.14707073981038812	0.12049266672068715	0.3057288712422008	0.18418280528320233	0.21400210679847662	0.47086945952516	0.5118709991086622	0.4258163844096913	0.4013451097966129	0.4068551981200875	0.1357264403208816	0.3318207600680658	0.17689004132566244	0.11482051697593387	0.10315209464387003	0.4517462118142776	0.16117008346163195	0.1660319260999919	0.237014828620047	0.3178834778381006	0.345758042298031	0.4133376549712341	1.0	0.15565999513815737	0.032493314966372255	0.09747994489911677	0.2242119763390325	0.21448829106231262	0.07981524997974232	0.26748237582043594	0.31253545093590474	0.23182886313912973	0.05161656267725468	-0.04351349161332145	0.19601328903654486	0.26424114739486265	0.04043432460902682	0.19682359614293818	0.3853010290900251	0.07057774896685844	-0.06360910785187586	-0.06117818653269589	-0.1820760068065797	-0.4429948950652297	-0.3549955433109148	-0.39988655700510495	-0.08548739972449558	-0.3099424681954461	-0.0368689733408962	-0.14285714285714285	-0.017421602787456445	-0.25370715501174945	-0.4429948950652297	-0.41917186613726604	-0.08791832104367556	-0.20622315857710072	-0.1966615347216595	-0.3092942225103314	-0.1966615347216595	-0.23782513572644032
FruR	-0.1614942063041893	-0.28093347378656514	-0.367960457013208	-0.3107527753018394	-0.15436350376792804	-0.2973016773357102	-0.11627906976744186	-0.28984685195689164	-0.342840936715015	-0.44753261486103235	-0.3844907219836318	-0.4133376549712341	-0.43084028846932987	-0.3587229560003241	-0.3284174702212138	-0.444777570699295	-0.38432866056235315	-0.497447532614861	-0.24365934689247223	-0.37573940523458393	-0.3198282148934446	-0.4013451097966129	-0.2781784296248278	-0.3686087026983227	-0.3598573859492748	-0.5659995138157362	-0.24236285552224293	0.19828214893444615	0.37184993112389597	0.04902357993679605	0.09051130378413419	0.06733652054128515	0.4635766955676201	0.398428004213597	0.2804472895227291	0.4263025686735273	0.24236285552224293	0.2947086945952516	0.025524673851389675	0.13199902763147234	0.18920670934284092	0.1793209626448424	0.1394538530102909	0.4687626610485374	0.23782513572644032	0.2770439996758772	0.25176241795640547	0.17510736569159713	0.21853982659427923	0.08921481241390487	0.15565999513815737	1.0	0.40669313669880885	0.12097885098452313	0.1898549550279556	0.07268454744348107	0.08013937282229965	0.044647921562272104	0.011425330200145856	0.27979904383761445	0.17510736569159713	0.3997244955838263	0.2242119763390325	0.1700834616319585	-0.3532128676768495	0.054533668260270646	0.03719309618345353	-0.22129487075601653	-0.13831942306134024	-0.16068389919779597	-0.07138805607325176	-0.3995624341625476	-0.17996920832995705	-0.3564540961024228	-0.4194959889798234	-0.3903249331496637	0.08192204845636496	0.1381573616400616	-0.06360910785187586	-0.1700834616319585	0.06604002917105584	0.05615428247305729	-0.24398346973502957	-0.43148853415444455	-0.18791021797261162	-0.10947249007373795	-0.20832995705372337	-0.0922939794181995
NmlR	-0.3135078194635767	-0.20379223725792076	-0.2919536504335143	-0.4306782270480512	-0.35353699051940685	0.00105339923831132	-0.10380034032898469	-0.27428895551413984	-0.17510736569159713	-0.33489992707236044	-0.39988655700510495	-0.2844988250546957	-0.3264727331658699	-0.29406044891013694	-0.1880722793938903	-0.3877319504092051	-0.31934203062960864	-0.14334332712097886	-0.2533830321691921	-0.29276395753990764	-0.29454663317397295	-0.37590146665586255	-0.2720200956162386	-0.3514301920427842	-0.31010452961672474	-0.23782513572644032	-0.18904464792156228	0.2511141722712908	0.14933959970828944	0.13183696621019367	0.27104772708856656	0.1715420144234665	0.45126002755044164	0.3426788752937363	0.26796856008427195	0.37573940523458393	0.17235232152985983	0.25743456770115875	-0.1683007859978932	0.0995867433757394	-0.028279718013126974	0.047889149987845395	-0.09764200632039544	0.2804472895227291	0.18191394538530103	0.10558301596304999	0.290170974799449	-0.0005672149744753262	0.32420387326796857	0.013856251519325824	0.032493314966372255	0.40669313669880885	1.0	0.31059071388056075	0.20379223725792076	-0.08775625962239689	-0.034924236285552225	0.16279069767441862	-0.04480998298355077	0.03119682359614294	-0.20962644842395267	0.21448829106231262	0.34673041082570294	0.2041163601004781	-0.4243578316181833	0.07317073170731707	0.12600275504416172	-0.1642492504659266	-0.08824244388623288	-0.12908192204845637	-0.32517624179564053	-0.13135078194635766	-0.3165869864678713	-0.22064662507090188	-0.3431650595575723	-0.2438214083137509	0.1760797342192691	0.11482051697593387	-0.0418928774005348	-0.2530589093266348	-0.11595494692488453	-0.03929989466007617	-0.06441941495826918	-0.13702293169111093	0.13961591443156957	-0.11303784134186856	-0.09829025200551009	0.015152742889555142
SoxR	-0.46179401993355484	-0.2224293007049672	-0.22064662507090188	-0.32793128595737786	-0.40912405801798885	-0.16117008346163195	-0.3067012397698728	-0.44704643059719634	-0.45207033465683494	-0.4938821813467304	-0.5053885422575156	-0.4815655133295519	-0.474758933635848	-0.40863787375415284	-0.35272668341301355	-0.3972935742646463	-0.3541852362045215	-0.35677821894498013	-0.4559598087675229	-0.4436431407503444	-0.43699862247791915	-0.4608216514058828	-0.44510169354185236	-0.41171704075844745	-0.4318126569970019	-0.2425249169435216	-0.18418280528320233	0.3034600113442995	0.15760473219350132	0.4530427031845069	0.4664938011506361	0.5151122275342355	0.33473786565108177	0.4963131026659104	0.21351592253464063	0.3995624341625476	0.3789806336601572	0.2796369824163358	-0.2169192123814926	-0.10120735758852605	0.07236042460092375	0.09521108500121546	-0.06215055506036788	0.12956810631229235	0.03281743780892958	-0.05631634389433595	0.15225670529130542	0.18045539259379303	0.16846284741917186	0.007535856089457904	0.09747994489911677	0.12097885098452313	0.31059071388056075	1.0	0.3165869864678713	0.41042054938821815	-0.4160926991329714	-0.3318207600680658	-0.38335629203468113	-0.3549955433109148	-0.10444858601409934	0.06944331901790779	0.1371849931123896	0.24544202252653755	-0.12227534235475244	0.2415525484158496	0.05323717689004132	0.12632687788671906	-0.060854063690138564	-0.3112389595656754	-0.1206547281419658	-0.06215055506036788	-0.13086459768252168	-0.078518758609513	-0.18726197228749697	-0.10201766469491938	0.07770845150311968	0.4175512519244794	0.4146341463414634	-0.06830888906895713	-0.07155011749453043	-0.06944331901790779	0.21448829106231262	0.00316019771493396	0.39259379304756503	0.2634308402884693	0.30183939713151287	0.2528968479053561
GlcC	-0.43051616562677253	-0.2783404910461065	-0.1815898225427437	-0.1660319260999919	-0.2415525484158496	-0.10023498906085407	-0.45758042298030954	-0.4028036625881209	-0.447208492018475	-0.47119358236771736	-0.420144234664938	-0.367474272749372	-0.472814196580504	-0.5102503848958755	-0.43229884126083784	-0.38805607325176245	-0.4870756016530265	-0.3848148448261891	-0.4008589255327769	-0.44931529049509766	-0.39745563568592496	-0.5024714366744997	-0.4789725305890933	-0.47621748642735595	-0.4047483996434649	-0.3637468600599627	-0.3222591362126246	0.13232315047402965	0.004942873348999271	0.3853010290900251	0.30459444129325014	0.4188477432947087	0.2302082489263431	0.4645490640952921	0.30216351997407015	0.40734138238392353	0.4000486184263836	0.41171704075844745	-0.10833806012478729	0.05420954541771331	0.29211571185479296	0.12178915809091646	0.1366988088485536	0.1384814844826189	0.09375253220970747	0.12308564946114578	0.058423142370958595	0.10752775301839397	0.17137995300218783	0.2538692164330281	0.2242119763390325	0.1898549550279556	0.20379223725792076	0.3165869864678713	1.0	0.29389838748885827	0.004294627663884612	0.04902357993679605	-0.05907138805607325	-0.0995867433757394	0.14415363422737218	0.1211409124058018	0.22988412608378575	0.16846284741917186	0.029414147962077627	0.20022688598979013	-0.029738270804634957	-0.14269508143586418	0.02066283121302974	-0.3107527753018394	-0.30702536261243013	-0.3314966372255085	-0.3784944493963212	-0.2627825946033547	-0.16068389919779597	-0.4357021311076898	0.10979661291629528	0.3159387407827567	0.1976339032493315	0.13799530021878292	0.13637468600599628	0.210436755530346	0.017745725630013774	-0.16765254031277854	0.13588850174216027	0.1381573616400616	0.04075844745158415	-0.2407422413094563
PrpR	-0.3180455392593793	-0.14285714285714285	-0.3784944493963212	-0.263106717445912	-0.23539421440726035	-0.39307997731140104	-0.41366177781379143	-0.44931529049509766	-0.3198282148934446	-0.5019852524106636	-0.4026416011668422	-0.33619641844258974	-0.43051616562677253	-0.3154525565189207	-0.5399076249898712	-0.420630418928774	-0.475245117899684	-0.45207033465683494	-0.4745968722145693	-0.49825783972125437	-0.4183615590308727	-0.422088971720282	-0.39923831131999027	-0.40912405801798885	-0.4316505955757232	-0.4083137509115955	-0.46130783566971884	0.15063609107851875	0.18872052507900494	0.2627825946033547	0.3854630905113038	0.4540150717121789	0.14156065148691355	0.49290981281905843	0.31091483672311804	0.3016773357102342	0.3104286524592821	0.19309618345352889	0.19925451746211814	0.11433433271209789	0.19423061340247955	0.3481889636172109	0.2415525484158496	0.21416416821975529	0.15744267077222268	0.236042460092375	0.1527428895551414	0.1916376306620209	0.28174378089295843	0.26424114739486265	0.21448829106231262	0.07268454744348107	-0.08775625962239689	0.41042054938821815	0.29389838748885827	1.0	-0.13248521189530832	-0.09893849769062475	0.04432379871971477	-0.08759419820111822	0.20606109715582205	0.11530670123976987	-0.05890932663479459	0.17332469005753182	0.08094967992869298	0.11141722712908192	0.0005672149744753262	-0.16311482051697593	-0.1384814844826189	-0.22032250222834454	0.08775625962239689	-0.22502228344542582	-0.11482051697593387	-0.13605056316343894	-0.2721821570375172	-0.22696702050076978	0.07738432866056236	0.1110931042865246	0.17948302406612107	-0.10947249007373795	0.027631472328012316	-0.010615023093752533	-0.029900332225913623	-0.18077951543635037	0.05226480836236934	0.07025362612430111	0.1449639413337655	-0.14609837128271616
GguR	0.07252248602220242	-0.005915241876671258	-0.07706020581800502	-0.014666558625719148	0.10299003322259136	0.08775625962239689	-0.024066121059881696	0.31464224941252733	0.3216108905275099	0.07155011749453043	0.06555384490721984	0.0036463819787699537	0.1339437646868163	-0.024714366744996354	0.09893849769062475	0.014666558625719148	0.04659265861761608	0.06539178348594117	0.08856656672879021	0.0579369581071226	0.0900251195202982	0.1000729276395754	0.11352402560570456	0.1073656915971153	0.17137995300218783	-0.10428652459282067	-0.07884288145207033	-0.2347459687221457	-0.19277206061097155	-0.3470545336682603	-0.08840450530751155	-0.14577424844015882	-0.20055100883234747	-0.07787051292439835	-0.12357183372498177	-0.07090187180941576	-0.13524025605704562	-0.1033141560651487	-0.03200713070253626	0.15760473219350132	-0.06620209059233449	0.20119925451746212	0.0689571347540718	0.07219836317964509	-0.18791021797261162	0.01758366420873511	0.009642654566080544	-0.13361964184425898	0.0057531804553925935	0.2337736001944737	0.07981524997974232	0.08013937282229965	-0.034924236285552225	-0.4160926991329714	0.004294627663884612	-0.13248521189530832	1.0	0.5559517056964589	0.26975123571833726	0.23004618750506442	0.25824487480755204	0.07284660886475974	0.1861275423385463	0.06117818653269589	0.1866137266023823	-0.011101207357588527	-0.12405801798881776	0.02033870837047241	-0.0038084434000486183	-0.1820760068065797	-0.06377116927315453	-0.19876833319828216	-0.09991086621829673	-0.19374442913864354	-0.04513410582610809	-0.2909812819058423	-0.0013775220808686492	-0.264079085973584	-0.07527753018393972	-0.17996920832995705	0.07349485454987441	0.10979661291629528	-0.22891175755611376	-0.16003565351268131	-0.4857791102827972	0.1073656915971153	-0.008184101774572563	-0.1778624098533344
RutR	0.04562029008994409	-0.03557248197066688	-0.236042460092375	-0.08500121546065958	-0.10898630580990196	0.03929989466007617	-0.08483915403938093	0.057612835264565274	0.14382951138481484	0.05566809820922129	0.06198849363908922	0.07479134592010372	0.05907138805607325	-0.08548739972449558	-0.07446722307754639	-0.07527753018393972	-0.13183696621019367	0.013532128676768495	0.00737379466817924	-0.09812819058423142	-0.014180374361883154	-0.09780406774167409	-0.03200713070253626	-0.08094967992869298	0.08889068957134755	-0.18742403370877564	-0.18450692812575967	-0.1527428895551414	-0.018880155578964428	-0.288226237744105	-0.050158009885746695	-0.09634551495016612	-0.01904221700024309	0.07868082003079167	0.12859573778462038	0.01612511141722713	-0.09942468195446075	0.05485779110282797	0.003970504821327283	0.31059071388056075	-0.02147313831942306	0.1564703022445507	0.11854792966534317	0.04902357993679605	0.03605866623450288	0.0474029657240094	0.14269508143586418	0.16117008346163195	0.15241876671258406	0.35726440320881614	0.26748237582043594	0.044647921562272104	0.16279069767441862	-0.3318207600680658	0.04902357993679605	-0.09893849769062475	0.5559517056964589	1.0	0.19325824487480756	0.22858763471355645	0.25565189206709343	0.2558139534883721	0.05469572968154931	0.057774896685843936	-0.0313588850174216	0.12000648245685115	0.11579288550360586	0.03719309618345353	-0.03605866623450288	-0.09164573373308484	-0.27428895551413984	-0.25062798800745484	-0.35580585041730817	-0.3789806336601572	0.05307511546876266	-0.2656997001863706	-0.09974880479701807	-0.4778381006401426	-0.19244793776841423	-0.2507900494287335	-0.3300380844340005	-0.11352402560570456	-0.21837776517300056	-0.30135321286767686	-0.5373146422494125	-0.18596548091726764	-0.19876833319828216	-0.1384814844826189
