	BirA	ThiR	Zur	Phr	MntR	ArgR	NrtR	CzrA	NsrR	RbkR	KdgR	FUR	NagC	MetR	SahR_SamR	PhrR	XylR	ModE	NadQ	AraR	IscR	HutC	AgaR	PhnF	SiaR	GulR	Irr	HypR	TrpR	TyrR	HisR	PsrA	CcpA	HexR	Rex	PdhR	VanR	GguR	NagR	NiaR	LldR	NrdR	PurR	CsoR	HrcA	PhnR	NmlR	ZntR	LiuR	NnrR	GntR	NtrC	BioQ	FixJ	PaaR	PdxR	RbsR	AcnR	CueR	NifA	FruR	FadP	MerR	DasR	FadR	GlcC	FnrN_FixK	HcpR	CblR	CadR-PbrR	NikR	NagQ	NarP	SdaR	LiuQ	SoxR	LexA	QorR	FabR	PhsR	AmtR	LtbR	RutR	TtrR	MetJ	ExuR_UxuR	NorR	PrpR
PurR	-0.4599941593929477	-0.611678432863149	-0.596344521649647	-0.5654495645039425	-0.5876600952111658	-0.5864154896607349	-0.5687152055105664	-0.6688700279514767	-0.6452178870908678	-0.632097380534091	-0.5887517324816554	-0.667446959407781	-0.6310080609648127	-0.6397365237263073	-0.7075478257644937	-0.39495019260097064	-0.43150729380571173	-0.5917763325623114	-0.5444280145180804	-0.5587375017962184	-0.5914379481854717	-0.5632964200787092	-0.650404902401602	-0.6156185249222411	-0.6147285276571286	-0.6622043192679773	-0.5877852510765722	-0.01720661379217637	-0.15947870264357	0.03739842674441782	0.049056463836908	0.034663539315165644	-0.20414544038640714	-0.12104658115894332	-0.27109223987280456	-0.20485002155462126	-0.3293986492437341	-0.48386184646620095	-0.4183334801210767	-0.28499844714018846	-0.3614895402144337	-0.4098020219625367	1.0	0.5241620351270796	0.5603575749428686	0.3938075659038339	0.42663316815849367	0.3823743458288331	0.7108783624050322	0.6534016900677232	0.6182931521200012	0.6967009840959343	0.42000686039558527	0.47934696450672365	0.5096091892217622	0.4777454329697633	0.641542012969856	0.5624852246547785	0.5289318642197922	0.4611437391937181	0.4421177299507257	0.48041310706388973	0.4554630535249918	0.18784273006661073	0.259179255647079	0.24260305658435738	0.20773555956260342	0.2692705267207773	0.004236757814129633	-0.10309830297917313	-0.03326364778358233	-0.05471629019473326	0.18844069697910823	0.21012047410895976	0.16625566098520844	0.15274346292373372	0.42219940574140946	0.3430128261585029	0.4600521019232285	0.3288771664712072	0.05412295868465821	0.060784031965735105	0.0059634452164964704	0.07656294181179339	0.043287705522154905	0.027158822793200792	0.1304216825583713	0.10100310108422063
CsoR	-0.5924067472917661	-0.6580162331792835	-0.6472620995591732	-0.6262196902624101	-0.6231023821333049	-0.6481428260194408	-0.632248031112821	-0.6922649039776388	-0.6572513917795774	-0.6158711543542653	-0.6653332159031387	-0.69138185981616	-0.6910087099211518	-0.6600048208185194	-0.6721379866593118	-0.5316435746369321	-0.6057567062684547	-0.5977258715715404	-0.5906962837978779	-0.6069642285995058	-0.5490448753308519	-0.46465505652873257	-0.6315967570724652	-0.5538610584477891	-0.5493392233846781	-0.6235705577779735	-0.5876832722232781	-0.08080897043076794	-0.11495566237582916	-0.14309487278138053	-0.10109812683388109	-0.16163648247122575	-0.41776100792190274	-0.32966054948060314	-0.26811167611516196	-0.19479815140151394	-0.2046252045371319	-0.4459002183274541	-0.3394273423847291	-0.21222262910754597	-0.2206497907115806	-0.31701748937333996	0.5241620351270796	1.0	0.5538031159175084	0.5072659932972081	0.5244656539857507	0.5272839786586072	0.6128720489869328	0.6253899532287895	0.5878084280886845	0.6061321738646741	0.38120390671716164	0.4914940365547835	0.6159569092990808	0.6161353722923456	0.6062156111082784	0.5817314155128378	0.6629181712410362	0.4886710764795046	0.4706022778367504	0.5661471925685229	0.5703260078523718	0.3337837399353825	0.266153218591672	0.34399553147206474	0.17868781028224964	0.2703158099670423	0.10232650847583333	0.06840231584705027	-0.0628097028243507	0.08679095725695427	0.15775665064362562	0.06457347344609722	0.04610834789622261	0.057071074625343596	0.539349931164274	0.37403525687082523	0.33319040842530745	0.33672490277243416	0.23188832388483807	0.11155559469895379	0.08439445420454177	0.20990492789631532	-0.08498083261098312	0.12923038413579874	0.03010230333146372	0.1643389220835207
HrcA	-0.5005446597846392	-0.6418201371152037	-0.6044819706022778	-0.5774598921805396	-0.5878849122286551	-0.6137133745266096	-0.6061159499561954	-0.610633149616884	-0.6320208963941204	-0.5673315378874617	-0.6969976498509718	-0.6693915107240035	-0.6896713963222717	-0.7006781593744061	-0.6941005233369335	-0.547830399896167	-0.5262132006990187	-0.5242616962791625	-0.46589734437795216	-0.5940291381396275	-0.5719762111147679	-0.34451006114095795	-0.6886863733074987	-0.5248712516977161	-0.5634331644501718	-0.6257074782947282	-0.5937278369821676	-0.04887336544122078	-0.026002289888796697	-0.06385962147303818	-0.07693609170680153	-0.08146024447112377	-0.40346079144860963	-0.22948950313121433	-0.2200193759821259	-0.234801674307355	-0.22087229002785877	-0.4699208736806486	-0.4288512082176414	-0.2429692533757318	-0.3258363424820726	-0.2958754189244939	0.5603575749428686	0.5538031159175084	1.0	0.44334379389146666	0.3990223936291029	0.4348610074583625	0.618390495570873	0.6351173452123247	0.6376390041301435	0.7080275899152185	0.42541869272380883	0.4353917610357343	0.5792398867107648	0.505968080618919	0.5138992541637503	0.5100101515313052	0.5992856844866987	0.35138899833589055	0.4088633529719883	0.5648515975914449	0.46783262488932975	0.26948375523221046	0.35827257093324555	0.2802958313826015	0.21769703936847276	0.13060478095405853	0.007316982723855172	0.1875599705188406	-0.04902865142237323	0.07590471466780388	0.293977221632496	0.14012589752979404	0.08362034199999073	-0.008088777227194978	0.4511405407660466	0.4816391710046308	0.4009275440247345	0.3482995026213201	0.15713318901780457	0.09274281396739457	0.0939016645730099	0.03241305143906068	0.020525561926658664	0.18738150752557584	0.21005094307262284	0.22894484334657514
PhnR	-0.5857873926324914	-0.5822019088587176	-0.5954939253051253	-0.5766324728481304	-0.612220774946577	-0.617426331867001	-0.6053001191298423	-0.6374072340090204	-0.6200638758453815	-0.5418878139905716	-0.6145755593771873	-0.6044193926695746	-0.6195817939934456	-0.5936026811167612	-0.6343339622029286	-0.5076970857224969	-0.5335556781361974	-0.513535375073587	-0.5657833134783596	-0.5289527235306933	-0.47091053209784406	-0.47974792681626655	-0.5158669824920851	-0.46264329187738434	-0.5562482906953568	-0.4943610329530758	-0.5273905929143239	-0.1456953335403813	-0.22945937301546834	-0.20926524236201566	-0.12580713944681107	-0.19781579837853625	-0.29137907857470646	-0.3344141546648372	-0.3131237513384724	-0.31392567595755827	-0.17110429191910295	-0.3576166614904673	-0.24620939966903227	-0.26664688894966415	-0.31317705846633076	-0.4087034315884133	0.3938075659038339	0.5072659932972081	0.44334379389146666	1.0	0.38325275458788954	0.4621727985315045	0.5247321896250423	0.49947388182505065	0.5166758602148045	0.5009270804844923	0.37229698096240227	0.40942191896389485	0.5891318354802972	0.565998859691004	0.4634591227037375	0.5588696107652585	0.5730354005683004	0.4370396465969193	0.45055416235960527	0.5186968956709976	0.5669908358094108	0.40385711835573007	0.36752019876605585	0.42756256634419715	0.377449230754968	0.33139187228539246	0.05392131867928114	0.07064585061952153	-0.20382327991804608	0.07377706495589414	0.047445661495102695	-0.06423972447168001	0.17086788639555742	0.04049255786141074	0.36777051049686876	0.30827743810578917	0.22503024600080657	0.28037695092499454	0.1715539259540817	0.09997172404522299	0.23255813953488372	0.25088883841450693	-0.08740514807793039	0.09528996759853707	0.17154233744802555	0.45467503511317336
NmlR	-0.5796570729287863	-0.5931669532890498	-0.5817128739031479	-0.5907032369015116	-0.6031400216009752	-0.6276172640927822	-0.6357964316672152	-0.594666505972716	-0.6399775646522753	-0.6016543751245764	-0.6044587935901655	-0.6206780666663576	-0.6143600131645429	-0.5663581033787448	-0.6490606356990882	-0.5245931275523684	-0.508651978621524	-0.5978324858272571	-0.5727827711362762	-0.4924327055453319	-0.5018448901641396	-0.4985722960538819	-0.5321696928118814	-0.552081063917564	-0.4307911241314415	-0.5797405101723906	-0.54297713355985	-0.18082473079900432	-0.32139562696135465	-0.23892718246334554	-0.23784018059527837	-0.22037861966986663	-0.37365747157339463	-0.37989440553281634	-0.46981889482735445	-0.2957224506445527	-0.12241634257478062	-0.3339645206298585	-0.28901270563804	-0.2216371314275649	-0.20131320950628329	-0.39553888870862325	0.42663316815849367	0.5244656539857507	0.3990223936291029	0.38325275458788954	1.0	0.5333239080150743	0.5431532788519036	0.555798656660378	0.5460225929514071	0.5079613036605773	0.4229526586350594	0.5217168603492313	0.5697280409398742	0.5355859843972355	0.5569296948514585	0.5841626840834186	0.5627100416722678	0.5908770644923539	0.5120010568717523	0.5796964738493773	0.5625987920141287	0.400148796417761	0.31792371054693114	0.3335658760215268	0.21339538592042867	0.23676940263568982	0.07175139409727856	0.015479926389809532	-0.029469570900797753	-0.12007778205264891	-0.052449578410149675	-0.00702958777366257	0.12466219504846313	0.12672726682766963	0.4074982269585734	0.21159916748172491	0.34263967626349484	0.12168626669324298	0.10073424774371786	0.11927353973235186	0.25058753725704697	0.14866199109075653	-0.07211527318744176	-0.055342069521765534	0.021459595514784616	0.08346042061641581
ZntR	-0.5074305500832055	-0.5698323374943796	-0.5719483987002332	-0.5233207095874028	-0.5470586053928271	-0.575594142705499	-0.5605406733385558	-0.5656280274972072	-0.5927265900589159	-0.5096903087641553	-0.6032234588445796	-0.6024562997436622	-0.5862045788505129	-0.5750657068293384	-0.6051842340692807	-0.5842044027052209	-0.4991401328506334	-0.5152713332807988	-0.4882701141699617	-0.5861420009178097	-0.4895378967325048	-0.4518242626233597	-0.5167824744705212	-0.41857220334583345	-0.49119041769611227	-0.4722733404100477	-0.5167917452753661	-0.17991155652177943	-0.18038204986765927	-0.23720976586582365	-0.08590791309547538	-0.24655010174708317	-0.3899787235028809	-0.31027297884865873	-0.33151239274837646	-0.2002331607418498	-0.16341647700145087	-0.3858346737372005	-0.1829546982121253	-0.24168061150228756	-0.25032795472138913	-0.3704914917188536	0.3823743458288331	0.5272839786586072	0.4348610074583625	0.4621727985315045	0.5333239080150743	1.0	0.5469311318262094	0.5147892514288628	0.5307373534633409	0.4955917322962393	0.3830650207897799	0.42019691189490616	0.5549689196267574	0.4715849831503122	0.5132572509282394	0.5425669004454622	0.5407845882140258	0.47297560387705057	0.4167203600780602	0.4944746003124261	0.4687272575568648	0.3293152120001298	0.33412907741585585	0.330251563289467	0.21604915380728779	0.13831345518261168	0.03780634215759441	0.08513611859213557	-0.05395144879502714	0.04723475068488071	0.05201848598486077	-0.05558311044773352	0.1340651088624259	0.12235608234328864	0.3018365464397792	0.3158957219871043	0.20898248281424553	0.24490453388710942	0.09573264852988213	0.1688097677199846	0.09248091373052551	0.15533233517667835	-0.10627587133977036	0.07106767223996552	0.16051007968256764	0.20695681195562993
LiuR	-0.5685390602185129	-0.7496581390713435	-0.7713101037866602	-0.703742160375653	-0.7177503464963311	-0.723959468041218	-0.7184920108839249	-0.7584236850522178	-0.7995675169539843	-0.7319439487139076	-0.748186398802212	-0.8091929300842252	-0.784833890354191	-0.8059226536751788	-0.8308263531898522	-0.5386638916057498	-0.5625895212092837	-0.6673658398653879	-0.6249704493095568	-0.7138218429432951	-0.7465454663446607	-0.5858801006809407	-0.7869986232854805	-0.7522748237388229	-0.6981078287311513	-0.688830070782595	-0.7115365895490217	-0.1235636046743398	-0.13372208908316374	-0.004141732064469177	-0.04075909350070226	-0.05726344382587574	-0.3045899754787212	-0.1941399242575244	-0.27398009558199793	-0.2575081930737817	-0.28286152662343383	-0.581914513908525	-0.4554236526044009	-0.38497248888662267	-0.45270267138241604	-0.4535208199099805	0.7108783624050322	0.6128720489869328	0.618390495570873	0.5247321896250423	0.5431532788519036	0.5469311318262094	1.0	0.7605003453374805	0.7767775609439533	0.8131121628324163	0.5051568851949882	0.532698128688042	0.5850549990497425	0.6475425414057321	0.6695213019918325	0.6897177503464963	0.7204643746146822	0.5647241240248272	0.5664067751041807	0.5948148388502348	0.5297476950461454	0.31508916196559605	0.386251859955222	0.3077327783211499	0.2887739824132832	0.24476547181443556	-0.07869290922491436	-0.0446180660174013	0.026421793808029444	0.006097871886747848	0.15165877875687778	0.171637363197686	0.1460499418256996	0.2127927836055087	0.5871687425543849	0.3814194529298061	0.5373358488117146	0.3906578099577715	0.12714213534447993	0.1409162336428237	0.10632686076641744	0.0904992791949233	0.06620281739759237	0.042147396526229425	0.2350751630502802	0.1889529089467902
NnrR	-0.7300897877449231	-0.8626020367958245	-0.8531365450491585	-0.8292758110795388	-0.8182968604419393	-0.8396591125058522	-0.8358256347024767	-0.8251410321187034	-0.8504804594610881	-0.8256880096045538	-0.832110359660874	-0.891225646754523	-0.8616958156222333	-0.8590119176196281	-0.8746587184966463	-0.6457880415888305	-0.6980985579263064	-0.6869226026857521	-0.6981727243650657	-0.6969234834122124	-0.8180164185953803	-0.617284952093116	-0.7602987053321034	-0.7409088169989477	-0.6720499140132851	-0.7465222893325484	-0.7158382429970658	-0.19221391455099174	-0.2618075288206146	-0.1770885964465005	-0.1856710440316876	-0.2654254604113456	-0.414286773806268	-0.3962967770046957	-0.4631555038450663	-0.22044815070620355	-0.25317409180878037	-0.4712906350964859	-0.43032063078556165	-0.3773124863835054	-0.33538990687476533	-0.4792241263425284	0.6534016900677232	0.6253899532287895	0.6351173452123247	0.49947388182505065	0.555798656660378	0.5147892514288628	0.7605003453374805	1.0	0.7896732504832407	0.8504248346320186	0.6097848709735736	0.6077337054016344	0.6747894368449597	0.6522752872790651	0.7623011991786067	0.7567062684546959	0.7848871974820494	0.7247567572578814	0.7163875381841275	0.7326044935591083	0.6756747987076498	0.45201199642146933	0.5252050006721334	0.504280794137143	0.46530401286787715	0.3275537590795945	-0.15033537136526506	-0.007379560656558399	-0.03405398389661198	0.012763580570247205	0.07062267360740923	0.10935841395070713	0.05237772967260153	-0.035189657490115	0.4447807686424297	0.42564350974129816	0.45523591880629116	0.40089973161019976	0.14216779229688825	0.22270327398473097	0.1538745011148143	0.14996222147025695	0.0646476398848566	0.11675188081453292	0.18189319105738164	0.2389851249936263
GntR	-0.7218573130426318	-0.8256532440863854	-0.8049028651422373	-0.7909201737348828	-0.8035470099336673	-0.8239358274888634	-0.8201602922157687	-0.7982950989890187	-0.8354965211304819	-0.7987354622191526	-0.8534100337920837	-0.8570766371082505	-0.8602820178833825	-0.8477386189282022	-0.8477200773185124	-0.6286254641196676	-0.6227199614334519	-0.7229396795082765	-0.6873397889037737	-0.631986130875952	-0.7128993978612254	-0.5489289902702903	-0.7881227083729274	-0.6891591843545898	-0.7084262345235501	-0.7369084647083637	-0.7313622057098887	-0.12472477298116635	-0.20985393846966824	-0.14529668893204964	-0.13675827766987592	-0.22024419299961526	-0.4348841844704748	-0.37950039632690713	-0.3999517918148064	-0.3197361528941135	-0.2354529483477108	-0.5203656405430838	-0.41380005655190955	-0.35248758871001384	-0.3681761082088342	-0.43994604391580255	0.6182931521200012	0.5878084280886845	0.6376390041301435	0.5166758602148045	0.5460225929514071	0.5307373534633409	0.7767775609439533	0.7896732504832407	1.0	0.8445170142445917	0.5667080762616407	0.6496029777825162	0.6615321859167204	0.6962768447742791	0.6837566228312111	0.7512179519865017	0.7409041815965253	0.6238695412342222	0.6950971348577627	0.7105075302112352	0.655318428969411	0.40886798837441074	0.5418762254845154	0.44721667261543313	0.326202539273447	0.22277048731985669	-0.060549944143400806	0.10628977754703775	-0.05498514353523601	-0.04808998243182482	0.09869930608025736	0.11400540487922459	0.044784940504609905	-0.020530197329081123	0.4435083506774641	0.5241481289198122	0.4773027520384182	0.33245106173892486	0.2158243367897984	0.23422456670575856	0.0892361320348026	0.04567030236730002	0.14545892801683577	0.08707371680472441	0.16456142139979882	0.19666853627897707
NtrC	-0.6487431106331496	-0.8172979312198989	-0.8071718946280322	-0.7728629635981847	-0.7821569454552197	-0.7982974166902299	-0.7830631666288109	-0.8031599538313918	-0.8267657406677761	-0.7900371295734039	-0.8214048977661996	-0.8544414108310813	-0.8532640186157762	-0.8509579059106016	-0.8502162415230078	-0.5776429905762269	-0.6113238245778307	-0.6489146205227807	-0.6505509175779095	-0.6813508489739537	-0.7794452350380798	-0.5755153408643171	-0.8201162558927553	-0.7280826584959973	-0.7377891911686313	-0.7890683304671094	-0.7252318860061836	-0.13703640181522359	-0.17681510770357528	-0.051828434485539865	-0.03324510617389249	-0.1063477200773185	-0.35293026964135893	-0.29187738433512106	-0.3477942437572718	-0.24811918546708633	-0.2900301764697702	-0.520458348591533	-0.4678882497183993	-0.31858193769092064	-0.4185513440349324	-0.4302279227371124	0.6967009840959343	0.6061321738646741	0.7080275899152185	0.5009270804844923	0.5079613036605773	0.4955917322962393	0.8131121628324163	0.8504248346320186	0.8445170142445917	1.0	0.5491097709647663	0.5546444414571851	0.6275871339770362	0.6592701095345592	0.6850869833264575	0.690568346691018	0.7712730205672805	0.575503752358261	0.6134816044054865	0.6641697298951008	0.5589345063991731	0.35473807658611883	0.49145231793298133	0.41517677107138057	0.39835953108269095	0.2709508600989195	-0.10955773625487297	0.010566399822000546	-0.02725848394528371	0.01951967960098456	0.16743073549930237	0.14856232993867363	0.08347432682368319	0.06719247581478786	0.43099508183802976	0.49775414752631747	0.5484051897965522	0.3469181526994266	0.1476074370396466	0.19323602078514446	0.06662927442045881	0.022729695778539012	0.11285350737724295	0.12070124367846995	0.18382847156875926	0.20614329883048796
BioQ	-0.653158331440544	-0.6732713425516036	-0.6679012288451822	-0.6668721695073958	-0.6982260314929241	-0.6839559451353769	-0.6963301519021374	-0.6596154470150326	-0.6716512694049533	-0.6763886506807089	-0.6489493860409491	-0.6606421886516078	-0.6483004297018046	-0.6042548358835772	-0.6567623568240076	-0.5571127932471458	-0.5233902406237397	-0.6227871747685776	-0.6026370804381382	-0.6310729565987271	-0.6171760201361881	-0.5180015853076285	-0.475381377734308	-0.4913410682748423	-0.4281327208421599	-0.5051035780671299	-0.4849766607488029	-0.2339255832495098	-0.31104709105320977	-0.19836045816317543	-0.30591106516912264	-0.3002350149028188	-0.34588677566042897	-0.47165914958907157	-0.5390509477080253	-0.10849622910012932	-0.06101348438564694	-0.23814148175273836	-0.34934015046516265	-0.26376366864289325	-0.43121989885551915	-0.44387686517004976	0.42000686039558527	0.38120390671716164	0.42541869272380883	0.37229698096240227	0.4229526586350594	0.3830650207897799	0.5051568851949882	0.6097848709735736	0.5667080762616407	0.5491097709647663	1.0	0.5654426114003087	0.4894359178792107	0.4474693020474573	0.5626984531662116	0.5879706671734707	0.5454941570752465	0.5265237726613236	0.6333976109135915	0.668552502885538	0.6331310752742999	0.435850665875558	0.48837672842567825	0.4554815951346816	0.3061335644854008	0.244206905822529	-0.026818120715149885	0.018924030389698282	-0.09757985639523295	-0.27026250283918396	-0.11289754370025634	0.09579986186500782	0.05740945900218328	-0.055951624940319196	0.1543218174485818	0.3319921568991012	0.21973198103193328	0.1789172627021615	0.2212523930265006	0.2655668401852307	0.16879122611029476	0.08662640047095689	0.19877069127756325	-0.047269516203049165	0.10755756010958091	-0.00702727007245134
FixJ	-0.6708748394991911	-0.6940194037945404	-0.6396924874032939	-0.7003235510890878	-0.7007708674228553	-0.7127997367091424	-0.7305904112065489	-0.6843800844570321	-0.7269168547867483	-0.6724207462070819	-0.6919381081068553	-0.6978482461954935	-0.7007430550083206	-0.6771395858731476	-0.6889644974528464	-0.5768827845789433	-0.5876647306135883	-0.6550982473543441	-0.6934538846990002	-0.5433943197778716	-0.6001200569227417	-0.4493002860043295	-0.5413501073095661	-0.4901242751389462	-0.4798406348647158	-0.6028294496386704	-0.6106609620314187	-0.16803565551543356	-0.29364579035929006	-0.2973981486202725	-0.31599770084039847	-0.3270253232034339	-0.35863645002340877	-0.410478790716216	-0.5041417320644692	-0.1861623966884685	-0.194728620365177	-0.25378596492854527	-0.18904793469645068	-0.3238871557634276	-0.25152620624759536	-0.3476134630627958	0.47934696450672365	0.4914940365547835	0.4353917610357343	0.40942191896389485	0.5217168603492313	0.42019691189490616	0.532698128688042	0.6077337054016344	0.6496029777825162	0.5546444414571851	0.5654426114003087	1.0	0.5814440205626451	0.5543987651287946	0.6329618830858801	0.6453870792792876	0.56648094154294	0.6016265627100417	0.5791773087780616	0.6431736746225624	0.6619424190311082	0.42544418743713236	0.535159527374369	0.4734994043507887	0.3273521190742174	0.22805252838025133	0.034633409199419644	-0.029205352962717458	-0.05065335997144592	-0.1968469992722418	-0.09163958819084879	-0.045165043503251734	0.0012840064710217818	-0.07404823599760814	0.34156889830390624	0.35577640672875016	0.21839930283547565	0.20090992949552916	0.1237976924966741	0.24112436321159222	0.1797585882418382	0.1030658551622159	0.12115551311587115	0.053089263944449336	0.021728448855287373	0.18178425910045382
PaaR	-0.7156458737965337	-0.7348804761485368	-0.7291279417422624	-0.721829500628097	-0.7174768577534059	-0.7521427147697828	-0.732460796084012	-0.7402598606598032	-0.7400744445629047	-0.6951550773880435	-0.7723275746183905	-0.7417200124228784	-0.7542935414938048	-0.727818440557917	-0.754033958958147	-0.6435769546333165	-0.6664967019111764	-0.6519137258901132	-0.6770723725380219	-0.6595250566677946	-0.6166429488576051	-0.5200272561662441	-0.5765907542263281	-0.5865916349527884	-0.550493438587871	-0.6237721977833506	-0.6786229146483352	-0.21427611238069633	-0.3036930251099749	-0.25788366067000107	-0.19439487139075978	-0.3198636264607312	-0.484997520059704	-0.44657698708113347	-0.44292660767344516	-0.31297310075974244	-0.28828494745771355	-0.3778501930645109	-0.3346065238653694	-0.23740908816998949	-0.3299062258089936	-0.4896421932870102	0.5096091892217622	0.6159569092990808	0.5792398867107648	0.5891318354802972	0.5697280409398742	0.5549689196267574	0.5850549990497425	0.6747894368449597	0.6615321859167204	0.6275871339770362	0.4894359178792107	0.5814440205626451	1.0	0.5722891007782841	0.6252462557536933	0.6500896950368746	0.6800204884787073	0.6103735670812261	0.5796060835021393	0.7198733608058183	0.6661629529367592	0.5122328269928754	0.4564689358506659	0.48105742800061185	0.3759543134737242	0.35827952403687924	0.0577895620008251	0.05156189884624834	-0.1631754360754829	-0.07862106048736621	0.037815612962439335	-0.010916372704896376	0.0961243400345801	-0.04755227575081931	0.43222346347998203	0.39315860956468934	0.22227913466307578	0.23481326281341114	0.19110373567081226	0.15543894943239497	0.26785441128071535	0.271518696895671	0.0051893330119454325	0.11801966337707608	0.10142724040587583	0.2757299599964771
PdxR	-0.651480315763613	-0.7313761119171561	-0.7267360740922724	-0.7105052125100241	-0.7246269659900524	-0.7377613787540965	-0.7247127209348679	-0.702163805850805	-0.746026301273345	-0.7086186037240823	-0.7069127756326166	-0.7126166383134552	-0.7400813976665385	-0.7065326726339747	-0.7265367517881065	-0.6063894386991207	-0.611708562978895	-0.6752877426053743	-0.6237814685881955	-0.5862972868989621	-0.6146937621389601	-0.5396906332423249	-0.6177021383111375	-0.6222147025694036	-0.6119333799963844	-0.6342899258799153	-0.6484325386708447	-0.1708354385786002	-0.3195530544984263	-0.17513477432543306	-0.26867951291191344	-0.1863941668095916	-0.3668805132317562	-0.41246042525181825	-0.3459794837088782	-0.18254446509773747	-0.11216978551992991	-0.5183098395687221	-0.33189713114944075	-0.23402756210280395	-0.24624648288841194	-0.31011537516629506	0.4777454329697633	0.6161353722923456	0.505968080618919	0.565998859691004	0.5355859843972355	0.4715849831503122	0.6475425414057321	0.6522752872790651	0.6962768447742791	0.6592701095345592	0.4474693020474573	0.5543987651287946	0.5722891007782841	1.0	0.6480895188915826	0.6686498463364097	0.7106767223996552	0.5405667243001702	0.6058656382253825	0.6597892746058749	0.5966504582095294	0.48175042066276985	0.488735972113419	0.42080183191103737	0.3242742118657031	0.3700464930862973	0.11086723743921828	-0.04572824489758078	-0.08437127719242946	-0.09173693164172048	0.014443913948389429	0.00947244485029968	0.1340280256430462	0.013697614158373159	0.4668012478503321	0.33922570237935207	0.2807269238078904	0.27571837149042094	0.24238055726807922	0.24600544196244398	0.2726126518673719	0.19350023872322475	-0.02743231153612601	0.17012158660554116	0.07844027979289021	0.21372681719363468
RbsR	-0.7518228720026329	-0.7654579082283028	-0.7553596840509709	-0.8058183571206734	-0.76505694591876	-0.7636130180641633	-0.7902364518775697	-0.8074871019927595	-0.8132975789293148	-0.7403363447997738	-0.7228353829537711	-0.7680583689873036	-0.7678011041528571	-0.7157478526498278	-0.739543690985533	-0.6318818343214466	-0.6290125202219431	-0.7478364259193162	-0.7418706630016085	-0.6541920261807529	-0.7277141440034116	-0.6776796102553643	-0.5518469760952297	-0.6809892875850017	-0.5898178750388215	-0.692839693878024	-0.7035358849678535	-0.2061826997510789	-0.40507391149162614	-0.2973448414924142	-0.21142533989088264	-0.2653883771919659	-0.35325938321335365	-0.48946373029374546	-0.5412504461574832	-0.15710769430448104	-0.24414201018861453	-0.3640529177540548	-0.41505625060839657	-0.36325562853739146	-0.3278481071334208	-0.49416171064890996	0.641542012969856	0.6062156111082784	0.5138992541637503	0.4634591227037375	0.5569296948514585	0.5132572509282394	0.6695213019918325	0.7623011991786067	0.6837566228312111	0.6850869833264575	0.5626984531662116	0.6329618830858801	0.6252462557536933	0.6480895188915826	1.0	0.7499432163203249	0.7247961581784723	0.6752692009956844	0.6631406705573144	0.6969999675521831	0.7119931766876342	0.5613124678418957	0.5426990094145023	0.49399251846049014	0.37483254608748856	0.3815932805206484	-0.035504864854842375	-0.05291775405481827	-0.058002790512258325	-0.12253454533655339	-0.15037940768827845	0.0422285160686225	0.12573992611168539	0.036323013382406795	0.4097811626516356	0.35529432487681417	0.31478090770450234	0.2595176400239187	0.18552966425780254	0.2584839452837098	0.1659960784495506	0.1589108658468185	0.0790359290041765	0.0770936953891652	0.037613972957062265	0.15480158159930654
AcnR	-0.7713912233290533	-0.8399974968826919	-0.8296929972975604	-0.8230666895346519	-0.8376009938302794	-0.8469506005163838	-0.8533289142496906	-0.7879743754954086	-0.8564276807691059	-0.8292943526892287	-0.8119973485498143	-0.8259846753595913	-0.8300313816744	-0.8214744288025365	-0.8306710672086998	-0.6626562710041672	-0.6381094974760234	-0.7940792004857902	-0.7323982181513088	-0.6770839610440781	-0.7566228312110916	-0.6538721834136031	-0.6252045371318911	-0.6791629390305519	-0.6097501054554051	-0.677264741738554	-0.6172919051967497	-0.15059263619971167	-0.47234055374517336	-0.3706282360903162	-0.31320718858207675	-0.35235779744218493	-0.49248833037440143	-0.49105135562343843	-0.5174916910411578	-0.23971288317395276	-0.17156319675892662	-0.38003810300791263	-0.3414808256578795	-0.35273094733719307	-0.34571758347200915	-0.4710750888838415	0.5624852246547785	0.5817314155128378	0.5100101515313052	0.5588696107652585	0.5841626840834186	0.5425669004454622	0.6897177503464963	0.7567062684546959	0.7512179519865017	0.690568346691018	0.5879706671734707	0.6453870792792876	0.6500896950368746	0.6686498463364097	0.7499432163203249	1.0	0.7793571623920531	0.709993000542342	0.7760451673612044	0.7726149695685831	0.7595292285299748	0.5102929110790754	0.6013414854610603	0.5109719975339659	0.3553569028095174	0.31652613671655905	-0.05962518136011978	0.06105983840987155	-0.08312898934320984	-0.2098585738720907	-0.11118244480394565	0.0017753591278026801	0.03266104546866236	-0.049631253737293206	0.34190960038195717	0.3919000978069911	0.355282736370758	0.2634971330036017	0.14432325442333277	0.20949701248313873	0.2181304494949729	0.19485145852937222	0.042114948709272196	0.044954132693029746	0.18522836310034255	0.18979423448646696
