	IscR	NsrR	Phr	Zur	SahR_SamR	FUR	NagC	ThiR	MntR	ArgR	NrtR	RbkR	KdgR	MetR	BirA	CzrA	HexR	PhrR	AgaR	GulR	XylR	AraR	ModE	NadQ	SiaR	HutC	Irr	PhnF	HypR	SoxR	NagQ	NarP	PdhR	VanR	NiaR	Rex	TrpR	TyrR	HisR	CcpA	PsrA	GguR	NrdR	LldR	NagR	NifA	CueR	AcnR	FruR	FadP	MerR	LiuR	RbsR	FadR	NnrR	GntR	NtrC	HrcA	PurR	NmlR	ZntR	BioQ	DasR	CsoR	PdxR	GlcC	FixJ	PaaR	AmtR	PrpR	PhsR	RutR	HcpR	TtrR	FabR	LexA	FnrN_FixK	PhnR	LtbR	QorR	CblR	LiuQ	MetJ	NorR	ExuR_UxuR	SdaR	CadR-PbrR	NikR
FabR	-0.4437196391394865	-0.36444776597448353	-0.31509635402765174	-0.3145785512197726	-0.3654513425505792	-0.375241552340789	-0.37124326055623763	-0.3417872204131746	-0.34777131265680883	-0.3396466129290557	-0.3715368600864784	-0.36631078844819304	-0.40097154753643305	-0.3922756632680297	-0.30447338920621364	-0.2803021406074841	-0.179581487215075	-0.20647520418512785	-0.33130838627021836	-0.3186088720439865	-0.21852346127155287	-0.23053435114503817	-0.2707788394811296	-0.278764746703678	-0.32583142048790903	-0.2587946404740298	-0.3631719425612555	-0.3731756792825495	0.11584369828644638	-0.06403672663214648	0.04396519511023328	-0.060897880745208986	-0.1826028932899162	-0.07750493781028132	-0.10459616719158704	-0.25683553088133243	-0.11840602145945657	0.03300058719906048	-0.004024982650936849	-0.1554422676560081	-0.023162333849356752	-0.11269417605295468	-0.2947899428815459	-0.1836384989056745	-0.2151764266268083	0.1965141728500507	0.27006886243527467	0.3364864143490098	0.272641861954839	0.26399402124592963	0.21293973202370148	0.413986013986014	0.30912293813057173	0.40251427961351627	0.405258100677948	0.45295467890887736	0.46097795334436553	0.29038594992793465	0.29200341643089733	0.3155607751027598	0.17193722308226125	0.26105268777024504	0.12696845139593232	0.17779319916724498	0.2498104948486628	0.15566113276036941	0.26318261890780975	0.20739336998878985	-0.04958629157102439	0.1403939571878503	0.07672556451182405	-0.032899161906795496	0.03203971600918166	-0.17984305770565312	1.0	0.2411733304863076	0.23234933005925373	0.11194683179416004	0.17704585490845032	0.06845673410558907	-0.15654193135109165	-0.12373885656328404	0.18955319489670636	0.17526824320717452	0.10247157422729941	0.24575882133134042	0.03902738482891155	0.19481663374793146
LexA	-0.271873165002936	-0.3803928895531949	-0.36987135002402177	-0.3497250840762291	-0.35380878663321413	-0.3357017028772754	-0.3275556504564138	-0.34378369721881175	-0.33226925746009717	-0.3147120055517002	-0.3385736401003577	-0.2699941280093952	-0.31363369454972506	-0.3401857684300432	-0.31733304863075856	-0.3949821171195217	-0.3338226658837346	-0.4043239203544547	-0.35770565312550046	-0.35853306998345164	-0.30144664495809537	-0.3110927240698233	-0.476111674584957	-0.38862969091976723	-0.38521326002242035	-0.34197405647787327	-0.4980782576202423	-0.4148080926706881	-0.11618534137618107	0.06560614957561522	-0.09432552180643784	0.010756419153365717	-0.1341696471467464	-0.2356002775850104	-0.13449527571664976	-0.20964607911172797	-0.26783216783216784	-0.0804035658997491	-0.22394170714781403	-0.10183633160732397	-0.11975657929856404	-0.3597555116639086	-0.13519457641595045	-0.08894464314311643	-0.17289275609886298	0.4394010569583089	0.36632680296802433	0.28613676399935944	0.37555116639086106	0.30107831100197513	0.27796935888538943	0.49250520471894516	0.44227833235466824	0.23506112208402286	0.3733998825601879	0.36507233224790475	0.32897026637484655	0.32499332728340363	0.33352906635349383	0.41752522286873434	0.2812897026637485	0.1931030801259809	0.28679335931244326	0.4820530614423744	0.4567287674157903	0.3676720226338547	0.37472908770618696	0.39615651524048473	0.22926386590508727	0.13409491272086693	0.17534297763305398	0.21191480275449742	0.14357017028772753	0.15641381519244116	0.2411733304863076	1.0	0.23948112955746542	0.25137457961885445	0.14097581807505472	0.24197939465115037	0.12205733198099611	0.07869001227779854	-0.1972188117226285	-0.1837826295841563	0.2225324294026584	0.13811989537180377	-0.06839801419954092	-0.03227459563337426
FnrN_FixK	-0.4339294293492767	-0.47404046335344047	-0.5259862275129451	-0.4712806277691774	-0.4540383280841296	-0.48018470079538783	-0.5062937062937063	-0.5050178828804783	-0.5283777291410879	-0.47612235093151123	-0.49994661826722897	-0.4074841189345006	-0.45955266107937864	-0.42942934927667753	-0.44591362835637643	-0.4387871670314418	-0.4216676453317675	-0.410820477232691	-0.3408690546095126	-0.37098702823893664	-0.42213206640687556	-0.3564885496183206	-0.3389900176159718	-0.4315219132013025	-0.44637804943148457	-0.4277531628676667	-0.4148134308439652	-0.3775369668499439	-0.1326802968024342	-0.19330059253723375	-0.008717236961511771	-0.12211071371376715	-0.11174931938290716	-0.07989110126514706	-0.25523407889820104	-0.41571558212779586	-0.4844659157636257	-0.15605081940959803	-0.2765280521005712	-0.20470293065712913	-0.3229381305717184	-0.2898467944269471	-0.2605882666951369	-0.15417178241605722	-0.060049111194149365	0.42935995302407515	0.39293759675439066	0.38433779960497516	0.4599476859018844	0.3637965088346768	0.3785405434260396	0.3771205893343298	0.39948753536539794	0.44066086585170555	0.51194683179416	0.4092510542892222	0.5024235306678054	0.2720973682805744	0.32958415630171356	0.302754497410986	0.23910211925479102	0.27905834623391873	0.39516361501094327	0.27184113596327336	0.36074307372017295	0.3612341856616666	0.33574974643676936	0.3901617466502963	0.0022527091229381305	0.3144771259275076	0.13216249399455507	0.2774568942507874	0.49434687449954623	0.18811188811188811	0.23234933005925373	0.23948112955746542	1.0	0.4310628302994715	0.2647680563711098	0.3173971067100838	0.0676666844605776	-0.166972721934554	0.05045107564191534	0.1380131319062617	0.1537714194202744	-0.06292104841723162	-0.058207441413548285	-0.04312710190572786
PhnR	-0.42227085891208027	-0.5413281375113436	-0.5413601665510063	-0.5354454705599744	-0.5510222601825655	-0.5243634228367052	-0.5275930176693535	-0.5145038167938931	-0.5474990658196766	-0.5685955266107938	-0.5505578391074575	-0.49189131479207815	-0.5240271179202477	-0.5123632093097742	-0.5700101425292265	-0.5634602039182192	-0.5445790850371003	-0.5011530454278545	-0.45594405594405596	-0.4442321037740885	-0.4628996957241232	-0.4498425238883254	-0.4373511984199007	-0.5789569209416537	-0.4396786419687183	-0.48171141835263975	-0.39209416537660813	-0.40350717984305773	-0.21851812309827576	-0.16178401750920834	0.029424011103400417	-0.11076175732664283	-0.20110500186836064	-0.1835691026530721	-0.2512464634602039	-0.3352586344952757	-0.4129504083702557	-0.3298564031388459	-0.2988469545721454	-0.2957828431110874	-0.3459883627822559	-0.2895959002829232	-0.32816954038328083	-0.2335984626060962	-0.17745689425078737	0.4506752789195537	0.5266855282122458	0.5414295628036087	0.4690279186462393	0.5097154753643304	0.5718518123098276	0.4251214434420541	0.43626221107137136	0.4864250253563231	0.4720920301072973	0.4221427427534298	0.4494101318528799	0.3454919126674852	0.31125286926813645	0.3413281375113436	0.42548443922489726	0.39858004590829016	0.449564938877916	0.46504030320824213	0.5297976832327977	0.5517215608818662	0.4371056424491539	0.5028025409704799	0.18848556024128543	0.37683766615064324	0.23703624619655153	0.34723749532909837	0.28673997757967223	0.3788448193028346	0.11194683179416004	0.25137457961885445	0.4310628302994715	1.0	0.18630224737094966	0.2849089841456254	0.042513211978860835	0.049015107030374205	-0.07785191907329311	0.13435114503816795	0.06469866011850745	-0.05100624566273421	0.07225751347888752	-0.1941974056477873
LtbR	-0.40823146319329523	-0.4532109112261784	-0.46352960017082157	-0.45286926813644374	-0.44021245929642877	-0.45725724657022365	-0.508065979821705	-0.4748999092510543	-0.4613409491272087	-0.45559707468104416	-0.48381465862381895	-0.4238242673357177	-0.4630011210163882	-0.4389526504030321	-0.43946511503763414	-0.4174611647894091	-0.360796455452944	-0.307708322212139	-0.33274435488175946	-0.3466769871350024	-0.3681577964020712	-0.3989377035178562	-0.28229861741312123	-0.25878396412747556	-0.38485026423957724	-0.34161106069503017	-0.40889339667965624	-0.3173437249773128	-0.21849677040516735	-0.12649335397427	-0.2030587732877809	-0.02241498959056211	-0.15135856509902312	-0.03807718998558693	-0.23518390006939624	-0.28906208295521274	-0.15411840068328617	-0.04246516841936689	-0.2374633000587199	-0.204900443068382	-0.35468424705065926	-0.21601451983131373	-0.3048150322959483	-0.2708215448673464	-0.10344312176373245	0.36688197298884323	0.3994128009395185	0.32582608231463195	0.3927774515560775	0.41568355308813326	0.35979821705012544	0.43367319703197565	0.3418939838787167	0.41160518870442536	0.3991992740084343	0.4066033203437784	0.42820156942294346	0.2974270004804356	0.31970319756579296	0.2173971067100838	0.28545881599316714	0.3735973949714408	0.39874552927988044	0.23998291784551326	0.3652164629263866	0.26037473976405273	0.31022260182565525	0.3117599957294614	0.04291891314792078	0.13876047616505632	0.06950835424117867	0.16414349009768858	0.21344152031174932	0.17895692094165377	0.17704585490845032	0.14097581807505472	0.2647680563711098	0.18630224737094966	1.0	0.2942721400736668	-0.01577430203384402	-0.1546255271446111	0.17357070410505526	0.1750440399295361	0.13108418299257993	0.05209523301126354	0.0785298670794854	0.13431911599850532
QorR	-0.35499386110073133	-0.41828858164736027	-0.44499546255271444	-0.40877061869428283	-0.45124112528692684	-0.45456680723856296	-0.46984999733091337	-0.4447605829285219	-0.4431911599850531	-0.456456520578658	-0.43915550098756206	-0.4128383067314365	-0.4728820797523088	-0.44862542038114556	-0.40659264399722417	-0.42245235680350185	-0.41430630438264027	-0.4706026797629851	-0.5660171889179523	-0.4996797096033737	-0.3675972882079752	-0.42906635349383443	-0.4138899268670261	-0.4398014199540917	-0.47859926333208774	-0.38365451342550577	-0.4419366892649335	-0.3503763412160359	-0.21037740885069128	-0.08416697806010782	-0.17657609566006513	0.12668552821224577	-0.1655847968825068	-0.2417925585864517	-0.13152191320130252	-0.21009448566700475	-0.28174344739230234	-0.1890353920888272	-0.16564351678855496	-0.1259168312603427	-0.21290236481076175	-0.3049805156675386	-0.2928948913681738	-0.19115998505311482	-0.19780067260983292	0.3836491752522287	0.3573907009021513	0.37942134201676186	0.4267228954251855	0.39678108151390595	0.383051299845193	0.4063844552394171	0.38022740618160467	0.3931030801259809	0.4162493994555063	0.5279773661453051	0.5381946297976833	0.4843644904713607	0.40940586131425827	0.2201729568141782	0.31725297603160196	0.40912827630384885	0.19774195270378475	0.37741418886457057	0.3752575668606203	0.3730422249506219	0.42305023221053756	0.3857684300432392	0.18637164362355202	0.08430577056531255	0.050541824587626114	-0.11675652591683126	0.0967437143009662	0.1430790583462339	0.06845673410558907	0.24197939465115037	0.3173971067100838	0.2849089841456254	0.2942721400736668	1.0	0.048796241926012916	-0.02334916991405541	0.0051940425986227515	-0.04190999839854802	0.15158276837666151	0.2431911599850531	-0.03431911599850531	0.01837933059307105
CblR	0.12363743127101906	0.027769177387497998	0.02646666310788448	0.09571878503176214	0.08948913681738109	0.11028665990498052	0.06293172476378583	0.11542198259755512	0.04216623071584904	0.03785298670794854	0.02499332728340362	0.1252068542144878	0.06513639032723002	0.12037046922543106	0.07849783803982277	0.03994021245929643	-0.17615971814445097	-0.056862221747717934	0.0844872684567341	0.03377996049751775	0.038274702396839805	0.0046922543105749216	-0.03257887151016922	0.021160518870442534	-0.019841990070997705	-0.09606042812149683	-0.038237335183900066	0.052431537927721136	0.2358084663428175	-0.05007206533924091	-0.007692307692307693	-0.04641007847114717	0.040025623231730104	0.06905994768590189	0.018769017242299686	0.0012491325468424704	-0.1429456040143063	-0.14038328084129612	-0.06712219078631293	0.064063417498532	0.12361607857791064	-0.22442214274275343	0.09670100891474938	-0.029279880424918595	0.09808893396679656	-0.08462606096193882	-0.04205412907702984	-0.09729888432178509	-0.1498158330219399	-0.043591522980835955	-0.09620989697325576	-0.05143863769817968	-0.04267335717717397	0.010318688944643143	-0.1569369561735974	-0.10235947258848022	-0.11219238776490685	0.03311268883787968	0.05874125874125874	0.07248705492980302	0.03516254737628784	-0.1126141034537981	0.042518550152137936	0.10088613676399937	0.09875620562643464	-0.03992953611274222	0.05677147280200715	0.0006245662734212352	0.1562696845139593	0.09846260609619388	0.0817968291250734	0.19441627075214862	0.08240004270538621	0.0688464207548177	-0.15654193135109165	0.12205733198099611	0.0676666844605776	0.042513211978860835	-0.01577430203384402	0.048796241926012916	1.0	0.11260876528052101	-0.19327923984412534	-0.12316767202263386	-0.07219345539956228	-0.09405861314258261	-0.11579031655367533	0.1243847755298137
LiuQ	0.016575028025409704	-0.008183419633801313	0.05165750280254097	0.10329899108525063	0.030646452783857366	0.12820690759622058	0.09103720706774142	0.109443228527198	0.09120802861260877	0.06567554582821758	0.0954465381946298	0.06372711258207442	0.1457321304649549	0.156814178188224	0.006491218704959163	-0.025046709016174666	0.030870656061495756	-0.0980141995409171	-0.0021139166177334117	0.08707628249612982	-0.011242192921582234	0.004089040730262105	-0.03821598249079165	-0.006934287086958843	0.09329525436395665	-0.16443708962792933	-0.10458015267175573	-0.04733892062136337	0.09751774942614637	0.2547002615704906	-0.062467303688677735	-0.16555810601612128	0.15246356696738375	-0.054438691079912456	-0.15490845032829767	-0.0021779746970586665	-0.19260129183793306	-0.027630384882293278	0.04193135109165644	0.21161052687770246	0.15121443442054128	-0.007030374205946725	0.04866812576736241	-0.08419900709977046	-0.05737468638231997	-0.028383067314365025	-0.06078044093311269	-0.048337159024181925	-0.08242673357177174	-0.0022527091229381305	-0.040463353440452675	-0.011210163881919607	0.09840922436342284	-0.13069983451662842	-0.10140927774515561	-0.11842737415256499	-0.12804142422463033	-0.08606202957347996	0.04482997918112422	0.0806331073506646	0.01826189078097475	-0.0001708215448673464	-0.012646132493460738	-0.052362141675118774	0.034826242459830244	-0.053296321998612076	-0.01816580366198687	-0.013793839748038222	-0.06617199594298831	-0.03573373191693802	-0.10716382853787434	-0.027961351625473762	0.03692948273100945	0.03224256659371163	-0.12373885656328404	0.07869001227779854	-0.166972721934554	0.049015107030374205	-0.1546255271446111	-0.02334916991405541	0.11260876528052101	1.0	-0.03389206213633694	0.04236908130037901	-0.11683659851598784	-0.01682592216943362	-0.08139646612929055	-0.04357550846100464
MetJ	-0.2620349116532323	-0.18489296962579405	-0.2107243901137031	-0.1940586131425826	-0.16946031068168474	-0.16014519831313725	-0.20179362622110714	-0.16972721934553994	-0.18031281695403834	-0.1589280948059574	-0.19469385576255804	-0.1769924731756793	-0.15897080019217424	-0.1835477499599637	-0.1507767042118187	-0.10973148988416163	-0.022527091229381305	0.02605562376554743	-0.127667752095233	-0.016494955426253136	-0.03736187476645492	-0.20230075268243208	-0.09258527731810175	-0.1386163454865745	-0.09396252602359473	0.009224363422836706	-0.05002935995302407	-0.0649975978220253	0.05016281428495169	-0.1214701329205146	-0.1394384241712486	-0.07076282496129824	-0.05457748358511717	-0.017108845353120163	-0.14660225270912294	-0.1918432712325842	-0.02296482143810388	0.037340522073346503	0.002877275396359366	-0.020797523087599423	-0.15489243580846634	0.10255164682645598	-0.10697165429989858	-0.18275770031495223	-0.10870656061495756	0.08864570543959857	0.07942134201676186	0.11273688143917152	0.08141248064912188	0.12968558159397853	0.14302033844018577	0.13408423637431272	0.08835744408263492	0.21328671328671328	0.07384295094218758	0.20637377889286287	0.13680670474563605	0.062477980035231945	0.0509902311429029	-0.007879143757006352	-0.07938931297709924	0.2669513692414456	0.03652911973522661	-0.06530721187209737	-0.004377302087225751	0.0022954145091549673	0.18477552981369774	0.029995195644050607	-0.17731810174558266	-0.009950354988522928	-0.07146212566059894	-0.025014679976512036	-0.05581060161212833	-0.03144184060214594	0.18955319489670636	-0.1972188117226285	0.05045107564191534	-0.07785191907329311	0.17357070410505526	0.0051940425986227515	-0.19327923984412534	-0.03389206213633694	1.0	0.18047296215235145	-0.12013558960123846	-0.07099236641221374	-0.08158330219398921	0.054817701382586875
NorR	-0.19669033256819515	-0.1646506165590135	-0.2172796668979875	-0.18678802113916618	-0.22830833288848557	-0.19795014146159184	-0.2648321144504351	-0.24649015107030375	-0.2610473495969679	-0.19493941173330487	-0.23013932632253242	-0.222868734319116	-0.25020551967116855	-0.21544333529066353	-0.2005925372337586	-0.11952169967437143	-0.05296535525543159	-0.14472855388885925	-0.14476058292852187	-0.11307852452890621	-0.13602733144717877	-0.12948273100944857	-0.06308653178882187	-0.10260502855922703	-0.04345273047563124	-0.1528746063097208	-0.0323173010195911	-0.1365077670421182	0.09732023701489351	-0.04039395718785032	0.1316073239737362	-0.13228527197992848	-0.0316233384935675	0.09512090962472641	-0.182490791651097	-0.16398868307265255	-0.10937917044787274	-0.023423904339934874	-0.17612768910478835	-0.08189291624406128	-0.1517962953077457	-0.003501841669780601	-0.1638285378743394	-0.16657235893877115	0.059606042812149686	0.009235039769390914	0.11565152404847061	0.23975871456787487	0.2130892008754604	0.16496023060908557	0.12265520738803182	0.19516895318422037	0.045032829765654196	0.19513158597128064	0.16623605402231356	0.2035178561896119	0.12901297176106336	0.09483264826776278	0.052607697645865585	0.012816954038328084	0.055063257353333686	0.18068115091015854	0.12584209683446324	-0.04125340308546416	0.06594779266534992	0.06261143436715956	0.005749212619441627	0.023786900122777985	0.053718037687503335	0.08514386376981797	0.0374526237121657	0.08901403939571878	0.14123205039235573	0.0016601718891795228	0.17526824320717452	-0.1837826295841563	0.1380131319062617	0.13435114503816795	0.1750440399295361	-0.04190999839854802	-0.12316767202263386	0.04236908130037901	0.18047296215235145	1.0	0.09350878129504084	0.03616078577910639	0.11930283457001015	0.03566967383761277
ExuR_UxuR	-0.06640687556718092	-0.04476058292852186	-0.061848075588533606	-0.08905674478193562	-0.05971280627769177	-0.0856509902311429	-0.09121870495916297	-0.11299311375647253	-0.09075428388405488	-0.0697752629050339	-0.05052047189451769	-0.037159024181924946	-0.08002989377035179	-0.12015160412106977	-0.040671542198259754	-0.06330539689318315	-0.10665670207654941	-0.17262584743500775	-0.13927827897293546	-0.16862755565045642	-0.05318422035979288	-0.11440772967490524	-0.03258954785672343	0.011151443975871457	-0.10739870816206694	-0.07256178935568249	-0.1786526450648588	-0.026936422356269685	-0.022142742753429777	-0.07257246570223669	0.15363796508834676	0.292547910105162	-0.06664175519137351	0.007809747504403993	0.16562750226872364	0.17612768910478835	-0.05066994074627663	0.013969999466182673	-0.0059520632039716005	-0.010356056157582874	-0.0247370949661026	-0.06331073506646026	0.02171568889126141	0.08107617573266428	-0.08818128436449048	0.08207441413548283	0.07593017669353547	0.012315165750280254	0.1040730262104308	-0.016740511396999946	0.007916510969946085	0.060262638125233546	0.037126995142262316	0.09169380238082528	0.14924998665456682	0.09097314898841616	0.14599370095553302	0.19255858645171622	0.09287887684834249	-0.03187957081086852	0.059114930870656064	-0.09695190305877328	0.14603640634174986	0.09391448246410078	0.18064912187049592	0.13328351038274702	-0.0024555597074681045	0.07725938183953451	-0.06170394491005178	0.06625740671542198	0.09450168152458228	0.014114130144664496	0.01193615544760583	0.1012918379330593	0.10247157422729941	0.2225324294026584	0.1537714194202744	0.06469866011850745	0.13108418299257993	0.15158276837666151	-0.07219345539956228	-0.11683659851598784	-0.12013558960123846	0.09350878129504084	1.0	0.09580953397747291	0.03612875673944376	0.057518817060801794
SdaR	-0.03723375860780441	0.03205039235573587	-0.02099503549885229	-0.01116745849570277	0.0050178828804783	0.002386163454865745	-0.026050285592270326	0.009122938130571719	0.007393369988789836	0.05634975711311589	0.026552073880318154	0.008306197619174718	-0.056002775850104096	-0.02178508514386377	0.003651310521539529	-0.011535792451822987	-0.018422035979287887	0.015400629904446699	-0.07772914108791971	-0.06758661186142102	0.0655794587092297	0.03204505418245876	-0.011861421021726366	-0.030379544120002135	-0.13742059467250306	-0.047226818982544175	-0.07139272940799658	-0.11822986174131213	0.10083809320450542	0.08308866705813271	0.05593871777077884	0.06237655474296696	-0.02960017082154487	-0.2255538354774996	0.14180857310628303	0.018736988202637056	0.09476859018843752	0.28735386750653924	0.05049911920140928	0.11964447765974484	0.017333048630758553	-0.07161159451235787	-0.1652164629263866	-0.14856670047509743	-0.17352799871883842	0.010473495969679177	-0.056851545401163724	-0.03178348369188064	-0.04478193562163028	0.006870229007633588	-0.0631185608284845	0.13761810708375594	0.013003790103026745	0.03343831740778306	0.04799551593444723	0.09464047402978701	0.11604121069769925	0.1256499225964875	0.16770938984679443	-0.045406501895051514	-0.054406662040249826	0.10727593017669354	-0.21697005284791546	0.06015053648641435	-0.018827737148347835	-0.012256445844232104	-0.06205092617306358	0.012608765280521005	0.005786579832381359	-0.12327443548817595	-0.005023221053755405	-0.272791330806598	-0.05609352479581487	0.05161479741632413	0.24575882133134042	0.13811989537180377	-0.06292104841723162	-0.05100624566273421	0.05209523301126354	0.2431911599850531	-0.09405861314258261	-0.01682592216943362	-0.07099236641221374	0.03616078577910639	0.09580953397747291	1.0	-0.0354721614263599	-0.03573373191693802
CadR-PbrR	-0.005759888965995837	-0.009912987775583195	0.01080446271285966	-0.055468958522393634	-0.05320023487962419	-0.06737842310361394	-0.1081620669406929	-0.08159931671382054	-0.09219025249559601	-0.07415790316553675	-0.0478460470826883	-0.03567501201088987	-0.1554155767896226	-0.05855976084983719	-0.13305396893183152	-0.030988095873592057	-0.05770565312550045	-0.17446217904233172	-0.07219879357283937	-0.0687343191159985	0.0007206533924091176	0.05898681471200555	0.07199060481503229	0.05229808359579352	0.16093524795814873	0.08766348155661133	0.017541237388565632	0.05068595526610794	0.09490738269364224	-0.0006192281001441307	0.053552554315913097	0.08606736774675706	-0.10074200608551753	0.11313190626167725	0.04205412907702984	-0.004553461805370202	0.04042064805423584	-0.11536326269150697	0.008503710030427587	-0.20456413815192442	-0.17472908770618695	0.15231943628890193	0.002359472588480222	-0.07426466663107885	0.015347248171675652	-0.017439812096300647	0.07670421181871563	0.06392462499332728	0.0813324080499653	0.07226818982544174	0.06824854534778199	-0.04840121710350718	-0.047728607270592006	-0.0355896012384562	0.009507286606523249	0.08425772700581861	0.03754871083115358	0.1775689958896066	-0.102092563924625	0.03948646773074254	0.07031975657929856	0.10935781775476432	0.01847007953878183	0.03636363636363636	-0.02388832541504297	0.024021779746970586	-0.07277531628676667	0.08015267175572519	0.08464207548177013	0.016212032242566593	-0.005871990604815032	-0.07367212939732024	0.004601505364864144	-0.015987828964928202	0.03902738482891155	-0.06839801419954092	-0.058207441413548285	0.07225751347888752	0.0785298670794854	-0.03431911599850531	-0.11579031655367533	-0.08139646612929055	-0.08158330219398921	0.11930283457001015	0.03612875673944376	-0.0354721614263599	1.0	0.07965622164095447
NikR	-0.10190572785992634	0.02818021672983505	0.05877328778092137	0.05010409437890354	0.06483211445043506	-0.01864623925692628	-0.0226338546949234	0.05513265360593605	0.04126407943201836	0.029039662627448885	0.0325521806437837	0.029893770351785618	-0.03148454598836278	0.009752842577270058	0.026455986761330274	0.07929856403138846	0.17098169006565953	-0.02738482891154647	0.012459296428762078	-0.02510009074894571	0.030843965195110234	0.015710243954518765	0.06347088026477339	0.0676773608071318	-0.03358778625954199	0.06468264559867613	-0.13142582608231462	0.09912453958255485	0.06233918753002723	0.041381519244114665	0.13560027758501042	0.06823253082795068	0.052367479848395876	0.03777291410879197	-0.013537607430737201	0.12172636523781562	0.13751134361821385	0.044995462552714464	0.13562163027811883	0.08193028345700101	0.0879730956066834	0.08220786846741045	-0.04021245929642876	-0.015432658944109326	0.027982704318582182	-0.054839054075695295	-0.07367746757059734	-0.08093738322745957	-0.08685741739176854	-0.10413708428975604	-0.13158597128062777	0.09178455132653605	-0.027635723055570383	0.038915283190092353	-0.00507660278652645	-0.056413815192441145	0.0015427320770832222	0.02603427107243901	-0.029333262157689638	-0.06958308866705813	0.040927774515560775	-0.1128329685581594	-0.00521539529173117	-0.021139166177334117	-0.09478994288154594	-0.13839214220893611	-0.08742860193241872	-0.1173864303635296	-0.11246463460203918	-0.14533710564244914	-0.016820583996156515	-0.2177227352799872	-0.1042064805423584	-0.0358244808626488	0.19481663374793146	-0.03227459563337426	-0.04312710190572786	-0.1941974056477873	0.13431911599850532	0.01837933059307105	0.1243847755298137	-0.04357550846100464	0.054817701382586875	0.03566967383761277	0.057518817060801794	-0.03573373191693802	0.07965622164095447	1.0
