	IscR	NsrR	Phr	Zur	SahR_SamR	FUR	NagC	ThiR	MntR	ArgR	NrtR	RbkR	KdgR	MetR	BirA	CzrA	HexR	PhrR	AgaR	GulR	XylR	AraR	ModE	NadQ	SiaR	HutC	Irr	PhnF	HypR	SoxR	NagQ	NarP	PdhR	VanR	NiaR	Rex	TrpR	TyrR	HisR	CcpA	PsrA	GguR	NrdR	LldR	NagR	NifA	CueR	AcnR	FruR	FadP	MerR	LiuR	RbsR	FadR	NnrR	GntR	NtrC	HrcA	PurR	NmlR	ZntR	BioQ	DasR	CsoR	PdxR	GlcC	FixJ	PaaR	AmtR	PrpR	PhsR	RutR	HcpR	TtrR	FabR	LexA	FnrN_FixK	PhnR	LtbR	QorR	CblR	LiuQ	MetJ	NorR	ExuR_UxuR	SdaR	CadR-PbrR	NikR
Irr	0.6774302033844019	0.7295574654353281	0.7227299418139113	0.7016815245822879	0.7164308973469279	0.7019270805530348	0.7161533123365185	0.6805210057118454	0.6879784337799605	0.6913788501574761	0.7094805957401378	0.683051299845193	0.6992099503549886	0.715518069716543	0.6874286019324187	0.7019110660332034	0.5680350184166978	0.6135589601238456	0.6513852559654086	0.6595526610793786	0.6174237975764694	0.6255858645171622	0.6405167351732237	0.6361234185661666	0.5642449153899536	0.5604815032295948	1.0	0.6603480488976672	0.2236961511770672	0.07751561415683553	0.14687983771953236	0.06837132333315539	0.20624032456093525	0.2192494528372391	0.31006779480061925	0.4093151123685475	0.36398334489937545	0.2678802113916618	0.30207654940479367	0.37318635562910374	0.282901830993434	0.45511130091282764	0.3933486360967277	0.20413174611647894	0.30867453157529495	-0.6394597768643571	-0.6499172583142049	-0.5705866652431538	-0.641755191373512	-0.6732717664015374	-0.6555490311215502	-0.7221107137137671	-0.7186409010836492	-0.6237068275236214	-0.7095873592056798	-0.6561575828751401	-0.7088880585063791	-0.52848449260663	-0.5826776277157957	-0.5752789195537287	-0.4840281855549031	-0.49683446324667696	-0.47344792611968184	-0.5580686489083435	-0.6063844552394171	-0.569577750493781	-0.5893236534457909	-0.6690866385522874	-0.12450755351518711	-0.18650509795547965	-0.2166871296642289	-0.23648107617573266	-0.2616986067367747	-0.32213740458015266	-0.3631719425612555	-0.4980782576202423	-0.4148134308439652	-0.39209416537660813	-0.40889339667965624	-0.4419366892649335	-0.038237335183900066	-0.10458015267175573	-0.05002935995302407	-0.0323173010195911	-0.1786526450648588	-0.07139272940799658	0.017541237388565632	-0.13142582608231462
PhnF	0.689280948059574	0.7687770245022153	0.75717183579779	0.7306411146105802	0.7660492179576149	0.7083969465648855	0.7231569956760796	0.7399348742860193	0.7030214060748412	0.705669140020285	0.732925852773181	0.7112155020551967	0.6543586184807559	0.7039502482250574	0.6683553088133241	0.7300752682432071	0.5171408743927828	0.5308920087546042	0.5965728927560988	0.5909090909090909	0.5868040356589975	0.598110286659905	0.6617573266428228	0.6456573960390755	0.5684086905460951	0.6639940212459297	0.6603480488976672	1.0	0.1381519244114664	0.11253403085464155	0.1931137564725351	0.16985533550419046	0.05331233651844339	0.20230609085570916	0.3426893716970053	0.45802060534884964	0.40620829552127263	0.2148347835370736	0.24673036886777344	0.2932418726311856	0.27863663054502746	0.4551166390861047	0.4465328564565206	0.32818021672983505	0.39672769978113487	-0.5937596754390647	-0.7281481876901724	-0.692649335397427	-0.6735707041050553	-0.6804676239790743	-0.5918432712325842	-0.7485026423957721	-0.7240751614797416	-0.652831900923504	-0.7122724603640634	-0.677184647413655	-0.7230128649975979	-0.4919553728714034	-0.5998665456680724	-0.5242726738909945	-0.3900549831847542	-0.4946351358565099	-0.4904446698339828	-0.54701329205146	-0.6007847114717344	-0.45015747611167456	-0.55558639833449	-0.6008487695510596	-0.17192654673570704	-0.19957828431110874	-0.25829285218598197	-0.3212512678161533	-0.3267282335984626	-0.333689211551807	-0.3731756792825495	-0.4148080926706881	-0.3775369668499439	-0.40350717984305773	-0.3173437249773128	-0.3503763412160359	0.052431537927721136	-0.04733892062136337	-0.0649975978220253	-0.1365077670421182	-0.026936422356269685	-0.11822986174131213	0.05068595526610794	0.09912453958255485
HypR	0.2802540970479902	0.29647146746383385	0.29887898361180804	0.3280467623979074	0.2745529279880425	0.3039769390914429	0.25901884375166817	0.2820423850958202	0.2457321304649549	0.2985053114824107	0.2854321251267816	0.3031548604067688	0.26421288635029094	0.27188384134949023	0.3204291891314792	0.31919073293119093	0.23078524528906208	0.2422516414882827	0.22411786686595847	0.3035765760956601	0.24647947472374954	0.2741739176853681	0.25349383440986495	0.19187530027224683	0.27999786473068916	0.17030374205946724	0.2236961511770672	0.1381519244114664	1.0	0.0903058773287781	0.06920941653766081	-0.05630171355362195	0.010366732504137085	0.1476165056317728	0.16216836598515988	0.12727806544600437	0.046548870976351894	0.20366732504137083	0.2086531788821865	0.1493514119468318	0.3212566059894304	0.09643410025089415	0.1781668712966423	0.010676346554209149	0.03789569209416538	-0.38539475791384187	-0.40855709176319865	-0.22511076709549993	-0.3026797629851065	-0.3106336411679923	-0.2932739016708482	-0.30114770725457746	-0.24216089254257192	-0.13567501201088988	-0.27230021886510436	-0.1819142689371697	-0.2654566807238563	-0.1302033844018577	-0.07892489190199115	-0.24476592110179896	-0.19458175412373885	-0.2459616719158704	-0.3184540650189505	-0.14965034965034965	-0.22564458442321036	-0.315058986814712	-0.20644317514546523	-0.24291357497464366	-0.09493941173330486	0.06406875567180911	-0.050403032082421396	-0.14027651737575403	-0.07460630972081354	-0.21697539102119254	0.11584369828644638	-0.11618534137618107	-0.1326802968024342	-0.21851812309827576	-0.21849677040516735	-0.21037740885069128	0.2358084663428175	0.09751774942614637	0.05016281428495169	0.09732023701489351	-0.022142742753429777	0.10083809320450542	0.09490738269364224	0.06233918753002723
SoxR	0.2077029840388619	0.20565312550045375	0.2388512251107671	0.2962846313991352	0.23062510009074894	0.30987028238936637	0.2787914375700635	0.30517802807879146	0.2598676133027278	0.27765974483531736	0.2580526343885122	0.27732343991885977	0.31300912827630384	0.3173810921902525	0.24272140073666792	0.1773821598249079	0.15152938664389046	0.14922329578818128	0.22105375540490044	0.1983878716703144	0.20719051940425987	0.2084182992579939	0.1705866652431538	0.16356162921048417	0.15129984519297496	-0.02791330806597982	0.07751561415683553	0.11253403085464155	0.0903058773287781	1.0	-0.09722948806918273	-0.03177280734532643	-0.12417658677200662	0.010857844445630704	-0.025105428922222815	0.10586665243153792	-0.05225004003629958	0.008957454758981477	0.23461805370202315	0.42198793572839377	0.19200875460417446	0.05971814445096888	-0.09995195644050606	-0.018112421929215822	0.025703304329258526	-0.1295200982223883	-0.1925265574120536	-0.1788821865157743	-0.19081300379010302	-0.3463086531788822	-0.29257993914482466	-0.041861954839054076	-0.05573052901297176	-0.25918966529653553	-0.23451129023648107	-0.27948006192281	-0.21812843644904714	-0.2899055143329953	-0.11240057652271393	0.01943095072866065	-0.05116639086104735	-0.17116852613035818	-0.2421342016761864	-0.15443335290663535	-0.1539155500987562	-0.18137511343618215	-0.16379117066139967	-0.19825975551166392	-0.02196124486200822	-0.07243901137030909	-0.30617092830833287	-0.08147120055517001	0.0005551700208188758	-0.12654139753376395	-0.06403672663214648	0.06560614957561522	-0.19330059253723375	-0.16178401750920834	-0.12649335397427	-0.08416697806010782	-0.05007206533924091	0.2547002615704906	-0.1214701329205146	-0.04039395718785032	-0.07257246570223669	0.08308866705813271	-0.0006192281001441307	0.041381519244114665
NagQ	0.060695030160679016	0.20652858591789888	0.12615704905781241	0.14016441573693483	0.16339614583889392	0.11553942240965141	0.1110820477232691	0.13686008647840708	0.12565526076976458	0.1649975978220253	0.14849196604921797	0.17587145678748733	0.08523995088880586	0.11723162333849357	0.12547910105162013	0.1984786206160252	0.23493300592537233	0.14743500774035126	0.09998932365344579	0.11990604815032296	0.04729087706186943	0.2214701329205146	0.3094485667004751	0.19119201409277745	0.08023808252815887	0.22693108418299257	0.14687983771953236	0.1931137564725351	0.06920941653766081	-0.09722948806918273	1.0	0.09624726418619549	-0.01624406128222922	0.10612288474883895	0.05495115571451449	0.28842150216196016	0.2410719051940426	0.12132600224203277	0.04080499653018737	0.1311535792451823	0.07472908770618694	0.06900122777985374	0.2246249933272834	0.2502695777504938	0.09166177334116266	-0.21690065659531307	-0.10516201355896013	-0.2546041744515027	-0.19979714941547003	-0.22397373618747665	-0.173608071317995	-0.16259541984732825	-0.199439491805904	-0.1420060855175359	-0.09270805530347515	-0.15330699834516628	-0.10415843698286446	-0.031281695403832806	-0.20090215128383068	-0.22585277318101746	-0.10952863929963166	-0.3490684887631453	-0.12589014039395718	-0.0015800992900229542	-0.10857310628302995	-0.06509902311429029	-0.31124753109485936	-0.13124432819089307	0.011861421021726366	0.10309080232744355	0.10617092830833288	-0.06383921422089361	-0.11304115731596648	0.0630171355362195	0.04396519511023328	-0.09432552180643784	-0.008717236961511771	0.029424011103400417	-0.2030587732877809	-0.17657609566006513	-0.007692307692307693	-0.062467303688677735	-0.1394384241712486	0.1316073239737362	0.15363796508834676	0.05593871777077884	0.053552554315913097	0.13560027758501042
NarP	0.14533176746917206	0.16467730742539902	0.19665830352853253	0.12955746543532803	0.1508621149842524	0.09843591522980837	0.08932365344579085	0.11381519244114664	0.18247477713126567	0.15726792291677788	0.16551540062990444	0.13101478673997757	0.09879891101265147	0.06865424651684193	0.16800298937703517	0.15786046015053648	0.2020979020979021	0.029653552554315912	-0.07536433032616238	0.0009395184967704052	0.1650883467677361	0.1315165750280254	0.233128703357711	0.13075855442267656	0.0718838413494902	0.14821438103880852	0.06837132333315539	0.16985533550419046	-0.05630171355362195	-0.03177280734532643	0.09624726418619549	1.0	0.11979394651150377	0.0479581487215075	0.20567981636683927	0.36164522500400365	0.2475150803395078	0.1483211445043506	0.17476111674584957	0.141909998398548	0.13435114503816795	-0.06050819409598036	0.03517856189611915	0.19761383654513426	-0.10834356483211445	-0.15653659317781454	-0.1535685688357444	-0.21934020178294988	-0.16757059734158972	-0.22534030854641543	-0.22640260502855922	-0.12009822238829873	-0.22980835957935195	-0.13819996797096035	-0.06319329525436396	-0.0815619495008808	-0.0295200982223883	0.11303048096941226	-0.012251107670954999	-0.20038434847595152	-0.13995088880585063	-0.14637804943148455	-0.22572465702236694	-0.01845940319222762	-0.07518283243474083	-0.06878770084876955	-0.11979394651150377	-0.09791811242192922	0.02003416430897347	0.052431537927721136	-0.019014573213046497	-0.238285378743394	-0.21500560508194097	-0.07461164789409064	-0.060897880745208986	0.010756419153365717	-0.12211071371376715	-0.11076175732664283	-0.02241498959056211	0.12668552821224577	-0.04641007847114717	-0.16555810601612128	-0.07076282496129824	-0.13228527197992848	0.292547910105162	0.06237655474296696	0.08606736774675706	0.06823253082795068
PdhR	0.1641755191373512	0.17754230502322105	0.17966689798750868	0.16702076549404793	0.20204985853840815	0.20904286553141516	0.18603000053381732	0.1799071157849784	0.24755244755244754	0.21001441306784818	0.21390060321358031	0.20006939625260237	0.23985480168686277	0.16619334863609672	0.16892115518069717	0.16130358191426894	0.30014413067848184	0.13052367479848395	0.1899535578924892	0.26493353974270006	0.16004911119414936	0.0912560721721027	0.2373511984199007	0.21301980462285805	0.1604601505364864	0.045844232103774085	0.20624032456093525	0.05331233651844339	0.010366732504137085	-0.12417658677200662	-0.01624406128222922	0.11979394651150377	1.0	0.07495329098382533	0.01840068328617947	0.247370949661026	0.10842363743127102	0.16936956173597395	0.08643036352960017	0.09416003843484759	0.10176159718144451	0.057486788021139164	0.1979127742486521	0.2626701542732077	0.07999252655741206	-0.21747717930924038	-0.15412373885656327	-0.22506272353600598	-0.18093204505418245	-0.1873004857737682	-0.2904339934874286	-0.1494741899322052	-0.17520418512784924	-0.1486627875940853	-0.15515400629904447	-0.2403619281481877	-0.16071638285378742	-0.1702663748465275	-0.1507713660385416	-0.2852933326215769	-0.08965462018897133	-0.09695724123205039	-0.12957347995515933	-0.12795067527891954	-0.1597448353173544	-0.08193028345700101	-0.20938450862114985	-0.27255111300912827	0.0011583836011316928	-0.1594085304008968	-0.04395985693695617	-0.09910852506272354	-0.2481823519991459	-0.05329098382533497	-0.1826028932899162	-0.1341696471467464	-0.11174931938290716	-0.20110500186836064	-0.15135856509902312	-0.1655847968825068	0.040025623231730104	0.15246356696738375	-0.05457748358511717	-0.0316233384935675	-0.06664175519137351	-0.02960017082154487	-0.10074200608551753	0.052367479848395876
VanR	0.14868947846047081	0.16244595099556933	0.15477499599637004	0.17382693642235628	0.14717343724977314	0.11877969358885389	0.09980248758874713	0.12197192120856243	0.0612608765280521	0.11279560134521967	0.1150429722948807	0.14871083115357925	0.12851652164629263	0.151454652218011	0.1292958949447499	0.24729087706186942	0.07524689051406609	0.1108631826189078	0.15744942080819943	0.18861367639993595	0.0908984145625367	0.16763465542091496	0.15510596273955052	0.2211124753109486	0.32023167672022634	0.1784391181337746	0.2192494528372391	0.20230609085570916	0.1476165056317728	0.010857844445630704	0.10612288474883895	0.0479581487215075	0.07495329098382533	1.0	0.1085037100304276	-0.04244915389953558	-0.024731756792825497	-0.016436235520204987	-0.20172422996850478	-0.0823786900122778	-0.11439171515507393	-0.009848929696257941	0.25934447232157154	0.13281908930763892	0.10013879250520472	-0.26647093364650615	-0.20975284257727006	-0.15725190839694655	-0.11980462285805797	-0.14742966956707415	-0.16381252335450808	-0.2113222655207388	-0.25786579832381357	-0.09477926653499173	-0.22269791277424866	-0.1491432231890247	-0.22222281535258634	-0.14732824427480917	-0.2736401003576576	-0.05720386483745262	-0.11595579992526557	-0.03327817220946992	0.026690866385522875	-0.11896652965355256	-0.047872737949073825	-0.19111194149362087	-0.18407622911439706	-0.23994555063257353	0.10809800886136764	-0.12203597928788769	0.13988149255324828	0.05522340255164682	-0.08230395558639833	-0.18955319489670636	-0.07750493781028132	-0.2356002775850104	-0.07989110126514706	-0.1835691026530721	-0.03807718998558693	-0.2417925585864517	0.06905994768590189	-0.054438691079912456	-0.017108845353120163	0.09512090962472641	0.007809747504403993	-0.2255538354774996	0.11313190626167725	0.03777291410879197
NiaR	0.43062510009074895	0.4738749799818502	0.4356429829712272	0.42082421395398495	0.4743447392302354	0.4117012758234132	0.43831206960977953	0.43363049164575884	0.3888005124646346	0.40332568195163615	0.4254417338386804	0.39324721080446273	0.3441520311749319	0.30237014893503444	0.4562483318208509	0.4563711098062243	0.13212512678161534	0.3538728447125394	0.40387017562590083	0.2913681738109219	0.3143596861154113	0.40522073346500825	0.372689905514333	0.3254844392248972	0.24610580259435222	0.43692948273100946	0.31006779480061925	0.3426893716970053	0.16216836598515988	-0.025105428922222815	0.05495115571451449	0.20567981636683927	0.01840068328617947	0.1085037100304276	1.0	0.3864837452623712	0.31149308706560613	0.10442000747344259	0.23003256285699034	0.14677307425399028	0.23314471787754232	0.11500560508194096	0.13986547803341695	0.04180857310628303	0.09080232744354881	-0.3675972882079752	-0.401019591095927	-0.38779159771526184	-0.44086905460951265	-0.3221854481396466	-0.4512090962472642	-0.44511824053808785	-0.414445096887845	-0.2792825495115571	-0.40930977419527037	-0.35830886670581324	-0.31953237602092566	-0.17214007366679124	-0.35120375807398707	-0.24126941760529547	-0.23078524528906208	-0.3248652111247531	-0.3426092990978487	-0.208984145625367	-0.2752842577270058	-0.2842630651790957	-0.387546041744515	-0.21407142475844765	-0.11693802380825281	-0.012987775583195431	-0.1009235039769391	-0.2504937810281322	-0.27369348209042865	-0.03412694176052955	-0.10459616719158704	-0.13449527571664976	-0.25523407889820104	-0.2512464634602039	-0.23518390006939624	-0.13152191320130252	0.018769017242299686	-0.15490845032829767	-0.14660225270912294	-0.182490791651097	0.16562750226872364	0.14180857310628303	0.04205412907702984	-0.013537607430737201
Rex	0.537975764693322	0.6373245075535152	0.6457107777718465	0.60975284257727	0.6300325628569904	0.6255645118240538	0.6425132119788608	0.6385736401003577	0.6775369668499439	0.6473335824480863	0.674883894731223	0.6282069075962206	0.5676506699407463	0.5197352266054556	0.6570650723322479	0.5779907115784978	0.5304863075855443	0.5057278599263332	0.4656702076549405	0.4628730048577377	0.5211445043506112	0.5211658570437196	0.5706026797629851	0.57728607270592	0.37278065446004377	0.4246890514066087	0.4093151123685475	0.45802060534884964	0.12727806544600437	0.10586665243153792	0.28842150216196016	0.36164522500400365	0.247370949661026	-0.04244915389953558	0.3864837452623712	1.0	0.49082901830993436	0.3228260289328992	0.38299791811242195	0.5001494688517589	0.5076175732664282	0.07580739870816207	0.34965034965034963	0.24149895905621097	0.1654620188971334	-0.5881706080179363	-0.5158810654993861	-0.5855335504190466	-0.5890087012224416	-0.606891581700742	-0.6541771205893343	-0.43573373191693804	-0.563449527571665	-0.43831206960977953	-0.5653125500453745	-0.4977579672236161	-0.45349383440986496	-0.3008754604174452	-0.37942134201676186	-0.5676560081140234	-0.37988042491859286	-0.5734479261196819	-0.5394224096514173	-0.3721347354935141	-0.3664175519137351	-0.4214968237869001	-0.5544974109859606	-0.48719906048150324	-0.1261303581914269	-0.02255378209576683	-0.1193615544760583	-0.22595953664655954	-0.34090108364917526	-0.17742486521112474	-0.25683553088133243	-0.20964607911172797	-0.41571558212779586	-0.3352586344952757	-0.28906208295521274	-0.21009448566700475	0.0012491325468424704	-0.0021779746970586665	-0.1918432712325842	-0.16398868307265255	0.17612768910478835	0.018736988202637056	-0.004553461805370202	0.12172636523781562
TrpR	0.4474883894731223	0.5888378796775743	0.5524422142742753	0.478353707361341	0.5393797042652004	0.4867453157529493	0.5093311268883788	0.5090535418779694	0.5414135482837773	0.5540810334703464	0.5436128756739443	0.46804569476325203	0.4449100517802808	0.4447018630224737	0.5415256499225964	0.5662147013292052	0.5632413388138579	0.5066300112101639	0.38023274435488175	0.42948273100944856	0.39129877755831954	0.47472374953290986	0.5563604334596701	0.49720813537607433	0.3762291143970533	0.6514813430843965	0.36398334489937545	0.40620829552127263	0.046548870976351894	-0.05225004003629958	0.2410719051940426	0.2475150803395078	0.10842363743127102	-0.024731756792825497	0.31149308706560613	0.49082901830993436	1.0	0.37733411626541397	0.31218704959162974	0.23160198580045907	0.3244434954358619	0.3011423690813004	0.2555757219879357	0.2596540863716436	0.07812950408370256	-0.5271606256339081	-0.4598569369561736	-0.6071211231516574	-0.5159611380985427	-0.4971067100838093	-0.525318955853307	-0.4116692467837506	-0.5522447018630224	-0.4636950835424118	-0.4500934180323493	-0.39782736347621844	-0.4124379437356537	-0.19448032883147387	-0.42317301019591097	-0.4487695510596274	-0.3920621363369455	-0.39943949180590405	-0.4660065125713981	-0.3661453050766028	-0.4657396039075428	-0.39163508247477713	-0.4289168846420755	-0.46272353600597876	-0.08000320290396626	-0.18651043612875673	-0.012678161533123365	-0.22074947952810547	-0.4427427534297763	-0.2054823039555864	-0.11840602145945657	-0.26783216783216784	-0.4844659157636257	-0.4129504083702557	-0.15411840068328617	-0.28174344739230234	-0.1429456040143063	-0.19260129183793306	-0.02296482143810388	-0.10937917044787274	-0.05066994074627663	0.09476859018843752	0.04042064805423584	0.13751134361821385
TyrR	0.3091122617840175	0.4466449580953398	0.42221213900603216	0.39527571664976247	0.41355896012384563	0.37578070784177653	0.3949394117333049	0.38629157102439543	0.4316607057065072	0.44721614263598997	0.4376928415096354	0.4278972935461485	0.41091656435167884	0.4031335077136604	0.4446484812897027	0.39180056584636735	0.40451075641915335	0.42630651790957136	0.269780601078311	0.37637858324881224	0.34934073560027756	0.37659211017989647	0.442470506592644	0.35583195430523673	0.31835263972668554	0.3004750974216623	0.2678802113916618	0.2148347835370736	0.20366732504137083	0.008957454758981477	0.12132600224203277	0.1483211445043506	0.16936956173597395	-0.016436235520204987	0.10442000747344259	0.3228260289328992	0.37733411626541397	1.0	0.32409651417285007	0.3506165590135056	0.34464848128970266	0.2600704638872578	0.12543105749212619	0.10732397373618748	-0.0173864303635296	-0.4491165323226392	-0.4153739390380612	-0.5004430683819997	-0.4331393797042652	-0.4149682378690012	-0.41840068328617946	-0.23835477499599636	-0.393668926493354	-0.352629050338974	-0.33202370148935034	-0.2870762824961298	-0.2792291677787861	-0.2857791063897934	-0.17342123525329634	-0.38173277104574815	-0.43377462232424063	-0.2758394277478247	-0.36156515240484705	-0.33297923450595207	-0.33386003309667434	-0.40061388992686703	-0.34500080072599154	-0.40310681684727484	-0.11137564725350985	-0.1397960817808146	-0.13023541344152031	-0.1971974590295201	-0.20193775689958895	-0.20313884588693748	0.03300058719906048	-0.0804035658997491	-0.15605081940959803	-0.3298564031388459	-0.04246516841936689	-0.1890353920888272	-0.14038328084129612	-0.027630384882293278	0.037340522073346503	-0.023423904339934874	0.013969999466182673	0.28735386750653924	-0.11536326269150697	0.044995462552714464
HisR	0.3429989857470773	0.4405007206533924	0.4572999519564405	0.48454065018950515	0.44755778572572463	0.4711952169967437	0.49187530027224685	0.4747717930924038	0.5169433619815299	0.4805103293652912	0.48959590028292316	0.4032456093524796	0.4947632520151604	0.45478033416964714	0.46712752895959003	0.4166817914909518	0.4229648214381039	0.4767522553782096	0.3409704799017776	0.31113542945604017	0.45768430043239205	0.35362728874179256	0.4902258047296215	0.3567287674157903	0.1855175358992153	0.25594405594405595	0.30207654940479367	0.24673036886777344	0.2086531788821865	0.23461805370202315	0.04080499653018737	0.17476111674584957	0.08643036352960017	-0.20172422996850478	0.23003256285699034	0.38299791811242195	0.31218704959162974	0.32409651417285007	1.0	0.5003202903966263	0.5122617840175092	0.3023060908557092	0.1201943095072866	-0.04063417498532002	0.02386163454865745	-0.48969198740191106	-0.36829658890727596	-0.4341643089734693	-0.4853413761810708	-0.5036993540810335	-0.46548337159024183	-0.313986013986014	-0.29083969465648857	-0.3289649282015694	-0.38099610313350774	-0.38184487268456735	-0.2742966956707415	-0.33186889446431433	-0.18112955746543533	-0.4022206800832755	-0.2678108151390594	-0.4139913521592911	-0.46580366198686807	-0.30894144023915016	-0.3822986174131212	-0.40371536860086477	-0.4119254791010516	-0.3657929856403139	-0.1802754497410986	-0.03582981903592591	-0.23501841669780602	-0.30774568942507874	-0.21103400416377516	-0.22305023221053755	-0.004024982650936849	-0.22394170714781403	-0.2765280521005712	-0.2988469545721454	-0.2374633000587199	-0.16564351678855496	-0.06712219078631293	0.04193135109165644	0.002877275396359366	-0.17612768910478835	-0.0059520632039716005	0.05049911920140928	0.008503710030427587	0.13562163027811883
CcpA	0.4507660278652645	0.4904126407943202	0.4868467410452143	0.5454545454545454	0.5195804195804196	0.596733037954412	0.5648694816633748	0.5583035285325362	0.5777665083008594	0.5658570437196392	0.5583035285325362	0.5854374633000587	0.5865584796882507	0.5479581487215075	0.5676613462873005	0.4589494474990658	0.40541824587626113	0.45164148828270967	0.45770565312550043	0.4210217263652378	0.5587786259541985	0.42444883360913893	0.5077243367319704	0.48979875086745317	0.2666310788448193	0.21362301820317087	0.37318635562910374	0.2932418726311856	0.1493514119468318	0.42198793572839377	0.1311535792451823	0.141909998398548	0.09416003843484759	-0.0823786900122778	0.14677307425399028	0.5001494688517589	0.23160198580045907	0.3506165590135056	0.5003202903966263	1.0	0.44313777825228207	0.13611274221961245	0.09602839908183419	-0.08778625954198473	0.14511824053808786	-0.4966262744888699	-0.46062563390807665	-0.5271499492873538	-0.5336144771259275	-0.6252121923877649	-0.6043986547803342	-0.30688090535418777	-0.4158597128062777	-0.44230502322105375	-0.4733785298670795	-0.46702610366732505	-0.39156034804889767	-0.3572572465702237	-0.2226338546949234	-0.3769070624032456	-0.4004911119414936	-0.4499492873538675	-0.4970640046975925	-0.4073399882560188	-0.3581060161212833	-0.4523995088880585	-0.40476165056317726	-0.4799284684780868	-0.12137938397480383	-0.12077617039449101	-0.28060107831100195	-0.20435061122084022	-0.13576576095660065	-0.24292425132119788	-0.1554422676560081	-0.10183633160732397	-0.20470293065712913	-0.2957828431110874	-0.204900443068382	-0.1259168312603427	0.064063417498532	0.21161052687770246	-0.020797523087599423	-0.08189291624406128	-0.010356056157582874	0.11964447765974484	-0.20456413815192442	0.08193028345700101
PsrA	0.46026797629851063	0.508936102065873	0.5627128596594245	0.5720546628943576	0.5334756846207228	0.5729407996583569	0.574526237121657	0.570442534564672	0.6167992313030481	0.5489937543372658	0.5655847968825068	0.4970853573907009	0.5548177013825869	0.5071264613249346	0.6103293652911973	0.47446217904233173	0.41077243367319705	0.4656114877488923	0.39225431057492127	0.4458549084503283	0.5128916884642075	0.446709016174665	0.4447765974483532	0.42526557412053595	0.29641274755778574	0.2848929696257941	0.282901830993434	0.27863663054502746	0.3212566059894304	0.19200875460417446	0.07472908770618694	0.13435114503816795	0.10176159718144451	-0.11439171515507393	0.23314471787754232	0.5076175732664282	0.3244434954358619	0.34464848128970266	0.5122617840175092	0.44313777825228207	1.0	-0.006133561095393156	0.2502962686168793	0.07487855655794587	-0.022943468744995463	-0.5581166924678375	-0.47020231676720226	-0.5304169113329419	-0.5469919393583516	-0.5458976138365451	-0.5716542998985747	-0.34308973469278814	-0.40767095499919925	-0.3362034911653232	-0.47920781508567767	-0.4215662200395025	-0.3591469599103187	-0.2697325575188171	-0.2350077403512518	-0.338285378743394	-0.378967597288208	-0.44302567661346287	-0.43181017455826615	-0.34879624192601294	-0.3398548016868628	-0.4759301766935355	-0.4285965942454492	-0.4668125767362409	-0.1172636523781562	-0.05693161800032029	-0.20564244915389954	-0.2190199113863236	-0.24872684567341055	-0.233587786259542	-0.023162333849356752	-0.11975657929856404	-0.3229381305717184	-0.3459883627822559	-0.35468424705065926	-0.21290236481076175	0.12361607857791064	0.15121443442054128	-0.15489243580846634	-0.1517962953077457	-0.0247370949661026	0.017333048630758553	-0.17472908770618695	0.0879730956066834
GguR	0.32223882987241764	0.3900389686649229	0.4120055517002082	0.3774995996370042	0.3744194736561149	0.33113222655207386	0.3688517589280948	0.35113436182138474	0.3288848556024129	0.34186729301233115	0.3701062296482144	0.34520365131052155	0.3580472962152351	0.4160572252175306	0.26872364276944427	0.32677627715795654	0.4621790423317141	0.28963326749586293	0.3716222708589121	0.291117279666898	0.2495916297443015	0.2848182351999146	0.3936956173597395	0.3307638925959537	0.3520738803181551	0.42499866545668075	0.45511130091282764	0.4551166390861047	0.09643410025089415	0.05971814445096888	0.06900122777985374	-0.06050819409598036	0.057486788021139164	-0.009848929696257941	0.11500560508194096	0.07580739870816207	0.3011423690813004	0.2600704638872578	0.3023060908557092	0.13611274221961245	-0.006133561095393156	1.0	0.12749159237708857	0.1100357657609566	0.28583248812256445	-0.2782255912026904	-0.34758447659211017	-0.3585063791170661	-0.32713393476752256	-0.34310574921261944	-0.23318208509048205	-0.45221267282335986	-0.3581327069876688	-0.46034804889766723	-0.3768002989377035	-0.44282816420221	-0.39597501734906315	-0.310259969038595	-0.3407249239310308	-0.2919927400843431	-0.331596647627182	-0.25968611541130626	-0.31268349970640047	-0.3188971334009502	-0.5127902631719425	-0.27274862542038114	-0.24502749159237708	-0.3730582394704532	-0.21969785939251588	-0.26410078471147175	-0.23088667058132706	-0.3004804355949394	-0.15117706720760155	-0.0562429936475738	-0.11269417605295468	-0.3597555116639086	-0.2898467944269471	-0.2895959002829232	-0.21601451983131373	-0.3049805156675386	-0.22442214274275343	-0.007030374205946725	0.10255164682645598	-0.003501841669780601	-0.06331073506646026	-0.07161159451235787	0.15231943628890193	0.08220786846741045
