	MetJ	HypR	VanR	LiuQ	NarP	PhsR	ZntR	NmlR	PrpR	LtbR	GntR	PdxR	PhnR	TtrR	FnrN_FixK	HcpR	CsoR	FadR	FadP	AcnR	FixJ	GguR	CblR	PaaR	HrcA	LiuR	BioQ	FruR	CueR	PurR	RbsR	DasR	NtrC	NnrR	MerR	NifA	NadQ	RbkR	XylR	ThiR	BirA	Phr	MetR	FUR	SahR_SamR	NsrR	ArgR	CzrA	KdgR	MntR	NagC	NrtR	HutC	IscR	PhnF	AraR	Zur	ModE	AgaR	NagR	LldR	GulR	NikR	SiaR	Irr	TyrR	NorR	SoxR	HexR	PhrR	LexA	PsrA	HisR	NrdR	PdhR	CcpA	QorR	ExuR_UxuR	Rex	FabR	SdaR	NagQ	AmtR	GlcC	RutR	CadR-PbrR	NiaR	TrpR
BioQ	0.08842261890966065	-0.02200657300063505	0.09620545957697317	-0.05837825810847769	0.06713685098571832	0.02860506834900872	0.01646958480700502	0.1525163282050331	0.2125957790025541	0.059258984568745336	0.13714533377215143	0.0899013122824258	0.05892755329553935	0.1188679420203865	0.15044198562098168	0.126921953729413	0.1694448178518618	0.10115375166295063	0.10068094061585957	0.034594008278828726	0.051448331486898036	0.015491514895865685	0.03138399210127427	0.11859677097867251	0.11884708270948542	0.25195498097167307	1.0	0.28873226379148104	0.12412680606866885	0.23347363151331982	0.12993496530401286	0.1178087525668541	0.09426786136438435	0.11969304365158462	0.1569222782075826	0.09966810518655177	-0.07787244299613871	-0.17535263823928873	-0.12379305709425163	-0.147229651742216	-0.17299090070504472	-0.21543728068752288	-0.20548275398528723	-0.30423304949219165	-0.24760002039577067	-0.339837575499117	-0.2594689682984828	-0.2327458733329934	-0.17545925249500535	-0.3092276956023937	-0.3378304462501912	-0.27293944773815537	-0.2713773171217859	-0.17347298255698068	-0.12615711232970692	-0.13811645057965707	-0.31177716693474744	-0.16051007968256764	-0.0872011903713421	-0.16345819562325303	-0.23253728022398265	-0.2250163397935392	-0.13584742109386228	-0.1329920132016261	0.02133212194816693	-0.10787276747430828	-0.007912631935141448	0.04521371522868758	-0.12441420101886146	-0.13470479439672556	-0.08168737918982437	-0.13807009655543245	0.014740579703426952	-0.04122958684658209	-0.12990483518826687	0.06097408346505602	-0.055311939406019535	-0.09125716749099573	-0.17893116890942887	0.021241731600928935	0.08644793747769212	-0.043023487584074614	-0.10792375690095536	-0.14446463419721783	-0.08434578247910593	0.16974380130811056	-0.03873805804450913	-0.14517153306664318
FruR	0.1246065702193936	0.09286333443037857	0.050750703422317606	0.05652409713949316	-0.018149918185147242	0.1290681450510126	-0.04707019389888333	0.1464949404582559	-0.0026213200699018685	0.13009952209001024	0.08671679081819487	0.14417260384460276	0.16464022324098065	0.09874566010448196	0.19694202502190228	0.1951759366989445	-0.09491218230110647	0.1967311142116803	0.14036693845576204	0.18871186802082224	0.19130074027376687	0.12731596293532224	0.15245143257111865	0.12868340664994832	0.23728625000579426	0.1636366586165178	0.28873226379148104	1.0	0.1818514724355795	0.27934093848357444	0.22796213803301332	0.12764044110489453	0.25967524370628237	0.2366025281484812	0.22869916701818468	0.2941695908330282	-0.2666260296387631	-0.2793780217029541	-0.27632097380534093	-0.26851959152833854	-0.3256741033972864	-0.25233740167152613	-0.3443478220561718	-0.41276404411048945	-0.4065016154377442	-0.3368083400160385	-0.36435653661272605	-0.2861016729167343	-0.27466845284173347	-0.3735114563970871	-0.40063319597090824	-0.3928967093278203	-0.20023084304063857	-0.3100064432093672	-0.18701531073420138	-0.25770056227431387	-0.3207350821161539	-0.16311749354520214	-0.0242408369682614	-0.07250001158850605	-0.23634294561282337	-0.22732013479750243	-0.21085750309413112	-0.2448813568749971	-0.11047786363573153	-0.2670524866616295	-0.0030014230685436955	0.07430086542963227	-0.14504637720123673	-0.14427458269789692	-0.10987989672323403	-0.12964757035382027	-0.003794076882784579	-0.09890094608563442	-0.04967760776151781	-0.06065887610032865	-0.1646657179543042	-0.11419313867733427	-0.10153385466159244	0.025286120214526423	-0.01426545095512467	-0.1891939498727582	-0.028173975923719816	0.043141690345847375	0.14981852399516063	0.037317307202024745	-0.11720151484951166	0.08394482016956302
CueR	0.1387167351933658	0.1249542254010782	0.13471406520157048	0.10585173201811515	0.1920145922468259	0.18959722988351232	0.05122351446940866	0.20851430716957692	0.042177526641975424	0.15424069790618872	0.1301806416324033	0.10290129837621853	-0.10052333693349588	0.19288836560345987	0.19152787499246748	0.16431342737019713	0.10706620745280002	0.03463572690063088	0.1155791240016502	0.2601457370521622	0.09067774218818807	0.13079715015459067	0.14554700066286255	0.19685395237587552	0.2869569046636784	0.14765842646629368	0.12412680606866885	0.1818514724355795	1.0	0.2372213543718798	0.23048843235325475	0.16468657726520528	0.24688153302028915	0.22562821291330407	0.20762199220325311	0.21137666816544678	-0.36666264931790055	-0.2679262600182635	-0.3362544094265544	-0.325127125911436	-0.4075955704094451	-0.39310298473561983	-0.389698281656322	-0.4802137847597239	-0.4210521436418503	-0.41479666807273874	-0.44983567498412375	-0.5115120219161826	-0.4206836291492646	-0.3934529576185157	-0.4075886173058114	-0.4426577543329424	-0.22660164742202094	-0.2853623262303517	-0.39552266480014464	-0.39807908923613206	-0.38555886729306404	-0.26684157585140755	-0.2227496280089556	-0.25939480185972347	-0.2017976090594305	-0.2571605378920971	-0.35726437090636026	-0.29965327189879987	-0.026025466900909	-0.08810045844129959	-0.13301055481131593	-0.006980916048226727	-0.05551126171018537	-0.07259271963695528	-0.10463957428464152	-0.1587833922802008	-0.014708131886469723	-0.11407261821435027	-0.08153441090988314	-0.09946182977875224	-0.07671127468931216	0.015350135121980614	0.00823015700108005	0.1258094571480223	0.010568717523211778	0.06311100398181069	-0.04438629589627824	0.001536635903045923	-0.028526266507826876	-0.0710213182157409	-0.013961832096453453	-0.0744468806059398
PurR	0.13079019705095699	0.1859190380612893	0.24356722028822933	0.16528917958012526	0.10495478164936889	0.23693627712289841	0.0308717801335923	0.14613106136809267	-0.027207494518636636	0.07923756900955356	0.1251210998882868	0.12262261798258016	0.038452980795527766	0.070590225790452	0.1776239854262948	0.17931822501170439	0.19870116024122633	0.09540121725667614	0.12078236322086303	0.228511433220075	0.13336748079784547	0.07815983794633131	0.18448438101153752	0.08229925230958926	0.25713272547756233	0.23580292123060664	0.23347363151331982	0.27934093848357444	0.2372213543718798	1.0	0.353041519299498	0.2012089129517779	0.2245782942646166	0.20637506895161103	0.25180201269173186	0.1694378647482281	-0.29703426953010925	-0.2043841636111639	-0.2700098734071598	-0.2829287399585595	-0.27856219087660095	-0.3112927673816002	-0.3894595584315652	-0.4578827335895166	-0.3890423722135437	-0.46310683211963044	-0.37218341360305196	-0.3713351349597415	-0.37665194153830467	-0.4244035395932898	-0.3879066986200407	-0.3336446778627086	-0.26259786493364423	-0.32727099953182437	-0.32411197278091697	-0.37737042891378614	-0.4457171199317669	-0.19654106271235938	-0.20836365659084694	-0.307160306121976	-0.21394468110749035	-0.1798327546805976	-0.18083400160384924	-0.26334648242487174	-0.05571058401435121	-0.023299850276501756	0.02449114869907431	0.10766417436529753	0.11980661101093491	-0.15319309695871247	-0.10609509064529438	-0.20233995114285847	0.032932216510376346	-0.013922431175862532	-0.03975784657745062	0.07473891095855487	-0.018295933361454776	-0.015366359030459228	-0.009755204398069818	-0.01837705290384785	0.07048824693715786	-0.0048069123120923745	-0.2553365070388586	-0.1971645243381804	0.02860506834900872	-0.07192985709054331	-0.16251257352907092	-0.08532385239024526
RbsR	-0.05401402672773037	0.05341605981523286	0.06390134009484033	0.23903379671906216	0.14032058443153742	0.18168923335079334	0.05257473427555613	0.11299488715112803	0.029339779632968837	0.07968256764210985	-0.006128002002493847	0.20080563294102377	-0.05689029393086761	0.08277669875910278	0.20643764688431426	0.15597433841218925	0.16705063250066055	0.1865911714125462	0.03993167416829292	0.1734822533618256	0.10035182704386482	0.01692848964682869	0.15188359577436716	0.07650963468393508	0.13190037593113646	0.15999786771488567	0.12993496530401286	0.22796213803301332	0.23048843235325475	0.353041519299498	1.0	0.17137778066202816	0.295143025341745	0.2615085453643658	0.21330731327440192	0.19588978867200357	-0.1526507548752845	-0.18781259995086474	-0.3170777496048319	-0.2581200661935466	-0.08941227732685614	-0.14916029685117113	-0.2751482169924582	-0.35245745859426786	-0.262023075033259	-0.37520337828128547	-0.2702764090464514	-0.3090839981272974	-0.2775957094715178	-0.24953530090714826	-0.30112269446672013	-0.26313788931586096	-0.11728495209311596	-0.1824424862444433	-0.2887809355169169	-0.111859213557625	-0.23260449355910834	-0.28193676384015276	-0.24685603830696562	-0.319831178643774	-0.10664670353356727	-0.08858485799444679	-0.1632055661912289	-0.13190964673598138	-0.009375101399427991	0.04017735049668337	-0.10517959866685826	0.18159884300355536	0.07696622182254752	-0.12110684139043532	0.0345916905776175	-0.07908691843082358	-0.05617412425659734	0.01110874190542852	-0.056482378517691015	0.04468064395010453	-0.011882854109979558	-0.027942205802596754	0.015113729598435087	-0.06171574785264983	-0.04154015880888699	-0.13050743750318683	-0.07104913063027567	-0.08033384168246566	0.020722566529613268	-0.022518784968317024	-0.20399942521009962	-0.04259703056120817
DasR	0.022275426341137806	-0.005896231881370781	0.07954350556943601	0.1404411048945214	0.13841079863348338	0.17535959134292245	0.21943531527689578	0.03624189384001372	0.04237916664735249	0.010552493614733163	0.061138640251053394	0.14136123227538	0.1844820633103263	0.1709026519137259	0.17383917934835513	0.13731220825936002	0.1268825528088221	-0.02466729399112784	0.2149691050428543	0.07541799741344545	0.04418233818968994	0.024933829630419364	0.06730604317413816	0.08220886196235126	0.02587713402339024	0.12446519044550852	0.1178087525668541	0.12764044110489453	0.16468657726520528	0.2012089129517779	0.17137778066202816	1.0	0.2469835118735833	0.23639161733825922	0.28545735198001215	0.222311582480033	-0.24902077123825506	-0.1947054433530647	-0.279095262155184	-0.22099049278963154	-0.32602407628018226	-0.26553902777069593	-0.3263902730715567	-0.34825314859709544	-0.3785176910133453	-0.36632426494106085	-0.3521886052537651	-0.40257079418349706	-0.3086088693789951	-0.327699774255902	-0.29117743856932937	-0.34082955161752365	-0.37773199030273813	-0.2939215968034265	-0.3715970351966106	-0.27883567961952616	-0.38248327778576097	-0.2526410205301973	-0.21336757350589391	-0.27387116362507014	-0.1158966490675888	-0.12758249857461376	-0.1765369835582276	-0.1025049714690981	-0.1101580208685817	-0.1497234982455002	-0.05069507859324807	-0.06344243525501667	-0.15938831229633202	-0.31725853029930795	-0.08838321798906972	-0.04375124576440104	-0.2086487338398283	-0.18819965605314026	-0.028417334550899037	-0.010181661420936258	-0.06241337591723026	0.06022314827261729	-0.011546787434351113	-0.029868215509129426	0.0841928141991647	-0.06671502936527435	-0.05743727141671804	-0.028688505592613024	-0.016671224812382087	0.030148657355688335	-0.12445823734187483	-0.08622543816141398
NtrC	0.04190172019783898	0.03875659965419898	0.051654606894697565	0.1230792051211926	0.17199892458663799	0.11760711256147703	0.08793358395409097	0.06812882710412504	-0.01043660855417163	0.00958137680722752	0.06531050243126857	0.22642318442875617	0.06423045366683508	0.06706500224817018	0.27556540321047973	0.07689205538378814	0.19926899703797785	-0.0232581316546996	0.2735466854554978	0.25576064636051377	0.29828814588538505	0.10674868238686142	0.1253992240336345	0.13936105613008792	0.266041968933533	0.17130824962569124	0.09426786136438435	0.25967524370628237	0.24688153302028915	0.2245782942646166	0.295143025341745	0.2469835118735833	1.0	0.33425655098247353	0.23051392706657828	0.25703074662426817	-0.19027168093598046	-0.3661991090756544	-0.3257923061590592	-0.3362335501156533	-0.19716684203939164	-0.3133995577826089	-0.36124154618483206	-0.4163054915612499	-0.2978083817346603	-0.2719057529979465	-0.31088716966963487	-0.3624073498940811	-0.34770848881245625	-0.2992963459122704	-0.39921939823205754	-0.36032141880397345	-0.23704289137861503	-0.22041106748682388	-0.2766245926640121	-0.23054869258474675	-0.2694652136225206	-0.292329336071311	-0.1323940462891286	-0.15234481831540206	-0.056633029096421005	-0.2420143604767048	-0.17587643871302688	-0.09182036888532479	-0.17029077879396098	0.06881950206507179	-0.19654106271235938	-0.07063426211346538	-0.057590239696659266	-0.15226833417543145	-0.09962870426596085	-0.10044453509231403	-0.057886905451696787	-0.11276079932879372	-0.11022059880128493	-0.09019566033625209	-0.019760720526952547	-0.1141050660313075	-0.06780434893455276	-0.08599366804029092	-0.1100815367286111	0.0034371508962550584	-0.03903704150075789	-0.05053747491088439	-0.06416555803292062	-0.0006118731197648924	-0.10206924364138673	-0.07290329159926019
NnrR	0.17707005483681065	0.02899907755491793	0.02296610130208454	0.12033041148467304	0.06320834743268237	0.1642578025411276	0.11227176437322406	0.07871376853581544	0.04725097459335932	0.15459530619150702	0.28589771521014595	0.32089732120094006	0.2080275899152185	0.24121707126004144	0.32440632083474324	0.11659427713216923	0.03267958707835221	0.06152569635332891	0.2234379852686911	0.2874714343325716	0.2110081536728611	0.0939688779081356	0.22379491125522064	0.23017322498852738	0.22666190765351293	0.2815983794633131	0.11969304365158462	0.2366025281484812	0.22562821291330407	0.20637506895161103	0.2615085453643658	0.23639161733825922	0.33425655098247353	1.0	0.4704817573737664	0.3398769764197079	-0.2544557805785909	-0.27740565797219685	-0.2077633719771382	-0.36375161659659483	-0.2542495051707914	-0.35428612484992883	-0.40634632945659177	-0.4150979692301987	-0.4006679614890767	-0.3928920739253978	-0.41018444266238974	-0.40069577390361144	-0.3635407057863728	-0.4084461667539667	-0.40771840857364033	-0.4517130129652206	-0.20148935479833682	-0.16087164107151963	-0.24887012065952505	-0.21516842734702013	-0.17932517811533807	-0.11802893418192101	-0.0020789779864738957	-0.06080257357542495	-0.01646958480700502	-0.3543811505995893	-0.26938872948255005	-0.21014365112107208	-0.158252638702829	0.024750731234732145	0.0052913118652395804	-0.10167523443547752	-0.1403877977666631	-0.251150738651376	-0.12220774946576987	-0.13056074463104514	-0.20542944685742892	-0.17974004663214838	-0.1351103921086909	-0.21772253408179632	-0.16286718181438922	-0.1519183612925356	-0.06642763441508175	0.11597081550634819	0.07732778321149951	0.03473770575392503	0.10598615868836653	0.05313098256625149	0.14249922357009423	-0.023017090728731614	-0.1383922570237935	-0.06433475022134047
MerR	-0.06868739309603163	0.07103290672179706	0.08913647088271968	0.06679614890766741	0.11229494138533637	0.019007467633302584	-0.014615423838020497	0.02860275064779749	-0.026628069215828973	0.1679313589609282	0.2469139808372464	0.4709661569269136	0.12276399775646522	0.06857846113910379	0.2776443811969536	0.04543157914254326	0.12700075557059487	0.057564744983335726	0.21784073684356908	0.25657415948565576	0.0633543626089899	0.13809790896996724	0.3048101570937881	0.2923733723943244	0.1378383264343094	0.2033782812854898	0.1569222782075826	0.22869916701818468	0.20762199220325311	0.25180201269173186	0.21330731327440192	0.28545735198001215	0.23051392706657828	0.4704817573737664	1.0	0.47016886771025024	-0.3096773296373725	-0.24749340614005405	-0.34234764591087974	-0.3545016710625733	-0.3568564554931836	-0.37667511855041697	-0.4271106146080072	-0.40605661680518795	-0.38735972113419026	-0.4023714718793312	-0.36900120984003226	-0.39898531040972324	-0.4378554774232725	-0.4580217956621904	-0.3898721092471643	-0.44209918834103584	-0.3209761230421219	-0.22542193750550454	-0.19229039869096234	-0.27992268148759336	-0.3193653207003166	-0.1813972029981783	-0.07399956427217229	-0.13795652919608214	-0.06818908733561704	-0.2494773583768675	-0.17894043971427379	-0.2251461310613681	-0.07924220441197602	-0.07300758815376557	-0.10261853882844839	-0.10273674159022116	-0.13947694119064946	-0.3121433637261219	-0.17664128011273297	-0.16750721963927298	-0.06932476092912006	-0.10217817559831457	-0.027395228316746317	-0.17092119352341573	0.010786581437067459	-0.1052352234959278	-0.05138111815177235	0.17495862903337953	0.09478702643570001	0.0020627540779952812	0.07888296072423527	0.1589108658468185	0.12983298645071872	0.038807589080846056	-0.10190700455660058	-0.05691578864419115
NifA	-0.02247011324288118	0.14504869490244796	0.14267536886214777	0.16477928531365452	0.18686002475304894	0.1741173034937028	0.21169187553017416	0.06466618149454645	0.002619002368690638	0.19347010860747876	0.21411155559469897	0.29360870713991033	0.17873879970889672	0.08006962374438537	0.24138626344846129	0.1429650815135516	0.16212319972558417	0.0051754268046780485	0.23111652938149826	0.3231315851685664	0.11655255851036708	0.10749266447566645	0.3028725588811993	0.22804325757540642	0.21835990191488475	0.28349657675531104	0.09966810518655177	0.2941695908330282	0.21137666816544678	0.1694378647482281	0.19588978867200357	0.222311582480033	0.25703074662426817	0.3398769764197079	0.47016886771025024	1.0	-0.2688695644112344	-0.19157886441911454	-0.39980345893728764	-0.320966852237277	-0.3618928202251879	-0.3707510742545114	-0.3911143970963839	-0.4529622539180739	-0.47941417784184936	-0.3473353389174481	-0.4317228400183562	-0.4350881421770631	-0.4548697220149167	-0.4341239784731912	-0.45003963269071207	-0.4591087975302576	-0.2221284840843458	-0.2140327537535171	-0.18095683976804447	-0.3457593020938113	-0.35888444405301045	-0.1928976364083048	-0.04419856209816855	-0.1370062716994776	-0.13448461278165863	-0.23198334963449851	-0.23408782233429595	-0.21668652164037622	-0.17771205807232154	-0.07548057534614867	-0.12900324941709815	-0.03939164978607618	-0.029441758486262987	-0.1806578563117957	-0.15390463123056028	-0.09726233132929435	-0.21764836764303694	-0.1983210572425845	-0.007296123412954095	-0.19020214989964354	-0.13352044907778668	-0.08822097890428357	-0.035766765091711436	0.04122726914537086	0.043989968989157795	0.0062832879836463	-0.05174963264435802	0.07408068381456537	0.048493262442578955	-0.026574762087970667	-0.08416731948584116	-0.07355920104203846
NadQ	-0.08997316101997395	-0.07844723289652392	-0.030086079422985107	0.10480644877185012	0.05465602996324126	-0.08881431041435862	0.011553740537984806	0.12055059309973995	-0.01366516634141593	-0.16399126690183607	-0.3132836727220474	-0.32300179390073747	-0.13256555617875965	-0.18808377099257872	-0.24264709290737074	-0.08399349189499887	-0.0549086593952654	-0.03704381845909953	-0.45587792204180205	-0.38609657397406955	-0.1816173846132452	-0.015479926389809532	-0.09969591760108654	-0.08045436214544965	-0.06130087933583954	-0.09035558171982701	-0.07787244299613871	-0.2666260296387631	-0.36666264931790055	-0.29703426953010925	-0.1526507548752845	-0.24902077123825506	-0.19027168093598046	-0.2544557805785909	-0.3096773296373725	-0.2688695644112344	1.0	0.33363772475907494	0.2990553049863024	0.2806805697836658	0.4431792371054693	0.4182940792004858	0.3924076743722506	0.35861790841371893	0.4210359197333717	0.3742809331992157	0.4308003949362864	0.46816405616253576	0.402188373483644	0.48224177331955076	0.46922324561606815	0.45822111796635623	0.31323731869782273	0.29560424788277995	0.3288238593433489	0.25778399951791814	0.388673857720958	0.1731253273752961	0.1263912001520412	0.1096133610839425	0.1106261965132503	0.09714876396994405	0.23596052491297032	0.2924823043512523	0.150314512054364	0.18786127167630057	0.24909493767701443	0.058591486619910906	0.21822315754342214	0.2537396109043207	0.15792584283204547	0.30497934928220793	0.12599255554370953	0.15548298575540836	0.17673862356360467	0.1270030732718061	0.10139015718649615	0.05125827998757712	0.21542800988267796	0.11199595792908762	-0.12518831322341248	0.06712062707723972	0.048794563600038934	-0.06340535203563698	-0.10090343993213771	-0.046537122620300284	0.10143882891193198	0.06606607302612977
RbkR	-0.09436056941283358	-0.10225929514070764	0.012798346088415666	-0.0028345485813350887	-0.004948292085977444	-0.050634818361756075	-0.04870649095401217	-0.13713142756488406	0.09249945534021536	-0.1435931785417951	-0.09020493114109701	-0.19242714306242498	-0.02608804483361223	-0.08520101422605003	-0.15089161965596043	0.05369650166179177	-0.13324464263365024	-0.16538884073220816	-0.4501045283246265	-0.4072548683313942	-0.3691031886933264	-0.11195655700849669	-0.22127093463619044	-0.15223356865726298	-0.13521700636440753	-0.14893547983368177	-0.17535263823928873	-0.2793780217029541	-0.2679262600182635	-0.2043841636111639	-0.18781259995086474	-0.1947054433530647	-0.3661991090756544	-0.27740565797219685	-0.24749340614005405	-0.19157886441911454	0.33363772475907494	1.0	0.39387709694017087	0.44641243029513605	0.40283501212157735	0.4976799810875581	0.39298246427263583	0.4042696691713291	0.3820035136350362	0.42987794985421657	0.5203123334152254	0.389517500961846	0.4922287478387436	0.5578915408541193	0.5574233652094507	0.5218304277085816	0.1680912803445031	0.19080243451335227	0.2912307456971877	0.22955903416755125	0.3160880911876365	0.22589011315017313	0.12072673839179349	0.21871914560262548	0.17402923084767605	0.1537933815724212	0.18339506144225912	0.356126379611646	0.24304110211327998	0.13666556962142667	0.17251113655431996	0.06601508359948269	0.21801919983683382	0.27506709745006513	0.1444321863802606	0.21023867687073253	0.09959162104658116	0.1872957525807603	0.18433836583522997	0.06750304777709276	0.1100977606370897	0.025851639310066704	0.19673574961410276	0.1501105543477757	0.13654736685965393	-0.005082718756228822	-0.10038427486082205	-0.07634507789793771	-0.034014582976021064	0.06779739583091907	0.02112121113794494	-0.04497499200393082
XylR	0.07847968071348115	-0.10946734590763497	-0.11717833783739935	-0.1859792982927813	-0.1274480719043624	-0.1293485868975715	-0.14595028067361668	-0.15990747736764768	0.02346672476371036	-0.24003504364231382	-0.1637200958601221	-0.30919988318785896	-0.2599487324492076	-0.15634980600840861	-0.2598815191140819	-0.11801734567586485	-0.05258168737918983	-0.14491195053098535	-0.27827479592640836	-0.39991007319300426	-0.17974004663214838	-0.180801553786892	-0.3079900431555965	-0.0973643101825885	-0.2124381753201904	-0.21794503339807444	-0.12379305709425163	-0.27632097380534093	-0.3362544094265544	-0.2700098734071598	-0.3170777496048319	-0.279095262155184	-0.3257923061590592	-0.2077633719771382	-0.34234764591087974	-0.39980345893728764	0.2990553049863024	0.39387709694017087	1.0	0.39915450259814306	0.44741599491959894	0.4339965049065735	0.5008691379542115	0.5695287186357083	0.4882701141699617	0.44339941872053623	0.5253996875738767	0.5987572486105381	0.5411554204078227	0.4575119013957197	0.5570363091071752	0.5394565454199907	0.23251410321187033	0.4015046516263309	0.44114893084443124	0.3873295910184443	0.34757174444099365	0.30399200856622366	0.21235010267416365	0.2331908719655497	0.17776304749896862	0.21223653531481335	0.3595449888982112	0.3843768396753364	0.013403266104546866	0.1327277952635458	0.26729584528880873	0.053471684644302395	0.13230597364310182	0.16265395330295598	0.20951555409282857	0.3187302705684394	0.08294820864873384	0.24106642068131146	0.16488358186815988	0.14630952436135744	0.17892885120821764	-0.025853957011277934	0.11427889362214981	0.069002600460759	0.09039498264041793	-0.08673069702546227	0.0731304263179608	-0.04245333308611187	-0.07725593447395136	0.11894674386156834	0.04672485641840996	0.0482174559984425
ThiR	-0.14040402167514174	-0.04489155476032652	-3.47655181684598e-05	-0.041683856283983294	0.03359276135557709	-0.047790998975576066	-0.05951856710440317	-0.19421640839749502	0.01628416871010657	-0.20510728638906786	-0.1562802749720717	-0.1643991823150127	-0.03108732634623675	-0.03025063620898248	-0.13441044634289925	-0.026899240257542957	-0.035470099336673916	-0.1414006331959709	-0.4336581205297338	-0.4077485386893863	-0.26451923923775444	-0.2535866426243794	-0.22485410070875303	-0.20341768220608072	-0.19412833575146826	-0.2009215180015853	-0.147229651742216	-0.26851959152833854	-0.325127125911436	-0.2829287399585595	-0.2581200661935466	-0.22099049278963154	-0.3362335501156533	-0.36375161659659483	-0.3545016710625733	-0.320966852237277	0.2806805697836658	0.44641243029513605	0.39915450259814306	1.0	0.5290547023839874	0.526266507826877	0.47034964840472626	0.56109460392804	0.5927683086807182	0.5732810768966908	0.5686618983827081	0.5368166837403989	0.5696376505926362	0.6038979098970477	0.6175700293420974	0.58474906248986	0.35213066272348437	0.3375476867024211	0.3489901775822668	0.37753266799857227	0.4343256184785682	0.3371884430146803	0.17198965378179307	0.22750323319318966	0.2133142663780356	0.29859176474405624	0.3480097899699162	0.2994655381006902	0.22364889607891308	0.13779660781250724	0.09442082964432558	0.11699755714292337	0.2549216385220483	0.27731758532617007	0.23757364495598685	0.2710736982631147	0.1319397768517274	0.3495858267935531	0.14793655061164135	0.19136795360889255	0.09923237735884041	0.09603626738855334	0.19603348614709987	0.062095850851291656	0.11945432042682785	-0.05434314029972512	0.014970032123338788	-0.08940068882079998	-0.04683610607654903	0.004211263100806097	0.1627165312356592	0.04291919102956923
BirA	-0.17421696464578573	-0.1267249491264584	-0.0746577914161618	0.01813601197787986	0.03957706588297463	-0.0960409027909758	-0.07607854225864619	-0.12027246895439228	-0.01192225503057048	-0.23181879284850115	-0.24207462070819677	-0.21344637534707575	-0.177535912780268	-0.10176330708150429	-0.22103684681385616	-0.1635323620620124	-0.12081712873903148	-0.11925268042145079	-0.4577320830107866	-0.42272784161757004	-0.3405073911491626	-0.25372106929463084	-0.21601670599033054	-0.2506895161103411	-0.1796519739861216	-0.2850007648413997	-0.17299090070504472	-0.3256741033972864	-0.4075955704094451	-0.27856219087660095	-0.08941227732685614	-0.32602407628018226	-0.19716684203939164	-0.2542495051707914	-0.3568564554931836	-0.3618928202251879	0.4431792371054693	0.40283501212157735	0.44741599491959894	0.5290547023839874	1.0	0.5632709253653856	0.4708363656590847	0.5915746925569343	0.5918064626780574	0.5406547969461969	0.5738697730043434	0.6426359679415569	0.6308829050994063	0.6391501453198659	0.6872911171783378	0.688116218809536	0.3721185179691375	0.4137189370095165	0.4480881282708558	0.46023288261770445	0.47159425395515714	0.26201148652720285	0.11221382184294329	0.19078389290366243	0.2755793094177471	0.2827363707580274	0.34989408105464676	0.3741140587120071	0.21632959565384668	0.31919381081068554	0.2535541948074222	0.0854327843471731	0.17991387422299066	0.28341545721291794	0.2962995582461491	0.3489832244786331	0.15844732560457236	0.28492891610385157	0.119827470321836	0.21909229549763362	0.049754091901488426	0.06857382573668133	0.1802198107828731	-0.00020395770658829747	0.09768415294973833	0.028876239390722706	0.013521468866319629	-0.05990098780425623	-0.06862713286453964	0.06484464448781121	0.13596562385563501	0.1647561083015422
Phr	-0.11810078291946915	-0.009766792904125972	0.046592747449369816	0.014453184753234352	0.10704534814189894	0.06085819840449449	-0.020662306298121273	-0.11272603381062526	0.009887313367109966	-0.19551663877699543	-0.2839902471133031	-0.332342129781997	-0.17834942590540998	-0.13507099118809998	-0.26271838539662823	-0.13560174476547182	-0.164060797938173	-0.07223579365042576	-0.41011259392484156	-0.49393225822899817	-0.3437799852594203	-0.1995146733663683	-0.1278513519151165	-0.12423573802559669	-0.24490453388710942	-0.18739077833042075	-0.21543728068752288	-0.25233740167152613	-0.39310298473561983	-0.3112927673816002	-0.14916029685117113	-0.26553902777069593	-0.3133995577826089	-0.35428612484992883	-0.37667511855041697	-0.3707510742545114	0.4182940792004858	0.4976799810875581	0.4339965049065735	0.526266507826877	0.5632709253653856	1.0	0.49829417190853426	0.5787763464685186	0.5945645271194219	0.5736519090904877	0.6037588478243738	0.5532630915352916	0.5464560030779072	0.6398802212014036	0.688649290088119	0.682118008074871	0.348218383078927	0.30706064496989305	0.3409292127696066	0.43745683281494085	0.45719437632978105	0.2353463340919942	0.08654296322735258	0.121234314957053	0.11323361037588478	0.2685149561259161	0.3052273433118096	0.22072859255276248	0.20728360782641345	0.13295956538466888	0.23558505731675095	0.09498403103865462	0.26293624931048387	0.3319087196554969	0.22351910481108417	0.3291274782020201	0.2506362089824828	0.2956992736324404	0.16231556892611632	0.2241124363211592	0.0651389925416375	0.1501545906707891	0.25449981690160434	-0.0035043642313807473	0.060348304138023744	-0.04456012348712053	-0.10685993204500048	-0.09669681223375408	-0.1514270086357547	-0.032109432580389466	0.08219032035266141	0.055923812525784426
