	NrdR	KdgR	NagC	SahR_SamR	NrtR	FUR	NsrR	LldR	ArgR	ThiR	ModE	Zur	BirA	MntR	IscR	CzrA	Phr	AgaR	PsrA	ExuR_UxuR	NifA	PhnF	HutC	MetR	CcpA	NagR	ZntR	HypR	NtrC	GlcC	PhnR	TyrR	LiuQ	MerR	AraR	LiuR	PhrR	CadR-PbrR	FabR	GntR	RbsR	SdaR	CueR	HexR	RutR	HrcA	PaaR	NadQ	PhsR	AmtR	HisR	RbkR	SoxR	XylR	LexA	Rex	NagQ	PdxR	NiaR	TrpR	HcpR	NarP	VanR	FnrN_FixK	QorR	NikR	PdhR	FruR	DasR	SiaR	PrpR	Irr	TtrR	NmlR	NorR	MetJ	FadR	BioQ	GulR	AcnR	FadP	FixJ	LtbR	CblR	NnrR	PurR	CsoR	GguR
CueR	0.12734561941144368	0.027580706099659964	0.10211578019394651	0.18439612106964443	0.2314134587129004	0.20889131438646572	0.29635615633264767	0.4223164434742454	0.11345031694723143	0.19799756517358633	0.3999622182108224	0.37372486461525545	0.3467108853532597	0.20238445069476513	0.17841400444985517	0.14629948364888123	0.22524243314722303	0.10259854750010496	0.3180177154611477	0.22505352420133495	0.04124511985223123	0.23386927500944546	0.12642206456487973	0.13351664497712104	-0.04145501868099576	0.1667856093362999	0.10213677007682297	0.08461021787498425	0.27612190923974644	0.31829058393854165	0.2953486419545779	0.31791276604676544	0.4445027496746568	0.37630662020905925	0.09676336006045086	0.21298434154737417	0.3171781201460896	0.08286805759623861	0.1652953276520717	0.34677385500188906	0.27335124470005456	0.17499265354099325	1.0	0.4350363124973763	0.5837706225599261	0.28491667016498046	0.32215272238780907	0.291003736199152	0.024117375425045127	0.054426766298644055	0.09031946601737963	0.22012090172536838	0.20836656731455439	0.12799630578061374	0.17440493682045255	0.2588472356324252	0.3093908735989253	0.2877083245875488	0.2276982494437681	0.11439486167667184	0.04174887704126611	0.2867218000923555	0.20916418286385963	0.16575710507535368	-0.05560219973972545	0.17029091977666766	0.08610049955921247	0.4483019184752949	-0.0028966038369505898	0.20874438520633054	0.022920952101087275	0.022249275849040764	0.046975357877503045	0.20767390117963141	0.056630704000671675	0.10832878552537677	-0.03943998992485622	0.2212333655178204	-0.047877922841190544	0.09502119978170522	-0.12339952143067041	-0.01656101758952185	0.11214894420889132	-0.04682842869736787	-0.24377649972713153	-0.07789345535451912	0.05730238025271819	0.04619873221107426
HexR	0.21936526594181605	0.23739557533268965	0.31497418244406195	0.3133999412283279	0.3095378027790605	0.33913353763486	0.3759288023172831	0.4167961042777381	0.3344947735191638	0.42166575710507537	0.4817597917803619	0.4724822635489694	0.4485957768355653	0.4577053860039461	0.31163679106670583	0.39809411863481803	0.4039293060744721	0.2174341967171823	0.2550480668317871	0.23273582133411697	0.11962134251290878	0.20748499223374334	0.2791864321397087	0.30007136560177994	0.13572058267914866	0.253284916670165	0.3035137063935183	0.09688929935770958	0.24373451996137863	0.15459048738508038	0.35663909995382226	0.4850132236262122	0.2974266403593468	0.26212165736115195	0.27314134587129	0.27066453969186854	0.27118928676377985	0.2008102094790311	0.23701775744091347	0.3895722261869779	0.4439780026027455	0.35071995298266234	0.4350363124973763	1.0	0.5295117753242937	0.42017547542084716	0.5019310692246337	0.2626044246673104	0.35812938163805047	0.27186096301582635	0.35873808824146763	0.45415809579782546	0.20129297678518954	0.25284412912975945	0.3023382729524369	0.36436337685235715	0.5062549850971831	0.4909533604802485	0.34383527139918557	0.31614961588514334	0.10299735527475756	0.24371353007850216	0.19890013013727384	0.25267621006674784	0.22687964401158642	0.31434448595776837	0.15417068972755132	0.23233701355946434	0.0756895176524915	0.06681079719575164	0.08589060073044792	-0.0009235548465639561	0.1115192477225977	0.0704000671676252	0.15066537928718357	0.1821921833676168	0.03484320557491289	0.028168422820200663	0.13437723017505562	-0.13769363166953527	-0.17543344108139877	-0.3262877293144704	0.11901263590949163	-6.296964862936064e-05	-0.13313882708534486	0.06517358633138827	0.11949540321565005	-0.07128164224843625
RutR	0.2767516057260401	0.1701859703622854	0.25376768397632343	0.3119306494269762	0.36056420805171907	0.28514755887662147	0.32156500566726837	0.4188950925653835	0.28273372234582933	0.382309726711725	0.3804836069014735	0.502455816296545	0.45776835565257545	0.46572352126275135	0.12994836488812392	0.1781831157382142	0.3628101255194996	0.143696738172201	0.22637588682255153	0.2511229587338903	0.04275639141933588	0.2560765710927333	0.19314890222912556	0.29442508710801396	0.19904705931740901	0.28657487091222034	0.23370135594643382	0.05642080517190714	0.2093950715755006	0.07384240795936359	0.27792703916712147	0.30376558498803574	0.3279879098274632	0.2598337601276185	0.24751269887914026	0.22320641450820705	0.3402040216615591	0.141891608244826	0.2592880231728307	0.3149112127954326	0.2293774400738844	0.30733386507703286	0.5837706225599261	0.5295117753242937	1.0	0.3612358843037656	0.3982410478149532	0.3046471600688468	0.2161748037445951	0.14214348683934344	0.28516854875949793	0.3026111414298308	0.3045422106544646	0.11596910289240586	0.27796901893287435	0.2966919944586709	0.3410436169766173	0.3892363880609546	0.2178120146089585	0.20156584526258345	0.26825070316107635	0.16376306620209058	0.08885017421602788	0.298916922043575	0.24516183199697747	0.3127492548591579	0.14554384786532892	0.25945594223584234	0.05190798035346963	0.19522690063389447	-0.011418496284790731	-0.06523655598001764	-0.044036774274799545	0.17236891818143654	0.07688594097644935	-0.00520549095336048	0.02369757776751606	0.09848453045632005	-0.05690357247806557	0.09550396708786366	-0.059821166197892614	-0.24663112379832922	0.22570421057050502	0.023865496830527685	-0.060282943621174596	0.10576801981444943	0.011439486167667184	-0.051173334452793755
HrcA	0.227740229209521	0.1289618403929306	0.2286427941732085	0.28136937995885986	0.3192561185508585	0.41303891524285297	0.3298979891692204	0.3145963645522858	0.26369589857688597	0.3365098022753033	0.403971285840225	0.4885395239494564	0.417761638890055	0.4269342177070652	0.2287897233533437	0.23179127660467655	0.18840518869904707	0.19812350447084506	0.3237059737206666	0.327610091935687	0.05812098568489988	0.15559800176315017	0.27479954661852984	0.1877964820956299	0.09392972587212964	0.26604676545904876	0.2863859619663322	0.3391125477519835	0.22089752739179716	0.2991897905209689	0.3864447336383863	0.37760799294739933	0.30733386507703286	0.2608412745056883	0.22681667436295705	0.2656269678015197	0.1880693505730238	0.19310692246337266	0.32893245455690356	0.19151169136476218	0.3317660887452248	0.31551991939884977	0.28491667016498046	0.42017547542084716	0.3612358843037656	1.0	0.43064942697619746	0.22064564879727971	0.1930859325804962	0.24115276436757482	0.2610091935686999	0.2992317702867218	0.2004114017043785	0.18494185802443222	0.25672725746190334	0.45233197598757396	0.37364090508374964	0.42286218042903323	0.43530918097477017	0.2146005625288611	0.23943159397170563	0.12031400864783175	0.09569287603375173	0.4582301330758574	0.33531337895134544	0.3246295285672306	0.11689265773896981	0.27427479954661854	0.11225389362327358	0.13563662314764283	-0.06433399101633012	-0.053713110280844634	0.03744595105159313	0.036333487259141095	0.047898912724067	0.13055707149154108	0.08937492128793921	0.15532513328575626	0.02642626254145502	-0.010222072960832879	-0.04752109483229083	-0.18466898954703834	0.13097686914907014	-0.0014692918013517484	0.11731245539649889	-0.041832836572771925	0.28628101255195	-0.15515721422274464
PaaR	0.10767809915620671	0.10012174132068342	0.2614919608748583	0.21921833676168087	0.2365559800176315	0.33522941941983964	0.26103018345157636	0.2934175727299442	0.31111204399479453	0.39614205952730785	0.34878888375802863	0.41031023046891396	0.32645564837748203	0.4003820158683515	0.22104445657193234	0.3740187229755258	0.25126988791402544	0.21705637882540615	0.15383485160152807	0.15622769824944377	-0.11256874186642038	0.14986776373787833	0.20889131438646572	0.1320893329415222	0.05304143402879812	0.12172033080055414	0.2564753788673859	0.3461441585155955	0.4022920952101087	0.15331010452961671	0.3136937995885983	0.3442760589395911	0.19306494269761976	0.2798581083917552	0.10916838084043491	0.18112169934091768	0.24123672389908063	0.19623441501196423	0.5010285042609463	0.17354435162251794	0.34683682465051846	0.33940640611225387	0.32215272238780907	0.5019310692246337	0.3982410478149532	0.43064942697619746	1.0	0.2337643255950632	0.3393434364636245	0.256433399101633	0.2946769657025314	0.37498425758784265	0.17730154065740314	0.2788925737794383	0.5120691826539608	0.32257252004533815	0.3774610637672642	0.48940010914739096	0.3819738885857017	0.3175979178036187	0.17996725578271272	0.21648965198774192	0.060870660341715295	0.3112589731749297	0.228202006632803	0.3313253012048193	0.13435624029217916	0.4199655765920826	0.11838293942319802	0.20007556357835524	0.013265605977918643	-0.037634859997481215	0.1451870198564292	0.20796775953990176	0.20643549808992065	0.20991981864741194	-0.0007976155493052349	0.13364258427437975	-0.0851769447126485	-0.11624197136979976	-0.18800638092439445	-0.10958817849796398	0.10272448679736366	0.12295873389026489	0.0251248898031149	0.1732924730280005	0.06857394735737375	-0.025523697577767516
NadQ	0.2579866504344906	0.2444691658620545	0.3118466898954704	0.24707191133873474	0.32918433315142104	0.2508081104907435	0.2523823517064775	0.3775870030645229	0.3481381973888586	0.2942991478107552	0.32775702111582217	0.29167541245119855	0.386570672935645	0.339364426346501	0.36090004617774235	0.21642668233911255	0.31444943537215064	0.14094706351538558	0.20924814239536543	0.15618571848369087	0.04861256874186642	0.049473153939801014	0.10243062843709332	0.10837076529112967	0.20213257210024768	0.19623441501196423	0.1118340959657445	0.03540993241257714	0.20968892993577096	0.1272406699970614	0.17327148314512406	0.35940976449351414	0.193400780823643	0.2533268964359179	0.15538810293438562	0.2999034465387683	0.14831451240502078	0.18330464716006883	0.1253096007724277	0.2370597372066664	0.13341169556273877	0.12360942025943496	0.291003736199152	0.2626044246673104	0.3046471600688468	0.22064564879727971	0.2337643255950632	1.0	0.27345619411443683	0.21745518660005878	0.2241719491205239	0.3118047101297175	0.3776709625960287	0.2327568112169934	0.39574325175265523	0.3499223374333571	0.4177196591243021	0.26296125267621007	0.20645648797279711	0.3514755887662147	0.006213005331430251	-0.0013643423869694807	-0.06968641114982578	-0.004176986692414257	0.189559632257252	0.19260316527433777	-0.06179421518827925	0.19400948742706015	0.02997355274757567	0.13437723017505562	-0.010473951555350322	0.09607069392552789	0.11718651609924016	-0.10629276688636077	0.07476596280592754	-0.10509634356240292	-0.08079005919146971	-0.0502497796062298	-0.19766172704756307	0.027748625162671594	-0.1474539272070862	-0.21046555560219973	0.10125519499601192	0.06061878174719785	-0.025817555938037865	0.027580706099659964	0.03920910121321523	-0.06678980731287519
PhsR	0.17872885269300198	0.2468620125099702	0.29463498593677845	0.1215524117375425	0.15465345703370975	0.2552159858947987	0.14904915830569665	0.216447672221989	0.36333487259141095	0.371436967381722	0.1741110784601822	0.3314092607363251	0.2222828596616431	0.263003232441963	0.26581587674740775	0.2504722723647202	0.24291591452919692	0.16903152680408043	0.013181646446412829	0.09806473279879098	0.0005457369547877922	0.08782166995508164	0.14254229461399606	0.21686746987951808	0.04714327694051467	0.08104193778598716	0.021871457957264598	0.02098988287645355	0.05482557407329667	-0.11000797615549306	0.3918181436547584	0.31321103228243985	-0.07535367952646824	0.11607405230678813	0.04976701230007136	0.15295327652071702	0.13733680366063558	0.16328029889593215	0.1758742286218043	0.17522354225263423	0.05770118802737081	0.27125225641240924	0.024117375425045127	0.35812938163805047	0.2161748037445951	0.1930859325804962	0.3393434364636245	0.27345619411443683	1.0	0.11823601024306285	0.28157927878762434	0.35254607279291383	0.13410436169766174	0.39559632257252003	0.2835943075437639	0.24377649972713153	0.36910709038243567	0.07728474875110197	0.09008857730573863	0.18886696612232903	0.13250913059905126	0.07673901179631418	0.009886234834809621	0.13599345115654254	0.1650224591746778	0.0842323999832081	0.15190378237689434	0.15956508962679988	0.007241509592376474	0.1215524117375425	-0.1295915368792242	-0.054321816884261784	-0.024810041559968094	-0.09464338188992906	0.22312245497670122	0.03507409428655388	0.021619579362747155	-0.09428655388102934	0.01958356072373116	-0.06286469921497838	-0.03801267788925738	-0.2168464799966416	0.14333991016330128	0.16626086226438858	0.14990974350363126	0.09718315771797993	0.009886234834809621	0.06582427270055834
AmtR	0.35898996683598505	0.3776289828302758	0.33430586457327566	0.2733302548171781	0.3124344066160111	0.2652491499097435	0.33487259141093995	0.2627513538474455	0.379350153226145	0.39215398178078165	0.35380546576550104	0.33772721548213763	0.37697829646110576	0.40619621342512907	0.3334452793753411	0.2768565551404223	0.33522941941983964	0.21325721002476805	0.28239788421980605	0.3378531547793963	0.12148944208891314	0.13418832122916755	0.11634692078418202	0.2046093782796692	0.3223836110994501	0.23067881281222452	0.34307963561563326	0.13082993996893497	0.27402292095210107	0.291234624910793	0.17656689475672727	0.3280508794760925	0.20314008647831744	0.36711305150917256	0.002644725242433147	0.19585659712018808	0.057869107090382434	0.14829352252214434	0.31172075059821164	0.19984467486671426	0.2564124092187566	0.08402250115444355	0.054426766298644055	0.27186096301582635	0.14214348683934344	0.24115276436757482	0.256433399101633	0.21745518660005878	0.11823601024306285	1.0	0.4002980563368456	0.4310482347508501	0.34459090718273794	0.13704294530036523	0.21096931279123463	0.4245833508249024	0.3397212543554007	0.32125015742412155	0.12407119768271693	0.22230384954451954	0.24048108811552832	-0.10942025943495236	0.0316317534948155	0.24312581335796146	0.23626212165736116	0.09640653205155116	-0.04590487385080391	0.004176986692414257	0.1254775198354393	-0.011334536753284916	0.2519205742831955	0.1374627429578943	0.13349565509424458	-0.065068636917006	0.03549389194408295	-0.08589060073044792	0.003526300323244196	-0.034444397800260276	-0.026090424415431763	-0.28393014566978714	0.08538684354141304	-0.31770286721800095	0.07073590529364847	0.06695772637588682	-0.07298182276142899	0.04680743881449142	-0.1221401284580832	-0.020423156038789303
HisR	0.4465177784307964	0.44872171613282397	0.3930145669787163	0.24732378993325219	0.36083707652911295	0.3292473028000504	0.4270601570043239	0.2934805423785735	0.5340455900256077	0.43314722303849545	0.45634104361697664	0.2939842995676084	0.3988287645354939	0.4629108769573066	0.3427857772553629	0.31302212333655177	0.31913017925359977	0.1828218798539104	0.17064774778556735	0.20240544057764157	-0.005226480836236934	0.3242097309097015	0.13351664497712104	0.2971747617648294	0.22836992569581463	0.22352126275135384	0.3130641031023047	0.014504009067629402	-0.01786239032786197	0.07060996599638975	0.16903152680408043	0.10895848201167037	0.20154485537970698	0.23649301036900214	0.2199739725452332	0.2581125897317493	0.12808026531211955	0.19342177070651945	0.2199739725452332	0.31268628521052855	0.13767264178665883	0.21695142941102388	0.09031946601737963	0.35873808824146763	0.28516854875949793	0.2610091935686999	0.2946769657025314	0.2241719491205239	0.28157927878762434	0.4002980563368456	1.0	0.5015322614499811	0.26684438100835395	0.20922715251248897	0.24629528567230594	0.3403089710759414	0.33033877670962597	0.3356492170773687	0.2994626589983628	0.46631123798329205	0.33260568406028296	0.15358297300701063	-0.023613618236010242	0.04485537970698124	0.2380042819361068	0.20137693631669534	0.0910121321523026	0.070945804122413	0.01691784559842156	0.01968851013811343	0.1445573233701356	0.08952185046807438	0.13639225893119516	-0.08265815876747408	0.16947231434448595	-0.32410478149531924	-0.003820158683514546	0.04999790101171236	-0.09176776793585492	-0.18452206036690316	-0.0034213509088619285	-0.07073590529364847	0.14556483774820536	0.2896393938121825	0.12931866840183032	0.07382141807648714	0.08763276100919357	-0.0698543302128374
RbkR	0.4230720792577977	0.49752319382057847	0.47537886738592	0.34759246043407077	0.44706351538558414	0.4732169094496453	0.4829352252214433	0.31579278787624365	0.4763024222324839	0.5777885059401369	0.5070526006464884	0.5041140170437849	0.4178875781873137	0.6210486545485077	0.463393644263465	0.45401116661769025	0.37573989337139496	0.2626044246673104	0.33898660845472484	0.2965660551614122	0.06359934511565425	0.35193736618949667	0.27314134587129	0.425213047311196	0.3243146803240838	0.33487259141093995	0.3237059737206666	0.0036942193862558245	0.08511397506401915	0.19858528189412702	0.29058393854162295	0.32066244070358085	0.09898828764535494	0.16634482179589438	0.3133789513454515	0.3426598379581042	0.30817346039209104	0.12617018597036228	0.2899542420553293	0.3898241047814953	0.3017085764661433	0.2960622979723773	0.22012090172536838	0.45415809579782546	0.3026111414298308	0.2992317702867218	0.37498425758784265	0.3118047101297175	0.35254607279291383	0.4310482347508501	0.5015322614499811	1.0	0.28705763821837876	0.32399983208093697	0.27872465471642666	0.35311279963057807	0.3792242139288863	0.2716720540699383	0.3042903320599471	0.293270643549809	0.38235170647747785	0.3312623315561899	0.14886024935980857	0.13366357415725622	0.17616808698207465	0.22971327819990764	0.17728055077452667	0.15715125309600772	0.017610511733344526	-0.022522144326434658	-0.04615675244532136	0.15108517694471266	0.13842827757021114	-0.08708702405440577	0.07092481423953655	-0.10727929138155409	0.18305276856555142	0.12568741866420385	0.1691364762184627	-0.09804374291591453	0.1108895512363041	-0.18731371478947148	0.08985768859409765	0.04978800218294782	-0.0576592082616179	-0.06466982914235339	-0.03582973007010621	-0.08717098358591159
SoxR	0.4322866378405609	0.3175979178036187	0.36971579698585283	0.40518869904705934	0.5187019856429201	0.37456445993031356	0.41927291045715964	0.46309978590319467	0.552432727425381	0.48900130137273834	0.41005835187439654	0.44781915116913645	0.3534066579908484	0.4396750766130725	0.2868897191553671	0.23239998320809369	0.3922589311951639	0.2995046387641157	0.3380000839595315	0.3273372234582931	0.2470299315729818	0.2616808698207464	0.2389488266655472	0.3158977372906259	0.21394987615969102	0.17728055077452667	0.4127870366483355	0.18229713278199908	0.3417572729944167	0.2276982494437681	0.30492002854624073	0.3147642836152974	0.2697199949624281	0.3653918811133034	0.17312455396498888	0.21340413920490323	0.3094958230133076	0.3349145711766928	0.20954200075563578	0.3131060828680576	0.22198900130137275	0.362411317744847	0.20836656731455439	0.20129297678518954	0.3045422106544646	0.2004114017043785	0.17730154065740314	0.3776709625960287	0.13410436169766174	0.34459090718273794	0.26684438100835395	0.28705763821837876	1.0	0.45623609420259437	0.44546828428697366	0.3835481298014357	0.35831829058393855	0.39513454514923807	0.36333487259141095	0.264346584946056	-0.045317157130263214	-0.04000671676252047	0.11393308425338987	0.0766340623819319	0.12111162419713697	0.12453297510599891	0.12348348096217623	0.18809034045590026	0.04999790101171236	0.00810209479031107	0.21071743419671718	0.4027958523991436	0.11294655975819655	0.11846689895470383	0.10809789681373579	-0.1591033122035179	0.006233995214306704	0.07102976365391882	0.052726585785651314	-0.13097686914907014	-0.065068636917006	-0.1730615843163595	0.04067839301456698	0.0266151714873431	0.035095084169430336	0.11118340959657445	0.070945804122413	0.20572184207212124
XylR	0.4084421308929096	0.3520633054867554	0.4632257252004534	0.3601024306284371	0.4133327736031233	0.38638176398975693	0.33017085764661436	0.27286847739389614	0.4868393434364636	0.3144284454892742	0.38289744343226567	0.4114436841442425	0.3488938331724109	0.4166281852147265	0.26766298644053566	0.4024810041559968	0.4155996809537803	0.3349985307081986	0.2327568112169934	0.1924562360942026	0.17501364342386969	0.19667520255236975	0.23697577767516056	0.30376558498803574	0.113198438352714	0.18756559338398893	0.09120104109819067	0.3605432181688426	0.1416187397674321	0.12220309810671257	0.35374249611687164	0.27251164938499645	-0.031190965954409976	0.23097267117249487	0.22486461525544688	0.15362495277276353	0.3274841526384283	0.3084673187523614	0.31797573569539483	0.1962973846605936	0.15337307417824608	0.2563914193358801	0.12799630578061374	0.25284412912975945	0.11596910289240586	0.18494185802443222	0.2788925737794383	0.2327568112169934	0.39559632257252003	0.13704294530036523	0.20922715251248897	0.32399983208093697	0.45623609420259437	1.0	0.3806515259644851	0.2780739683472566	0.24696696192435247	0.41190546156752444	0.3265605977918643	0.3274631627555518	0.08498803576676042	0.021367700768229712	0.12545652995256287	0.1943033457873305	0.09718315771797993	0.10335418328365728	0.21206078670081022	0.1476638260358507	0.05270559590277486	0.09907224717686075	0.09476932118718777	0.1720750598211662	0.030540279585239916	-0.1200201502875614	0.13206834305864573	-0.0925863733680366	0.1765039251080979	0.0990092775282314	0.1924142563284497	-0.11785819235128668	-0.11582217371227069	-0.12025103899920238	0.02690902984761345	0.06846899794299148	0.038600394609798076	-0.014273120355988414	-0.042126694933042275	0.13712690483187104
LexA	0.3020863943579195	0.26659250241383653	0.3448217958943789	0.4237437555098443	0.4897989169220436	0.4062801729566349	0.35569455522438187	0.4168800638092439	0.5325762982242559	0.6509382477645774	0.43333613198438353	0.4753158977372906	0.22255572813903698	0.4020821963813442	0.41381554090928174	0.33346626925821754	0.5088157508081105	0.2999034465387683	0.17816212585533772	0.04800386213844927	0.052138869065110616	0.09040342554888543	0.1333487259141094	0.19911002896603838	0.1510641870618362	0.2359682632970908	0.25880525586667225	0.3425548885437219	0.36268418622224086	0.2984971243860459	0.4676126107216322	0.3905587506821712	0.32599387095420007	0.42212753452835733	0.10809789681373579	0.11420595273078377	0.2055539230091096	0.25853238738927836	0.33644683262667396	0.10270349691448721	0.1538978212501574	0.1820242643046052	0.17440493682045255	0.3023382729524369	0.27796901893287435	0.25672725746190334	0.5120691826539608	0.39574325175265523	0.2835943075437639	0.21096931279123463	0.24629528567230594	0.27872465471642666	0.44546828428697366	0.3806515259644851	1.0	0.3690021409680534	0.3690441207338063	0.4808992065824273	0.3566600898366987	0.3548549599093237	0.11993619075605558	0.1649804794089249	0.0703161076361194	0.2246337265438059	0.33739137735611435	0.1144578313253012	0.17448889635195836	0.23111960035263004	0.159061332437765	0.09407665505226481	0.13909995382225768	0.22093950715755006	0.03016246169346375	0.13250913059905126	0.08471516728936652	-0.1261072163217329	0.10360606187817473	-0.027580706099659964	-0.17440493682045255	-0.227740229209521	-0.1821921833676168	-0.14151379035304984	0.08461021787498425	0.06015700432391587	0.06893077536627346	0.23968347256622308	-0.024810041559968094	0.004911632593090131
Rex	0.34074975861634693	0.4242475126988791	0.4723563242517107	0.37221359304815077	0.5204651358045422	0.44024180345073677	0.43148902229125563	0.4430124679904286	0.5324923386927501	0.4213089290961756	0.6354057344360019	0.5787960203182066	0.5439318248604172	0.5608076906930859	0.335292389068469	0.482830275807061	0.3982410478149532	0.4973972545233198	0.35600940346752863	0.2155031274925486	0.01819822845388523	0.0694975022039377	0.1679190630116284	0.2380042819361068	0.22051970950002098	0.3162755551824021	0.16567314554384788	0.3902439024390244	0.42672431887830065	0.2596028714159775	0.4610847571470551	0.5015952310986105	0.41746778052978467	0.32532219470215357	0.1754544309642752	0.3046261701859704	0.16258763276100918	0.297993367197011	0.34868393434364636	0.29730070106208806	0.19459720414760084	0.275408253221947	0.2588472356324252	0.36436337685235715	0.2966919944586709	0.45233197598757396	0.32257252004533815	0.3499223374333571	0.24377649972713153	0.4245833508249024	0.3403089710759414	0.35311279963057807	0.3835481298014357	0.2780739683472566	0.3690021409680534	1.0	0.551047395155535	0.48012258091599846	0.45909071827379205	0.460895848201167	0.3012677889257378	0.15356198312413416	0.18322068762856303	0.32876453549389195	0.2129633516644977	0.08249023970446245	0.2790814827253264	0.09187271735023718	0.022836992569581462	0.059863145963645524	0.06639099953822257	0.27007682297132785	0.0931321103228244	0.09535703790772848	0.08966877964820956	-0.18655807900591914	-0.060513832332815584	0.08706603417152932	0.0023928466479157047	-0.24490995340246002	-0.08257419923596826	-0.19180554972503253	0.12646404433063263	0.16810797195751648	0.05933839889173419	0.15744511145627807	0.12344150119642332	-0.033415893539314054
NagQ	0.18632719029427816	0.3030729188531128	0.2772343730321985	0.2630242223248394	0.36553881029343854	0.2603165274337769	0.2779480290499979	0.24881407161748037	0.36627345619411444	0.46572352126275135	0.5360186390159943	0.4406406112253894	0.3749632677049662	0.34876789387515217	0.34551446202930186	0.28206204609378277	0.2906469081902523	0.16957726375886822	0.36851937366189497	0.05270559590277486	-0.061164518701985644	-0.04265144200495361	0.22005793207673902	0.09008857730573863	-0.045086268418622226	0.06095461987322111	0.21239662482683347	0.35863313882708536	0.4606019898408967	0.26405272658578566	0.4595734855799505	0.47149573905377606	0.2067713362159439	0.3020444145921666	0.2645984635405734	0.30741782460853867	0.27584904076235256	0.35122371017169723	0.30105789009697326	0.37273834012006213	0.25727299441669116	0.29553755090046596	0.3093908735989253	0.5062549850971831	0.3410436169766173	0.37364090508374964	0.3774610637672642	0.4177196591243021	0.36910709038243567	0.3397212543554007	0.33033877670962597	0.3792242139288863	0.35831829058393855	0.24696696192435247	0.3690441207338063	0.551047395155535	1.0	0.4850761932748415	0.3295621510431972	0.4719785063599345	0.0638932034759246	0.1394567818311574	0.16388900549934932	0.1499727131522606	0.24048108811552832	0.1759581881533101	0.18519373661894967	0.09420259434952354	0.016938835481298015	-0.06076571092733302	-0.07829226312917174	0.11028084463288695	-0.03186264220645649	0.14109399269552075	0.23160236765878847	-0.015049746022417194	-0.09856848998782587	-0.12379832920532303	-0.05980017631501616	-0.1727047563074598	-0.22771923932664456	-0.05778514755887662	0.19673817220099912	0.07128164224843625	0.021493640065488435	0.22167415305822594	0.23920070526006465	0.16143318920280425
PdxR	0.22627093740816925	0.22568322068762856	0.31915116913647623	0.36299903446538767	0.4801645606817514	0.3972965030855128	0.4247302800050376	0.3515175685319676	0.4471684647999664	0.46309978590319467	0.5862474287393477	0.44498551698081523	0.411884471684648	0.5014063221527224	0.4316779312371437	0.38955123630410143	0.4439780026027455	0.29306074472104443	0.3767683976323412	0.21321523025901515	0.02655220183871374	0.05228579824524579	0.2984131648545401	0.23724864615255448	0.029364846144158515	0.22072960832878552	0.250787120607867	0.4188111330338777	0.41742580076403174	0.32397884219806056	0.2816632383191302	0.3762646404433063	0.24285294488056758	0.38042063725284414	0.35370051635111877	0.22274463708492506	0.34931363082994	0.4368834221905042	0.33644683262667396	0.2669703203056127	0.34274379748961	0.31235044708450527	0.2877083245875488	0.4909533604802485	0.3892363880609546	0.42286218042903323	0.48940010914739096	0.26296125267621007	0.07728474875110197	0.32125015742412155	0.3356492170773687	0.2716720540699383	0.39513454514923807	0.41190546156752444	0.4808992065824273	0.48012258091599846	0.4850761932748415	1.0	0.503148482431468	0.48646152554468747	-0.00934049788002183	0.12749254859157885	0.18995844003190462	0.2533688762016708	0.4453213551068385	0.28709961798413164	0.14380168758658327	0.2143276940514672	0.034402418034507366	0.09861046975357877	0.26103018345157636	0.13475504806683178	0.25477519835439316	0.1481675832248856	0.19493304227362412	-0.03299609588178498	-0.04869652827337224	-0.036963183745434704	0.02577557617228496	-0.2517316653373074	-0.1578858989966836	-0.068909785483397	0.20276226858654128	0.026699131018848916	0.12684186222240879	0.18699886654632467	0.17826707526972	0.08465219764073717
NiaR	0.23680785861214895	0.05190798035346963	0.1266529532765207	0.16292347088703246	0.30769069308593255	0.2939003400361026	0.3183325637042945	0.41664917509760296	0.39013895302464213	0.36092103606061876	0.38157508081104907	0.3907476596280593	0.2845388522732043	0.34190420217455186	0.301183829394232	0.2530960077242769	0.1957936274715587	0.24658914403257629	0.1860333319340078	0.1826959405566517	0.008500902564963688	0.08104193778598716	0.3039544939339239	0.17520255236975776	-0.034444397800260276	0.17188615087527812	0.15570295117753244	0.32609882036858234	0.2915914529196927	0.2796062297972377	0.35254607279291383	0.4013895302464212	0.31035640821124216	0.35279795138743125	0.42727005583308847	0.23540153645942655	0.24656815414969985	0.2612400822803409	0.2739179715377188	0.38577305738633977	0.3175139582721128	0.30374459510515933	0.2276982494437681	0.34383527139918557	0.2178120146089585	0.43530918097477017	0.3819738885857017	0.20645648797279711	0.09008857730573863	0.12407119768271693	0.2994626589983628	0.3042903320599471	0.36333487259141095	0.3265605977918643	0.3566600898366987	0.45909071827379205	0.3295621510431972	0.503148482431468	1.0	0.40319466017379624	0.19289702363460812	0.21688845976239451	0.3254901137651652	0.07623525460727928	0.10236765878846396	0.16248268334662694	0.15935519079803534	0.3223836110994501	0.03943998992485622	0.1612232903740397	-0.004323915872549431	0.3103144284454893	0.2658578565131607	0.0700432391587255	0.19636035430922297	-0.05493052348767894	-0.10329121363502791	0.23410016372108644	0.07587842659837958	-0.20125099701943663	-0.17675580370261534	-0.016225179463498593	-0.045275177364510304	0.09304815079131859	0.07640317367029092	0.07913185844422987	0.252361361823601	0.07795642500314848
