	ModE	PhrR	BirA	XylR	NadQ	RbkR	Zur	ArgR	NrtR	Phr	MntR	ThiR	NsrR	KdgR	NagC	FUR	SahR_SamR	AraR	CzrA	AgaR	Irr	SiaR	IscR	GulR	MetR	NiaR	HutC	PhnF	CcpA	HexR	HypR	Rex	NagR	NrdR	NarP	TrpR	PsrA	HisR	TyrR	QorR	CsoR	ZntR	FixJ	PdxR	PhnR	GlcC	DasR	FadR	RutR	FnrN_FixK	HcpR	NmlR	LiuR	PurR	HrcA	GntR	NtrC	BioQ	NnrR	RbsR	CueR	MerR	FadP	AcnR	NifA	FruR	PaaR	VanR	LldR	PdhR	GguR	MetJ	LiuQ	NagQ	NikR	FabR	SdaR	SoxR	LexA	LtbR	TtrR	AmtR	PrpR	CblR	ExuR_UxuR	PhsR	CadR-PbrR	NorR
FixJ	-0.6499181851472435	-0.630970977745433	-0.7375296086329735	-0.6494268324904626	-0.6804538986052074	-0.712554060380752	-0.6914513908524968	-0.7323008747004371	-0.7349847727030422	-0.7424639945116835	-0.7370985162076845	-0.7356545883530878	-0.7149551988355869	-0.6997116779693229	-0.726692037769259	-0.6637293666649671	-0.6689720068047708	-0.6253366461009312	-0.6647097542773176	-0.4514812428440975	-0.591852816702282	-0.498924586637989	-0.5703955388887086	-0.554723243298367	-0.6105566654769133	-0.47635017684060244	-0.48133323444474835	-0.5276756701633052	-0.5203169688176479	-0.47343450871687426	-0.4014026727730368	-0.5594884369886571	-0.16399590230425853	-0.11664526655881631	-0.2955602115597666	-0.30040652479244984	-0.5282852255818589	-0.542344401129184	-0.5546745715729311	0.33543162549656746	0.5475661819580867	0.4625969378531597	1.0	0.49836370294487115	0.5326795870783522	0.6467614760975474	0.5695634841538768	0.5980712090520138	0.48479356235311566	0.5494365668355499	0.5066448493725982	0.464087219731981	0.4432997575684533	0.412518367782099	0.43353296466432734	0.5241226342064886	0.49790711580625874	0.5400776893446004	0.5802480867376502	0.5635096485901423	0.6836314669658047	0.6986918894363814	0.6144156379936124	0.6286695004426809	0.6251071936810194	0.6513111235751932	0.5791240016502033	-0.09890558148805688	-0.03654319499747371	0.03177800130718348	0.2033180210539978	0.13590072822172056	-0.14920433317418452	-0.10487829750939828	-0.09824503664285615	0.1603617468050489	-0.13122128947624587	-0.10345754666691388	0.21281132521519855	0.43341244420134334	0.40314558408388224	0.20189495251030218	0.24418836421283913	0.21161307368899232	0.1621695537498088	-0.002171686034923122	0.16753966745623022	0.24195873564763526
PdxR	-0.6597521913864952	-0.7036911709490059	-0.7303841357987494	-0.6957576797029634	-0.5597317956158364	-0.6809035326401861	-0.698135641145686	-0.7517093046432826	-0.757350589391418	-0.74168524690471	-0.7231691319281883	-0.7410131135534531	-0.7703088568634086	-0.7347460494782855	-0.7509004269205631	-0.691785139826914	-0.7126212737158777	-0.66187057029356	-0.7166726154331088	-0.5448173883215671	-0.6140308995925481	-0.549207114415638	-0.5303781097756002	-0.549499144768253	-0.5937765087076035	-0.46988842586369134	-0.6548989250501782	-0.7068895986205043	-0.5317664128011274	-0.5281206687958615	-0.3147716368996574	-0.3979794280840491	-0.30713017600623	-0.3528143845807974	-0.3072924150910161	-0.4150492975047629	-0.3354826149232146	-0.47358747699681547	-0.4849928846572815	0.38878742508030834	0.5318846155629001	0.517484737937524	0.49836370294487115	1.0	0.7047735374146507	0.6620142677686564	0.6830844894799541	0.6652868618789141	0.5251192457273178	0.5674311990395446	0.4184006934562024	0.3756970486392776	0.4768438471985946	0.43109010758769023	0.6133796255521923	0.667889640339126	0.5911343293268005	0.6296916066768337	0.6456791096319027	0.54597160352476	0.7438824276529566	0.6438458079738193	0.6051541039535347	0.6357315360333007	0.5968011087882594	0.7064631415976378	0.6614255716610038	0.0713991035131715	0.1863501304865782	0.1573464175292378	-0.22525738071950716	-0.0924345597063009	0.060492001613120044	-0.046099077091377685	-0.16341415930023964	0.05990098780425623	-0.00040096230954290296	0.09067774218818807	0.0736750861026	0.3448994349444447	0.3697892282518507	0.3298853664980925	0.3412467378355452	0.33004065247924497	0.379338157242121	0.18961113609077973	0.12576310312379768	0.1600372686354766
PhnR	-0.641472481933519	-0.6580440455938182	-0.7592070680616138	-0.6543009581376807	-0.6316199340845775	-0.6967403850165252	-0.6869086964784847	-0.7626673959699811	-0.753783647227334	-0.7516165965948334	-0.7298765592334898	-0.7348596168376358	-0.7680421450788251	-0.7431593048750528	-0.7523397193727374	-0.6908812363545341	-0.7186449791638662	-0.6250376626446825	-0.7394880661564633	-0.5080493763066041	-0.6563312643987188	-0.570258794517246	-0.4598342380093728	-0.5359243687740751	-0.5929490893751941	-0.41692895318707096	-0.6132869175037431	-0.6438504433762418	-0.4675962193657842	-0.469121266762774	-0.30660637553249187	-0.47033342449624765	-0.2292600507113025	-0.3080363971798212	-0.13286917503743087	-0.3863909220278959	-0.3611534735388053	-0.4494926552048616	-0.493589238449736	0.4034213905280187	0.5883090515503103	0.511655719391279	0.5326795870783522	0.7047735374146507	1.0	0.6328251387144175	0.7159888935757958	0.6631777537766941	0.47460494782854573	0.5934079942150178	0.5664322698175042	0.29547445661495103	0.47073438680579055	0.4623674854332479	0.538807589080846	0.6113678609008442	0.5069206558167347	0.6196721843406835	0.5731675095373405	0.5346612216139545	0.6946915371457973	0.6556035062183924	0.5379454042302683	0.6619261951226296	0.5918574521047044	0.6704761948908594	0.6178945075116696	-0.019357440516198414	0.10577524787814455	0.08841103040360448	-0.10978487097357358	-0.0443306710672087	0.07606000064895634	0.030069855514506492	-0.22741284284595167	0.02137384056996908	-0.0842229443149107	-0.013101964947086882	0.11640654333405955	0.3016557657453032	0.4813123751338472	0.2820665551079817	0.5108792894855166	0.32701373469737777	0.35530127798044786	0.20012886418734444	0.2581200661935466	0.2295404925578614
GlcC	-0.725616624407248	-0.7624588028609703	-0.786701957530443	-0.7216417668299874	-0.6210303572504647	-0.7436807876475796	-0.7380487737042891	-0.7845256360930974	-0.7999638438611048	-0.7987516861276311	-0.7743949640988083	-0.7530512536445851	-0.7488353551413566	-0.7338560522131728	-0.7639166369228344	-0.6874464031594902	-0.6920632639722617	-0.6834784986858634	-0.6913957660234273	-0.4407224738215648	-0.6187172914416565	-0.5406687031534643	-0.5217771205807232	-0.5450422053390566	-0.593018620411531	-0.5394264153042446	-0.5977026945594281	-0.6353004436080119	-0.6337220890831637	-0.6320116255892755	-0.43407067134533284	-0.4125925342208584	-0.2537396109043207	-0.26788685909767257	-0.36577033435157674	-0.5039099619433461	-0.5218536047206939	-0.6382369710426411	-0.6907282680745929	0.3044717727169484	0.44369840217678497	0.43193606852978944	0.6467614760975474	0.6620142677686564	0.6328251387144175	1.0	0.6813253542606301	0.7017952913582193	0.5975172784625298	0.5976493874315699	0.4305570363091072	0.44433113460745094	0.420577014893548	0.3969086501244606	0.5117113442203485	0.5923140392433169	0.5471999851667122	0.6221590777403341	0.6777282819808002	0.593380181800483	0.7151313441276405	0.7298719238310674	0.66038260611595	0.680449263202785	0.7144453045691161	0.7698244573102614	0.6625960107726753	0.03762556146311842	0.22329197009238358	0.18931910573816466	0.04166763237550468	-0.023837556957507267	-0.12843077721792417	-0.11974635077944291	-0.13992889292683944	0.017137082755839448	-0.05140661286509588	-0.0754365390231353	0.11827229280910022	0.44525589739073196	0.4237986195771586	0.36275500507576564	0.2644195780856715	0.31122323634526333	0.2421140216287877	0.08707371680472441	0.09739212259712327	0.03920391598796649
DasR	-0.6561388951981866	-0.6839397212268983	-0.7377613787540965	-0.6437368760168914	-0.5798772545438532	-0.6563057696853952	-0.6777398704868564	-0.7341944365900126	-0.7588061057520709	-0.7550166642717088	-0.7190227644612968	-0.7094784708734488	-0.6971969721551377	-0.66413032897451	-0.6993802466961169	-0.6018606505323759	-0.6050845729171979	-0.588958007889455	-0.6606027877310169	-0.32168302191154724	-0.5021183789070648	-0.40890738929500164	-0.440010939549717	-0.4448572527824003	-0.4838896588807357	-0.41295873101223285	-0.6439779169428594	-0.5964673598138422	-0.5428960140174569	-0.5916326350872151	-0.4118694114429544	-0.5588858346737372	-0.11905799351970742	-0.17598305296874348	-0.3657008033152398	-0.5521343710454223	-0.5081953914829116	-0.6863825783035354	-0.6153566246853721	0.18681367072882432	0.49280585544034006	0.5107749929310113	0.5695634841538768	0.6830844894799541	0.7159888935757958	0.6813253542606301	1.0	0.6974078829653596	0.6637247312625446	0.608925003824207	0.5154150307558951	0.33986538791365173	0.31580996704228875	0.3055379152741145	0.4005474410260927	0.46686150808182414	0.4003156709049696	0.5525446041598101	0.5165854698675666	0.5042576171250307	0.6877894229387524	0.6215124391024007	0.552834316811214	0.6047786363573153	0.5920428682016029	0.7173262071746759	0.5790706945223449	0.23208069308537022	0.1804075445809828	0.14146321112867413	-0.007226592376617176	0.042031511465667894	-0.060079450797520986	-0.15925156792486939	-0.25593215625014487	-0.12060621792880949	-0.1806648094154294	-0.08471197927048037	0.09478007333206633	0.45967895202822034	0.42614181550171276	0.33775859751264303	0.3749553842516838	0.35829806564656913	0.3926649392066972	0.18971079724286263	0.18239149681779623	0.22093023255813954
FadR	-0.6345240137022495	-0.6525835415401589	-0.7580551705596321	-0.5972136596038585	-0.5602046066629275	-0.6482494402751575	-0.6099308861498811	-0.7121762750833214	-0.736078727674743	-0.7473566617685914	-0.674390792236628	-0.709751959616374	-0.7040318730270568	-0.6936485716007436	-0.7136572861572977	-0.578046270586981	-0.5978162619187785	-0.5500832054734832	-0.645461245718047	-0.34826010170072913	-0.5296039975710491	-0.4221854995341421	-0.3962179751635138	-0.40383857674604023	-0.45651297217367925	-0.42999847031720057	-0.5406710208546754	-0.627804997890892	-0.46668999819219303	-0.5411438319017665	-0.3376705248666163	-0.43683105348790857	-0.16852005506858078	-0.2580227227426749	-0.3078787934974575	-0.4716452433818042	-0.5215360796547552	-0.5770751537794754	-0.6363642684639667	0.23684125137323797	0.39019426971552534	0.4143029977147466	0.5980712090520138	0.6652868618789141	0.6631777537766941	0.7017952913582193	0.6974078829653596	1.0	0.581402301940843	0.69256852283631	0.5242779201876411	0.2650917114369284	0.34709661569269135	0.3109636538096055	0.4390096926264654	0.5344989825291683	0.4502992152263699	0.5640937092953725	0.5139734206025096	0.4836300763450779	0.6316199340845775	0.5827906049663701	0.5095442935878478	0.5362001752182116	0.5006420032355109	0.733988161182213	0.6375416606792719	0.1576940727109224	0.10298010021740038	0.24204217289123955	0.002871631800714779	0.060642652191850034	-0.12770301903759776	-0.10716586860488293	-0.11598935711603803	-0.05771771326327695	-0.08956292790558612	-0.046335482614923214	0.010425020048115477	0.49075700756961216	0.4567030236730002	0.3101594114893084	0.28898952862592764	0.40019746814319684	0.3169062397152009	0.06273785408680255	0.19324297388877815	0.20214062883869263
RutR	-0.5081838029768554	-0.5842136735100658	-0.5411739620175126	-0.47535356531977324	-0.42242190505768756	-0.49236317450899497	-0.5060978718867478	-0.5475267810374957	-0.5786002011764652	-0.5837269562557074	-0.510821346955236	-0.5313515442843171	-0.5058753725704697	-0.4523642870055764	-0.495478164936889	-0.3987349986789103	-0.40023686906378775	-0.41211277007013364	-0.46989769666853626	-0.1775729959996477	-0.27436019858063976	-0.2308476760409955	-0.3247099396934145	-0.263640830478698	-0.298920878316051	-0.4861262405495733	-0.48549350811890735	-0.4778311879145788	-0.37518715437280686	-0.5560118851718112	-0.3794007351748242	-0.43317140327537534	-0.03290903949826404	-0.08441531351544285	-0.328302376570822	-0.5059449036068067	-0.5318336261362531	-0.6707983553592205	-0.5236011514339617	0.048650866124942634	0.25212880856251535	0.3369752145032471	0.48479356235311566	0.5251192457273178	0.47460494782854573	0.5975172784625298	0.6637247312625446	0.581402301940843	1.0	0.5308903217432821	0.35607075478257644	0.2952148740792932	0.17602708929175687	0.12879697400929863	0.28435644390467757	0.30058730548692586	0.2691013345323574	0.40615396025605965	0.40452229860335326	0.4095215801159778	0.5576922185499534	0.46000574789900384	0.4050066981565005	0.41075459716035245	0.4849117651148884	0.5723748557230997	0.44265311893051995	0.27319439487139074	0.18010392572231157	0.1511141189722386	0.07371680472440215	0.0066633909822881275	-0.07358701345657323	-0.28312110915909167	-0.2062591838910495	-0.2022426076919868	-0.29042418567567946	-0.10896904014722038	0.07619674502041895	0.38167208236183026	0.3189249574701828	0.29923376797956713	0.2822774659182037	0.39069257547593994	0.2048384330485651	0.08151123389777083	0.03865925620332729	0.07670663928688969
FnrN_FixK	-0.5309760766880977	-0.62188790669862	-0.6199410376811862	-0.5203053803115918	-0.5180548924354867	-0.5894238658329123	-0.5765907542263281	-0.6198042933097236	-0.6311633469459651	-0.6561041296800182	-0.6027715071083897	-0.6086955514042952	-0.6105636185805471	-0.5824244081749957	-0.6027900487180795	-0.5169354427504623	-0.5384622516003726	-0.5191604359132438	-0.5849275254831248	-0.3346181123714255	-0.476074370396466	-0.45007903361130297	-0.45191465297059763	-0.39753674715270404	-0.43699561027390593	-0.4034098020219625	-0.5469635796431668	-0.6022778367503975	-0.31171690670325547	-0.48084883489160113	-0.33529488112510486	-0.5137926399080336	-0.1268454695894424	-0.2764554004755923	-0.31011305746508383	-0.5244192999615261	-0.4410747644056719	-0.4255090830710468	-0.4960529548372742	0.2906652266016474	0.31183974486745064	0.32818417380904924	0.5494365668355499	0.5674311990395446	0.5934079942150178	0.5976493874315699	0.608925003824207	0.69256852283631	0.5308903217432821	1.0	0.5382397522840946	0.26382624657559645	0.34534906897942347	0.3212936481080605	0.40769523156152804	0.45620935331500806	0.5126384247048408	0.5525863227816122	0.5672851838632371	0.4390096926264654	0.5443700719877996	0.47707329961850636	0.4322582289981505	0.48426280877574385	0.5435380172529678	0.6627976507780523	0.46919079779911094	0.06797817652539505	0.10458858485799445	0.1704507001775359	-0.04952927488399905	0.058769949613175665	-0.03255443121294575	-0.13705957882733588	-0.19076998669639506	-0.051631429882585254	0.01373701507896408	-0.07412240243636752	0.0063134180993922985	0.37778066202817395	0.2617658101988124	0.2824744705211583	0.3184961827461051	0.2578488951518326	0.22304165836157067	0.007400419967459475	0.02864678697081087	0.12173493841867881
HcpR	-0.5047767821963464	-0.4606941051587394	-0.596163740955171	-0.4580611965827813	-0.5077248981370318	-0.5009572106002382	-0.4717124567169299	-0.5737399817365144	-0.552231714496294	-0.5752140397068571	-0.5373080363971798	-0.5499047424802184	-0.57337378494514	-0.5376672800849206	-0.5478721185179691	-0.4982988073109567	-0.49744125786280136	-0.47173795143025343	-0.5880309274049627	-0.29280910022203577	-0.5009827053135618	-0.38974695338175785	-0.30020720248828403	-0.3416059815232859	-0.37335385271472343	-0.2922412634252843	-0.39049325317177414	-0.45030385062879236	-0.2757206891916322	-0.3596446500502941	-0.17329451956371592	-0.43307405982450364	-0.14409611970463215	-0.2499084508021564	-0.23525826144596743	-0.3019315721894396	-0.3183223551552628	-0.39004361913679536	-0.37374090881699895	0.23318855426433846	0.40762106512276863	0.2761378754096537	0.5066448493725982	0.4184006934562024	0.5664322698175042	0.4305570363091072	0.5154150307558951	0.5242779201876411	0.35607075478257644	0.5382397522840946	1.0	0.10415053932907185	0.27477970249987255	0.28210595602857264	0.32439241462747587	0.39091043938979564	0.34280886845191466	0.45262386954123424	0.41348253148597097	0.41784212746429583	0.4938279616744928	0.4683054359364208	0.39155244262530653	0.4195896741775637	0.4003944727461515	0.4831039581701285	0.47820665551079816	-0.11472157455349487	0.0025262943202414116	0.050136512601341485	0.0447385864803853	-0.02260222221192133	0.10306353746100468	-0.008971821388673858	-0.10603019501137992	-0.02104704469918556	-0.07927696993014449	0.026560855880703282	0.21230374864993903	0.31821342319833495	0.3404656725273605	0.27959125021438735	0.33127830492604216	0.3026176117479639	0.3441276404411049	0.10945343970036758	0.15268783809466419	0.09703056120817129
NmlR	-0.667738989760396	-0.5532468676268131	-0.5594606245741224	-0.614320612243952	-0.5809758449179766	-0.670079867983739	-0.669929217405009	-0.6081277146075437	-0.6244002948115941	-0.5892778506566048	-0.6391941816428793	-0.602423851926705	-0.6070291242334204	-0.5865012446055504	-0.588626576616249	-0.6362901020252073	-0.6454102562913999	-0.6020136188123172	-0.5536130644181875	-0.49796969373896194	-0.4848491871821852	-0.42230138459470357	-0.6234291780040885	-0.5857340855046331	-0.6289939786122533	-0.5455660058127947	-0.5575021670506325	-0.4714714157909619	-0.5467781635462683	-0.44275741548502534	-0.4523967348225336	-0.42937500869137957	-0.3678168645210934	-0.31171458900204424	-0.27719706486318607	-0.3168320732764415	-0.24962800895559747	-0.41046720221015986	-0.42529817226082484	0.32791995587096895	0.2534406274480719	0.483560545308741	0.464087219731981	0.3756970486392776	0.29547445661495103	0.44433113460745094	0.33986538791365173	0.2650917114369284	0.2952148740792932	0.26382624657559645	0.10415053932907185	1.0	0.6330684973415968	0.5227459196870177	0.4879386828967557	0.5145690698137959	0.566541201774432	0.4992212523930265	0.663548585970491	0.6544840565333679	0.60032401462933	0.6712665310038891	0.7296679661244792	0.6223166814226977	0.6799463220399479	0.5134333962202928	0.5679573172144939	-0.18645906244350605	-0.18177267059439764	-0.21716860349231218	0.08163870746438852	-0.05325845613286918	-0.17157710296619402	-0.248397309612434	0.0007949715154521139	0.366938455762037	0.06532672633974719	0.11028781213641062	0.29467253199586524	0.29490661981819954	0.12365167732036657	0.09167203600780602	0.10787740287673074	-0.11608206516448726	-0.16235496984670725	-0.0681102854944352	-0.012958267471990581	-0.04822672680328743
LiuR	-0.6920122745456146	-0.591913076933774	-0.6225762639583555	-0.6488450894864438	-0.7328478521862876	-0.76609295836018	-0.801282615850295	-0.7381275755454709	-0.7266109182268659	-0.7122620300281369	-0.7467053877282356	-0.7318860061836269	-0.7940096694494533	-0.7596775614074935	-0.7554176265812517	-0.8525524843439283	-0.84995665898735	-0.7876892982464273	-0.7617681279000237	-0.7573621778974742	-0.7323147809077045	-0.7624866152755051	-0.836029592409065	-0.8221651037634832	-0.8972215397879767	-0.572117590888653	-0.636839397212269	-0.654574446880606	-0.4372598282119862	-0.4013655895536571	-0.435820535759812	-0.4051758903449203	-0.5635907681325354	-0.44907083358441763	-0.13553453143034613	-0.16766945872405914	-0.07656757721421585	-0.15315601373933277	-0.2331306117340577	0.5886706129392624	0.4267328293105766	0.37113813035678694	0.4432997575684533	0.4768438471985946	0.47073438680579055	0.420577014893548	0.31580996704228875	0.34709661569269135	0.17602708929175687	0.34534906897942347	0.27477970249987255	0.6330684973415968	1.0	0.8536557101204741	0.7375690095535644	0.7982719219769064	0.8427509259216339	0.7028428923056955	0.83707487565533	0.8276418317256212	0.6978065275736913	0.6936694309116446	0.8005803523832922	0.7293967950827651	0.7354900315670905	0.6049988179723823	0.6610315624550945	-0.4103489994483871	-0.3347200912247197	-0.20158206284678604	-0.05474642031047926	-0.012267592511043847	-0.0182750740505537	-0.026069503223922385	-0.06284910374494161	0.5637599603209552	0.3432863149014282	0.2548103888639092	0.3756646008223204	0.18359438374642495	0.1738438147507776	0.20081953914829115	0.17310910346681746	-0.159538962875062	-0.08870769615864202	0.07257417802726544	0.03836722585071223	0.1284099179070231
PurR	-0.6218415526743954	-0.5452647046553346	-0.5644691768915918	-0.603448275862069	-0.6863570835902119	-0.717398055912224	-0.7443204731818793	-0.6871798675201988	-0.6688120854211959	-0.6538582772063357	-0.697361528941135	-0.6817912122040874	-0.7324862907973355	-0.7029008348359763	-0.7046136160310758	-0.8144193463155504	-0.7967399214762829	-0.746327602430805	-0.7249352202511461	-0.7594110257682021	-0.7000686039558525	-0.7710018495255666	-0.7634299196684761	-0.8057163782673793	-0.8459516712943435	-0.5131181888555655	-0.6450000231770121	-0.6139775924646899	-0.3710361515034928	-0.32978338764479836	-0.3963315425228641	-0.3714950563433164	-0.5598870815969889	-0.4329048676360838	-0.11848320361932221	-0.16057265761527087	0.03306200777820526	-0.1296730650671438	-0.19707645169215365	0.5645387079279288	0.4171166869851806	0.35280047837353	0.412518367782099	0.43109010758769023	0.4623674854332479	0.3969086501244606	0.3055379152741145	0.3109636538096055	0.12879697400929863	0.3212936481080605	0.28210595602857264	0.5227459196870177	0.8536557101204741	1.0	0.7203554426577543	0.7916896505370113	0.7947258391237235	0.6704460647751135	0.7863496669463359	0.7689599547584723	0.6474266563451706	0.6431412268056051	0.7119398695597758	0.7089824828142455	0.653580153060988	0.6042594712859997	0.5866658013915478	-0.35776499436798603	-0.26627837445707847	-0.1595551867835406	-0.1505787299924443	-0.0726089435454339	0.047325141032118705	0.02892259341494732	-0.08585924137003954	0.5652595130046215	0.3618534193045969	0.2300457514219097	0.3678006406126148	0.06393842331422002	0.15362187168279015	0.16278606227199616	0.1327347483671795	-0.10380520184859848	-0.016321251929486257	0.1685594559891717	0.006967009840959343	0.14911162512573528
HrcA	-0.6256518534656587	-0.6518071116343965	-0.6383505384019914	-0.6360397902943944	-0.6323940462891285	-0.6900839471378708	-0.7445221131872564	-0.7250881885310874	-0.704435153037811	-0.705549967320413	-0.696135465000394	-0.7020270614793424	-0.7603821425757077	-0.7429530294672532	-0.7556192665866287	-0.791244651904455	-0.8090399618042841	-0.7332349082885631	-0.7569334031733965	-0.7846600627633488	-0.6956325238375569	-0.7555080169284897	-0.6668119092759038	-0.7816632750972276	-0.7696830775363763	-0.5861095531008524	-0.5682563006707427	-0.6264931790053353	-0.489941176743259	-0.4262507474586406	-0.4211471693915107	-0.35018147600483934	-0.5300420430999717	-0.4036809730636765	-0.04875052727702556	-0.1633353574590578	-0.15331129972048524	-0.24051712549424978	-0.33858833454626364	0.6255174267954072	0.4578410149677144	0.4373224061446894	0.43353296466432734	0.6133796255521923	0.538807589080846	0.5117113442203485	0.4005474410260927	0.4390096926264654	0.28435644390467757	0.40769523156152804	0.32439241462747587	0.4879386828967557	0.7375690095535644	0.7203554426577543	1.0	0.7799922125239303	0.8215462775400847	0.7099049278963153	0.7777301361417691	0.7068710570108144	0.7065280372315522	0.6497744876721473	0.6840880541044171	0.6691759645113591	0.6504257617125031	0.5878779591250214	0.6828527193588312	-0.2704224242227589	-0.1053789209710241	-0.04245101538490064	-0.20645387079279287	-0.05666779461458946	0.12184387037560666	0.11000737028985172	-0.10656094858875173	0.4146900538170221	0.2920488942247521	0.272443459678952	0.22729232238296768	0.13967162809239284	0.17161186848436247	0.2612512805299192	0.22507428232381993	0.04367939702685288	0.08073480399200857	0.14358390773695018	0.18880225836806022	0.12192035451557727
GntR	-0.6891475958485336	-0.663126764350047	-0.6943253403544228	-0.6807181165432877	-0.7285601049455108	-0.798911607511206	-0.8098812873439608	-0.7877843239960877	-0.7877217460633845	-0.7663015514691908	-0.7808289026611845	-0.7805507785158369	-0.8411169465677163	-0.8221674214646945	-0.8295400290176191	-0.8613736551538722	-0.8543927391056455	-0.778552920071756	-0.7926932151614743	-0.8013985009108566	-0.7965220575624273	-0.8197987308268168	-0.751150738651376	-0.824675174175246	-0.8540172715094261	-0.5908028980535945	-0.6600859403609124	-0.7044166114281212	-0.4329025499348726	-0.496312537372932	-0.41366562988165817	-0.37694628959213095	-0.5142214146321112	-0.4611298329864507	-0.11077221168955782	-0.21589386782613532	-0.16570636579814677	-0.24193092323310048	-0.3405676513806546	0.6430577895620008	0.5208013683707952	0.44219189638948503	0.5241226342064886	0.667889640339126	0.6113678609008442	0.5923140392433169	0.46686150808182414	0.5344989825291683	0.30058730548692586	0.45620935331500806	0.39091043938979564	0.5145690698137959	0.7982719219769064	0.7916896505370113	0.7799922125239303	1.0	0.845094121846188	0.7542680467804812	0.8126184924744242	0.7661949372134742	0.7564999930468964	0.6916785255711975	0.7329011593141459	0.7329869142589613	0.7261890966064218	0.6982445731026139	0.690950767390871	-0.33320663233378606	-0.1265209914198701	-0.060605568972470346	-0.18377284673968972	0.01540575995105015	0.00901817541289847	0.04979349282207935	-0.0896672244600915	0.4724309440924114	0.32105028948088127	0.22769096699129934	0.22840250126314715	0.18765036086607859	0.20992115180479393	0.28026570126685546	0.2169136563590768	0.03528931864219792	0.10323041194821328	0.1642647556447613	0.11090895606102044	0.15782154627754008
NtrC	-0.6941932313853827	-0.6886400192832741	-0.6619192420189959	-0.6803959560749266	-0.7070634262113465	-0.7864261510863065	-0.8346621486944389	-0.7733380923464871	-0.7612327389202294	-0.7593646717439775	-0.7684778729065364	-0.7498134250524959	-0.8161553045227622	-0.768463966699269	-0.7904010086635671	-0.8563349727206567	-0.8560035414474507	-0.8045969285823549	-0.8050952343427694	-0.7893812201306256	-0.738118304740626	-0.797896454380687	-0.8205009942938196	-0.8443408689525381	-0.8679906921119357	-0.6072678474581771	-0.6525997654486374	-0.7016191460661657	-0.4540956098103657	-0.48405653336794435	-0.47084100106150717	-0.41337591723025435	-0.5872846276149464	-0.4557828962921416	-0.13901571864961457	-0.20578637284395845	-0.13710361515034927	-0.1974727785992741	-0.3188276140193111	0.6425131297773616	0.40827929226675813	0.379338157242121	0.49790711580625874	0.5911343293268005	0.5069206558167347	0.5471999851667122	0.4003156709049696	0.4502992152263699	0.2691013345323574	0.5126384247048408	0.34280886845191466	0.566541201774432	0.8427509259216339	0.7947258391237235	0.8215462775400847	0.845094121846188	1.0	0.7834525404322976	0.8815515618988462	0.7766014156518998	0.7721954656493504	0.6648604048560476	0.7616962791624755	0.718301959384604	0.7525529478841706	0.6826858448716225	0.6478438425631922	-0.3672374392182857	-0.2501216793135896	-0.0967825671785696	-0.12233290533117633	0.0654634707112098	0.048349564967482654	0.009569788301171367	-0.13542096407099583	0.5119384789390491	0.38045528922593413	0.2735513208579203	0.2476857753405862	0.18787981328599043	0.08522650893937357	0.17000570154497963	0.21570149862560317	-0.1101417969601031	-0.014042951638846526	0.05652409713949316	0.09413111699292175	0.11789682521288086
BioQ	-0.7601503724545846	-0.7418590744955523	-0.7195210702217113	-0.6908789186533228	-0.721799370512351	-0.7768864929008812	-0.8084141824772517	-0.8107133420787925	-0.776613004157956	-0.7728536927933398	-0.7691384177517371	-0.769659900524264	-0.8190130301162095	-0.7550120288692863	-0.7700330504192722	-0.8014193602217576	-0.8274401917202442	-0.8061660123023581	-0.8258826965062972	-0.6734984772703042	-0.7085073540659432	-0.719296253204222	-0.679183798341453	-0.706435329183103	-0.7458455205788691	-0.6268477872906536	-0.7135761666149046	-0.7517649294723522	-0.5058869610765259	-0.5965044430332219	-0.466849919575768	-0.49253931980104854	-0.48292317747565255	-0.5125132688394343	-0.20440965832448743	-0.33889195340493483	-0.2611562547802587	-0.36548989250501784	-0.4032776930529224	0.525965206669417	0.4046544075723934	0.4135312032114068	0.5400776893446004	0.6296916066768337	0.6196721843406835	0.6221590777403341	0.5525446041598101	0.5640937092953725	0.40615396025605965	0.5525863227816122	0.45262386954123424	0.4992212523930265	0.7028428923056955	0.6704460647751135	0.7099049278963153	0.7542680467804812	0.7834525404322976	1.0	0.8014796204532496	0.7384080173920299	0.7620439343441601	0.7073786335760739	0.7310423629427388	0.7558371305004844	0.713439422243442	0.7622710690628607	0.716834854517895	-0.17590656882877287	-0.1275570038612902	-0.028556396623572875	-0.14324784106132174	0.03272130570015436	0.06298121271398177	-0.11493016766250562	-0.23602542054688477	0.26204161664294884	0.16699732537280224	0.2193240656187567	0.24462872744297295	0.2341898011875901	0.2162461584102424	0.26698527332650385	0.30451349133875055	0.08649429150191675	0.07313506172038325	0.07731619470544335	0.08680718116543287	0.14451794132507614
