	PhnF	AgaR	GulR	Irr	SiaR	CzrA	MetR	SahR_SamR	KdgR	FUR	NagC	IscR	RbkR	NsrR	Phr	MntR	ArgR	NrtR	ThiR	Zur	BirA	XylR	AraR	ModE	NadQ	LldR	NrdR	GguR	NagR	Rex	HutC	PhrR	CcpA	NiaR	FnrN_FixK	HcpR	GlcC	DasR	FadR	NifA	BioQ	MerR	FadP	FruR	LiuR	GntR	NnrR	NtrC	RbsR	AcnR	CueR	PhnR	PdxR	HrcA	PurR	CsoR	ZntR	FixJ	NmlR	PaaR	CblR	PdhR	HypR	SdaR	HexR	TrpR	TyrR	HisR	PsrA	NagQ	NarP	LiuQ	LexA	SoxR	QorR	FabR	PhsR	NorR	LtbR	MetJ	AmtR	RutR	TtrR	VanR	CadR-PbrR	NikR	ExuR_UxuR	PrpR
NrdR	0.38489008591129564	0.2846394593448796	0.31383184328981656	0.2659110462723974	0.28605593585954936	0.4603174603174603	0.33351787428770935	0.37980274068255215	0.3871594408907842	0.38316437860821206	0.3917380515966533	0.4417935385728002	0.43144926994102173	0.4815446576640606	0.44986346463172855	0.434746069152982	0.47423284579608227	0.44778862579333906	0.42118480280302745	0.45171386176885	0.39215700943902043	0.263866132994177	0.34329355727627525	0.42374842579084526	0.46048703849175177	0.46493597177022156	1.0	0.06419780795271761	0.427030262222721	0.30327310814349306	0.4357435878252846	0.3552188930036534	0.10793401413982719	0.05620768338757341	-0.2204990087158194	-0.3000162096784249	-0.19580044638960586	-0.2295465030736044	-0.27398595992468733	-0.291183181835185	-0.45942966869911095	-0.29177670544520506	-0.41608748238756094	-0.33495430117582514	-0.38314941582812756	-0.3508048728787142	-0.3712041297273033	-0.33647551715108664	-0.41289542263619244	-0.4024164889836532	-0.342435691218095	-0.3373932343296051	-0.2343296051072956	-0.23269866207808076	-0.32899911470217835	-0.24109278170550755	-0.31718350602875345	-0.2717515180987294	-0.3291736804698313	-0.4274941084053417	-0.0010249504357909699	0.1261736430628811	0.1776256561802516	-0.12321101260614221	0.24575119390516093	0.04396314168505842	-0.020965348695120886	0.03387822790807866	0.1394057282509757	0.1940099003728226	-0.002945173879973566	-0.0700332921856881	0.01041160114215888	-0.12813376725395578	-0.24624496564795073	-0.15991969974687964	-0.015678499731916856	-0.04911532562750159	-0.15912168480903752	-0.10387910073691692	-0.09491140787291612	0.07777902467611815	-0.1828077656828639	0.1369169191635806	0.058771306375391213	0.10145513036322149	0.07001334181224204	-0.05259666579383783
GguR	0.45549944513023854	0.4901731941794785	0.30579184279105726	0.46974401177072034	0.44344941956882256	0.31247023030212345	0.4482075836357062	0.4196137108941508	0.3488048479407474	0.37065549445753687	0.37765308794374	0.32041047893365254	0.35072507138493	0.3667950971957256	0.33115375503435207	0.2534819636155064	0.2685095824137458	0.28581653137819674	0.3101609745757428	0.3357223905534982	0.05392336562800035	0.1645082856394718	0.27900347884636967	0.32877467300091023	0.24010025062656642	0.16179503485080862	0.06419780795271761	1.0	0.3811693412636068	-0.1278744123991571	0.2257708948989389	0.06892105886607065	0.07966433496677015	0.0970909861718974	-0.128029027793364	-0.11832317111185925	0.06970909861718974	0.023264629234778487	-0.09841768600605992	-0.1452462000773077	-0.2169877429893141	-0.05588348981907505	-0.19099739398246862	-0.148562949662714	-0.5520792029825808	-0.45917530143767377	-0.44009775682988567	-0.49211835559046874	-0.297966308806843	-0.3170388658212696	-0.33309891644534223	-0.18746617788251724	-0.4891806631005374	-0.40580306487612067	-0.49496128380653126	-0.30545767403583585	-0.26474893701916485	-0.13453284953677727	-0.24307784386338982	-0.23769124303295552	0.01938428159952119	0.15608424045187597	-0.14718637389493636	-0.21202508759460842	-0.031658748862205266	-0.0880085786605818	-0.12143044177608199	-0.1494657040611479	-0.3359169066945972	-0.13113131086422525	-0.36123393059763836	-0.176638112694672	-0.3780271574458534	-0.3460467088118306	-0.2540954375989726	-0.4640880808987643	-0.33824611279442385	-0.11367473409892892	0.06148954475741593	-0.01796780508485143	-0.055324879362585566	0.08253220114964027	0.25494332847042983	0.11349019314455293	0.147435753563012	-0.04004289330290901	-0.007443983092058504	-0.21422461626703576
NagR	0.5198842878340129	0.4453596678262821	0.3774585718026409	0.3902567363682839	0.23161136672527088	0.44665145450691407	0.40097507450217584	0.43237696230626316	0.333009139764835	0.36901956383496054	0.3880023441688799	0.42158879786531006	0.3993291686928765	0.44375366276387485	0.34287958702726967	0.3283108268182895	0.3543510517587501	0.3605755682739186	0.35056048080400004	0.3883265377373783	0.23004027481639422	0.26422025212284445	0.36736867043229965	0.31684434968017056	0.34152296163293805	0.4254890958740134	0.427030262222721	0.3811693412636068	1.0	0.0827317048841008	0.36525891844037955	0.28242496789236776	0.18484270377436127	0.1388421302011247	-0.08828788388882654	-0.1407972667988379	0.0027706081123206024	-0.21333183705532488	-0.06668162944675121	-0.23641441913240813	-0.3615780745395828	-0.2105138468060699	-0.37172782703026225	-0.2220002743176349	-0.4931857005698325	-0.40015710919088765	-0.43749922068853725	-0.47539495504931484	-0.41939924437960574	-0.34045062906021273	-0.4022818239628923	-0.256713924113767	-0.3258718936645095	-0.47676654322373097	-0.3735183730470455	-0.34860534420628686	-0.2074315141086547	-0.11920098754348558	-0.3099215700943902	-0.3688649484407536	0.09442761131684933	0.17261811244529235	-0.1360191523585082	-0.19723687327772166	0.0202920235913166	-0.11788426289604609	-0.20811980199254354	-0.15992468734024115	-0.23548672676716667	-0.09010835546577887	-0.2075811419095001	-0.28045486851457	-0.2187683138193743	-0.2672377461065599	-0.14522624970386164	-0.3772989688150725	-0.19278295240589036	-0.13026346961932195	0.086951208867941	-0.055978254092943804	-0.06324517762066859	0.04969887405079864	0.0046160176560805	0.17823414257035625	0.02631703637202459	0.011439045374630606	-0.007364181598274293	-0.04979363832466739
Rex	0.2578860085537226	0.2376812678462325	0.256344842205015	0.2816768288881408	0.18342123966633	0.455484482350154	0.3653038067806332	0.4435641342161374	0.45192334069003354	0.4798837890746767	0.5147071659247622	0.46335490467462187	0.4910410354243819	0.5195152059252609	0.5854960785047195	0.6085786605818028	0.5731966732752278	0.5899549869699123	0.5402635943091559	0.5167620543897056	0.6372323844436963	0.4013391688175663	0.41382810259479547	0.42185812790683175	0.46245215027618797	0.25983615755807427	0.30327310814349306	-0.1278744123991571	0.0827317048841008	1.0	0.3994738089003603	0.46919038890759235	0.35891968727789625	0.30341774835097696	-0.4405616030125064	-0.32444544196311675	-0.39177795234354545	-0.5399892766742728	-0.39860098006209554	-0.46846220027681146	-0.49761468347485627	-0.5996758064315016	-0.5221037668798862	-0.46024763401039914	-0.1842491801643412	-0.3260763849923316	-0.37835633860771334	-0.28276412424095065	-0.4633249791144528	-0.428935522886819	-0.3737627651217596	-0.22078330153742565	-0.19624434219878054	-0.21927704834224865	-0.20697764311275701	-0.1464182845172633	-0.28793127096347837	-0.4732353271237796	-0.3642214990211848	-0.39916956570530804	-0.006301824212271974	0.13400416464045686	0.09274180476065787	0.08867192857766307	0.4169802615992718	0.36163293806655944	0.251067968428534	0.33776231623835706	0.37468048230027806	0.25729248494370255	0.3532886943727478	-0.047210064963403534	0.050172695420142396	0.08123043928228532	-0.052551777453584206	-0.07955959550617839	-0.07320540156361052	-0.17709697128393123	-0.2279953615381738	-0.2653474482225464	-0.10037781019713463	-0.20857367298844126	-0.043115250813601166	-0.1709073679222933	-0.02344917018915448	0.1293906407810571	0.08286636990486165	0.026092594670756492
HutC	0.5255900946395841	0.3572538310951508	0.4033042806020025	0.36707939001733186	0.3907953964513273	0.6253369742764873	0.45439219940398257	0.5447175151809873	0.422326961682814	0.5196199453858527	0.518971558248856	0.5367772665494582	0.4847865933490442	0.6072369979675557	0.538368308831781	0.5428471676704199	0.5729472936071522	0.540468085636978	0.5451564233968005	0.5687577151834811	0.4963328719809474	0.3991994912654771	0.6598760583049664	0.5271911121086298	0.44604296811680944	0.30978191748026784	0.4357435878252846	0.2257708948989389	0.36525891844037955	0.3994738089003603	1.0	0.41152882205513786	0.09136024139951869	0.30077931146273645	-0.3049688898864076	-0.3429743513011384	-0.2636865796331625	-0.44171373707901596	-0.29121310739535405	-0.40542400778064563	-0.4598685769149241	-0.44236711180937416	-0.49552488185638227	-0.4807366675394955	-0.49347996857816184	-0.41126946720033913	-0.4862329954238831	-0.48926545218768314	-0.5774211648524296	-0.5236648836020399	-0.5048965697826656	-0.3354380977318919	-0.388974924874375	-0.29527799598498733	-0.5040337161311238	-0.30842030449257474	-0.3594334093941321	-0.24956670282671853	-0.3338071547026771	-0.368635519146124	-0.08439756106684622	0.01056621653636579	0.08345490592152022	0.021863115500193268	0.2704597314180975	0.43708026284617013	0.10179428671180439	0.005533734834598935	0.029763463384830234	0.21720220950385916	0.03869624309530044	-0.2985099564832479	-0.09894138330901882	-0.21452387186872654	-0.18755096696966297	-0.23383583336450578	-0.1021733438072794	-0.13939575306425267	-0.15674759036895722	-0.07017793239317198	-0.05748949488148231	-0.0838239878302722	-0.026092594670756492	0.028007830521577577	0.18563074352548037	-0.003498796743101535	-0.003648424543946932	-0.0024314517637377023
PhrR	0.3693088442499283	0.47118542625219767	0.41590792902654644	0.38334891956258804	0.30538286013541316	0.5362435940597763	0.52350029302111	0.5633860771331314	0.5961096771780197	0.5986832753525605	0.6295016147333508	0.5566777640618961	0.5495804187084627	0.620000249379668	0.5940198755595456	0.6482749161460866	0.6517961570593149	0.6401601017469045	0.6268482150650257	0.628833277222908	0.5812416613673487	0.44261649147744986	0.5516951582937443	0.4555892218107458	0.5083579595755559	0.24241948153967008	0.3552188930036534	0.06892105886607065	0.28242496789236776	0.46919038890759235	0.41152882205513786	1.0	0.33110886669409845	0.31454008154715146	-0.38927418047606577	-0.214703425229741	-0.3038815945335977	-0.44928490380179303	-0.320774573249043	-0.47189865210289406	-0.5387423783338945	-0.4744074115637352	-0.5055349817329393	-0.5524183593311637	-0.4371351263731468	-0.4847167670419831	-0.5601740670083168	-0.49474681729198616	-0.46862180326437985	-0.5098492499906483	-0.49168443496801706	-0.25484856419656104	-0.395952567987132	-0.4855546827267173	-0.2992680706741979	-0.32873975984737963	-0.46425267147969423	-0.4090300377810197	-0.4064763899799249	-0.4714946570406115	0.00632676217907954	0.03194802927717303	0.11410366712801906	0.009523809523809525	0.30396139602738187	0.26536241100263097	0.14187458696492475	0.29788151971969723	0.2582550904624746	0.1440741156373521	-0.017050087906332997	-0.23574608162196536	-0.12771979700495018	-0.11266225264654173	-0.2566740233668749	-0.17219915460292523	-0.15136098953852292	-0.15878751605381614	-0.09159465828750982	-0.05976383745433235	-0.1857654085462412	-0.12051272459756356	-0.06518535143829723	-0.025813289442511753	-0.1348071671716605	-0.029294629608847992	-0.12760009476427386	0.062197783014750804
CcpA	0.2420903003778102	0.35395204428982907	0.33199167071908625	0.2196710682178082	0.16980510978939886	0.3454432100150875	0.4606167159191511	0.44680108230775945	0.5087370166710308	0.5163480841407	0.481295277995985	0.3760021945410791	0.4995797952592925	0.3883764136709934	0.35854561777578275	0.4643723737203706	0.4599633411887929	0.4710008852978217	0.46656192720607487	0.4686068404842953	0.3869898627164927	0.40718961583062135	0.31592663250165215	0.3489594633349543	0.3699921445404556	0.01935435603935211	0.10793401413982719	0.07966433496677015	0.18484270377436127	0.35891968727789625	0.09136024139951869	0.33110886669409845	1.0	0.16733625107544983	-0.09195376500953877	-0.11165475878751606	-0.13437823414257036	-0.3447798600980062	-0.13592438808463947	-0.3992593423858153	-0.31614608660955873	-0.4873252783700545	-0.5537251087918802	-0.4623972867492113	-0.25224504046185114	-0.36971782690557237	-0.42656641604010026	-0.32738313445304806	-0.25929749747503084	-0.4579383782840185	-0.4027307073654285	-0.141779822691056	-0.26008553722614997	-0.2925547700096011	-0.14747565430990411	-0.31958253843564133	-0.3156124141198768	-0.23611017593735584	-0.3868701604758164	-0.41279567076896223	0.15544582850160227	0.13878227908078655	0.05867654210152246	0.08326537737378271	0.12718612451526828	0.0382673100662103	0.14838838389506104	0.2556964550680183	0.25552687689372683	0.053409643511764485	0.06020773326350703	0.050935797204453924	-0.02942929462960885	0.11940049127794611	-0.00494021122457886	-0.2361351139041634	-0.21565106796842853	-0.1217695981246649	0.0016683499794261775	0.02644172620606242	-0.038087756705195826	-0.15333607650968217	-0.03727477898726917	-0.023035199940148878	-0.22260377311437798	0.03921994039825933	0.16648836020399257	-0.03612264492075961
NiaR	0.27188618311949025	0.37935884487337745	0.2078404967642988	0.3062257634135089	0.17960074315141086	0.40256112919113707	0.2821855634110151	0.425154927118792	0.3130138779785284	0.36367286375141833	0.4193493684459906	0.39500991284180603	0.35836606441476826	0.4324268382398783	0.35795708175912416	0.3186797840372074	0.3288844000548635	0.3621217222159877	0.3789299118442873	0.3569894886469906	0.39392760508235763	0.3205850447013055	0.4302871606877891	0.2890983678100724	0.25080861357373535	0.06800334168755222	0.05620768338757341	0.0970909861718974	0.1388421302011247	0.30341774835097696	0.30077931146273645	0.31454008154715146	0.16733625107544983	1.0	-0.14985473634334592	-0.19912218356837366	-0.13476227883140687	-0.19261836182496042	-0.04864150425815783	-0.32027581391289167	-0.3305153430840784	-0.3938378284018504	-0.2621454132844549	-0.366760184042195	-0.35953316126136237	-0.3255127869424806	-0.3473484706791855	-0.2896420154864774	-0.38188755470766467	-0.3476826394344069	-0.31009613586204315	-0.18004962655394705	-0.21139665083105774	-0.19605481365104302	-0.27191112108629784	-0.18197982518485267	-0.24903801793039815	-0.32472474719136146	-0.22729211087420043	-0.1441888302846669	0.10765470891158244	0.01631691168219055	0.06692602152146536	0.10088155712664747	-0.03609271936059053	0.1488272921108742	0.0068454718886769165	0.14339580294018628	0.05804810533797179	0.07148468185388845	0.07099091011109865	-0.23922243419494008	-0.03575356301200763	-0.054237584009775686	-0.09160463347423285	-0.18607463933465504	-0.15463783837703712	-0.2042943178842629	-0.112198406463921	-0.11085674384967394	-0.12570979688026035	-0.17552089178169303	0.10720083791568473	-0.0253045549196374	0.032935572762752656	-0.00011222085063404781	0.18580530929313332	0.13976483497300465
FnrN_FixK	-0.2331924338208706	-0.16665793837828402	-0.22865372386189353	-0.27748725046446965	-0.29515330615094953	-0.3651541789797878	-0.360540655120388	-0.3069340016708438	-0.3681567101834187	-0.37270539532911884	-0.4295539844636467	-0.4050748762453397	-0.3521614982730458	-0.39441638923178596	-0.4872205389094627	-0.45937979276549584	-0.4405665906058679	-0.4486514794448809	-0.4780134415641093	-0.44325490342772356	-0.4244816020149877	-0.3339368321300764	-0.33001658374792703	-0.2597962568111822	-0.4054539333408147	-0.1536951832317111	-0.2204990087158194	-0.128029027793364	-0.08828788388882654	-0.4405616030125064	-0.3049688898864076	-0.38927418047606577	-0.09195376500953877	-0.14985473634334592	1.0	0.45380366338732403	0.278375042082819	0.37700470080674325	0.36581254130350754	0.3407847978154341	0.3017818177284006	0.35011159740146386	0.31220588785396325	0.3489844013017619	0.19286275389967455	0.31619097494981235	0.39387772914874253	0.38359829923066374	0.34177732889437523	0.30086410054988216	0.3135475504682103	0.2645893340315964	0.29214079976059554	0.22507263182832704	0.17898726916794475	0.14891706879138145	0.09456227633761019	0.3038516689734286	0.06612800658362324	0.29777179266574394	-0.014805670893652041	-0.004087332759760097	-0.11168967194104665	-0.06832254766268907	-0.2816868040748638	-0.28559707727029016	0.004311774461028192	-0.20327186124515267	-0.18811955261287547	-0.11871220339405729	-0.06957443359642888	-0.11224329480417461	0.02448658960834923	-0.19637900721954138	0.28028030274691706	0.03599296749336026	0.047289866457187746	0.00492524844449432	0.19418446614047558	0.09666205314280726	0.048905846706318035	0.1301736929388147	0.04274616890484919	0.07220788289130788	-0.0790009850496889	-0.055005673387448724	0.216015162283819	0.1749772441052881
HcpR	-0.23952168979663088	-0.14168007082382572	-0.14900185787852716	-0.2054664023242185	-0.23220489033529096	-0.4283220489033529	-0.21881320215962793	-0.27500841656379754	-0.24454918390503622	-0.2612875472262746	-0.3199815459045624	-0.2942405765657926	-0.2749635282235439	-0.3853240065337473	-0.3638923178593249	-0.34328856968291377	-0.3697826656192721	-0.3273232833327099	-0.3552139054102919	-0.30941283557151583	-0.4179578298981284	-0.3021708500105986	-0.29050486913801915	-0.35316400453870994	-0.3393483709273183	-0.2104390329056472	-0.3000162096784249	-0.11832317111185925	-0.1407972667988379	-0.32444544196311675	-0.3429743513011384	-0.214703425229741	-0.11165475878751606	-0.19912218356837366	0.45380366338732403	1.0	0.08713076222895548	0.32285938727415553	0.08281150637788501	0.2550680183044676	0.2221598773052033	0.4133592688188132	0.3185251686430005	0.26057930896893977	0.15087220538909463	0.1803688325290839	0.23345178867566926	0.21214977742864624	0.3542363371114353	0.28276911183431214	0.29939276050823577	0.26727265926009053	0.3886307809324306	0.10360478310203369	0.25352186436239854	0.22227957954587962	0.010960236411925336	0.19331163730221074	0.16002942680083293	0.29464457162807517	0.02750408359206474	-0.23693811643536702	-0.08067182882579584	-0.06663674110649759	-0.15655806182121973	-0.2061896033616379	-0.0664122994052295	-0.08430778438633899	-0.1433559021932942	-0.1225975386226761	-0.06858190251748775	0.11633312136061547	0.06274143069115574	0.13668250227558948	0.10103617252085438	-0.006511303133455529	0.034142570356238855	0.020990286661928453	0.1241486801581067	-0.027903091060985798	0.16556066783875112	0.12703649671442288	0.07902592301649647	-0.015488971184179353	0.026740981807753215	-0.1457299966333745	0.033389443758650356	0.023538946869661716
GlcC	-0.10259728924300801	-0.13184453671492163	-0.18737640120201	-0.2332772229080163	-0.23012506390353996	-0.35512412872978466	-0.33989201860372326	-0.2901258120425442	-0.33953291188169427	-0.3485006047456951	-0.3448047980648138	-0.3146697589745508	-0.35828626292098403	-0.34309904113517625	-0.4386862679085774	-0.43975361288794124	-0.3933540318457836	-0.40591279193007396	-0.36413670993403907	-0.37290988665694086	-0.4519532662502026	-0.3880023441688799	-0.320210975199192	-0.3151585431239791	-0.31631566478385015	0.009828052718861831	-0.19580044638960586	0.06970909861718974	0.0027706081123206024	-0.39177795234354545	-0.2636865796331625	-0.3038815945335977	-0.13437823414257036	-0.13476227883140687	0.278375042082819	0.08713076222895548	1.0	0.31536303445180114	0.32403645930747266	0.34272497163306276	0.3223107520043891	0.4018479033404406	0.38488509831793416	0.4151996907692116	0.10058230152495667	0.20850883427474157	0.3042307260689036	0.24843451913365502	0.2331275951071709	0.24120749635282235	0.3691841544158905	0.23488821556378509	0.12601902766867418	0.13945061659122931	0.05044701305502562	0.091285427499096	0.14402423970373696	0.1994713151036796	0.13112632327086374	0.21712739560343644	-0.07727527774660532	0.07302584820259604	-0.26856943353408397	-0.10961982069601865	-0.191700644646442	-0.21365104303046173	-0.20437910697140863	-0.276878764074365	-0.29112831830820834	-0.1192458758837392	-0.12639808476414918	0.060377311437798474	-0.015922891806631007	0.017708450230052745	0.0277534632601404	-0.008521303258145364	0.06959438396987494	0.060482050898390254	0.037549096622152396	0.09141510492649535	0.1678898739385778	0.046771156747590366	0.08871182932455517	0.028177408695869027	-0.08252222596291724	-0.04745445703811768	0.04128480404992581	0.13316126136236112
DasR	-0.27035499195750573	-0.13553535580244142	-0.3166997094726867	-0.24576116909188395	-0.20566590605867904	-0.4931358246362174	-0.37896981259117946	-0.3579520941657627	-0.38702976346338486	-0.45573386201822963	-0.47409319318195986	-0.43874113143555404	-0.40626691105874135	-0.4997992493671991	-0.518437885759174	-0.5514308158455841	-0.5330615094951309	-0.5670768962206512	-0.4979837653836083	-0.5337697477524658	-0.5738151348520555	-0.3850147757453335	-0.374640581553386	-0.39023678599483785	-0.3928552725096323	-0.15800446389605854	-0.2295465030736044	0.023264629234778487	-0.21333183705532488	-0.5399892766742728	-0.44171373707901596	-0.44928490380179303	-0.3447798600980062	-0.19261836182496042	0.37700470080674325	0.32285938727415553	0.31536303445180114	1.0	0.3875534607663437	0.4544670133044053	0.3993740570331301	0.490352747540493	0.47110063716505196	0.47064676616915424	0.21791044776119403	0.2858913452786194	0.3375528373171735	0.27512811880447385	0.46556440853377223	0.38416688487387624	0.4702327959201486	0.22270851257496976	0.29226050200127185	0.14874749061709	0.07728026533996683	0.12291175700445142	0.18721679821444157	0.26340228681155625	0.25186099577301463	0.34474993453783714	-0.006710806867916059	-0.022366862429706105	-0.22793052282447412	-0.2687789124552675	-0.3742864624247185	-0.3774086958690258	-0.24058903477599472	-0.3005099814212147	-0.32015611167221536	-0.18434394443820995	-0.28529782166859935	0.06863177845110288	-0.039150114091198146	-0.0715395453808651	-0.03251661492038554	0.009768201598523672	0.11698150849761219	0.07215301936433123	0.28201598523672367	0.13275227870671705	0.07902592301649647	0.2567588124540206	0.08140001745657677	0.20632426838239878	0.023613760770084414	0.00012219603735707428	0.0652501901519969	0.011598648362199029
FadR	-0.3504657165301313	-0.17586004813027595	-0.2982755395952568	-0.25732739809723315	-0.2766792603399045	-0.32470978441127696	-0.4569209092382698	-0.3862417237122657	-0.49594383969874933	-0.3943914512649784	-0.46055187720545143	-0.4619284529732291	-0.5078342622725969	-0.5022531453010636	-0.5481090786668162	-0.51407374156785	-0.518971558248856	-0.5670519582538436	-0.48133517874287707	-0.4790159478297734	-0.45245202558635395	-0.26309804361650396	-0.29611092407636	-0.3553635332111373	-0.38534395690719336	-0.30140774822628713	-0.27398595992468733	-0.09841768600605992	-0.06668162944675121	-0.39860098006209554	-0.29121310739535405	-0.320774573249043	-0.13592438808463947	-0.04864150425815783	0.36581254130350754	0.08281150637788501	0.32403645930747266	0.3875534607663437	1.0	0.22163618000224442	0.40943403284330226	0.28363196548585395	0.45727004077357575	0.4595194453796182	0.27463434706168405	0.3927904337959326	0.3622264616765795	0.4037631391912617	0.36846095337847107	0.4444120250875946	0.39004725744710034	0.1252359755109166	0.2990984924999065	0.26912804399057344	0.12284193069739024	0.009528797117171037	0.13339567825035226	0.33971246524270876	0.15295701941420717	0.18290252995673262	0.012536315914163518	0.04319505230738538	-0.12123592563498298	-0.10041771094402674	-0.4311051259990773	-0.26593099664584346	-0.22244915772017107	-0.30039526677389994	-0.20529183655656555	-0.24339206224516516	-0.28958715195950074	-0.08721056372273968	-0.22131198643374606	-0.16944600306736993	0.0568810084913777	0.09708101098517438	-0.021653636579009712	0.12257758824923004	0.310220825696081	0.29976683001034926	0.06668162944675121	0.14651304879113206	0.023364381102008752	0.18659334904425243	-0.07594359031908128	0.07108068679160588	0.004371625581366351	0.0725969151735059
NifA	-0.4303869125550194	-0.48185388845247445	-0.525201062357386	-0.4892804149677677	-0.4178131896906445	-0.6608037506702079	-0.5594508659708974	-0.613760770084415	-0.5661891046023018	-0.6477362560630432	-0.6183742939438147	-0.5985336475517151	-0.6462050649010587	-0.6599059838651354	-0.6506140974326363	-0.6142146410803128	-0.6264791331562738	-0.6444494320378059	-0.6185239217446602	-0.6547637751094153	-0.6297460068080649	-0.5857155326126261	-0.5400192022344418	-0.5822790807865434	-0.5647476901208245	-0.17233381962368607	-0.291183181835185	-0.1452462000773077	-0.23641441913240813	-0.46846220027681146	-0.40542400778064563	-0.47189865210289406	-0.3992593423858153	-0.32027581391289167	0.3407847978154341	0.2550680183044676	0.34272497163306276	0.4544670133044053	0.22163618000224442	1.0	0.458516939113954	0.6094016134864525	0.5665432237309692	0.6023441688799113	0.4464918515193456	0.5095051060487038	0.6317809448995624	0.4894749311088667	0.5365528248481901	0.5775757802466365	0.5777702963877355	0.2291624583847679	0.3385254180226686	0.26533248544246185	0.3783762889811594	0.3357722664871133	0.37094477487250466	0.4483621990299131	0.5409618573797679	0.4554794947567925	-0.2138704971383683	-0.2215114901682066	-0.2629883165625507	0.005823015249566703	-0.27054950809860473	-0.26935248569184156	-0.22300776817666057	-0.32430080175563286	-0.3689547251212609	-0.18027406825521516	-0.06415790720582551	0.10085163156647839	0.18494744323495305	0.11061235177495979	0.19580543398296738	0.2157208942754897	0.12216860559358596	-0.0073192932580206736	0.18400977568298857	0.13797927654958292	-0.053504407785633236	0.03504033716131124	0.153091684434968	-0.035439344630232295	-0.021638673798925173	0.0477986009800621	-0.008496365291337796	-0.04458160326188606
BioQ	-0.4564620506490106	-0.4603374106909064	-0.4455442087806581	-0.40862604271873715	-0.3680370079427424	-0.6611778201723213	-0.5564583099539895	-0.6400753126597588	-0.6453521864362398	-0.6426638736143843	-0.6271674210401625	-0.5996458808713325	-0.6347984388832778	-0.6621903016247085	-0.6653773737827154	-0.6970535792216861	-0.6730782179328919	-0.7115575007169666	-0.6555368520804499	-0.657686504819262	-0.6300901507500094	-0.46759934662526964	-0.5767029514083717	-0.592857766306313	-0.5346076634372	-0.45916532625095074	-0.45942966869911095	-0.2169877429893141	-0.3615780745395828	-0.49761468347485627	-0.4598685769149241	-0.5387423783338945	-0.31614608660955873	-0.3305153430840784	0.3017818177284006	0.2221598773052033	0.3223107520043891	0.3993740570331301	0.40943403284330226	0.458516939113954	1.0	0.6097906457686505	0.6519507724535218	0.5974413646055438	0.4539632663748925	0.5449619072557015	0.5619945385852692	0.5027070162969614	0.48168431027818304	0.5232110126061422	0.5040337161311238	0.32430080175563286	0.32195164528236014	0.41184304043691317	0.36531876956071774	0.30172196660806244	0.37588747989376425	0.4983927480392524	0.4078230401875335	0.45215276998466314	-0.07369917330640033	-0.1407174653050537	-0.19183530966720283	0.09809349243756156	-0.41713487699347873	-0.20277808950236287	-0.0970161722714747	-0.2637613935335852	-0.22203518747116546	-0.20701255626628762	-0.11273207895360292	0.11342036683749174	0.0422224716018903	0.07795359044377112	0.23589570942281077	0.23719747129016572	0.21336176261549397	0.12231823339443135	0.19421937929400615	0.22115737103953914	0.2131173705407798	0.13836332123841943	-0.00954874749061709	0.04246686367660445	0.03914013890447512	-0.13644808538759834	-0.13930597638374542	-0.05208793127096348
MerR	-0.4010748263694061	-0.4516141099016197	-0.4420828189877679	-0.48767440990536043	-0.31743288569682915	-0.7231536552824848	-0.6296312921607501	-0.695312909138518	-0.6732378209204604	-0.715303183331463	-0.6871980947393359	-0.6148630282173094	-0.6875023379343882	-0.6903003778101972	-0.7126497836631379	-0.7339517949101609	-0.7460117956583	-0.7410990161972094	-0.7274878739136398	-0.6999613461514482	-0.7646953203905286	-0.6531428072669235	-0.6390478684272871	-0.644439456851083	-0.6246237484257908	-0.1624683599546129	-0.29177670544520506	-0.05588348981907505	-0.2105138468060699	-0.5996758064315016	-0.44236711180937416	-0.4744074115637352	-0.4873252783700545	-0.3938378284018504	0.35011159740146386	0.4133592688188132	0.4018479033404406	0.490352747540493	0.28363196548585395	0.6094016134864525	0.6097906457686505	1.0	0.7007394107158443	0.6375914911657252	0.40295016147333507	0.5079489769199117	0.5628374418633649	0.44581353882217983	0.5552363495804187	0.6256561802516241	0.6040648885896333	0.41494033591441287	0.3838227409319318	0.38450105362909764	0.36404194566017034	0.3953540567837504	0.3367847479395005	0.4960336163792566	0.4567014551303632	0.48991383932467986	-0.18637389493634585	-0.3022007755707677	-0.1848127782141922	-0.10013840571578199	-0.2621354380977319	-0.2394169503360391	-0.227132507886632	-0.28449980673075725	-0.359578049601616	-0.0886120774573249	-0.1820247135251063	0.11439294754298682	-0.02653649047993117	-0.001982568361201511	0.15376999713213382	0.19993516128630032	0.22068354967019538	0.13745557924662402	0.13855284978615692	0.1920497761817479	0.04367884886345216	0.14036334617638624	0.13905659671566978	0.012162246412050026	0.05711542537936882	-0.09604359156597962	-0.0946021770845023	0.03764884848938266
