	PhnF	AgaR	GulR	Irr	SiaR	CzrA	MetR	SahR_SamR	KdgR	FUR	NagC	IscR	RbkR	NsrR	Phr	MntR	ArgR	NrtR	ThiR	Zur	BirA	XylR	AraR	ModE	NadQ	LldR	NrdR	GguR	NagR	Rex	HutC	PhrR	CcpA	NiaR	FnrN_FixK	HcpR	GlcC	DasR	FadR	NifA	BioQ	MerR	FadP	FruR	LiuR	GntR	NnrR	NtrC	RbsR	AcnR	CueR	PhnR	PdxR	HrcA	PurR	CsoR	ZntR	FixJ	NmlR	PaaR	CblR	PdhR	HypR	SdaR	HexR	TrpR	TyrR	HisR	PsrA	NagQ	NarP	LiuQ	LexA	SoxR	QorR	FabR	PhsR	NorR	LtbR	MetJ	AmtR	RutR	TtrR	VanR	CadR-PbrR	NikR	ExuR_UxuR	PrpR
NmlR	-0.4682427461689048	-0.5192059751368471	-0.4901632189927555	-0.4851057993241811	-0.37701966358682776	-0.5161136672527089	-0.4910310602376588	-0.6155313657277522	-0.5288270427312062	-0.5614209653486951	-0.5512762004513772	-0.4861980822703525	-0.5438646367161686	-0.5851818601229442	-0.5034800932679958	-0.5136896968790134	-0.5568174166760184	-0.5629970448509333	-0.5045524258407212	-0.5084876370029552	-0.48671180438658834	-0.44748438259828677	-0.48328532774722877	-0.5276000947642738	-0.4986670656741356	-0.2074614396688238	-0.3291736804698313	-0.24307784386338982	-0.3099215700943902	-0.3642214990211848	-0.3338071547026771	-0.4064763899799249	-0.3868701604758164	-0.22729211087420043	0.06612800658362324	0.16002942680083293	0.13112632327086374	0.25186099577301463	0.15295701941420717	0.5409618573797679	0.4078230401875335	0.4567014551303632	0.48295115899200736	0.36827142483073355	0.4996196960061846	0.4699634658786269	0.4782877591989925	0.45566902330452996	0.429479170563224	0.48132021596279256	0.4536889487400092	0.19527674908664697	0.44317510193393933	0.39386775396201945	0.3867504582351401	0.44681105749448247	0.48333520368084393	0.44722004015012656	1.0	0.5057095475005923	0.034890709360465844	-0.31282933702415244	-0.05192334069003354	0.03994314143567875	-0.13540567837504208	-0.11572463497051086	-0.0765520767091859	-0.07695607177146847	-0.13316126136236112	-0.13666753949550492	0.038342123966633	0.18572052020598762	0.3008940261100512	0.27574159278794	0.11784436214915398	0.4098031147520543	0.12280701754385964	0.019972817616179753	0.028731031558996995	0.047643985585855184	-0.020701006246960686	0.12870734049052981	0.017309442761131683	-0.058521926707315555	0.035633860771331315	0.05080611977705458	-0.16415416651080436	-0.0671305128492874
PaaR	-0.42484569633037816	-0.45513036322148653	-0.44876619409219565	-0.504637214927867	-0.3793239317198469	-0.5834362024464146	-0.5591117096223145	-0.6113367997107196	-0.6257908452723849	-0.5877404955174005	-0.6203443933216125	-0.5606179628174915	-0.5895958802478833	-0.5951121585057171	-0.5676754074240328	-0.5810670955996957	-0.6140849636529134	-0.5695956308682153	-0.5872517113679722	-0.5984488584645694	-0.5469619321936683	-0.5165176623149914	-0.5847080387536004	-0.49153979476053317	-0.545725009040013	-0.3485754186461178	-0.4274941084053417	-0.23769124303295552	-0.3688649484407536	-0.39916956570530804	-0.368635519146124	-0.4714946570406115	-0.41279567076896223	-0.1441888302846669	0.29777179266574394	0.29464457162807517	0.21712739560343644	0.34474993453783714	0.18290252995673262	0.4554794947567925	0.45215276998466314	0.48991383932467986	0.5660893527350715	0.40984301549894636	0.43701542413247046	0.49337522911757004	0.5394605917779524	0.5302185812790683	0.4557139116447836	0.49126048953228846	0.5402985074626866	0.38839137645107796	0.37777777777777777	0.49547999351612865	0.4241773588199354	0.45150937044102796	0.4370553248793626	0.39984289080911234	0.5057095475005923	1.0	-0.07189865210289405	-0.28799610967717804	-0.09216324393072232	-0.020780807740744898	-0.16463297547350964	-0.09358969563211511	-0.07488622052644048	-0.06640232421850646	-0.14683724235963042	-0.07542986820284542	0.07751468222795796	0.16776518410453994	0.18172545792341552	0.16549582912505142	0.16488734273494682	0.2498460080549633	0.2144739959351114	0.07069165450940784	-0.02590306612301899	0.1348420803251911	0.06650207608573673	0.13091185675631867	0.09127046471901146	-0.1737702465118019	0.03407773164253918	-0.07362934699933914	0.01974837591491166	0.1262933453035574
CblR	0.1704584845197571	0.20890285415030113	0.0965273881220464	0.0996147084128231	0.0970510854250053	0.10426813301911494	0.22899786780383796	0.2036908190875198	0.15212409132283444	0.19689771692913877	0.15352061746405815	0.17946109053728848	0.19088766692851533	0.09207346725021509	0.11345029239766082	0.1169066945971895	0.09231287173156773	0.07651217596229379	0.18157583012257011	0.17752590431302137	0.10385416277010935	0.1199990024813277	0.041633935585231735	0.06826768413571241	0.08606840484295315	-0.03886582126959189	-0.0010249504357909699	0.01938428159952119	0.09442761131684933	-0.006301824212271974	-0.08439756106684622	0.00632676217907954	0.15544582850160227	0.10765470891158244	-0.014805670893652041	0.02750408359206474	-0.07727527774660532	-0.006710806867916059	0.012536315914163518	-0.2138704971383683	-0.07369917330640033	-0.18637389493634585	-0.08206835496701954	-0.18765570643025475	-0.17506702078579534	-0.1791668225289592	-0.2841207496352822	-0.1722340677564558	-0.1507126024015262	-0.2037007942742428	-0.14205912791930073	-0.12562999538647615	0.00038155089215576255	-0.032631329567700346	0.023224728487886384	0.0010149752490679436	-0.10175937355827379	-0.017892991184428733	0.034890709360465844	-0.07189865210289405	1.0	0.07965435978004713	0.13847304829237272	-0.052117856831132556	-0.13600917717178518	-0.1238444369630544	-0.020471576952331077	0.006301824212271974	0.12284691829075176	-0.17120163593062257	-0.06467162932206137	0.13455778750358482	-0.018117432885696828	-0.05403309268195364	-0.024431726081372587	-0.16888240501751892	-0.15717652339804736	-0.2224940460604247	0.017184752927093854	-0.1494307909076173	0.09847254953303657	0.05529495380241649	0.052531827080138156	0.06895098442623973	-0.04835721143655158	0.11834810907866682	-0.08427287123280838	-0.061210239529171186
PdhR	0.07200339156348583	0.2604546191349019	0.23162632950535542	0.2954974500928939	0.24449930797142108	0.19677801468846245	0.23624484095811668	0.23740695021134928	0.30835047818551353	0.22846918290751755	0.24926245963166624	0.18957094228107582	0.24063891070960985	0.21870347510567464	0.15217396725644958	0.26378633150039277	0.21520218456589235	0.235790969962219	0.19386027257197722	0.1809025050187658	0.1438197483759149	0.1613461514482724	0.21491290415092457	0.2639010461477076	0.2479706729510343	0.33647052955772516	0.1261736430628811	0.15608424045187597	0.17261811244529235	0.13400416464045686	0.01056621653636579	0.03194802927717303	0.13878227908078655	0.01631691168219055	-0.004087332759760097	-0.23693811643536702	0.07302584820259604	-0.022366862429706105	0.04319505230738538	-0.2215114901682066	-0.1407174653050537	-0.3022007755707677	-0.19214952804897817	-0.17570044514270752	-0.22296786742976846	-0.3325652439556603	-0.14211399144627737	-0.197551091659497	-0.11066222770857492	-0.24577613187196848	-0.15129615082482326	-0.30699884038454345	-0.23059389767952218	-0.23908278158081772	-0.17027394356538111	-0.19226424269629297	-0.11741542912006384	-0.1700345390840285	-0.31282933702415244	-0.28799610967717804	0.07965435978004713	1.0	-0.10753999426426764	0.010356737615182235	0.08607838002967617	-0.11542537936882007	0.09677178019676055	-0.030945523011508873	0.007778151847279891	-0.005967655457050586	-0.04819262085562164	-0.043973116871781445	-0.1486776643100288	-0.2044838464320004	-0.19941645157670296	-0.2574670507113555	-0.11367473409892892	-0.02863127969176673	-0.019279542138929413	-0.03386326512799411	0.0054439581540916965	0.003997556079252859	0.02510006359181536	0.017154827366924776	-0.1389468696617165	-0.008805596079751617	0.03212758263818751	-0.14536590231798402
HypR	-0.03337448097856582	0.026461676579508472	0.0915846831007868	0.057050586665669145	0.09845259915959052	0.18156086734248555	0.04906544969388646	0.09768949737527899	0.09844262397286749	0.1449818576291475	0.0739535405678375	0.12413371737802217	0.12196411426576391	0.1336500455117894	0.1644683848925797	0.1159640394518635	0.16492225588847742	0.16541602763126723	0.1222982830209853	0.15416900460105487	0.23370615593710645	0.13155026870659234	0.11733562762627962	0.05203805533734834	0.02502524969139266	0.01748899612214616	0.1776256561802516	-0.14718637389493636	-0.1360191523585082	0.09274180476065787	0.08345490592152022	0.11410366712801906	0.05867654210152246	0.06692602152146536	-0.11168967194104665	-0.08067182882579584	-0.26856943353408397	-0.22793052282447412	-0.12123592563498298	-0.2629883165625507	-0.19183530966720283	-0.1848127782141922	-0.1849624060150376	-0.18516689734285963	-0.06937991745532987	0.012885447449469446	-0.11034800932679958	-0.06160425940473073	-0.08715570019576303	0.012885447449469446	-0.23416501452636568	-0.03172857516926645	-0.01136921906756942	0.07207321787054702	0.08397860322447911	0.08212321849399619	-0.08622800783052158	-0.052546789860222695	-0.05192334069003354	-0.09216324393072232	0.13847304829237272	-0.10753999426426764	1.0	0.24433471739049115	0.13500168331275952	-0.03146922031446776	0.15012406638486764	0.09938527911819349	0.2691479943640195	-0.01842666367411065	-0.01449644010523822	0.09334031596403945	0.12183443683836456	0.12156011920348134	-0.05624758413446552	0.2079801493784212	-0.02467113056272522	0.0969014576241599	-0.29516328133767256	-0.07782890060973328	0.08084639459344879	-0.12040798513697178	-0.23774111896657066	0.04166386114540081	0.07402336687489869	-0.047200089776680505	-0.016955323632464245	0.12830833302160874
SdaR	-0.14512649783663137	-0.11411862990810359	-0.0958839885784112	-0.07800845397074777	-0.10464719011458996	0.006975149316076261	-0.017768301350390904	-0.01855135350814848	-0.07173406152196411	-0.01053629097619671	-0.025075125625007792	-0.03236698711954014	-0.018601229441763612	0.0411301886557189	0.0009950248756218905	0.033908153468247736	0.0797940123941695	0.06191847778650607	0.023888078404967643	0.02248157707702091	0.0875197945111535	0.05563411015099939	-0.0049352236312173465	-0.02444170126809561	0.020681055873514632	-0.07867180388782903	-0.12321101260614221	-0.21202508759460842	-0.19723687327772166	0.08867192857766307	0.021863115500193268	0.009523809523809525	0.08326537737378271	0.10088155712664747	-0.06832254766268907	-0.06663674110649759	-0.10961982069601865	-0.2687789124552675	-0.10041771094402674	0.005823015249566703	0.09809349243756156	-0.10013840571578199	-0.04551428322048903	-0.07046721280813975	0.15024376862554395	0.11232309629795882	0.08854225115026372	0.1346924525243457	0.024910535044077857	-0.033289691891420094	-0.08361949650245015	-0.052237559071808874	-0.01693038566565668	0.21712240801007493	0.18311200887791618	0.06961932193668251	-0.030421825708549982	-0.11121585057170288	0.03994314143567875	-0.020780807740744898	-0.052117856831132556	0.010356737615182235	0.24433471739049115	1.0	0.0283569620568835	0.11917604957667802	0.29574184216760807	0.016321899275552065	0.09710594895198195	0.10836294716891731	0.12153518123667377	-0.00891532313370491	0.16957568049476926	0.11240289779174303	0.19744635219890522	0.2696118405466402	0.08061197770545768	0.0523223481589546	-0.09830297135874512	-0.055629122557637876	-0.017937879524682353	-0.27477898726916794	-0.0019277048342248655	-0.17243855908427785	0.03674609409094876	-0.016336862055636604	0.06112545044202546	-0.11809374181722965
HexR	0.11008366687863938	-0.00634172495916408	0.04436214915397948	0.11463235202433945	0.05376376264043192	0.24334717390491153	0.13628848240002991	0.12492674472250277	0.19070811356750084	0.16569034526615045	0.19978054589209343	0.2538560331176199	0.24263893564757666	0.2632975473509645	0.3637476776518411	0.3112582451152758	0.30926320777067046	0.30850509357972045	0.24223992817865558	0.289492387685632	0.2848938266063168	0.11287173156772529	0.19836905697078516	0.2428833277222908	0.24504295564782602	0.2547138991758002	0.24575119390516093	-0.031658748862205266	0.0202920235913166	0.4169802615992718	0.2704597314180975	0.30396139602738187	0.12718612451526828	-0.03609271936059053	-0.2816868040748638	-0.15655806182121973	-0.191700644646442	-0.3742864624247185	-0.4311051259990773	-0.27054950809860473	-0.41713487699347873	-0.2621354380977319	-0.31149266200326686	-0.31637551590418833	0.02360378558336139	-0.14423371862492051	-0.1787777902467612	-0.14606416538859587	-0.27232010374194193	-0.22343171361238917	-0.2367835010411601	-0.03324480355116647	-0.14960036908190874	-0.06203818002718239	0.03248170176685495	-0.06623274604421502	-0.08519058841132683	-0.15867778899986285	-0.13540567837504208	-0.16463297547350964	-0.13600917717178518	0.08607838002967617	0.13500168331275952	0.0283569620568835	1.0	0.436661305003803	0.2802304268133019	0.3207795608424045	0.2833925610045013	0.29176673025848204	0.33525355677751595	0.10510604870384918	0.20879312709634784	0.1459245127744735	-0.17330640032918115	0.1264379855110413	0.15374007157196473	0.0797191984937468	-0.37359817454082966	-0.19232908140999264	-0.07028267185376376	-0.22764124240950634	-0.22598037382012245	-0.21279816456564296	0.01295527375653063	0.09687153206399082	-0.07539994264267634	0.029728550231299642
TrpR	0.020366837491739297	-0.080168081896283	0.051893415129864465	-0.02969363707776905	0.03447673911146024	0.17291736804698313	0.065659172807641	0.12367984638212447	0.06330004114764523	0.08874674247808576	0.15914163518248356	0.16508684646940736	0.14030349505604808	0.23335702440180053	0.2452125338221175	0.22501278070798889	0.23517250838539133	0.21715732116360553	0.19063828726043966	0.1829274679235402	0.29447998104714523	0.04189827803339194	0.18357585506053692	0.2406937742365865	0.162498285514782	0.012730832055262535	0.04396314168505842	-0.0880085786605818	-0.11788426289604609	0.36163293806655944	0.43708026284617013	0.26536241100263097	0.0382673100662103	0.1488272921108742	-0.28559707727029016	-0.2061896033616379	-0.21365104303046173	-0.3774086958690258	-0.26593099664584346	-0.26935248569184156	-0.20277808950236287	-0.2394169503360391	-0.18452349779922442	-0.23931719846880883	0.05213780720457861	-0.0152046783625731	-0.04288582151897156	-0.026576391226823277	-0.2205738226162421	-0.30467462187807826	-0.08552475716654821	-0.03293058516939114	-0.12475217895484982	0.08950485666903578	-0.04560405990099627	0.09426800832928091	-0.03789822815745832	-0.09056222646167658	-0.11572463497051086	-0.09358969563211511	-0.1238444369630544	-0.11542537936882007	-0.03146922031446776	0.11917604957667802	0.436661305003803	1.0	0.3265452187683138	0.29688898864075614	0.26185114527612563	0.38758837391987433	0.2956071771468472	-0.12143542936944351	0.14572002144665144	0.008521303258145364	0.007139739897006197	0.18788513572488436	0.2377610693400167	0.035214902928964203	-0.10399880297759323	-0.1275003428970436	-0.025464157907205826	-0.17307697103455155	-0.10827815808177159	-0.29419070063217745	0.10199877803962643	0.08405840471826331	0.0006409057469544508	0.13487699347872167
TyrR	-0.14288208082395043	-0.13461763862392298	0.06030748513073729	-0.055948328532774726	-0.013269492138305965	0.10830808364194067	0.025129989151984437	0.039075300190775444	0.09349991895160788	0.03422735944338458	0.05974388708088629	0.0833701168343745	0.15098193244304792	0.14060275065773886	0.17960573074477237	0.16567538248606592	0.16255813663512014	0.18785521016471526	0.09014326861930946	0.08912579957356077	0.2703749423309518	0.10842279828925548	0.05322510255738849	0.2186535991720595	0.10075686729260963	-0.008486390104614772	-0.020965348695120886	-0.12143044177608199	-0.20811980199254354	0.251067968428534	0.10179428671180439	0.14187458696492475	0.14838838389506104	0.0068454718886769165	0.004311774461028192	-0.0664122994052295	-0.20437910697140863	-0.24058903477599472	-0.22244915772017107	-0.22300776817666057	-0.0970161722714747	-0.227132507886632	-0.17296724398059826	-0.2426888115811918	0.1331911869225302	-0.0032693674484719263	0.007349218818189753	0.081868851232559	-0.13881220464095562	-0.22758139128916818	-0.09059713961520717	-0.0689011084926246	-0.00509482661878577	0.05879624434219878	0.14131098891507377	0.045898327909325555	-0.07337996733126348	-0.16330128804598562	-0.0765520767091859	-0.07488622052644048	-0.020471576952331077	0.09677178019676055	0.15012406638486764	0.29574184216760807	0.2802304268133019	0.3265452187683138	1.0	0.2264990835297198	0.3285701816730882	0.20547138991758002	0.2636416912929089	0.0035087719298245615	0.2637613935335852	-0.0012094913901669598	-0.04251673961021958	0.25670394892704396	0.17822915497699474	0.13702664621753388	-0.1068118056334867	-0.0820134914400429	0.031788426289604606	-0.05610793152034314	-0.013259516951582938	-0.18698238132645045	-0.17557575530866967	0.019469070686666916	0.056242596541104	-0.007872916121148642
HisR	-0.05225750944525493	-0.06299081035923142	-0.07227770919836905	-0.059280040898265565	-0.13664758912205888	0.11785433733587701	0.13700170825072633	0.0836344592825347	0.20774074489706854	0.15590468709086147	0.19861843663886083	0.15443833464257659	0.13943565381114478	0.16448833526602577	0.23575106921532687	0.28235514158530656	0.2242696292971234	0.2504544944450679	0.20956121647402087	0.22697290489906358	0.28760707739498	0.22312248282397537	0.056611678449855984	0.19041384555917157	0.11880198007456452	-0.04566391102133443	0.03387822790807866	-0.1494657040611479	-0.15992468734024115	0.33776231623835706	0.005533734834598935	0.29788151971969723	0.2556964550680183	0.14339580294018628	-0.20327186124515267	-0.08430778438633899	-0.276878764074365	-0.3005099814212147	-0.30039526677389994	-0.32430080175563286	-0.2637613935335852	-0.28449980673075725	-0.2830534046559184	-0.3010735794710657	0.08448235015399194	-0.04731480442399531	-0.0876694223119989	0.053629097619671065	-0.05663661641666355	-0.19033903165874885	-0.07490118330652502	0.06146460679060836	-0.041514233344555417	-0.027234753550543025	0.1516901707003828	0.06218780782802778	-6.234491701891544e-05	-0.23456900958864824	-0.07695607177146847	-0.06640232421850646	0.006301824212271974	-0.030945523011508873	0.09938527911819349	0.016321899275552065	0.3207795608424045	0.29688898864075614	0.2264990835297198	1.0	0.4883028466689111	0.13949550493148294	0.2630780932430579	0.1059090512350528	0.1753563012007631	0.242778588261699	0.07266175388720558	0.2059851120338159	0.07865684110774449	-0.10938041621466602	-0.20946645220015211	-0.0782478584521004	-0.08213319368071921	-0.190019825683612	-0.1430616341849649	-0.4263469619321937	-0.013439070312597414	0.14874749061709	0.03331462985822766	0.0990461227696106
PsrA	-0.01916482749161461	-0.01781318969064452	0.08865696579757852	-0.07644733724859412	-0.05368396114664772	0.1396750582924974	0.13855783737951846	0.14623374356288732	0.22685320265838727	0.21358620431676206	0.22582077083255403	0.15768027032756018	0.18554096684497312	0.17135126373146797	0.27100337909450245	0.31946782378832655	0.24586092095911422	0.2880609483908777	0.2492873975984738	0.22749161460866096	0.40101996284242947	0.2671828825795833	0.09815334355789973	0.13030337036621403	0.1297996234367012	-0.0940335914412898	0.1394057282509757	-0.3359169066945972	-0.23548672676716667	0.37468048230027806	0.029763463384830234	0.2582550904624746	0.25552687689372683	0.05804810533797179	-0.18811955261287547	-0.1433559021932942	-0.29112831830820834	-0.32015611167221536	-0.20529183655656555	-0.3689547251212609	-0.22203518747116546	-0.359578049601616	-0.3065699073554533	-0.34211149764959664	0.07525031484183095	-0.08112569982169354	-0.12216860559358596	0.022855646579134404	-0.1306924026484121	-0.2280352622850659	-0.1309218319430417	-0.040571578199229415	0.013927854462025711	0.09028790882679336	0.14730108854225116	0.007798102220725944	-0.11936059053105401	-0.1792366488360204	-0.13316126136236112	-0.14683724235963042	0.12284691829075176	0.007778151847279891	0.2691479943640195	0.09710594895198195	0.2833925610045013	0.26185114527612563	0.3285701816730882	0.4883028466689111	1.0	0.11565979625681118	0.3106697090986172	0.13594932605144702	0.23434955548074166	0.24360652875971023	0.062053142807266926	0.1887330265963416	0.09180413720869338	0.03183331462985823	-0.2779660594271749	-0.13850796144590333	-0.04895073504657165	-0.14116136111422836	-0.17135625132482948	-0.30570705370391155	-0.25224504046185114	0.07596354069252734	0.1491714360528186	0.12446289853988204
NagQ	0.05777877529645008	-0.10831307123530219	-0.02460629184902555	0.046042968116809434	-0.05803813015124877	0.07573909899125925	-0.04095063529470442	0.004177109440267335	0.005832990436289729	-0.02498036135113904	0.004371625581366351	-0.035838352099153356	0.08497113430342024	0.09242259878552102	0.04686592102145912	0.062088055960797514	0.09536029127545231	0.07041733687452462	0.054781231686180626	0.061025698574795194	0.11368470928565194	-0.030935547824785845	0.09524557662813751	0.22043417000211973	0.09328545243706281	0.15052806144715022	0.1940099003728226	-0.13113131086422525	-0.09010835546577887	0.25729248494370255	0.21720220950385916	0.1440741156373521	0.053409643511764485	0.07148468185388845	-0.11871220339405729	-0.1225975386226761	-0.1192458758837392	-0.18434394443820995	-0.24339206224516516	-0.18027406825521516	-0.20701255626628762	-0.0886120774573249	-0.1606578635643836	-0.23859898502475094	0.0465167894861532	-0.003458895996209429	0.0864624247185127	0.06691604633474232	-0.07417299467574409	-0.1696654571752765	0.019718450354742578	0.0716542600281799	-0.009463958403471365	0.11052756268781407	-0.0009251985685607053	0.18536640107732016	-0.007593610892903902	-0.1756206436489233	-0.13666753949550492	-0.07542986820284542	-0.17120163593062257	-0.005967655457050586	-0.01842666367411065	0.10836294716891731	0.29176673025848204	0.38758837391987433	0.20547138991758002	0.13949550493148294	0.11565979625681118	1.0	0.2331625082607015	-0.006566166660432175	0.05643711268220302	-0.038945622763376105	0.04029726056434619	0.17841868352473222	0.2549981919974065	0.2191074701679572	-0.15581491041035425	-0.08376413670993405	-0.056821157371039537	-0.15560044389580918	-0.057255077993491194	-0.07790371451015599	0.044392074714148556	0.08047731268469682	0.11357996982506016	0.10415840596516165
NarP	-0.07053703911520094	-0.34538834648811084	-0.17254828613823114	-0.1400491277946109	-0.15518148605344206	-0.0359281287796606	-0.16542101522462874	-0.12366488360203992	-0.09142009251985686	-0.13203905285602066	-0.12150026808314318	-0.0030449257472038305	-0.01594782977343857	-0.025110038778538384	0.08133019114951558	0.02932455516901707	0.0017481514732103891	0.030885671891170714	-0.03539944388334019	-0.029504108530031548	0.1495804187084627	0.036601453883464884	-0.036267285128243495	0.0881232933078966	-0.0137732390678188	0.0267359942143917	-0.002945173879973566	-0.36123393059763836	-0.2075811419095001	0.3532886943727478	0.03869624309530044	-0.017050087906332997	0.06020773326350703	0.07099091011109865	-0.06957443359642888	-0.06858190251748775	-0.12639808476414918	-0.28529782166859935	-0.28958715195950074	-0.06415790720582551	-0.11273207895360292	-0.1820247135251063	-0.15452811132308383	-0.07718051347273656	0.22795546079128168	0.1155151560493273	0.1612214616142346	0.20698263070611853	-0.14455791219341887	-0.07035748575418646	0.06711555006920286	0.11144029227297099	0.09630793401413983	0.28427037743612765	0.22742178830159976	0.20686791605880372	0.06559932168730283	-0.07611316849337274	0.038342123966633	0.07751468222795796	-0.06467162932206137	-0.04819262085562164	-0.01449644010523822	0.12153518123667377	0.33525355677751595	0.2956071771468472	0.2636416912929089	0.2630780932430579	0.3106697090986172	0.2331625082607015	1.0	0.00560356114166012	0.30309355478247857	0.23559645382111996	0.24148181398770557	0.21151136547837254	0.20032918116185988	0.027424282098280527	-0.1839399493759274	-0.18088754223868128	-0.03987830272197908	-0.2584845197571042	-0.029593885210538785	-0.14737590244267385	0.04412274467262684	0.08665694085961172	0.16304193319118693	0.22672851282434944
LiuQ	-0.21977082008503845	-0.2552475716654821	-0.1535804685843963	-0.3127894362772603	-0.15779498497487499	-0.24214516390478685	-0.07714560031920598	-0.19015947829773439	-0.07904587338994251	-0.08179902492549783	-0.1373358770059477	-0.10166460928440504	-0.15460292522350652	-0.21953640319704734	-0.12928590132046533	-0.09827304579857604	-0.11981944912031323	-0.10671704135961795	-0.11077694235588972	-0.12022843177595731	-0.20163593062257634	-0.1319492761755134	-0.22115737103953914	-0.2288681903764386	-0.18154590456240102	-0.17651342286063418	-0.0700332921856881	-0.176638112694672	-0.28045486851457	-0.047210064963403534	-0.2985099564832479	-0.23574608162196536	0.050935797204453924	-0.23922243419494008	-0.11224329480417461	0.11633312136061547	0.060377311437798474	0.06863177845110288	-0.08721056372273968	0.10085163156647839	0.11342036683749174	0.11439294754298682	0.17208443995561043	0.03960897268045736	0.20612975224129976	0.10655743837204952	0.10950510604870385	0.10604870384917518	0.28426040224940463	0.1334455541839674	0.13758026908066184	0.24609035025374382	0.29196124639958104	0.13689198119677304	0.2670681679322685	0.11974463521989052	0.18097233132582702	0.11399892766742728	0.18572052020598762	0.16776518410453994	0.13455778750358482	-0.043973116871781445	0.09334031596403945	-0.00891532313370491	0.10510604870384918	-0.12143542936944351	0.0035087719298245615	0.1059090512350528	0.13594932605144702	-0.006566166660432175	0.00560356114166012	1.0	0.2247933266000823	0.3250289903864138	0.1391862741430691	0.052980710482674345	0.12901657127894361	0.03548423297048592	-0.170787665681617	-0.03271113106148456	0.10377436127632514	-0.016770782678088257	0.01366351201386551	-0.06195339094003666	-0.14087208069926058	-0.0801331687427524	0.010900385291587177	0.09436277260314967
LexA	-0.30231050262472103	-0.357887255452063	-0.2532425591341538	-0.39367323782092045	-0.3384156909687153	-0.217142358383521	-0.2146136485492338	-0.24720258357336125	-0.14386463671616853	-0.22435940597763065	-0.187191860247634	-0.140652626591354	-0.12684198057332385	-0.19238394493696928	-0.10264716517662315	-0.10782428708587388	-0.09456227633761019	-0.09413334330852005	-0.14498684522250901	-0.18843875858801232	0.0384568386139478	-0.11450766219030162	-0.20424444195064775	-0.323028965448447	-0.1743787329019065	-0.05716031371962244	0.01041160114215888	-0.3780271574458534	-0.2187683138193743	0.050172695420142396	-0.09894138330901882	-0.12771979700495018	-0.02942929462960885	-0.03575356301200763	0.02448658960834923	0.06274143069115574	-0.015922891806631007	-0.039150114091198146	-0.22131198643374606	0.18494744323495305	0.0422224716018903	-0.02653649047993117	0.02435691218094989	0.07857703961396027	0.45565904811780694	0.22492799162084315	0.27368171672963504	0.2805197072282697	0.2360303744435716	0.10413346799835409	0.23974114390453746	0.13587451215102433	0.3018616192221848	0.3297023653661517	0.3325004052419606	0.3933889449993142	0.12393920123692316	0.12408384144440704	0.3008940261100512	0.18172545792341552	-0.018117432885696828	-0.1486776643100288	0.12183443683836456	0.16957568049476926	0.20879312709634784	0.14572002144665144	0.2637613935335852	0.1753563012007631	0.23434955548074166	0.05643711268220302	0.30309355478247857	0.2247933266000823	1.0	0.4088006084863901	0.0834848314816893	0.4519432910634796	0.2893826606316787	-0.11473210389156972	-0.235042830957992	-0.1525979126921782	0.05676130625070138	-0.08434768513323108	-0.17952094165762666	-0.18418932904400304	-0.084123243431963	0.09236773525854437	0.18013441564109278	0.045584109527550216
SoxR	-0.17734136335864537	-0.2333819623686081	-0.18250851008117308	-0.33179715457798725	-0.22384568386139478	-0.19956607937754836	-0.11155500692028579	-0.17001957630394393	-0.057564308781905014	-0.09274180476065787	-0.09947006820533921	-0.07027768426040225	-0.09432785944961908	-0.17175525879375056	-0.07770919836905697	-0.07366426015286974	-0.06452200152121597	-0.07378894998690756	-0.02873601915235851	-0.06851706380378808	-0.02195289218070051	-0.07799349119066322	-0.17551590418833152	-0.23421489045998078	-0.20317709697128394	-0.09092632077706704	-0.12813376725395578	-0.3460467088118306	-0.2672377461065599	0.08123043928228532	-0.21452387186872654	-0.11266225264654173	0.11940049127794611	-0.054237584009775686	-0.19637900721954138	0.13668250227558948	0.017708450230052745	-0.0715395453808651	-0.16944600306736993	0.11061235177495979	0.07795359044377112	-0.001982568361201511	-0.046441975585730495	0.019558847367174153	0.3661915983989825	0.1360839910722079	0.10211848028030275	0.1637800970086909	0.2448035511664734	0.13908153468247733	0.14066758937143856	0.19135650070449756	0.22877841369593138	0.10124565144203793	0.2802404020000249	0.2621803264379855	0.24159652863502037	0.12980461103006272	0.27574159278794	0.16549582912505142	-0.05403309268195364	-0.2044838464320004	0.12156011920348134	0.11240289779174303	0.1459245127744735	0.008521303258145364	-0.0012094913901669598	0.242778588261699	0.24360652875971023	-0.038945622763376105	0.23559645382111996	0.3250289903864138	0.4088006084863901	1.0	0.12309629795882741	0.15569520816967794	0.03191810371700395	0.02616740857117919	-0.22937193730595146	-0.11726580131921845	0.12268232770982182	-0.1344680108230776	-0.13260763849923315	-0.20258357336126387	-0.020471576952331077	0.06278631903140937	-0.02546914550056734	-0.006950211349268694
