	LldR	PdxR	NrtR	RutR	ArgR	IscR	NagC	NsrR	MetR	SahR_SamR	CzrA	MntR	FUR	BirA	Zur	Phr	LexA	ModE	ThiR	KdgR	RbkR	PhnF	AgaR	SoxR	Rex	HutC	NadQ	NagQ	NrdR	PsrA	NagR	SdaR	TrpR	HisR	HrcA	CueR	XylR	CblR	PhnR	FnrN_FixK	PaaR	ExuR_UxuR	TyrR	LiuR	GntR	RbsR	NtrC	HexR	PhrR	HypR	PdhR	AraR	NorR	CcpA	CadR-PbrR	SiaR	HcpR	LtbR	GulR	NikR	ZntR	MerR	NiaR	FabR	MetJ	GlcC	NnrR	TtrR	Irr	NmlR	FadR	PurR	GguR	PhsR	DasR	NifA	FadP	FixJ	NarP	PrpR	BioQ	LiuQ	AmtR	FruR	VanR	AcnR	CsoR	QorR
GntR	0.4583123646459449	0.5115662337221729	0.4166614833956268	0.4917529445691571	0.42924835030618996	0.4279138936166604	0.46817377340246874	0.4773679538142278	0.42850195927645307	0.38794804666074834	0.4357057636089137	0.4531215543027747	0.4636954272240474	0.47843099558385305	0.4572153960113316	0.34016771180259087	0.44094180977206804	0.4426833888414541	0.4556886870868697	0.39655416141271466	0.34479307439596046	0.29937631113196983	0.4748008210301327	0.4042329418550079	0.4272353563168995	0.3366845536638187	0.3093168825734658	0.24389457792152716	0.40122475982606826	0.2955765022533093	0.24923240467964558	0.32182458679905684	0.2598175865559143	0.4973282593821918	0.47635014786458657	0.39571729874300965	0.3041260722302956	0.22150284702942025	0.19854566838751264	0.2477396226201718	0.3370916760436752	0.1657270809890812	0.06765582326365133	0.35579668760708166	1.0	0.5509100881533042	0.3479935086598323	0.19725644751796712	0.3176289644955358	0.13558871592470498	0.1885146253060486	0.07208893362208865	0.2039852757405952	0.1834595224228305	0.2200326828799385	0.2614121492103522	0.08439307665775143	0.07938320959451742	-0.08407642591786306	0.10417243894577921	0.28008323390877066	0.13765825468897547	0.21639119937122211	0.07427156193631927	0.31361428547195097	0.10946502988391357	0.1929251177544939	0.25833611345143653	0.24253750332200552	0.2898541710253264	0.09963754799237777	0.28346461145257873	0.2009997116216476	0.1553454603027407	-0.12060435055498697	0.05996573386636208	0.2039965846955912	-0.004099496186054928	-0.04917699080016511	0.15725667369706703	0.12715223549767884	0.06709037551385064	0.05487670411815596	-0.06906944263815303	0.09782811519301558	0.1012434196018117	0.20468643095034803	0.04070658350815093
RbsR	0.46125269294490845	0.5358804869636021	0.460053943715331	0.40702625373902324	0.3603994322904592	0.42643242051218255	0.47757151500415607	0.436757496423543	0.4478515812746323	0.4071619611989754	0.412646804372042	0.48009341196826705	0.391849636134373	0.3966785599176708	0.42477000412776855	0.3589971218709535	0.3608178636253117	0.4390758321977258	0.3955815912830575	0.45135735732339655	0.39853322853701706	0.2955086485233332	0.3204335853345472	0.30552838264980126	0.4579617870410685	0.30475937371007233	0.4769495224793753	0.30494031699000856	0.22020231720487868	0.2589807238862093	0.287841177036036	0.2524215299885214	0.2683445386229085	0.3254660703077732	0.37104115894170797	0.3786294677440331	0.4671559674528275	0.16831683168316833	0.14006706210312636	0.08981006610084195	0.17099705401722354	0.17109883461218767	0.21536208446658486	0.35843167412115284	0.5509100881533042	1.0	0.2908380501099796	0.15048260965445487	0.2906005620550633	0.01361032733770236	0.172207112201797	0.1861736716218738	0.18929494320077353	0.2516751389587845	0.26435247750931573	0.3551520771723089	0.19180553120988855	0.1960011535134096	0.07418109029635117	0.12797778921238784	0.33745356260354764	0.16760436751841945	0.2765548399500144	0.10630983144002579	0.2701652803772667	0.025462112173524606	0.17014888239252252	0.1550853543378324	0.28371340846249105	0.05426602054837123	0.12724270713764693	0.19890755494738507	0.17099705401722354	0.20802257267417204	0.028131025552583813	-0.014582897467359529	0.026197194248265488	-0.026287665888233596	-0.09437888391923144	0.025043680838672103	0.10619674189006564	0.16309209447501002	0.20646193688472217	0.06407088452991501	0.061107938320959454	-0.0016567619069159914	0.0465080774211059	0.021176018230035454
NtrC	0.39754934945236386	0.42705441303696334	0.4566725661715229	0.4698814256068668	0.4183238997800408	0.41133496559250443	0.49377724751344354	0.48229865819248974	0.5164969381004348	0.5130703247366427	0.4754001956449214	0.5253179229973254	0.506635529343911	0.5050975114644531	0.5073706114186518	0.41994108034447075	0.4473426782998117	0.42244035939858976	0.4331386308248186	0.5180010291149046	0.41429791180146	0.2931563858841624	0.4298703428309707	0.35675794878174283	0.4037353478351833	0.3777926050743281	0.3481744519397685	0.26823144907294844	0.36923172614234584	0.31502790484645266	0.22952089612159388	0.27734646679973535	0.18924970738078947	0.3171087525657192	0.3255339240377493	0.2934278008040667	0.3322740612153734	0.18710100593154688	0.17417487037110335	0.3188390226801092	0.3296843105212863	0.172218421156793	0.19454229831892383	0.3275356090720437	0.3479935086598323	0.2908380501099796	1.0	0.3882986242656247	0.3574251771265076	0.1798745836890942	0.20429061752548755	0.1424419426522892	0.3291754075464657	0.11072032388847108	0.26053005072066315	0.2102956726283708	0.3991552210617978	0.2937670694539471	0.1509236588992994	0.2704593132071631	0.2794499324289939	0.2524780747635015	0.1992468235972655	0.0330278030658577	0.27575190414529743	0.1129821148876738	0.30513256922494075	0.17575812407054525	0.23297012739537803	0.21412940837201938	0.05131438329441168	0.10304154344617786	0.1393545979383775	0.08038970658916263	0.0699741590378341	0.17381298381123092	0.22262243357402559	0.21237652034763727	-0.08802325121147181	1.696343249402039e-05	0.09044336758061872	0.27002957291731455	0.20736665328440326	0.049832910189933896	0.2684689371278647	0.05972824581144579	0.16483367354439613	0.0512465295644356
HexR	0.34230510429683747	0.3300348881261627	0.34959938026926624	0.3398284431527105	0.3932745644638707	0.3596530412607223	0.382678073632606	0.42228203402864556	0.44228757541659364	0.44825870365448883	0.4083607104285529	0.4079648970036924	0.38794804666074834	0.41876494902488537	0.4424345918315418	0.29164098591469656	0.3968934300625951	0.3700120440370708	0.3823274960277296	0.3415813311770926	0.33207050002544514	0.2816325607432245	0.28590734573171767	0.242107763032157	0.1964195848482621	0.32982001798123844	0.2705384758921352	0.34780125642490006	0.43158930399036477	0.37360829172580307	0.30173988272613667	0.3928108973090342	0.27084381767702753	0.20104494744163165	0.27267586838638175	0.23705266014893894	0.2298714737264703	0.11212263430797677	0.2726419415213937	0.3374309446935556	0.2584605119563927	0.04059349395819079	0.15372827973831077	0.22807334988210415	0.19725644751796712	0.15048260965445487	0.3882986242656247	1.0	0.2846294338171681	0.233773063200095	0.09736444803817904	0.1769568733001227	0.3290283911315175	0.2718729325816648	0.21686617548105466	0.18981515513059016	0.24996748675438646	0.10425160163075131	0.13322514433053814	0.1970076505080548	0.14234016205732508	0.09871021368270465	0.1727160151766176	-0.08759351092162329	0.04480042521670785	0.06032762042623451	0.22177426194932456	0.1850088492572844	0.11027927464362655	0.04945971467506545	0.008657005049448406	0.17069171223233118	-0.07984687674935398	-0.0985858151777485	-0.18988300886056625	0.10097200468190737	0.12546720120327282	0.10118687482683163	0.01316927809285783	0.11695155809127458	0.09835963607782823	0.15552640358267694	0.10058750021204291	0.11265415519278942	0.12755935787753533	0.004506618565911417	0.022759271929477357	0.1494195678848296
PhrR	0.329469440376362	0.33201395525046506	0.41875364006988935	0.4085868895284731	0.40577095973446575	0.35140881306862837	0.4560845005117302	0.4390984501077178	0.36832700974266475	0.383526245257307	0.4131104715268786	0.5012977025857925	0.42357125489819114	0.42077794301417576	0.408519035798497	0.3914538227095125	0.4034073881402989	0.3389350357080254	0.3597322039456944	0.4607324810150918	0.4140491147915477	0.40190329712582906	0.4122057551271975	0.3299217985762026	0.37677479912468687	0.28130460104834015	0.27700719814985497	0.3353840238392771	0.32267275842375787	0.4482134678345048	0.23829664519850044	0.3200603898196787	0.16318256611497814	0.34505318036086874	0.19753917139286745	0.2559159970822896	0.16208559748036483	0.24015131381784666	0.26953197889749	0.3313580358606963	0.24055843619770315	0.08608941990715348	0.2628031506748619	0.1966796908131704	0.3176289644955358	0.2906005620550633	0.3574251771265076	0.2846294338171681	1.0	0.14089261581783535	0.1401688426980905	0.16344267207988647	0.18323334332291025	0.20387218619063505	0.10608365234010551	0.1737112032162668	0.22144630225444017	0.14314309786204205	0.11326483876257415	0.18385533584769098	0.22983754686148228	-0.007085060305002516	0.03479200004523582	0.09708172416327869	0.33412872983471964	0.03251890009103709	0.2833515219026186	0.15344555586341044	0.1532306857184862	0.051009041509519314	0.04697174457594246	0.08147536626877994	0.05972824581144579	0.021311725689987616	-0.0168899242865463	0.09683292715336639	-0.0033191782913299895	0.05814499211200389	0.16179156465046848	0.18197804931835274	0.11041498210357872	0.1363577248644339	-0.07283532465182554	0.13566787860967708	0.15068617084438313	0.18624152535184987	-0.022024189854736472	0.07462213954119569
HypR	0.3944054599634721	0.3740380320156516	0.41769059830026406	0.39088837495971185	0.49220530276899765	0.4536417662325913	0.4394716456225862	0.49347190572855115	0.49072382966451983	0.4984026101068131	0.481733210442689	0.45580177663682986	0.5525159597627382	0.4537548557825514	0.49339274304357905	0.3738910156007034	0.41600556400585803	0.44755754844473594	0.4347671203442446	0.4344617785593522	0.3908431391397278	0.2841770756173276	0.17647058823529413	0.2821980084930252	0.35667878609677073	0.4969776817773154	0.44570287982538975	0.43325172037477877	0.35094514591379183	0.24727595546533523	0.1618141825604605	0.204663813040356	0.11053938060853487	0.3101650541981668	0.2775500279896636	0.4011682150510882	0.4431583649512867	0.28113496672339994	0.2824468055029375	0.24761522411521564	0.19207694612979287	0.23225766323062919	0.22143499329944416	0.17423141514608342	0.13558871592470498	0.01361032733770236	0.1798745836890942	0.233773063200095	0.14089261581783535	1.0	0.49663841312743495	0.2980870902624243	0.4141735132965038	0.27879401303922513	0.2998286693318104	0.06595948001424928	0.1989301728573771	0.31485827052151244	0.24478798536621224	0.2530887583332862	0.016392330266721704	0.3098144765932904	0.17921866429932543	0.10984953435377803	0.006632702105161973	0.11991450430023014	0.09454851824417165	0.20654109956969427	0.17431057783105552	0.19155673419997626	0.31069657508297943	0.0763750275655778	0.04105716111302735	-0.019524910800617468	-0.25221796879859315	0.15554902149266897	-0.021311725689987616	0.14903506341496514	0.09978456440732594	0.03544791943500461	0.1550061916528603	0.11280117160773759	-0.1806322836738271	0.03309565679583378	0.198828392262413	0.004382220060955268	0.10511108221044835	0.23978942725797422
PdhR	0.6604825531096798	0.4413376231969285	0.48699187451583537	0.3599696920006107	0.3906169600398075	0.42441942652289216	0.4203142758593392	0.4470260275599233	0.4435994141961312	0.47368123448552735	0.4771078478493195	0.4585498527008612	0.5342972332641602	0.4543994662173242	0.4260366070873221	0.3949482898032807	0.3687454410775172	0.4136533013666872	0.4023443463706736	0.4324600935250578	0.40297764785045037	0.3830738870574665	0.3024749648008776	0.3125738616123177	0.31602309288610186	0.5097454919678147	0.31428151381671576	0.4094011342881861	0.2914487336797643	0.27396508925592733	0.3836280258522711	0.2938462321389192	0.2712735579668761	0.17325884501642624	0.3455055385607093	0.36296656507455427	0.42068747137420764	0.14270204861719754	0.2691022386076415	0.2577480477916438	0.1874402745814273	0.34929403848437385	0.2592973746260977	0.3909223018246999	0.1885146253060486	0.172207112201797	0.20429061752548755	0.09736444803817904	0.1401688426980905	0.49663841312743495	1.0	0.3438996669512754	0.21791790829568394	0.24734380919531132	0.08455140202769564	0.14511085603134843	0.10746334484961917	0.23125116623598396	0.11053938060853487	0.13578096815963722	0.10071189871699905	0.39388524803365543	0.20234547726617322	0.28505917410701664	0.07389836642145083	0.2849573935120525	0.16128266167564786	0.06427444571984325	0.3184545182102448	0.251211471803948	0.15611446924246966	0.2588337074712611	0.08176939909867628	0.025303786803580416	-0.1884354626210765	-0.0074469468648749515	-0.0964258047735099	0.0836919214479986	0.03517650451510028	0.047650281875703276	0.09256945111986926	0.23862460489338483	-0.021209945095023493	0.03973401337849376	0.18624152535184987	0.14181995012750848	-0.04179224318776823	0.06119840996092756
AraR	0.4549309871021368	0.3490113146094735	0.598102357351669	0.5211223006938044	0.5196521365443226	0.5734714533703513	0.4936528490084874	0.5075967905185721	0.4678345047525883	0.5029601189702065	0.4982669026468609	0.4630960526092586	0.47647454636954273	0.5122447710219337	0.46544831524842945	0.5263244199919707	0.43986745904744673	0.5190979977495179	0.4435881052411352	0.4230736608783665	0.3848607019468366	0.4147276520913085	0.3571650711615993	0.4437803574760674	0.4709670852864841	0.4322678412901256	0.37646945733979453	0.3216323345641246	0.27819463842443637	0.2934843455790468	0.28707216809630703	0.308649654228701	0.3110810795528439	0.27984574585385436	0.21328123674731836	0.33056640901097534	0.30069945886650346	0.3553217114972491	0.38448750643196816	0.15081056934933929	0.33103007616581187	0.45028300659877524	0.30779017364900396	0.2558029075323295	0.07208893362208865	0.1861736716218738	0.1424419426522892	0.1769568733001227	0.16344267207988647	0.2980870902624243	0.3438996669512754	1.0	0.3378719939384001	0.2605865954956432	0.16841861227813243	0.3907752854097517	0.2535750433981148	0.15687216922720257	0.2700521908273066	0.32281977483870605	0.1814465284335401	0.09724004953322288	0.16128266167564786	0.19312867894442215	-0.0022448275667086982	0.007763597604763332	0.06454586063974758	0.0887696422412087	0.1534116289984224	0.1462530604859458	0.16927809285782947	0.004687561845847635	0.16386110341473897	0.05506895635308819	-0.0982578554828641	0.21238782930263328	0.04226721929760081	-0.016448875041701772	0.1170533386862387	0.020011195865446054	0.2006604429717672	0.164743201904428	-0.04202973124268452	0.15188492007396057	0.08738994973169505	0.10062142707703095	0.09812214802291194	0.11198692684802461
NorR	0.39770767482230807	0.3993927091167141	0.4405912321671916	0.45877603180078147	0.4696326285969545	0.5821680397622858	0.4588099586657695	0.49620867283758646	0.4608229526550599	0.5051088204194492	0.4324600935250578	0.45994085416537084	0.46584412867328995	0.5196634454993186	0.5834007158568513	0.4563785333416266	0.4418578351267451	0.5035142577650112	0.45046394987871147	0.4192059982697299	0.44095311872706405	0.2826956025128498	0.24139529886740815	0.2768827996448988	0.3509225280037998	0.4901018371397391	0.33345019253495883	0.32182458679905684	0.3054039841448451	0.3097353139083183	0.23079880803614342	0.18966813871564198	0.1800216001040424	0.4216374235938728	0.4215808788188927	0.30594681398465373	0.3216323345641246	0.3582281129312246	0.36385997251923935	0.1649693810043483	0.359392935295814	0.3249345494229606	0.23881685712831704	0.2766340026349865	0.2039852757405952	0.18929494320077353	0.3291754075464657	0.3290283911315175	0.18323334332291025	0.4141735132965038	0.21791790829568394	0.3378719939384001	1.0	0.160547579600907	0.33866362078812107	0.16017438408603854	0.2216159365793804	0.3129696750371782	0.3370916760436752	0.20129374445154397	0.13460483684005178	0.27977789212387827	0.29208203515954106	0.1500981051845904	0.15819531696173614	0.04783122515563949	0.02934108373715727	0.17816693148469614	0.21053316068328706	0.11309520443763393	0.2503293733142589	0.1177205670310035	0.1458346291510933	0.010749161723710921	-0.07783388276006356	0.13813323079880804	0.050047780334858155	-0.08112478866390352	-0.1304431414015188	-0.107316328434671	0.08656439601698605	0.020452245110290583	0.03863704474388044	0.1733719345663864	0.15818400800674015	0.08879226015120073	0.2735579668760708	0.0687980277182487
CcpA	0.3523361473783015	0.3514314309786204	0.4852842223114373	0.3791383707188537	0.42365041758316324	0.5243340439126722	0.48397238353189975	0.4261949324572663	0.4717813300461971	0.5116793232721331	0.4638085167740075	0.39506137935324087	0.3940096465386116	0.4210380489790841	0.43664440687358286	0.40010517328146294	0.44064777694217167	0.4171251505504634	0.3793080050437939	0.41450147299138823	0.3896556988651464	0.24341960181169459	0.5495417045987866	0.4571588512363515	0.35619250103194217	0.5448937240954249	0.49097262667443214	0.42901086225127366	0.438408603852961	0.2863597039315582	0.2852627352969449	0.27258539674641363	0.1702958988074707	0.27244968928646146	0.16053627064591097	0.29519199778344485	0.30845740199376875	0.2780136951445002	0.341931908781969	0.27018789828725875	0.2742817399958157	0.19977834448207812	0.25380122249803505	0.3722738350362735	0.1834595224228305	0.2516751389587845	0.11072032388847108	0.2718729325816648	0.20387218619063505	0.27879401303922513	0.24734380919531132	0.2605865954956432	0.160547579600907	1.0	0.2662976177686301	0.2774482473946995	0.1717886808669445	0.21400500986706322	0.09794120474297573	0.25919559403113357	0.17659498674025026	-0.03662405075459002	0.09057907504057087	0.2215367738944083	0.08987791983081804	0.16049103482592691	0.2985394484622648	0.19200909239981678	-0.04222198347761675	0.021899791349780325	0.20296746979095398	0.15680431549722648	0.12754804892253932	0.03967746860351369	-0.24892706289475322	0.05720634884733476	-0.012377651243136879	0.09302180931970981	0.2863031591565781	0.017681551136267255	0.12574992507817315	0.032213558306144724	0.14353891128690252	0.010070624423950104	-0.0878423079315356	-0.08431391397277935	-0.10703360455977065	-0.1804400314388949
CadR-PbrR	0.3141571153117596	0.28580556513675354	0.32082939875940764	0.36003754573058677	0.461716360099745	0.425968753357346	0.33480726713448045	0.3388445640680573	0.4230510429683745	0.3624802800097257	0.39253948238912983	0.35428128763761585	0.41359675659170714	0.44978541257895066	0.40585012241943785	0.4414846396118767	0.348592883274621	0.39156691225947265	0.3012535976613081	0.39082052122973576	0.3779509304442723	0.19561664904354514	0.18591356565696546	0.3574025592165156	0.38764270487585595	0.28624661438159804	0.4573963392912678	0.408485108933509	0.2672023341683112	0.3052682766848929	0.22062074853973118	0.1015826882516921	0.1783591837196284	0.2657774058388135	0.31618141825604607	0.07779995589507552	0.20328412053084235	0.3807103154632996	0.3750445290102968	0.0892785452160293	0.1576524871219275	0.0211307824100514	0.1466714918207983	0.2309345154960956	0.2200326828799385	0.26435247750931573	0.26053005072066315	0.21686617548105466	0.10608365234010551	0.2998286693318104	0.08455140202769564	0.16841861227813243	0.33866362078812107	0.2662976177686301	1.0	0.3725339410011818	0.31320716309209445	0.3611571322751921	0.10401411357583502	0.351069544418748	0.2399251347179264	-0.05744383690225105	0.11698548495626261	0.20427930857049154	0.00435960215096324	0.12047995205003081	0.12175786396458035	0.04338680584220615	-0.00039015894736246895	-0.059637774171477684	0.0445063923868115	-0.039236419358669165	0.1259534862681014	0.08725424227174287	-0.1579804468168119	0.043488586437170275	0.0025275514416090382	-0.057455145857247064	0.1192246580454733	0.1753057658707047	0.08576146021226909	0.18420591345256743	0.17952400608421779	0.02491928233371595	0.042810049137409455	0.04147559244787986	0.08321694533816602	0.14355022024189854
SiaR	0.36953706792723817	0.3312901821307202	0.5284957393512053	0.4539697259274757	0.47241463152597385	0.4609699690700081	0.40364487619521516	0.37508976483028084	0.4466980678650389	0.41481812373127663	0.4204386743642954	0.42009940571441495	0.4036561851502112	0.4945801833181605	0.4200428609394349	0.4487676066293094	0.4138003177816354	0.3913859689795364	0.38614992281638216	0.4079875149136844	0.3673657485680036	0.23307190799034216	0.4031699000853826	0.3501648280190669	0.450113372273835	0.3907526674997597	0.40460613736987633	0.26174010890523663	0.23315107067531424	0.2815647070132484	0.20919870399375745	0.16188203629043657	0.2557576717123454	0.27751610112467556	0.2607336119105914	0.16599849590898552	0.19061809093530713	0.2876602337560998	0.29669608879791465	0.2991501320320496	0.2105557785932791	0.26300671186479013	0.19481371323882818	0.19569581172851722	0.2614121492103522	0.3551520771723089	0.2102956726283708	0.18981515513059016	0.1737112032162668	0.06595948001424928	0.14511085603134843	0.3907752854097517	0.16017438408603854	0.2774482473946995	0.3725339410011818	1.0	0.4135515207717231	0.18879734918094893	0.04922222662014916	0.2590598865711814	0.2848556129170884	0.044212359556915146	0.21195808901278476	0.16891620629795703	0.20693691299455474	0.3465120355553545	0.2902612934051829	0.020146903325398216	0.04382785508705068	-0.12294530423916178	0.17294219427653787	0.13833679198873627	0.17144941221706408	0.17234281966174916	-0.09711565102826673	0.1295384250018377	0.10410458521580314	-0.09641449581851388	0.17638011659532601	0.23424803930992757	0.1686334824230567	0.12815873249232404	0.1649693810043483	0.018416633211008136	0.038965004438764834	0.04360167598713041	-0.015612012371996766	0.06327925768019406
HcpR	0.33471679549451233	0.3245048091331121	0.4789625164686657	0.3867719153411629	0.41979406392952257	0.36777287094786004	0.3921323600092733	0.41503299387620085	0.33624350441897416	0.3482649235797366	0.40371272992519125	0.4313631248904445	0.3980130166072004	0.390990155554676	0.41088260739266386	0.3608744084002918	0.42998343238093084	0.44546539177047345	0.4638424436389955	0.3882873153106287	0.362729077019638	0.31535586454133707	0.2643977133292998	0.3014119230312523	0.4994995787414264	0.3683835545176448	0.3358363820391177	0.2934956545340428	0.24245834063703345	0.31162390939265255	0.191341864055052	0.18766645368134757	0.190516310340343	0.25329231952321446	0.222136148509197	0.1656366093491131	0.24488976596117637	0.3156385884162374	0.32618984342751806	0.422632611633522	0.20063782506177516	0.23122854832599193	0.28181350402316074	0.10040655693210669	0.08439307665775143	0.19180553120988855	0.3991552210617978	0.24996748675438646	0.22144630225444017	0.1989301728573771	0.10746334484961917	0.2535750433981148	0.2216159365793804	0.1717886808669445	0.31320716309209445	0.4135515207717231	1.0	0.36765978139789995	0.19224658045473308	0.04590870280631718	0.06766713221864734	0.26250911784496556	0.21036352635834685	0.3025880543508377	0.0819503423786125	0.19256323119462146	0.13109906079128758	0.20597565181989358	0.1607398318358392	0.005727985705480885	0.10603841652012146	0.07191929929714845	0.07441857835126744	0.10066666289701501	0.09928697038750134	0.17581466884552532	0.23654375717411832	0.10945372092891756	-0.050669772859638904	-0.007480873729862992	0.09813345697790796	0.10461348819062374	0.13063539363645102	0.07092411125749926	0.08917676462106519	-0.04857761618537639	0.010342039343854432	0.043940944637010815
LtbR	0.33515784473935684	0.34989341309916255	0.4971925519222396	0.43255056516502594	0.450927617033548	0.44545408281547744	0.41401518792655967	0.381886446782885	0.46003132580533895	0.4772209373992796	0.46186337651469317	0.47377170612549546	0.549971444888635	0.4403424351572793	0.5080491487184127	0.4767685791994391	0.4298137980559906	0.4898530401298268	0.45729455869630364	0.47761675082414007	0.41866316842992124	0.3448383102159445	0.27518645639549677	0.3026106722608297	0.4050584955697169	0.4149990670112128	0.34603705944552193	0.4376735217782201	0.42159218777388874	0.45480658859718065	0.4424798276515259	0.23345641246020662	0.2677225460981278	0.3071342542592352	0.4260252981323261	0.3014797767612284	0.40853034475349304	0.3769783603146151	0.3957399166530017	0.2393483780131297	0.17826871207966027	0.32137222859921627	0.3378493760284081	0.2748924235656004	0.07938320959451742	0.1960011535134096	0.2937670694539471	0.10425160163075131	0.14314309786204205	0.31485827052151244	0.23125116623598396	0.15687216922720257	0.3129696750371782	0.21400500986706322	0.3611571322751921	0.18879734918094893	0.36765978139789995	1.0	0.07813922454495592	0.21326992779232234	0.06184302039570033	0.2801963234587308	0.20714047418448298	0.22047373212478302	0.17267077935663355	0.3534218070579188	0.2741573414908595	0.11428264471221537	0.10402542253083104	0.10878649258415277	0.043940944637010815	-0.02248785700957303	0.19421433862403945	0.03195345234123641	-0.06736179043375497	0.130612775726459	0.12400834600878706	0.02308723162436175	0.06818734414846396	0.11182860147808042	0.07485962759611198	0.03489378064019994	0.15290272602360178	-0.05150663552934391	-0.004857196170787838	0.012558594523073095	0.10110771214185953	-0.048487144545408284
GulR	0.24130482722744004	0.18993955363554632	0.25935391940107777	0.2380365392335921	0.2584718209113887	0.300360190216623	0.32815760159682444	0.2815647070132484	0.1939203057941431	0.35178200858349684	0.28378126219246713	0.26402451781443137	0.256232647822178	0.23825140937851638	0.2864501755715263	0.28620137856161404	0.2660488207587178	0.2474229718802834	0.25457023143776397	0.2442677734363956	0.3217001882941007	0.16872395406302482	0.03124098817648755	0.18979253722059813	0.24258273914198958	0.22903461105676529	0.31381784666187923	0.34605967735551396	0.13852904422366852	0.09558894210380489	-0.010070624423950104	0.06529225166948448	0.1373529129040831	0.17336062561139037	0.043341570022222095	0.057568235407207194	0.18291669258302187	0.24827114350498442	0.13683270097426647	0.198828392262413	0.2702218251522468	0.1889443655958971	0.23365997365013486	-0.029770824027005784	-0.08407642591786306	0.07418109029635117	0.1509236588992994	0.13322514433053814	0.11326483876257415	0.24478798536621224	0.11053938060853487	0.2700521908273066	0.3370916760436752	0.09794120474297573	0.10401411357583502	0.04922222662014916	0.19224658045473308	0.07813922454495592	1.0	0.2267049663275865	0.19532261621364877	0.06785938445357957	0.03996019247841403	0.08553528111234882	-0.03958699696354558	0.047910387840611586	0.12373693108888273	-0.005343481235616423	0.07730236187525091	0.012140163188220593	0.18645639549677412	0.05971693685644978	0.13779396214892764	-0.022284295819644785	0.05085071613957512	0.09131415711531175	-0.007593963279823128	-0.10021430469717446	-0.08259495281338528	-0.19379590728918694	-0.03747222237929104	-0.015340597452092439	0.013712107932666482	0.16230046762528907	0.016765525781590154	0.07904394094463701	0.10667171799989822	0.1545877603180078
NikR	0.2525911643134616	0.22020231720487868	0.3731333156159705	0.35647522490684247	0.37413981261061574	0.39753804049736785	0.38849087650055697	0.4537435468275554	0.44072693962714377	0.3838542049521914	0.3638147366992553	0.3745469349904722	0.4005236046163154	0.4179620132201684	0.3646402904139643	0.3853696049216572	0.36793119631780424	0.32459528077308014	0.26204545069012897	0.37964727369367435	0.2789523384091693	0.09558894210380489	0.23987989889794234	0.2952824694234129	0.25537316724248094	0.254592849347756	0.372714884281118	0.39955103448665824	0.33407218505973957	0.38936166603525	0.24205121825717696	0.1149724909669722	0.36219755613482535	0.1237143131788907	0.18513324776224052	0.0556570220128809	0.13923019943342135	0.10487359415553206	0.2680391968380162	0.07792435440003166	0.19605769828838965	0.2737728370209951	0.09953576739741364	0.2207225291346953	0.10417243894577921	0.12797778921238784	0.2704593132071631	0.1970076505080548	0.18385533584769098	0.2530887583332862	0.13578096815963722	0.32281977483870605	0.20129374445154397	0.25919559403113357	0.351069544418748	0.2590598865711814	0.04590870280631718	0.21326992779232234	0.2267049663275865	1.0	0.2619323611401688	0.1302056533466025	0.02667217035809806	-0.15151172455909212	-0.05736467421727895	0.21304374869240209	0.25278341654839387	0.11506296260694031	-0.01829223470605199	0.1433466590519703	0.20061520715178313	-0.061560296520799994	0.11527783275186457	0.04344335061718622	-0.07426025298132326	0.18974730140061408	0.028832180762336658	0.057240275712322805	0.1051676269854284	0.006621393150165959	-0.09454851824417165	0.043940944637010815	-0.005513115560556627	0.05232088028905689	0.12305839378912192	0.02134565255497566	0.24712893905038705	0.1775336300049194
ZntR	0.2007509146117353	0.17500042408581234	0.30263329017082174	0.37633374987984236	0.26824275802794445	0.3381773357232925	0.30189820809608087	0.2796987294389062	0.3172331510706753	0.26983732068238236	0.24889313602976518	0.2915957500947125	0.2844258726272399	0.35595501297702586	0.23983466307795828	0.28030941300869094	0.20930048458872158	0.21785005456570786	0.2180309978456441	0.29519199778344485	0.16976437792265806	0.13315729060056206	0.1715398838570322	0.2830348711627302	0.3040582185003195	0.1966796908131704	0.31171438103262067	0.3448835460359285	0.31391962725684336	0.1951642908437046	0.0799486573443181	0.12130550576473981	0.2182911038105524	0.222147457464193	0.09562286896879293	0.05816761002199592	0.03271115232596932	0.2710586878219518	0.10110771214185953	0.10910314332404114	0.25637966423712616	0.20779639357425178	-0.012004455728268429	0.21416333523700742	0.28008323390877066	0.33745356260354764	0.2794499324289939	0.14234016205732508	0.22983754686148228	0.016392330266721704	0.10071189871699905	0.1814465284335401	0.13460483684005178	0.17659498674025026	0.2399251347179264	0.2848556129170884	0.06766713221864734	0.06184302039570033	0.19532261621364877	0.2619323611401688	1.0	-0.07642026338556186	0.1323543547958451	-0.045286710281536434	0.08966304968589378	-0.0830246931032338	0.2732413161361824	0.0838615557729388	0.0778791185800476	-0.020644497345222813	0.137262441264115	0.2457718644508654	0.020678424210210856	0.034158698565459056	-0.02056533466025072	-0.09635795104353383	-0.06462502332471969	-0.09571334060876105	0.045026604316628124	0.052716693713917365	0.16094339302576746	0.26168356413025656	0.10650208367495802	-0.0078201423797434	0.037438295514303	-0.033706340365618516	-0.044947441631656024	-0.020825440625159033
