	Latitude	Longitude	Temperature	Oxygen	ChlorophyllA	Salinity	Carbon.total	NO2	NO2NO3	NO3	PO4	Ammonium.5m	Iron.5m	Alkalinity.total	CO3	HCO3	Lyapunov	Si	Nitracline	Brunt.Väisälä	Okubo.Weiss	Residence.time	PAR.PC	Gradient.Surface.temp(SST)	Fluorescence	Density	Depth.Min.O2	Depth.Max.O2
HutC	-0.48955392433653305	-0.34726143421795597	0.015245623941276116	-0.32919254658385094	-0.11236589497459062	-0.18125352907961603	0.025799793601651185	0.4631578947368421	0.27669172932330827	0.2136958205089894	0.4298245614035088	0.36307171089779783	-0.3235460191981931	0.05	0.5588235294117647	0.039285714285714285	0.23809523809523808	0.1518796992481203	-0.03676470588235294	0.5294315941991462	-0.2087912087912088	-0.10349511744777631	-0.7233082706766917	0.21176470588235294	0.24110671936758893	-0.21174477696216826	0.18238283455674761	-0.34576817628442735
HypR	-0.1417278373800113	-0.18238283455674761	-0.23997741389045738	0.07171089779785432	-0.03557312252964427	-0.10559006211180125	0.005159958720330237	0.156140350877193	0.23609022556390977	0.18361242830141322	0.13859649122807016	0.08752117447769622	0.03670242800677583	0.15294117647058825	0.2911764705882353	0.275	0.11904761904761904	0.019548872180451128	-0.041666666666666664	0.4715453388137359	-0.26153846153846155	-0.02947645750094895	-0.6345864661654136	0.15588235294117647	0.233201581027668	-0.01637492941840768	0.0942970073404856	-0.47857979366520076
Irr	-0.5505364201016375	-0.30321852060982496	0.4025974025974026	-0.5708639186900056	-0.010728402032749858	0.35629587803500845	-0.11867905056759546	0.5701754385964912	0.17894736842105263	0.4989693673049704	0.32456140350877194	0.35177865612648224	-0.6250705815923208	-0.014705882352941176	0.5411764705882353	0.15714285714285714	-0.42857142857142855	-0.009022556390977444	0.33088235294117646	0.6439032902422048	0.15604395604395604	0.13362660733763523	-0.1548872180451128	-0.17647058823529413	-0.32580463015245625	0.18125352907961603	0.4590626764539808	0.05094928425383118
IscR	-0.26143421795595706	-0.4364765669113495	0.14511575381140598	-0.30547713156408807	-0.13946922642574816	0.23094297007340486	0.11867905056759546	0.2894736842105263	-0.058646616541353384	0.1556037527978078	0.09473684210526316	0.23433088650479955	-0.5268210050818747	0.09411764705882353	0.5058823529411764	0.11428571428571428	-0.42857142857142855	-0.1774436090225564	-0.18382352941176472	0.4370737485280421	0.367032967032967	-0.07794885428028722	-0.18796992481203006	-0.39705882352941174	-0.2264257481648786	0.1541501976284585	0.20609824957651043	-0.06526088095434555
KdgR	-0.453416149068323	-0.2636928289102202	0.32241671372106157	-0.46696781479390176	0.0378317334839074	0.4601919819311124	0.054695562435500514	0.5070175438596491	0.2	0.5321648345685027	0.16666666666666666	0.3687182382834557	-0.6149068322981367	0.36764705882352944	0.6470588235294118	0.0	-0.5	-0.021052631578947368	0.2107843137254902	0.5157730395576449	0.12087912087912088	-0.060262979779717854	-0.05112781954887218	-0.31176470588235294	-0.42518351214003386	0.35064935064935066	0.37888198757763975	-0.012594205096452652
LexA	0.5189158667419537	0.3156408808582722	-0.3111236589497459	0.4138904573687182	0.05928853754940711	-0.07622811970638058	0.21362229102167182	-0.41754385964912283	-0.31278195488721805	-0.41390598244216875	-0.3684210526315789	-0.5223037831733484	0.32128740824393	0.12352941176470589	-0.46176470588235297	0.26071428571428573	-0.35714285714285715	-0.40150375939849625	-0.28921568627450983	-0.5248787426519791	0.09010989010989011	-0.29672967217621943	0.5233082706766917	0.16470588235294117	-0.011857707509881422	-0.06380575945793338	-0.12140033879164314	0.2598985960813411
LiuQ	0.4376058723884811	-0.15302089215132694	-0.3845285149632976	0.36984754376058726	-0.05251270468661773	-0.28740824392998304	0.18472652218782248	-0.4543859649122807	-0.41353383458646614	-0.2562275129403902	-0.2543859649122807	-0.13269339356295878	0.27837380011293056	-0.22058823529411764	-0.48823529411764705	0.20714285714285716	-0.38095238095238093	-0.24962406015037594	-0.37254901960784315	-0.21008157853356785	0.22637362637362637	0.0897394372806668	-0.039097744360902256	0.023529411764705882	0.26030491247882553	-0.11236589497459062	-0.30660643704121965	0.08128986925892166
LiuR	0.48616600790513836	0.34726143421795597	-0.3551665725578769	0.5008469791078487	0.053642010163749296	-0.16205533596837945	0.13312693498452013	-0.5280701754385965	-0.06766917293233082	-0.3464776895631187	-0.27017543859649124	-0.453416149068323	0.5076228119706381	0.08823529411764706	-0.638235294117647	0.37857142857142856	0.2857142857142857	-0.22105263157894736	-0.20098039215686275	-0.3772362710509887	-0.2571428571428571	-0.09694479355867655	0.29473684210526313	0.35294117647058826	0.18012422360248448	-0.08074534161490683	-0.18464144551101072	0.12479712322848537
LldR	-0.15527950310559005	-0.10784867306606437	0.029926595143986448	-0.04009034443817053	-0.19141727837380013	0.19028797289666854	-0.17647058823529413	0.2771929824561403	0.0962406015037594	0.43361579112989107	-0.017543859649122806	0.2941840767927724	-0.2930547713156409	0.008823529411764706	0.09411764705882353	-0.2357142857142857	-0.5	0.23609022556390977	-0.014705882352941176	0.1469920642371094	-0.03296703296703297	0.3976046600683558	0.09774436090225563	-0.08235294117647059	-0.30095990965556185	0.2422360248447205	0.07171089779785432	0.27249280117779373
LtbR	-0.13946922642574816	0.163184641445511	0.3156408808582722	-0.19706380575945792	0.028797289666854884	0.018633540372670808	-0.06501547987616099	0.22456140350877193	0.24360902255639097	0.03734490067147388	0.017543859649122806	0.2422360248447205	-0.055900621118012424	0.2235294117647059	0.04411764705882353	-0.075	0.09523809523809523	0.23308270676691728	0.2916666666666667	-0.09105703094334211	-0.16923076923076924	0.1093904089479661	0.10827067669172932	0.2	-0.025409373235460192	-0.05138339920948617	-0.383399209486166	0.06984059189851016
MerR	0.5573122529644269	0.4522868435911914	-0.5460191981931113	0.6702428006775832	-0.026538678712591756	-0.32919254658385094	-0.06707946336429309	-0.5929824561403508	-0.13233082706766916	-0.4927452171930581	-0.1912280701754386	-0.6578204404291361	0.7188029361942405	-0.2323529411764706	-0.7470588235294118	0.18928571428571428	0.21428571428571427	-0.06015037593984962	-0.2622549019607843	-0.5678056286681261	-0.26593406593406593	-0.037991878556778644	0.18947368421052632	0.29411764705882354	0.2670807453416149	-0.18012422360248448	-0.3800112930547713	0.005152174812185176
MetJ	-0.3269339356295878	-0.033314511575381144	0.22529644268774704	-0.1857707509881423	-0.16996047430830039	0.47261434217955955	-0.28792569659442724	0.22631578947368422	0.41654135338345866	0.5072682341208534	0.26842105263157895	0.29757199322416716	-0.21626199887069453	-0.37058823529411766	-0.21176470588235294	0.010714285714285714	-0.38095238095238093	0.37293233082706767	-0.04656862745098039	0.033821182921812784	0.3626373626373626	0.4801387410710129	0.45714285714285713	-0.5323529411764706	-0.46696781479390176	0.4613212874082439	-0.04686617730095991	0.36351455619306516
MetR	-0.5844155844155844	-0.29757199322416716	0.551665725578769	-0.7492941840767928	0.045736871823828344	0.4059853190287973	-0.03199174406604747	0.6087719298245614	0.21503759398496242	0.4190927742020957	0.24736842105263157	0.43873517786561267	-0.6894409937888198	0.12941176470588237	0.7911764705882353	-0.1392857142857143	-0.19047619047619047	-0.010526315789473684	0.3014705882352941	0.5235779279242171	0.3142857142857143	-0.1460722227269248	-0.11127819548872181	-0.4117647058823529	-0.3450028232636928	0.20271033314511575	0.3856578204404291	-0.11220291813203272
MntR	-0.577639751552795	-0.4161490683229814	0.4127611518915867	-0.5889328063241107	-0.06832298136645963	0.35290796160361376	-0.04231166150670795	0.5701754385964912	0.19548872180451127	0.5041561590648973	0.2929824561403509	0.5076228119706381	-0.7233201581027668	0.16176470588235295	0.6647058823529411	-0.16785714285714284	-0.5	0.10827067669172932	0.12990196078431374	0.5697568507597691	0.15604395604395604	0.03668181377895869	-0.19699248120300752	-0.3205882352941177	-0.35968379446640314	0.2365894974590627	0.3495200451722191	0.041217398497481406
